file_id,filename,doc_type,reason
SRC443,Financials_GrantThornton_IFRS_Example_Consolidated_FY2024.pdf,Financials,"page 1 ""IFRS Example Consolidated Financial Statements 2024"""
SRC444,Financials_RicheyMay_Hedge_Fund_Template_2019.pdf,Financials,"page 1 ""FINANCIAL STATEMENTS XYZ HEDGE FUND"" year ended 2019"
SRC445,Financials_RicheyMay_Hedge_Fund_Template_2020.pdf,Financials,"page 1 ""FINANCIAL STATEMENTS XYZ HEDGE FUND"" year ended 2020"
SRC446,Financials_RicheyMay_Hedge_Fund_Template_2025.pdf,Financials,"page 1 ""FINANCIAL STATEMENTS XYZ HEDGE FUND"" year ended 2025"
SRC447,Financials_RicheyMay_Private_Equity_Template_2016.pdf,Financials,"page 1 ""FINANCIAL STATEMENTS XYZ PRIVATE EQUITY FUND"" year 2016"
SRC448,Financials_RicheyMay_Private_Equity_Template_2020.pdf,Financials,"page 1 ""FINANCIAL STATEMENTS XYZ PRIVATE EQUITY FUND"" year 2020"
SRC449,Financials_RicheyMay_PE_And_VC_Template_2025.pdf,Financials,"page 1 ""FINANCIAL STATEMENTS XYZ PRIVATE EQUITY FUND"" year 2025"
SRC450,Financials_RicheyMay_SPV_Template_2025.pdf,Financials,"page 1 ""FINANCIAL STATEMENTS XYZ SPECIAL PURPOSE VEHICLE FUND"""
SRC451,Financials_RicheyMay_Digital_Asset_Fund_Template_2025.pdf,Financials,"page 1 ""FINANCIAL STATEMENTS XYZ HEDGE FUND (DIGITAL ASSETS)"""
SRC452,Performance_Dallas_Police_Fire_Meketa_Private_Markets_Q4_2023.pdf,Quarterly_Report,"page 4 ""Quarterly Change"" private markets as of 12/31/2023"
SRC453,Performance_Austin_Firefighters_Meketa_Report_2Q2025.pdf,Quarterly_Report,"page 2 agenda ""2Q25 Investment Report"" meeting pack"
SRC454,Performance_Austin_Firefighters_Meketa_Report_4Q2024.pdf,Quarterly_Report,"page 2 agenda ""4Q24 Investment Report"" meeting pack"
SRC455,Performance_NMERB_NEPC_Private_Equity_Q1_2016.pdf,Quarterly_Report,"page 1 ""Private Equity Performance Review First Quarter 2016"""
SRC456,Performance_NMERB_Private_Equity_Q3_2013.pdf,Quarterly_Report,"page 1 ""Third Quarter 2013 Private Markets Review"""
SRC457,Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.pdf,Quarterly_Report,"page 1 ""December 31, 2020 Quarterly Investment Report"""
SRC458,Performance_Nebraska_Investment_Council_Private_Equity_Q2_2025.pdf,Quarterly_Report,"page 1 ""Private Equity Performance Report Q2 2025"""
SRC459,Performance_San_Jose_Police_Fire_Private_Markets_Q4_2015.pdf,Quarterly_Report,"page 1 ""Fourth Quarter 2015 Private Markets Review"""
SRC460,Capital_Call_ABC_Fund_LP_TrustAlta_Sample_Notice.pdf,Cash_Flow_Notice,"page 1 masthead ""Capital Call Notice"" ABC Fund, LP"
SRC462,PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.pdf,PCAP,"page 1 ""Statement of Partner's Capital Account"" March 31, 2017"
SRC463,PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.pdf,PCAP,"page 1 ""CAPITAL ACCOUNT"" Antin Infrastructure Partners II LP"
SRC464,Quarterly_Report_Pantheon_Infrastructure_And_PE_Portfolio_Northumberland_FOI_2019.pdf,Institutional_Report,"page 1 ""Pension Fund Annual Report and Accounts 2018-19"""
SRC465,Performance_Milwaukee_CMERS_Investment_Committee_Packet_Sep2024.pdf,Institutional_Report,"page 1 Investment Committee meeting September 5, 2024 agenda"
SRC467,Performance_CalSTRS_Private_Equity_Portfolio_FYE2024.pdf,Performance,"page 1 ""Private Equity Portfolio Performance"" IRR table June 30, 2024"
SRC468,Fee_Report_LACERA_Total_Fund_Investment_Cost_FY2023.pdf,Fee_Report,"page 1 ""TOTAL FUND INVESTMENT COST REPORT FISCAL YEAR 2023"""
SRC469,Fee_Report_CalPERS_AIV_Fee_Expense_Disclosure_2019.pdf,Fee_Report,"page 1 ""AIV Fee Expense Disclosure"" fees expenses carried interest"
SRC470,Performance_OCERS_Meketa_Portfolio_Summary_Q1_2025.pdf,Quarterly_Report,"page 1 ""First Quarter of 2025 Quarterly Review"""
SRC473,Distribution_CalPERS_Private_Equity_Cash_Flow_Examples_2015.pdf,Cash_Flow_Notice,"page 1 ""Private Equity Cash Flow Distribution Examples"""
SRC474,Financials_London_Pensions_Fund_Authority_Accounts_FY2025.pdf,Financials,"page 1 ""Statement of Pension Fund Accounts"" year ended 31 March 2025"
SRC475,Performance_PA_SERS_Real_Estate_Quarterly_Q4_2022.pdf,Quarterly_Report,"page 1 ""REAL ESTATE QUARTERLY PERFORMANCE REVIEW FOURTH QUARTER 2022"""
SRC476,Performance_NMERB_Private_Equity_Q2_2018.pdf,Quarterly_Report,"page 1 ""Private Equity Performance Review Second Quarter 2018"""
SRC477,Schedule_Inv_New_Mexico_SIC_Investment_Holdings_Sep2022.pdf,Schedule_Inv,"page 1 ""Investment Holdings Report September 30, 2022"""
SRC479,Financials_Partners_Group_Global_MultiAsset_Fund_Annual_Report.pdf,Financials,page 1 annual report with statement of financial position
SRC480,Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.pdf,Quarterly_Report,"page 1 ""Quarterly Performance Report as of June 30, 2021"""
SRC481,Schedule_Inv_Calamos_Aksia_Private_Equity_Alternatives_Fund_SemiAnnual.pdf,Financials,"page 2 TOC statements of assets, operations, cash flows"
SRC482,Financials_Copenhagen_Infrastructure_Partners_Annual2023.pdf,Financials,"page 1 ""Annual Report 2023"" contents include financial statements"
SRC483,Financials_International_Public_Partnerships_Annual2023.pdf,Financials,"page 1 ""Annual Report and financial statements 2023"""
SRC499,Regulatory_SEC_Form_13F_Institutional_Manager_Holdings.pdf,Schedule_Inv,page 1 Form 13F institutional manager holdings instructions
SRC501,Regulatory_SEC_Form_N_PORT_Monthly_Portfolio_Holdings.pdf,Schedule_Inv,"page 1 ""FORM N-PORT"" monthly portfolio holdings form"
SRC555,Valuation_IPEV_Guidelines_December_2018.pdf,Valuation,"page 1 ""International Private Equity and Venture Capital Valuation Guidelines"""
SRC556,Valuation_IPEV_Guidelines_December_2015.pdf,Valuation,"page 1 ""International Private Equity and Venture Capital Valuation Guidelines"" 2015"
SRC563,Fee_Report_INREV_Management_Fees_And_Terms_Study_2016.pdf,Fee_Report,"page 1 ""Management Fees and Terms Study 2016"""
SRC564,Fee_Report_INREV_Management_Fees_And_Terms_Study_2011.pdf,Fee_Report,"page 1 ""MANAGEMENT FEES AND TERMS STUDY 2011"""
SRC587,Valuation_AIMA_Guide_To_Sound_Practices_Valuation_2018_Summary.pdf,Valuation,"page 1 ""GUIDE TO SOUND PRACTICES FOR THE VALUATION OF INVESTMENTS"""
SRC594,Performance_UTIMCO_PUF_GEF_Investment_Performance_FY2025_Aug31.pdf,Performance,"page 1 ""Statement of Investment Performance Statistics"" named UTIMCO funds"
SRC595,Financials_ICG_plc_Auditors_Report_FY2025_Mar31.pdf,Financials,"page 1 ""Auditor's report and financial statements"" ICG plc"
SRC596,Performance_Future_Fund_Portfolio_Update_30Jun2025.pdf,Performance,"page 1 ""Portfolio update at 30 June 2025"" Future Fund 12.2% return"
SRC597,Financials_Partners_Group_Holding_Annual_Report_2024_CHF.pdf,Financials,"page 2 contents ""Consolidated financial statements"" Annual Report 2024"
SRC598,Performance_GPIF_Japan_Annual_Report_FY2024_Mar31.pdf,Institutional_Report,"page 1 ""ANNUAL REPORT FISCAL YEAR 2024"" Government Pension Investment Fund"
SRC599,Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.pdf,Quarterly_Report,"page 4 ""second quarter of 2025"" System returned 4.8%"
SRC600,Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.pdf,Quarterly_Report,"page 1 ""Fourth Quarter 2025 Private Markets Program"""
SRC601,Financials_Texas_TRS_Annual_Comprehensive_Financial_Report_FY2025_Aug31.pdf,Financials,transmittal names Annual Comprehensive Financial Report year ended 2025
SRC602,Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf,Institutional_Report,"page 1 ""Semi-Annual Private Equity Executive Summary"""
SRC603,Performance_Quincy_Retirement_System_Board_Meeting_Materials_May2025.pdf,Institutional_Report,"page 2 ""Performance Update as of May 31, 2025"""
SRC604,Financials_Partners_Group_Global_Value_SICAV_Annual_Report_2025.pdf,Financials,"page 1 ""Annual Report and Audited Financial Statements"""
SRC605,Performance_abrdn_Private_Equity_Opportunities_Trust_Annual_Report_FY2023_Sep30.pdf,Financials,"page 2 ""Annual Report and Accounts"" Financial Statements section"
SRC606,Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.pdf,Quarterly_Report,"page 1 ""1Q 2026 Quarterly Update"" fund performance overview"
SRC607,Subscription_PA_SERS_Lubert_Adler_Real_Estate_Fund_VII_Redacted.pdf,Subscription,"page 1 ""SUBSCRIPTION MATERIALS OF LUBERT-ADLER REAL ESTATE FUND VII"""
SRC608,Subscription_PA_SERS_Insight_Venture_Partners_VIII_Closing_Binder_Redacted.pdf,Subscription,"page 1 ""SUBSCRIPTION BOOKLET"" Investor Questionnaire Subscription Agreement"
SRC609,Financials_Maryland_SRPS_CAFR_FY2013_Jun30.pdf,Financials,"page 1 ""Comprehensive Annual Financial Report"" years ended June 30, 2013"
SRC610,Financials_KPERS_Kansas_CAFR_FY2004_Jun30.pdf,Financials,"page 1 ""Comprehensive Annual Financial Report"" fiscal year ended June 30, 2004"
SRC611,Financials_Arkansas_Teacher_Retirement_System_Annual_Report_FY2004_Jun30.pdf,Financials,"page 2 ""COMPREHENSIVE ANNUAL FINANCIAL REPORT"" year ended June 30, 2004"
SRC612,LPA_PA_SERS_Harvest_MLP_Real_Asset_Management_Agreement_Redacted.pdf,LPA,"page 1 ""MANAGEMENT AGREEMENT FOR REAL ASSET PORTFOLIO MANAGEMENT"""
