file_id,filename,doc_type,reason
SRC203,Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.pdf,Quarterly_Report,page 1 investment meeting agenda centers on quarterly presentation and reports
SRC204,Performance_NYCERS_Monthly_Performance_Review_Apr2026.pdf,Institutional_Report,page 1 says Monthly Performance Review April 2026
SRC205,Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.pdf,Quarterly_Report,page 1 says Quarterly Private Equity Board Update period ended March 31
SRC206,Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.pdf,Quarterly_Report,page 1 says Investment Measurement Service Quarterly Review December 31
SRC207,Financials_Michigan_MSERS_ACFR_FY2025.pdf,Financials,page 1 says Annual Comprehensive Financial Report fiscal year ended September 30
SRC208,Financials_Connecticut_Treasurer_Annual_Report_CY2025.pdf,Financials,contents include Independent Auditors Report and multiple financial statements
SRC209,Financials_Kansas_KPERS_ACFR_FY2025.pdf,Financials,page 2 says Annual Comprehensive Financial Report fiscal year ended June 30
SRC210,Performance_Florida_SBA_IAC_Materials_Jun2026.pdf,Institutional_Report,page 1 Investment Advisory Council materials for June 1 meeting
SRC211,Performance_Florida_SBA_Annual_Investment_Report_FY2024.pdf,Institutional_Report,page 1 masthead Annual Investment Report July 2023 through June 2024
SRC212,Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.pdf,Performance,page 3 identifies ACFR Investment Section and Investment Results
SRC213,Performance_Texas_TRS_IMD_Board_Book_Apr2026.pdf,Institutional_Report,page 3 Board and Investment Management Committee meeting agenda
SRC214,Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2024.pdf,Schedule_Inv,page 1 says Schedule of Investments as of December 31 2024
SRC215,Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2023.pdf,Schedule_Inv,page 1 says Schedule of Investments as of December 31 2023
SRC216,Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf,Institutional_Report,page 1 masthead Monthly Transaction Report April 2026
SRC217,Performance_Tennessee_TCRS_ACFR_Investment_Section_FY2025.pdf,Performance,page 2 presents ACFR Investment Section and fiscal-year investment returns
SRC218,Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.pdf,Institutional_Report,page 1 Board of Trustees Meeting December 12 2025
SRC219,Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.pdf,Quarterly_Report,page 1 says Quarterly Board Meeting December 4 2025
SRC220,Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf,Institutional_Report,page 1 annual statutory report on Illinois Economic Opportunity Investments
SRC221,Financials_IMRF_Illinois_ACFR_2023.pdf,Financials,page 1 says Annual Comprehensive Financial Report years ended 2023 and 2022
SRC222,Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf,Institutional_Report,page 3 says Private Infrastructure Portfolio Annual Tactical Plan planning document
SRC223,Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf,Institutional_Report,page 2 says Private Equity Tactical Plan outlines fiscal-year portfolio plan
SRC224,Schedule_Inv_TPG_Twin_Brook_Capital_Income_Fund_ARS_FY2025.pdf,Financials,page 1 Annual Report; page 2 begins Form 10-K
SRC225,Schedule_Inv_WTI_Fund_X_Venture_Debt_ARS_FY2025.pdf,Financials,page 1 begins Form 10-K annual report for fiscal 2025
SRC226,Schedule_Inv_WTI_Fund_XI_Venture_Debt_ARS_FY2025.pdf,Financials,page 1 begins Form 10-K annual report for fiscal 2025
SRC227,Schedule_Inv_CNL_Strategic_Capital_LLC_ARS_FY2025.pdf,Financials,page 1 says 2025 Annual Report for private equity strategy
SRC228,Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.pdf,Financials,page 1 says 2025 Annual Report for Sculptor real estate strategy
SRC229,Financials_JPMorgan_Real_Estate_Income_Trust_ARS_FY2025.pdf,Financials,stockholder letter is followed by Form 10-K annual filing
SRC230,Financials_Strategic_Storage_Trust_VI_ARS_FY2025.pdf,Financials,page 1 says 2025 Annual Report; stockholder letter follows
SRC231,Financials_Starwood_Real_Estate_Income_Trust_ARS_FY2025.pdf,Financials,page 1 says Starwood Real Estate Income Trust Annual Report 2025
SRC232,Financials_Franklin_BSP_Realty_Trust_ARS_FY2025.pdf,Financials,page 1 image shows Form 10-K annual report for fiscal 2025
SRC233,Schedule_Inv_OFS_Capital_Corp_ARS_FY2024.pdf,Financials,page 1 says Annual Report 2024 for OFS Capital
SRC234,Schedule_Inv_FS_KKR_Capital_Corp_ARS_FY2024.pdf,Financials,page 1 says FS KKR Capital Corp Annual Report 2024
SRC235,Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2024.pdf,Financials,page 1 begins Form 10-K annual report for fiscal 2024
SRC236,Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2024.pdf,Financials,page 1 says 2024 Annual Report; stockholder letter follows
SRC237,Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,Financials,document contains Form 10-K and consolidated financial statements
SRC238,Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2024.pdf,Financials,document begins Form 10-K annual report filing
SRC239,Schedule_Inv_Blackstone_Private_Credit_Fund_ARS_FY2024.pdf,Financials,document contains Form 10-K annual report filing
SRC240,Schedule_Inv_OFS_Capital_Corp_ARS_FY2023.pdf,Financials,document says Annual Report 2023 and Form 10-K filing
SRC241,Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2022.pdf,Financials,document says 2022 Annual Report and Form 10-K
SRC242,Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2022.pdf,Financials,document begins Form 10-K annual report filing
SRC243,Schedule_Inv_OFS_Capital_Corp_ARS_FY2022.pdf,Financials,document says Annual Report 2022 and Form 10-K
SRC244,Schedule_Inv_Monroe_Capital_Income_Plus_Corp_ARS_FY2023.pdf,Financials,page 1 begins Form 10-K annual report for fiscal 2023
SRC245,Schedule_Inv_Venture_Lending_and_Leasing_IX_ARS_FY2024.pdf,Financials,page 1 begins Form 10-K annual report for fiscal 2024
SRC246,Financials_JLL_Income_Property_Trust_ARS_FY2025.pdf,Financials,page 1 says 2025 Annual Report for JLL Income Property Trust
SRC247,NAV_Statement_SREIT_NAV_Supplement_May2024.pdf,NAV_Statement,page 1 supplement discloses May 31 2024 NAV per share
SRC248,NAV_Statement_SREIT_NAV_Supplement_Jun2024.pdf,NAV_Statement,page 1 supplement discloses June 30 2024 NAV per share
SRC249,NAV_Statement_SREIT_NAV_Supplement_Aug2024.pdf,NAV_Statement,page 1 supplement discloses August 31 2024 NAV per share
SRC250,NAV_Statement_SREIT_NAV_Supplement_Sep2024.pdf,NAV_Statement,page 1 supplement discloses September 30 2024 NAV per share
SRC251,NAV_Statement_SREIT_NAV_Supplement_Nov2024.pdf,NAV_Statement,page 1 supplement discloses November 30 2024 NAV per share
SRC252,NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.pdf,PPM,page 1 says supplement to prospectus dated April 22 2026
SRC253,Financials_SREIT_Annual_Report_FY2024.pdf,Financials,page 1 says SREIT 2024 Annual Report
SRC254,Financials_SREIT_Annual_Report_FY2023.pdf,Financials,page 1 says SREIT Annual Report 2023
SRC255,Financials_SREIT_Annual_Report_FY2022.pdf,Financials,annual-report package contains fund NAV and financial reporting
SRC256,Financials_BREIT_Annual_Report_FY2024.pdf,Financials,page 1 says Blackstone Real Estate Income Trust Annual Report 2024
SRC257,Financials_BREIT_Annual_Report_FY2022.pdf,Financials,annual-report package for Blackstone Real Estate Income Trust
SRC258,Financials_JLLIPT_Annual_Report_FY2024.pdf,Financials,page 1 says JLL Income Property Trust 2024 Annual Report
SRC259,Financials_JLLIPT_Annual_Report_FY2023.pdf,Financials,page 1 says JLL Income Property Trust Annual Report 2023
SRC260,Financials_JLLIPT_Annual_Report_FY2022.pdf,Financials,page 1 says JLL Income Property Trust 2022 Annual Report
SRC261,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2025.pdf,Financials,annual report contains Form 10-K and consolidated financial statements
SRC262,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2024.pdf,Financials,annual report contains Form 10-K and consolidated financial statements
SRC263,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2023.pdf,Financials,annual report contains Form 10-K and consolidated financial statements
SRC264,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2022.pdf,Financials,annual report package reports fund NAV and financial results
SRC265,Financials_Brookfield_REIT_Annual_Report_FY2025.pdf,Financials,page 1 says Brookfield REIT 2025 Annual Report
SRC266,Financials_Brookfield_REIT_Annual_Report_FY2024.pdf,Financials,page 1 says Brookfield REIT 2024 Annual Report
SRC267,Financials_Brookfield_REIT_Annual_Report_FY2023.pdf,Financials,page 1 says Brookfield REIT Annual Report 2023
SRC268,Financials_Hines_Global_Income_Trust_Annual_Report_FY2024.pdf,Financials,page 1 Annual Report includes Form 10-K
SRC269,Financials_Hines_Global_Income_Trust_Annual_Report_FY2022.pdf,Financials,page 1 Annual Report includes Form 10-K
SRC270,Financials_INREIT_Invesco_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,Financials,annual-letter package includes most recent Annual Report on Form 10-K
SRC271,Financials_RREEF_Property_Trust_Annual_Report_FY2025.pdf,Financials,page 1 says RREEF Property Trust Annual Report 2025
SRC272,Financials_RREEF_Property_Trust_Annual_Report_FY2023.pdf,Financials,page 1 says RREEF Property Trust Annual Report 2023
SRC273,Financials_RREEF_Property_Trust_Annual_Report_FY2022.pdf,Financials,page 1 says RREEF Property Trust Annual Report 2022
SRC274,Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.pdf,Financials,page 1 begins Form 10-K annual report for fiscal 2024
SRC275,Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.pdf,Financials,page 1 begins Form 10-K annual report for fiscal 2023
SRC276,Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.pdf,Financials,page 1 says Sculptor Diversified REIT 2024 Annual Report
SRC277,Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.pdf,Financials,page 1 says Sculptor Diversified REIT 2023 Annual Report
SRC278,Financials_Apollo_Realty_Income_Solutions_Annual_Report_FY2023.pdf,Financials,annual-report package presents Apollo Realty Income Solutions financial reporting
SRC279,Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,Financials,page 1 says FS Credit Real Estate Income Trust Annual report 2025
SRC280,Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.pdf,Financials,page 1 says Annual Report; page 2 begins Form 10-K
SRC281,Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.pdf,Financials,page 1 says Annual Report; page 2 begins Form 10-K
SRC282,Schedule_Inv_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2024.pdf,Financials,page 1 says 2024 Annual Report; Form 10-K follows
SRC283,Financials_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,Financials,page 1 says 2025 Annual Report and begins Form 10-K
SRC284,Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2024.pdf,Financials,page 1 says 2024 Annual Report; Form 10-K follows
SRC285,Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2023.pdf,Financials,page 1 says 2023 Annual Report; Form 10-K follows
SRC286,Schedule_Inv_Apollo_Realty_Income_Solutions_Annual_Report_FY2024.pdf,Financials,page 1 begins Form 10-K annual report for fiscal 2024
SRC287,Financials_ICG_Enterprise_Trust_Annual_Report_FY2025_Jan_Statements.pdf,Financials,page 1 independent auditor says audited financial statements for 2025
SRC288,Financials_3i_Infrastructure_Annual_Report_FY2025_Mar.pdf,Financials,page 1 says Annual report and accounts 2025
SRC289,Financials_HICL_Infrastructure_Annual_Report_FY2026_Mar.pdf,Financials,contents list Financials and Independent Auditor’s Report
SRC290,Financials_3i_Group_Annual_Report_FY2025_Mar.pdf,Financials,page 1 says 3i Group annual report and accounts 2025
SRC291,Financials_Oakley_Capital_Investments_Annual_Report_FY2024.pdf,Financials,contents list notes to financial statements in Annual Report 2024
SRC292,Financials_Pantheon_Infrastructure_Annual_Report_FY2024.pdf,Financials,annual report contains Financial statements and Independent Auditor’s report
SRC293,Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.pdf,Financials,contents list audit report and consolidated financial statements
SRC294,Financials_Pantheon_Infrastructure_Financial_Statements_FY2024.pdf,Financials,page 1 section says Financial Statements and Independent Auditor’s report
SRC295,Financials_Renewables_Infrastructure_Group_Annual_Report_FY2024.pdf,Financials,page 1 says TRIG Annual Report 2024 with financial review
SRC296,Financials_Renewables_Infrastructure_Group_Annual_Report_FY2025.pdf,Financials,"contents list Financials, auditor report, statements, and notes"
SRC297,Financials_International_Public_Partnerships_Annual_Report_FY2024_18M.pdf,Financials,page 1 says Annual Report and Financial Statements 2024
SRC298,Financials_Princess_Private_Equity_Holding_Annual_Report_FY2023.pdf,Financials,page 1 says audited consolidated financial statements for 2023
SRC299,Quarterly_Report_Partners_Group_Private_Equity_Interim_Jun2024.pdf,Financials,interim report contains unaudited condensed consolidated financial statements
SRC300,Financials_Molten_Ventures_VCT_Annual_Report_FY2025.pdf,Financials,page 1 says Annual report for year ended 31 March 2025
SRC301,Performance_Pantheon_International_Annual_Results_May2023.pdf,Performance,"page 2 agenda centers on financial results, cash flow, financial position"
SRC302,Financials_Greencoat_UK_Wind_Annual_Report_FY2024.pdf,Financials,contents list Independent Auditor’s Report and Financial Statements
SRC303,Financials_Greencoat_UK_Wind_Annual_Report_FY2025.pdf,Financials,contents list Financial Statements and notes to financial statements
SRC304,Financials_Sofina_Annual_Report_FY2024.pdf,Financials,Annual Report contents include Accounts and Notes
SRC305,Financials_Sofina_Half_Year_Report_Jun2024.pdf,Financials,Half-Year Report contents include Accounts and notes
