cashflow_id,position_id,deal_id,scenario_id,cashflow_date,cashflow_type,amount,currency,origin_type,assumption_id
PCF_CFA4D58C034508A63C04,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2029-06-30,future_distribution,800.81988689,USD,FORECAST,FORECAST_BASE_V1
PCF_EB4249A6A2BB55E672A2,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2029-09-30,future_distribution,612.37962251,USD,FORECAST,FORECAST_BASE_V1
PCF_2827897ECC29B4B0ACBF,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2029-12-30,future_distribution,468.18235301,USD,FORECAST,FORECAST_BASE_V1
PCF_C6C21EF4A734CE65C201,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2030-03-30,future_distribution,357.86380671,USD,FORECAST,FORECAST_BASE_V1
PCF_529264E052AC9BDA1A1B,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2030-06-30,future_distribution,273.65517072,USD,FORECAST,FORECAST_BASE_V1
PCF_12F8FE40D810D643AC85,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2030-09-30,future_distribution,209.26159913,USD,FORECAST,FORECAST_BASE_V1
PCF_DB1C2EA966C12DB67D06,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2030-12-30,future_distribution,159.98668844,USD,FORECAST,FORECAST_BASE_V1
PCF_D8362B26E221CDE8906E,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2031-03-30,future_distribution,122.28877270,USD,FORECAST,FORECAST_BASE_V1
PCF_618B96923A375E5DDBC3,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2031-06-30,future_distribution,93.51310287,USD,FORECAST,FORECAST_BASE_V1
PCF_A31C90AAF3AA52CEABB5,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,2031-09-30,future_distribution,286.03444831,USD,FORECAST,FORECAST_BASE_V1
PCF_2FEF766F1485515A5B4D,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2026-12-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_CD9F16EBC008C8803F1C,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2027-03-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_9C6F59CDE2A086208128,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2027-06-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_B33119E1F6444D9651BB,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2027-09-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_7C054951E719024F5F01,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2027-12-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_C86537DE41B4564B31C8,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2028-03-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_F8A1134F5DD683D26A78,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2028-06-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_E71CEC3F3B93EB06151F,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2028-09-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_6EE88D490C98574ADBA3,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2029-12-30,future_distribution,803.03912974,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_01A390DC3EB705204258,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2030-03-30,future_distribution,642.43130379,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_5C858513B76D4031CB26,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2030-06-30,future_distribution,513.94504303,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_2608C84AA1677BC4800B,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2030-09-30,future_distribution,411.15603443,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_8FB3345A89FBC531CF10,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2030-12-30,future_distribution,328.92482754,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_D2B99A06B127CBB3A4F8,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2031-03-30,future_distribution,263.13986203,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_F75C1CE02A60F0230DAE,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2031-06-30,future_distribution,210.51188963,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_B26E4FEB5DD87540BE65,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2031-09-30,future_distribution,842.04755851,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_45F30B259971D1048264,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2026-12-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_3FE42A610E8F059916DB,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2027-03-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_9D7810076C115C7FCDEA,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2027-06-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_FFECDE2361DF60864A9F,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2027-09-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_4F686AB2E3FC46B96DF6,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2027-12-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_A1C80AF3F7D0B349BE3D,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2028-03-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_14ADCC6CF24D70048DE0,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2028-06-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_E9201E9F8268E2379230,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2028-09-30,future_capital_call,-162.79778925,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_A7BF5B7E5BA5A43E29B4,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2028-12-30,future_distribution,1901.74103664,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_5110ED94FC70A01EEB9A,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2029-03-30,future_distribution,1368.94301083,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_9C8181917434D693D5DB,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2029-06-30,future_distribution,986.02754533,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_436ED86191C28B4E8F14,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2029-09-30,future_distribution,710.21971876,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_874D7985C7832AD37762,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2029-12-30,future_distribution,511.40098565,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_503B1FC3188315B8D2BE,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2030-03-30,future_distribution,368.12520293,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_2A0367D7CF7032EE8575,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2030-06-30,future_distribution,265.15463927,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_70451EE3C61DBFC08E87,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2030-09-30,future_distribution,190.98660501,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_410382B7263A8FD213A3,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2030-12-30,future_distribution,137.52186185,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_1674866DBAF5936D9765,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2031-03-30,future_distribution,98.99328457,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_0F152BC8490CC7D01D24,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2031-06-30,future_distribution,71.30326436,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_9E0FE3BA8D49AA9AD817,POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2031-09-30,future_distribution,171.19529976,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_3E326AA4046738B123E4,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2026-12-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_BASE_V1
PCF_5AA0017D1A8A3A5F2B77,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2027-03-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_BASE_V1
PCF_F5F72588E808FCE40858,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2027-06-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_BASE_V1
PCF_D67A725A93A47E932480,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2027-09-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_BASE_V1
PCF_68C2F9BD1113466EA99B,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2027-12-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_BASE_V1
PCF_509DD352B2A7A6E49DDC,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2028-03-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_BASE_V1
PCF_B1EBEE6D34FE9A9AC073,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2028-06-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_BASE_V1
PCF_A5508AE6F8E00B040D51,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2028-09-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_BASE_V1
PCF_981D7643A309324CC3DB,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2028-12-30,future_distribution,39013.71563363,USD,FORECAST,FORECAST_BASE_V1
PCF_9782F7A49A440DC9C60F,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2029-03-30,future_distribution,29820.85228280,USD,FORECAST,FORECAST_BASE_V1
PCF_84ABF47212990006DAAB,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2029-06-30,future_distribution,22803.73222854,USD,FORECAST,FORECAST_BASE_V1
PCF_156BA6631840BFE8D7CC,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2029-09-30,future_distribution,17437.80488296,USD,FORECAST,FORECAST_BASE_V1
PCF_8CE46ABC3C7C2D5DF8B0,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2029-12-30,future_distribution,13331.71813918,USD,FORECAST,FORECAST_BASE_V1
PCF_DB6080541A17F374E854,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2030-03-30,future_distribution,10190.34436601,USD,FORECAST,FORECAST_BASE_V1
PCF_7063C3515C247E5DC831,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2030-06-30,future_distribution,7792.46287247,USD,FORECAST,FORECAST_BASE_V1
PCF_542DB6603C2338228A4E,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2030-09-30,future_distribution,5958.82488735,USD,FORECAST,FORECAST_BASE_V1
PCF_ED3DA446C5196ACECE15,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2030-12-30,future_distribution,4555.69805787,USD,FORECAST,FORECAST_BASE_V1
PCF_2D5B410F8EEFC03E6A5A,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2031-03-30,future_distribution,3482.23173882,USD,FORECAST,FORECAST_BASE_V1
PCF_880184C70E0126C51143,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2031-06-30,future_distribution,2662.83067220,USD,FORECAST,FORECAST_BASE_V1
PCF_ECBADB9367BC832609BB,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2031-09-30,future_distribution,8144.96876789,USD,FORECAST,FORECAST_BASE_V1
PCF_92C79B2412923FB8175B,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2026-12-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_20359DA7500707C8993D,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2027-03-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_F8137F21091F298BACCD,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2027-06-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_357B6AAA8DA82DC8C348,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2027-09-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_6E11F9B78D5FE2653231,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2027-12-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_8796E791C90724A176C9,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2028-03-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_D665B1EE7409C0844748,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2028-06-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_0A40B4B4EDFC9B8E1A02,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2028-09-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_B869BBA14BD8AA76FC2D,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2029-12-30,future_distribution,21082.52247200,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_CFD3BBF79D97C7A66F5A,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2030-03-30,future_distribution,16866.01797760,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_D6E8D4CFDC745D355214,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2030-06-30,future_distribution,13492.81438208,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_A31251255DAA9A1826D7,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2030-09-30,future_distribution,10794.25150566,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_9BEB4159F97632E08474,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2030-12-30,future_distribution,8635.40120453,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_7E586A0EDC1496D86812,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2031-03-30,future_distribution,6908.32096362,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_D7D191401D62D0858704,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2031-06-30,future_distribution,5526.65677090,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_C3C9BC9B5762BAD1F115,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2031-09-30,future_distribution,22106.62708360,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_39E9280AC87E7F88C2E5,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2026-12-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_BD22D6A76EA3DF76A87E,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2027-03-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_3DF685D6DF3C0D316CDA,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2027-06-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_1B4ACBD27E8773118F7F,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2027-09-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_A5652707EB7F5A429852,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2027-12-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_6BD601E60648A5262C76,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2028-03-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_77AC859BE963F0417E21,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2028-06-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_FB753A2141AF563227C7,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2028-09-30,future_capital_call,-215.68632000,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_E19BC5D3DA959D1DF7CD,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2028-12-30,future_distribution,55812.45780479,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_F694FED0C41363F81246,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2029-03-30,future_distribution,40175.85599566,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_7409C75F0971D6951799,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2029-06-30,future_distribution,28938.02032334,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_1204ADF4CA988C633EAD,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2029-09-30,future_distribution,20843.58875451,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_5F035BBE482BB6E92B17,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2029-12-30,future_distribution,15008.63965320,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_99C822C7BBB9F96A8615,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2030-03-30,future_distribution,10803.76978750,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_7276F158D79D65E75B3B,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2030-06-30,future_distribution,7781.78092119,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_6CA89324E562C844BDE3,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2030-09-30,future_distribution,5605.09113915,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_3BA2BF5B91BFD1DE21D2,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2030-12-30,future_distribution,4036.00330642,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_6E7D77CED68327CC15F6,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2031-03-30,future_distribution,2905.26334110,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_8DF06CC5EAB9C4EC74DF,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2031-06-30,future_distribution,2092.61427108,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_18877D1B471ABCA30E34,POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2031-09-30,future_distribution,5024.25422804,USD,FORECAST,FORECAST_UPSIDE_V1
PCF_0B061B95E209D0A1D4CE,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2026-12-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_BASE_V1
PCF_152ACB6F881C3FECE55F,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2027-03-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_BASE_V1
PCF_9D269D26DD9B3CD3E76B,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2027-06-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_BASE_V1
PCF_371448491C08E2FA84FB,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2027-09-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_BASE_V1
PCF_5912A299C4DF4333D369,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2027-12-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_BASE_V1
PCF_68FA01F5191D87658617,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2028-03-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_BASE_V1
PCF_4D5A900B340A9A35048A,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2028-06-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_BASE_V1
PCF_A21FF4548EA8C4A746DC,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2028-09-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_BASE_V1
PCF_C19E7A08C402B04B9C6B,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2028-12-30,future_distribution,94265.58516546,USD,FORECAST,FORECAST_BASE_V1
PCF_AB84AE5533BC508E737F,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2029-03-30,future_distribution,72053.63664842,USD,FORECAST,FORECAST_BASE_V1
PCF_B31B5E00A76FF8F7359A,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2029-06-30,future_distribution,55098.75508055,USD,FORECAST,FORECAST_BASE_V1
PCF_7D982BF0DE550B0CBEEA,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2029-09-30,future_distribution,42133.51265307,USD,FORECAST,FORECAST_BASE_V1
PCF_A1B0902B81E6359F9CD1,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2029-12-30,future_distribution,32212.31793076,USD,FORECAST,FORECAST_BASE_V1
PCF_5F3D015835541F4AEDE8,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2030-03-30,future_distribution,24622.07864845,USD,FORECAST,FORECAST_BASE_V1
PCF_8D523266F2DCF0001F62,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2030-06-30,future_distribution,18828.27771268,USD,FORECAST,FORECAST_BASE_V1
PCF_496346ED7009262A1306,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2030-09-30,future_distribution,14397.81127692,USD,FORECAST,FORECAST_BASE_V1
PCF_12962F94CCB78EE06242,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2030-12-30,future_distribution,11007.55301790,USD,FORECAST,FORECAST_BASE_V1
PCF_D8BF891C9DB4EC2764AB,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2031-03-30,future_distribution,8413.82593815,USD,FORECAST,FORECAST_BASE_V1
PCF_4C9FB3F1441812BB790C,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2031-06-30,future_distribution,6433.97552463,USD,FORECAST,FORECAST_BASE_V1
PCF_7C9F57DE12CBC7D9B92C,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2031-09-30,future_distribution,19680.00828914,USD,FORECAST,FORECAST_BASE_V1
PCF_3AED074BE9748659DD4F,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2026-12-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_E18523B60DF2E74AA543,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2027-03-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_C5B7C8AB4BC67B374215,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2027-06-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_DOWNSIDE_V1
PCF_9A272F15F8D405A72B53,POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,downside,2027-09-30,future_capital_call,-5212.16564737,USD,FORECAST,FORECAST_DOWNSIDE_V1
