trade_id,split,fund_id,manager_id,deal_date,sub_strategy,actual_clearing_nav_fraction,baseline_prediction,model_prediction,baseline_abs_error,model_abs_error,reference_nav,origin_type
TRADE_170B6EF659D177F107C2,temporal_test,FUND_SYNTH_000230,MANAGER_SYNTH_00058,2026-08-28,middle_market,0.9923534213,0.8620495546,0.9405896096,0.1303038667,0.0517638117,412.18000000,DERIVED
TRADE_F2247DF3322AE6909374,temporal_test,FUND_SYNTH_000241,MANAGER_SYNTH_00061,2026-02-28,middle_market,0.9037799112,0.8620495546,0.8584296182,0.0417303566,0.0453502930,341.09000000,DERIVED
TRADE_792BE70E73B93F0DB521,temporal_test,FUND_SYNTH_000241,MANAGER_SYNTH_00061,2026-08-28,middle_market,0.8863040654,0.8620495546,0.8749555321,0.0242545108,0.0113485333,297.08000000,DERIVED
TRADE_F6D43B394518B557CC1E,temporal_test,FUND_SYNTH_000242,MANAGER_SYNTH_00061,2026-02-28,middle_market,0.8734949633,0.8620495546,0.8840701704,0.0114454087,0.0105752071,877.70000000,DERIVED
TRADE_F57609E9617CF682B655,temporal_test,FUND_SYNTH_000242,MANAGER_SYNTH_00061,2026-08-28,middle_market,0.9962472108,0.8620495546,0.9041896550,0.1341976562,0.0920575558,622.48000000,DERIVED
TRADE_D83666F6E2F0EC90F467,temporal_test,FUND_SYNTH_000254,MANAGER_SYNTH_00064,2026-02-28,middle_market,0.8403821746,0.8620495546,0.7902267121,0.0216673800,0.0501554625,345.22000000,DERIVED
TRADE_E73E8C43D223E059C0D1,temporal_test,FUND_SYNTH_000254,MANAGER_SYNTH_00064,2026-08-28,middle_market,0.7890034852,0.8620495546,0.8011467708,0.0730460694,0.0121432856,357.21000000,DERIVED
TRADE_05936E87FCD00ACAE4F7,temporal_test,FUND_SYNTH_000259,MANAGER_SYNTH_00065,2026-02-28,middle_market,0.9513579776,0.8620495546,0.9389746850,0.0893084230,0.0123832926,149.31000000,DERIVED
TRADE_6ACC4F88E8D30343D9CB,temporal_test,FUND_SYNTH_000259,MANAGER_SYNTH_00065,2026-08-28,middle_market,0.9685065642,0.8620495546,0.9520012055,0.1064570096,0.0165053587,87.01000000,DERIVED
TRADE_D67A0D3A277562DEEFD8,temporal_test,FUND_SYNTH_000268,MANAGER_SYNTH_00067,2026-02-28,middle_market,0.7664388917,0.8620495546,0.7803910457,0.0956106629,0.0139521540,217.40000000,DERIVED
TRADE_FD716713C8B1B0083E58,temporal_test,FUND_SYNTH_000268,MANAGER_SYNTH_00067,2026-08-28,middle_market,0.8089707339,0.8620495546,0.8014884751,0.0530788207,0.0074822588,307.03000000,DERIVED
TRADE_209BDD513FD36A6301E0,temporal_test,FUND_SYNTH_000274,MANAGER_SYNTH_00069,2026-02-28,middle_market,0.9466371675,0.8620495546,0.9194939255,0.0845876129,0.0271432420,196.87000000,DERIVED
TRADE_BFD52128ECBE40FEED49,temporal_test,FUND_SYNTH_000278,MANAGER_SYNTH_00070,2026-02-28,middle_market,0.8887374284,0.8620495546,0.9058343556,0.0266878738,0.0170969272,131.86000000,DERIVED
TRADE_A87EE3F893F7E803B24A,temporal_test,FUND_SYNTH_000278,MANAGER_SYNTH_00070,2026-08-28,middle_market,0.9278903775,0.8620495546,0.9233246969,0.0658408229,0.0045656806,60.76000000,DERIVED
TRADE_9A15F2903FB88E1BD665,temporal_test,FUND_SYNTH_000283,MANAGER_SYNTH_00071,2026-02-28,middle_market,0.8654628102,0.8620495546,0.8993657152,0.0034132556,0.0339029050,83.53000000,DERIVED
TRADE_F1278B8C8A6CEB99C545,temporal_test,FUND_SYNTH_000287,MANAGER_SYNTH_00072,2026-02-28,middle_market,0.8274948433,0.8620495546,0.7889452079,0.0345547113,0.0385496354,235.21000000,DERIVED
TRADE_2D18EDA5E39ED912E1C7,temporal_test,FUND_SYNTH_000287,MANAGER_SYNTH_00072,2026-08-28,middle_market,0.8049030958,0.8620495546,0.7956407464,0.0571464588,0.0092623494,231.00000000,DERIVED
TRADE_A6B20118EC3C687A98D1,temporal_test,FUND_SYNTH_000288,MANAGER_SYNTH_00072,2026-02-28,middle_market,0.7973646689,0.8620495546,0.8317524207,0.0646848857,0.0343877518,363.40000000,DERIVED
TRADE_3DD954BB6583395F077A,temporal_test,FUND_SYNTH_000288,MANAGER_SYNTH_00072,2026-08-28,middle_market,0.8522909268,0.8620495546,0.8332337155,0.0097586278,0.0190572113,382.03000000,DERIVED
TRADE_F6E88E11616EF15C9613,temporal_test,FUND_SYNTH_000289,MANAGER_SYNTH_00073,2026-02-28,middle_market,0.8478710328,0.8620495546,0.8557687458,0.0141785218,0.0078977130,893.22000000,DERIVED
TRADE_D43AD8F7957F3B8BE666,temporal_test,FUND_SYNTH_000289,MANAGER_SYNTH_00073,2026-08-28,middle_market,0.8533789853,0.8620495546,0.8772321301,0.0086705693,0.0238531448,731.45000000,DERIVED
TRADE_9602D10DFCB3810E55B9,temporal_test,FUND_SYNTH_000290,MANAGER_SYNTH_00073,2026-02-28,middle_market,0.9348828374,0.8620495546,0.9304765233,0.0728332828,0.0044063141,97.14000000,DERIVED
TRADE_9602D10DFCB3810E55B9,temporal_test,FUND_SYNTH_000290,MANAGER_SYNTH_00073,2026-02-28,middle_market,0.9555615891,0.8620495546,0.9304765233,0.0935120345,0.0250850658,97.14000000,DERIVED
TRADE_167925BB034FE8E0D2BC,temporal_test,FUND_SYNTH_000291,MANAGER_SYNTH_00073,2026-08-28,middle_market,0.9452337568,0.8620495546,0.9134383146,0.0831842022,0.0317954422,448.86000000,DERIVED
TRADE_2303C2E3B3283AF221FA,temporal_test,FUND_SYNTH_000293,MANAGER_SYNTH_00074,2026-02-28,middle_market,0.8462307078,0.8620495546,0.8094507670,0.0158188468,0.0367799408,677.12000000,DERIVED
TRADE_68A95E8EEA7BB7D5F684,temporal_test,FUND_SYNTH_000293,MANAGER_SYNTH_00074,2026-08-28,middle_market,0.8168143738,0.8620495546,0.8192253378,0.0452351808,0.0024109640,690.75000000,DERIVED
TRADE_68CF37808B9998421D1D,temporal_test,FUND_SYNTH_000299,MANAGER_SYNTH_00075,2026-02-28,middle_market,0.8749964039,0.8620495546,0.8762182759,0.0129468493,0.0012218720,175.15000000,DERIVED
TRADE_198790565898CD90322E,temporal_test,FUND_SYNTH_000299,MANAGER_SYNTH_00075,2026-08-28,middle_market,0.9316861313,0.8620495546,0.9066489393,0.0696365767,0.0250371920,76.79000000,DERIVED
TRADE_AAE82D6BA975FBC1A2B0,temporal_test,FUND_SYNTH_000307,MANAGER_SYNTH_00077,2026-02-28,middle_market,0.8664144590,0.8620495546,0.8111740317,0.0043649044,0.0552404273,176.56000000,DERIVED
TRADE_E2D634326495B8B5CBA9,temporal_test,FUND_SYNTH_000307,MANAGER_SYNTH_00077,2026-08-28,middle_market,0.8350073053,0.8620495546,0.8293251486,0.0270422493,0.0056821567,151.01000000,DERIVED
TRADE_3AD574C52B353904DED4,temporal_test,FUND_SYNTH_000315,MANAGER_SYNTH_00079,2026-02-28,middle_market,0.8569371564,0.8620495546,0.8519222605,0.0051123982,0.0050148959,128.78000000,DERIVED
TRADE_566FEDDF3C864E531D8C,temporal_test,FUND_SYNTH_000315,MANAGER_SYNTH_00079,2026-08-28,middle_market,0.9211765777,0.8620495546,0.8913259401,0.0591270231,0.0298506376,67.42000000,DERIVED
TRADE_2D86AE1EA500B31309E4,temporal_test,FUND_SYNTH_000319,MANAGER_SYNTH_00080,2026-02-28,middle_market,0.7771024457,0.8620495546,0.7998767520,0.0849471089,0.0227743063,452.77000000,DERIVED
TRADE_D47A00D8D6448AE60C96,temporal_test,FUND_SYNTH_000319,MANAGER_SYNTH_00080,2026-08-28,middle_market,0.8528318982,0.8620495546,0.8146836236,0.0092176564,0.0381482746,425.47000000,DERIVED
TRADE_083EB11D66B5D8F7A218,temporal_test,FUND_SYNTH_000323,MANAGER_SYNTH_00081,2026-02-28,middle_market,0.9100742979,0.8620495546,0.8805634048,0.0480247433,0.0295108931,398.92000000,DERIVED
TRADE_9081F8E7433EA37C16B1,temporal_test,FUND_SYNTH_000323,MANAGER_SYNTH_00081,2026-08-28,middle_market,0.9144311767,0.8620495546,0.9015307574,0.0523816221,0.0129004193,317.94000000,DERIVED
TRADE_3A630E05586A646DEAF8,temporal_test,FUND_SYNTH_000328,MANAGER_SYNTH_00082,2026-02-28,middle_market,0.9264429855,0.8620495546,0.9294375122,0.0643934309,0.0029945267,206.33000000,DERIVED
TRADE_8C2150749EACC6FB8827,temporal_test,FUND_SYNTH_000328,MANAGER_SYNTH_00082,2026-08-28,middle_market,0.9275069660,0.8620495546,0.9432337163,0.0654574114,0.0157267503,113.60000000,DERIVED
TRADE_841D54D795F8ED6095CE,temporal_test,FUND_SYNTH_000336,MANAGER_SYNTH_00084,2026-02-28,middle_market,0.8824174809,0.8620495546,0.8548353875,0.0203679263,0.0275820934,696.79000000,DERIVED
TRADE_798CBDE915ADEFD5B8FE,temporal_test,FUND_SYNTH_000336,MANAGER_SYNTH_00084,2026-08-28,middle_market,0.9143523340,0.8620495546,0.8769153889,0.0523027794,0.0374369451,568.16000000,DERIVED
TRADE_0AB30D920267F59F32F1,temporal_test,FUND_SYNTH_000342,MANAGER_SYNTH_00086,2026-02-28,middle_market,0.8782723075,0.8620495546,0.8738260876,0.0162227529,0.0044462199,388.31000000,DERIVED
TRADE_E93C70E4F97BBEC6E230,temporal_test,FUND_SYNTH_000342,MANAGER_SYNTH_00086,2026-08-28,middle_market,0.9912824809,0.8620495546,0.9070270478,0.1292329263,0.0842554331,227.37000000,DERIVED
TRADE_680467B3B773B2B869BD,temporal_test,FUND_SYNTH_000349,MANAGER_SYNTH_00088,2026-02-28,middle_market,0.8713062486,0.8620495546,0.8971069983,0.0092566940,0.0258007497,57.65000000,DERIVED
TRADE_AB07D219C5347836D141,temporal_test,FUND_SYNTH_000349,MANAGER_SYNTH_00088,2026-08-28,middle_market,0.9321162985,0.8620495546,0.9078774578,0.0700667439,0.0242388407,32.74000000,DERIVED
TRADE_587E8CB9409F62DD2382,temporal_test,FUND_SYNTH_000350,MANAGER_SYNTH_00088,2026-02-28,middle_market,0.8033152527,0.8620495546,0.8109120484,0.0587343019,0.0075967957,337.19000000,DERIVED
TRADE_F493A162D3CBFC8013B3,temporal_test,FUND_SYNTH_000351,MANAGER_SYNTH_00088,2026-02-28,middle_market,0.9876845567,0.8620495546,0.9408935490,0.1256350021,0.0467910077,203.22000000,DERIVED
TRADE_2F98FC04DC606776735B,temporal_test,FUND_SYNTH_000351,MANAGER_SYNTH_00088,2026-08-28,middle_market,0.9764429436,0.8620495546,0.9537987062,0.1143933890,0.0226442374,148.10000000,DERIVED
TRADE_8862C32E4A847359630E,temporal_test,FUND_SYNTH_000357,MANAGER_SYNTH_00090,2026-02-28,middle_market,1.0060145339,0.8620495546,0.9710341165,0.1439649793,0.0349804174,72.11000000,DERIVED
TRADE_8D2A1A120FA4EA8A73EF,temporal_test,FUND_SYNTH_000357,MANAGER_SYNTH_00090,2026-08-28,middle_market,0.9558450331,0.8620495546,0.9708021429,0.0937954785,0.0149571098,94.13000000,DERIVED
TRADE_FC1CB47D557BD14044C4,temporal_test,FUND_SYNTH_000361,MANAGER_SYNTH_00091,2026-02-28,middle_market,0.8984682600,0.8620495546,0.9201988363,0.0364187054,0.0217305763,554.81000000,DERIVED
TRADE_3A7CEFFBD211E86E0CF7,temporal_test,FUND_SYNTH_000362,MANAGER_SYNTH_00091,2026-02-28,middle_market,0.9864231932,0.8620495546,0.9488307903,0.1243736386,0.0375924029,231.16000000,DERIVED
TRADE_55BC4EA436738E70FBCE,temporal_test,FUND_SYNTH_000362,MANAGER_SYNTH_00091,2026-08-28,middle_market,0.9310270115,0.8620495546,0.9492498385,0.0689774569,0.0182228270,257.05000000,DERIVED
TRADE_FDD1E5F249D0131C9C8A,temporal_test,FUND_SYNTH_000365,MANAGER_SYNTH_00092,2026-02-28,middle_market,0.8854710551,0.8620495546,0.8873033350,0.0234215005,0.0018322799,79.55000000,DERIVED
TRADE_FDD1E5F249D0131C9C8A,temporal_test,FUND_SYNTH_000365,MANAGER_SYNTH_00092,2026-02-28,middle_market,0.8826794649,0.8620495546,0.8873033350,0.0206299103,0.0046238701,79.55000000,DERIVED
TRADE_CD9394DF7C983825CEC1,temporal_test,FUND_SYNTH_000369,MANAGER_SYNTH_00093,2026-02-28,middle_market,0.8588303848,0.8620495546,0.8047263958,0.0032191698,0.0541039890,249.91000000,DERIVED
TRADE_651627CE5B907E13574B,temporal_test,FUND_SYNTH_000369,MANAGER_SYNTH_00093,2026-08-28,middle_market,0.8481434660,0.8620495546,0.8156350072,0.0139060886,0.0325084588,243.23000000,DERIVED
TRADE_C2EB6BAFA8686F6CCAF8,temporal_test,FUND_SYNTH_000370,MANAGER_SYNTH_00093,2026-02-28,middle_market,0.9203651116,0.8620495546,0.9225698994,0.0583155570,0.0022047878,49.98000000,DERIVED
TRADE_4C629F801B2B631230B8,temporal_test,FUND_SYNTH_000370,MANAGER_SYNTH_00093,2026-08-28,middle_market,0.9158860880,0.8620495546,0.9219607495,0.0538365334,0.0060746615,55.66000000,DERIVED
TRADE_B0F0373B7E6DB21BC61E,temporal_test,FUND_SYNTH_000372,MANAGER_SYNTH_00093,2026-02-28,middle_market,0.7755939995,0.8620495546,0.7786363460,0.0864555551,0.0030423465,141.30000000,DERIVED
TRADE_E90650344509DF61BA81,temporal_test,FUND_SYNTH_000372,MANAGER_SYNTH_00093,2026-08-28,middle_market,0.8160468508,0.8620495546,0.8114163337,0.0460027038,0.0046305171,293.87000000,DERIVED
TRADE_E0EBB1BFDA2AB123B414,temporal_test,FUND_SYNTH_000376,MANAGER_SYNTH_00094,2026-02-28,middle_market,0.9793458645,0.8620495546,0.9256046385,0.1172963099,0.0537412260,162.76000000,DERIVED
