position_id,deal_id,scenario_id,quarter,step_date,opening_nav,growth_amount,capital_call,capitalized_call,fee_expense,distribution,ending_nav,ending_unfunded,currency,origin_type
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,18,2031-03-30,479.96006533,9.19502547,0.00000000,0.00000000,0.00000000,122.28877270,366.86631810,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,19,2031-06-30,366.86631810,7.18609338,0.00000000,0.00000000,0.00000000,93.51310287,280.53930861,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,base,20,2031-09-30,280.53930861,5.49513970,0.00000000,0.00000000,0.00000000,286.03444831,0.00000000,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,1,2026-12-30,2777.93245040,0.00000000,162.79778925,154.65789979,8.13988946,0.00000000,2932.59035019,1139.58452475,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,2,2027-03-30,2932.59035019,0.00000000,162.79778925,154.65789979,8.13988946,0.00000000,3087.24824997,976.78673550,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,3,2027-06-30,3087.24824997,0.00000000,162.79778925,154.65789979,8.13988946,0.00000000,3241.90614976,813.98894625,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,4,2027-09-30,3241.90614976,0.00000000,162.79778925,154.65789979,8.13988946,0.00000000,3396.56404955,651.19115700,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,5,2027-12-30,3396.56404955,0.00000000,162.79778925,154.65789979,8.13988946,0.00000000,3551.22194934,488.39336775,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,6,2028-03-30,3551.22194934,0.00000000,162.79778925,154.65789979,8.13988946,0.00000000,3705.87984912,325.59557850,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,7,2028-06-30,3705.87984912,0.00000000,162.79778925,154.65789979,8.13988946,0.00000000,3860.53774891,162.79778925,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,8,2028-09-30,3860.53774891,0.00000000,162.79778925,154.65789979,8.13988946,0.00000000,4015.19564870,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,9,2028-12-30,4015.19564870,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4015.19564870,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,10,2029-03-30,4015.19564870,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4015.19564870,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,11,2029-06-30,4015.19564870,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4015.19564870,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,12,2029-09-30,4015.19564870,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4015.19564870,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,13,2029-12-30,4015.19564870,0.00000000,0.00000000,0.00000000,0.00000000,803.03912974,3212.15651896,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,14,2030-03-30,3212.15651896,0.00000000,0.00000000,0.00000000,0.00000000,642.43130379,2569.72521517,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,15,2030-06-30,2569.72521517,0.00000000,0.00000000,0.00000000,0.00000000,513.94504303,2055.78017213,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,16,2030-09-30,2055.78017213,0.00000000,0.00000000,0.00000000,0.00000000,411.15603443,1644.62413771,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,17,2030-12-30,1644.62413771,0.00000000,0.00000000,0.00000000,0.00000000,328.92482754,1315.69931017,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,18,2031-03-30,1315.69931017,0.00000000,0.00000000,0.00000000,0.00000000,263.13986203,1052.55944813,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,19,2031-06-30,1052.55944813,0.00000000,0.00000000,0.00000000,0.00000000,210.51188963,842.04755851,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,downside,20,2031-09-30,842.04755851,0.00000000,0.00000000,0.00000000,0.00000000,842.04755851,0.00000000,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,1,2026-12-30,3819.65711930,109.46180393,162.79778925,154.65789979,8.13988946,0.00000000,4083.77682302,1139.58452475,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,2,2027-03-30,4083.77682302,115.72670856,162.79778925,154.65789979,8.13988946,0.00000000,4354.16143136,976.78673550,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,3,2027-06-30,4354.16143136,126.17023868,162.79778925,154.65789979,8.13988946,0.00000000,4634.98956983,813.98894625,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,4,2027-09-30,4634.98956983,134.30777648,162.79778925,154.65789979,8.13988946,0.00000000,4923.95524610,651.19115700,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,5,2027-12-30,4923.95524610,141.10822173,162.79778925,154.65789979,8.13988946,0.00000000,5219.72136761,488.39336775,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,6,2028-03-30,5219.72136761,149.58413781,162.79778925,154.65789979,8.13988946,0.00000000,5523.96340521,325.59557850,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,7,2028-06-30,5523.96340521,160.06751065,162.79778925,154.65789979,8.13988946,0.00000000,5838.68881565,162.79778925,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,8,2028-09-30,5838.68881565,169.18728739,162.79778925,154.65789979,8.13988946,0.00000000,6162.53400283,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,9,2028-12-30,6162.53400283,176.60278597,0.00000000,0.00000000,0.00000000,1901.74103664,4437.39575216,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,10,2029-03-30,4437.39575216,125.74761727,0.00000000,0.00000000,0.00000000,1368.94301083,3194.20035860,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,11,2029-06-30,3194.20035860,92.55812583,0.00000000,0.00000000,0.00000000,986.02754533,2300.73093910,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,12,2029-09-30,2300.73093910,66.66812343,0.00000000,0.00000000,0.00000000,710.21971876,1657.17934377,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,13,2029-12-30,1657.17934377,47.49060838,0.00000000,0.00000000,0.00000000,511.40098565,1193.26896651,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,14,2030-03-30,1193.26896651,33.81504326,0.00000000,0.00000000,0.00000000,368.12520293,858.95880683,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,15,2030-06-30,858.95880683,24.88999073,0.00000000,0.00000000,0.00000000,265.15463927,618.69415830,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,16,2030-09-30,618.69415830,17.92785841,0.00000000,0.00000000,0.00000000,190.98660501,445.63541169,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,17,2030-12-30,445.63541169,12.77079448,0.00000000,0.00000000,0.00000000,137.52186185,320.88434432,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,18,2031-03-30,320.88434432,9.09327091,0.00000000,0.00000000,0.00000000,98.99328457,230.98433066,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,19,2031-06-30,230.98433066,6.69321719,0.00000000,0.00000000,0.00000000,71.30326436,166.37428350,0.00000000,USD,DERIVED
POS_DA6311364A78F70A7FBD,DEAL_INTEGRATED_DEMO,upside,20,2031-09-30,166.37428350,4.82101626,0.00000000,0.00000000,0.00000000,171.19529976,0.00000000,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,1,2026-12-30,129716.74541000,2512.97802483,215.68632000,204.90200400,10.78431600,0.00000000,132434.62543883,1509.80424000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,2,2027-03-30,132434.62543883,2537.16890570,215.68632000,204.90200400,10.78431600,0.00000000,135176.69634854,1294.11792000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,3,2027-06-30,135176.69634854,2647.81015620,215.68632000,204.90200400,10.78431600,0.00000000,138029.40850874,1078.43160000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,4,2027-09-30,138029.40850874,2703.68842838,215.68632000,204.90200400,10.78431600,0.00000000,140937.99894112,862.74528000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,5,2027-12-30,140937.99894112,2730.36525148,215.68632000,204.90200400,10.78431600,0.00000000,143873.26619660,647.05896000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,6,2028-03-30,143873.26619660,2787.22962999,215.68632000,204.90200400,10.78431600,0.00000000,146865.39783059,431.37264000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,7,2028-06-30,146865.39783059,2876.76576270,215.68632000,204.90200400,10.78431600,0.00000000,149947.06559730,215.68632000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,8,2028-09-30,149947.06559730,2937.12876484,215.68632000,204.90200400,10.78431600,0.00000000,153089.09636614,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,9,2028-12-30,153089.09636614,2965.76616838,0.00000000,0.00000000,0.00000000,39013.71563363,117041.14690089,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,10,2029-03-30,117041.14690089,2242.26223029,0.00000000,0.00000000,0.00000000,29820.85228280,89462.55684839,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,11,2029-06-30,89462.55684839,1752.37206576,0.00000000,0.00000000,0.00000000,22803.73222854,68411.19668561,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,12,2029-09-30,68411.19668561,1340.02284621,0.00000000,0.00000000,0.00000000,17437.80488296,52313.41464887,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,13,2029-12-30,52313.41464887,1013.45790785,0.00000000,0.00000000,0.00000000,13331.71813918,39995.15441754,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,14,2030-03-30,39995.15441754,766.22304651,0.00000000,0.00000000,0.00000000,10190.34436601,30571.03309803,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,15,2030-06-30,30571.03309803,598.81839185,0.00000000,0.00000000,0.00000000,7792.46287247,23377.38861741,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,16,2030-09-30,23377.38861741,457.91093198,0.00000000,0.00000000,0.00000000,5958.82488735,17876.47466204,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,17,2030-12-30,17876.47466204,346.31756945,0.00000000,0.00000000,0.00000000,4555.69805787,13667.09417362,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,18,2031-03-30,13667.09417362,261.83278167,0.00000000,0.00000000,0.00000000,3482.23173882,10446.69521647,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,19,2031-06-30,10446.69521647,204.62747234,0.00000000,0.00000000,0.00000000,2662.83067220,7988.49201661,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,base,20,2031-09-30,7988.49201661,156.47675129,0.00000000,0.00000000,0.00000000,8144.96876789,0.00000000,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,1,2026-12-30,103773.39632800,0.00000000,215.68632000,204.90200400,10.78431600,0.00000000,103978.29833200,1509.80424000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,2,2027-03-30,103978.29833200,0.00000000,215.68632000,204.90200400,10.78431600,0.00000000,104183.20033600,1294.11792000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,3,2027-06-30,104183.20033600,0.00000000,215.68632000,204.90200400,10.78431600,0.00000000,104388.10234000,1078.43160000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,4,2027-09-30,104388.10234000,0.00000000,215.68632000,204.90200400,10.78431600,0.00000000,104593.00434400,862.74528000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,5,2027-12-30,104593.00434400,0.00000000,215.68632000,204.90200400,10.78431600,0.00000000,104797.90634800,647.05896000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,6,2028-03-30,104797.90634800,0.00000000,215.68632000,204.90200400,10.78431600,0.00000000,105002.80835200,431.37264000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,7,2028-06-30,105002.80835200,0.00000000,215.68632000,204.90200400,10.78431600,0.00000000,105207.71035600,215.68632000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,8,2028-09-30,105207.71035600,0.00000000,215.68632000,204.90200400,10.78431600,0.00000000,105412.61236000,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,9,2028-12-30,105412.61236000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,105412.61236000,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,10,2029-03-30,105412.61236000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,105412.61236000,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,11,2029-06-30,105412.61236000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,105412.61236000,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,12,2029-09-30,105412.61236000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,105412.61236000,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,13,2029-12-30,105412.61236000,0.00000000,0.00000000,0.00000000,0.00000000,21082.52247200,84330.08988800,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,14,2030-03-30,84330.08988800,0.00000000,0.00000000,0.00000000,0.00000000,16866.01797760,67464.07191040,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,15,2030-06-30,67464.07191040,0.00000000,0.00000000,0.00000000,0.00000000,13492.81438208,53971.25752832,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,16,2030-09-30,53971.25752832,0.00000000,0.00000000,0.00000000,0.00000000,10794.25150566,43177.00602266,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,17,2030-12-30,43177.00602266,0.00000000,0.00000000,0.00000000,0.00000000,8635.40120453,34541.60481812,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,18,2031-03-30,34541.60481812,0.00000000,0.00000000,0.00000000,0.00000000,6908.32096362,27633.28385450,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,19,2031-06-30,27633.28385450,0.00000000,0.00000000,0.00000000,0.00000000,5526.65677090,22106.62708360,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,downside,20,2031-09-30,22106.62708360,0.00000000,0.00000000,0.00000000,0.00000000,22106.62708360,0.00000000,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,1,2026-12-30,142688.41995100,4089.09264887,215.68632000,204.90200400,10.78431600,0.00000000,146982.41460387,1509.80424000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,2,2027-03-30,146982.41460387,4165.21073384,215.68632000,204.90200400,10.78431600,0.00000000,151352.52734171,1294.11792000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,3,2027-06-30,151352.52734171,4385.73185686,215.68632000,204.90200400,10.78431600,0.00000000,155943.16120257,1078.43160000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,4,2027-09-30,155943.16120257,4518.75434099,215.68632000,204.90200400,10.78431600,0.00000000,160666.81754756,862.74528000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,5,2027-12-30,160666.81754756,4604.30848402,215.68632000,204.90200400,10.78431600,0.00000000,165476.02803558,647.05896000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,6,2028-03-30,165476.02803558,4742.12840844,215.68632000,204.90200400,10.78431600,0.00000000,170423.05844801,431.37264000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,7,2028-06-30,170423.05844801,4938.33733540,215.68632000,204.90200400,10.78431600,0.00000000,175566.29778741,215.68632000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,8,2028-09-30,175566.29778741,5087.37263077,215.68632000,204.90200400,10.78431600,0.00000000,180858.57242218,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,9,2028-12-30,180858.57242218,5182.95359379,0.00000000,0.00000000,0.00000000,55812.45780479,130229.06821118,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,10,2029-03-30,130229.06821118,3690.45177434,0.00000000,0.00000000,0.00000000,40175.85599566,93743.66398986,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,11,2029-06-30,93743.66398986,2716.40375460,0.00000000,0.00000000,0.00000000,28938.02032334,67522.04742112,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,12,2029-09-30,67522.04742112,1956.58176058,0.00000000,0.00000000,0.00000000,20843.58875451,48635.04042719,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,13,2029-12-30,48635.04042719,1393.75841681,0.00000000,0.00000000,0.00000000,15008.63965320,35020.15919080,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,14,2030-03-30,35020.15919080,992.40676754,0.00000000,0.00000000,0.00000000,10803.76978750,25208.79617084,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,15,2030-06-30,25208.79617084,730.47356646,0.00000000,0.00000000,0.00000000,7781.78092119,18157.48881611,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,16,2030-09-30,18157.48881611,526.14831440,0.00000000,0.00000000,0.00000000,5605.09113915,13078.54599136,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,17,2030-12-30,13078.54599136,374.79836338,0.00000000,0.00000000,0.00000000,4036.00330642,9417.34104832,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,18,2031-03-30,9417.34104832,266.87008867,0.00000000,0.00000000,0.00000000,2905.26334110,6778.94779589,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,19,2031-06-30,6778.94779589,196.43310770,0.00000000,0.00000000,0.00000000,2092.61427108,4882.76663252,0.00000000,USD,DERIVED
POS_6B0F7E65F1989530B1AD,DEAL_INTEGRATED_DEMO,upside,20,2031-09-30,4882.76663252,141.48759552,0.00000000,0.00000000,0.00000000,5024.25422804,0.00000000,0.00000000,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,1,2026-12-30,280695.25224200,5437.85614054,5212.16564737,4951.55736501,260.60828237,0.00000000,291084.66574755,36485.15953163,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,2,2027-03-30,291084.66574755,5576.57002777,5212.16564737,4951.55736501,260.60828237,0.00000000,301612.79314033,31272.99388425,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,3,2027-06-30,301612.79314033,5907.92228609,5212.16564737,4951.55736501,260.60828237,0.00000000,312472.27279143,26060.82823688,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,4,2027-09-30,312472.27279143,6120.63528536,5212.16564737,4951.55736501,260.60828237,0.00000000,323544.46544179,20848.66258950,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,5,2027-12-30,323544.46544179,6267.96586009,5212.16564737,4951.55736501,260.60828237,0.00000000,334763.98866688,15636.49694212,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,6,2028-03-30,334763.98866688,6485.31956585,5212.16564737,4951.55736501,260.60828237,0.00000000,346200.86559774,10424.33129475,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,7,2028-06-30,346200.86559774,6781.30323331,5212.16564737,4951.55736501,260.60828237,0.00000000,357933.72619605,5212.16564737,USD,DERIVED
POS_725036467434A9CFE2C8,DEAL_INTEGRATED_DEMO,base,8,2028-09-30,357933.72619605,7011.12381846,5212.16564737,4951.55736501,260.60828237,0.00000000,369896.40737951,0.00000000,USD,DERIVED
