record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
fund_economics,distributions,distributions; cash distributions,Printed distributions.,SRC187,8,8,5,62.5,233,46.6,HIGH,Cash-return context.,CORE,,SRC187,1,
fund_economics,remaining_value,remaining value; NAV,Printed residual value/NAV.,SRC164,8,8,6,75.0,150,25.0,HIGH,Unrealized value context.,CORE,,SRC164,1,
fund_economics,investment_multiple,investment multiple; multiple,Printed investment multiple.,SRC187,8,8,5,62.5,64,12.8,HIGH,Performance context included in statutory disclosures.,CORE,,SRC187,1,
fund_economics,net_irr,Net IRR,Printed net internal rate of return.,SRC164,8,8,4,50.0,60,15.0,HIGH,Net LP performance context.,CORE,,SRC164,1,
fund_economics,gross_irr,Gross IRR,Printed gross internal rate of return.,SRC164,8,8,4,50.0,38,9.5,HIGH,Gross/net comparison.,CORE,,SRC164,1,
cost_summary,scope_name,Total; Total Portfolio; asset class; externally managed; internally managed,Printed summary scope/category.,SRC187,8,8,7,87.5,556,79.43,MEDIUM,Summary row key.,CORE,,SRC187,1,
cost_summary,total_cost_amount,Total Portfolio Costs; Total Investment Cost; Total Costs,Printed aggregate cost amount.,SRC195,8,8,3,37.5,15,5.0,HIGH,Total investment-cost reporting.,CORE,,SRC195,1,
cost_summary,management_fee_amount,Management Fees,Printed management-fee amount.,SRC187,8,8,8,100.0,254,31.75,HIGH,Recurring manager cost.,CORE,,SRC187,1,
cost_summary,fund_expense_amount,Fund Expenses; Partnership Expenses; Other Fees & Expenses,Printed non-management fund/partnership expense amount.,SRC187,8,8,5,62.5,233,46.6,HIGH,Separates fee categories.,CORE,,SRC187,2,
cost_summary,carried_interest_amount,Carried Interest; Incentive Allocation,Printed carried-interest/incentive amount.,SRC187,8,8,7,87.5,363,51.86,HIGH,Performance-linked cost.,CORE,,SRC187,1,
cost_summary,cost_bps,basis points; bps; average cost in basis points,Printed cost rate in basis points.,SRC195,8,8,2,25.0,15,7.5,HIGH,Cross-portfolio cost comparison.,CORE,,SRC195,2,"Final: retained as optional CORE cost-summary measure because published bps is a direct comparable, not a calculated replacement."
cost_summary,nav_or_aum,NAV; Net Asset Value; AUM,Printed NAV/AUM denominator used with costs.,SRC195,8,8,4,50.0,118,29.5,HIGH,Cost denominator context.,CORE,,SRC195,2,
fee_benchmark,strategy_or_vehicle_type,core; value added; open end; closed end; externally managed; private/public,Printed peer/vehicle/strategy bucket in fee studies.,SRC187,8,8,8,100.0,340,42.5,MEDIUM,Fee peer segmentation.,EXTENSION,,SRC187,1,EXTENSION fee_benchmark qualifies across multiple independent sampled reports and supports peer fee comparisons.
fee_benchmark,statistic_name,median; average; upper quartile; lower quartile; TER; expense ratio,Printed statistic/measure name.,SRC195,8,8,4,50.0,167,41.75,HIGH,Benchmark-row key.,EXTENSION,,SRC195,1,
fee_benchmark,statistic_value_raw,TER; management fee; fund costs; performance fee; basis points,Printed benchmark statistic value.,SRC187,8,8,8,100.0,461,57.62,MEDIUM,Benchmark fee/cost value.,EXTENSION,,SRC187,1,
fee_benchmark,basis,GAV; NAV; average assets; basis points,Printed basis for benchmark statistic.,SRC195,8,8,3,37.5,159,53.0,MEDIUM,Ensures comparable fee ratios.,EXTENSION,,SRC195,2,
cost_summary,collaborative_savings,Collaborative Model savings; savings,One-off program savings amount.,SRC195,8,8,1,12.5,11,11.0,HIGH,Program economics.,DROP,,SRC195,1,Observed mainly in one CalSTRS report; insufficient recurrence. Second pass confirmed program-specific savings are one-off and remain DROP.
document_context,website,website; address,Manager website/address.,SRC187,8,8,4,50.0,210,52.5,HIGH,Potential entity enrichment.,DROP,,SRC187,1,Not fee economics; downstream entity reference data. Second pass confirmed entity contact enrichment is out of Fee_Report scope.
