file_id,source_relative_path,destination_relative_path,analysis_tier,source_family,promotion_status,pme_role,return_basis,source_system,producer_script,rights_status,copy_action,size_bytes,row_count,column_count,date_column,date_min,date_max,timezone_status,schema_sha256,sha256,schema,note
PMKT_4409171CBDB53BD3,features/enriched/QQQ_px.parquet,data/public_markets/sources/features__enriched__QQQ_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,666128,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,222ddcc95310dfa8f8be85495a4a5a0b7d5a8ee74419b4f218bbe88541557a30,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_95B859C8548A4250,features/enriched/RSP_px.parquet,data/public_markets/sources/features__enriched__RSP_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,663540,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,e3b0cc3efbeaf5cb0d03853902da8c61f5c009be89634244ed4d599a0760d37c,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_5934365C6F32FA5E,features/enriched/RTY_cot.parquet,data/public_markets/sources/features__enriched__RTY_cot.parquet,ADVANCED_DAILY,COT_FEATURES,RESEARCH_ONLY,POSITIONING_FEATURE,CAUSAL_WEEKLY_FEATURE,DERIVED_FEATURE_BUILD,scripts/build_cot_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,134806,771,22,timestamp_utc,2002-08-13T00:00:00+00:00,2026-05-26T00:00:00+00:00,UTC_AWARE,3f7cde5f4a8ecd62489a894bbf0bf129d1efff414b48df69655ec22eeac92b80,5f1403e7a9b5cae17b6565e27a2b7ecc3d8b3519beeecbbb0fb21ee5a4d3b9c6,"symbol:string; knowledge_date:timestamp[ns]; release_lag_days:int64; comm_net_pct_oi:double; noncomm_net_pct_oi:double; nonrept_net_pct_oi:double; comm_net_z_156w:double; noncomm_net_z_156w:double; comm_net_pctl_156w:double; noncomm_net_pctl_156w:double; comm_net_chg_1w:double; noncomm_net_chg_1w:double; comm_net_pct_oi_chg_1w:double; noncomm_net_pct_oi_chg_1w:double; comm_net_chg_4w:double; noncomm_net_chg_4w:double; comm_net_pct_oi_chg_4w:double; noncomm_net_pct_oi_chg_4w:double; comm_spec_divergence:double; comm_spec_divergence_z_156w:double; spec_long_share:double; timestamp_utc:timestamp[ns, tz=UTC]",Friday knowledge dates govern weekly feature availability.
PMKT_5B7AED05FCF922EB,features/enriched/RTY_F_px.parquet,data/public_markets/sources/features__enriched__RTY_F_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,302201,2234,16,timestamp_utc,2017-07-10T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,35ec540d4817d17c1e38823ce8c34f679a8136c24a2fb9f0cd3624288bfda752,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_5C163C0B27283DCB,features/enriched/SHY_px.parquet,data/public_markets/sources/features__enriched__SHY_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,632774,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,bb8282a58d68fa5593bd971d56c962e943f87148185f8a8a8c7064250307dc63,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_2CF9429A04BE41B9,features/enriched/SPY_px.parquet,data/public_markets/sources/features__enriched__SPY_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,665506,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,e61c8fabceeb6166461645f6636899529dc8bca24cb28478b55d13f7946f2338,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_31F732C4AB82E72B,features/enriched/SVXY_px.parquet,data/public_markets/sources/features__enriched__SVXY_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,491949,3680,16,timestamp_utc,2011-10-04T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,7e2b10c92bce78f5be544c894a0159053f5dbb218ff10fd6386c11c0cbcdac98,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_5C09E921109B8EFD,features/enriched/TLT_px.parquet,data/public_markets/sources/features__enriched__TLT_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,670832,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,e4687fe9895743f8a9334512c72c24a96eedc61eed9a09f10d1be6ffaf9ae5f9,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_9F2599BA34325884,features/enriched/USO_px.parquet,data/public_markets/sources/features__enriched__USO_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,667985,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,865d0dac2dae63eedbf920a9c63f4a457ed1c0ef166fd80f75723b031ed72191,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_F1C6B812BF3B6D7D,features/enriched/UVXY_px.parquet,data/public_markets/sources/features__enriched__UVXY_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,494949,3680,16,timestamp_utc,2011-10-04T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,bc2953d8e0a402191ba9a8cefb2e29503152308bb291bc04537817dd46da27a5,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
