target_id,target_kind,canonical_name,printed_name_primary,legal_name,company_entity_id,investee_fund_id,parent_target_id,sector,canonical_sector,sub_sector,country,identity_status,identity_confidence,identity_confidence_basis,identity_confidence_reason,provenance_type,synthetic_parameter_set_id,record_status,created_at
TARGET_FUND_0266,FUND,"ABS Capital Partners IX, L.P.","ABS Capital Partners IX, L.P.",,,FUND_0266,,,,,,RESOLVED,HIGH,fact_holding:bd66581b2243460bdf2f; dim_entity:FUND_0266,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0267,FUND,"ABS Capital Partners VII Offshore, L.P.","ABS Capital Partners VII Offshore, L.P.",,,FUND_0267,,,,,,RESOLVED,HIGH,fact_holding:b405049a8cc22014e880; dim_entity:FUND_0267,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0268,FUND,"ABS Capital Partners VII, L.P.","ABS Capital Partners VII, L.P.",,,FUND_0268,,,,,,RESOLVED,HIGH,fact_holding:dc1504a9c6f8b3744b08; dim_entity:FUND_0268,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0269,FUND,"Accel-KKR Capital Partners CV III, LP","Accel-KKR Capital Partners CV III, LP",,,FUND_0269,,,,,,RESOLVED,HIGH,fact_holding:0e5c20c8c2d28884abbf; dim_entity:FUND_0269,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0270,FUND,Accel-KKR Capital Partners VII LP,Accel-KKR Capital Partners VII LP,,,FUND_0270,,,,,,RESOLVED,HIGH,fact_holding:1d7555da8cd72a17ce9f; dim_entity:FUND_0270,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0271,FUND,Accel-KKR Growth Capital Partners IV LP,Accel-KKR Growth Capital Partners IV LP,,,FUND_0271,,,,,,RESOLVED,HIGH,fact_holding:b7dbcffe9b7a5ee129e3; dim_entity:FUND_0271,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0272,FUND,Actis Energy 5 LP,Actis Energy 5 LP,,,FUND_0272,,,,,,RESOLVED,HIGH,fact_holding:20fc671b55b699aa5ea7; dim_entity:FUND_0272,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0273,FUND,Advent Global Technology II Limited Partnership,Advent Global Technology II Limited Partnership,,,FUND_0273,,,,,,RESOLVED,HIGH,fact_holding:4d8ba722875fbe140eb8; dim_entity:FUND_0273,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0274,FUND,Advent International GPE VI-A Limited Partnership,Advent International GPE VI-A Limited Partnership,,,FUND_0274,,,,,,RESOLVED,HIGH,fact_holding:606c572166e72e642a15; dim_entity:FUND_0274,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0275,FUND,Advent International GPE VII-B Limited Partnership,Advent International GPE VII-B Limited Partnership,,,FUND_0275,,,,,,RESOLVED,HIGH,fact_holding:72dfb8576709bdf5446e; dim_entity:FUND_0275,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0276,FUND,Advent International GPE VIII-B-2 Limited Partnership,Advent International GPE VIII-B-2 Limited Partnership,,,FUND_0276,,,,,,RESOLVED,HIGH,fact_holding:782ee0ac83b44f3bb3e0; dim_entity:FUND_0276,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0277,FUND,Advent International GPE VIII-C Limited Partnership,Advent International GPE VIII-C Limited Partnership,,,FUND_0277,,,,,,RESOLVED,HIGH,fact_holding:9e22562499381a83f95a; dim_entity:FUND_0277,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0278,FUND,AEA EXC CF LP,AEA EXC CF LP,,,FUND_0278,,,,,,RESOLVED,HIGH,fact_holding:fa44eb415fd6223e0fd4; dim_entity:FUND_0278,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0279,FUND,"Aerospace, Transportation and Logistics Fund II LP","Aerospace, Transportation and Logistics Fund II LP",,,FUND_0279,,,,,,RESOLVED,HIGH,fact_holding:c288760200cb897609b2; dim_entity:FUND_0279,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0287,FUND,Alpha Private Equity Fund 7 (SCA) SICAR,Alpha Private Equity Fund 7 (SCA) SICAR,,,FUND_0287,,,,,,RESOLVED,HIGH,fact_holding:b08c6dfae090c4a6b128; dim_entity:FUND_0287,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0289,FUND,"American Industrial Partners Fund IV, L.P.","American Industrial Partners Fund IV, L.P.",,,FUND_0289,,,,,,RESOLVED,HIGH,fact_holding:8114028edab873145c6f; dim_entity:FUND_0289,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0290,FUND,"American Securities Partners VI, L.P.","American Securities Partners VI, L.P.",,,FUND_0290,,,,,,RESOLVED,HIGH,fact_holding:a462149e2eb5b573ef93; dim_entity:FUND_0290,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0291,FUND,"American Securities Partners VII, L.P.","American Securities Partners VII, L.P.",,,FUND_0291,,,,,,RESOLVED,HIGH,fact_holding:b015f497214105e25f7a; dim_entity:FUND_0291,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0293,FUND,"AP VIII Private Investors Offshore (USD), L.P.","AP VIII Private Investors Offshore (USD), L.P.",,,FUND_0293,,,,,,RESOLVED,HIGH,fact_holding:29c150d64fefded74a5f; dim_entity:FUND_0293,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0294,FUND,"AP VIII Private Investors, LLC","AP VIII Private Investors, LLC",,,FUND_0294,,,,,,RESOLVED,HIGH,fact_holding:4681c388778f642951f4; dim_entity:FUND_0294,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0295,FUND,"Apax Europe VI - A, L.P.","Apax Europe VI - A, L.P.",,,FUND_0295,,,,,,RESOLVED,HIGH,fact_holding:c2c29199627e97420af1; dim_entity:FUND_0295,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0296,FUND,"Apax Europe VII - B, L.P.","Apax Europe VII - B, L.P.",,,FUND_0296,,,,,,RESOLVED,HIGH,fact_holding:0828dfc442d2b95f4414; dim_entity:FUND_0296,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0297,FUND,Apax IX USD L.P.,Apax IX USD L.P.,,,FUND_0297,,,,,,RESOLVED,HIGH,fact_holding:1c3fac71242bfc33b10f; dim_entity:FUND_0297,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0298,FUND,Apax XI USD L.P.,Apax XI USD L.P.,,,FUND_0298,,,,,,RESOLVED,HIGH,fact_holding:7f12121edae099e4425b; dim_entity:FUND_0298,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0299,FUND,"Apollo Investment Fund VI, L.P.","Apollo Investment Fund VI, L.P.",,,FUND_0299,,,,,,RESOLVED,HIGH,fact_holding:662f27a343892698b014; dim_entity:FUND_0299,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0303,FUND,Archer Capital Trust 5B,Archer Capital Trust 5B,,,FUND_0303,,,,,,RESOLVED,HIGH,fact_holding:c35a85878d344fed8050; dim_entity:FUND_0303,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0306,FUND,"Artiman Ventures III, L.P.","Artiman Ventures III, L.P.",,,FUND_0306,,,,,,RESOLVED,HIGH,fact_holding:55c04c9b651c735b6ca6; dim_entity:FUND_0306,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0310,FUND,Astorg Normec Fund,Astorg Normec Fund,,,FUND_0310,,,,,,RESOLVED,HIGH,fact_holding:986c2102fda978ba075e; dim_entity:FUND_0310,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0311,FUND,Astorg VI SLP,Astorg VI SLP,,,FUND_0311,,,,,,RESOLVED,HIGH,fact_holding:92d5421c0c322c334ff6; dim_entity:FUND_0311,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0312,FUND,Astorg VII SLP,Astorg VII SLP,,,FUND_0312,,,,,,RESOLVED,HIGH,fact_holding:a143c72287004dce7190; dim_entity:FUND_0312,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0313,FUND,Atlas Capital Resources LP,Atlas Capital Resources LP,,,FUND_0313,,,,,,RESOLVED,HIGH,fact_holding:6d6ef0727a569d581f4f; dim_entity:FUND_0313,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0314,FUND,"Audax Mezzanine Fund III, L.P.","Audax Mezzanine Fund III, L.P.",,,FUND_0314,,,,,,RESOLVED,HIGH,fact_holding:8da6e3319859d7a14614; dim_entity:FUND_0314,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0315,FUND,"Audax Private Equity Aspen CF, L.P.","Audax Private Equity Aspen CF, L.P.",,,FUND_0315,,,,,,RESOLVED,HIGH,fact_holding:2c2de4d953972e3350e5; dim_entity:FUND_0315,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0316,FUND,"Audax Private Equity Fund III, L.P.","Audax Private Equity Fund III, L.P.",,,FUND_0316,,,,,,RESOLVED,HIGH,fact_holding:d2a002c0810101f46c60; dim_entity:FUND_0316,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0317,FUND,"Audax Private Equity Fund, L.P.","Audax Private Equity Fund, L.P.",,,FUND_0317,,,,,,RESOLVED,HIGH,fact_holding:fd50793f6fbc566d4a1e; dim_entity:FUND_0317,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0318,FUND,"Aurora Equity Partners V, L.P.","Aurora Equity Partners V, L.P.",,,FUND_0318,,,,,,RESOLVED,HIGH,fact_holding:4d57bd5caab87edf4c89; dim_entity:FUND_0318,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0319,FUND,AUSTIN VENTURES IX LP,AUSTIN VENTURES IX LP,,,FUND_0319,,,,,,RESOLVED,HIGH,fact_holding:1032f5583b7a423765b4; dim_entity:FUND_0319,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0320,FUND,AUSTIN VENTURES X LP,AUSTIN VENTURES X LP,,,FUND_0320,,,,,,RESOLVED,HIGH,fact_holding:b594437b592c0dcbd525; dim_entity:FUND_0320,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0321,FUND,"Avista Healthcare Partners (Offshore) I, L.P.","Avista Healthcare Partners (Offshore) I, L.P.",,,FUND_0321,,,,,,RESOLVED,HIGH,fact_holding:9665c2cd6d64d11134be; dim_entity:FUND_0321,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0322,FUND,"Bain Capital Asia Fund II, L.P.","Bain Capital Asia Fund II, L.P.",,,FUND_0322,,,,,,RESOLVED,HIGH,fact_holding:06e04a42b53feb0f76f8; dim_entity:FUND_0322,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0323,FUND,"Bain Capital Asia Fund III, L.P.","Bain Capital Asia Fund III, L.P.",,,FUND_0323,,,,,,RESOLVED,HIGH,fact_holding:ed3600b575e85a0adf80; dim_entity:FUND_0323,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0324,FUND,"Bain Capital Distressed and Special Situations 2013 (E), L.P.","Bain Capital Distressed and Special Situations 2013 (E), L.P.",,,FUND_0324,,,,,,RESOLVED,HIGH,fact_holding:dafd2170697fec9eac58; dim_entity:FUND_0324,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0325,FUND,"Bain Capital Empire Holdings, L.P.","Bain Capital Empire Holdings, L.P.",,,FUND_0325,,,,,,RESOLVED,HIGH,fact_holding:9f7485616c4ce668063b; dim_entity:FUND_0325,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0326,FUND,"Bain Capital Europe Fund III, L.P.","Bain Capital Europe Fund III, L.P.",,,FUND_0326,,,,,,RESOLVED,HIGH,fact_holding:b4e5c72bcb0147c40233; dim_entity:FUND_0326,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0327,FUND,"Bain Capital Europe Fund V, SCSp","Bain Capital Europe Fund V, SCSp",,,FUND_0327,,,,,,RESOLVED,HIGH,fact_holding:043ffacaac400cf5ad73; dim_entity:FUND_0327,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0328,FUND,"Bain Capital Fund VII, L.P.","Bain Capital Fund VII, L.P.",,,FUND_0328,,,,,,RESOLVED,HIGH,fact_holding:24e83824c9dfb1818b5e; dim_entity:FUND_0328,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0329,FUND,"Bain Capital Fund X, L.P.","Bain Capital Fund X, L.P.",,,FUND_0329,,,,,,RESOLVED,HIGH,fact_holding:257722a076fcccf55676; dim_entity:FUND_0329,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0330,FUND,"Bain Capital Fund XI, L.P.","Bain Capital Fund XI, L.P.",,,FUND_0330,,,,,,RESOLVED,HIGH,fact_holding:3c880fab63bbe08be82e; dim_entity:FUND_0330,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0331,FUND,"Bain Capital Fund XII, L.P.","Bain Capital Fund XII, L.P.",,,FUND_0331,,,,,,RESOLVED,HIGH,fact_holding:869d29363ac16d276e6f; dim_entity:FUND_0331,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0332,FUND,"Bain Capital VII Coinvestment Fund, L.P.","Bain Capital VII Coinvestment Fund, L.P.",,,FUND_0332,,,,,,RESOLVED,HIGH,fact_holding:d55bf39d7adf555c12f3; dim_entity:FUND_0332,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0333,FUND,Barley (No.1) Limited Partnership,Barley (No.1) Limited Partnership,,,FUND_0333,,,,,,RESOLVED,HIGH,fact_holding:563385431ab30ba7a8a2; dim_entity:FUND_0333,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0334,FUND,"BC Asia III Private Investors, L.P.","BC Asia III Private Investors, L.P.",,,FUND_0334,,,,,,RESOLVED,HIGH,fact_holding:019f12a77512761c7e7a; dim_entity:FUND_0334,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0335,FUND,"BC Europe IV Private Investors, L.P.","BC Europe IV Private Investors, L.P.",,,FUND_0335,,,,,,RESOLVED,HIGH,fact_holding:01545a62b7170293220f; dim_entity:FUND_0335,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0336,FUND,BC European Capital IX-8 LP,BC European Capital IX-8 LP,,,FUND_0336,,,,,,RESOLVED,HIGH,fact_holding:d2972acf15f9c967fa42; dim_entity:FUND_0336,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0337,FUND,BC European Capital X-10 LP,BC European Capital X-10 LP,,,FUND_0337,,,,,,RESOLVED,HIGH,fact_holding:a4f95c4e4aadc47ed865; dim_entity:FUND_0337,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0338,FUND,BC European Capital X-2 LP,BC European Capital X-2 LP,,,FUND_0338,,,,,,RESOLVED,HIGH,fact_holding:12f6dcf1732976caabe5; dim_entity:FUND_0338,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0339,FUND,BC European Capital X-7 LP,BC European Capital X-7 LP,,,FUND_0339,,,,,,RESOLVED,HIGH,fact_holding:7b7274aaa08acdf5edb2; dim_entity:FUND_0339,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0340,FUND,"BC Life Sciences Private Investors, L.P.","BC Life Sciences Private Investors, L.P.",,,FUND_0340,,,,,,RESOLVED,HIGH,fact_holding:194655fcce212c4101a0; dim_entity:FUND_0340,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0341,FUND,BC Partners XI GD - 2 LP,BC Partners XI GD - 2 LP,,,FUND_0341,,,,,,RESOLVED,HIGH,fact_holding:b10c4d88e36cf1d543e7; dim_entity:FUND_0341,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0342,FUND,"BC XI Private Investor, L.P.","BC XI Private Investor, L.P.",,,FUND_0342,,,,,,RESOLVED,HIGH,fact_holding:99763f261501a52f4964; dim_entity:FUND_0342,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0343,FUND,"BC XII Private Investors, L.P.","BC XII Private Investors, L.P.",,,FUND_0343,,,,,,RESOLVED,HIGH,fact_holding:6cbb2b10606d6e56accc; dim_entity:FUND_0343,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0344,FUND,BCP V-S L.P.,BCP V-S L.P.,,,FUND_0344,,,,,,RESOLVED,HIGH,fact_holding:42c22ddd1d80a0ffc742; dim_entity:FUND_0344,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
TARGET_FUND_0347,FUND,"Berkshire Fund VI, Limited Partnership","Berkshire Fund VI, Limited Partnership",,,FUND_0347,,,,,,RESOLVED,HIGH,fact_holding:a282b75f621fd0cab6ca; dim_entity:FUND_0347,Reviewed source identity resolves the held name to a fund.,DERIVED,,ACTIVE,
