"file_id","fund_id","fund_name_raw","fund_name_standardized","manager_id","manager_name","lp_name","share_class","perspective","source_page","context_version","context_source"
"SRC035","FUND_0036","Oregon Angel Fund 2010, LLC","Oregon Angel Fund 2010, LLC","","Oregon Venture Fund","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0037","Oregon Angel Fund 2011, LLC","Oregon Angel Fund 2011, LLC","","Oregon Venture Fund","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0038","Oregon Angel Fund 2012, LLC","Oregon Angel Fund 2012, LLC","","Oregon Venture Fund","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0039","Oregon Angel Fund 2013, LLC","Oregon Angel Fund 2013, LLC","","Oregon Venture Fund","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0040","Oregon Angel Fund 2014, LLC","Oregon Angel Fund 2014, LLC","","Oregon Venture Fund","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0041","Oregon Angel Fund 2015, LLC","Oregon Angel Fund 2015, LLC","","Oregon Venture Fund","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0042","Oregon Angel Fund 2016, LLC","Oregon Angel Fund 2016, LLC","","Oregon Venture Fund","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0043","Oregon Angel Fund 2017, LLC","Oregon Angel Fund 2017, LLC","","Oregon Venture Fund","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0044","Oregon Venture Fund XII, LLC","Oregon Venture Fund XII, LLC","","Oregon Venture Fund","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0045","OVP Venture Partners VII, L.P.","OVP Venture Partners VII, L.P.","","OVP Venture Partners","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0046","Phoenix Venture Partners II, L.P.","Phoenix Venture Partners II, L.P.","","Phoenix Venture Partners","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0047","Phoenix Venture Partners III, L.P.","Phoenix Venture Partners III, L.P.","","","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0048","Phoenix Venture Partners, L.P.","Phoenix Venture Partners, L.P.","","Phoenix Venture Partners","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0049","Pioneer Square Ventures Fund II","Pioneer Square Ventures Fund II","","PSL Ventures","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0050","Pivotal Investments Partners Fund I, L.P.","Pivotal Investments Partners Fund I, L.P.","","Pivotal Investments","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0051","Portland Seed Fund I, L.P.","Portland Seed Fund I, L.P.","","Portland Seed Fund","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0052","Portland Seed Fund II, L.P.","Portland Seed Fund II, L.P.","","Portland Seed Fund","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0053","Portland Seed Fund III, L.P.","Portland Seed Fund III, L.P.","","Portland Seed Fund","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0054","Portland Seed Fund III - Side Car, L.P.","Portland Seed Fund III - Side Car, L.P.","","Portland Seed Fund","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0055","Rethink Impact Fund II","Rethink Impact Fund II","","Rethink Impact","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0056","Riverlake Equity Partners I, L.P.","Riverlake Equity Partners I, L.P.","","Riverlake Partners","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0057","Riverlake Equity Partners II, L.P.","Riverlake Equity Partners II, L.P.","","Riverlake Partners","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0058","Seven Peaks Ventures Fund II, L.P.","Seven Peaks Ventures Fund II, L.P.","","Seven Peaks Ventures","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0059","Seven Peaks Ventures Fund, L.P.","Seven Peaks Ventures Fund, L.P.","","Seven Peaks Ventures","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0060","SmartForest Ventures I, L.P.","SmartForest Ventures I, L.P.","","SmartForest Ventures","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0061","Stellex Capital Partners II","Stellex Capital Partners II","","Stellex Capital Management","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0062","Tamarack Mezzanine Partners, L.P.","Tamarack Mezzanine Partners, L.P.","","Tamarack Capital Partners","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0063","Timberline Annex Fund, L.P.","Timberline Annex Fund, L.P.","","Timberline Venture Partners","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0064","Timberline Venture Partners, L.P.","Timberline Venture Partners, L.P.","","Timberline Venture Partners","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0065","Tiverton AgriFinance II, L.P.","Tiverton AgriFinance II, L.P.","","Tiverton Advisors LLC","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0066","TL Ventures VII, L.P.","TL Ventures VII, L.P.","","TL Ventures","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0067","Updata Partners V, L.P.","Updata Partners V, L.P.","","Updata Partners","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0068","Updata Partners VI, L.P.","Updata Partners VI, L.P.","","Updata Partners","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0069","VamosVentures Fund I, L.P.","VamosVentures Fund I, L.P.","","VamosVentures","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0070","VFC - Burnside Fund, L.P.","VFC - Burnside Fund, L.P.","","","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0071","Voyager Capital Fund IV, L.P.","Voyager Capital Fund IV, L.P.","","Voyager Capital","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0072","Voyager Capital Fund V, L.P.","Voyager Capital Fund V, L.P.","","Voyager Capital","Oregon Growth Account Private Equity Program","","lp_position","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0073","Women's VC Fund II, L.P.","Women's VC Fund II, L.P.","","","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0074","Women's Venture Capital Fund, L.P.","Women's Venture Capital Fund, L.P.","","Women's VC Fund","Oregon Growth Account Private Equity Program","","lp_position","2","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC035","FUND_0075","Yaletown Ventures II (USA), L.P.","Yaletown Ventures II (USA), L.P.","","Yaletown Partners","Oregon Growth Account Private Equity Program","","lp_position","1","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0076","Allos Ventures II, L.P.","Allos Ventures II, L.P.","","Allos Ventures","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0077","Arboretum Ventures IIa, L.P.","Arboretum Ventures IIa, L.P.","","Arboretum Ventures","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0078","Arsenal Venture Partners IIa, L.P.","Arsenal Venture Partners IIa, L.P.","","Arsenal Venture Partners, Inc.","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0080","Athenian Venture Partners III, L.P.","Athenian Venture Partners III, L.P.","","Athenian Venture Partners","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0081","Charter Life Sciences (Ohio) II, L.P.","Charter Life Sciences (Ohio) II, L.P.","","Charter Life Sciences","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0082","Chrysalis Ventures (Ohio) III, L.P.","Chrysalis Ventures (Ohio) III, L.P.","","Chrysalis Ventures","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0084","Draper Triangle Ohio Ventures, L.P.","Draper Triangle Ohio Ventures, L.P.","","Draper Triangle Ventures","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0085","Draper Triangle Ventures Ohio III, L.P.","Draper Triangle Ventures Ohio III, L.P.","","Draper Triangle Ventures","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0086","Early Stage Partners Fund II, L.P.","Early Stage Partners Fund II, L.P.","","Early Stage Partners","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0089","Edison Venture Fund VII, L.P.","Edison Venture Fund VII, L.P.","","Edison Partners","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0090","Edison Venture Fund VIII, L.P.","Edison Venture Fund VIII, L.P.","","Edison Partners","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0092","Emerging Market Fund, LLC","Emerging Market Fund, LLC","","","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0094","FSV II-B, L.P.","FSV II-B, L.P.","","Fletcher Spaght Ventures","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0095","Glengary LLC","Glengary LLC","","Glengary","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0096","NCT Ventures Fund I, L.P.","NCT Ventures Fund I, L.P.","","NCT Ventures","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0097","NCT Ventures Fund II, L.P.","NCT Ventures Fund II, L.P.","","NCT Ventures","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0098","Primus Capital Fund VI, L.P.","Primus Capital Fund VI, L.P.","","Primus Capital Partners","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0099","QCA First Fund III, LLC","QCA First Fund III, LLC","","Queen City Angels","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0100","Radius Venture Partners (Ohio) III, QP, L.P.","Radius Venture Partners (Ohio) III, QP, L.P.","","Radius Ventures","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0101","Reservoir Venture Partners II, L.P.","Reservoir Venture Partners II, L.P.","","Reservoir Venture Partners","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0102","River Cities Capital Fund IV, L.P.","River Cities Capital Fund IV, L.P.","","River Cities Capital","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0103","RiverVest Venture Fund II (Ohio), L.P.","RiverVest Venture Fund II (Ohio), L.P.","","RiverVest Venture Partners","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0104","RiverVest Venture Fund III (Ohio), L.P.","RiverVest Venture Fund III (Ohio), L.P.","","RiverVest Venture Partners","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0105","SunBridge Partners Technology Fund III, L.P.","SunBridge Partners Technology Fund III, L.P.","","SunBridge Partners","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0106","SV Life Sciences Fund IV, L.P.","SV Life Sciences Fund IV, L.P.","","SV Health Investors","The Ohio Capital Fund LLC","","lp_position","16","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC036","FUND_0107","The Ohio Capital Fund LLC","The Ohio Capital Fund LLC","MGR_0001","Buckeye Venture Partners, LLC","","","fund_total","3","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC037","FUND_0113","Khosla Ventures III","Khosla Ventures III","","Khosla Ventures","Utah Fund of Funds, LLC","","lp_position","24","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC037","FUND_0114","Media Technology Ventures V","Media Technology Ventures V","","","Utah Fund of Funds, LLC","","lp_position","23","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC037","FUND_0115","New Enterprise Associates 13","New Enterprise Associates 13","","New Enterprise Associates","Utah Fund of Funds, LLC","","lp_position","24","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC037","FUND_0116","Sorenson Capital Partners II Cont. Vehicle","Sorenson Capital Partners II Cont. Vehicle","","Sorenson Capital","Utah Fund of Funds, LLC","","lp_position","23","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC037","FUND_0117","SV Fund IV","SV Fund IV","","","Utah Fund of Funds, LLC","","lp_position","24","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC037","FUND_0118","SV Life Sciences IV CF","SV Life Sciences IV CF","","SV Health Investors","Utah Fund of Funds, LLC","","lp_position","23","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC037","FUND_0119","TA XI","TA XI","","TA Associates","Utah Fund of Funds, LLC","","lp_position","23","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
"SRC037","FUND_0120","Utah Fund of Funds, LLC","Utah Fund of Funds, LLC","MGR_0006","Utah Capital Investment Corporation","","","fund_total","17","2026-08-17.r1-consolidated","ledgers/working/round01/TEST-30/r1-consolidated.csv"
