"entity_id","entity_kind","standardized_name","first_source","registered_at"
"FUND_0022","fund","Grain Communications Opportunity Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0023","fund","Homestead Capital USA Farmland Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0024","fund","K1 Special Opportunities Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0025","fund","K4 Private Investors, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0026","fund","K5 Private Investors, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0027","fund","Madrona Venture Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0028","fund","Montlake Capital II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0029","fund","Northwest Technology Ventures, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0030","fund","Oregon Angel Conferences 2011","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0031","fund","Oregon Angel Conferences 2012","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0032","fund","Oregon Angel Conferences 2013","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0033","fund","Oregon Angel Conferences 2014","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0034","fund","Oregon Angel Fund 2008, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0035","fund","Oregon Angel Fund 2009, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0036","fund","Oregon Angel Fund 2010, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0037","fund","Oregon Angel Fund 2011, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0038","fund","Oregon Angel Fund 2012, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0039","fund","Oregon Angel Fund 2013, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0040","fund","Oregon Angel Fund 2014, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0041","fund","Oregon Angel Fund 2015, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0042","fund","Oregon Angel Fund 2016, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0043","fund","Oregon Angel Fund 2017, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0044","fund","Oregon Venture Fund XII, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0045","fund","OVP Venture Partners VII, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0046","fund","Phoenix Venture Partners II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0047","fund","Phoenix Venture Partners III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0048","fund","Phoenix Venture Partners, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0049","fund","Pioneer Square Ventures Fund II","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0050","fund","Pivotal Investments Partners Fund I, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0051","fund","Portland Seed Fund I, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0052","fund","Portland Seed Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0053","fund","Portland Seed Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0054","fund","Portland Seed Fund III - Side Car, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0055","fund","Rethink Impact Fund II","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0056","fund","Riverlake Equity Partners I, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0057","fund","Riverlake Equity Partners II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0058","fund","Seven Peaks Ventures Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0059","fund","Seven Peaks Ventures Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0060","fund","SmartForest Ventures I, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0061","fund","Stellex Capital Partners II","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0062","fund","Tamarack Mezzanine Partners, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0063","fund","Timberline Annex Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0064","fund","Timberline Venture Partners, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0065","fund","Tiverton AgriFinance II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0066","fund","TL Ventures VII, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0067","fund","Updata Partners V, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0068","fund","Updata Partners VI, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0069","fund","VamosVentures Fund I, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0070","fund","VFC - Burnside Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0071","fund","Voyager Capital Fund IV, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0072","fund","Voyager Capital Fund V, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0073","fund","Women's VC Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0074","fund","Women's Venture Capital Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0075","fund","Yaletown Ventures II (USA), L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0076","fund","Allos Ventures II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0077","fund","Arboretum Ventures IIa, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0078","fund","Arsenal Venture Partners IIa, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0080","fund","Athenian Venture Partners III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0081","fund","Charter Life Sciences (Ohio) II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0082","fund","Chrysalis Ventures (Ohio) III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0084","fund","Draper Triangle Ohio Ventures, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0085","fund","Draper Triangle Ventures Ohio III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0086","fund","Early Stage Partners Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0089","fund","Edison Venture Fund VII, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0090","fund","Edison Venture Fund VIII, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0092","fund","Emerging Market Fund, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0094","fund","FSV II-B, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0095","fund","Glengary LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0096","fund","NCT Ventures Fund I, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0097","fund","NCT Ventures Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0098","fund","Primus Capital Fund VI, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0099","fund","QCA First Fund III, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0100","fund","Radius Venture Partners (Ohio) III, QP, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0101","fund","Reservoir Venture Partners II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0102","fund","River Cities Capital Fund IV, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0103","fund","RiverVest Venture Fund II (Ohio), L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0104","fund","RiverVest Venture Fund III (Ohio), L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0105","fund","SunBridge Partners Technology Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0106","fund","SV Life Sciences Fund IV, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0107","fund","The Ohio Capital Fund LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0108","fund","Commonwealth Fund III","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0112","fund","Versa Capital Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0113","fund","Khosla Ventures III","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0114","fund","Media Technology Ventures V","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0115","fund","New Enterprise Associates 13","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0116","fund","Sorenson Capital Partners II Cont. Vehicle","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0117","fund","SV Fund IV","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0118","fund","SV Life Sciences IV CF","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0119","fund","TA XI","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0120","fund","Utah Fund of Funds, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0121","fund","BioScience Facilities Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0123","fund","Clean Tech Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0124","fund","Connecticut Bioscience Innovation Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0125","fund","Connecticut Capital Access Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0128","fund","Connecticut Works Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0129","fund","Connecticut Works Guarantee Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0130","fund","Eli Whitney Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0132","fund","Growth Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0134","fund","PreSeed Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0137","fund","Seed Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0139","fund","Builder Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0142","fund","Cybersecurity Investment Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0143","fund","Gap Investment Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0144","fund","Incubator Development Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0145","fund","Life Science Investment Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0148","fund","Maryland Technology Commercialization Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0149","fund","Maryland Venture Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0150","fund","Rural Pre-Seed Investment Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0152","fund","Heritage Fund I, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0153","fund","Jefferson Partners Fund IV, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0155","fund","Jefferson Partners Fund IV, (U.S.), L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0156","fund","Global Infrastructure Partners II-C, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0157","fund","ANTIN INFRASTRUCTURE PARTNERS II LP","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0158","fund","AG Core Plus Realty Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0159","fund","Almanac Realty Securities V, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0160","fund","Almanac Realty Securities VI, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0161","fund","Apollo European Real Estate Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0162","fund","Apollo Real Estate Finance Corp","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0163","fund","Apollo Value Enhancement Fund VII, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0164","fund","AREFIN Co-Invest Corporation","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0165","fund","AvalonBay Value Added Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0166","fund","AvalonBay Value Added Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0167","fund","Avenue Real Estate Fund (Parallel) L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0168","fund","Beacon Capital Strategic Partners V, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0169","fund","Bell Institutional Fund IV, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0170","fund","Blackstone Real Estate Debt Strategies II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0171","fund","Blackstone Real Estate Partners Europe III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0172","fund","Blackstone Real Estate Partners V, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0173","fund","Blackstone Real Estate Partners VI, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0174","fund","Blackstone Real Estate Partners VII, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0175","fund","BPG Investment Partnership IV, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0176","fund","BPG Investment Partnership V, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0177","fund","BPG Investment Partnership VI, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0178","fund","BPG/PSERS Co-Investment Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0179","fund","Broadway Partners Real Estate Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0180","fund","Broadway Partners Real Estate Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0181","fund","Brookfield Strategic Real Estate Partners, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0182","fund","Cabot Industrial Value Fund III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0183","fund","Carlyle Europe Real Estate Partners III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0184","fund","Carlyle Realty Partners III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0185","fund","Carlyle Realty Partners IV, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0186","fund","Carlyle Realty Partners V, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0187","fund","Carlyle Realty Partners VI, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0188","fund","Centerline Diversified Risk CMBS Fund, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0189","fund","Centerline High Yield CMBS III - Loan/Stock","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0190","fund","Cornerstone Patriot Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0191","fund","CS Strategic Partners IV RE, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0192","fund","CSFB Strategic Partners II RE, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0193","fund","CSFB Strategic Partners III RE, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0194","fund","DLJ Real Estate Capital Partners III, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0195","fund","DLJ Real Estate Capital Partners IV, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0196","fund","DLJ Real Estate Partners II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0197","fund","DRA Growth and Income Fund VI, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0198","fund","DRA Growth and Income Fund VII, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0199","fund","Exeter Industrial Value Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0200","fund","Fillmore West Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0201","fund","Fortress Investment Fund IV LP","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0202","fund","Fortress Investment Fund LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0203","fund","Fortress Investment Fund V (Fund A) L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0204","fund","Hines U.S. Office Value Added Fund, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0205","fund","JEFFERSON PARTNERS FUND IV (PA), L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0206","fund","JPMCB Strategic Property Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0207","fund","Latitude Management Real Estate Capital III, Inc.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0208","fund","LCCG Diversified Risk CMBS Fund II, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0209","fund","LCCG High Yield CMBS Fund III, LLC","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0210","fund","LCCG R E Special Situations Mortgage Fund","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0211","fund","Legg Mason Real Estate Capital","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0212","fund","Legg Mason Real Estate Capital II","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0213","fund","LEM Real Estate Mezzanine Fund II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0214","fund","LF Strategic Realty Investors II, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0215","fund","LF Strategic Realty Investors, L.P.","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0216","fund","Lubert-Adler Real Estate Fund II","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0217","fund","Lubert-Adler Real Estate Fund III","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
"FUND_0218","fund","Lubert-Adler Real Estate Fund IV","ledgers/working/round01/TEST-30/r1-consolidated.csv","2026-08-17.r1-consolidated"
