population,fund_id,manager_id,manager_name,fund_period_id,strategy,currency,vintage_year,vintage_bucket,as_of_date,measurement_basis,paid_in,distributions,nav,dpi,rvpi,tvpi,nav_dependence,tvpi_percentile,dpi_percentile,peer_count,peer_manager_count,peer_fund_ids,fund_score,nav_haircut,scenario_tvpi,scenario_score,evidence_ids,status,score_balanced_50_50,score_value_70_30
fixture,FUND_SYNTH_000017,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,FP_FUND_SYNTH_000017_20260630,private_credit,USD,2023,2020,2026-06-30,synthetic_basis_unspecified,265.77,69.66,276.7,0.262106332543,1.04112578545,1.303232118,0.798879778265,60.7142857143,17.8571428571,28,26,"[""FUND_SYNTH_000042"",""FUND_SYNTH_000062"",""FUND_SYNTH_000090"",""FUND_SYNTH_000142"",""FUND_SYNTH_000143"",""FUND_SYNTH_000164"",""FUND_SYNTH_000202"",""FUND_SYNTH_000216"",""FUND_SYNTH_000223"",""FUND_SYNTH_000228"",""FUND_SYNTH_000236"",""FUND_SYNTH_000244"",""FUND_SYNTH_000277"",""FUND_SYNTH_000343"",""FUND_SYNTH_000352"",""FUND_SYNTH_000438"",""FUND_SYNTH_000479"",""FUND_SYNTH_000544"",""FUND_SYNTH_000550"",""FUND_SYNTH_000611"",""FUND_SYNTH_000616"",""FUND_SYNTH_000626"",""FUND_SYNTH_000632"",""FUND_SYNTH_000689"",""FUND_SYNTH_000692"",""FUND_SYNTH_000707"",""FUND_SYNTH_000768"",""FUND_SYNTH_000786""]",43.5714285714,0.2,1.09500696091,9.28571428571,"[""SYNTH:FUND_SYNTH_000017:FP_FUND_SYNTH_000017_20260630""]",RANKABLE_FUND,39.2857142857,47.8571428571
fixture,FUND_SYNTH_000019,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,FP_FUND_SYNTH_000019_20260630,buyout,USD,2022,2020,2026-06-30,synthetic_basis_unspecified,373.3,124.74,313.51,0.334154835253,0.839833913742,1.173988749,0.715367940673,12.8205128205,25.641025641,39,35,"[""FUND_SYNTH_000012"",""FUND_SYNTH_000065"",""FUND_SYNTH_000067"",""FUND_SYNTH_000114"",""FUND_SYNTH_000125"",""FUND_SYNTH_000131"",""FUND_SYNTH_000138"",""FUND_SYNTH_000163"",""FUND_SYNTH_000193"",""FUND_SYNTH_000198"",""FUND_SYNTH_000217"",""FUND_SYNTH_000219"",""FUND_SYNTH_000241"",""FUND_SYNTH_000288"",""FUND_SYNTH_000289"",""FUND_SYNTH_000307"",""FUND_SYNTH_000336"",""FUND_SYNTH_000385"",""FUND_SYNTH_000420"",""FUND_SYNTH_000439"",""FUND_SYNTH_000486"",""FUND_SYNTH_000491"",""FUND_SYNTH_000501"",""FUND_SYNTH_000513"",""FUND_SYNTH_000515"",""FUND_SYNTH_000521"",""FUND_SYNTH_000551"",""FUND_SYNTH_000559"",""FUND_SYNTH_000585"",""FUND_SYNTH_000639"",""FUND_SYNTH_000664"",""FUND_SYNTH_000701"",""FUND_SYNTH_000708"",""FUND_SYNTH_000721"",""FUND_SYNTH_000726"",""FUND_SYNTH_000760"",""FUND_SYNTH_000792"",""FUND_SYNTH_000793"",""FUND_SYNTH_000794""]",17.9487179487,0.2,1.00602196625,11.7948717949,"[""SYNTH:FUND_SYNTH_000019:FP_FUND_SYNTH_000019_20260630""]",RANKABLE_FUND,19.2307692308,16.6666666667
fixture,FUND_SYNTH_000020,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,FP_FUND_SYNTH_000020_20260630,private_credit,USD,2021,2020,2026-06-30,synthetic_basis_unspecified,581.22,273.15,431.61,0.469959739858,0.742593166099,1.21255290596,0.612421249787,25,53.5714285714,28,26,"[""FUND_SYNTH_000042"",""FUND_SYNTH_000062"",""FUND_SYNTH_000090"",""FUND_SYNTH_000142"",""FUND_SYNTH_000143"",""FUND_SYNTH_000164"",""FUND_SYNTH_000202"",""FUND_SYNTH_000216"",""FUND_SYNTH_000223"",""FUND_SYNTH_000228"",""FUND_SYNTH_000236"",""FUND_SYNTH_000244"",""FUND_SYNTH_000277"",""FUND_SYNTH_000343"",""FUND_SYNTH_000352"",""FUND_SYNTH_000438"",""FUND_SYNTH_000479"",""FUND_SYNTH_000544"",""FUND_SYNTH_000550"",""FUND_SYNTH_000611"",""FUND_SYNTH_000616"",""FUND_SYNTH_000626"",""FUND_SYNTH_000632"",""FUND_SYNTH_000689"",""FUND_SYNTH_000692"",""FUND_SYNTH_000707"",""FUND_SYNTH_000768"",""FUND_SYNTH_000786""]",36.4285714286,0.2,1.06403427274,23.5714285714,"[""SYNTH:FUND_SYNTH_000020:FP_FUND_SYNTH_000020_20260630""]",RANKABLE_FUND,39.2857142857,33.5714285714
fixture,FUND_SYNTH_000021,MANAGER_SYNTH_00006,Synthetic Alternatives Manager 0006,FP_FUND_SYNTH_000021_20260630,infrastructure,EUR,2018,2015,2026-06-30,synthetic_basis_unspecified,838.77,626.23,265.15,0.746605148014,0.316117648461,1.06272279648,0.297460118019,,,5,5,"[""FUND_SYNTH_000173"",""FUND_SYNTH_000421"",""FUND_SYNTH_000499"",""FUND_SYNTH_000729"",""FUND_SYNTH_000790""]",,0.2,0.999499266784,,"[""SYNTH:FUND_SYNTH_000021:FP_FUND_SYNTH_000021_20260630""]",PEERS_INSUFFICIENT,,
fixture,FUND_SYNTH_000023,MANAGER_SYNTH_00006,Synthetic Alternatives Manager 0006,FP_FUND_SYNTH_000023_20260630,private_credit,USD,2019,2015,2026-06-30,synthetic_basis_unspecified,166.91,130.64,84.17,0.782697261997,0.504283745731,1.28698100773,0.39183464457,37.5,5,40,38,"[""FUND_SYNTH_000079"",""FUND_SYNTH_000081"",""FUND_SYNTH_000113"",""FUND_SYNTH_000159"",""FUND_SYNTH_000171"",""FUND_SYNTH_000208"",""FUND_SYNTH_000209"",""FUND_SYNTH_000243"",""FUND_SYNTH_000275"",""FUND_SYNTH_000314"",""FUND_SYNTH_000321"",""FUND_SYNTH_000340"",""FUND_SYNTH_000341"",""FUND_SYNTH_000346"",""FUND_SYNTH_000355"",""FUND_SYNTH_000356"",""FUND_SYNTH_000383"",""FUND_SYNTH_000407"",""FUND_SYNTH_000464"",""FUND_SYNTH_000484"",""FUND_SYNTH_000503"",""FUND_SYNTH_000538"",""FUND_SYNTH_000566"",""FUND_SYNTH_000576"",""FUND_SYNTH_000581"",""FUND_SYNTH_000607"",""FUND_SYNTH_000618"",""FUND_SYNTH_000621"",""FUND_SYNTH_000662"",""FUND_SYNTH_000677"",""FUND_SYNTH_000695"",""FUND_SYNTH_000709"",""FUND_SYNTH_000714"",""FUND_SYNTH_000715"",""FUND_SYNTH_000728"",""FUND_SYNTH_000758"",""FUND_SYNTH_000771"",""FUND_SYNTH_000783"",""FUND_SYNTH_000788"",""FUND_SYNTH_000789""]",24.5,0.2,1.18612425858,20,"[""SYNTH:FUND_SYNTH_000023:FP_FUND_SYNTH_000023_20260630""]",RANKABLE_FUND,21.25,27.75
fixture,FUND_SYNTH_000024,MANAGER_SYNTH_00006,Synthetic Alternatives Manager 0006,FP_FUND_SYNTH_000024_20260630,growth,USD,2016,2015,2026-06-30,synthetic_basis_unspecified,188.61,317.44,41.57,1.68304967923,0.220401887493,1.90345156672,0.1157906465,33.3333333333,50,24,24,"[""FUND_SYNTH_000044"",""FUND_SYNTH_000150"",""FUND_SYNTH_000154"",""FUND_SYNTH_000174"",""FUND_SYNTH_000189"",""FUND_SYNTH_000248"",""FUND_SYNTH_000284"",""FUND_SYNTH_000304"",""FUND_SYNTH_000312"",""FUND_SYNTH_000344"",""FUND_SYNTH_000396"",""FUND_SYNTH_000419"",""FUND_SYNTH_000452"",""FUND_SYNTH_000456"",""FUND_SYNTH_000494"",""FUND_SYNTH_000532"",""FUND_SYNTH_000571"",""FUND_SYNTH_000606"",""FUND_SYNTH_000642"",""FUND_SYNTH_000681"",""FUND_SYNTH_000724"",""FUND_SYNTH_000739"",""FUND_SYNTH_000765"",""FUND_SYNTH_000777""]",40,0.2,1.85937118923,37.5,"[""SYNTH:FUND_SYNTH_000024:FP_FUND_SYNTH_000024_20260630""]",RANKABLE_FUND,41.6666666667,38.3333333333
fixture,FUND_SYNTH_000027,MANAGER_SYNTH_00007,Synthetic Alternatives Manager 0007,FP_FUND_SYNTH_000027_20260630,buyout,USD,2014,2010,2026-06-30,synthetic_basis_unspecified,402.5,984.48,99.62,2.44591304348,0.24750310559,2.69341614907,0.0918918918919,100,100,11,11,"[""FUND_SYNTH_000015"",""FUND_SYNTH_000034"",""FUND_SYNTH_000111"",""FUND_SYNTH_000259"",""FUND_SYNTH_000278"",""FUND_SYNTH_000328"",""FUND_SYNTH_000349"",""FUND_SYNTH_000468"",""FUND_SYNTH_000641"",""FUND_SYNTH_000697"",""FUND_SYNTH_000781""]",100,0.2,2.64391552795,100,"[""SYNTH:FUND_SYNTH_000027:FP_FUND_SYNTH_000027_20260630""]",RANKABLE_FUND,100,100
fixture,FUND_SYNTH_000028,MANAGER_SYNTH_00007,Synthetic Alternatives Manager 0007,FP_FUND_SYNTH_000028_20260630,growth,GBP,2018,2015,2026-06-30,synthetic_basis_unspecified,475.86,583.41,252.76,1.22601185223,0.531164628252,1.75717648048,0.302283028571,,,2,2,"[""FUND_SYNTH_000256"",""FUND_SYNTH_000549""]",,0.2,1.65094355483,,"[""SYNTH:FUND_SYNTH_000028:FP_FUND_SYNTH_000028_20260630""]",PEERS_INSUFFICIENT,,
fixture,FUND_SYNTH_000029,MANAGER_SYNTH_00008,Synthetic Alternatives Manager 0008,FP_FUND_SYNTH_000029_20260630,buyout,GBP,2014,2010,2026-06-30,synthetic_basis_unspecified,518.64,906.09,91.69,1.74704997686,0.176789295079,1.92383927194,0.0918940046904,,,3,3,"[""FUND_SYNTH_000222"",""FUND_SYNTH_000251"",""FUND_SYNTH_000620""]",,0.2,1.88848141293,,"[""SYNTH:FUND_SYNTH_000029:FP_FUND_SYNTH_000029_20260630""]",PEERS_INSUFFICIENT,,
fixture,FUND_SYNTH_000030,MANAGER_SYNTH_00008,Synthetic Alternatives Manager 0008,FP_FUND_SYNTH_000030_20260630,venture,GBP,2022,2020,2026-06-30,synthetic_basis_unspecified,102.58,33.86,93.57,0.330083837005,0.912166114252,1.24224995126,0.734285490073,,,1,1,"[""FUND_SYNTH_000588""]",,0.2,1.05981672841,,"[""SYNTH:FUND_SYNTH_000030:FP_FUND_SYNTH_000030_20260630""]",PEERS_INSUFFICIENT,,
fixture,FUND_SYNTH_000031,MANAGER_SYNTH_00008,Synthetic Alternatives Manager 0008,FP_FUND_SYNTH_000031_20260630,venture,GBP,2022,2020,2026-06-30,synthetic_basis_unspecified,61.75,32.45,89.66,0.525506072874,1.45198380567,1.97748987854,0.73425599869,,,1,1,"[""FUND_SYNTH_000588""]",,0.2,1.68709311741,,"[""SYNTH:FUND_SYNTH_000031:FP_FUND_SYNTH_000031_20260630""]",PEERS_INSUFFICIENT,,
fixture,FUND_SYNTH_000032,MANAGER_SYNTH_00008,Synthetic Alternatives Manager 0008,FP_FUND_SYNTH_000032_20260630,real_estate,USD,2022,2020,2026-06-30,synthetic_basis_unspecified,609.34,192.57,490.07,0.316030459185,0.804263629501,1.12029408869,0.717904019688,6.66666666667,33.3333333333,15,14,"[""FUND_SYNTH_000144"",""FUND_SYNTH_000303"",""FUND_SYNTH_000311"",""FUND_SYNTH_000320"",""FUND_SYNTH_000394"",""FUND_SYNTH_000512"",""FUND_SYNTH_000533"",""FUND_SYNTH_000557"",""FUND_SYNTH_000558"",""FUND_SYNTH_000627"",""FUND_SYNTH_000633"",""FUND_SYNTH_000637"",""FUND_SYNTH_000657"",""FUND_SYNTH_000764"",""FUND_SYNTH_000784""]",17.3333333333,0.2,0.959441362786,13.3333333333,"[""SYNTH:FUND_SYNTH_000032:FP_FUND_SYNTH_000032_20260630""]",RANKABLE_FUND,20,14.6666666667
fixture,FUND_SYNTH_000034,MANAGER_SYNTH_00009,Synthetic Alternatives Manager 0009,FP_FUND_SYNTH_000034_20260630,buyout,USD,2014,2010,2026-06-30,synthetic_basis_unspecified,841.83,1913.66,193.64,2.27321430693,0.230022688666,2.50323699559,0.0918900963318,90.9090909091,90.9090909091,11,11,"[""FUND_SYNTH_000015"",""FUND_SYNTH_000027"",""FUND_SYNTH_000111"",""FUND_SYNTH_000259"",""FUND_SYNTH_000278"",""FUND_SYNTH_000328"",""FUND_SYNTH_000349"",""FUND_SYNTH_000468"",""FUND_SYNTH_000641"",""FUND_SYNTH_000697"",""FUND_SYNTH_000781""]",90.9090909091,0.2,2.45723245786,85.4545454545,"[""SYNTH:FUND_SYNTH_000034:FP_FUND_SYNTH_000034_20260630""]",RANKABLE_FUND,90.9090909091,90.9090909091
fixture,FUND_SYNTH_000035,MANAGER_SYNTH_00009,Synthetic Alternatives Manager 0009,FP_FUND_SYNTH_000035_20260630,buyout,EUR,2021,2020,2026-06-30,synthetic_basis_unspecified,361.78,245.6,399.26,0.678865608934,1.10359887224,1.78246448118,0.619142139379,,,8,8,"[""FUND_SYNTH_000162"",""FUND_SYNTH_000207"",""FUND_SYNTH_000272"",""FUND_SYNTH_000280"",""FUND_SYNTH_000345"",""FUND_SYNTH_000552"",""FUND_SYNTH_000648"",""FUND_SYNTH_000745""]",,0.2,1.56174470673,,"[""SYNTH:FUND_SYNTH_000035:FP_FUND_SYNTH_000035_20260630""]",PEERS_INSUFFICIENT,,
