record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
security_class_terms,offering_price_or_basis,transaction price / NAV-based purchase price / note or unit price,Printed offering price or pricing basis for the class/security.,SRC002,5,5,4,80.0,4,1,MEDIUM,Entry economics,EXTENSION,nav_or_offering_price_basis,SRC052,137,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
security_class_terms,upfront_sales_charge,selling commission / dealer manager fee / upfront charge,Class-specific upfront sales/dealer charge.,SRC421,5,5,3,60.0,3,1,HIGH,Investor acquisition cost,EXTENSION,,SRC052,135,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
security_class_terms,ongoing_distribution_servicing_fee,distribution fee / stockholder servicing fee,Class-specific ongoing distribution/servicing charge.,SRC421,5,5,3,60.0,3,1,HIGH,Ongoing class cost,EXTENSION,,SRC052,403,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
security_class_terms,management_fee_rate,class-specific management fee,Management-fee rate where it differs by class/security.,SRC001,5,5,4,80.0,4,1,HIGH,Class cost comparison,EXTENSION,management_fee_rate,SRC421,25,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
security_class_terms,performance_fee_or_carry_rate,class-specific performance fee/carry/performance participation,Performance-linked rate where class-specific.,SRC001,5,5,3,60.0,3,1,MEDIUM,Class net economics,EXTENSION,performance_fee_or_carry_rate,SRC421,29,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
security_class_terms,withdrawal_repurchase_term,class redemption/repurchase/withdrawal term,Class/security-specific investor liquidity term.,SRC001,5,5,4,80.0,4,1,MEDIUM,Class liquidity comparison,EXTENSION,withdrawal_repurchase_term,SRC421,20,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
dropped_candidate,risk_text,Risk Factors,Narrative risk disclosure.,SRC001,5,5,5,100.0,5,1,HIGH,Diligence context,DROP,,SRC001,16,Original candidate group: risk_disclosure. Universal but narrative-heavy; field-cap and instruction to drop narrative favor source evidence retrieval rather than schema promotion. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
dropped_candidate,tax_text,Tax Considerations / ERISA / regulatory exemption,Narrative regulatory or tax disclosure.,SRC001,5,5,5,100.0,5,1,HIGH,Suitability/legal context,DROP,,SRC001,25,Original candidate group: regulatory_tax. Narrative/legal clauses not promoted in this capped analytical schema. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
dropped_candidate,person_name,directors/officers/key persons,Named individual associated with fund/manager.,SRC001,5,5,4,80.0,4,1,HIGH,People graph,DROP,,SRC001,7,Original candidate group: person. Recurring but lower priority than fund terms within cap; manager/entity layer can own people data. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
dropped_candidate,criterion_text,underwriting criteria / asset criteria,Deal-level underwriting criterion.,SRC002,5,5,2,40.0,2,1,MEDIUM,Deal diligence,DROP,,SRC002,44,Original candidate group: deal_criterion. Not sufficiently recurring across the stratified sample. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
