record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
stewardship_policy,effective_period,2025 proxy season / policy year / effective date,Printed period or effective date for the policy/guideline.,SRC151,5,5,4,80.0,4,1,MEDIUM,Version policy decisions,CORE,,SRC151,2,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
metric,metric_name,company meetings / votes / consultations / AUM / emissions / divestments / PRI score,"Printed metric label, stored as a row dimension.",SRC329,5,5,5,100.0,5,1,HIGH,Quantitative stewardship and governance analysis,CORE,,SRC317,5,Generic metric rows prevent ESG-metric schema explosion. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
metric,dimension,Global / New Zealand / topic / asset class / portfolio scope / year,Printed dimension or bucket associated with the metric.,SRC151,5,5,5,100.0,5,1,LAYOUT_SENSITIVE,Segment metrics without new fields,CORE,,SRC339,23,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
metric,value_raw,printed number or percentage,Exact printed metric value.,SRC329,5,5,5,100.0,5,1,LAYOUT_SENSITIVE,Preserve reported quantitative evidence,CORE,,SRC317,5,No computation or normalization in discovery schema. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
metric,unit,count / % / currency / MW / score,Printed unit of the metric when stated.,SRC329,5,5,5,100.0,5,1,MEDIUM,Interpret values correctly,CORE,,SRC317,4,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
metric,target_raw,target / commitment / goal,Printed target associated with the metric.,SRC339,5,5,3,60.0,3,1,MEDIUM,Track stewardship/climate commitments,CORE,,SRC339,24,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
metric,baseline_raw,baseline / base year / prior-period reference,Printed baseline used for target or trend context.,SRC317,5,5,2,40.0,2,1,MEDIUM,Measure disclosed progress without calculating it,CORE,,SRC317,5,Key context though below 60%; retained because targets without baselines are misleading. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
metric,coverage_raw,portfolio coverage / financed emissions coverage / AUM coverage,Printed population or portfolio coverage attached to a metric.,SRC339,5,5,3,60.0,3,1,MEDIUM,Prevent overgeneralizing partial metrics,CORE,,SRC317,47,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
engagement,related_entity,company / issuer / manager / sector initiative named in engagement,"Entity or entity set engaged, when printed.",SRC151,5,5,4,80.0,4,1,HIGH,Issuer/manager stewardship history,EXTENSION,,SRC324,33,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
engagement,topic,climate / governance / human capital / remuneration / risk topic,Engagement topic as printed or standardized at a high level.,SRC329,5,5,5,100.0,5,1,HIGH,Thematic stewardship analysis,EXTENSION,,SRC317,44,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
engagement,engagement_date,meeting/engagement date or reporting period,Specific engagement date when printed; otherwise period context.,SRC151,5,5,2,40.0,2,1,MEDIUM,Engagement timeline,EXTENSION,,SRC324,33,Optional; do not infer a date from report publication. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
engagement,action_raw,meeting / letter / dialogue / collaborative engagement / escalation,Concrete engagement action described by the source.,SRC151,5,5,4,80.0,4,1,MEDIUM,Assess stewardship intensity,EXTENSION,,SRC324,33,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
engagement,objective_raw,stated engagement objective or requested change,Concise source-stated objective.,SRC151,5,5,4,80.0,4,1,MEDIUM,Connect actions to intended outcomes,EXTENSION,,SRC339,14,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
engagement,outcome_raw,"reported response, progress or outcome","Concise reported engagement outcome, if any.",SRC339,5,5,3,60.0,3,1,MEDIUM,Evidence of stewardship effectiveness,EXTENSION,,SRC317,48,Do not infer causality beyond source wording. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
engagement,status_raw,ongoing / completed / escalated / monitoring,Source-stated engagement status or escalation state.,SRC339,5,5,3,60.0,3,1,MEDIUM,Track engagement lifecycle,EXTENSION,,SRC324,33,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
proxy_stat,category,management-sponsored / shareholder-sponsored / director election / sustainability / geography,Printed proxy-statistic category or breakdown bucket.,SRC151,5,5,4,80.0,4,1,LAYOUT_SENSITIVE,Voting/proxy analysis,EXTENSION,,SRC339,23,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
proxy_stat,metric_name,meetings voted / proposals / votes / support rate,Printed voting/proxy metric within the category.,SRC151,5,5,4,80.0,4,1,LAYOUT_SENSITIVE,Standard proxy KPI representation,EXTENSION,,SRC317,52,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
proxy_stat,count_raw,proposal/vote/meeting count,Exact printed count for the proxy statistic.,SRC151,5,5,4,80.0,4,1,LAYOUT_SENSITIVE,Voting activity scale,EXTENSION,,SRC339,23,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
proxy_stat,percent_raw,support / against / management-alignment percentage,Exact printed percentage for the proxy statistic.,SRC151,5,5,4,80.0,4,1,LAYOUT_SENSITIVE,Voting stance and alignment,EXTENSION,,SRC317,58,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
proxy_stat,vote_stance,for / against / abstain / in line with management,Printed or directly labeled stance represented by the statistic.,SRC151,5,5,3,60.0,3,1,HIGH,Vote behavior comparison,EXTENSION,,SRC317,58,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
proxy_stat,comparison_raw,prior year / geography / management recommendation comparison,Printed comparator or prior-period value attached to the stat.,SRC151,5,5,3,60.0,3,1,LAYOUT_SENSITIVE,Trend and peer context without calculation,EXTENSION,,SRC317,57,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
proxy_stat,proposal_topic,board independence / remuneration / climate / shareholder proposal topic,Printed proposal or rationale topic used as a row dimension.,SRC151,5,5,4,80.0,4,1,MEDIUM,Issue-level voting analysis,EXTENSION,,SRC317,53,Observation counts use document-level field presence; repeated row multiplicity is not estimated.
dropped_candidate,company_name,company-specific voting examples,Named company for an individual vote.,SRC324,5,5,2,40.0,2,1,HIGH,Issuer-level vote history,DROP,,SRC324,33,Original candidate group: vote. Individual vote records are not recurring enough across this report sample; aggregate proxy_stat is the durable extension. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
dropped_candidate,initiative_name,CA100+ / IIGCC / stewardship collaborations,Named external initiative or collaboration.,SRC339,5,5,2,40.0,2,1,HIGH,Collaborative stewardship network,DROP,,SRC339,28,Original candidate group: initiative. Useful but below recurrence threshold after conservative sample coding; retain via source evidence if needed. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
dropped_candidate,case_study_text,company case studies,Narrative case study.,SRC324,5,5,2,40.0,2,1,HIGH,Qualitative examples,DROP,,SRC324,25,Original candidate group: case_study. Narrative and non-uniform; no schema promotion. Observation counts use document-level field presence; repeated row multiplicity is not estimated.
