holding_id,document_id,source_page,source_table,holding_label,subject_type,resolved_entity_id,resolved_entity_kind,as_of_date,currency,fair_value,market_value,cost,notional_amount,quantity,portfolio_weight,interest_rate,maturity_date_raw,asset_class_evidence,value_scope_evidence,metric_categories,source_observation_ids,collision_note,proposed_target_action,proposed_target_kind,proposed_instrument_kind,owner_entity_id_if_accepted,owner_entity_kind_if_accepted,owner_candidates,owner_evidence_name,owner_status,owner_reason,position_status,primary_refusal_code,semantic_risks
1ca652d820e7b5bd4211,SRC192,5,Largest Equity Holdings,Tesla,investment,CO_0027,company,2021-12-31,USD,110460986.000000,,,,104526.000000,,,,Equity securities,| single_holding,fair_value|quantity,3029059e167d86c0fa79;36fafbf9af81b05967e0,,TARGET_RESOLVED,PORTFOLIO_COMPANY,OTHER_EQUITY,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
2417d8a9dc5b17549a98,SRC192,5,Largest Equity Holdings,Alphabet,investment,CO_0001,company,2021-12-31,USD,104658257.000000,,,,36169.000000,,,,Equity securities,| single_holding,fair_value|quantity,2338ca407660af246576;4bec33b36dbdf86f73e3,,TARGET_RESOLVED,PORTFOLIO_COMPANY,OTHER_EQUITY,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
2dcb9be5f0746b70088b,SRC192,5,Largest Debt Securities Holdings,GNMA 2% 1/15/2051,investment,CO_0018,company,2021-12-31,USD,40387308.000000,,,40006000.000000,,,,,Debt securities,| single_holding,fair_value|notional,01461f3ec45bbeae4466;8d990bcbef76479cf43a,,TARGET_PROVISIONAL,UNRESOLVED,OTHER_DEBT,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
4a207818915b10d61255,SRC192,5,Largest Debt Securities Holdings,FNMA Single Family Mortgage 3.0% 1/2022,investment,CO_0015,company,2021-12-31,USD,37249844.000000,,,35940000.000000,,,,,Debt securities,| single_holding,fair_value|notional,205f198cc258d074f437;dca6d858d23e6a7521da,,TARGET_PROVISIONAL,UNRESOLVED,OTHER_DEBT,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
538ad44d0bd6c0696fa3,SRC192,5,Largest Debt Securities Holdings,United States Treasury Note .625% 11/15/2024,investment,CO_0032,company,2021-12-31,USD,42678689.000000,,,42910000.000000,,,,,Debt securities,| single_holding,fair_value|notional,2be7e07f2e02586d6eed;b4ff086ed3149452556a,,TARGET_PROVISIONAL,UNRESOLVED,OTHER_DEBT,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
5fe9247177e4a1728802,SRC192,5,Largest Debt Securities Holdings,United States Treasury Bond 1.75% 8/15/2041,investment,CO_0029,company,2021-12-31,USD,52411582.000000,,,53885000.000000,,,,,Debt securities,| single_holding,fair_value|notional,7a75f7b8cb01b34af471;efe38236fddcc81eb2c0,,TARGET_PROVISIONAL,UNRESOLVED,OTHER_DEBT,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
63e2085b4b81684294d4,SRC192,5,Largest Debt Securities Holdings,FNMA Single Family Mortgage 0% 1/2022,investment,CO_0013,company,2021-12-31,USD,32818434.000000,,,31681960.000000,,,,,Debt securities,| single_holding,fair_value|notional,7b5c4077b4a119861b87;c4b5f7b311381d08f4cd,,TARGET_PROVISIONAL,UNRESOLVED,OTHER_DEBT,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
660f553dbf62eec94224,SRC192,5,Largest Debt Securities Holdings,United States Treasury Bond 3.125% 11/15/2041,investment,CO_0030,company,2021-12-31,USD,34702071.000000,,,28790000.000000,,,,,Debt securities,| single_holding,fair_value|notional,91c3e7192d52207efecd;dc4175398df4de2ff70a,,TARGET_PROVISIONAL,UNRESOLVED,OTHER_DEBT,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
76327062b8f9e00ece33,SRC192,5,Largest Equity Holdings,Nvidia,investment,CO_0035,company,2021-12-31,USD,90692936.000000,,,,308364.000000,,,,Equity securities,| single_holding,fair_value|quantity,5219853bb09092178186;ef1776c65b5e47223707,,TARGET_RESOLVED,PORTFOLIO_COMPANY,OTHER_EQUITY,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
a05aef29e785283cab80,SRC192,5,Largest Equity Holdings,Alphabet,investment,CO_0001,company,2021-12-31,USD,171038345.000000,,,,59039.000000,,,,Equity securities,| single_holding,fair_value|quantity,288f2b94e9a99535bdf3;3532ed3dafb5a259fc5e,,TARGET_RESOLVED,PORTFOLIO_COMPANY,OTHER_EQUITY,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
b4880e7e2c161b83709c,SRC192,5,Largest Equity Holdings,Meta Platforms,investment,CO_0033,company,2021-12-31,USD,102730708.000000,,,,305428.000000,,,,Equity securities,| single_holding,fair_value|quantity,ca75be76c2b00939d5ab;fbf802628508b9215ac0,,TARGET_RESOLVED,PORTFOLIO_COMPANY,OTHER_EQUITY,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
d9a7bc34fe7187395af4,SRC192,5,Largest Equity Holdings,Microsoft,investment,CO_0034,company,2021-12-31,USD,327589469.000000,,,,974041.000000,,,,Equity securities,| single_holding,fair_value|quantity,304512a4078d7b2852a3;a37e37e9481db3f4af23,,TARGET_RESOLVED,PORTFOLIO_COMPANY,OTHER_EQUITY,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
d9d469cca69b699a4505,SRC192,5,Largest Debt Securities Holdings,United States Treasury Bond 3.125% 5/15/2048,investment,CO_0031,company,2021-12-31,USD,37590438.000000,,,29960000.000000,,,,,Debt securities,| single_holding,fair_value|notional,3a81af8b411c028b1a16;79c377f8abfc157ad38a,,TARGET_PROVISIONAL,UNRESOLVED,OTHER_DEBT,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
da3bc1377afe9ccfd976,SRC192,5,Largest Equity Holdings,Embraer,investment,CO_0011,company,2021-12-31,USD,79375095.000000,,,,17813025.000000,,,,Equity securities,| single_holding,fair_value|quantity,315df34b76713e83ff8a;e9fdf706f7798bab1903,,TARGET_RESOLVED,PORTFOLIO_COMPANY,OTHER_EQUITY,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
e25aec84bcd51285bde4,SRC192,5,Largest Equity Holdings,Amazon,investment,CO_0002,company,2021-12-31,USD,186359651.000000,,,,55945.000000,,,,Equity securities,| single_holding,fair_value|quantity,6312b050c4e463390d6f;6670cfb43186eed6c117,,TARGET_RESOLVED,PORTFOLIO_COMPANY,OTHER_EQUITY,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
e4bcea864d90577f2c09,SRC192,5,Largest Debt Securities Holdings,CRC CF 5/4/2026,investment,CO_0007,company,2021-12-31,USD,38668500.000000,,,39000000.000000,,,,,Debt securities,| single_holding,fair_value|notional,2f373ec19545cbf73762;85456ca8b97b4717594d,,TARGET_PROVISIONAL,UNRESOLVED,OTHER_DEBT,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
ee3181fc1f78702f1fb8,SRC192,5,Largest Debt Securities Holdings,Gate SME Ser 144A 12/15/2025,investment,CO_0017,company,2021-12-31,USD,42563068.000000,,,38069496.000000,,,,,Debt securities,| single_holding,fair_value|notional,6e6936d915929b7d004f;c4b53c24d9c3ed9ac465,,TARGET_PROVISIONAL,UNRESOLVED,OTHER_DEBT,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,portfolio,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,Utah Retirement Investment Fund,OWNER_RESOLVED,OWNMAP003: The document context names Utah Retirement Investment Fund as the portfolio whose holdings are reported.,PUBLISHED,,
0b8b59b387e6fa83d813,SRC356,5,Economically Targeted Investments,SERVE OPPORTUNITIES FUND I LP,fund,FUND_0893,fund,2025-06-30,USD,,197439278.000000,,,,,,,Private Equity,fund_position,market_value,b284f4a05e2ae74a8ec9,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
0d9cf9ef640594807d07,SRC356,5,Economically Targeted Investments,ESCALATE CAPITAL I LP,fund,FUND_0494,fund,2025-06-30,USD,,59353.000000,,,,,,,Private Equity,fund_position,market_value,54b882d3a044e8c31d98,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
1032f5583b7a423765b4,SRC356,5,Economically Targeted Investments,AUSTIN VENTURES IX LP,fund,FUND_0319,fund,2025-06-30,USD,,16094.000000,,,,,,,Private Equity,fund_position,market_value,ae8551a4d7325ce23847,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
16f80d62689e6ca7b4d1,SRC356,5,Economically Targeted Investments,TEAKWOOD CAPITAL III (CO-INVESTMENT) LP,fund,FUND_0941,fund,2025-06-30,USD,,6415987.000000,,,,,,,Private Equity,fund_position,market_value,2c502898787ca8ad25c4,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
33b06fb843825a6ed6aa,SRC356,5,Economically Targeted Investments,DIRECT INVESTMENT #2,investment,CO_0009,company,2025-06-30,USD,,498658.000000,,,,,,,Private Equity,single_holding,market_value,ae4e4a0c053cd5f60e28,,TARGET_RESOLVED,PORTFOLIO_COMPANY,OTHER_EQUITY,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
36f7c4f8efbf3c6dfbb9,SRC356,5,Economically Targeted Investments,VISTA EQUITY ENDEAVOR FUND II LP,fund,FUND_0984,fund,2025-06-30,USD,,56986795.000000,,,,,,,Private Equity,fund_position,market_value,4e7abce2ec9b7c5d9e8c,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
384b22141931b49c11b7,SRC356,5,Economically Targeted Investments,SCF-IX LP,fund,FUND_0885,fund,2025-06-30,USD,,57441706.000000,,,,,,,Private Equity,fund_position,market_value,d8aeb79cac4cf7dd251a,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
3a36591bec915380bbff,SRC356,5,Economically Targeted Investments,NEXT COAST VENTURES III LP,fund,FUND_0765,fund,2025-06-30,USD,,9569692.000000,,,,,,,Private Equity,fund_position,market_value,ea3aaa9120281fccb646,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
3c03d8b5c0e1f7e363d0,SRC356,5,Economically Targeted Investments,NCV SELECT I LP,fund,FUND_0755,fund,2025-06-30,USD,,7465530.000000,,,,,,,Private Equity,fund_position,market_value,cb7aadee914d7c25c272,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
401743ad95958afb84e6,SRC356,5,Economically Targeted Investments,PBC AUSTIN 2021 EQUITY I LP,fund,FUND_0810,fund,2025-06-30,USD,,11329393.000000,,,,,,,Private Equity,fund_position,market_value,7a259a7910ab848aab8d,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
40a1ddf83171860db734,SRC356,5,Economically Targeted Investments,PEP DEVELOPMENT OPPORTUNITIES FUND LP,fund,FUND_0813,fund,2025-06-30,USD,,39235748.000000,,,,,,,Private Equity,fund_position,market_value,c7ae89356d9956cb8153,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
58dfa69e9c0939eae940,SRC356,5,Economically Targeted Investments,Total,portfolio,,,2025-06-30,USD,,673815236.000000,,,,,,,,portfolio_total,market_value,c47de9309fb59ae68732,,REFUSE_AS_POSITION,,,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,REFUSED,NON_INVESTEE_AGGREGATE,MARKET_VALUE_SEPARATE|AGGREGATE_SCOPE|NON_INVESTEE_AGGREGATE
7171ef4dd061349142d5,SRC356,5,Economically Targeted Investments,ROX II MED CENTER LP,fund,FUND_0872,fund,2025-06-30,USD,,4425256.000000,,,,,,,Private Equity,fund_position,market_value,bd37f806edf70ff02609,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
77c7410eb598ef956ecc,SRC356,5,Economically Targeted Investments,EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP,fund,FUND_0488,fund,2025-06-30,USD,,26956271.000000,,,,,,,Private Equity,fund_position,market_value,13400e6c1b41d37e56df,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
80d12cbeacc19f596f94,SRC356,5,Economically Targeted Investments,VISTA EQUITY PARTNERS FUND VII LP,fund,FUND_1051,fund,2025-06-30,USD,,126464038.000000,,,,,,,Private Equity,fund_position,market_value,7527f8db864bfceb824b,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
81ce8ffd21ce02461848,SRC356,5,Economically Targeted Investments,NEW HORIZONS EL PASO LP,fund,FUND_0759,fund,2025-06-30,USD,,18135791.000000,,,,,,,Private Equity,fund_position,market_value,d726f2c96474ccdd2af8,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
8789f15bac496c0b2106,SRC356,5,Economically Targeted Investments,TEAKWOOD CAPITAL III LP,fund,FUND_0942,fund,2025-06-30,USD,,22032758.000000,,,,,,,Private Equity,fund_position,market_value,ba7a1b6782d6103ab5b6,,TARGET_RESOLVED,FUND,FUND_INTEREST,OWNER_FUND_1060,fund,OWNER_FUND_1060,Permanent University Fund,OWNER_RESOLVED,OWNMAP005: The holdings table is for the Permanent University Fund. The existing fund master has the same reviewed fund identity as FUND_1060.,PUBLISHED,,MARKET_VALUE_SEPARATE
