fund_period_id,fund_id,lp_id,lp_name,share_class_name,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,perspective,currency,commitment,paid_in_capital_itd,distributions_itd,nav,unfunded_commitment,recallable_distributions_itd,dpi,rvpi,tvpi,reported_irr,calculated_irr,beginning_nav,contributions_period,distributions_period,realized_gain_period,unrealized_gain_period,net_income_period,management_fee_period,other_expenses_period,ending_nav,period_return,benchmark_return,fund_size,vintage_year,strategy,sub_strategy,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_observation_ids,synthetic_parameter_set_id,defect_expected,record_status,reported_irr_fee_basis,reported_irr_method,period_return_fee_basis,period_return_method,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector
FP_ff2e3f94c23b93d1,FUND_0014,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,4572752,999656,6450024,441466,,,,1.63,0.2303,,,,,,,,,,,,,,2017,Growth Equity,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Enlightened Hospitality Investments, L.P. / Committed",,45be14bfae33565f0070 | 6b56bbef119f51704bc4 | 73dd9796464ce5d01601 | 8a4fb6699fdc2bc8fa7e | a644485016e3bea0ed44 | e1ec910240b310cd170e | e5d70771e97daddfd185,,,ACTIVE,unstated,,,,,private_equity,growth,,
FP_e1cbc77e57cea7fc,FUND_0015,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,4958865,10035885,1261542,99500,,,,2.28,0.1317,,,,,,,,,,,,,,2009,Venture Capital,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / Epic Venture Fund IV, L.P. / Committed",,1a67713cbc42c069766a | 4245ddb7780ae02d2a6e | 516e19adacd9055824da | 8565054a2d68c42c660b | a2146c2f9c7df890da5f | e74d959dbedd9e72e899 | e74e2a027f848686b6c8,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_893ee5ef6a200f22,FUND_0016,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,7000000,5808912,6137035,4319631,1191088,,,,1.8,0.2179,,,,,,,,,,,,,,2016,Venture Capital,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Epic Venture Fund V, L.P. / Committed",,03d170a824aab26704a7 | 45a431843bec10a542fc | 611b2405ee93ffb979a7 | 681a216589283096e050 | 984fa45b53c53dfc026d | ba6cd3f2a5d96d3d6f1a | f59955f8f46acc183093,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_2b86da05ef31fa2d,FUND_0017,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,903410,0,824129,4096500,,,,,,,,,,,,,,,,,,,2020,Venture Capital,,EXTRACTED,SRC035,3,"Fund Performance: Sorted By Vintage And Strategy / Epic Ventures VI, L.P. / Committed",,678fa2dbde2f5b159203 | 9196566f4379b1e38e54 | 9dd9c26b45222f2b3222 | abbd6e09660e4e03a7cc | bec1f728628b4f4cdacf,,,ACTIVE,,,,,,venture_capital,,,
FP_f5323c74c9a457ed,FUND_0018,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,2000000,2000000,1200000,0,0,,,,0.6,-0.0447,,,,,,,,,,,,,,2004,Venture Capital,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / Fluke Venture Partners II, L.P. / Committed",,1087c30259abe5d53892 | 4e8312e957a70eaa9766 | 6752b1ebba2aa1536f7c | 73826c23af8d5a2ff93b | 9d39c6df14fc3a76a86e | a483db10d8ffcdc06c08 | a9f768cd3497f9405829,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_a3cfec67c605d0fd,FUND_0019,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,2500000,2500000,1745853,5706239,0,,,,2.98,0.2384,,,,,,,,,,,,,,2014,Venture Capital,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Founders' Co-op III, L.P. / Committed",,129276a7c71afb0f232d | 6690d9cd448a5f500238 | 797a29fa624614368565 | 866b3fb6a2994674465d | 9c573e440dcaf96f4683 | bf94f8db7bb4d20a68ec | e92930d3adbbb9679ede,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_a23f06ef601e8d3a,FUND_0020,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,2500000,2000000,2829954,3647426,500000,,,,3.24,0.7544,,,,,,,,,,,,,,2018,Venture Capital,,EXTRACTED,SRC035,3,"Fund Performance: Sorted By Vintage And Strategy / Founders’ Co-op IV, L.P. / Committed",,37f0bab418cc04e2677b | 4b2cb215e361c9a36fed | 4e52ceaac447301ad5bd | 63b776651baa9041893f | 846e3a637ad53823f29d | e3202e2e82bfe7bb0891 | ec48fcba8304a2984e8c,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_383300d811d9feae,FUND_0021,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,6872983,1891034,6074126,38075,,,,1.16,0.0644,,,,,,,,,,,,,,2016,Growth Equity,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Goode Partners Consumer Fund III, L.P. / Committed",,270581bec99821dd5405 | 6ba4bf5c3b02bbc54657 | 7480930a8003213f4837 | 84f0ffb52422df2395a8 | ac213c198bcdef1a906c | fb0f1eabf8d52365112a | ff25917994077195039d,,,ACTIVE,unstated,,,,,private_equity,growth,,
FP_39cadf7a2d191dc8,FUND_0022,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,1813042,644,1577891,3188225,,,,,,,,,,,,,,,,,,,2021,Infrastructure,,EXTRACTED,SRC035,3,"Fund Performance: Sorted By Vintage And Strategy / Grain Communications Opportunity Fund III, L.P. / Committed",,0556b08ff5a66ae8c417 | 4345588f735314fb8b4a | 6530a69409862cbad824 | 8c329e0989ed279fcae2 | b03ba173865a0e7b918a,,,ACTIVE,,,,,,infrastructure,,,
FP_30a61433ba43674d,FUND_0023,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,7000000,3656797,84954,3597627,3345976,,,,1.01,0.0087,,,,,,,,,,,,,,2018,Natural Resources,,EXTRACTED,SRC035,3,"Fund Performance: Sorted By Vintage And Strategy / Homestead Capital USA Farmland Fund III, L.P. / Committed",,0341b750c640d5d9b689 | 1689ea9fe06fd7555280 | 880e19537608974fd9d6 | a7d98778072c1a62b71b | b4fec9b1019784e2b824 | c78c42641b1da1cb5a0e | f5053fc1cee224267ed5,,,ACTIVE,unstated,,,,,natural_resources,,,
FP_426a17d396200c0c,FUND_0024,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,5059928,752687,14352618,216153,,,,2.99,0.2763,,,,,,,,,,,,,,2016,Buyout,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / K1 Special Opportunities Fund, L.P. / Committed",,07a0598c8efbb6b10751 | 0c7b6b62db6593bd6832 | 5589a50c9898c85d6836 | 6168615c932433fd823f | b0986ab56af7f5fe842e | f4fc9d4f8b0c9d667ab2 | fc938b0d010a170cefbc,,,ACTIVE,unstated,,,,,private_equity,buyout,,
FP_3b6dff14acd3f810,FUND_0025,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,10000000,7894837,455404,13286105,2560559,,,,1.74,0.2587,,,,,,,,,,,,,,2018,Buyout,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / K4 Private Investors, L.P. / Committed",,14afa673ff176833ad29 | 39c0a0df405bf3c6df35 | 5c015de3077891fc94d5 | 9dcf5f1c39392db322a9 | a8ada089c2c705a69770 | bd1bd38b3f915a3878d1 | ea8b09ce30ae7019a3e5,,,ACTIVE,unstated,,,,,private_equity,buyout,,
FP_83f6884d9c17711f,FUND_0026,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,1238751,0,1262981,3761249,,,,,,,,,,,,,,,,,,,2020,Buyout,,EXTRACTED,SRC035,3,"Fund Performance: Sorted By Vintage And Strategy / K5 Private Investors, L.P. / Committed",,391b48c81576ce4b05f4 | 3b8d4df399511347a81a | 4aeac2c4a967c4215720 | 61cecbb69951251fa21c | ff8dcf2ad57e521f4f80,,,ACTIVE,,,,,,private_equity,buyout,,
FP_c980dedc2e083ba4,FUND_0027,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,4950000,34267275,1512027,50000,,,,7.23,0.2359,,,,,,,,,,,,,,2005,Venture Capital,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / Madrona Venture Fund III, L.P. / Committed",,5f944cac3f40a7b5a4f2 | 7be8ba5bc3b8cd1baa6f | 7fabf4555e4bf642312a | 87e8b0e2a63066ef32c4 | a26a6c63071f8caace2a | c10d36363d1e2021864d | dbffd4425ee45a1e036d,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_8e77169069700ac6,FUND_0028,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,4750000,9986136,0,0,,,,2.1,0.1132,,,,,,,,,,,,,,2007,Growth Equity,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / Montlake Capital II, L.P. / Committed",,0574e8953a8c10ac2650 | 0fe58296faba51f06234 | 3142fd465928ff057a48 | 3c1dea096b48dc714a9e | 63f7ae2512e1cfd4fa16 | 8e8927e091717caed4f0 | bfb08a9929cf49cdb82e,,,ACTIVE,unstated,,,,,private_equity,growth,,
FP_411559eac9765abf,FUND_0029,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,14000000,13997557,3599655,1442315,0,,,,0.36,-0.1306,,,,,,,,,,,,,,2002,Venture Capital,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / Northwest Technology Ventures, L.P. / Committed",,330d57cbce7aa1868ad7 | 35be05a2cb43861cc64f | 6c5f989b8c8c3ce3c811 | 9b6036c82c0d5919d19e | c63b2e4fa21d6fc603d9 | df5250af101520797d19 | f7bf546787b7ce3bea4e,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_26fb2325ff0e1b50,FUND_0030,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,145000,145000,2565,142435,0,,,,1,0,,,,,,,,,,,,,,2011,Special Situations,,EXTRACTED,SRC035,1,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2011 / Committed,,158c0c163abfecbb1f5d | 56772664f74010ae8283 | 767129f699b236212591 | a04b3a05e56870e42c74 | b502806bcdeadd93d30f | bb4930b89aa2fe1f4550 | e3e9ca4d451ef14af6b3,,,ACTIVE,unstated,,,,,private_equity,special_situations,,
FP_7e987824386db352,FUND_0031,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,175000,175000,755,174245,0,,,,1,0,,,,,,,,,,,,,,2012,Special Situations,,EXTRACTED,SRC035,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2012 / Committed,,1b3030d78c3370fcf3ed | 30eb9dda805b57441e09 | 3987fdf20d90ed4f57bb | 5c8c93d1ee03d68d4fc6 | 760d1cb0c9c9dd3d7f44 | cbd7e985e8540315720c | e852ad0d05d9e3dcc3cc,,,ACTIVE,unstated,,,,,private_equity,special_situations,,
FP_70dba5534c7788df,FUND_0032,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,222250,222250,0,222250,0,,,,1,0,,,,,,,,,,,,,,2013,Special Situations,,EXTRACTED,SRC035,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2013 / Committed,,17250fbc75907753cb5c | 28147c09095f25a2d796 | 38875a71f318b9febdb0 | 47daa215ba853809b71b | 6aaa501c80ea09b46f52 | cd4763a9013c8201a0ed | dabc0a4c6187b27ea374,,,ACTIVE,unstated,,,,,private_equity,special_situations,,
FP_9bb7697b33517a4a,FUND_0033,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,225000,225000,0,225000,0,,,,1,0,,,,,,,,,,,,,,2014,Special Situations,,EXTRACTED,SRC035,2,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2014 / Committed,,352be0b9b6e14b9ae06e | 7d1f8f2050518ec3da8d | 83e9382bc9b226aa9e2b | b39ea038c690830cb31d | cb6604036f7537c39c70 | df6ce83fea1a6f2f69b0 | f4a210140776f3f5048c,,,ACTIVE,unstated,,,,,private_equity,special_situations,,
FP_d479aa60b9b0a5f7,FUND_0034,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1000000,1000000,5441621,1506227,0,,,,6.95,0.1967,,,,,,,,,,,,,,2008,Venture Capital,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2008, LLC / Committed",,09fe4313fa01c533d1b6 | 1845a7159a7df029a358 | 2c5bb8ab0799779eb870 | 45b0ae820a69a7fc7867 | 6efa5275d5708c157441 | d07b322927842a051418 | faa33164eef9a7b7b97a,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_0c465ed4de67329e,FUND_0035,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1500000,1500000,2869007,0,0,,,,1.91,0.2293,,,,,,,,,,,,,,2009,Venture Capital,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2009, LLC / Committed",,2d8bad4f42d56e469bde | 30f968839054588d5764 | 5e9fb188ceedf1404ac7 | 6e7869ede6771ee58566 | 80b1fbf97bf387a075c0 | 8856f0076bbcd2db80e6 | dee11ebd1d9a264e1239,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_e76445da1e800867,FUND_0036,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1500000,1500000,277541,929930,0,,,,0.8,-0.0216,,,,,,,,,,,,,,2010,Venture Capital,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2010, LLC / Committed",,5ebb9d188fde9e91a3ec | 62bdd935404a5a6510c4 | 80350d4bba18cd56e853 | a4b063dc6cb482ae7caf | b5239e23ac7eaab54899 | c8b9582bf752dd6e0def | f1cf7e111dc749e4d936,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_cfa89b5d22558279,FUND_0037,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1500000,1500000,2359274,1920321,0,,,,2.85,0.2869,,,,,,,,,,,,,,2011,Venture Capital,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2011, LLC / Committed",,068210993d3ca776fee4 | 3ce283a0a71273861b0a | 3f63931da686d6bbed05 | 9fc556b58ac66367768a | af6316ff9bcf46af1dbf | b71166557a38079f4076 | c5dc22b979ca2977aea3,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_309a0e055af427ff,FUND_0038,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1500000,1500000,941364,605254,0,,,,1.03,0.0054,,,,,,,,,,,,,,2012,Venture Capital,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2012, LLC / Committed",,0e0c0f7f75b9e92316b0 | 26c51c275a6a0bf17fa2 | 4b8523a1f9768316b5ec | 643aca903c8d587e33ca | 6849dad6d6797784bb4c | a9732370b63172f026d5 | b830ade847acd771e698,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_6d393a69855d0ff4,FUND_0039,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1500000,1500000,109684,5496437,0,,,,3.74,0.163,,,,,,,,,,,,,,2013,Venture Capital,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2013, LLC / Committed",,08d58e639c7f3f5eca7d | 0d795a2c4fa318203400 | 44f26ab3365faa4d7a23 | c84723eefe991cdb76e4 | cd82fe9560218a3bc6c5 | ecad2443f96f16b97243 | fc6c9e9d7e56eab0fdc3,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_7b177d4e78f172f0,FUND_0040,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1500000,1500000,1908054,1719155,0,,,,2.42,0.1205,,,,,,,,,,,,,,2014,Venture Capital,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2014, LLC / Committed",,02ae3d8f24892d711714 | 366caccf83f2e642c5c3 | 4764a8038eab375eed34 | 7f98821c63a8f1580209 | 9e890a86067b59c9a36c | c395376cb6d57d4e0280 | ecfa7e66c456aa1f6331,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_bc8bc918735fed4a,FUND_0041,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1500000,1500000,176438,3846459,0,,,,2.68,0.1673,,,,,,,,,,,,,,2015,Venture Capital,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2015, LLC / Committed",,011164427b4455a4dd04 | 1795a413c3a24b2501c2 | 7ed2928d1eb7f222f35d | 8b5edb6f963e50258634 | a6c37d475fac63fc15da | af75028275551ae0c39f | e3a24fb9c83f07f3fba5,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_dfce64fc6a5f70ce,FUND_0042,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1500000,1500000,817089,6739109,0,,,,5.04,0.3506,,,,,,,,,,,,,,2016,Venture Capital,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2016, LLC / Committed",,1cdcd9f2c5c924539379 | 27fa04c1560d86c92677 | 4197f98d94a342f12e1e | 8ff572b74fd51eb9192a | c30def6e809814a10b7f | f330b85e223194fb27ea | f58ac95a075bfeff846d,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_92ea7874d56c5e8e,FUND_0043,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,1500000,1500000,0,3282386,0,,,,2.19,0.1937,,,,,,,,,,,,,,2017,Venture Capital,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2017, LLC / Committed",,520c8eee731dc1dc0f03 | 65502c2c43479a3141e0 | 955735b692be40e5f923 | 9e82970edee9cc4e5258 | ad641e6c073c5cb886aa | b2ee198cfa0ef4ddd251 | d9996928903871abd54c,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_b3d3e2716cfc4cce,FUND_0044,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,7500000,5700000,479097,7490738,1800000,,,,1.4,0.1601,,,,,,,,,,,,,,2018,Venture Capital,,EXTRACTED,SRC035,3,"Fund Performance: Sorted By Vintage And Strategy / Oregon Venture Fund XII, LLC / Committed",,3cb02da59926723619e6 | 6d351a211751ca3208b1 | 86118ece61a8867c6a6b | 869ea3b07f676aa3dcd1 | 8d024103f0d9f7b3229c | f49ae35b09cdfe0f4de5 | fbbeb017f241d9de6b0c,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_4bd2aeec9b253056,FUND_0045,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,7000000,7000000,6209668,18311665,0,,,,3.5,0.1097,,,,,,,,,,,,,,2006,Venture Capital,,EXTRACTED,SRC035,1,"Fund Performance: Sorted By Vintage And Strategy / OVP Venture Partners VII, L.P. / Committed",,6226af245e99574d29b7 | 6faa3fbbe8e4fbd14cd3 | 877c45b4a5ad6c40c36a | a57781924e3739dd872f | ace1ec8fd25a8318819d | ba212853416f41c9bc02 | c15012a226412e30a81c,,,ACTIVE,unstated,,,,,venture_capital,,,
FP_d500cb09982d57d8,FUND_0046,LP_0018,,,as_of,"December 31, 2021",day,2021-12-31,,,,,lp_position,USD,5000000,4333940,0,9101859,666060,,,,2.1,0.2469,,,,,,,,,,,,,,2016,Venture Capital,,EXTRACTED,SRC035,2,"Fund Performance: Sorted By Vintage And Strategy / Phoenix Venture Partners II, L.P. / Committed",,05236e229c34ef9f439d | 65c8b92d2eb40971d0f7 | 6fce94ae2387b909c96c | 909e7e22d1b9932ee41b | a86e992331e60e0118c7 | cda90f1c05c0939a1b76 | e479297e021a67e759c0,,,ACTIVE,unstated,,,,,venture_capital,,,
