analysis_result_id,entity_id,as_of_date,metric_id,value_numeric,unit,formula_id,input_record_ids,benchmark_id,provenance_type,quality_population,notes
ANL_FUND_0007_20211231_RVPI,FUND_0007,2021-12-31,rvpi,1.337358,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_d042e74626691028,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0007_20211231_TVPI,FUND_0007,2021-12-31,tvpi,1.404305,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_d042e74626691028,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0008_20211231_DPI,FUND_0008,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_f22f1f9b1c0cbddf,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0008_20211231_RVPI,FUND_0008,2021-12-31,rvpi,1,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_f22f1f9b1c0cbddf,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0008_20211231_TVPI,FUND_0008,2021-12-31,tvpi,1,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_f22f1f9b1c0cbddf,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0009_20211231_DPI,FUND_0009,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_cdc51ef994f1c2d4,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0009_20211231_RVPI,FUND_0009,2021-12-31,rvpi,1,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_cdc51ef994f1c2d4,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0009_20211231_TVPI,FUND_0009,2021-12-31,tvpi,1,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_cdc51ef994f1c2d4,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0010_20211231_DPI,FUND_0010,2021-12-31,dpi,0.3572924,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_f1e88476f0c38133,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0010_20211231_RVPI,FUND_0010,2021-12-31,rvpi,1.0133736,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_f1e88476f0c38133,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0010_20211231_TVPI,FUND_0010,2021-12-31,tvpi,1.370666,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_f1e88476f0c38133,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0011_20211231_DPI,FUND_0011,2021-12-31,dpi,0.1534298018,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_338ad79fe446d011,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0011_20211231_RVPI,FUND_0011,2021-12-31,rvpi,1.581219259,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_338ad79fe446d011,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0011_20211231_TVPI,FUND_0011,2021-12-31,tvpi,1.7346490608,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_338ad79fe446d011,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0012_20211231_DPI,FUND_0012,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_dc22e9dd65e73fff,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0012_20211231_RVPI,FUND_0012,2021-12-31,rvpi,1.01238875,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_dc22e9dd65e73fff,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0012_20211231_TVPI,FUND_0012,2021-12-31,tvpi,1.01238875,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_dc22e9dd65e73fff,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0013_20211231_DPI,FUND_0013,2021-12-31,dpi,2.690963664,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_e5a59edb9d3196bf,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0013_20211231_RVPI,FUND_0013,2021-12-31,rvpi,0,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_e5a59edb9d3196bf,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0013_20211231_TVPI,FUND_0013,2021-12-31,tvpi,2.690963664,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_e5a59edb9d3196bf,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0014_20211231_DPI,FUND_0014,2021-12-31,dpi,0.218611462,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_8c029da2330c74cd,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0014_20211231_RVPI,FUND_0014,2021-12-31,rvpi,1.4105344003,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_8c029da2330c74cd,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0014_20211231_TVPI,FUND_0014,2021-12-31,tvpi,1.6291458623,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_8c029da2330c74cd,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0015_20211231_DPI,FUND_0015,2021-12-31,dpi,2.0238270249,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_e4f8333ed5128c9f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0015_20211231_RVPI,FUND_0015,2021-12-31,rvpi,0.25440136,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_e4f8333ed5128c9f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0015_20211231_TVPI,FUND_0015,2021-12-31,tvpi,2.2782283849,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_e4f8333ed5128c9f,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0016_20211231_DPI,FUND_0016,2021-12-31,dpi,1.0564861372,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_5c74c699eb8639ca,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0016_20211231_RVPI,FUND_0016,2021-12-31,rvpi,0.7436213528,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_5c74c699eb8639ca,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0016_20211231_TVPI,FUND_0016,2021-12-31,tvpi,1.80010749,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_5c74c699eb8639ca,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0017_20211231_DPI,FUND_0017,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_1f7659e612b95fd7,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0017_20211231_RVPI,FUND_0017,2021-12-31,rvpi,0.9122425034,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_1f7659e612b95fd7,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0017_20211231_TVPI,FUND_0017,2021-12-31,tvpi,0.9122425034,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_1f7659e612b95fd7,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0018_20211231_DPI,FUND_0018,2021-12-31,dpi,0.6,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_51a54aed2bf2e02c,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0018_20211231_RVPI,FUND_0018,2021-12-31,rvpi,0,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_51a54aed2bf2e02c,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0018_20211231_TVPI,FUND_0018,2021-12-31,tvpi,0.6,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_51a54aed2bf2e02c,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0019_20211231_DPI,FUND_0019,2021-12-31,dpi,0.6983412,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_615ec8eebf9930f2,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0019_20211231_RVPI,FUND_0019,2021-12-31,rvpi,2.2824956,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_615ec8eebf9930f2,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0019_20211231_TVPI,FUND_0019,2021-12-31,tvpi,2.9808368,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_615ec8eebf9930f2,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0020_20211231_DPI,FUND_0020,2021-12-31,dpi,1.414977,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_2162496c10c7a94e,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0020_20211231_RVPI,FUND_0020,2021-12-31,rvpi,1.823713,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_2162496c10c7a94e,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0020_20211231_TVPI,FUND_0020,2021-12-31,tvpi,3.23869,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_2162496c10c7a94e,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0021_20211231_DPI,FUND_0021,2021-12-31,dpi,0.275140212,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_9d1b63113863965c,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0021_20211231_RVPI,FUND_0021,2021-12-31,rvpi,0.883768518,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_9d1b63113863965c,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0021_20211231_TVPI,FUND_0021,2021-12-31,tvpi,1.15890873,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_9d1b63113863965c,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0022_20211231_DPI,FUND_0022,2021-12-31,dpi,0.0003552041,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_98588c2fdc06c433,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0022_20211231_RVPI,FUND_0022,2021-12-31,rvpi,0.8703003019,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_98588c2fdc06c433,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0022_20211231_TVPI,FUND_0022,2021-12-31,tvpi,0.8706555061,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_98588c2fdc06c433,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0023_20211231_DPI,FUND_0023,2021-12-31,dpi,0.0232318064,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_215187974a6dd478,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0023_20211231_RVPI,FUND_0023,2021-12-31,rvpi,0.9838191729,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_215187974a6dd478,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0023_20211231_TVPI,FUND_0023,2021-12-31,tvpi,1.0070509793,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_215187974a6dd478,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0024_20211231_DPI,FUND_0024,2021-12-31,dpi,0.1487544882,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_3772f4c350f5a4d6,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0024_20211231_RVPI,FUND_0024,2021-12-31,rvpi,2.8365261324,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_3772f4c350f5a4d6,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0024_20211231_TVPI,FUND_0024,2021-12-31,tvpi,2.9852806206,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_3772f4c350f5a4d6,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0025_20211231_DPI,FUND_0025,2021-12-31,dpi,0.0576837749,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_e86c4057afdc52b4,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0025_20211231_RVPI,FUND_0025,2021-12-31,rvpi,1.6828852831,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_e86c4057afdc52b4,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0025_20211231_TVPI,FUND_0025,2021-12-31,tvpi,1.740569058,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_e86c4057afdc52b4,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0026_20211231_DPI,FUND_0026,2021-12-31,dpi,0,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_168df293a6f18342,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0026_20211231_RVPI,FUND_0026,2021-12-31,rvpi,1.0195600246,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_168df293a6f18342,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0026_20211231_TVPI,FUND_0026,2021-12-31,tvpi,1.0195600246,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_168df293a6f18342,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0027_20211231_DPI,FUND_0027,2021-12-31,dpi,6.9226818182,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_56e61cc8fb0841ec,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0027_20211231_RVPI,FUND_0027,2021-12-31,rvpi,0.30546,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_56e61cc8fb0841ec,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0027_20211231_TVPI,FUND_0027,2021-12-31,tvpi,7.2281418182,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_56e61cc8fb0841ec,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0028_20211231_DPI,FUND_0028,2021-12-31,dpi,2.1023444211,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_90a17c7720109932,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0028_20211231_RVPI,FUND_0028,2021-12-31,rvpi,0,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_90a17c7720109932,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0028_20211231_TVPI,FUND_0028,2021-12-31,tvpi,2.1023444211,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_90a17c7720109932,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0029_20211231_DPI,FUND_0029,2021-12-31,dpi,0.2571630892,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_9320ca8929bacf9c,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0029_20211231_RVPI,FUND_0029,2021-12-31,rvpi,0.1030404806,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_9320ca8929bacf9c,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0029_20211231_TVPI,FUND_0029,2021-12-31,tvpi,0.3602035698,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_9320ca8929bacf9c,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0030_20211231_DPI,FUND_0030,2021-12-31,dpi,0.0176896552,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FP_1842863ad620273d,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0030_20211231_RVPI,FUND_0030,2021-12-31,rvpi,0.9823103448,multiple,RVPI_NAV_OVER_PAID_IN_V1,FP_1842863ad620273d,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
ANL_FUND_0030_20211231_TVPI,FUND_0030,2021-12-31,tvpi,1,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FP_1842863ad620273d,,EXTRACTED,ERROR_SEVERITY_APPROVED;run_id=EXTRACTED_QC_V1;approved=268;reviewed=269,"Period components recomputed from paid-in capital, distributions, and NAV."
