lineage_id,record_type,record_id,field_name,value_raw,normalized_value,provenance_type,origin_type,source_holding_id,source_observation_id,source_document_id,source_sha256,source_page,source_table,source_row_label,source_column_label,source_occurrence,evidence_quote,definition_keys,pair_id,pair_status,adjudication_status,source_agents,source_review_decision_id,formula_id,parent_lineage_ids,matrix_rule_id,confidence_level,confidence_basis,effective_date,available_at,synthetic_parameter_set_id,notes
HFL_013D4D1869D44828C913,INSTRUMENT,INSTR_SOURCE_9547D5D460AF335C96A7,instrument_kind,Private Equity Investments,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,84525d7b664dd6f9bdfc,61d860ecdd3091835627,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,6,Consolidated Schedule of Investments,"Webster Equity Partners Bristol CF, L.P.",Cost,1,"Webster Equity Partners Bristol CF, L.P.(f)(g) North America 10/15/2021 6,900,397 15,538,674",,PAIR_1ABA7AE218D68AAF3E4A904C,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_01643714334148DB964C,POSITION,POS_SOURCE_A9E55E9E02FA3DD2A29D,cost,"388,046",388046,EXTRACTED,DIRECT_SOURCE,8037180296285dad16de,1d38d6de007f819a81b9,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,6,Consolidated Schedule of Investments,"WCAS XIV, L.P.",Cost,1,"WCAS XIV, L.P.(d)(f)(g) North America 09/30/2025 388,046 636,080",,PAIR_747CDC8E666342DF5E15DEEF,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_019597931C97B8710CF3,POSITION,POS_SOURCE_D0AEFCD0CA57925D342F,quantity,"59,039",59039,EXTRACTED,DIRECT_SOURCE,a05aef29e785283cab80,288f2b94e9a99535bdf3,SRC192,b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230,5,Largest Equity Holdings,Alphabet,Shares,1,"Alphabet 59,039 171,038,345",,PAIR_7393AB7DA9C2375F630186B9,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_01B77AA9FDD58051005F,POSITION,POS_SOURCE_FA39C66451C0DCE7F96E,market_value,"3,269,994",3269994,EXTRACTED,DIRECT_SOURCE,b403b804fc136553c335,964be37a18f53a111611,SRC356,bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5,5,Economically Targeted Investments,SCF-VII LP,Market Value,1,"SCF-VII LP 3,269,994",SCOPE:PROPORTIONATE SHARE,PAIR_2E3B54F3F31693142595EC88,CLASSIFICATION_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_01BDAFAB9ABEE4D41532,POSITION,POS_SOURCE_DEBBE89CBD63C30EF799,fair_value,"86,856",86856,EXTRACTED,DIRECT_SOURCE,09627f059e951d2d6c81,4079122b0c2e1bd51beb,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,5,Consolidated Schedule of Investments,"Paladin III (HR), L.P.",Fair Value,1,"Paladin III (HR), L.P.(d)(f) North America 09/29/2017 15,536 86,856",,PAIR_F0CF1192FDBE7431D8A73284,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_01DA79D2D9471610D14A,POSITION,POS_SOURCE_A5D6AF75D78127B1C508,owner_id,Pomona Investment Fund,OWNER_POMONA_INVESTMENT_FUND,DERIVED,SOURCE_REVIEW,8e64655798565077480d,4da9ff9ba0d830393ccb,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,4,Consolidated Schedule of Investments,Insight Equity II LP,Cost,1,"Insight Equity II LP(d)(f)(g) North America 12/31/2018 1,954,414 986,222",,PAIR_57E7E709E161285D644837C5,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,OWNMAP008,,,HOLDING_OWNER_MAP_V1,HIGH,fact_observation:0fce24830edcfb6ccc78 evidence_quote=Pomona Investment Fund,,,,
HFL_01E41860C996E4A7FFD0,POSITION,POS_SOURCE_B51F1FFF4E238A479671,cost,"11,707,936",11707936,EXTRACTED,DIRECT_SOURCE,52e2b2b7831ee9212a24,8a776a5192cb79f13d1e,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,6,Consolidated Schedule of Investments,Triton Fund IV L.P.,Cost,1,"Triton Fund IV L.P.(d)(f)(g) Europe 06/30/2023 11,707,936 21,486,573",,PAIR_E6941B5AAA3950D4AC08D63B,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_01E583F6F05A88C9D69D,POSITION,POS_SOURCE_CDABD91962F94DD6DBEB,position_class,fund,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,c10de03e97794df49329,51ad4a18d299380aff67,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,1,Consolidated Schedule of Investments,Roark Capital Partners V (TE) LP,Fair Value,1,"Roark Capital Partners V (TE) LP(f) North America 04/30/2018 4,483,135 7,126,621",,PAIR_6389A7AEEC47004B68EAD3B5,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_01F3A043CA778AA03477,POSITION,POS_SOURCE_560ADE7943E1BC9ADAFF,owner_id,Pomona Investment Fund,OWNER_POMONA_INVESTMENT_FUND,DERIVED,SOURCE_REVIEW,2beb7ee26d2459f2e4d8,41b043779631a7eddabd,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,3,Consolidated Schedule of Investments,"Carlyle Partners VIII, L.P.",Fair Value,1,"Carlyle Partners VIII, L.P.(f)(g) North America 09/30/2024 5,389,234 6,258,290",,PAIR_1F40ADF46B011F7A013E5268,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,OWNMAP008,,,HOLDING_OWNER_MAP_V1,HIGH,fact_observation:0fce24830edcfb6ccc78 evidence_quote=Pomona Investment Fund,,,,
HFL_021230179BEA96369E53,POSITION,POS_SOURCE_D2A3C08CCBAD29B8080A,fair_value,"37,793",37793,EXTRACTED,DIRECT_SOURCE,30fad502b78311e61cf3,6eafdcdcbb0feb614459,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,5,Consolidated Schedule of Investments,"Kelso Investment Associates VIII, L.P.",Fair Value,1,"Kelso Investment Associates VIII, L.P.(f)(g) North America 09/29/2017 627,868 37,793",,PAIR_45B375151846C99476AB2146,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_0231BBE8C985EBB67D64,POSITION,POS_SOURCE_B92A0B40DDDDD4581662,owner_id,Pomona Investment Fund,OWNER_POMONA_INVESTMENT_FUND,DERIVED,SOURCE_REVIEW,63f2a5b2ce3be3194030,867027b423f9558f77d8,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,6,Consolidated Schedule of Investments,"TA XII-A, L.P.",Fair Value,1,"TA XII-A, L.P.(f)(g) North America 09/30/2024 8,749,763 11,281,245",,PAIR_04CFB1E37BC9FF0A1C30F5A1,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,OWNMAP008,,,HOLDING_OWNER_MAP_V1,HIGH,fact_observation:0fce24830edcfb6ccc78 evidence_quote=Pomona Investment Fund,,,,
HFL_0265D9AD18C7D2B1588F,POSITION,POS_SOURCE_ED33F128367881A9B082,owner_id,Pomona Investment Fund,OWNER_POMONA_INVESTMENT_FUND,DERIVED,SOURCE_REVIEW,d3a45b6590bbe8ad5f57,693f358558f7f524977e,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,3,Consolidated Schedule of Investments,"Carlyle Partners V, L.P.",Cost,1,"Carlyle Partners V, L.P.(d)(f) North America 12/31/2019 53,331 40,382",,PAIR_4E0897049DBDB6E93FE628F3,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,OWNMAP008,,,HOLDING_OWNER_MAP_V1,HIGH,fact_observation:0fce24830edcfb6ccc78 evidence_quote=Pomona Investment Fund,,,,
HFL_026834272C624B105148,INSTRUMENT,INSTR_SOURCE_E5FB4D67BC6A627CF933,instrument_kind,Private Equity Investments,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,9f7485616c4ce668063b,0dc4c9387208e6b5d07e,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,2,Consolidated Schedule of Investments,"Bain Capital Empire Holdings, L.P.",Fair Value,1,"Bain Capital Empire Holdings, L.P.(d)(f)(g) North America 09/21/2022 17,064,874 17,195,970",,PAIR_580B569C3F0B713A842702D8,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_029E3A6A067D2132F252,TARGET,TARGET_FUND_0683,target_kind,fund,FUND,DERIVED,MATRIX_NORMALIZATION,9ea699e41e20739cbd89,8a70e6c9aa36dbcf9a46,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,5,Consolidated Schedule of Investments,KKR Americas Fund XII L.P.,Cost,1,"KKR Americas Fund XII L.P.(f)(g) North America 03/31/2021 3,576,910 4,682,612",,PAIR_607FA864CA480F5A59D85433,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_02C4562DEE7F052395F1,TARGET,TARGET_FUND_0559,target_kind,fund,FUND,DERIVED,MATRIX_NORMALIZATION,cf64ec04f5dc18b3f452,16d842c631d5e3eaf748,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,4,Consolidated Schedule of Investments,"Gryphon Odin CV, L.P.",Cost,1,"Gryphon Odin CV, L.P.(f)(g) North America 09/05/2024 2,657,232 5,837,012",,PAIR_BBE437FD7CD249D845D248BC,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_02E5F42EFAF8576CD454,TARGET,TARGET_FUND_0566,target_kind,fund,FUND,DERIVED,MATRIX_NORMALIZATION,1180409fdce343a57e78,7796996b950507cf996d,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,1,Consolidated Schedule of Investments,"Gryphon Partners VI-A, L.P.",Cost,1,"Gryphon Partners VI-A, L.P.(d)(f) North America 12/17/2021 9,024,977 9,367,355",,PAIR_C73A02E69E40F60F7A988239,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_02EEEDAAB6DCD853B628,POSITION,POS_SOURCE_E752CB22C135CE820F8B,position_class,fund,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,7727b12e0efd4095c5ec,cf64468053177ed12da7,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,6,Consolidated Schedule of Investments,"Sixth Street Opportunities Partners III (B), L.P.",Cost,1,"Sixth Street Opportunities Partners III (B), L.P.(f) North America 06/30/2015 18,659 16,498",,PAIR_A4C1D00BFFF5E12D86A87D6A,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_03062FD52A5A512B3E3A,POSITION,POS_SOURCE_1D043FEF476E9D4022C5,fair_value,"5,224,785",5224785,EXTRACTED,DIRECT_SOURCE,dbd34d17aae0cc210ef0,01008100b701fd7bc892,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,1,Consolidated Schedule of Investments,Providence Equity Partners IX-A S.C.Sp.,Fair Value,1,"Providence Equity Partners IX-A S.C.Sp.(f)(g) North America 10/05/2023 4,623,984 5,224,785",,PAIR_C78457C4870BBBE52CE757D6,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_03143CA1723E5D1D9929,TARGET,TARGET_FUND_0291,target_kind,fund,FUND,DERIVED,MATRIX_NORMALIZATION,b015f497214105e25f7a,9fe289e7ccb67d872f0b,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,2,Consolidated Schedule of Investments,"American Securities Partners VII, L.P.",Fair Value,1,"American Securities Partners VII, L.P.(d)(f)(g) North America 12/30/2022 25,999,394 18,904,241",,PAIR_16ED1F761B608C5F7AECF126,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_031BA2979864E0E97B0C,TARGET,TARGET_FUND_0274,target_kind,fund,FUND,DERIVED,MATRIX_NORMALIZATION,606c572166e72e642a15,2afcb3e92c44920dcb9c,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,2,Consolidated Schedule of Investments,Advent International GPE VI-A Limited Partnership,Cost,1,"Advent International GPE VI-A Limited Partnership(d)(g) Europe 03/31/2021 41,815 135,447",,PAIR_3239427831DC9A790174409E,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_03475B319CE3139AA7E9,INSTRUMENT,INSTR_SOURCE_2508B53574F4F0618ECA,instrument_kind,Private Equity Investments,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,425e42e6ce8db9a582e1,5cffdb6148073c44f5d6,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,4,Consolidated Schedule of Investments,"Halifax Capital Partners IV, L.P.",Fair Value,1,"Halifax Capital Partners IV, L.P.(d)(f)(g) North America 03/31/2022 8,352,428 12,255,507",,PAIR_DB2DDCD9E6F487D2F2C43229,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_0360C995B46DA0B807A7,INSTRUMENT,INSTR_SOURCE_763B8FA102399D7B6926,instrument_kind,Private Equity Investments,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,d07b3edd86f4f1e40b20,0717b7c83ce639201cef,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,5,Consolidated Schedule of Investments,"Littlejohn Fund V, L.P.",Fair Value,1,"Littlejohn Fund V, L.P.(f)(g) North America 12/29/2023 5,168,632 6,944,728",,PAIR_36173F6BB43B5EA02D8D18B3,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
