observation_id,fund_id,lp_id,lp_name,share_class_name,file_id,metric_id,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,cashflow_date,effective_date,due_date,maturity_date,value_raw,value_numeric,value_text,currency,unit,perspective,measure_basis,fee_basis,provenance_type,source_page,source_anchor,extractor_version,formula_id,synthetic_parameter_set_id,imputation_method,confidence,record_status
8700a725a7918cd54ffe,FUND_0004,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,11.97,11.97,,,%,fund_total,rate,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Adventure Fund I, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
7ef3e2a8d9d9d81b7216,FUND_0004,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Adventure Fund I, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
39fe85dd008955e0d5a0,FUND_0004,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,1.95,1.95,,,x,fund_total,ratio,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Adventure Fund I, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
e4ef5249319010e5e1f8,FUND_0004,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Adventure Fund I, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
dae52795d42ef5b81189,FUND_0010,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$5,000,000",5000000,,USD,currency,fund_total,static,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / DFJ Frontier Fund II, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
6177301f8f7e23449460,FUND_0010,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$5,000,000",5000000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / DFJ Frontier Fund II, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
92053a25ff7132c1a7f2,FUND_0010,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,786,462",1786462,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / DFJ Frontier Fund II, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
c273aea24d1f7b424c0c,FUND_0010,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,3.59,3.59,,,%,fund_total,rate,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / DFJ Frontier Fund II, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
94c0bb6a172f7aa542b8,FUND_0010,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$5,066,868",5066868,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / DFJ Frontier Fund II, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
a0882ccffb723e2a644f,FUND_0010,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,1.37,1.37,,,x,fund_total,ratio,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / DFJ Frontier Fund II, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
7534cea2283a6b881e41,FUND_0010,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / DFJ Frontier Fund II, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
30472d6465d9f0e84432,FUND_0013,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$7,000,000",7000000,,USD,currency,fund_total,static,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Endeavour Capital Fund III, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
11c83cbdced63151f7ff,FUND_0013,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$7,059,089",7059089,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Endeavour Capital Fund III, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
8475d4a6b381b2208c31,FUND_0013,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$18,995,752",18995752,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Endeavour Capital Fund III, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
47f4d263f36bc16f510e,FUND_0013,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,29.66,29.66,,,%,fund_total,rate,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Endeavour Capital Fund III, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
c6a543f32ae0468cec48,FUND_0013,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Endeavour Capital Fund III, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
ca6ae29291d0c9630fca,FUND_0013,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,2.69,2.69,,,x,fund_total,ratio,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Endeavour Capital Fund III, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
ebc8ba16acff022bff35,FUND_0013,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Endeavour Capital Fund III, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
1a67713cbc42c069766a,FUND_0015,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$5,000,000",5000000,,USD,currency,fund_total,static,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Epic Venture Fund IV, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
e74d959dbedd9e72e899,FUND_0015,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$4,958,865",4958865,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Epic Venture Fund IV, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
8565054a2d68c42c660b,FUND_0015,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$10,035,885",10035885,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Epic Venture Fund IV, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
a2146c2f9c7df890da5f,FUND_0015,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,13.17,13.17,,,%,fund_total,rate,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Epic Venture Fund IV, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
e74e2a027f848686b6c8,FUND_0015,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,261,542",1261542,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Epic Venture Fund IV, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
4245ddb7780ae02d2a6e,FUND_0015,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,2.28,2.28,,,x,fund_total,ratio,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Epic Venture Fund IV, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
516e19adacd9055824da,FUND_0015,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$99,500",99500,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Epic Venture Fund IV, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
4e8312e957a70eaa9766,FUND_0018,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$2,000,000",2000000,,USD,currency,fund_total,static,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Fluke Venture Partners II, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
73826c23af8d5a2ff93b,FUND_0018,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$2,000,000",2000000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Fluke Venture Partners II, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
6752b1ebba2aa1536f7c,FUND_0018,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,200,000",1200000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Fluke Venture Partners II, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
a9f768cd3497f9405829,FUND_0018,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,-4.47,-4.47,,,%,fund_total,rate,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Fluke Venture Partners II, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
a483db10d8ffcdc06c08,FUND_0018,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Fluke Venture Partners II, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
9d39c6df14fc3a76a86e,FUND_0018,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,0.60,0.6,,,x,fund_total,ratio,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Fluke Venture Partners II, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
1087c30259abe5d53892,FUND_0018,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Fluke Venture Partners II, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
c10d36363d1e2021864d,FUND_0027,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$5,000,000",5000000,,USD,currency,fund_total,static,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Madrona Venture Fund III, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
a26a6c63071f8caace2a,FUND_0027,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$4,950,000",4950000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Madrona Venture Fund III, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
87e8b0e2a63066ef32c4,FUND_0027,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$34,267,275",34267275,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Madrona Venture Fund III, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
7fabf4555e4bf642312a,FUND_0027,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,23.59,23.59,,,%,fund_total,rate,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Madrona Venture Fund III, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
dbffd4425ee45a1e036d,FUND_0027,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,512,027",1512027,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Madrona Venture Fund III, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
7be8ba5bc3b8cd1baa6f,FUND_0027,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,7.23,7.23,,,x,fund_total,ratio,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Madrona Venture Fund III, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
5f944cac3f40a7b5a4f2,FUND_0027,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$50,000",50000,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Madrona Venture Fund III, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
0574e8953a8c10ac2650,FUND_0028,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$5,000,000",5000000,,USD,currency,fund_total,static,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Montlake Capital II, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
8e8927e091717caed4f0,FUND_0028,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$4,750,000",4750000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Montlake Capital II, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
bfb08a9929cf49cdb82e,FUND_0028,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$9,986,136",9986136,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Montlake Capital II, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
3142fd465928ff057a48,FUND_0028,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,11.32,11.32,,,%,fund_total,rate,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Montlake Capital II, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
0fe58296faba51f06234,FUND_0028,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Montlake Capital II, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
3c1dea096b48dc714a9e,FUND_0028,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,2.10,2.1,,,x,fund_total,ratio,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Montlake Capital II, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
63f7ae2512e1cfd4fa16,FUND_0028,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Montlake Capital II, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
35be05a2cb43861cc64f,FUND_0029,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$14,000,000",14000000,,USD,currency,fund_total,static,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Northwest Technology Ventures, L.P. / Committed",2026-08-22.2,,,,,ACTIVE
6c5f989b8c8c3ce3c811,FUND_0029,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$13,997,557",13997557,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Northwest Technology Ventures, L.P. / Contributed",2026-08-22.2,,,,,ACTIVE
9b6036c82c0d5919d19e,FUND_0029,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$3,599,655",3599655,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Northwest Technology Ventures, L.P. / Distributed",2026-08-22.2,,,,,ACTIVE
c63b2e4fa21d6fc603d9,FUND_0029,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,-13.06,-13.06,,,%,fund_total,rate,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Northwest Technology Ventures, L.P. / IRR (%)",2026-08-22.2,,,,,ACTIVE
df5250af101520797d19,FUND_0029,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,442,315",1442315,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Northwest Technology Ventures, L.P. / Remaining Value",2026-08-22.2,,,,,ACTIVE
f7bf546787b7ce3bea4e,FUND_0029,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,0.36,0.36,,,x,fund_total,ratio,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Northwest Technology Ventures, L.P. / TVPI (X)",2026-08-22.2,,,,,ACTIVE
330d57cbce7aa1868ad7,FUND_0029,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Northwest Technology Ventures, L.P. / Unfunded",2026-08-22.2,,,,,ACTIVE
767129f699b236212591,FUND_0030,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$145,000",145000,,USD,currency,fund_total,static,,EXTRACTED,1,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2011 / Committed,2026-08-22.2,,,,,ACTIVE
e3e9ca4d451ef14af6b3,FUND_0030,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$145,000",145000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2011 / Contributed,2026-08-22.2,,,,,ACTIVE
56772664f74010ae8283,FUND_0030,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$2,565",2565,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2011 / Distributed,2026-08-22.2,,,,,ACTIVE
bb4930b89aa2fe1f4550,FUND_0030,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,0.00,0,,,%,fund_total,rate,,EXTRACTED,1,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2011 / IRR (%),2026-08-22.2,,,,,ACTIVE
158c0c163abfecbb1f5d,FUND_0030,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$142,435",142435,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2011 / Remaining Value,2026-08-22.2,,,,,ACTIVE
b502806bcdeadd93d30f,FUND_0030,,,,SRC035,fund_economics_observation.tvpi,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,1.00,1,,,x,fund_total,ratio,,EXTRACTED,1,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2011 / TVPI (X),2026-08-22.2,,,,,ACTIVE
a04b3a05e56870e42c74,FUND_0030,,,,SRC035,fund_economics_observation.unfunded_commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,$0,0,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Conferences 2011 / Unfunded,2026-08-22.2,,,,,ACTIVE
09fe4313fa01c533d1b6,FUND_0034,,,,SRC035,fund_economics_observation.commitment,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,000,000",1000000,,USD,currency,fund_total,static,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2008, LLC / Committed",2026-08-22.2,,,,,ACTIVE
d07b322927842a051418,FUND_0034,,,,SRC035,fund_economics_observation.paid_in_capital,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,000,000",1000000,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2008, LLC / Contributed",2026-08-22.2,,,,,ACTIVE
45b0ae820a69a7fc7867,FUND_0034,,,,SRC035,fund_economics_observation.distribution,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$5,441,621",5441621,,USD,currency,fund_total,inception_to_date,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2008, LLC / Distributed",2026-08-22.2,,,,,ACTIVE
2c5bb8ab0799779eb870,FUND_0034,,,,SRC035,fund_economics_observation.irr,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,19.67,19.67,,,%,fund_total,rate,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2008, LLC / IRR (%)",2026-08-22.2,,,,,ACTIVE
6efa5275d5708c157441,FUND_0034,,,,SRC035,fund_economics_observation.nav,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,"$1,506,227",1506227,,USD,currency,fund_total,point_in_time,,EXTRACTED,1,"Fund Performance: Sorted By Vintage And Strategy / Oregon Angel Fund 2008, LLC / Remaining Value",2026-08-22.2,,,,,ACTIVE
