position_id,source_holding_id,owner_id,owner_fund_id,instrument_id,position_class,accounting_scope,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,quantity_raw,quantity,quantity_unit,currency,cost,fair_value,market_value,reported_value,realized_proceeds,commitment,unfunded_commitment,principal_amount,notional_amount,fund_ownership_fraction,portfolio_weight_fraction,initial_investment_date,exit_date,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,origin_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status
POS_SOURCE_0ACAB435F3F58666384C,76327062b8f9e00ece33,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,,INSTR_SOURCE_0ACAB435F3F58666384C,DIRECT_COMPANY,portfolio_total,as_of,"December 31, 2021",day,2021-12-31,,,,,"308,364",308364,,USD,,90692936,,,,,,,,,,,,HIGH,source_holding=76327062b8f9e00ece33; owner_decision=OWNMAP003,Reviewed source identity resolves the held name to a company.,EXTRACTED,SOURCE_NORMALIZED,SRC192,5,"Nvidia 308,364 90,692,936",,ACTIVE
POS_SOURCE_0AF353C5BA5301F397BD,ee3396303d15acf4e321,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0AF353C5BA5301F397BD,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3924392,5272573,,,,,,,,,,,,HIGH,source_holding=ee3396303d15acf4e321; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Golden Gate Capital Opportunity Fund-A, LP(d)(f)(g) North America 12/31/2025 3,924,392 5,272,573",,ACTIVE
POS_SOURCE_0B11BFE76CB6FE0C0E06,a8db4a5e391abc8f2a0a,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0B11BFE76CB6FE0C0E06,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,854369,854369,,,,,,,,,,,,HIGH,source_holding=a8db4a5e391abc8f2a0a; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Solamere Capital AF V, LP(d)(f)(g) North America 12/31/2024 854,369 854,369",,ACTIVE
POS_SOURCE_0B3FC51C43DA66358047,3ea91d314e30649da1da,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0B3FC51C43DA66358047,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,495237,111145,,,,,,,,,,,,HIGH,source_holding=3ea91d314e30649da1da; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Summit Partners Private Equity Fund VII-A, L.P.(d)(g) North America 12/31/2018 495,237 111,145",,ACTIVE
POS_SOURCE_0B770F388B1C19C45AA6,4681c388778f642951f4,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0B770F388B1C19C45AA6,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1755711,241828,,,,,,,,,,,,HIGH,source_holding=4681c388778f642951f4; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"AP VIII Private Investors, LLC(d)(f) Europe 06/28/2019 1,755,711 241,828",,ACTIVE
POS_SOURCE_0BEC8FD215289AE25D4E,41a90868a0797fc63d72,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0BEC8FD215289AE25D4E,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3361688,4737223,,,,,,,,,,,,HIGH,source_holding=41a90868a0797fc63d72; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"NewView Capital Fund I, L.P.(d)(f) North America 10/31/2018 3,361,688 4,737,223",,ACTIVE
POS_SOURCE_0C06FE15BDBE7A88B4E9,8fd7fc2b52d8a59f9213,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0C06FE15BDBE7A88B4E9,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1436,2047,,,,,,,,,,,,HIGH,source_holding=8fd7fc2b52d8a59f9213; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Oaktree Opportunities Fund VIII (Cayman) Ltd.(g) North America 12/31/2021 1,436 2,047",,ACTIVE
POS_SOURCE_0C5A8705233B4174E8BC,d636b187bb27f4c5fa3c,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0C5A8705233B4174E8BC,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,872058,1037753,,,,,,,,,,,,HIGH,source_holding=d636b187bb27f4c5fa3c; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"KKR European Fund V (USD) SCSp(f)(g) Europe 03/28/2024 872,058 1,037,753",,ACTIVE
POS_SOURCE_0CF8DA16D069A4CB3567,dd55491c39e77febd501,OWNER_PACKARD_FOUNDATION,,INSTR_SOURCE_0CF8DA16D069A4CB3567,OTHER,portfolio_total,static_no_date,,unknown,,,,,,,,,,132585,,,,,,,,,,,,,MEDIUM,source_holding=dd55491c39e77febd501; owner_decision=OWNMAP006,The source names a program-related investment counterparty but the entity registry has no settled identity.,EXTRACTED,SOURCE_NORMALIZED,SRC373,116,"132,585",,ACTIVE
POS_SOURCE_0DCF5760933B30828B63,2924232937806206d2f5,OWNER_SRC034_VERSA_COMBINED,,INSTR_SOURCE_0DCF5760933B30828B63,UNCLASSIFIED,portfolio_total,as_of,"March 31, 2018",day,2018-03-31,,,,,,,,,3073705,45000000,,,,,,,,,0.1026000000,,,LOW,source_holding=2924232937806206d2f5; owner_decision=OWNMAP001,The source row has no settled investee identity.,EXTRACTED,SOURCE_NORMALIZED,SRC034,4,"3,073,705",,ACTIVE
POS_SOURCE_0E115B5C18C2E69564B9,60532c279c80ae75c7f5,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0E115B5C18C2E69564B9,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,7695962,12153255,,,,,,,,,,,,HIGH,source_holding=60532c279c80ae75c7f5; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Pamlico Capital III Continuation Fund, L.P.(d)(f)(g) North America 01/27/2023 7,695,962 12,153,255",,ACTIVE
POS_SOURCE_0EE4554415BF87E99F01,a143c72287004dce7190,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0EE4554415BF87E99F01,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3322853,7267591,,,,,,,,,,,,HIGH,source_holding=a143c72287004dce7190; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Astorg VII SLP(f)(g) Europe 03/31/2022 3,322,853 7,267,591",,ACTIVE
POS_SOURCE_0EF37677E1DE303CB912,c15c916873c2236c1fe5,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0EF37677E1DE303CB912,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,700729,772269,,,,,,,,,,,,HIGH,source_holding=c15c916873c2236c1fe5; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Green Equity Investors VII, L.P.(d)(f)(g) North America 03/28/2024 700,729 772,269",,ACTIVE
POS_SOURCE_0FDE59B1A61D21592075,48ace82cdd696d65a1f8,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_0FDE59B1A61D21592075,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1440901,1323798,,,,,,,,,,,,HIGH,source_holding=48ace82cdd696d65a1f8; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Great Hill Equity Partners IV, L.P.(d)(g) North America 06/28/2024 1,440,901 1,323,798",,ACTIVE
POS_SOURCE_107AA7A9B660008B1C07,b674a1c21850cac0f8db,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_107AA7A9B660008B1C07,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,896293,541266,,,,,,,,,,,,HIGH,source_holding=b674a1c21850cac0f8db; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"New Mountain Partners IV, L.P.(d)(f)(g) North America 03/31/2023 896,293 541,266",,ACTIVE
POS_SOURCE_10D5BB6BE9BDC1C86A0D,1c3fac71242bfc33b10f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_10D5BB6BE9BDC1C86A0D,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,12913267,9743693,,,,,,,,,,,,HIGH,source_holding=1c3fac71242bfc33b10f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Apax IX USD L.P.(f)(g) Europe 10/19/2023 12,913,267 9,743,693",,ACTIVE
POS_SOURCE_111A33E4603758AE8EC6,056786ccfd4460a01777,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_111A33E4603758AE8EC6,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,126092,169369,,,,,,,,,,,,HIGH,source_holding=056786ccfd4460a01777; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Clearlake Capital Partners III, L.P.(f)(g) North America 09/30/2022 126,092 169,369",,ACTIVE
POS_SOURCE_114771E84AFA4C0CC3A5,728a5d3c51461478361f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_114771E84AFA4C0CC3A5,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1907146,2459508,,,,,,,,,,,,HIGH,source_holding=728a5d3c51461478361f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"ABRY Partners IX, L.P.(f)(g) North America 03/28/2024 1,907,146 2,459,508",,ACTIVE
POS_SOURCE_1239BD9CAF58511CE44B,16f4e473eb75b16c6131,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_1239BD9CAF58511CE44B,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1390540,1283443,,,,,,,,,,,,HIGH,source_holding=16f4e473eb75b16c6131; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Verdane Capital IX AB(f)(g) Europe 12/31/2024 1,390,540 1,283,443",,ACTIVE
POS_SOURCE_1245E6CED68E83784E4C,f6fec21df4ca15f95ca5,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_1245E6CED68E83784E4C,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1701384,118969,,,,,,,,,,,,HIGH,source_holding=f6fec21df4ca15f95ca5; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"H.I.G. Capital Partners IV, L.P.(d) North America 12/31/2018 1,701,384 118,969",,ACTIVE
POS_SOURCE_12FAADA7AA82DCBBABFC,6d8efa05090c157b6284,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_12FAADA7AA82DCBBABFC,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,4193650,3973347,,,,,,,,,,,,HIGH,source_holding=6d8efa05090c157b6284; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Norwest Mezzanine Partners V-A, LP(f)(g) North America 09/30/2023 4,193,650 3,973,347",,ACTIVE
POS_SOURCE_134783B32D531782F5E0,65ed2ed25402d5325deb,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_134783B32D531782F5E0,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,86179,21327,,,,,,,,,,,,HIGH,source_holding=65ed2ed25402d5325deb; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Tennenbaum Opportunities Fund V, LLC(d) North America 09/29/2017 86,179 21,327",,ACTIVE
POS_SOURCE_144D92FC8DA44EC7C25F,194655fcce212c4101a0,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_144D92FC8DA44EC7C25F,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,166905,865847,,,,,,,,,,,,HIGH,source_holding=194655fcce212c4101a0; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"BC Life Sciences Private Investors, L.P.(d)(f) North America 06/30/2020 166,905 865,847",,ACTIVE
POS_SOURCE_1539D939CAA876A31385,06e04a42b53feb0f76f8,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_1539D939CAA876A31385,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1427220,579097,,,,,,,,,,,,HIGH,source_holding=06e04a42b53feb0f76f8; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Bain Capital Asia Fund II, L.P.(d)(f)(g) Rest of World 12/31/2019 1,427,220 579,097",,ACTIVE
POS_SOURCE_167416903DDA9C6E888C,6e8f6a0e007f906723d5,OWNER_PACKARD_FOUNDATION,,INSTR_SOURCE_167416903DDA9C6E888C,OTHER,portfolio_total,static_no_date,,unknown,,,,,,,,,,575000,,,,,,,,,,,,,MEDIUM,source_holding=6e8f6a0e007f906723d5; owner_decision=OWNMAP006,The source names a program-related investment counterparty but the entity registry has no settled identity.,EXTRACTED,SOURCE_NORMALIZED,SRC373,116,"575,000",,ACTIVE
POS_SOURCE_16865901C0C9EDC152A2,4a207818915b10d61255,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,,INSTR_SOURCE_16865901C0C9EDC152A2,DEBT_INVESTMENT,portfolio_total,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,USD,,37249844,,,,,,,35940000,,,,,LOW,source_holding=4a207818915b10d61255; owner_decision=OWNMAP003,The printed row is a security title; the current company alias is not treated as issuer identity.,EXTRACTED,SOURCE_NORMALIZED,SRC192,5,"35,940,000 37,249,844",,ACTIVE
POS_SOURCE_17CAC90E43091505488F,dbd9ef5c0dcbfa52a040,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_17CAC90E43091505488F,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,4135283,3347924,,,,,,,,,,,,HIGH,source_holding=dbd9ef5c0dcbfa52a040; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Trident VI, L.P.(f)(g) North America 06/30/2023 4,135,283 3,347,924",,ACTIVE
POS_SOURCE_19B16AC2D4B36C2A806F,b6c42a9acfff531fdbee,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_19B16AC2D4B36C2A806F,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,709265,871493,,,,,,,,,,,,HIGH,source_holding=b6c42a9acfff531fdbee; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"EQT VIII (No.2) SCSp(d)(f)(g) Europe 03/28/2024 709,265 871,493",,ACTIVE
POS_SOURCE_1A6DB88691D7D1BA9796,33b06fb843825a6ed6aa,OWNER_FUND_1060,FUND_1060,INSTR_SOURCE_1A6DB88691D7D1BA9796,DIRECT_COMPANY,fund_total,as_of,"June 30, 2025",day,2025-06-30,,,,,,,,USD,,,498658,,,,,,,,,,,HIGH,source_holding=33b06fb843825a6ed6aa; owner_decision=OWNMAP005,Reviewed source identity resolves the held name to a company.,EXTRACTED,SOURCE_NORMALIZED,SRC356,5,"DIRECT INVESTMENT #2 498,658",,ACTIVE
POS_SOURCE_1AEF61D9BE8B13938C24,ddde089164ee212c9f66,OWNER_FUND_1060,FUND_1060,INSTR_SOURCE_1AEF61D9BE8B13938C24,FUND_INTEREST,fund_total,as_of,"June 30, 2025",day,2025-06-30,,,,,,,,USD,,,21939508,,,,,,,,,,,HIGH,source_holding=ddde089164ee212c9f66; owner_decision=OWNMAP005,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC356,5,"SCF-VIII LP 21,939,508",,ACTIVE
POS_SOURCE_1B4B53D5F8F33C26B7D9,e5dbf6e1b68d50eb0cf9,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_1B4B53D5F8F33C26B7D9,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3579038,4022057,,,,,,,,,,,,HIGH,source_holding=e5dbf6e1b68d50eb0cf9; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Clearlake Capital Partners VII (USTE), L.P.(d)(f) North America 09/17/2021 3,579,038 4,022,057",,ACTIVE
POS_SOURCE_1B613DB344F89D74853A,73bc2d98881bafa101bd,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_1B613DB344F89D74853A,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2034645,3141706,,,,,,,,,,,,HIGH,source_holding=73bc2d98881bafa101bd; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Lightspeed Venture Partners IX, L.P.(d)(g) North America 12/31/2020 2,034,645 3,141,706",,ACTIVE
POS_SOURCE_1B955F60C69D4C5FB882,aa68d99268921b135e3f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_1B955F60C69D4C5FB882,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1640438,2024814,,,,,,,,,,,,HIGH,source_holding=aa68d99268921b135e3f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Silver Lake Partners V, L.P.(f)(g) North America 06/30/2020 1,640,438 2,024,814",,ACTIVE
POS_SOURCE_1C58F661293816B0D80C,785b962963934e97a0a6,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_1C58F661293816B0D80C,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,15405988,18334566,,,,,,,,,,,,HIGH,source_holding=785b962963934e97a0a6; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"FS Equity Partners CV1, L.P.(d)(f)(g) North America 04/03/2025 15,405,988 18,334,566",,ACTIVE
POS_SOURCE_1C658AACB5BECD90F12D,16f80d62689e6ca7b4d1,OWNER_FUND_1060,FUND_1060,INSTR_SOURCE_1C658AACB5BECD90F12D,FUND_INTEREST,fund_total,as_of,"June 30, 2025",day,2025-06-30,,,,,,,,USD,,,6415987,,,,,,,,,,,HIGH,source_holding=16f80d62689e6ca7b4d1; owner_decision=OWNMAP005,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC356,5,"TEAKWOOD CAPITAL III (CO-INVESTMENT) LP 6,415,987",,ACTIVE
POS_SOURCE_1C7F3257610414BBFE7E,5124d2f62da2d8b30786,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_1C7F3257610414BBFE7E,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,6551312,7953104,,,,,,,,,,,,HIGH,source_holding=5124d2f62da2d8b30786; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"CP VII Investors, L.P.(f)(g) North America 03/31/2025 6,551,312 7,953,104",,ACTIVE
POS_SOURCE_1CF159FB9A256ED0D8C2,dbe14c3696fbb2738d7b,OWNER_PACKARD_FOUNDATION,,INSTR_SOURCE_1CF159FB9A256ED0D8C2,OTHER,portfolio_total,static_no_date,,unknown,,,,,,,,,,500000,,,,,,,,,,,,,MEDIUM,source_holding=dbe14c3696fbb2738d7b; owner_decision=OWNMAP006,The source names a program-related investment counterparty but the entity registry has no settled identity.,EXTRACTED,SOURCE_NORMALIZED,SRC373,116,"500,000",,ACTIVE
