record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
investment_position,security_class,Title of Class; Asset type; Title/description of investment; EQUITY SECURITIES; PREFERRED STOCKS AND CONVERTIBLE SECURITIES; PURCHASED OPTIONS; DEBT SECURITIES; INVESTMENT FUNDS; HEDGE FUND INVESTMENT FUNDS; PRIVATE INVESTMENT FUNDS; EQUITY SECURITIES; PREFERRED STOCKS AND CONVERTIBLE SECURITIES; PURCHASED OPTIONS; DEBT SECURITIES; INVESTMENT FUNDS; HEDGE FUND INVESTMENT FUNDS; PRIVATE INVESTMENT FUNDS; EQUITIES; FIXED INCOME; PRIVATE FUND INVESTMENTS; PREFERRED SECURITIES; CONVERTIBLE SECURITIES; TBA; OPTIONS; FUTURES; SWAPS; EQUITIES; FIXED INCOME; PRIVATE FUND INVESTMENTS; PREFERRED SECURITIES; CONVERTIBLE SECURITIES; TBA; OPTIONS; FUTURES; SWAPS,"Printed security class, instrument class, or equivalent position-level class.",SRC499,9,9,6,66.7,34930,5821.7,HIGH,"Distinguishes equity, debt, option and other holding classes when printed.",MERGED,asset_type,SRC499,14,SRC499 is a blank template; retro-check SRC407 found no separate security-class column beyond schedule category.
investment_position,quantity,SHRS OR PRN AMT; total number of shares or principal amount; Balance; SHARES; CONTRACTS; PAR VALUE (1); SHARES; CONTRACTS; PAR VALUE (1); SHARES; SHARES,"Printed position quantity, shares, units, or principal amount.",SRC499,9,9,6,66.7,23877,3979.5,HIGH,Position sizing independent of valuation.,MERGED,quantity_raw,SRC499,14,Template only in SRC499; absent from SRC407 PE table.
holding,quantity_type,SH/PRN; shares; principal amount; other units; contracts; SHARES; CONTRACTS; PAR VALUE,Exact printed unit type qualifying quantity.,SRC499,9,9,6,66.7,23877,3979.5,HIGH,"Prevents mixing shares, contracts and principal/par amounts.",CORE,,SRC499,14,Template only in SRC499.
position_identifier,identifier_type,CUSIP; FIGI; LEI; ISIN; Ticker; Other unique identifier,Printed identifier namespace/type.,SRC499,9,9,2,22.2,0,0.0,HIGH,Cross-source security/entity matching without hard-coding one identifier system.,EXTENSION,,SRC499,7,Candidate child structure; SRC407 has no security identifier.
position_identifier,identifier_value,CUSIP Number; FIGI; LEI; ISIN; Ticker; Other unique identifier,Exact printed identifier value paired with identifier_type.,SRC499,9,9,2,22.2,0,0.0,HIGH,Deterministic position/security matching when a source supplies identifiers.,EXTENSION,,SRC499,7,Blank form supplies schema only.
regulatory_position_fields,investment_discretion,Investment Discretion; SOLE; DFND; OTR,Form 13F investment-discretion classification.,SRC499,9,9,1,11.1,0,0.0,HIGH,Limited value for alternative-investment position analytics.,DROP,,SRC499,8,"Regulatory-specific; absent from SRC407. Checkpoint 5: regulatory-only and not useful enough for cross-alts holdings schema. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema."
regulatory_position_fields,voting_authority,Voting Authority - Sole / Shared / None,Form 13F voting-authority share counts.,SRC499,9,9,1,11.1,0,0.0,HIGH,Limited value for private-market holding extraction.,DROP,,SRC499,9,"Regulatory-specific; absent from SRC407. Checkpoint 5: regulatory-only and not useful enough for cross-alts holdings schema. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema."
investment_position,asset_class,Private Equity; Private Credit; Real Assets; Real Estate; Private Equity Investments; By Asset Class; Equities; Core Fixed Income; Non-Core Fixed Income; Real Estate; Real Return; Private Equity; EQUITY SECURITIES; DEBT SECURITIES; PRIVATE INVESTMENT FUNDS; HEDGE FUND INVESTMENT FUNDS; EQUITY SECURITIES; DEBT SECURITIES; PRIVATE INVESTMENT FUNDS; HEDGE FUND INVESTMENT FUNDS; EQUITIES; FIXED INCOME; PRIVATE FUND INVESTMENTS; MULTI ASSET AND OTHER; PREFERRED SECURITIES; CONVERTIBLE SECURITIES; derivatives; EQUITIES; FIXED INCOME; PRIVATE FUND INVESTMENTS; MULTI-ASSET; PREFERRED SECURITIES; CONVERTIBLE SECURITIES; derivatives,Printed asset-class or major schedule section applying to the position.,SRC407,9,9,7,77.8,36408,5201.1,HIGH,Core exposure classification across heterogeneous schedules.,MERGED,asset_type,SRC065,3,Discovered at document 3 and retro-checked: SRC407 positions are under Private Equity Investments; absent from blank 13F form.
investment_position,manager_name,"Manager subtotal / heading rows (e.g., Adams Street Partners, LLC)",Printed investment manager/GP associated with the position when the table groups holdings by manager.,SRC065,9,9,1,11.1,311,311.0,MEDIUM,"Manager concentration, exposure aggregation, and entity matching.",DROP,,SRC065,3,"Inherited from printed manager hierarchy; absent as a separate per-position field in SRC407 and 13F. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema."
investment_position,commitment,Commitments,Printed total commitment to the fund/position.,SRC065,9,9,1,11.1,311,311.0,HIGH,Exposure sizing and unfunded-liability analysis.,DROP,,SRC065,3,"SRC407 only indicates some positions are not fully funded; no position-level commitment amount. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: analytically useful in SRC065 but only one sampled document provides this private-fund performance/capital row structure; not promoted into the Schedule_Inv core."
investment_position,contributions,Contributions; Contributions,Printed cumulative contributions/capital funded to the position.,SRC065,9,9,2,22.2,1094,547.0,HIGH,Capital deployment and exposure lifecycle.,DROP,,SRC065,3,"Printed cumulative amount; not treated as cost. SRC477 values are period activity, whereas SRC065 values are cumulative; basis must remain source/context aware. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: analytically useful in SRC065 but only one sampled document provides this private-fund performance/capital row structure; not promoted into the Schedule_Inv core."
investment_position,distributions,Distributions; Distributions,Printed cumulative distributions received from the position.,SRC065,9,9,2,22.2,1094,547.0,HIGH,Realized cash-return evidence at position/fund level.,DROP,,SRC065,3,"Printed value; no recomputation. SRC477 values are period activity, whereas SRC065 values are cumulative. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: analytically useful in SRC065 but only one sampled document provides this private-fund performance/capital row structure; not promoted into the Schedule_Inv core."
investment_position,remaining_commitment,Remaining Commitment,Printed unfunded or remaining commitment amount.,SRC065,9,9,1,11.1,311,311.0,HIGH,Liquidity and future capital-call risk.,DROP,,SRC065,3,"More informative amount than SRC407 footnote-only unfunded_flag; synonym merge to evaluate at checkpoint. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: analytically useful in SRC065 but only one sampled document provides this private-fund performance/capital row structure; not promoted into the Schedule_Inv core."
investment_position,investment_multiple,Investment Multiple,Printed investment multiple for the position.,SRC065,9,9,1,11.1,286,286.0,HIGH,Compact reported performance context when a source supplies it.,DROP,,SRC065,3,"286 of 311 fund rows print a multiple; no calculation performed. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: analytically useful in SRC065 but only one sampled document provides this private-fund performance/capital row structure; not promoted into the Schedule_Inv core."
investment_position,irr,IRR,Printed internal rate of return for the position/fund.,SRC065,9,9,1,11.1,286,286.0,HIGH,Reported performance context alongside position value and cash-flow fields.,DROP,,SRC065,3,"286 of 311 fund rows print IRR; preserve as reported, do not calculate. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: analytically useful in SRC065 but only one sampled document provides this private-fund performance/capital row structure; not promoted into the Schedule_Inv core."
investment_position,vintage_year,Vintage Year,Printed vintage year of the private-market fund/position.,SRC065,9,9,1,11.1,311,311.0,HIGH,"Lifecycle, peer grouping, pacing and maturity context.",DROP,,SRC065,3,"Fund-level year printed for all 311 fund rows. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: analytically useful in SRC065 but only one sampled document provides this private-fund performance/capital row structure; not promoted into the Schedule_Inv core."
holding,currency,Currency; ISO 4217 code; ($); STATED IN U.S. DOLLARS,Printed currency or explicit source currency context for reported monetary values.,SRC501,9,9,5,55.6,34930,6986.0,HIGH,Essential monetary-value context.,CORE,,SRC501,13,Blank template; retro-check did not treat generic dollar symbols as a position-level currency field. Document schedule headers explicitly state dollar amounts.
investment_position,percent_of_net_assets,Percentage value compared to net assets of the Fund; Weight,Printed position value as a percentage of fund/net assets.,SRC501,9,9,2,22.2,199,99.5,HIGH,Direct concentration measure without downstream computation.,MERGED,position_weight_raw,SRC501,13,"SRC407 prints percentages for investment categories, not individual PE positions; not counted there."
investment_position,country,Country of investment or issuer; ISO country code,"Printed country of issuer, investment, or risk/economic exposure.",SRC501,9,9,1,11.1,0,0.0,HIGH,Geographic exposure at finer resolution than broad region.,MERGED,geography,SRC501,14,Potential synonym/companion to geographic_region; checkpoint merge challenge required.
holding,restricted_security_flag,Restricted security; 144A; Restricted Security? [Y/N],"Printed indication that the holding is restricted, a private placement, or explicitly designated 144A/restricted.",SRC407,9,9,4,44.4,2631,657.8,MEDIUM,Liquidity and transferability risk.,CORE,,SRC407,7,Discovered at document 4; retro-check SRC407 states its PE investments are restricted securities. SRC501 is template-only. Direct printed restriction designation embedded in security names. Direct printed restriction designation embedded in security names.
investment_position,fair_value_level,Level within the fair value hierarchy [1/2/3]; N/A if NAV practical expedient,Printed ASC 820 fair-value hierarchy level or N/A when NAV practical expedient applies.,SRC407,9,9,2,22.2,384,192.0,MEDIUM,Valuation-observability and model-risk context.,DROP,,SRC407,11,"SRC407 states all $1.8169bn PE investments use NAV practical expedient and are outside hierarchy; SRC501 is template-only. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema."
investment_position,liquidity_classification,Highly Liquid; Moderately Liquid; Less Liquid; Illiquid Investments,Printed regulatory or schedule liquidity classification assigned to a holding.,SRC501,9,9,1,11.1,0,0.0,HIGH,Direct liquidity-risk classification when supplied.,DROP,,SRC501,14,"Blank N-PORT template only so far. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: only present as blank N-PORT template fields in the fixed sample; insufficient empirical support for the compact schema."
holding,maturity_date,Maturity date; DUE [date]; MATURITY,"Printed maturity date for a debt security, TBA, future, swap, or other dated instrument.",SRC501,9,9,5,55.6,10196,2039.2,HIGH,"Duration, refinancing and instrument-term analysis.",CORE,,SRC501,14,Template only; retro-check prior documents found no debt maturity column.
investment_position,coupon_rate,Coupon; Annualized rate; [rate]% DUE; VAR RATE; [rate]% DUE; VAR RATE; COUPON %; COUPON %,Printed coupon/interest rate for a debt position.,SRC501,9,9,5,55.6,10196,2039.2,HIGH,Income and rate-risk characterization for debt holdings.,MERGED,interest_rate_raw,SRC501,14,Template only. 891 debt rows print numeric rates and 295 print VAR RATE; field records printed rate representation rather than deriving a rate. 753 numeric coupon rows and 382 VAR RATE rows.
credit_terms,default_flag,Currently in default? [Y/N],Printed default status for a debt position.,SRC501,9,9,1,11.1,0,0.0,HIGH,Direct credit-quality flag.,DROP,,SRC501,15,"Template only. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: only present as blank N-PORT template fields in the fixed sample; insufficient empirical support for the compact schema."
credit_terms,interest_arrears_flag,interest payments in arrears / coupon payments legally deferred? [Y/N],Printed indicator that interest is in arrears or legally deferred.,SRC501,9,9,1,11.1,0,0.0,HIGH,Credit stress and cash-interest quality.,DROP,,SRC501,15,"Template only. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: only present as blank N-PORT template fields in the fixed sample; insufficient empirical support for the compact schema."
credit_terms,pik_flag,Is any portion of the interest paid in kind? [Y/N],Printed indicator that interest is actually paid in kind.,SRC501,9,9,1,11.1,0,0.0,HIGH,Cash-interest quality and borrower stress analysis.,DROP,,SRC501,15,"Template only. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: only present as blank N-PORT template fields in the fixed sample; insufficient empirical support for the compact schema."
holding,geography,Geographic Region; Country of investment or issuer; DOMESTIC; FOREIGN,Exact printed geographic region/country classification attached to a holding; preserve source granularity.,SRC407,9,9,4,44.4,3497,874.2,HIGH,Geographic concentration/exposure analysis.,CORE,,SRC407,1,"Checkpoint-5 synonym/granularity merge of geographic_region and country. N-PORT is template-only, so contributes presence but no populated observations."
investment_position,position_weight_pct,Percentage value compared to net assets of the Fund; Weight; % of Total; % of Total Equities; % of Total Fixed Income; % of Total Equities; % of Total Fixed Income,Printed holding/pool value as a percentage of the relevant portfolio or net assets.,SRC501,9,9,4,44.4,239,59.8,HIGH,Direct concentration measure without calculation.,MERGED,position_weight_raw,SRC477,3,Checkpoint-5 merge of percent_of_net_assets and Weight. N-PORT is template-only; SRC477 supplies populated weights.
position_activity,beginning_value,,Printed beginning-of-period market value for a position activity row.,SRC477,9,9,1,11.1,783,783.0,HIGH,Supports source-reported value roll-forward and period movement analysis.,DROP,,SRC477,14,"Checkpoint 5: supported in SRC477 only; retain/drop decision depends on independent recurrence. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: rich SRC477 period-activity roll-forward structure did not recur independently, so it is dropped rather than creating a publisher-specific child table."
position_activity,transfers,,Printed period transfers for a position activity row.,SRC477,9,9,1,11.1,783,783.0,HIGH,Explains changes in holdings across internal pools without inferring transactions.,DROP,,SRC477,14,"Checkpoint 5: supported in SRC477 only; retain/drop decision depends on independent recurrence. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: rich SRC477 period-activity roll-forward structure did not recur independently, so it is dropped rather than creating a publisher-specific child table."
position_activity,fees,,Printed period fees charged to the position/pool.,SRC477,9,9,1,11.1,783,783.0,HIGH,Cost and net-return context when shown at position/pool level.,DROP,,SRC477,14,"Checkpoint 5: supported in SRC477 only; retain/drop decision depends on independent recurrence. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: rich SRC477 period-activity roll-forward structure did not recur independently, so it is dropped rather than creating a publisher-specific child table."
position_activity,income,,Printed period investment income for the position/pool.,SRC477,9,9,1,11.1,783,783.0,HIGH,Cash/income contribution to value change.,DROP,,SRC477,14,"Checkpoint 5: supported in SRC477 only; retain/drop decision depends on independent recurrence. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: rich SRC477 period-activity roll-forward structure did not recur independently, so it is dropped rather than creating a publisher-specific child table."
position_activity,realized_unrealized_gain_loss,Gains - Realized & Unrealized,Printed combined realized and unrealized gain/loss for the period.,SRC477,9,9,1,11.1,783,783.0,HIGH,Explains reported market-value change without decomposing or computing it.,DROP,,SRC477,14,"Checkpoint 5: supported in SRC477 only; retain/drop decision depends on independent recurrence. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema. Final: rich SRC477 period-activity roll-forward structure did not recur independently, so it is dropped rather than creating a publisher-specific child table."
allocation_summary,target_weight_pct,Long Term Target,Printed long-term target allocation weight.,SRC477,9,9,1,11.1,34,34.0,HIGH,Policy-allocation context rather than holding identity; low priority for Schedule_Inv.,DROP,,SRC477,4,"Checkpoint 5: supported in SRC477 only; retain/drop decision depends on independent recurrence. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema."
document_context,portfolio_name,Pomona Investment Fund; Institutional Investment Manager Filing this Report - Name; Combined Funds; Name of Registrant / Series; Land Grant Permanent Fund / other named funds and pools; PERMANENT UNIVERSITY FUND; CORE RETIREMENT INVESTMENT TRUST FUND; VARIABLE RETIREMENT INVESTMENT TRUST FUND,"Exact printed fund, trust, account, pool, series, reporting manager, or portfolio name whose holdings the position belongs to; inherit to positions without normalizing the name.",SRC407,9,9,9,100.0,36408,4045.3,HIGH,"Essential ownership/account context for positions, especially composite schedules containing multiple trusts, funds, pools, or reporting portfolios.",MERGED,parent_entity,SRC214,3,"Discovered explicitly at document 9 and retroactively checked across documents 1-8. Blank SEC forms provide the structural reporting-manager/registrant-series field but no populated observations; 36,408 populated position rows across the seven populated holdings reports inherit printed portfolio/reporting context."
holding,parent_entity,Pomona Investment Fund; reporting manager name; Combined Funds; registrant/series; Land Grant Permanent Fund; PERMANENT UNIVERSITY FUND; CORE/VARIABLE RETIREMENT INVESTMENT TRUST FUND,"Exact printed fund, trust, account, pool, series, reporting manager, or portfolio whose holding row belongs to; inherit without normalizing.",SRC407,9,9,9,100.0,36408,4045.3,HIGH,Essential ownership/account context for every holding and for composite schedules containing multiple portfolios.,CORE,,SRC214,3,Late-discovered essential context; retroactively checked against all documents 1-8 before finalization. Blank regulatory forms provide the structural field but no populated position observations.
holding,investment_name,Private Equity Investments row label; Name of Issuer; investment/fund row; Name of issuer / title or description; Investment Name; SECURITY; NAME,"Exact printed name or description identifying the investment, security, private fund, currency position, or derivative holding.",SRC407,9,9,9,100.0,36408,4045.3,HIGH,Primary position identity and linkage field.,CORE,,SRC407,1,
holding,asset_type,Private Equity Investments; Title of Class; Private Equity/Private Credit/Real Assets/Real Estate; Asset type; Equities; Fixed Income; Debt Securities; Private Investment Funds; Options/Futures/Swaps,"Printed high-level asset, security, or instrument class applying to the holding; preserve source wording and section inheritance.",SRC407,9,9,9,100.0,36408,4045.3,HIGH,"Common classification spine across private funds, public securities, debt, cash, and derivatives.",CORE,,SRC214,3,Checkpoint/final merge of asset_class and security_class; avoids separate schemas by asset class.
holding,investment_type,Direct Investments/Co-Investments; Primary Investments; Early Secondary Investments; Secondary Investments; Investment Pools; Domestic Common Stocks; Credit; Private Equity; Venture; Infrastructure; Real Estate,"Printed lower-level investment category, strategy, or schedule subgroup applying to the holding.",SRC407,9,9,6,66.7,36097,6016.2,HIGH,Provides useful investment-style/substrategy detail without one field per category.,CORE,,SRC407,1,
holding,quantity_raw,SHRS OR PRN AMT; Balance; SHARES; CONTRACTS; PAR VALUE (1),"Exact printed position quantity, share count, contract count, par/principal amount, or other unit amount.",SRC499,9,9,6,66.7,23877,3979.5,HIGH,Position sizing independent of fair value.,CORE,,SRC359,3,
holding,cost_raw,Cost; COST,"Exact printed accounting cost, allocated acquisition cost, or source cost for the holding.",SRC407,9,9,3,33.3,5961,1987.0,HIGH,Cost basis for investment-value analysis while preserving source basis; no inferred unrealized gain.,CORE,,SRC407,1,Below 60% prevalence but retained as high-value generic holding context; source notes can qualify allocated cost.
holding,fair_value_raw,"Fair Value; Market Value; Value (U.S. dollars); FAIR VALUE; September 30, 2022 Market Value","Exact printed fair value, market value, or reported current value of the holding at the as-of date.",SRC407,9,9,9,100.0,36408,4045.3,HIGH,Core exposure and valuation measure.,CORE,,SRC214,3,
holding,position_weight_raw,Percentage value compared to net assets of the Fund; Weight; % of Total; % of Total Equities; % of Total Fixed Income,"Exact printed holding or pool weight relative to the source-defined portfolio, fund, asset-class, or net-assets denominator.",SRC501,9,9,4,44.4,239,59.8,HIGH,Direct concentration measure while preserving the source denominator instead of assuming all percentages are %NAV.,CORE,,SRC477,3,Final consolidation deliberately does not normalize all weights to percent NAV.
holding,interest_rate_raw,Coupon; Annualized rate; [rate]% DUE; VAR RATE; COUPON %,"Exact printed coupon, stated rate, or variable-rate label for an interest-bearing holding.",SRC501,9,9,5,55.6,10196,2039.2,HIGH,Income/rate-risk context for debt positions without back-solving or normalizing a missing rate.,CORE,,SRC359,36,Numeric coupons and literal VAR RATE are both preserved as printed.
derivative_position,derivative_type,Open Foreign Currency Forward Contracts; Open Equity Forward Contracts; derivative instrument type; PURCHASED OPTIONS; Foreign Currency Contracts; Options Contracts; Futures Contracts; Swaps Contracts,Printed derivative instrument family/type applying to a derivative position.,SRC407,9,9,6,66.7,594,99.0,HIGH,"Separates forwards, options, futures, swaps/swaptions and other derivative overlays.",EXTENSION,,SRC214,258,Retro-checked across all nine documents during final consolidation; N-PORT provides template structure but no populated observations.
derivative_position,derivative_date,Settlement Date; Expiration date; ED [date]; MATURITY; Termination or maturity date,"Exact printed settlement, expiration, maturity, or termination date for the derivative.",SRC407,9,9,6,66.7,504,84.0,HIGH,Core lifecycle/date term for derivative positions.,EXTENSION,,SRC359,34,
derivative_position,derivative_date_role,Settlement Date; Expiration date; MATURITY; Termination or maturity,"Printed role of derivative_date, retained so settlement, expiration and maturity are not conflated.",SRC407,9,9,6,66.7,504,84.0,HIGH,Preserves date semantics across derivative types.,EXTENSION,,SRC407,7,
derivative_position,contract_type,CALL; PUT; option/warrant type,Exact printed contract direction/type such as CALL or PUT where the derivative is an option or warrant.,SRC359,9,9,5,55.6,122,24.4,HIGH,Option payoff classification without inferring from security description.,EXTENSION,,SRC359,34,N-PORT supplies template structure; populated observations are UTIMCO and SWIB option rows.
derivative_position,counterparty,Counterparty; name and LEI (if any) of counterparty,Exact printed derivative counterparty name.,SRC407,9,9,2,22.2,4,2.0,HIGH,Counterparty concentration and linkage.,EXTENSION,,SRC407,7,22.2% structural prevalence meets extension threshold; N-PORT is template-only in this sample.
derivative_position,receive_amount_raw,Buy; Receivable,Exact printed amount to be bought/received under an FX or similar derivative contract.,SRC407,9,9,3,33.3,91,30.3,HIGH,Directional gross derivative cash/currency exposure.,EXTENSION,,SRC214,258,
derivative_position,pay_amount_raw,Sell; Payable,Exact printed amount to be sold/paid under an FX or similar derivative contract.,SRC407,9,9,3,33.3,91,30.3,HIGH,Directional gross derivative cash/currency exposure.,EXTENSION,,SRC214,258,
derivative_position,notional_raw,Notional Amount; notional amount of derivative,Exact printed derivative notional amount when separately reported.,SRC407,9,9,2,22.2,3,1.5,HIGH,Gross derivative exposure context distinct from fair value.,EXTENSION,,SRC407,7,22.2% structural prevalence; N-PORT is template-only and Pomona supplies populated notional observations.
