file_id,filename,txt_filename,doc_type,pages,native_pages,ocr_pages,empty_pages,chars,seconds,error
SRC099,Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA.pdf,Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA.txt,Quarterly_Report,21,21,0,0,9204,4.9,
SRC100,Performance_USS_Investment_Builder_Quarterly_Report.pdf,Performance_USS_Investment_Builder_Quarterly_Report.txt,Quarterly_Report,25,25,0,0,47649,3.1,
SRC101,PCAP_Heritage_Fund_I_LP_PSERS_FOIA.pdf,PCAP_Heritage_Fund_I_LP_PSERS_FOIA.txt,Quarterly_Report,6,0,5,1,4944,119.9,
SRC102,PCAP_Jefferson_Partners_Fund_IV_PSERS_FOIA.pdf,PCAP_Jefferson_Partners_Fund_IV_PSERS_FOIA.txt,Financials,14,0,14,0,17504,640.0,
SRC103,DDQ_AIMA_CTA_Chesapeake_Capital.pdf,DDQ_AIMA_CTA_Chesapeake_Capital.txt,DDQ,27,27,0,0,94819,30.6,
SRC105,Financials_Tetragon_Financial_Group_Annual2025.pdf,Financials_Tetragon_Financial_Group_Annual2025.txt,Financials,88,87,1,0,283010,130.2,
SRC106,Financials_Tetragon_Financial_Group_Annual2022.pdf,Financials_Tetragon_Financial_Group_Annual2022.txt,Financials,136,135,1,0,309501,120.5,
SRC107,DDQ_AIMA_Bear_Stearns_HGSCS_FCIC.pdf,DDQ_AIMA_Bear_Stearns_HGSCS_FCIC.txt,DDQ,22,22,0,0,67937,45.3,
SRC108,NAV_Statement_ThirdPoint_Monthly_Aug2025.pdf,NAV_Statement_ThirdPoint_Monthly_Aug2025.txt,Performance,6,6,0,0,16721,9.4,
SRC109,Financials_PershingSquareHoldings_Annual2025.pdf,Financials_PershingSquareHoldings_Annual2025.txt,Financials,126,126,0,0,382412,67.4,
SRC110,Financials_BlueCrest_AllBlue_Fund_2013.pdf,Financials_BlueCrest_AllBlue_Fund_2013.txt,Financials,110,110,0,0,193272,29.7,
SRC111,Financials_ThirdPoint_Investors_Annual2022.pdf,Financials_ThirdPoint_Investors_Annual2022.txt,Financials,63,63,0,0,196846,51.3,
SRC113,Financials_KPMG_HedgeFund_Illustrative_2025.pdf,Financials_KPMG_HedgeFund_Illustrative_2025.txt,Financials,118,118,0,0,285714,60.2,
SRC114,NAV_Statement_BHMacro_Monthly_Apr2024.pdf,NAV_Statement_BHMacro_Monthly_Apr2024.txt,Performance,5,5,0,0,15643,25.5,
SRC120,Performance_Oregon_OPERF_Private_Equity_Portfolio_2025Q3.pdf,Performance_Oregon_OPERF_Private_Equity_Portfolio_2025Q3.txt,Performance,9,9,0,0,34051,12.7,
SRC121,Performance_LACERA_Private_Equity_Holdings_2020Q3.pdf,Performance_LACERA_Private_Equity_Holdings_2020Q3.txt,Performance,4,4,0,0,32145,27.3,
SRC122,Performance_Florida_Growth_Fund_OPPAGA_Review_2025.pdf,Performance_Florida_Growth_Fund_OPPAGA_Review_2025.txt,Institutional_Report,12,12,0,0,19317,8.9,
SRC123,Performance_New_Mexico_SIC_Private_Equity_Program_2021.pdf,Performance_New_Mexico_SIC_Private_Equity_Program_2021.txt,Institutional_Report,19,18,1,0,18900,25.7,
SRC124,Performance_SFERS_Private_Equity_Update_2025.pdf,Performance_SFERS_Private_Equity_Update_2025.txt,Institutional_Report,68,68,0,0,59304,21.5,
SRC125,Performance_Texas_ERS_PRB_Annual_Report_2023.pdf,Performance_Texas_ERS_PRB_Annual_Report_2023.txt,Institutional_Report,54,54,0,0,122944,31.4,
SRC126,Performance_NY_OSC_Pension_In_State_Investments.pdf,Performance_NY_OSC_Pension_In_State_Investments.txt,Institutional_Report,80,80,0,0,123623,25.8,
SRC127,Quarterly_Report_ASKIA_PSERS_2017Q4_FOIA.pdf,Quarterly_Report_ASKIA_PSERS_2017Q4_FOIA.txt,Quarterly_Report,23,23,0,0,25796,17.6,
SRC129,Financials_EisnerAmper_Illustrative_2022.pdf,Financials_EisnerAmper_Illustrative_2022.txt,Financials,42,42,0,0,106112,20.9,
SRC130,Financials_Deloitte_AIFM_Illustrative_2024.pdf,Financials_Deloitte_AIFM_Illustrative_2024.txt,Financials,38,38,0,0,71369,12.0,
SRC132,Valuation_JLLIPT_Institutional_Valuation_Methodology.pdf,Valuation_JLLIPT_Institutional_Valuation_Methodology.txt,Valuation,3,3,0,0,17419,4.1,
SRC134,Performance_PSERS_PEVCPD_Partnership_Data_20130331.pdf,Performance_PSERS_PEVCPD_Partnership_Data_20130331.txt,Performance,7,7,0,0,22107,6.2,
SRC135,Performance_PSERS_PEVCPD_Partnership_Data_20141231.pdf,Performance_PSERS_PEVCPD_Partnership_Data_20141231.txt,Performance,8,8,0,0,29762,8.2,
SRC136,Performance_PSERS_PEVCPD_Partnership_Data_20150930.pdf,Performance_PSERS_PEVCPD_Partnership_Data_20150930.txt,Performance,16,16,0,0,30563,6.8,
SRC137,Performance_PSERS_Real_Estate_Partnership_Data_1Q2013.pdf,Performance_PSERS_Real_Estate_Partnership_Data_1Q2013.txt,Performance,3,3,0,0,10816,3.4,
SRC138,Performance_PSERS_PEVCSS_PEIP_Partnership_Data_4Q2016.pdf,Performance_PSERS_PEVCSS_PEIP_Partnership_Data_4Q2016.txt,Performance,7,7,0,0,28982,6.0,
SRC139,Performance_PSERS_Real_Estate_Partnership_Data_3Q2017.pdf,Performance_PSERS_Real_Estate_Partnership_Data_3Q2017.txt,Performance,4,4,0,0,14215,4.0,
SRC140,Performance_PSERS_PEVCPD_PEI_Partnership_Data_4Q2015.pdf,Performance_PSERS_PEVCPD_PEI_Partnership_Data_4Q2015.txt,Performance,6,6,0,0,29997,6.8,
SRC145,Fee_Report_PSERS_Fees_By_Manager_FY2013.pdf,Fee_Report_PSERS_Fees_By_Manager_FY2013.txt,Fee_Report,10,10,0,0,53409,4.1,
SRC146,Fee_Report_PSERS_Fees_By_Manager_FY2016.pdf,Fee_Report_PSERS_Fees_By_Manager_FY2016.txt,Fee_Report,9,9,0,0,15329,4.1,
SRC147,Fee_Report_PSERS_Fee_Transparency_Response_Bullet2.pdf,Fee_Report_PSERS_Fee_Transparency_Response_Bullet2.txt,Financials,1,1,0,0,5159,1.1,
SRC148,Performance_PSERS_Adjusted_Ending_Value_TVPI_DPI_RVPI_Jun2018.pdf,Performance_PSERS_Adjusted_Ending_Value_TVPI_DPI_RVPI_Jun2018.txt,Performance,5,5,0,0,25939,8.1,
SRC149,Performance_PSERS_Benchmarking_Direct_Alpha_PME_Jun2018.pdf,Performance_PSERS_Benchmarking_Direct_Alpha_PME_Jun2018.txt,Performance,4,4,0,0,32376,4.4,
SRC151,Reporting_Glass_Lewis_Proxy_Season_Review_2017_PSERS.pdf,Reporting_Glass_Lewis_Proxy_Season_Review_2017_PSERS.txt,Stewardship_Proxy_Report,19,19,0,0,7472,2.9,
SRC152,Financials_PSERS_Notes_To_Financial_Statements_Response002.pdf,Financials_PSERS_Notes_To_Financial_Statements_Response002.txt,Financials,5,5,0,0,16088,4.2,
SRC160,Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.pdf,Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.txt,Quarterly_Report,69,69,0,0,101969,53.6,
SRC161,Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.pdf,Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.txt,Quarterly_Report,59,59,0,0,98902,29.6,
SRC162,Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.pdf,Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.txt,Quarterly_Report,65,61,0,4,95889,54.7,
SRC163,Financials_PA_SERS_Budget_Book_2017.pdf,Financials_PA_SERS_Budget_Book_2017.txt,Institutional_Report,83,83,0,0,143106,35.7,
SRC164,Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.pdf,Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.txt,Fee_Report,8,8,0,0,58790,15.7,
SRC165,Performance_LACERA_Total_Fund_Performance_3Q2022.pdf,Performance_LACERA_Total_Fund_Performance_3Q2022.txt,Quarterly_Report,177,177,0,0,191026,64.0,
SRC166,Performance_WSIB_Quarterly_Investment_Report_Jun2025.pdf,Performance_WSIB_Quarterly_Investment_Report_Jun2025.txt,Quarterly_Report,25,25,0,0,64764,52.1,
SRC167,Performance_WSIB_Quarterly_Investment_Report_Dec2024.pdf,Performance_WSIB_Quarterly_Investment_Report_Dec2024.txt,Quarterly_Report,25,25,0,0,38973,25.9,
SRC168,Performance_OPERF_Private_Equity_Portfolio_Q4_2023.pdf,Performance_OPERF_Private_Equity_Portfolio_Q4_2023.txt,Performance,9,9,0,0,33335,8.5,
SRC169,Performance_OCERS_Private_Equity_Portfolio_Q2_2025.pdf,Performance_OCERS_Private_Equity_Portfolio_Q2_2025.txt,Performance,13,13,0,0,32788,17.1,
SRC170,Performance_KCERA_Investment_Performance_Review_Q2_2023.pdf,Performance_KCERA_Investment_Performance_Review_Q2_2023.txt,Performance,41,41,0,0,57061,8.6,
SRC171,Performance_SFERS_Private_Credit_Annual_Update_Jul2025.pdf,Performance_SFERS_Private_Credit_Annual_Update_Jul2025.txt,Institutional_Report,70,58,12,0,43299,543.9,
SRC172,Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.pdf,Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.txt,Institutional_Report,19,18,1,0,18901,32.7,
SRC173,Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.pdf,Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.txt,Institutional_Report,20,19,1,0,18865,22.4,
SRC174,Financials_Montana_Board_of_Investments_Annual_Report_FY2025.pdf,Financials_Montana_Board_of_Investments_Annual_Report_FY2025.txt,Institutional_Report,30,30,0,0,44393,18.7,
SRC175,Financials_Arizona_PSPRS_ACFR_FY2025.pdf,Financials_Arizona_PSPRS_ACFR_FY2025.txt,Financials,160,160,0,0,366858,142.7,
SRC176,Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.pdf,Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.txt,Quarterly_Report,118,118,0,0,129662,22.1,
SRC177,Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.pdf,Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.txt,Quarterly_Report,31,30,1,0,59002,31.8,
SRC178,Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.pdf,Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.txt,Quarterly_Report,85,84,0,1,129303,39.4,
SRC179,Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.pdf,Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.txt,Performance,14,14,0,0,23094,7.5,
SRC180,Reporting_Colorado_PERA_Investment_Committee_Materials_Nov2025.pdf,Reporting_Colorado_PERA_Investment_Committee_Materials_Nov2025.txt,Institutional_Report,96,96,0,0,109746,44.5,
SRC181,Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.pdf,Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.txt,Institutional_Report,20,20,0,0,15135,11.2,
SRC182,Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf,Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.txt,Institutional_Report,26,26,0,0,55623,29.3,
SRC183,Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.pdf,Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.txt,Performance,22,22,0,0,29581,13.5,
SRC184,Financials_Hawaii_ERS_ACFR_FY2021.pdf,Financials_Hawaii_ERS_ACFR_FY2021.txt,Financials,183,182,1,0,418276,179.3,
SRC185,Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf,Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.txt,Institutional_Report,15,15,0,0,32616,83.1,
SRC186,Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.pdf,Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.txt,Fee_Report,142,141,0,1,387207,154.2,
SRC187,Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.pdf,Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.txt,Fee_Report,3,3,0,0,5931,2.6,
SRC188,Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.pdf,Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.txt,Performance,16,16,0,0,22064,9.2,
SRC189,Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.pdf,Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.txt,Performance,19,19,0,0,17778,8.4,
SRC190,Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf,Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.txt,Performance,81,81,0,0,148899,25.6,
SRC191,Financials_Nevada_PERS_ACFR_FY2024.pdf,Financials_Nevada_PERS_ACFR_FY2024.txt,Financials,139,139,0,0,276148,32.0,
SRC192,Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf,Reporting_Utah_URS_Investment_Policies_ACFR_2021.txt,Institutional_Report,5,5,0,0,13143,5.1,
SRC193,Reporting_LACERA_CIO_Monthly_Report_May2021.pdf,Reporting_LACERA_CIO_Monthly_Report_May2021.txt,Institutional_Report,28,28,0,0,18610,5.6,
SRC194,Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.pdf,Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.txt,Performance,19,19,0,0,25922,8.6,
SRC195,Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.pdf,Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.txt,Fee_Report,11,11,0,0,18294,8.5,
SRC196,Performance_SERS_Ohio_Quarterly_Alternative_Investment_Q2_2023.pdf,Performance_SERS_Ohio_Quarterly_Alternative_Investment_Q2_2023.txt,Performance,11,11,0,0,34143,3.9,
SRC197,Financials_NC_Dept_State_Treasurer_Investment_Programs_FY2020.pdf,Financials_NC_Dept_State_Treasurer_Investment_Programs_FY2020.txt,Financials,54,54,0,0,124559,30.8,
SRC198,Performance_MOSERS_ACFR_Investment_Section_FY2025.pdf,Performance_MOSERS_ACFR_Investment_Section_FY2025.txt,Performance,24,22,1,1,54706,51.5,
SRC199,Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.pdf,Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.txt,Quarterly_Report,23,17,6,0,45441,432.1,
SRC200,Financials_Massachusetts_PRIT_ACFR_FY2024.pdf,Financials_Massachusetts_PRIT_ACFR_FY2024.txt,Financials,119,119,0,0,248689,16.1,
SRC201,Performance_Virginia_VRS_IAC_Materials_Aug2025.pdf,Performance_Virginia_VRS_IAC_Materials_Aug2025.txt,Institutional_Report,105,105,0,0,61718,66.3,
SRC202,Performance_Rhode_Island_ERSRI_SIC_Monthly_Feb2026.pdf,Performance_Rhode_Island_ERSRI_SIC_Monthly_Feb2026.txt,Institutional_Report,110,110,0,0,223365,130.7,
SRC203,Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.pdf,Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.txt,Quarterly_Report,216,216,0,0,369177,221.7,
SRC204,Performance_NYCERS_Monthly_Performance_Review_Apr2026.pdf,Performance_NYCERS_Monthly_Performance_Review_Apr2026.txt,Performance,63,63,0,0,136015,80.3,
SRC205,Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.pdf,Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.txt,Quarterly_Report,40,40,0,0,68828,28.5,
SRC206,Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.pdf,Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.txt,Performance,273,273,0,0,490441,187.5,
SRC207,Financials_Michigan_MSERS_ACFR_FY2025.pdf,Financials_Michigan_MSERS_ACFR_FY2025.txt,Financials,118,118,0,0,276445,64.4,
SRC208,Financials_Connecticut_Treasurer_Annual_Report_CY2025.pdf,Financials_Connecticut_Treasurer_Annual_Report_CY2025.txt,Financials,195,192,3,0,565913,357.2,
SRC209,Financials_Kansas_KPERS_ACFR_FY2025.pdf,Financials_Kansas_KPERS_ACFR_FY2025.txt,Financials,133,129,1,3,291589,115.2,
SRC210,Performance_Florida_SBA_IAC_Materials_Jun2026.pdf,Performance_Florida_SBA_IAC_Materials_Jun2026.txt,Institutional_Report,278,278,0,0,223852,100.6,
SRC211,Performance_Florida_SBA_Annual_Investment_Report_FY2024.pdf,Performance_Florida_SBA_Annual_Investment_Report_FY2024.txt,Institutional_Report,65,65,0,0,200683,58.4,
SRC212,Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.pdf,Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.txt,Institutional_Report,33,32,1,0,54794,35.3,
SRC213,Performance_Texas_TRS_IMD_Board_Book_Apr2026.pdf,Performance_Texas_TRS_IMD_Board_Book_Apr2026.txt,Institutional_Report,94,90,0,4,67640,80.9,
