fund_term_id,fund_id,lp_id,lp_name,share_class_name,perspective,term_scope,overrides_fund_term_id,effective_date,effective_end_date,management_fee_rate,management_fee_basis,carry_rate,hurdle_rate,catch_up_rate,catch_up_present,waterfall_type,fund_term_years,extension_years,preferred_return_compounding,expense_cap_rate,maximum_offering,currency,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status
TERMINT_3B9FEFB936311EBA05B7,FUND_0013,,,,fund_total,base_fund,,2000-01-01,2012-12-31,0.0204417247,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,251108579.910373,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_4F2E6F747A3439C841FE,FUND_0014,,,,fund_total,base_fund,,2017-01-01,2029-12-31,0.0206469790,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,503931573.095573,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_F9B30AF5F3ACE016B85B,FUND_0015,,,,fund_total,base_fund,,2009-01-01,2021-12-31,0.0221081278,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,340433213.779613,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_EFE8FF1630E5A433AFC0,FUND_0016,,,,fund_total,base_fund,,2016-01-01,2028-12-31,0.0171052736,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,597313612.657703,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_E59C811FAD159BB19172,FUND_0017,,,,fund_total,base_fund,,2020-01-01,2032-12-31,0.0228835409,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,412798269.892823,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_3FC611A54F4E2D8B6CC7,FUND_0018,,,,fund_total,base_fund,,2004-01-01,2016-12-31,0.0246629554,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,403097837.346880,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_3E7F112CCC45E5A82090,FUND_0019,,,,fund_total,base_fund,,2014-01-01,2026-12-31,0.0175890627,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,512236403.284607,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_9294266BBABF0604BA1F,FUND_0020,,,,fund_total,base_fund,,2018-01-01,2030-12-31,0.0155130941,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,304518493.898735,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_05BDF5E84ABBCD53213E,FUND_0021,,,,fund_total,base_fund,,2016-01-01,2028-12-31,0.0214679096,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,556528772.080787,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_52D2D20ACBB93B23F36B,FUND_0022,,,,fund_total,base_fund,,2021-01-01,2033-12-31,0.0238594304,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,514161861.051348,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_B2D7C93087D6E06E4805,FUND_0023,,,,fund_total,base_fund,,2018-01-01,2030-12-31,0.0235967480,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,478642262.139885,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_12294ECB13F526E1A60A,FUND_0024,,,,fund_total,base_fund,,2016-01-01,2028-12-31,0.0160963031,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,582683292.068126,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_08C54527227AC3ED01DE,FUND_0025,,,,fund_total,base_fund,,2018-01-01,2030-12-31,0.0194627484,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,573693510.498852,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_69EC8A1443904B435989,FUND_0026,,,,fund_total,base_fund,,2020-01-01,2032-12-31,0.0233788386,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,191521271.350106,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_BE8C7F5197B73CFD1CEC,FUND_0027,,,,fund_total,base_fund,,2005-01-01,2017-12-31,0.0244197831,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,485795069.240689,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_B2D2683C3E33ECD2B081,FUND_0028,,,,fund_total,base_fund,,2007-01-01,2019-12-31,0.0202293921,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,155029699.165588,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_A3678ABCD06F036BC3A2,FUND_0029,,,,fund_total,base_fund,,2002-01-01,2014-12-31,0.0234286331,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,279846957.626875,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_4677730D77159EAD8535,FUND_0030,,,,fund_total,base_fund,,2011-01-01,2023-12-31,0.0183882803,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,195209452.057233,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_1B56F702161BDBAF0EC5,FUND_0031,,,,fund_total,base_fund,,2012-01-01,2024-12-31,0.0163345312,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,599472026.409798,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_720FA4A158BFB8F5BEC0,FUND_0032,,,,fund_total,base_fund,,2013-01-01,2025-12-31,0.0177552113,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,485509346.415401,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_575EA4AEFF02C437E3CF,FUND_0033,,,,fund_total,base_fund,,2014-01-01,2026-12-31,0.0202702782,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,438942880.216929,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_A4B8685F912091BA3853,FUND_0034,,,,fund_total,base_fund,,2008-01-01,2020-12-31,0.0156373524,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,531601150.581411,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_8C1D936C3BF3B9769506,FUND_0035,,,,fund_total,base_fund,,2009-01-01,2021-12-31,0.0213104840,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,348983301.841767,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_240814F36AE54ED2DA63,FUND_0036,,,,fund_total,base_fund,,2010-01-01,2022-12-31,0.0238813488,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,150943152.282316,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_86A95244D251DFAEE2D4,FUND_0037,,,,fund_total,base_fund,,2011-01-01,2023-12-31,0.0167657754,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,596668007.310059,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_AED5CD985D80AD7499EF,FUND_0038,,,,fund_total,base_fund,,2012-01-01,2024-12-31,0.0175743937,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,245162307.528227,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_D675E3758926DCF68AF7,FUND_0039,,,,fund_total,base_fund,,2013-01-01,2025-12-31,0.0179446758,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,292205078.312682,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_E16268AEB022EA852852,FUND_0040,,,,fund_total,base_fund,,2014-01-01,2026-12-31,0.0175380723,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,423343907.677238,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_1BDB207E990539C4CB71,FUND_0041,,,,fund_total,base_fund,,2015-01-01,2027-12-31,0.0197200327,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,313330596.400634,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_115D9DB5A859ADCFF41F,FUND_0042,,,,fund_total,base_fund,,2016-01-01,2028-12-31,0.0153557374,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,256946415.619246,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_111C81E4A56F53736B54,FUND_0043,,,,fund_total,base_fund,,2017-01-01,2029-12-31,0.0189687877,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,453696716.628966,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_B601BDD488475C1E9E57,FUND_0044,,,,fund_total,base_fund,,2018-01-01,2030-12-31,0.0204698881,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,516252225.013128,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_ABCD05A4D02F040D6684,FUND_0045,,,,fund_total,base_fund,,2006-01-01,2018-12-31,0.0223810846,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,272721399.920316,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_BE9CAEE32C8390503216,FUND_0046,,,,fund_total,base_fund,,2016-01-01,2028-12-31,0.0158698336,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,447645934.865568,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_C821C4F5434B13C05D8F,FUND_0047,,,,fund_total,base_fund,,2019-01-01,2031-12-31,0.0178983453,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,492825522.697886,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_DB3EBD91FBD170AC8192,FUND_0048,,,,fund_total,base_fund,,2011-01-01,2023-12-31,0.0164076424,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,574627811.426853,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_DA02355CF7E22B3425E5,FUND_0049,,,,fund_total,base_fund,,2020-01-01,2032-12-31,0.0212752962,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,464049333.134954,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_EE7FBF3C956B51D94014,FUND_0050,,,,fund_total,base_fund,,2009-01-01,2021-12-31,0.0177721405,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,571303238.107028,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_E944CD95A420617BECFF,FUND_0051,,,,fund_total,base_fund,,2011-01-01,2023-12-31,0.0223201558,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,445907462.827276,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_F32A7CEEC2FC0B0290B4,FUND_0052,,,,fund_total,base_fund,,2014-01-01,2026-12-31,0.0214391240,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,596884042.650759,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_FB02183BEBC15C0991F3,FUND_0053,,,,fund_total,base_fund,,2018-01-01,2030-12-31,0.0157324651,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,239017960.365636,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_95ECEE1C7FF2DAB479E6,FUND_0054,,,,fund_total,base_fund,,2018-01-01,2030-12-31,0.0152082670,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,241876567.479492,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_1E4BDF8C2B468420B9A9,FUND_0055,,,,fund_total,base_fund,,2020-01-01,2032-12-31,0.0168975704,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,363443679.440923,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_8991D4B08BA67E381E9B,FUND_0056,,,,fund_total,base_fund,,2004-01-01,2016-12-31,0.0195754933,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,576504752.944507,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_BA1A308B915D9B216FD0,FUND_0057,,,,fund_total,base_fund,,2008-01-01,2020-12-31,0.0227429410,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,308821092.204946,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_B7B5A353AF12BCBF909F,FUND_0058,,,,fund_total,base_fund,,2017-01-01,2029-12-31,0.0228678444,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,575096082.273608,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_0CC18883141C2D0EDB80,FUND_0059,,,,fund_total,base_fund,,2014-01-01,2026-12-31,0.0183805163,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,380534275.329731,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_BA255E414620503E31F2,FUND_0060,,,,fund_total,base_fund,,2000-01-01,2012-12-31,0.0247496035,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,566128961.760014,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_1A6E0C717B8B222E38D0,FUND_0061,,,,fund_total,base_fund,,2021-01-01,2033-12-31,0.0194000194,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,292814547.607248,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_BE6ED30882DDE5C0C761,FUND_0062,,,,fund_total,base_fund,,1999-01-01,2011-12-31,0.0167117235,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,570564314.632904,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_AF2773F1861A41D361E8,FUND_0063,,,,fund_total,base_fund,,2003-01-01,2015-12-31,0.0224116890,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,220073789.607426,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_77712DBB12F804204F50,FUND_0064,,,,fund_total,base_fund,,1999-01-01,2011-12-31,0.0184271809,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,572168863.551866,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_739672DD3E82DCA708A2,FUND_0065,,,,fund_total,base_fund,,2021-01-01,2033-12-31,0.0222860340,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,448347273.563238,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_7A45212D3B396ED0CFBE,FUND_0066,,,,fund_total,base_fund,,2008-01-01,2020-12-31,0.0176317989,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,419273460.100478,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_1BC953ACEBC0CC87B780,FUND_0067,,,,fund_total,base_fund,,2016-01-01,2028-12-31,0.0160797864,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,272771490.438420,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_E48177E10C607354B50D,FUND_0068,,,,fund_total,base_fund,,2019-01-01,2031-12-31,0.0227108755,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,253901337.389415,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_3C7AA9A3E8C6A3A39BBF,FUND_0069,,,,fund_total,base_fund,,2020-01-01,2032-12-31,0.0189582946,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,370521298.755887,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_3D998AFCAF0E150A746A,FUND_0070,,,,fund_total,base_fund,,2019-01-01,2031-12-31,0.0211776173,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,239725196.046402,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_673FB855459A36DF5056,FUND_0071,,,,fund_total,base_fund,,2013-01-01,2025-12-31,0.0216969326,committed_capital,0.2500000000,0.0600000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,530769726.731991,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_D7E1C330F42408334F20,FUND_0072,,,,fund_total,base_fund,,2018-01-01,2030-12-31,0.0217750388,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,589887739.947683,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_EC022EDBF7EB51266D24,FUND_0073,,,,fund_total,base_fund,,2017-01-01,2029-12-31,0.0168696898,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,317898663.081667,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
TERMINT_406811B1234BF83291F4,FUND_0074,,,,fund_total,base_fund,,2011-01-01,2023-12-31,0.0220645396,committed_capital,0.2000000000,0.0800000000,1.0000000000,TRUE,whole_fund,10.0000,2.0000,annual,0.0030000000,301289123.882818,USD,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
