cashflow_id,fund_id,lp_id,lp_name,share_class_name,file_id,cashflow_event_id,date_role,date_raw,date_precision,cashflow_date,report_date,due_date,cashflow_type,amount,currency,amount_base_currency,base_currency,fx_rate,recallable_amount,provenance_type,source_page,source_anchor,synthetic_parameter_set_id,defect_expected,record_status
CFINT_5AE63BCCF88295332DAC,FUND_0004,,,,,EVTINT_189DE02A7F49E17A6DCD,cashflow,2010-07-17,day,2010-07-17,,,capital_call,-767562.900000,USD,-767562.900000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_CDA69B0F87B24F979F5B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_615632C09289E4E5C839,FUND_0004,,,,,EVTINT_2B9DB93217631E18D1FB,cashflow,2013-01-25,day,2013-01-25,,,capital_call,-639635.750000,USD,-639635.750000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_CDA69B0F87B24F979F5B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_B3D05941ECA0115F626E,FUND_0004,,,,,EVTINT_A67D793293CBCA647FD6,cashflow,2015-08-07,day,2015-08-07,,,capital_call,-383781.450000,USD,-383781.450000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_CDA69B0F87B24F979F5B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_91986DDF13DF771996EB,FUND_0004,,,,,EVTINT_33657DBAAAB2B2257198,cashflow,2018-09-17,day,2018-09-17,,,distribution,1246986.000000,USD,1246986.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_CDA69B0F87B24F979F5B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_CBC55510C2F7B564E8C8,FUND_0004,,,,,EVTINT_B9B91B764265CEDDC906,cashflow,2021-10-28,day,2021-10-28,,,distribution,1745780.400000,USD,1745780.400000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_CDA69B0F87B24F979F5B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_6D05787BA0001A1BAE5D,FUND_0004,,,,,EVTINT_0A83B2C999B8F013A751,cashflow,2024-07-19,day,2024-07-19,,,distribution,1995177.600000,USD,1995177.600000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_CDA69B0F87B24F979F5B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_1C8096C66899B0EA26CA,FUND_0005,,,,,EVTINT_393E00D722D993F6D99B,cashflow,2020-05-11,day,2020-05-11,,,capital_call,-225000.000000,USD,-225000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_3070A16ABD92E47E85D9,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_CEE71E81F9CD303CF8BE,FUND_0005,,,,,EVTINT_A0CD5E2E7DC08D850FF2,cashflow,2021-03-14,day,2021-03-14,,,capital_call,-225000.000000,USD,-225000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_3070A16ABD92E47E85D9,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_654D5C4A60B4CC9B7DBD,FUND_0005,,,,,EVTINT_356421EBB4CCCBF40F39,cashflow,2022-01-14,day,2022-01-14,,,capital_call,-187500.000000,USD,-187500.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_3070A16ABD92E47E85D9,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_A09AE9958D8E15FFBD77,FUND_0005,,,,,EVTINT_5A2A0E05E18D727265F0,cashflow,2022-11-17,day,2022-11-17,,,capital_call,-112500.000000,USD,-112500.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_3070A16ABD92E47E85D9,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_75429CCCD3EFE1FC5795,FUND_0005,,,,,EVTINT_50BB94E8E598DE503FEC,cashflow,2023-11-29,day,2023-11-29,,,distribution,1875.000000,USD,1875.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_3070A16ABD92E47E85D9,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_78400096EFBAA511FD8C,FUND_0005,,,,,EVTINT_4F85998F77280772428B,cashflow,2024-12-11,day,2024-12-11,,,distribution,2625.000000,USD,2625.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_3070A16ABD92E47E85D9,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_F32B75B6EB932A59C04F,FUND_0005,,,,,EVTINT_267F6BFCAD1BD2C911BF,cashflow,2025-11-06,day,2025-11-06,,,distribution,3000.000000,USD,3000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_3070A16ABD92E47E85D9,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_F43851CFBDE8E437A475,FUND_0006,,,,,EVTINT_9268D4F2798E1868C3EC,cashflow,2016-07-23,day,2016-07-23,,,capital_call,-150000.000000,USD,-150000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_EE11E0E4375F8FA0AAFA,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_AC279CC2CF54F9DB2CD5,FUND_0006,,,,,EVTINT_89637C3E0BCF142E55C9,cashflow,2017-12-02,day,2017-12-02,,,capital_call,-150000.000000,USD,-150000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_EE11E0E4375F8FA0AAFA,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_0CCE0CB588934BF061AE,FUND_0006,,,,,EVTINT_69708016514F80974214,cashflow,2019-04-12,day,2019-04-12,,,capital_call,-125000.000000,USD,-125000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_EE11E0E4375F8FA0AAFA,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_877419B2E559E157C53E,FUND_0006,,,,,EVTINT_1E27DF8954C19309D5DE,cashflow,2020-08-21,day,2020-08-21,,,capital_call,-75000.000000,USD,-75000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_EE11E0E4375F8FA0AAFA,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_26EB2030035D72732423,FUND_0006,,,,,EVTINT_E75DAC3376BB40BAA8E7,cashflow,2022-04-24,day,2022-04-24,,,distribution,78066.750000,USD,78066.750000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_EE11E0E4375F8FA0AAFA,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_6C6362CA1AAA322F90BF,FUND_0006,,,,,EVTINT_0BBE686FDA5C4F27696D,cashflow,2023-12-26,day,2023-12-26,,,distribution,109293.450000,USD,109293.450000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_EE11E0E4375F8FA0AAFA,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_4B92A1C56C1D0B64E889,FUND_0006,,,,,EVTINT_9948759989B1A43C8497,cashflow,2025-06-13,day,2025-06-13,,,distribution,124906.800000,USD,124906.800000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_EE11E0E4375F8FA0AAFA,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_D410765BB9809091942D,FUND_0007,,,,,EVTINT_4745DC11772EF0167103,cashflow,2018-06-18,day,2018-06-18,,,capital_call,-300000.000000,USD,-300000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_5F2702995A2C854D5690,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_3AC0DFAFAAEDB11E698C,FUND_0007,,,,,EVTINT_C9DD790EB764534F1BCE,cashflow,2019-07-24,day,2019-07-24,,,capital_call,-300000.000000,USD,-300000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_5F2702995A2C854D5690,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_9F2836055C5EDF9CCBEA,FUND_0007,,,,,EVTINT_9A420971C0DAB374CD43,cashflow,2020-08-29,day,2020-08-29,,,capital_call,-250000.000000,USD,-250000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_5F2702995A2C854D5690,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_69894D56F4437A090969,FUND_0007,,,,,EVTINT_636FEB8EE851DA855DC4,cashflow,2021-10-04,day,2021-10-04,,,capital_call,-150000.000000,USD,-150000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_5F2702995A2C854D5690,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_9ED8FB4435B433150A45,FUND_0007,,,,,EVTINT_F3397D9F4C0DE81C9482,cashflow,2023-02-10,day,2023-02-10,,,distribution,16736.750000,USD,16736.750000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_5F2702995A2C854D5690,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_9FC3832E7D873E44EE24,FUND_0007,,,,,EVTINT_85C856535B46DC9AF4D2,cashflow,2024-06-18,day,2024-06-18,,,distribution,23431.450000,USD,23431.450000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_5F2702995A2C854D5690,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_441B541E6AB868ED4037,FUND_0007,,,,,EVTINT_9F4AF199DF59CB21C04F,cashflow,2025-08-25,day,2025-08-25,,,distribution,26778.800000,USD,26778.800000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_5F2702995A2C854D5690,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_410B645FC02D7D3714F9,FUND_0008,,,,,EVTINT_0A1F7975539F5E4B993D,cashflow,2019-05-31,day,2019-05-31,,,capital_call,-600000.000000,USD,-600000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_85E3B87612C23E5DC6AF,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_3FB62A75F009F55AB6C6,FUND_0008,,,,,EVTINT_8B23EF26E32A0FF3BA78,cashflow,2020-05-19,day,2020-05-19,,,capital_call,-600000.000000,USD,-600000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_85E3B87612C23E5DC6AF,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_C8F53F1D45967DEA7B5B,FUND_0008,,,,,EVTINT_61EA99B2BE247D3C4B7B,cashflow,2021-05-08,day,2021-05-08,,,capital_call,-500000.000000,USD,-500000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_85E3B87612C23E5DC6AF,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_62341128DF57BF00BD21,FUND_0008,,,,,EVTINT_6FC69B49042B341FFB7B,cashflow,2022-04-27,day,2022-04-27,,,capital_call,-300000.000000,USD,-300000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_85E3B87612C23E5DC6AF,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_6DBE45E4695BD65DCDE6,FUND_0008,,,,,EVTINT_E8345FC950635EE45B1B,cashflow,2023-07-06,day,2023-07-06,,,distribution,5000.000000,USD,5000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_85E3B87612C23E5DC6AF,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_101D2A351EE3D792F586,FUND_0008,,,,,EVTINT_A732CF3D813BB34938CD,cashflow,2024-09-14,day,2024-09-14,,,distribution,7000.000000,USD,7000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_85E3B87612C23E5DC6AF,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_E52C06013D3E9EAFAF4C,FUND_0008,,,,,EVTINT_4434A5DBB27A66C1FAF0,cashflow,2025-09-30,day,2025-09-30,,,distribution,8000.000000,USD,8000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_85E3B87612C23E5DC6AF,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_9A0B375F5B60E3557080,FUND_0009,,,,,EVTINT_5B50F2AB4C14F6F2AF06,cashflow,2021-04-24,day,2021-04-24,,,capital_call,-150000.000000,USD,-150000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_4AE7BFA2BBDCFED98E2B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_BB8E8D0BC5159BF6FEA7,FUND_0009,,,,,EVTINT_15511E8043EB254805B5,cashflow,2022-01-08,day,2022-01-08,,,capital_call,-150000.000000,USD,-150000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_4AE7BFA2BBDCFED98E2B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_A670566FB205A6904ADD,FUND_0009,,,,,EVTINT_E805516B93AF7BD37BCE,cashflow,2022-09-24,day,2022-09-24,,,capital_call,-125000.000000,USD,-125000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_4AE7BFA2BBDCFED98E2B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_22416B5CF0C75D942682,FUND_0009,,,,,EVTINT_ADEABD6DB297CE3C55BD,cashflow,2023-06-10,day,2023-06-10,,,capital_call,-75000.000000,USD,-75000.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_4AE7BFA2BBDCFED98E2B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_B660EB76F4F86D08B3EF,FUND_0009,,,,,EVTINT_50DBE37EF69B0800747F,cashflow,2024-04-24,day,2024-04-24,,,distribution,1250.000000,USD,1250.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_4AE7BFA2BBDCFED98E2B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
CFINT_BBF3A245685D257AE05A,FUND_0009,,,,,EVTINT_E1B125BC49287B690976,cashflow,2025-03-08,day,2025-03-08,,,distribution,1750.000000,USD,1750.000000,USD,1.0000000000,0.000000,SYNTHETIC,,generated from FPRINT_4AE7BFA2BBDCFED98E2B,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
