wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,method_qualifier,fee_basis,definition_keys,value_scope,capital_call,return_of_capital,preferred_return,expense,interest,net_cash_flow,distribution,income,observation_ids,observation_count,unparsed_values,scale_note,collision_note,qualifier_note
d3a58a8d18b631bc4635,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,03/07/2014,1,TOTAL,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,03/07/2014,2014-07-03,,,EUR,absolute,1,,,,,4008000,,,,,,,,b995cfe37ac4258d1b35,1,,,,
65fd13df6670dd071e9b,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,17/08/2015,1,Loan Commitment,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,17/08/2015,2015-08-17,,,EUR,absolute,1,,,,,3084000,,,,,,,,e7ca946e14511876c90d,1,,,,
49a46d956d7d11e28751,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,17/08/2015,1,TOTAL,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,17/08/2015,2015-08-17,,,EUR,absolute,1,,,,,3084000,,,,,,,,5dc4cc3fbfad2cc24fa3,1,,,,
cf058d5db110fa10b7c9,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,22/12/2014,1,Loan Commitment,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,22/12/2014,2014-12-22,,,EUR,absolute,1,,,,,276000,,,,,,,,d35b88ea3f0ef5d936e5,1,,,,
f53519248db8fc186ead,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,22/12/2014,1,TOTAL,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,22/12/2014,2014-12-22,,,EUR,absolute,1,,,,,276000,,,,,,,,190768a18ccf0e030c26,1,,,,
f0709b1f73e29307a2ac,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,25/09/2014,1,Loan Commitment,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,25/09/2014,2014-09-25,,,EUR,absolute,1,,,,,3185400,,,,,,,,ee58dec177aa17356dd6,1,,,,
5e0ab8130ee9a29ec7f1,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,25/09/2014,1,TOTAL,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,25/09/2014,2014-09-25,,,EUR,absolute,1,,,,,3185400,,,,,,,,8be18c973bc4a3d4f11f,1,,,,
aafe335ae3b27e9ba75a,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,26/05/2015,1,Loan Commitment,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,26/05/2015,2015-05-26,,,EUR,absolute,1,,,,,3780000,,,,,,,,40eb748cdf8634d79eb5,1,,,,
1ce466adf380db2017df,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,26/05/2015,1,TOTAL,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,26/05/2015,2015-05-26,,,EUR,absolute,1,,,,,3780000,,,,,,,,cd24ef0c635a0bd07a43,1,,,,
11a4922ff7536f15010c,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,28/04/2014,1,Capital Contribution,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,28/04/2014,2014-04-28,,,EUR,absolute,1,,,,,240,,,,,,,,dcc12d2bda69bdee5364,1,,,,
9ec7f1b5faea3a1414ce,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,28/04/2014,1,Loan Commitment,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,28/04/2014,2014-04-28,,,EUR,absolute,1,,,,,449760,,,,,,,,57c24e1dd741ad9b4a1a,1,,,,
1148abb6890323546789,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,28/04/2014,1,TOTAL,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,28/04/2014,2014-04-28,,,EUR,absolute,1,,,,,450000,,,,,,,,be3e270fbf76d31e47ef,1,,,,
61f8dc95bc4fc066eaa9,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,29/03/2016,1,Loan Commitment,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,29/03/2016,2016-03-29,,,EUR,absolute,1,,,,,414840,,,,,,,,e28af8fd8ff4d63ebc74,1,,,,
8a1c470debfe46e1cb18,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,29/03/2016,1,TOTAL,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,29/03/2016,2016-03-29,,,EUR,absolute,1,,,,,414840,,,,,,,,1e609924b4bac9e6b17d,1,,,,
93a7e8baa1f2dc05992f,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,29/11/2016,1,Loan Commitment,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,29/11/2016,2016-11-29,,,EUR,absolute,1,,,,,3622704,,,,,,,,642dc8e90c243a3d21ca,1,,,,
fb3c565e0742cdf8673f,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,29/11/2016,1,TOTAL,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,29/11/2016,2016-11-29,,,EUR,absolute,1,,,,,3622704,,,,,,,,f8c19b2765ce6cbea251,1,,,,
e615c2a4954473a5e181,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,TOTAL,1,Capital Contribution,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,31/03/2017,2017-03-31,,,EUR,absolute,1,,,,,240,,,,,,,,7e565f77d1595ba2f3c7,1,,,,
984f8e4464ad4bcfafba,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,TOTAL,1,Loan Commitment,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,31/03/2017,2017-03-31,,,EUR,absolute,1,,,,,20033688,,,,,,,,33aa390501ec129c221e,1,,,,
2382bd46175c2d6a7ae5,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,CASH CALLS,TOTAL,1,TOTAL,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,31/03/2017,2017-03-31,,,EUR,absolute,1,,,,,20033928,,,,,,,,8721786892dfd93d7896,1,,,,
0614633bd71fd18d7b9f,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,DISTRIBUTIONS,02/11/2016,1,,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,02/11/2016,2016-11-02,,,EUR,absolute,1,,,,,,,,,,,80349.5,80349.5,c6f9d6cfd3e0526930f4;71eb838ef5b3026d9417,2,,,,
d236c8ff2bf8f9121d6d,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,DISTRIBUTIONS,04/03/2016,1,,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,04/03/2016,2016-03-04,,,EUR,absolute,1,,,,,,,,,,,72863.28,72863.28,951d11967abcaa7a9b18;752b877c78649a0d0a6a,2,,,,
1b416664682504c1311b,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,DISTRIBUTIONS,06/12/2016,1,,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,06/12/2016,2016-12-06,,,EUR,absolute,1,,,,,,3006.71,,,,,60716.77,57710.06,8f8b828aebe7fcab448f;2217b89e92c50b7e5afe;88729cfb0dffab1aee6b,3,,,,
abc7fef129efd52c42f2,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,DISTRIBUTIONS,24/08/2016,1,,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,24/08/2016,2016-08-24,,,EUR,absolute,1,,,,,,177688.88,,,,,240000,62311.12,c79cc8c90f5cde1e115b;87adf5e1eb932670110c;8d1bbbec50883d9d9525,3,,,,
53ebbf17bda40b887fc6,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,DISTRIBUTIONS,TOTAL,1,,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,31/03/2017,2017-03-31,,,EUR,absolute,1,,,,,,180695.59,,,,,,273233.97,748e5ca32961dcffaa5c;477fd78d59f76f9403c9,2,,,,
e5d16bad42a32dbc559a,SRC463,06-statements-and-economics,PCAP,49170bf8d113299dadcb,2,CASH CALLS & DISTRIBUTIONS,DISTRIBUTIONS,TOTAL,2,,investor,bba383117ed18b2edca4,LP_0001,Northumberland County Council,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund,,,,,,,,,,,,31/03/2017,2017-03-31,,,EUR,absolute,1,,,,,,,,,,,453929.56,,d1b53654978ba16d44f6,1,,,,
