wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,method_qualifier,fee_basis,definition_keys,value_scope,beginning_capital,ending_capital,cash,total_assets,total_liabilities,net_assets,partners_capital,net_investment_income,investment_fair_value,investment_cost,fund_expense,interest_expense,realized_gain_loss,unrealized_gain_loss,commitment,paid_in_capital,contribution,distribution,unfunded_commitment,management_fee,observation_ids,observation_count,unparsed_values,scale_note,collision_note,qualifier_note
ecfdcf91a7bb68232a52,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Net realized gain on investments,1,"Versa Capital Fund II, L.P.",other_printed_scope,875197199da575b87768,,Net realized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,419484,,,,,,,,dc4b6b4dffc7b0d7a905,1,,,,
0bb0991e2d4bf03b4557,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Net realized gain on investments,1,"Versa Capital Fund II-A, L.P.",other_printed_scope,875197199da575b87768,,Net realized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,174512,,,,,,,,c515f84dc974c1ef4415,1,,,,
49c26863712ad004fac4,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Other expenses,1,Combined Total,other_printed_scope,7c9ef2bd326edb57a451,,Other expenses,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,149146,,,,,,,,,,d949fdb1f9ac82f7a988,1,,,,
1f6cbda2ade65042cacf,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Other expenses,1,"Versa Capital Fund II, L.P.",other_printed_scope,7c9ef2bd326edb57a451,,Other expenses,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,105328,,,,,,,,,,f41dfebc7c93a34e77cb,1,,,,
ab11c04bed976f3bae2e,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Other expenses,1,"Versa Capital Fund II-A, L.P.",other_printed_scope,7c9ef2bd326edb57a451,,Other expenses,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,43818,,,,,,,,,,12d2836eabb1d39e4c8b,1,,,,
4274dd985210fb0ff56a,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Professional fees,1,Combined Total,other_printed_scope,64c2067cb07c1af510ce,,Professional fees,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,296825,,,,,,,,,,77a5f6feaadd84f7ca2f,1,,,,
1846eacab91bcbebd98c,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Professional fees,1,"Versa Capital Fund II, L.P.",other_printed_scope,64c2067cb07c1af510ce,,Professional fees,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,209620,,,,,,,,,,67a9842f5c94ae4424dc,1,,,,
6fb7f4d56fb35dabfd45,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Professional fees,1,"Versa Capital Fund II-A, L.P.",other_printed_scope,64c2067cb07c1af510ce,,Professional fees,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,87205,,,,,,,,,,32d3285611b3770e8641,1,,,,
e136b872ecb5380942ac,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Total expenses,1,Combined Total,other_printed_scope,28735e8c4addc0607a42,,Total expenses,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,2875794,,,,,,,,,,72db752de49eb4a00d34,1,,,,
5e404faa54104bb90427,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Total expenses,1,"Versa Capital Fund II, L.P.",other_printed_scope,28735e8c4addc0607a42,,Total expenses,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,2003360,,,,,,,,,,626239c4b603085d9e1d,1,,,,
9d1535d3f42e49e4ba51,SRC034,01-financials,Financials,d5c42ec78baaa5891724,10,Combining Statement of Operations,Combining Statement of Operations,Total expenses,1,"Versa Capital Fund II-A, L.P.",other_printed_scope,28735e8c4addc0607a42,,Total expenses,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,872434,,,,,,,,,,74cea7c8218fbce16a7f,1,,,,
4de05af20f2eac126f46,SRC034,01-financials,Financials,be772b1c0dcf636b24c5,3,"Combined Statement of Assets, Liabilities, and Partners' Capital","Combined Statement of Assets, Liabilities, and Partners' Capital",Cash,1,,asset_class,c7c23a14591c1ccff9ce,,Cash,,,,,,,,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,,,,13307614,,,,,,,,,,,,,,,,,,c051cd3576db18ad4b32,1,,,,
8d97bc24fd77e5542744,SRC034,01-financials,Financials,be772b1c0dcf636b24c5,3,"Combined Statement of Assets, Liabilities, and Partners' Capital","Combined Statement of Assets, Liabilities, and Partners' Capital",General Partner,1,,investor,5880d63ce50854dad457,LP_0010,General Partner,General Partner,,,,,,,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,,,,,,,,26095710,,,,,,,,,,,,,,e7ba55bef0f2f5ba97d2,1,,,,
9a5a4da6ca2c0c80e6a9,SRC034,01-financials,Financials,be772b1c0dcf636b24c5,3,"Combined Statement of Assets, Liabilities, and Partners' Capital","Combined Statement of Assets, Liabilities, and Partners' Capital","Investments, at fair value (cost $415,489,109)",1,,asset_class,eedbe5a35fa97059aaf0,,"Investments, at fair value (cost $415,489,109)",,,,,,,,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,statement_line,,,,,,,,,425000000,415489109,,,,,,,,,,,cf69cb0bdf953a3356ed;a405b270004e359a6d16,2,,,,
6b75201248c87b5cc1e7,SRC034,01-financials,Financials,be772b1c0dcf636b24c5,3,"Combined Statement of Assets, Liabilities, and Partners' Capital","Combined Statement of Assets, Liabilities, and Partners' Capital",Limited Partners,1,,investor,237b08b00c0edaa3bed7,LP_0015,Limited Partners,Limited Partners,,,,,,,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,,,,,,,,412301446,,,,,,,,,,,,,,1719e3ee788f98f1e6f7,1,,,,
441fca77846bf036227f,SRC034,01-financials,Financials,be772b1c0dcf636b24c5,3,"Combined Statement of Assets, Liabilities, and Partners' Capital","Combined Statement of Assets, Liabilities, and Partners' Capital",Total assets,1,,other_printed_scope,7040bb9a6e4667309b16,,Total assets,,,,,,,,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,,,,,438924905,,,,,,,,,,,,,,,,,2a3636f3eb3bde58ce23,1,,,,
fd07bc80f844e29d6313,SRC034,01-financials,Financials,be772b1c0dcf636b24c5,3,"Combined Statement of Assets, Liabilities, and Partners' Capital","Combined Statement of Assets, Liabilities, and Partners' Capital",Total liabilities,1,,other_printed_scope,389dba35d9d3365635a4,,Total liabilities,,,,,,,,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,,,,,,527749,,,,,,,,,,,,,,,,b394a2674a4e69145f02,1,,,,
1ca1e5650d9e248f0713,SRC034,01-financials,Financials,be772b1c0dcf636b24c5,3,"Combined Statement of Assets, Liabilities, and Partners' Capital","Combined Statement of Assets, Liabilities, and Partners' Capital",Total partners' capital,1,,other_printed_scope,22a4c39c237235330493,,Total partners' capital,,,,,,,,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,,,,,,,,438397156,,,,,,,,,,,,,,dcae1bbc2a5b5e66671c,1,,,,
4de3db8f4afead65af9c,SRC034,01-financials,Financials,cc7a7408ae0be0611a36,5,Combined Statement of Operations,Combined Statement of Operations,Interest expense,1,,other_printed_scope,820c030d16d6e98d30d9,,Interest expense,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,55260,,,,,,,,,95e01eac1095c45f77dc,1,,,,
508da809e6310516e478,SRC034,01-financials,Financials,cc7a7408ae0be0611a36,5,Combined Statement of Operations,Combined Statement of Operations,Management fees,1,,other_printed_scope,df2c22f1c4a3a9ef8b49,,Management fees,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,,,,,,,,"2,374,563",d9531da7cdc6f8a3bb27,1,,,,
0a7470613deebf8162f8,SRC034,01-financials,Financials,cc7a7408ae0be0611a36,5,Combined Statement of Operations,Combined Statement of Operations,Net change in unrealized gain on investments,1,,other_printed_scope,219b63469eb75843cdd3,,Net change in unrealized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,,-28572,,,,,,,62483361a4a8d7e9d478,1,,,,
5c6dd80e8a07f9c1cf49,SRC034,01-financials,Financials,cc7a7408ae0be0611a36,5,Combined Statement of Operations,Combined Statement of Operations,Net increase in partners' capital resulting from operations,1,,other_printed_scope,6f9346bfd74145bd641d,,Net increase in partners' capital resulting from operations,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,2374016,,,,,,,,,,,,,,537f3d9aaee0fc1af2c0,1,,,,
7a43c13bf09558f24b1c,SRC034,01-financials,Financials,cc7a7408ae0be0611a36,5,Combined Statement of Operations,Combined Statement of Operations,Net investment income,1,,other_printed_scope,884d16d50f04933b63f0,,Net investment income,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,1808592,,,,,,,,,,,,,5cd901466e6570ee3b83,1,,,,
692517ce07229b1f3f86,SRC034,01-financials,Financials,cc7a7408ae0be0611a36,5,Combined Statement of Operations,Combined Statement of Operations,Net realized gain on investments,1,,other_printed_scope,875197199da575b87768,,Net realized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,593996,,,,,,,,58546dac5fd08865b406,1,,,,
6c284bc90b7384bdc4ba,SRC034,01-financials,Financials,cc7a7408ae0be0611a36,5,Combined Statement of Operations,Combined Statement of Operations,Other expenses,1,,other_printed_scope,7c9ef2bd326edb57a451,,Other expenses,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,149146,,,,,,,,,,6e351361d8cd44a22bc7,1,,,,
02941d2de902272cfd64,SRC034,01-financials,Financials,cc7a7408ae0be0611a36,5,Combined Statement of Operations,Combined Statement of Operations,Professional fees,1,,other_printed_scope,64c2067cb07c1af510ce,,Professional fees,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,296825,,,,,,,,,,09036287a5948fa3246e,1,,,,
5177bd7eca0546ddfb7e,SRC034,01-financials,Financials,cc7a7408ae0be0611a36,5,Combined Statement of Operations,Combined Statement of Operations,Total expenses,1,,other_printed_scope,28735e8c4addc0607a42,,Total expenses,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,2875794,,,,,,,,,,54ade3cd6af4444a1d62,1,,,,
7d410e9f9e14fc04ec3e,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Distributions,1,General Partner,other_printed_scope,7185a720ec16869ac98e,,Distributions,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,,,,,,-193990,,,c7142269bf4d74577b67,1,,,,
7f8495475465b5d5117d,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Distributions,1,Limited Partners,other_printed_scope,7185a720ec16869ac98e,,Distributions,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,,,,,,-94018,,,620ee1feae4c0905c1bb,1,,,,
80dd1a9971a939171479,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Distributions,1,Total,other_printed_scope,7185a720ec16869ac98e,,Distributions,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,,,,,,-288008,,,800b43e2fc7cad1737f4,1,,,,
57f8d227141a475d7936,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net change in unrealized gain on investments,1,General Partner,other_printed_scope,219b63469eb75843cdd3,,Net change in unrealized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,,-1701,,,,,,,5245edb4fd785c9ec75f,1,,,,
e6f90639b311cb482db6,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net change in unrealized gain on investments,1,Limited Partners,other_printed_scope,219b63469eb75843cdd3,,Net change in unrealized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,,-26871,,,,,,,74ae07fc4d536407d884,1,,,,
08a501d09f349c4f2037,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net change in unrealized gain on investments,1,Total,other_printed_scope,219b63469eb75843cdd3,,Net change in unrealized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,,-28572,,,,,,,8012ae22d848ed1c9563,1,,,,
e0b0e0739ea1731f79fa,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net increase in partners' capital resulting from operations,1,General Partner,other_printed_scope,6f9346bfd74145bd641d,,Net increase in partners' capital resulting from operations,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,317644,,,,,,,,,,,,,,88e8c4874bc572bbab0d,1,,,,
59e9e8ab5f859ee87e9a,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net increase in partners' capital resulting from operations,1,Limited Partners,other_printed_scope,6f9346bfd74145bd641d,,Net increase in partners' capital resulting from operations,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,2056372,,,,,,,,,,,,,,81c2b1496aaf49bd4b96,1,,,,
d70d0afa64e672e68214,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net increase in partners' capital resulting from operations,1,Total,other_printed_scope,6f9346bfd74145bd641d,,Net increase in partners' capital resulting from operations,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,2374016,,,,,,,,,,,,,,5f5ea3623a92321732a1,1,,,,
5a4713607a0496bb5d8f,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net investment income,1,General Partner,other_printed_scope,884d16d50f04933b63f0,,Net investment income,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,283991,,,,,,,,,,,,,5fde11d4836f01ad77ab,1,,,,
bffdcbcbb07a836cee73,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net investment income,1,Limited Partners,other_printed_scope,884d16d50f04933b63f0,,Net investment income,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,1524601,,,,,,,,,,,,,43c13efe7386c91e9cd3,1,,,,
2dd161f9a62fda9b3338,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net investment income,1,Total,other_printed_scope,884d16d50f04933b63f0,,Net investment income,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,1808592,,,,,,,,,,,,,47d600c6a637663a9320,1,,,,
b1516c2e413c68b035fe,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net realized gain on investments,1,General Partner,other_printed_scope,875197199da575b87768,,Net realized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,35354,,,,,,,,acc9d3f4be46dfb68b52,1,,,,
aa41f78bdbfb707a4ace,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net realized gain on investments,1,Limited Partners,other_printed_scope,875197199da575b87768,,Net realized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,558642,,,,,,,,b9cf404817f39b4ae5da,1,,,,
a559a1a8013001097932,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,Net realized gain on investments,1,Total,other_printed_scope,875197199da575b87768,,Net realized gain on investments,,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,,,,,,,,,,,,,,593996,,,,,,,,31c3a81789cc3ee3b2cd,1,,,,
c016406762b0c2a9c53c,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,"Partners' capital, January 1, 2018",1,General Partner,other_printed_scope,7eae9cdd30a2966bfade,,"Partners' capital, January 1, 2018",,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,statement_line,25972056,,,,,,,,,,,,,,,,,,,,b8a96d43fe4c85b0a3cd,1,,,,
05b6dd7e5b84e41298cf,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,"Partners' capital, January 1, 2018",1,Limited Partners,other_printed_scope,7eae9cdd30a2966bfade,,"Partners' capital, January 1, 2018",,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,statement_line,410339092,,,,,,,,,,,,,,,,,,,,f3392991a48147917a27,1,,,,
6e15d156901d36858078,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,"Partners' capital, January 1, 2018",1,Total,other_printed_scope,7eae9cdd30a2966bfade,,"Partners' capital, January 1, 2018",,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,statement_line,436311148,,,,,,,,,,,,,,,,,,,,3d4c783c8c88de72f5a2,1,,,,
06675a675f079c24ec40,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,"Partners' capital, March 31, 2018",1,General Partner,other_printed_scope,b1c894f8edb0f67ec90a,,"Partners' capital, March 31, 2018",,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,statement_line,,26095710,,,,,,,,,,,,,,,,,,,9ead277dd408fae6e2f8,1,,,,
1dd185ca65128fdfeeb3,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,"Partners' capital, March 31, 2018",1,Limited Partners,other_printed_scope,b1c894f8edb0f67ec90a,,"Partners' capital, March 31, 2018",,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,statement_line,,412301446,,,,,,,,,,,,,,,,,,,155f57f037611d7c453a,1,,,,
61bb69ec1a81f33cae25,SRC034,01-financials,Financials,7671c1fe7d84a571805b,6,Combined Statement of Changes in Partners' Capital,Combined Statement of Changes in Partners' Capital,"Partners' capital, March 31, 2018",1,Total,other_printed_scope,b1c894f8edb0f67ec90a,,"Partners' capital, March 31, 2018",,,,,,,,,,,,,,,,2018-03-31,USD,absolute,1,,,,statement_line,,438397156,,,,,,,,,,,,,,,,,,,6275d07e250aaa801bcb,1,,,,
