"fund_name_raw","standardized_fund_name","fund_family","fund_id","decision_status","seen_in_agents","source_files","a_count","b_count","merge_note"
"DCM VI, L.P.","DCM VI, L.P.","DCM","FUND_0466","decided","06-statements-and-economics","SRC407","2","0","distinct series from DCM V"
"DCP C Strategic Partners, LP","DCP C Strategic Partners, LP","","FUND_0467","decided","02-performance","SRC063","2","0","distinct from DB SAF C Strategic Partners"
"DFJ Frontier Fund II, L.P.","DFJ Frontier Fund II, L.P.","","FUND_0010","decided","A+B","SRC035","1","1","sole printed variant"
"Digital Colony Partners","Digital Colony Partners","","FUND_0468","decided","02-performance","SRC060","6","0","sole printed variant; stem differs from DigitalBridge so family left blank"
"DigitalBridge Partners II, LP","DigitalBridge Partners II, LP","DigitalBridge","FUND_0469","decided","02-performance","SRC063","2","0","sole printed variant"
"DigitalBridge Strategic Assets Fund, LP","DigitalBridge Strategic Assets Fund, LP","DigitalBridge","FUND_0470","decided","02-performance","SRC063","1","0","distinct vehicle from DigitalBridge Partners II"
"DivcoWest Fund IV REIT, L.P.","DivcoWest Fund IV REIT, L.P.","DivcoWest","FUND_0471","decided","02-performance","SRC058","6","0","distinct series from Fund V"
"DivcoWest Fund V","DivcoWest Fund V","DivcoWest","FUND_0472","decided","02-performance","SRC058","6","0","distinct series from Fund IV"
"DivcoWest Real Estate Fund VI","DivcoWest Real Estate Fund VI","DivcoWest","FUND_0473","decided","02-performance","SRC058","6","0","distinct series from Fund IV and Fund V"
"DLJ Real Estate Capital Partners III, L.P.","DLJ Real Estate Capital Partners III, L.P.","DLJ Real Estate","FUND_0194","decided","A+B","SRC137","1","1","distinct series from IV"
"DLJ Real Estate Capital Partners IV, L.P.","DLJ Real Estate Capital Partners IV, L.P.","DLJ Real Estate","FUND_0195","decided","A+B","SRC137","1","1","distinct series from III"
"DLJ Real Estate Partners II, L.P.","DLJ Real Estate Partners II, L.P.","DLJ Real Estate","FUND_0196","decided","A+B","SRC137","1","1","distinct vehicle from DLJ Real Estate Capital Partners"
"DRA Growth and Income Fund VI, L.P.","DRA Growth and Income Fund VI, L.P.","DRA Growth and Income Fund","FUND_0197","decided","A+B","SRC137","1","1","distinct series from VII"
"DRA Growth and Income Fund VII, L.P.","DRA Growth and Income Fund VII, L.P.","DRA Growth and Income Fund","FUND_0198","decided","A+B","SRC137","1","1","distinct series from VI"
"Draper Triangle Ohio Ventures, L.P.","Draper Triangle Ohio Ventures, L.P.","Draper Triangle","FUND_0084","decided","A+B","SRC036","1","1","distinct vehicle from Draper Triangle Ventures Ohio III"
"Draper Triangle Ventures Ohio III, L.P.","Draper Triangle Ventures Ohio III, L.P.","Draper Triangle","FUND_0085","decided","A+B","SRC036","1","1","distinct vehicle from Draper Triangle Ohio Ventures"
"DW Life Sciences Partners, LLC","DW Life Sciences Partners, LLC","","FUND_0474","decided","02-performance","SRC063","2","0","sole printed variant"
"DW-Columbia Perfco LP","DW-Columbia Perfco LP","","FUND_0475","decided","02-performance","SRC058","4","0","sole printed variant"
"Early Stage Partners Fund II, L.P.","Early Stage Partners Fund II, L.P.","","FUND_0086","decided","A+B","SRC036","1","1","sole printed variant"
"Eastern Timberland Opportunities II","Eastern Timberland Opportunities II, L.P.","Eastern Timberland Opportunities","","decided","04-quarterly-report","SRC457","3","0","merged into the fuller printed form"
"Eastern Timberland Opportunities II, L.P.","Eastern Timberland Opportunities II, L.P.","Eastern Timberland Opportunities","","decided","04-quarterly-report","SRC457","12","0","merged with the short spelling of the same vehicle"
"Eastern Timberland Opportunities III","Eastern Timberland Opportunities III, L.P.","Eastern Timberland Opportunities","","decided","04-quarterly-report","SRC457","3","0","merged into the fuller printed form; III distinct from II"
"Eastern Timberland Opportunities III, L.P.","Eastern Timberland Opportunities III, L.P.","Eastern Timberland Opportunities","","decided","04-quarterly-report","SRC457","10","0","merged with the short spelling; III distinct from II"
"Ecosystem Investment Partners II, L.P.","Ecosystem Investment Partners II, L.P.","Ecosystem Investment Partners","","decided","04-quarterly-report","SRC457","13","0","merged with the LP spelling of the same vehicle"
"Ecosystem Investment Partners II, LP","Ecosystem Investment Partners II, L.P.","Ecosystem Investment Partners","","decided","04-quarterly-report","SRC457","3","0","merged into the fuller L.P. spelling"
"Ecosystem Investment Partners III, L.P.","Ecosystem Investment Partners III, L.P.","Ecosystem Investment Partners","","decided","04-quarterly-report","SRC457","13","0","merged with the LP spelling; III distinct from II"
"Ecosystem Investment Partners III, LP","Ecosystem Investment Partners III, L.P.","Ecosystem Investment Partners","","decided","04-quarterly-report","SRC457","3","0","merged into the fuller L.P. spelling; III distinct from II"
"Ecosystem Investment Partners IV, L.P.","Ecosystem Investment Partners IV, L.P.","Ecosystem Investment Partners","","decided","04-quarterly-report","SRC457","11","0","merged with the LP spelling; IV distinct from II and III"
"Ecosystem Investment Partners IV, LP","Ecosystem Investment Partners IV, L.P.","Ecosystem Investment Partners","","decided","04-quarterly-report","SRC457","3","0","merged into the fuller L.P. spelling; IV distinct from II and III"
"Ecotrust Forests II, LLC","Ecotrust Forests II, LLC","","FUND_0011","decided","A+B","SRC035","1","1","sole printed variant"
"Edgewood Partners, L.P.","Edgewood Partners, L.P.","","FUND_0476","decided","04-quarterly-report","SRC457","15","0","sole printed variant"
"Edison Venture Fund VII, L.P.","Edison Venture Fund VII, L.P.","Edison Venture","FUND_0089","decided","A+B","SRC036","1","1","distinct series from VIII"
"Edison Venture Fund VIII, L.P.","Edison Venture Fund VIII, L.P.","Edison Venture","FUND_0090","decided","A+B","SRC036","1","1","distinct series from VII"
"Elevate Capital Fund II","Elevate Capital Fund II","","FUND_0012","decided","A+B","SRC035","1","1","sole printed variant"
"Eli Whitney Fund","Eli Whitney Fund","","FUND_0130","decided","B","SRC039","0","1","sole printed variant"
"Emerging Market Fund, LLC","Emerging Market Fund, LLC","","FUND_0092","decided","A+B","SRC036","1","1","sole printed variant"
"EMR Capital Resources Fund II","EMR Capital Resources Fund II","","FUND_0477","decided","02-performance","SRC060","6","0","sole printed variant"
"EnCap Flatrock Midstream Fund III","EnCap Flatrock Midstream Fund III","EnCap Flatrock","FUND_0478","decided","02-performance","SRC060","6","0","distinct series from IV"
"EnCap Flatrock Midstream Fund IV","EnCap Flatrock Midstream Fund IV","EnCap Flatrock","FUND_0479","decided","02-performance","SRC060","6","0","distinct series from III"
"Endeavour Capital Fund III, L.P.","Endeavour Capital Fund III, L.P.","","FUND_0013","decided","A+B","SRC035","1","1","sole printed variant"
"Endless Fund IV A LP","Endless Fund IV A LP","","FUND_0480","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"EnerVest Energy Institutional Fund XIV","EnerVest Energy Institutional Fund XIV","EnerVest","FUND_0481","decided","02-performance","SRC060","6","0","distinct from XIV-A and from EnerVest Fund XIV"
"EnerVest Energy Institutional Fund XIV-A, L.P.","EnerVest Energy Institutional Fund XIV-A, L.P.","EnerVest","FUND_0482","decided","04-quarterly-report","SRC457","3","0","distinct: XIV-A is a separate vehicle from XIV"
"EnerVest Fund XIV, L.P.","EnerVest Fund XIV, L.P.","EnerVest","FUND_0483","decided","04-quarterly-report","SRC457","13","0","distinct: shorter printed name not merged into an XIV vehicle"
"Enlightened Hospitality Investments, L.P.","Enlightened Hospitality Investments, L.P.","","FUND_0014","decided","A+B","SRC035","1","1","sole printed variant"
"Epic Venture Fund IV, L.P.","Epic Venture Fund IV, L.P.","Epic Ventures","FUND_0015","decided","A+B","SRC035","1","1","distinct series from V"
"Epic Venture Fund V, L.P.","Epic Venture Fund V, L.P.","Epic Ventures","FUND_0016","decided","A+B","SRC035","1","1","distinct series from IV"
"Epic Ventures VI, L.P.","Epic Ventures VI, L.P.","Epic Ventures","FUND_0017","decided","A+B","SRC035","1","1","distinct series from IV and V"
"EQT Infrastructure Fund V","EQT Infrastructure Fund V","EQT","FUND_0484","decided","02-performance","SRC060","5","0","distinct from the Fund V co-investment vehicle"
"EQT Infrastructure Fund V Co-Investment","EQT Infrastructure Fund V Co-Investment","EQT","FUND_0485","decided","02-performance","SRC060","5","0","distinct co-investment vehicle"
"EQT Infrastructure III","EQT Infrastructure III","EQT","FUND_0486","decided","02-performance","SRC060","6","0","distinct series"
"EQT Infrastructure IV - USD Fund","EQT Infrastructure IV - USD Fund","EQT","FUND_0487","decided","02-performance","SRC060","6","0","distinct series"
"EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP","EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP","EQT","FUND_0488","decided","03-institutional-report","SRC356","1","0","distinct co-investment vehicle"
"EQT IX (No.2) EUR SCSp","EQT IX (No.2) EUR SCSp","EQT","FUND_0489","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"EQT VII (No.1) Limited Partnership","EQT VII (No.1) Limited Partnership","EQT","FUND_0490","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"EQT VIII (No.1) SCSp","EQT VIII (No.1) SCSp","EQT","FUND_0491","decided","06-statements-and-economics","SRC407","2","0","distinct parallel vehicle from (No.2)"
"EQT VIII (No.2) SCSp","EQT VIII (No.2) SCSp","EQT","FUND_0492","decided","06-statements-and-economics","SRC407","2","0","distinct parallel vehicle from (No.1)"
"Equistone Partners Europe Fund IV ""E"" L.P.","Equistone Partners Europe Fund IV ""E"" L.P.","","FUND_0493","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"ESCALATE CAPITAL I LP","ESCALATE CAPITAL I LP","","FUND_0494","decided","03-institutional-report","SRC356","1","0","sole printed variant"
"Eurazeo Capital Secondary Fund 2025 SCSp","Eurazeo Capital Secondary Fund 2025 SCSp","","FUND_0495","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Europe Fund III","Europe Fund III","","FUND_0496","decided","02-performance","SRC058","6","0","The partnership schedule prints Europe Fund III as a distinct vehicle with its own vintage and economics."
"European Investors Global REIT","European Investors Global REIT","","FUND_0497","decided","02-performance","SRC058","3","0","sole printed variant"
"Exeter Industrial Value Fund II, L.P.","Exeter Industrial Value Fund II, L.P.","","FUND_0199","decided","A+B","SRC137","1","1","sole printed variant"
"Fidelity Government Portfolio, Class I","Fidelity Government Portfolio, Class I","","FUND_0498","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Fifth Cinven Fund (No.3) Limited Partnership","Fifth Cinven Fund (No.3) Limited Partnership","","FUND_0499","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Fillmore West Fund, L.P.","Fillmore West Fund, L.P.","","FUND_0200","decided","A+B","SRC137","1","1","sole printed variant"
"Five Arrows Florence Continuation Fund SCSp","Five Arrows Florence Continuation Fund SCSp","","FUND_0500","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Five Point Energy Fund I, L.P.","Five Point Energy Fund I, L.P.","Five Point Energy","FUND_0501","decided","04-quarterly-report","SRC457","16","0","distinct series from II and III"
"Five Point Energy Fund II, L.P.","Five Point Energy Fund II, L.P.","Five Point Energy","FUND_0502","decided","04-quarterly-report","SRC457","15","0","distinct series from I and III"
"Five Point Energy Fund III, L.P.","Five Point Energy Fund III, L.P.","Five Point Energy","FUND_0503","decided","04-quarterly-report","SRC457","13","0","distinct series from I and II"
"Fluke Venture Partners II, L.P.","Fluke Venture Partners II, L.P.","","FUND_0018","decided","A+B","SRC035","1","1","sole printed variant"
"Folium Agriculture Fund I, L.P.","Folium Agriculture Fund I, L.P.","","","decided","04-quarterly-report","SRC457","12","0","merged with the LP spelling of the same vehicle"
"Folium Agriculture Fund I, LP","Folium Agriculture Fund I, L.P.","","","decided","04-quarterly-report","SRC457","3","0","merged into the fuller L.P. spelling"
"Fortress Fund III PIK Notes","Fortress Fund III PIK Notes","Fortress","FUND_0504","decided","02-performance","SRC058","6","0","distinct: PIK note position not the fund vehicle"
"Fortress II","Fortress II","Fortress","FUND_0505","decided","02-performance","SRC058","6","0","distinct: short printed name kept as printed"
"Fortress III","Fortress III","Fortress","FUND_0506","decided","02-performance","SRC058","6","0","distinct: short printed name kept as printed"
"Fortress Investment Fund IV","Fortress Investment Fund IV LP","Fortress","","decided","02-performance","SRC058","6","0","merged into the fuller printed form Fortress Investment Fund IV LP"
"Fortress Investment Fund IV LP","Fortress Investment Fund IV LP","Fortress","FUND_0201","decided","A+B","SRC137","1","1","merged with the short spelling of the same vehicle"
"Fortress Investment Fund LLC","Fortress Investment Fund LLC","Fortress","FUND_0202","decided","A+B","SRC137","1","1","distinct vehicle from Fund IV and Fund V"
"Fortress Investment Fund V (Fund A) L.P.","Fortress Investment Fund V (Fund A) L.P.","Fortress","FUND_0203","decided","A+B","SRC137","1","1","distinct series from Fund IV"
