"fund_name_raw","standardized_fund_name","fund_family","fund_id","decision_status","seen_in_agents","source_files","a_count","b_count","merge_note"
"Bowmark Capital Partners V, L.P.","Bowmark Capital Partners V, L.P.","","FUND_0369","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"BP ACE EV, L.P.","BP ACE EV, L.P.","","FUND_0370","decided","06-statements-and-economics","SRC407","2","0","distinct from the BP Natural Gas vehicles; BP stem too generic for a family"
"BP Natural Gas Opportunity Partners II, L.P.","BP Natural Gas Opportunity Partners II, L.P.","BP Natural Gas Opportunity Partners","FUND_0371","decided","04-quarterly-report","SRC457","14","0","distinct: Fund II is not the first fund"
"BP Natural Gas Opportunity Partners, L.P.","BP Natural Gas Opportunity Partners, L.P.","BP Natural Gas Opportunity Partners","FUND_0372","decided","04-quarterly-report","SRC457","16","0","distinct: first fund is not Fund II"
"BPEA EQT Mid-Market Growth Partnership, SCSp","BPEA EQT Mid-Market Growth Partnership, SCSp","BPEA","FUND_0373","decided","06-statements-and-economics","SRC407","2","0","distinct BPEA vehicle"
"BPEA Private Equity Fund VI, L.P.","BPEA Private Equity Fund VI, L.P.","BPEA","FUND_0374","decided","06-statements-and-economics","SRC407","2","0","distinct BPEA vehicle"
"BPG Investment Partnership IV, L.P.","BPG Investment Partnership IV, L.P.","BPG","FUND_0175","decided","A+B","SRC137","1","1","distinct series from V and VI"
"BPG Investment Partnership V, L.P.","BPG Investment Partnership V, L.P.","BPG","FUND_0176","decided","A+B","SRC137","1","1","distinct series from IV and VI"
"BPG Investment Partnership VI, L.P.","BPG Investment Partnership VI, L.P.","BPG","FUND_0177","decided","A+B","SRC137","1","1","distinct series from IV and V"
"BPG/PSERS Co-Investment Fund","BPG/PSERS Co-Investment Fund","BPG","FUND_0178","decided","A+B","SRC137","1","1","distinct co-investment vehicle"
"Brazil Real Estate Opportunities II","Brazil Real Estate Opportunities II","","FUND_0375","decided","02-performance","SRC058","6","0","sole printed variant; generic stem so no family"
"Brentwood Associates Private Equity V, L.P.","Brentwood Associates Private Equity V, L.P.","","FUND_0376","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Bridgepoint Europe IV 'A' L.P.","Bridgepoint Europe IV 'A' L.P.","Bridgepoint","FUND_0377","decided","06-statements-and-economics","SRC407","2","0","distinct from the 'E' parallel vehicle"
"Bridgepoint Europe IV 'E' L.P.","Bridgepoint Europe IV 'E' L.P.","Bridgepoint","FUND_0378","decided","06-statements-and-economics","SRC407","2","0","distinct from the 'A' parallel vehicle"
"Bridgepoint Europe Portfolio IV LP","Bridgepoint Europe Portfolio IV LP","Bridgepoint","FUND_0379","decided","06-statements-and-economics","SRC407","2","0","distinct Portfolio vehicle"
"Broadway Partners Real Estate Fund II, L.P.","Broadway Partners Real Estate Fund II, L.P.","Broadway Partners","FUND_0179","decided","A+B","SRC137","1","1","distinct series from Fund III"
"Broadway Partners Real Estate Fund III, L.P.","Broadway Partners Real Estate Fund III, L.P.","Broadway Partners","FUND_0180","decided","A+B","SRC137","1","1","distinct series from Fund II"
"Brookfield Agriculture Fund II","Brookfield Agriculture Fund II","Brookfield","FUND_0380","decided","02-performance","SRC060","6","0","sole printed variant"
"Brookfield Brazil Timber Fund II, L.P.","Brookfield Brazil Timber Fund II, L.P.","Brookfield","","decided","04-quarterly-report","SRC457","14","0","merged with the LP spelling"
"Brookfield Brazil Timber Fund II, LP","Brookfield Brazil Timber Fund II, L.P.","Brookfield","","decided","04-quarterly-report","SRC457","3","0","merged: LP = L.P."
"Brookfield Infrastructure Fund III","Brookfield Infrastructure Fund III","Brookfield","FUND_0381","decided","02-performance","SRC060","6","0","distinct series from IV and V"
"Brookfield Infrastructure Fund IV","Brookfield Infrastructure Fund IV","Brookfield","FUND_0382","decided","02-performance","SRC060","6","0","distinct series from III and V"
"Brookfield Infrastructure Fund V","Brookfield Infrastructure Fund V","Brookfield","FUND_0383","decided","02-performance","SRC060","5","0","distinct series from III and IV"
"Brookfield Strategic Real Estate Partners, L.P.","Brookfield Strategic Real Estate Partners, L.P.","Brookfield","FUND_0181","decided","A+B","SRC137","1","1","sole printed variant"
"Brookfield Super Core Infrastructure Partners Project Aether","Brookfield Super Core Infrastructure Partners Project Aether","Brookfield","FUND_0384","decided","02-performance","SRC060","5","0","distinct project vehicle; printed without the hyphen"
"Brookfield Super-Core Infrastructure Partners","Brookfield Super-Core Infrastructure Partners","Brookfield","FUND_0385","decided","02-performance","SRC060","5","0","distinct from the named project vehicles"
"Brookfield Super-Core Infrastructure Partners Project Kepler","Brookfield Super-Core Infrastructure Partners Project Kepler","Brookfield","FUND_0386","decided","02-performance","SRC060","5","0","distinct project vehicle"
"Brookfield Super-Core Infrastructure Partners Project Volta","Brookfield Super-Core Infrastructure Partners Project Volta","Brookfield","FUND_0387","decided","02-performance","SRC060","5","0","distinct project vehicle"
"Brookfield Timberlands Fund V","Brookfield Timberlands Fund V","Brookfield","FUND_0388","decided","02-performance","SRC060","6","0","sole printed variant"
"BSV Opportunities B, FCRE","BSV Opportunities B, FCRE","","FUND_0389","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Buchanan Fund V","Buchanan Fund V","","FUND_0390","decided","02-performance","SRC058","6","0","sole printed variant"
"Builder Fund","Builder Fund","","FUND_0139","decided","B","SRC040","0","1","distinct from Builders VC Fund II"
"Builders VC Fund II","Builders VC Fund II","","FUND_0005","decided","A+B","SRC035","1","1","distinct from Builder Fund"
"Cabot Industrial Value Fund III, L.P.","Cabot Industrial Value Fund III, L.P.","","FUND_0182","decided","A+B","SRC137","1","1","sole printed variant"
"CalEast Canada Limited Partnership","CalEast Canada Limited Partnership","CalEast","FUND_0391","decided","02-performance","SRC063","1","0","distinct CalEast vehicle"
"CalEast Industrial Investors, LLC","CalEast Industrial Investors, LLC","CalEast","FUND_0392","decided","02-performance","SRC063","3","0","distinct CalEast vehicle"
"CalEast Solstice, LLC","CalEast Solstice, LLC","CalEast","FUND_0393","decided","02-performance","SRC063","4","0","distinct CalEast vehicle"
"CalWest CalPERS GIP","CalWest CalPERS GIP","","FUND_0394","decided","02-performance","SRC063","3","0","distinct from the CalEast vehicles"
"Camden Partners Strategic Fund VI, L.P.","Camden Partners Strategic Fund VI, L.P.","","FUND_0395","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Cameron Village","Cameron Village","","FUND_0396","decided","02-performance","SRC058","4","0","sole printed variant"
"Canyon Catalyst Fund II, LLC","Canyon Catalyst Fund II, LLC","","FUND_0397","decided","02-performance","SRC063","4","0","distinct from Canyon Johnson Urban Fund III; stem too thin for a family"
"Canyon Johnson Urban Fund III","Canyon Johnson Urban Fund III","","FUND_0398","decided","02-performance","SRC058","6","0","distinct from Canyon Catalyst Fund II; stem too thin for a family"
"Capiton VI GmbH & Co. Beteiligungs KG","Capiton VI GmbH & Co. Beteiligungs KG","","FUND_0399","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Capvis Equity IV L.P.","Capvis Equity IV L.P.","Capvis","FUND_0400","decided","06-statements-and-economics","SRC407","2","0","distinct series from Equity V"
"Capvis Equity V L.P.","Capvis Equity V L.P.","Capvis","FUND_0401","decided","06-statements-and-economics","SRC407","2","0","distinct series from Equity IV"
"Carlyle Credit Opportunities Fund (Parallel), L.P.","Carlyle Credit Opportunities Fund (Parallel), L.P.","Carlyle","FUND_0402","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Carlyle Europe Partners IV, L.P.","Carlyle Europe Partners IV, L.P.","Carlyle","FUND_0403","decided","06-statements-and-economics","SRC407","2","0","distinct series from Europe Partners V"
"Carlyle Europe Partners V - EU, S.C.Sp.","Carlyle Europe Partners V - EU, S.C.Sp.","Carlyle","FUND_0404","decided","06-statements-and-economics","SRC407","2","0","distinct series from Europe Partners IV"
"Carlyle Europe Real Estate Partners III, L.P.","Carlyle Europe Real Estate Partners III, L.P.","Carlyle","FUND_0183","decided","A+B","SRC137","1","1","distinct from the Carlyle Europe Partners line"
"Carlyle Infrastructure Partners, L.P.","Carlyle Infrastructure Partners, L.P.","Carlyle","FUND_0405","decided","02-performance","SRC063","1","0","sole printed variant"
"Carlyle Partners V, L.P.","Carlyle Partners V, L.P.","Carlyle","FUND_0406","decided","06-statements-and-economics","SRC407","2","0","distinct series from VII and VIII"
"Carlyle Partners VII, L.P.","Carlyle Partners VII, L.P.","Carlyle","FUND_0407","decided","06-statements-and-economics","SRC407","2","0","distinct series from V and VIII"
"Carlyle Partners VIII, L.P.","Carlyle Partners VIII, L.P.","Carlyle","FUND_0408","decided","06-statements-and-economics","SRC407","2","0","distinct series from V and VII"
"Carlyle Property Investors, L.P.","Carlyle Property Investors, L.P.","Carlyle","FUND_0409","decided","02-performance","SRC058","6","0","sole printed variant"
"Carlyle Realty Partners III, L.P.","Carlyle Realty Partners III, L.P.","Carlyle","FUND_0184","decided","A+B","SRC137","1","1","distinct series from IV V and VI"
"Carlyle Realty Partners IV, L.P.","Carlyle Realty Partners IV, L.P.","Carlyle","FUND_0185","decided","A+B","SRC137","1","1","distinct series from III V and VI"
"Carlyle Realty Partners V, L.P.","Carlyle Realty Partners V, L.P.","Carlyle","FUND_0186","decided","A+B","SRC137","1","1","distinct series from III IV and VI"
"Carlyle Realty Partners VI, L.P.","Carlyle Realty Partners VI, L.P.","Carlyle","FUND_0187","decided","A+B","SRC137","1","1","distinct series from III IV and V"
"Carlyle US Equity Opportunity Fund II, L.P.","Carlyle US Equity Opportunity Fund II, L.P.","Carlyle","FUND_0410","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Cascade Angels Fund 2016, L.P.","Cascade Angels Fund 2016, L.P.","Cascade Angels Fund","FUND_0006","decided","A+B","SRC035","1","1","distinct vintage vehicle from Cascade Angels Fund V"
"Cascade Angels Fund V, LLC","Cascade Angels Fund V, LLC","Cascade Angels Fund","FUND_0007","decided","A+B","SRC035","1","1","distinct series from Cascade Angels Fund 2016"
"Cascade Seed Fund I, LLC","Cascade Seed Fund I, LLC","Cascade Seed Fund","FUND_0008","decided","A+B","SRC035","1","1","distinct series from Cascade Seed Fund II"
"Cascade Seed Fund II","Cascade Seed Fund II","Cascade Seed Fund","FUND_0009","decided","A+B","SRC035","1","1","distinct series from Cascade Seed Fund I"
"CB Offshore CF I, Limited Partnership","CB Offshore CF I, Limited Partnership","","FUND_0411","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"CBRE Strategic Partners US Value Fund 5","CBRE Strategic Partners US Value Fund 5","CBRE Strategic Partners","FUND_0412","decided","02-performance","SRC058","6","0","distinct series from Fund 6"
"CBRE Strategic Partners US Value Fund 6","CBRE Strategic Partners US Value Fund 6","CBRE Strategic Partners","FUND_0413","decided","02-performance","SRC058","6","0","distinct series from Fund 5"
"CCF II Industrial","CCF II Industrial","","FUND_0414","decided","02-performance","SRC063","2","0","distinct series from CCF III Industrial; acronym stem so no family"
"CCF III Industrial","CCF III Industrial","","FUND_0415","decided","02-performance","SRC063","2","0","distinct from CCF III LLC; acronym stem so no family"
"CCF III, LLC","CCF III, LLC","","FUND_0416","decided","02-performance","SRC063","3","0","distinct from CCF III Industrial; acronym stem so no family"
"CCP 2020","CCP 2020","","FUND_0417","decided","02-performance","SRC063","3","0","distinct from CCP Climb and CCP Strider; acronym stem so no family"
"CCP Climb LP","CCP Climb LP","","FUND_0418","decided","06-statements-and-economics","SRC407","2","0","distinct from CCP Strider; acronym stem so no family"
"CCP Strider LP","CCP Strider LP","","FUND_0419","decided","06-statements-and-economics","SRC407","2","0","distinct from CCP Climb; acronym stem so no family"
"CD&R Value Building Partners I, L.P.","CD&R Value Building Partners I, L.P.","","FUND_0420","decided","06-statements-and-economics","SRC407","2","0","distinct vehicle; printed stem differs from the Clayton Dubilier & Rice funds"
"CDRF8 Private Investors, LLC","CDRF8 Private Investors, LLC","","FUND_0421","decided","06-statements-and-economics","SRC407","2","0","distinct vehicle; printed stem shared with no other row"
"Centerbridge Seaport Acquisition Fund, L.P.","Centerbridge Seaport Acquisition Fund, L.P.","","FUND_0422","decided","06-statements-and-economics","SRC407","2","0","sole printed variant; distinct from the Centerline rows"
"Centerline Diversified Risk CMBS Fund, LLC","Centerline Diversified Risk CMBS Fund, LLC","Centerline","FUND_0188","decided","A+B","SRC137","1","1","distinct from Centerline High Yield CMBS III"
"Centerline High Yield CMBS III - Loan/Stock","Centerline High Yield CMBS III - Loan/Stock","Centerline","FUND_0189","decided","A+B","SRC137","1","1","distinct from Centerline Diversified Risk CMBS Fund"
"Cerberus Institutional Partners, L.P. - Series Four","Cerberus Institutional Partners, L.P. - Series Four","","FUND_0423","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Charlesbank Equity Fund VIII, Limited Partnership","Charlesbank Equity Fund VIII, Limited Partnership","","FUND_0424","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Charter Life Sciences (Ohio) II, L.P.","Charter Life Sciences (Ohio) II, L.P.","","FUND_0081","decided","A+B","SRC036","1","1","distinct from Charterhouse Capital Partners IX"
"Charterhouse Capital Partners IX","Charterhouse Capital Partners IX","","FUND_0425","decided","06-statements-and-economics","SRC407","1","0","distinct from Charter Life Sciences (Ohio) II"
"CHP III, L.P.","CHP III, L.P.","","FUND_0426","decided","06-statements-and-economics","SRC407","2","0","sole printed variant; acronym stem so no family"
"Chrysalis Ventures (Ohio) III, L.P.","Chrysalis Ventures (Ohio) III, L.P.","","FUND_0082","decided","A+B","SRC036","1","1","sole printed variant"
"CI Capital Investors III, L.P.","CI Capital Investors III, L.P.","","FUND_0427","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"CIM Fund III, L.P.","CIM Fund III, L.P.","CIM","FUND_0428","decided","02-performance","SRC063","5","0","distinct from CIM Infrastructure Fund"
"CIM Infrastructure Fund, L.P.","CIM Infrastructure Fund, L.P.","CIM","FUND_0429","decided","02-performance","SRC063","5","0","distinct from CIM Fund III"
"Clarion (Non Mandate)","Clarion (Non Mandate)","Clarion","FUND_0431","decided","02-performance","SRC058","4","0","distinct Clarion vehicle"
"Clarion Columbia Office Properties","Clarion Columbia Office Properties","Clarion","FUND_0432","decided","02-performance","SRC058","4","0","distinct Clarion vehicle"
"Clarion Holding","Clarion Holding","Clarion","FUND_0433","decided","02-performance","SRC058","4","0","distinct Clarion vehicle"
"Clayton, Dubilier & Rice Fund IX, L.P.","Clayton, Dubilier & Rice Fund IX, L.P.","Clayton, Dubilier & Rice","FUND_0434","decided","06-statements-and-economics","SRC407","2","0","distinct series from Fund X"
"Clayton, Dubilier & Rice Fund X, L.P.","Clayton, Dubilier & Rice Fund X, L.P.","Clayton, Dubilier & Rice","FUND_0435","decided","06-statements-and-economics","SRC407","2","0","distinct series from Fund IX"
"Clean Tech Fund","Clean Tech Fund","","FUND_0123","decided","B","SRC039","0","1","sole printed variant; generic stem so no family"
"Clearlake Capital Partners III, L.P.","Clearlake Capital Partners III, L.P.","Clearlake","FUND_0436","decided","06-statements-and-economics","SRC407","2","0","distinct series from IV VI and VII"
"Clearlake Capital Partners IV, L.P.","Clearlake Capital Partners IV, L.P.","Clearlake","FUND_0437","decided","06-statements-and-economics","SRC407","2","0","distinct series from III VI and VII"
"Clearlake Capital Partners VI, L.P.","Clearlake Capital Partners VI, L.P.","Clearlake","FUND_0438","decided","06-statements-and-economics","SRC407","2","0","distinct series from III IV and VII"
"Clearlake Capital Partners VII (USTE), L.P.","Clearlake Capital Partners VII (USTE), L.P.","Clearlake","FUND_0439","decided","06-statements-and-economics","SRC407","2","0","distinct series from III IV and VI"
"Clearlake Opportunities Partners (P-Offshore), L.P.","Clearlake Opportunities Partners (P-Offshore), L.P.","Clearlake","FUND_0440","decided","06-statements-and-economics","SRC407","2","0","distinct from the Clearlake Capital Partners line"
"Cliffwood","Cliffwood","","FUND_0441","decided","02-performance","SRC058","3","0","sole printed variant"
