"fund_name_raw","standardized_fund_name","fund_family","fund_id","decision_status","seen_in_agents","source_files","a_count","b_count","merge_note"
"Insight Venture Partners (Cayman) VIII, L.P.","Insight Venture Partners (Cayman) VIII, L.P.","Insight Partners","FUND_0655","decided","06-statements-and-economics","SRC407","2","0","distinct: Cayman parallel of Fund VIII"
"Insight Venture Partners (Cayman) X, L.P.","Insight Venture Partners (Cayman) X, L.P.","Insight Partners","FUND_0656","decided","06-statements-and-economics","SRC407","2","0","distinct: Cayman parallel of Fund X"
"Insight Venture Partners Coinvestment Fund (Delaware) III, L.P.","Insight Venture Partners Coinvestment Fund (Delaware) III, L.P.","Insight Partners","FUND_0657","decided","06-statements-and-economics","SRC407","2","0","distinct: Delaware parallel of Coinvestment Fund III"
"Insight Venture Partners Coinvestment Fund II, L.P.","Insight Venture Partners Coinvestment Fund II, L.P.","Insight Partners","FUND_0658","decided","06-statements-and-economics","SRC407","2","0","distinct: Coinvestment Fund II not Fund III"
"Insight Venture Partners Coinvestment Fund III, L.P.","Insight Venture Partners Coinvestment Fund III, L.P.","Insight Partners","FUND_0659","decided","06-statements-and-economics","SRC407","2","0","distinct: not the Delaware parallel of the same series number"
"Insight Venture Partners Growth-Buyout Coinvestment Fund (Cayman), L.P.","Insight Venture Partners Growth-Buyout Coinvestment Fund (Cayman), L.P.","Insight Partners","FUND_0660","decided","06-statements-and-economics","SRC407","2","0","distinct: Cayman parallel of the growth-buyout coinvestment fund"
"Insight Venture Partners Growth-Buyout Coinvestment Fund, L.P.","Insight Venture Partners Growth-Buyout Coinvestment Fund, L.P.","Insight Partners","FUND_0661","decided","06-statements-and-economics","SRC407","2","0","distinct: onshore vehicle not the Cayman parallel"
"Insight Venture Partners IX, L.P.","Insight Venture Partners IX, L.P.","Insight Partners","FUND_0662","decided","06-statements-and-economics","SRC407","2","0","distinct: main Fund IX not the Cayman parallel"
"Insight Venture Partners VII, L.P.","Insight Venture Partners VII, L.P.","Insight Partners","FUND_0663","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund VII is its own series number"
"Insight Venture Partners VIII (Co-Investors), L.P.","Insight Venture Partners VIII (Co-Investors), L.P.","Insight Partners","FUND_0664","decided","06-statements-and-economics","SRC407","2","0","distinct: co-investor sleeve of Fund VIII"
"Insight Venture Partners VIII, L.P.","Insight Venture Partners VIII, L.P.","Insight Partners","FUND_0665","decided","06-statements-and-economics","SRC407","2","0","distinct: main Fund VIII not the co-investor or Cayman vehicle"
"Institutional Logistics Partners, LLC","Institutional Logistics Partners, LLC","","FUND_0666","decided","02-performance","SRC063","5","0","confirmed sole printed variant"
"International Infrastructure Finance Company Fund","International Infrastructure Finance Company Fund","","FUND_0667","decided","02-performance","SRC060","6","0","confirmed sole printed variant"
"Investcorp Aspen Offshore Fund, L.P.","Investcorp Aspen Offshore Fund, L.P.","","FUND_0668","decided","06-statements-and-economics","SRC407","2","0","confirmed sole printed variant"
"Investindustrial VII L.P.","Investindustrial VII L.P.","","FUND_0669","decided","06-statements-and-economics","SRC407","2","0","confirmed sole printed variant"
"Ironsides Offshore Direct Investment Fund V, L.P.","Ironsides Offshore Direct Investment Fund V, L.P.","","FUND_0670","decided","06-statements-and-economics","SRC407","2","0","confirmed sole printed variant"
"Ivy Investment Vehicle LDC (SWPM)","Ivy Investment Vehicle LDC (SWPM)","","FUND_0671","decided","02-performance","SRC063","1","0","confirmed sole printed variant"
"JEFFERSON PARTNERS FUND IV (PA), L.P.","JEFFERSON PARTNERS FUND IV (PA), L.P.","Jefferson Partners","FUND_0205","decided","A+B","SRC102","1","1","distinct: PA vehicle; upper case is the only printed spelling of it"
"Jefferson Partners Fund IV, (U.S.), L.P.","Jefferson Partners Fund IV, (U.S.), L.P.","Jefferson Partners","FUND_0155","decided","A+B","SRC102","1","1","distinct: U.S. vehicle not the PA or main fund"
"Jefferson Partners Fund IV, L.P.","Jefferson Partners Fund IV, L.P.","Jefferson Partners","FUND_0153","decided","A+B","SRC102","1","1","distinct: main Fund IV not the U.S. or PA vehicle"
"JER Real Estate Partners","JER Real Estate Partners","JER Real Estate Partners","FUND_0672","decided","02-performance","SRC058","6","0","distinct: first fund not Fund II"
"JER Real Estate Partners II","JER Real Estate Partners II","JER Real Estate Partners","FUND_0673","decided","02-performance","SRC058","6","0","distinct: Fund II not the first fund"
"JLL Income Property Trust","JLL Income Property Trust","","FUND_0674","decided","06-statements-and-economics","SRC132","22","0","distinct: unrelated to JLL Partners; shared initials only"
"JLL Partners Fund VII Secondary (A), L.P.","JLL Partners Fund VII Secondary (A), L.P.","","FUND_0675","decided","06-statements-and-economics","SRC407","2","0","distinct: unrelated to JLL Income Property Trust; shared initials only"
"JP Morgan Strategic Property Fund","JP Morgan Strategic Property Fund","","FUND_0676","decided","02-performance","SRC058","6","0","merged with JPMCB Strategic Property Fund: same open-end vehicle"
"JPMCB Strategic Property Fund","JP Morgan Strategic Property Fund","","FUND_0206","decided","A+B","SRC137","1","1","merged: JPMCB is the bank abbreviation for the same Strategic Property Fund"
"JPMorgan US Government Money Market Fund","JPMorgan US Government Money Market Fund","","FUND_0677","decided","06-statements-and-economics","SRC407","2","0","distinct: money market fund not the Strategic Property Fund"
"K1 Special Opportunities Fund, L.P.","K1 Special Opportunities Fund, L.P.","","FUND_0024","decided","A+B","SRC035","1","1","confirmed sole printed variant"
"K4 Private Investors, L.P.","K4 Private Investors, L.P.","","FUND_0025","decided","A+B","SRC035","1","1","distinct: K4 not K5"
"K5 Private Investors, L.P.","K5 Private Investors, L.P.","","FUND_0026","decided","A+B","SRC035","1","1","distinct: K5 not K4"
"Kelso Investment Associates IX, L.P.","Kelso Investment Associates IX, L.P.","Kelso Investment Associates","FUND_0678","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund IX not Fund VIII"
"Kelso Investment Associates VIII, L.P.","Kelso Investment Associates VIII, L.P.","Kelso Investment Associates","FUND_0679","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund VIII not Fund IX"
"KeyStone Industrial Fund, LP","KeyStone Industrial Fund, LP","","FUND_0680","decided","02-performance","SRC058","6","0","confirmed sole printed variant"
"Khosla Ventures III","Khosla Ventures III","","FUND_0113","decided","A+B","SRC037","1","1","confirmed sole printed variant"
"Kildare European Partners I, L.P.","Kildare European Partners I, L.P.","Kildare European Partners","FUND_0681","decided","04-quarterly-report","SRC457","16","0","distinct: Fund I not Fund II"
"Kildare European Partners II, L.P.","Kildare European Partners II, L.P.","Kildare European Partners","FUND_0682","decided","04-quarterly-report","SRC457","15","0","distinct: Fund II not Fund I"
"KKR Americas Fund XII L.P.","KKR Americas Fund XII L.P.","KKR","FUND_0683","decided","06-statements-and-economics","SRC407","2","0","distinct: Americas Fund XII not the North America Fund XI"
"KKR Asian Fund II TE Blocker L.P.","KKR Asian Fund II TE Blocker L.P.","KKR","FUND_0684","decided","06-statements-and-economics","SRC407","2","0","distinct: tax-exempt blocker of the Asian Fund II"
"KKR European Fund V (USD) SCSp","KKR European Fund V (USD) SCSp","KKR","FUND_0685","decided","06-statements-and-economics","SRC407","2","0","distinct: European series vehicle"
"KKR North America Fund XI L.P.","KKR North America Fund XI L.P.","KKR","FUND_0686","decided","06-statements-and-economics","SRC407","2","0","distinct: North America Fund XI not the Americas Fund XII"
"KTR Industrial Fund II, LP","KTR Industrial Fund II, LP","KTR Industrial Fund","FUND_0687","decided","02-performance","SRC058","6","0","distinct: Fund II not Fund III"
"KTR Industrial Fund III","KTR Industrial Fund III","KTR Industrial Fund","FUND_0688","decided","02-performance","SRC058","6","0","distinct: Fund III not Fund II"
"L Catterton IX, L.P.","L Catterton IX, L.P.","","FUND_0689","decided","06-statements-and-economics","SRC407","2","0","confirmed sole printed variant"
"Land Management Company Resmark","Land Management Company Resmark","","FUND_0690","decided","02-performance","SRC063","3","0","confirmed sole printed variant"
"Landmark Real Estate Partners VII, L.P.","Landmark Real Estate Partners VII, L.P.","","FUND_0691","decided","02-performance","SRC058","6","0","confirmed sole printed variant"
"LaSalle REIT","LaSalle REIT","","FUND_0692","decided","02-performance","SRC058","3","0","confirmed sole printed variant"
"Latitude Management Real Estate Capital III, Inc.","Latitude Management Real Estate Capital III, Inc.","","FUND_0207","decided","A+B","SRC137","1","1","confirmed sole printed variant"
"LBA Core Industrial","LBA Core Industrial","LBA","FUND_0693","decided","02-performance","SRC058","4","0","distinct: core vehicle not a Logistics Value fund"
"LBA Logistics Value Fund IX","LBA Logistics Value Fund IX","LBA","FUND_0694","decided","02-performance","SRC058","6","0","distinct: Fund IX not Fund X"
"LBA Logistics Value Fund X, LP","LBA Logistics Value Fund X, LP","LBA","FUND_0695","decided","02-performance","SRC058","3","0","distinct: Fund X not Fund IX"
"LCCG Diversified Risk CMBS Fund II, LLC","LCCG Diversified Risk CMBS Fund II, LLC","LCCG","FUND_0208","decided","A+B","SRC137","1","1","distinct: diversified risk CMBS vehicle"
"LCCG High Yield CMBS Fund III, LLC","LCCG High Yield CMBS Fund III, LLC","LCCG","FUND_0209","decided","A+B","SRC137","1","1","distinct: high yield CMBS vehicle"
"LCCG R E Special Situations Mortgage Fund","LCCG R E Special Situations Mortgage Fund","LCCG","FUND_0210","decided","A+B","SRC137","1","1","distinct: mortgage special situations vehicle"
"Lee Equity Partners Fund II, L.P.","Lee Equity Partners Fund II, L.P.","","FUND_0696","decided","06-statements-and-economics","SRC407","2","0","confirmed sole printed variant"
"Legg Mason Real Estate Capital","Legg Mason Real Estate Capital","Legg Mason Real Estate Capital","FUND_0211","decided","A+B","SRC137","1","1","distinct: first fund not Fund II"
"Legg Mason Real Estate Capital II","Legg Mason Real Estate Capital II","Legg Mason Real Estate Capital","FUND_0212","decided","A+B","SRC137","1","1","distinct: Fund II not the first fund"
"LEM Real Estate Mezzanine Fund II, L.P.","LEM Real Estate Mezzanine Fund II, L.P.","","FUND_0213","decided","A+B","SRC137","1","1","confirmed sole printed variant"
"LF Strategic Realty Investors II, L.P.","LF Strategic Realty Investors II, L.P.","LF Strategic Realty Investors","FUND_0214","decided","A+B","SRC137","1","1","distinct: Fund II not the first fund"
"LF Strategic Realty Investors, L.P.","LF Strategic Realty Investors, L.P.","LF Strategic Realty Investors","FUND_0215","decided","A+B","SRC137","1","1","distinct: first fund not Fund II"
"Life Science Investment Fund","Life Science Investment Fund","","FUND_0145","decided","B","SRC040","0","1","confirmed sole printed variant"
"Lightspeed Venture Partners IX, L.P.","Lightspeed Venture Partners IX, L.P.","","FUND_0697","decided","06-statements-and-economics","SRC407","2","0","confirmed sole printed variant"
"Lime Rock Resources III","Lime Rock Resources III, L.P.","","","decided","04-quarterly-report","SRC457","2","0","merged: short print of the same fund in the same source"
"Lime Rock Resources III, L.P.","Lime Rock Resources III, L.P.","","","decided","04-quarterly-report","SRC457","13","0","merged: fullest printed form is the standard"
"Lincoln CIP Industrial Value Add","Lincoln CIP Industrial Value Add","","FUND_0699","decided","02-performance","SRC058","5","0","distinct: named Lincoln vehicle"
"Lincoln Holdings","Lincoln Holdings","","FUND_0700","decided","02-performance","SRC058","4","0","distinct: named Lincoln vehicle"
"Lincoln Non Mandate","Lincoln Non Mandate","","FUND_0701","decided","02-performance","SRC058","4","0","distinct: non mandate bucket reported separately"
"Lincoln Timber L.P.","Lincoln Timber L.P.","","FUND_0702","decided","02-performance","SRC063","5","0","distinct: timber vehicle in a different source from the SRC058 Lincoln rows"
"Lion Mexico Fund","Lion Mexico Fund","","FUND_0703","decided","02-performance","SRC058","6","0","distinct: unrelated to Lion/Simba Investors"
"Lion/Simba Investors, L.P.","Lion/Simba Investors, L.P.","","FUND_0704","decided","06-statements-and-economics","SRC407","2","0","distinct: unrelated to Lion Mexico Fund"
"Lionstone CFO ONE","Lionstone CFO ONE","Lionstone","FUND_0705","decided","02-performance","SRC058","4","0","distinct: mandate row not the non mandate bucket"
"Lionstone CFO One Non Mandate","Lionstone CFO One Non Mandate","Lionstone","FUND_0706","decided","02-performance","SRC058","4","0","distinct: non mandate bucket reported separately"
"Lionstone Westloop","Lionstone Westloop","Lionstone","FUND_0707","decided","02-performance","SRC058","4","0","distinct: separate Lionstone vehicle"
"Littlejohn Fund IV, L.P.","Littlejohn Fund IV, L.P.","Littlejohn","FUND_0708","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund IV not Fund V"
"Littlejohn Fund V, L.P.","Littlejohn Fund V, L.P.","Littlejohn","FUND_0709","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund V not Fund IV"
"Lone Star Fund I","Lone Star Fund I","Lone Star","FUND_0710","decided","02-performance","SRC058","6","0","confirmed sole Lone Star vehicle in this range"
