"fund_name_raw","standardized_fund_name","fund_family","fund_id","decision_status","seen_in_agents","source_files","a_count","b_count","merge_note"
"Sares Regis Multifamily Value-Add Fund II, L.P.","Sares-Regis Multifamily Value-Add Fund II, L.P.","Sares-Regis","","decided","04-quarterly-report","SRC457","13","0","merged: unhyphenated spelling of Value-Add Fund II"
"Sares Regis Multifamily Value-Add Fund III, L.P.","Sares-Regis Multifamily Value-Add Fund III, L.P.","Sares-Regis","","decided","04-quarterly-report","SRC457","11","0","merged: unhyphenated spelling of Value-Add Fund III"
"Sares-Regis Multifamily Fund, L.P.","Sares-Regis Multifamily Fund, L.P.","Sares-Regis","FUND_0883","decided","04-quarterly-report","SRC457","2","0","distinct: no Value-Add series number"
"Sares-Regis Multifamily Value-Add Fund II, L.P.","Sares-Regis Multifamily Value-Add Fund II, L.P.","Sares-Regis","","decided","04-quarterly-report","SRC457","3","0","merged: hyphenated form is the standard for Value-Add Fund II"
"Sares-Regis Multifamily Value-Add Fund III, L.P.","Sares-Regis Multifamily Value-Add Fund III, L.P.","Sares-Regis","","decided","04-quarterly-report","SRC457","3","0","merged: hyphenated form is the standard for Value-Add Fund III"
"Saw Mill Capital Partners, L.P.","Saw Mill Capital Partners, L.P.","","FUND_0884","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"SCF-IX LP","SCF-IX LP","SCF","FUND_0885","decided","03-institutional-report","SRC356","1","0","distinct: ninth fund of the SCF series"
"SCF-VII LP","SCF-VII LP","SCF","FUND_0886","decided","03-institutional-report","SRC356","1","0","distinct: seventh fund of the SCF series"
"SCF-VIII LP","SCF-VIII LP","SCF","FUND_0887","decided","03-institutional-report","SRC356","1","0","distinct: eighth fund of the SCF series"
"Sculptor Diversified RE Income Trust","Sculptor Diversified RE Income Trust","Sculptor","FUND_0888","decided","02-performance","SRC058","6","0","distinct: income trust and not a numbered Real Estate fund"
"Sculptor Real Estate Fund IV","Sculptor Real Estate Fund IV","Sculptor","FUND_0889","decided","02-performance","SRC058","6","0","distinct: Fund IV of the Sculptor Real Estate series"
"Sculptor Real Estate Fund V","Sculptor Real Estate Fund V","Sculptor","FUND_0890","decided","02-performance","SRC058","5","0","distinct: Fund V of the Sculptor Real Estate series"
"SDL Hospitality Co-Invest Fund","SDL Hospitality Co-Invest Fund","","FUND_0891","decided","02-performance","SRC058","6","0","sole printed variant"
"Seed Fund","Seed Fund","","FUND_0137","decided","B","SRC039","0","1","generic printed name kept exactly as printed"
"Seidler Equity Partners IV, L.P.","Seidler Equity Partners IV, L.P.","","FUND_0892","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Senior Housing Partnership Fund IV, L.P.","Senior Housing Partnership Fund IV, L.P.","","FUND_0242","decided","A+B","SRC137","1","1","sole printed variant"
"SERVE OPPORTUNITIES FUND I LP","SERVE OPPORTUNITIES FUND I LP","","FUND_0893","decided","03-institutional-report","SRC356","1","0","sole printed variant"
"Seven Peaks Ventures Fund II, L.P.","Seven Peaks Ventures Fund II, L.P.","Seven Peaks Ventures","FUND_0058","decided","A+B","SRC035","1","1","distinct: Fund II is a later vehicle than the first fund"
"Seven Peaks Ventures Fund, L.P.","Seven Peaks Ventures Fund, L.P.","Seven Peaks Ventures","FUND_0059","decided","A+B","SRC035","1","1","distinct: first fund with no series number"
"SH Group I, LP","SH Group I, LP","","FUND_0894","decided","02-performance","SRC058","6","0","sole printed variant"
"Sheridan Production Partners I-B","Sheridan Production Partners I-B","Sheridan Production Partners","FUND_0895","decided","02-performance","SRC060","5","0","distinct: I-B is its own vehicle"
"Sheridan Production Partners II-B","Sheridan Production Partners II-B","Sheridan Production Partners","FUND_0896","decided","02-performance","SRC060","5","0","distinct: II-B is its own vehicle"
"Sheridan Production Partners III-B","Sheridan Production Partners III-B","Sheridan Production Partners","FUND_0897","decided","02-performance","SRC060","6","0","distinct: III-B is its own vehicle"
"Sierra Nevada Investment Partners LP","Sierra Nevada Investment Partners LP","","FUND_0898","decided","02-performance","SRC063","1","0","sole printed variant"
"Silver Creek Aggregate Reserves Fund I","Silver Creek Aggregate Reserves Fund I","","FUND_0899","decided","02-performance","SRC060","6","0","distinct: unrelated to the Silver Lake vehicles"
"Silver Lake Partners III, L.P.","Silver Lake Partners III, L.P.","Silver Lake Partners","FUND_0900","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund III of the Silver Lake Partners series"
"Silver Lake Partners V, L.P.","Silver Lake Partners V, L.P.","Silver Lake Partners","FUND_0901","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund V of the Silver Lake Partners series"
"Silverpeak Legacy Pension Partners II, L.P.","Silverpeak Legacy Pension Partners II, L.P.","Silverpeak","FUND_0243","decided","A+B","SRC137","1","1","distinct: Fund II of the Silverpeak Legacy Pension series"
"Silverpeak Legacy Pension Partners III, L.P.","Silverpeak Legacy Pension Partners III, L.P.","Silverpeak","FUND_0244","decided","A+B","SRC137","1","1","distinct: Fund III of the Silverpeak Legacy Pension series"
"Silverpeak Legacy/PSERS, L.P.","Silverpeak Legacy/PSERS, L.P.","Silverpeak","FUND_0245","decided","A+B","SRC137","1","1","distinct: separate account vehicle and not a numbered pension fund"
"Sixth Cinven Fund (No. 2) Limited Partnership","Sixth Cinven Fund (No. 2) Limited Partnership","Cinven","FUND_0902","decided","06-statements-and-economics","SRC407","2","0","distinct: No. 2 partnership of the Sixth Cinven Fund"
"Sixth Cinven Fund (No. 4) Limited Partnership","Sixth Cinven Fund (No. 4) Limited Partnership","Cinven","FUND_0903","decided","06-statements-and-economics","SRC407","2","0","distinct: No. 4 partnership of the Sixth Cinven Fund"
"Sixth Street Opportunities Partners III (B), L.P.","Sixth Street Opportunities Partners III (B), L.P.","","FUND_0904","decided","06-statements-and-economics","SRC407","2","0","distinct: Sixth Street is unrelated to the Sixth Cinven vehicles"
"SL SPV-2, L.P.","SL SPV-2, L.P.","","FUND_0905","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"SmartForest Ventures I, L.P.","SmartForest Ventures I, L.P.","","FUND_0060","decided","A+B","SRC035","1","1","sole printed variant"
"Solamere Capital AF V, LP","Solamere Capital AF V, LP","Solamere","FUND_0906","decided","06-statements-and-economics","SRC407","2","0","distinct: Capital AF V is its own vehicle"
"Solamere Series IV Leaders Fund, LP","Solamere Series IV Leaders Fund, LP","Solamere","FUND_0907","decided","06-statements-and-economics","SRC407","2","0","distinct: Series IV Leaders Fund is its own vehicle"
"Sorenson Capital Partners II Cont. Vehicle","Sorenson Capital Partners II Cont. Vehicle","Sorenson Capital","FUND_0116","decided","A+B","SRC037","1","1","distinct: continuation vehicle for Fund II"
"Sorenson Capital Partners III, L.P.","Sorenson Capital Partners III, L.P.","Sorenson Capital","FUND_0908","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund III of the Sorenson Capital Partners series"
"Sorenson Capital Partners IV-B, L.P.","Sorenson Capital Partners IV-B, L.P.","Sorenson Capital","FUND_0909","decided","06-statements-and-economics","SRC407","2","0","distinct: IV-B is its own vehicle"
"Sprott Streaming & Royalty Fund","Sprott Streaming & Royalty Fund","Sprott","FUND_0910","decided","02-performance","SRC060","5","0","distinct: main fund and not the side car"
"Sprott Streaming & Royalty Fund Co-Investment Side Car","Sprott Streaming & Royalty Fund Co-Investment Side Car","Sprott","FUND_0911","decided","02-performance","SRC060","5","0","distinct: co-investment side car is a separate vehicle"
"Starwood Cap Hospitality Fd II Global LP","Starwood Cap Hospitality Fd II Global LP","Starwood","FUND_0912","decided","02-performance","SRC058","6","0","distinct: Hospitality Fund II is not Hospitality Fund I-2"
"Starwood Capital Hospitality Fund I-2","Starwood Capital Hospitality Fund I-2","Starwood","FUND_0913","decided","02-performance","SRC058","6","0","distinct: Hospitality Fund I-2 is not Hospitality Fund II"
"Starwood Energy Infrastructure Fund III","Starwood Energy Infrastructure Fund III","Starwood","FUND_0914","decided","02-performance","SRC060","6","0","distinct: energy vehicle and not a hospitality fund"
"Starwood Real Estate Income Trust","Starwood Real Estate Income Trust, Inc.","Starwood","FUND_0246","decided","A+B","SRC053;SRC054","1","1","SREIT cluster: nickname / Inc. / all-caps"
"Starwood Real Estate Income Trust (""SREIT"")","Starwood Real Estate Income Trust, Inc.","Starwood","FUND_0246","decided","A","SRC053","1","0","SREIT cluster: nickname / Inc. / all-caps"
"STARWOOD REAL ESTATE INCOME TRUST, INC.","Starwood Real Estate Income Trust, Inc.","Starwood","FUND_0246","decided","A+B","SRC247","1","1","SREIT cluster: nickname / Inc. / all-caps"
"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood","FUND_0246","decided","B","SRC054","0","1","SREIT cluster: nickname / Inc. / all-caps"
"Stellex Capital Partners II","Stellex Capital Partners II","","FUND_0061","decided","A+B","SRC035","1","1","sole printed variant"
"Sterling Capital Partners IV, L.P.","Sterling Capital Partners IV, L.P.","","FUND_0915","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"Stockbridge Real Estate Fund II - Senior Note","Stockbridge Real Estate Fund II - Senior Note","Stockbridge","FUND_0247","decided","A+B","SRC137","1","1","distinct: senior note position held apart from the Fund II equity"
"Stockbridge Real Estate Fund II, LP","Stockbridge Real Estate Fund II, LP","Stockbridge","FUND_0248","decided","A+B","SRC137","1","1","distinct: Fund II of the Stockbridge Real Estate series"
"Stockbridge Real Estate Fund III, LP","Stockbridge Real Estate Fund III, LP","Stockbridge","FUND_0249","decided","A+B","SRC137","1","1","distinct: Fund III of the Stockbridge Real Estate series"
"Stockbridge Real Estate Fund, L.P.","Stockbridge Real Estate Fund, L.P.","Stockbridge","FUND_0250","decided","A+B","SRC137","1","1","distinct: first fund with no series number"
"Stonepeak Core Fund (A)","Stonepeak Core Fund (A)","Stonepeak","FUND_0916","decided","02-performance","SRC060","5","0","distinct: core fund and not part of the Infrastructure series"
"Stonepeak Global Renewables Fund","Stonepeak Global Renewables Fund","Stonepeak","FUND_0917","decided","02-performance","SRC060","5","0","distinct: renewables fund and not part of the Infrastructure series"
"Stonepeak Infrastructure Fund","Stonepeak Infrastructure Fund","Stonepeak","FUND_0918","decided","02-performance","SRC060","6","0","distinct: first infrastructure fund with no series number"
"Stonepeak Infrastructure Fund II","Stonepeak Infrastructure Fund II","Stonepeak","FUND_0919","decided","02-performance","SRC060","6","0","distinct: Fund II of the Stonepeak Infrastructure series"
"Stonepeak Infrastructure Fund II (AIV II Claremont)","Stonepeak Infrastructure Fund II (AIV II Claremont)","Stonepeak","FUND_0920","decided","02-performance","SRC060","5","0","distinct: AIV II Claremont is a separate vehicle from Fund II"
"Stonepeak Infrastructure Fund III","Stonepeak Infrastructure Fund III","Stonepeak","FUND_0921","decided","02-performance","SRC060","6","0","distinct: Fund III of the Stonepeak Infrastructure series"
"Stonepeak Infrastructure Fund IV","Stonepeak Infrastructure Fund IV LP","Stonepeak","","decided","02-performance","SRC060","5","0","merged: same Fund IV printed without the LP suffix"
"Stonepeak Infrastructure Fund IV LP","Stonepeak Infrastructure Fund IV LP","Stonepeak","","decided","02-performance","SRC063","2","0","merged: fullest printed form of Fund IV"
"Stonepeak Trail Blazer Investment Partners","Stonepeak Trail Blazer Investment Partners","Stonepeak","FUND_0922","decided","02-performance","SRC060","5","0","distinct: co-investment partnership and not part of the Infrastructure series"
"Strategic Partners Value Enhancement Fund LP","Strategic Partners Value Enhancement Fund LP","","FUND_0251","decided","A+B","SRC137","1","1","sole printed variant"
"Strategic Property Fund Asia SCSP","Strategic Property Fund Asia SCSP","","FUND_0923","decided","02-performance","SRC063","4","0","distinct: shares only the word Strategic with the Strategic Partners fund"
"Summit Partners Growth Equity Fund VIII-B, L.P.","Summit Partners Growth Equity Fund VIII-B, L.P.","Summit Partners","FUND_0924","decided","06-statements-and-economics","SRC407","2","0","distinct: growth equity series and not the private equity series"
"Summit Partners Private Equity Fund VII-A, L.P.","Summit Partners Private Equity Fund VII-A, L.P.","Summit Partners","FUND_0925","decided","06-statements-and-economics","SRC407","2","0","distinct: private equity series and not the growth equity series"
"Sun Capital Partners IV, LP","Sun Capital Partners IV, LP","Sun Capital Partners","FUND_0926","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund IV of the Sun Capital Partners series"
"Sun Capital Partners V, L.P.","Sun Capital Partners V, L.P.","Sun Capital Partners","FUND_0927","decided","06-statements-and-economics","SRC407","2","0","distinct: Fund V of the Sun Capital Partners series"
"SunBridge Partners Technology Fund III, L.P.","SunBridge Partners Technology Fund III, L.P.","","FUND_0105","decided","A+B","SRC036","1","1","distinct: SunBridge is unrelated to Sun Capital"
"SunTx Capital Partners II, L.P.","SunTx Capital Partners II, L.P.","","FUND_0928","decided","06-statements-and-economics","SRC407","2","0","distinct: SunTx is unrelated to Sun Capital"
"SV Fund IV","SV Fund IV","","FUND_0117","decided","A+B","SRC037","1","1","distinct: shorthand printed on its own and not matched to a fuller name"
"SV Life Sciences Fund IV, L.P.","SV Life Sciences Fund IV, L.P.","SV Life Sciences","FUND_0106","decided","A+B","SRC036","1","1","distinct: the fund itself and not the CF vehicle"
"SV Life Sciences IV CF","SV Life Sciences IV CF","SV Life Sciences","FUND_0118","decided","A+B","SRC037","1","1","distinct: CF is a separate vehicle from Fund IV"
"Sylvanus LLC","Sylvanus LLC","","FUND_0929","decided","02-performance","SRC063","5","0","sole printed variant"
"TA Atlantic and Pacific VI L.P.","TA Atlantic and Pacific VI L.P.","TA","FUND_0930","decided","06-statements-and-economics","SRC407","2","0","distinct: Atlantic and Pacific series and not a numbered TA fund"
"TA Select Opportunities Fund II-A, L.P.","TA Select Opportunities Fund II-A, L.P.","TA","FUND_0931","decided","06-statements-and-economics","SRC407","2","0","distinct: second Select Opportunities fund"
"TA Select Opportunities Fund-A, L.P.","TA Select Opportunities Fund-A, L.P.","TA","FUND_0932","decided","06-statements-and-economics","SRC407","2","0","distinct: first Select Opportunities fund with no series number"
"TA XI","TA XI, L.P.","TA","FUND_0119","decided","A+B","SRC037","1","1","merged: same fund printed without the L.P. suffix"
"TA XI, L.P.","TA XI, L.P.","TA","","decided","06-statements-and-economics","SRC407","2","0","merged: fullest printed form of TA XI"
"TA XII-A, L.P.","TA XII-A, L.P.","TA","FUND_0933","decided","06-statements-and-economics","SRC407","2","0","distinct: XII-A is its own vehicle"
"TA XIV-B, L.P.","TA XIV-B, L.P.","TA","FUND_0934","decided","06-statements-and-economics","SRC407","2","0","distinct: XIV-B is its own vehicle"
"TA XV-B, L.P.","TA XV-B, L.P.","TA","FUND_0935","decided","06-statements-and-economics","SRC407","2","0","distinct: XV-B is its own vehicle"
"Talmage Separate Account","Talmage Separate Account","Talmage","FUND_0936","decided","02-performance","SRC058","4","0","distinct: separate account and not the commingled partnership"
"Talmage Total Return Partners, LLC","Talmage Total Return Partners, LLC","Talmage","FUND_0937","decided","02-performance","SRC058","6","0","distinct: commingled partnership and not the separate account"
"Tamarack Mezzanine Partners, L.P.","Tamarack Mezzanine Partners, L.P.","","FUND_0062","decided","A+B","SRC035","1","1","sole printed variant"
"Taurus Mining Finance Annex Fund","Taurus Mining Finance Annex Fund","Taurus Mining Finance","FUND_0938","decided","02-performance","SRC060","6","0","distinct: annex fund is a separate vehicle from the main fund"
"Taurus Mining Finance Fund","Taurus Mining Finance Fund","Taurus Mining Finance","FUND_0939","decided","02-performance","SRC060","6","0","distinct: first fund with no series number"
"Taurus Mining Finance Fund II","Taurus Mining Finance Fund II","Taurus Mining Finance","FUND_0940","decided","02-performance","SRC060","6","0","distinct: Fund II of the Taurus Mining Finance series"
"TEAKWOOD CAPITAL III (CO-INVESTMENT) LP","TEAKWOOD CAPITAL III (CO-INVESTMENT) LP","TEAKWOOD CAPITAL","FUND_0941","decided","03-institutional-report","SRC356","1","0","distinct: co-investment vehicle alongside Teakwood Capital III"
"TEAKWOOD CAPITAL III LP","TEAKWOOD CAPITAL III LP","TEAKWOOD CAPITAL","FUND_0942","decided","03-institutional-report","SRC356","1","0","distinct: main Fund III and not the co-investment vehicle"
"Teays River Investments","Teays River Investments","","FUND_0943","decided","02-performance","SRC060","6","0","sole printed variant"
"TechCore 2019","TechCore 2019","","FUND_0944","decided","02-performance","SRC063","3","0","sole printed variant"
"Tennenbaum Opportunities Fund V, LLC","Tennenbaum Opportunities Fund V, LLC","","FUND_0945","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
"The Energy & Minerals Group Fund III","The Energy & Minerals Group Fund III","","FUND_0946","decided","02-performance","SRC060","6","0","sole printed variant"
"The Ohio Capital Fund LLC","The Ohio Capital Fund LLC","","FUND_0107","decided","A+B","SRC036","1","1","sole printed variant"
"The Resolute III Continuation Fund, L.P.","The Resolute III Continuation Fund, L.P.","","FUND_0948","decided","06-statements-and-economics","SRC407","2","0","sole printed variant"
