"fund_name_raw","standardized_fund_name","fund_family","fund_id","decision_status","seen_in_agents","source_files","a_count","b_count","merge_note"
"New Mountain SRC Rollover Fund, L.P.","New Mountain SRC Rollover Fund, L.P.","New Mountain","FUND_0763","decided","06-statements-and-economics","SRC407","2","0","distinct rollover vehicle from the numbered partnerships"
"NewView Capital Fund I, L.P.","NewView Capital Fund I, L.P.","","FUND_0764","decided","06-statements-and-economics","SRC407","2","0","sole printed variant; no sibling in range"
"NEXT COAST VENTURES III LP","NEXT COAST VENTURES III LP","","FUND_0765","decided","03-institutional-report","SRC356","1","0","sole printed variant; case preserved as printed"
"NGP Agribusiness Follow-on Program","NGP Agribusiness Follow-on Program","NGP","FUND_0766","decided","02-performance","SRC060","6","0","distinct programme from the numbered NGP funds"
"NGP Natural Resources X","NGP Natural Resources X","NGP","FUND_0767","decided","02-performance","SRC060","6","0","distinct series vintage"
"NGP Natural Resources XI","NGP Natural Resources XI","NGP","FUND_0768","decided","02-performance","SRC060","6","0","distinct series vintage"
"NGP Natural Resources XII","NGP Natural Resources XII","NGP","FUND_0769","decided","02-performance","SRC060","6","0","distinct series vintage"
"NGP Royalty Partners","NGP Royalty Partners","NGP","FUND_0770","decided","02-performance","SRC060","5","0","distinct first royalty vehicle; not the side car and not Fund II"
"NGP Royalty Partners Co-Investment Side Car","NGP Royalty Partners Co-Investment Side Car","NGP","FUND_0771","decided","02-performance","SRC060","5","0","distinct side car vehicle alongside NGP Royalty Partners"
"NGP Royalty Partners Fund II","NGP Royalty Partners Fund II","NGP","FUND_0772","decided","02-performance","SRC060","5","0","distinct series vintage; not the Fund II side car"
"NGP Royalty Partners II Co-Investment Side Car","NGP Royalty Partners II Co-Investment Side Car","NGP","FUND_0773","decided","02-performance","SRC060","5","0","distinct side car vehicle alongside NGP Royalty Partners Fund II"
"Njord SCSp","Njord SCSp","","FUND_0774","decided","06-statements-and-economics","SRC407","1","0","sole printed variant; no sibling in range"
"North Bridge Growth Equity II, L.P.","North Bridge Growth Equity II, L.P.","","FUND_0775","decided","06-statements-and-economics","SRC407","2","0","sole printed variant; no sibling in range"
"North Haven Infrastructure Partners II, L.P.","North Haven Infrastructure Partners II, L.P.","","FUND_0776","decided","02-performance","SRC063","4","0","sole printed variant; distinct printed stem from the Morgan Stanley funds"
"Northern Shipping Fund III","Northern Shipping Fund III","Northern Shipping","FUND_0777","decided","02-performance","SRC060","6","0","distinct series vintage"
"Northern Shipping Fund IV","Northern Shipping Fund IV","Northern Shipping","FUND_0778","decided","02-performance","SRC060","6","0","distinct series vintage"
"Northwest Technology Ventures, L.P.","Northwest Technology Ventures, L.P.","","FUND_0029","decided","A+B","SRC035","1","1","sole printed variant; no sibling in range"
"Norwest Mezzanine Partners III, LP","Norwest Mezzanine Partners III, LP","Norwest Mezzanine Partners","FUND_0779","decided","06-statements-and-economics","SRC407","2","0","distinct series vintage"
"Norwest Mezzanine Partners IV","Norwest Mezzanine Partners IV","Norwest Mezzanine Partners","FUND_0780","decided","06-statements-and-economics","SRC407","2","0","distinct series vintage"
"Norwest Mezzanine Partners V-A, LP","Norwest Mezzanine Partners V-A, LP","Norwest Mezzanine Partners","FUND_0781","decided","06-statements-and-economics","SRC407","2","0","distinct series vintage; V-A is its own vehicle"
"Nuveen U.S. Cities Industrial Fund","Nuveen U.S. Cities Industrial Fund","Nuveen","FUND_0782","decided","02-performance","SRC058","6","0","distinct sector fund from the multifamily fund"
"Nuveen U.S. Cities Multifamily Fund","Nuveen U.S. Cities Multifamily Fund","Nuveen","FUND_0783","decided","02-performance","SRC058","6","0","distinct sector fund from the industrial fund"
"O'Connor North American Property Partners II L.P.","O'Connor North American Property Partners II L.P.","O'Connor","FUND_0231","decided","A+B","SRC137","1","1","distinct successor to the unnumbered partnership"
"O'Connor North American Property Partners, L.P.","O'Connor North American Property Partners, L.P.","O'Connor","FUND_0232","decided","A+B","SRC137","1","1","distinct unnumbered predecessor of Partners II"
"Oak Investment Partners XII, Limited Partnership","Oak Investment Partners XII, Limited Partnership","","FUND_0784","decided","06-statements-and-economics","SRC407","2","0","sole printed variant; no sibling in range"
"Oaktree Opportunities Fund IX (Cayman), L.P.","Oaktree Opportunities Fund IX (Cayman), L.P.","Oaktree","FUND_0785","decided","06-statements-and-economics","SRC407","2","0","distinct series vintage"
"Oaktree Opportunities Fund VIII (Cayman) Ltd.","Oaktree Opportunities Fund VIII (Cayman) Ltd.","Oaktree","FUND_0786","decided","06-statements-and-economics","SRC407","2","0","distinct series vintage"
"Oaktree Private Investment Fund 2010, L.P.","Oaktree Private Investment Fund 2010, L.P.","Oaktree","FUND_0787","decided","06-statements-and-economics","SRC407","2","0","distinct vehicle from the opportunities series"
"Oaktree RE Oppo Fund A, LP","Oaktree RE Oppo Fund A, LP","Oaktree","FUND_0788","decided","02-performance","SRC058","6","0","distinct real estate vehicle from the opportunities series"
"OceanSound Partners Fund, LP","OceanSound Partners Fund, LP","OceanSound","FUND_0789","decided","06-statements-and-economics","SRC407","2","0","distinct flagship fund from the SMX rollover vehicle"
"OceanSound SMX Rollover AIV, L.P.","OceanSound SMX Rollover AIV, L.P.","OceanSound","FUND_0790","decided","06-statements-and-economics","SRC407","2","0","distinct rollover AIV from the flagship fund"
"Och-Ziff Real Estate Fund III","Och-Ziff Real Estate Fund III","","FUND_0791","decided","02-performance","SRC058","6","0","sole printed variant; no sibling in range"
"Odyssey Investment Partners Fund V, LP","Odyssey Investment Partners Fund V, LP","","FUND_0792","decided","06-statements-and-economics","SRC407","2","0","sole printed variant; no sibling in range"
"OEP VI Feeder (Cayman), L.P.","OEP VI Feeder (Cayman), L.P.","","FUND_0793","decided","06-statements-and-economics","SRC407","2","0","distinct feeder and distinct series from One Equity Partners VIII; abbreviation is not a printed family stem"
"Offshore Feeder","Offshore Feeder","Bear Stearns High Grade Structured Credit Strategies Fund","FUND_0794","decided","05-fund-legal-docs","SRC107","1","0","The investment-vehicle table prints Offshore Feeder as a distinct feeder of the named Bear Stearns fund."
"One Equity Partners VIII, L.P.","One Equity Partners VIII, L.P.","","FUND_0795","decided","06-statements-and-economics","SRC407","2","0","distinct series from the OEP VI feeder; abbreviation is not a printed family stem"
"Onex Partners IV LP","Onex Partners IV LP","","FUND_0796","decided","06-statements-and-economics","SRC407","2","0","sole printed variant; no sibling in range"
"Onshore Feeder","Onshore Feeder","Bear Stearns High Grade Structured Credit Strategies Fund","FUND_0797","decided","05-fund-legal-docs","SRC107","1","0","The investment-vehicle table prints Onshore Feeder as a distinct feeder of the named Bear Stearns fund."
"ORA Residential Investments I,L.P.","ORA Residential Investments I,L.P.","","FUND_0798","decided","02-performance","SRC063","5","0","sole printed variant; spacing kept as printed"
"Oregon Abacus Multifamily Associates LP","Oregon Abacus Multifamily Associates LP","","FUND_0799","decided","02-performance","SRC058","4","0","distinct vehicle from the Oregon Angel conferences; geographic word is not a family"
"Oregon Angel Conferences 2011","Oregon Angel Conferences 2011","Oregon Angel Conferences","FUND_0030","decided","A+B","SRC035","1","1","distinct annual vehicle from the 2012 conference"
"Oregon Angel Conferences 2012","Oregon Angel Conferences 2012","Oregon Angel Conferences","FUND_0031","decided","A+B","SRC035","1","1","distinct annual vehicle from the 2011 conference"
