"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_99E65AD83DE11C6BA49145A4","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund II","Total Capital Contributed","1","fund","Lone Star Fund II","Real Estate","","","","","","1998","","","Dec 31, 2024","","($ in millions)","paid_in_capital","Total Capital Contributed","$125.0","","","","","","1998Lone Star Fund II $125.0 $125.0 $167.4 $0.0 1.34x 16.37%","actual","","",""
"PAIR_41A2EEEE146DFDE9CAE9CE97","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund II","Total Capital Distributed","1","fund","Lone Star Fund II","Real Estate","","","","","","1998","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$167.4","","","","","","1998Lone Star Fund II $125.0 $125.0 $167.4 $0.0 1.34x 16.37%","actual","","",""
"PAIR_215BEFE06E103EC7892A0456","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund II","Total Value Multiple","1","fund","Lone Star Fund II","Real Estate","","","","","","1998","","","Dec 31, 2024","","","tvpi","Total Value Multiple","1.34x","x","","","","","1998Lone Star Fund II $125.0 $125.0 $167.4 $0.0 1.34x 16.37%","actual","","",""
"PAIR_1AA4CCC83C1931A4202302EB","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund III","Capital Commitment","1","fund","Lone Star Fund III","Real Estate","","","","","","2000","","","Dec 31, 2024","","($ in millions)","commitment","Capital Commitment","$200.0","","","","","","2000Lone Star Fund III $200.0 $198.2 $411.9 $0.0 2.08x 32.08%","actual","","",""
"PAIR_523272B8F1C1D1B65537988B","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund III","Fair Market Value","1","fund","Lone Star Fund III","Real Estate","","","","","","2000","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$0.0","","","","","","2000Lone Star Fund III $200.0 $198.2 $411.9 $0.0 2.08x 32.08%","actual","","",""
"PAIR_211F58EC396A5549C28FBF55","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund III","IRR","1","fund","Lone Star Fund III","Real Estate","","","","","","2000","","","Dec 31, 2024","","","irr","IRR","32.08%","%","","","","","2000Lone Star Fund III $200.0 $198.2 $411.9 $0.0 2.08x 32.08%","actual","","",""
"PAIR_F9BB57C8BAA08B66C8AC654A","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund III","Total Capital Contributed","1","fund","Lone Star Fund III","Real Estate","","","","","","2000","","","Dec 31, 2024","","($ in millions)","paid_in_capital","Total Capital Contributed","$198.2","","","","","","2000Lone Star Fund III $200.0 $198.2 $411.9 $0.0 2.08x 32.08%","actual","","",""
"PAIR_72A8441F4787F8150E7BEE3A","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund III","Total Capital Distributed","1","fund","Lone Star Fund III","Real Estate","","","","","","2000","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$411.9","","","","","","2000Lone Star Fund III $200.0 $198.2 $411.9 $0.0 2.08x 32.08%","actual","","",""
"PAIR_6F3293432E70A5B7258B0762","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund III","Total Value Multiple","1","fund","Lone Star Fund III","Real Estate","","","","","","2000","","","Dec 31, 2024","","","tvpi","Total Value Multiple","2.08x","x","","","","","2000Lone Star Fund III $200.0 $198.2 $411.9 $0.0 2.08x 32.08%","actual","","",""
"PAIR_43F06EDE38641F7F6BFE3962","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund IV","Capital Commitment","1","fund","Lone Star Fund IV","Real Estate","","","","","","2001","","","Dec 31, 2024","","($ in millions)","commitment","Capital Commitment","$200.0","","","","","","2001Lone Star Fund IV $200.0 $189.2 $448.4 $1.0 2.38x 30.84%","actual","","",""
"PAIR_D55545B1B04D1B32C4C7D4C9","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund IV","Fair Market Value","1","fund","Lone Star Fund IV","Real Estate","","","","","","2001","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$1.0","","","","","","2001Lone Star Fund IV $200.0 $189.2 $448.4 $1.0 2.38x 30.84%","actual","","",""
"PAIR_B20CA9A88ADEB9044E226679","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund IV","IRR","1","fund","Lone Star Fund IV","Real Estate","","","","","","2001","","","Dec 31, 2024","","","irr","IRR","30.84%","%","","","","","2001Lone Star Fund IV $200.0 $189.2 $448.4 $1.0 2.38x 30.84%","actual","","",""
"PAIR_145193E48C5218EA41793D38","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund IV","Total Capital Contributed","1","fund","Lone Star Fund IV","Real Estate","","","","","","2001","","","Dec 31, 2024","","($ in millions)","paid_in_capital","Total Capital Contributed","$189.2","","","","","","2001Lone Star Fund IV $200.0 $189.2 $448.4 $1.0 2.38x 30.84%","actual","","",""
"PAIR_371846D0A269675C2BF5D73D","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund IV","Total Capital Distributed","1","fund","Lone Star Fund IV","Real Estate","","","","","","2001","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$448.4","","","","","","2001Lone Star Fund IV $200.0 $189.2 $448.4 $1.0 2.38x 30.84%","actual","","",""
"PAIR_5591F43016187BB51849A143","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund IV","Total Value Multiple","1","fund","Lone Star Fund IV","Real Estate","","","","","","2001","","","Dec 31, 2024","","","tvpi","Total Value Multiple","2.38x","x","","","","","2001Lone Star Fund IV $200.0 $189.2 $448.4 $1.0 2.38x 30.84%","actual","","",""
"PAIR_86F0E9B2E77306F94D8456C9","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund V","Capital Commitment","1","fund","Lone Star Fund V","Real Estate","","","","","","2005","","","Dec 31, 2024","","($ in millions)","commitment","Capital Commitment","$270.0","","","","","","2005Lone Star Fund V $270.0 $287.4 $262.8 $0.9 0.92x -1.52%","actual","","",""
"PAIR_D656E054219D805CF20F2510","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund V","Fair Market Value","1","fund","Lone Star Fund V","Real Estate","","","","","","2005","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$0.9","","","","","","2005Lone Star Fund V $270.0 $287.4 $262.8 $0.9 0.92x -1.52%","actual","","",""
"PAIR_EDAF007E54E08D1C83DB1716","MERGE","MERGE, one ruling applied to every paired row because the two lanes differ the same way on all of them and neither is complete. From B: source_section, which A left blank on all three pages although 'Real Estate Portfolio' is printed above the table on pages 1 and 2 and 'REITS' and 'Separate Accounts' above their own tables on page 3; source_table on pages 1 and 2, because A's 'UNTITLED_TABLE_1' is a placeholder the page never prints; and asset_class 'Real Estate', the printed grouping that governs every row. From A: source_column_label and metric_name 'Total Capital Contributed' and 'Total Capital Distributed', because the header wraps 'Total Capital' onto its own line above each of those two columns separately instead of spanning them, and page 3 prints 'Total Capital Distributed' on one line where both lanes agree; currency_scale, which A correctly leaves blank on irr and tvpi rows while B stamps '($ in millions)' onto a percentage and a multiple; and evidence_quote, because A cites the full printed partnership line while B cites the bare value, which proves only that those digits occur somewhere on the page. subject_type corrected to 'fund' on every partnership row: both lanes wrote 'investment', but the entity column is headed 'Partnership' and each row is a named vehicle the fund committed capital to, not a holding inside one.","2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Real Estate Portfolio","Real Estate Portfolio","Lone Star Fund V","IRR","1","fund","Lone Star Fund V","Real Estate","","","","","","2005","","","Dec 31, 2024","","","irr","IRR","-1.52%","%","","","","","2005Lone Star Fund V $270.0 $287.4 $262.8 $0.9 0.92x -1.52%","actual","","",""
