kind,entity_id,standardized_name
fund,FUND_0085,"Draper Triangle Ventures Ohio III, L.P."
fund,FUND_0086,"Early Stage Partners Fund II, L.P."
fund,FUND_0087,Early Stage Partners II
fund,FUND_0088,"Early Stage Partners II, L.P."
fund,FUND_0089,"Edison Venture Fund VII, L.P."
fund,FUND_0090,"Edison Venture Fund VIII, L.P."
fund,FUND_0091,Edison VII AF I
fund,FUND_0092,"Emerging Market Fund, LLC"
fund,FUND_0093,FSV II-B
fund,FUND_0094,"FSV II-B, L.P."
fund,FUND_0095,Glengary LLC
fund,FUND_0096,"NCT Ventures Fund I, L.P."
fund,FUND_0097,"NCT Ventures Fund II, L.P."
fund,FUND_0098,"Primus Capital Fund VI, L.P."
fund,FUND_0099,"QCA First Fund III, LLC"
fund,FUND_0100,"Radius Venture Partners (Ohio) III, QP, L.P."
fund,FUND_0101,"Reservoir Venture Partners II, L.P."
fund,FUND_0102,"River Cities Capital Fund IV, L.P."
fund,FUND_0103,"RiverVest Venture Fund II (Ohio), L.P."
fund,FUND_0104,"RiverVest Venture Fund III (Ohio), L.P."
fund,FUND_0105,"SunBridge Partners Technology Fund III, L.P."
fund,FUND_0106,"SV Life Sciences Fund IV, L.P."
fund,FUND_0107,The Ohio Capital Fund LLC
fund,FUND_0108,Commonwealth Fund III
fund,FUND_0110,Starwood Real Estate Income Trust
fund,FUND_0111,"Versa Capital Fund II-A, L.P."
fund,FUND_0112,"Versa Capital Fund II, L.P."
fund,FUND_0113,Khosla Ventures III
fund,FUND_0114,Media Technology Ventures V
fund,FUND_0115,New Enterprise Associates 13
fund,FUND_0116,Sorenson Capital Partners II Cont. Vehicle
fund,FUND_0117,SV Fund IV
fund,FUND_0118,SV Life Sciences IV CF
fund,FUND_0119,TA XI
fund,FUND_0119,"TA XI, L.P."
fund,FUND_0120,"Utah Fund of Funds, LLC"
fund,FUND_0121,BioScience Facilities Fund
fund,FUND_0122,CBRA Fund
fund,FUND_0123,Clean Tech Fund
fund,FUND_0124,Connecticut Bioscience Innovation Fund
fund,FUND_0125,Connecticut Capital Access Fund
fund,FUND_0126,Connecticut Clean Energy Fund
fund,FUND_0127,Connecticut State Treasurer's Short-Term Investment Fund
fund,FUND_0128,Connecticut Works Fund
fund,FUND_0129,Connecticut Works Guarantee Fund
fund,FUND_0130,Eli Whitney Fund
fund,FUND_0131,Fund of Fund
fund,FUND_0132,Growth Fund
fund,FUND_0134,PreSeed Fund
fund,FUND_0135,Proof of Concept
fund,FUND_0136,Regenerative Medicine Research Fund
fund,FUND_0137,Seed Fund
fund,FUND_0138,SSBCI
fund,FUND_0139,Builder Fund
fund,FUND_0140,Business Assistance Fund
fund,FUND_0141,Coordinating Emerging Nanobiotechnology Research in Maryland Fund
fund,FUND_0142,Cybersecurity Investment Fund
fund,FUND_0143,Gap Investment Fund
fund,FUND_0144,Incubator Development Fund
fund,FUND_0145,Life Science Investment Fund
fund,FUND_0146,Maryland Innovation Initiative
fund,FUND_0147,Maryland Stem Cell Research Fund
fund,FUND_0148,Maryland Technology Commercialization Fund
fund,FUND_0149,Maryland Venture Fund
fund,FUND_0150,Rural Pre-Seed Investment Fund
fund,FUND_0151,Seed Investment Funds
fund,FUND_0152,"Heritage Fund I, L.P."
fund,FUND_0153,"Jefferson Partners Fund IV, L.P."
fund,FUND_0154,"Jefferson Partners Fund IV (PA), L.P."
fund,FUND_0155,"Jefferson Partners Fund IV, (U.S.), L.P."
fund,FUND_0156,"Global Infrastructure Partners II-C, L.P."
fund,FUND_0157,ANTIN INFRASTRUCTURE PARTNERS II LP
fund,FUND_0158,"AG Core Plus Realty Fund III, L.P."
fund,FUND_0159,"Almanac Realty Securities V, L.P."
fund,FUND_0160,"Almanac Realty Securities VI, L.P."
fund,FUND_0161,"Apollo European Real Estate Fund III, L.P."
fund,FUND_0162,Apollo Real Estate Finance Corp
fund,FUND_0163,"Apollo Value Enhancement Fund VII, L.P."
fund,FUND_0164,AREFIN Co-Invest Corporation
fund,FUND_0165,"AvalonBay Value Added Fund II, L.P."
fund,FUND_0166,"AvalonBay Value Added Fund, L.P."
fund,FUND_0167,Avenue Real Estate Fund (Parallel) L.P.
fund,FUND_0168,"Beacon Capital Strategic Partners V, L.P."
fund,FUND_0169,"Bell Institutional Fund IV, LLC"
fund,FUND_0170,"Blackstone Real Estate Debt Strategies II, L.P."
fund,FUND_0171,"Blackstone Real Estate Partners Europe III, L.P."
fund,FUND_0172,"Blackstone Real Estate Partners V, L.P."
fund,FUND_0173,"Blackstone Real Estate Partners VI, L.P."
fund,FUND_0174,"Blackstone Real Estate Partners VII, L.P."
fund,FUND_0175,"BPG Investment Partnership IV, L.P."
fund,FUND_0176,"BPG Investment Partnership V, L.P."
fund,FUND_0177,"BPG Investment Partnership VI, L.P."
fund,FUND_0178,BPG/PSERS Co-Investment Fund
fund,FUND_0179,"Broadway Partners Real Estate Fund II, L.P."
fund,FUND_0180,"Broadway Partners Real Estate Fund III, L.P."
fund,FUND_0181,"Brookfield Strategic Real Estate Partners, L.P."
fund,FUND_0182,"Cabot Industrial Value Fund III, L.P."
fund,FUND_0183,"Carlyle Europe Real Estate Partners III, L.P."
fund,FUND_0184,"Carlyle Realty Partners III, L.P."
fund,FUND_0185,"Carlyle Realty Partners IV, L.P."
fund,FUND_0186,"Carlyle Realty Partners V, L.P."
fund,FUND_0187,"Carlyle Realty Partners VI, L.P."
fund,FUND_0188,"Centerline Diversified Risk CMBS Fund, LLC"
fund,FUND_0189,Centerline High Yield CMBS III - Loan/Stock
fund,FUND_0190,"Cornerstone Patriot Fund, L.P."
fund,FUND_0191,"CS Strategic Partners IV RE, L.P."
fund,FUND_0192,"CSFB Strategic Partners II RE, L.P."
fund,FUND_0193,"CSFB Strategic Partners III RE, L.P."
fund,FUND_0194,"DLJ Real Estate Capital Partners III, L.P."
fund,FUND_0195,"DLJ Real Estate Capital Partners IV, L.P."
fund,FUND_0196,"DLJ Real Estate Partners II, L.P."
fund,FUND_0197,"DRA Growth and Income Fund VI, L.P."
fund,FUND_0198,"DRA Growth and Income Fund VII, L.P."
fund,FUND_0199,"Exeter Industrial Value Fund II, L.P."
fund,FUND_0200,"Fillmore West Fund, L.P."
fund,FUND_0201,Fortress Investment Fund IV LP
fund,FUND_0202,Fortress Investment Fund LLC
fund,FUND_0203,Fortress Investment Fund V (Fund A) L.P.
fund,FUND_0204,"Hines U.S. Office Value Added Fund, L.P."
fund,FUND_0205,"JEFFERSON PARTNERS FUND IV (PA), L.P."
fund,FUND_0206,JPMCB Strategic Property Fund
fund,FUND_0207,"Latitude Management Real Estate Capital III, Inc."
fund,FUND_0208,"LCCG Diversified Risk CMBS Fund II, LLC"
fund,FUND_0209,"LCCG High Yield CMBS Fund III, LLC"
fund,FUND_0210,LCCG R E Special Situations Mortgage Fund
fund,FUND_0211,Legg Mason Real Estate Capital
fund,FUND_0212,Legg Mason Real Estate Capital II
fund,FUND_0213,"LEM Real Estate Mezzanine Fund II, L.P."
fund,FUND_0214,"LF Strategic Realty Investors II, L.P."
fund,FUND_0215,"LF Strategic Realty Investors, L.P."
fund,FUND_0216,Lubert-Adler Real Estate Fund II
fund,FUND_0217,Lubert-Adler Real Estate Fund III
fund,FUND_0218,Lubert-Adler Real Estate Fund IV
fund,FUND_0219,Lubert-Adler Real Estate Fund V
fund,FUND_0220,Lubert-Adler Real Estate Fund VI
fund,FUND_0221,Madison Marquette Retail Enhancement Fund LP
fund,FUND_0222,"MGPA Asia Fund III, L.P."
fund,FUND_0223,"MGPA Europe Fund III, L.P."
fund,FUND_0224,Morgan Stanley Real Estate Fund II
fund,FUND_0225,Morgan Stanley Real Estate Fund IV Spec Dom
fund,FUND_0226,Morgan Stanley Real Estate Fund IV Spec Intl
fund,FUND_0227,Morgan Stanley Real Estate Fund V Spec Intl
fund,FUND_0228,Morgan Stanley Real Estate Fund V U.S.
fund,FUND_0229,Morgan Stanley Real Estate Fund VI Spec Intl
fund,FUND_0230,"Morgan Stanley Real Estate Fund VII Global, L.P."
fund,FUND_0231,O'Connor North American Property Partners II L.P.
fund,FUND_0232,"O'Connor North American Property Partners, L.P."
fund,FUND_0233,"Paladin Realty Latin America Investors III, L.P."
fund,FUND_0234,Peabody Global Real Estate Partners
fund,FUND_0235,Prime Property Fund LLC
fund,FUND_0236,PRISA
fund,FUND_0237,"ProLogis North American Industrial Fund, L.P."
fund,FUND_0238,"RCG Longview Debt Fund IV, L.P."
fund,FUND_0239,"RCG Longview Debt Fund V, L.P."
fund,FUND_0240,"RCG Longview Equity Fund, L.P."
fund,FUND_0241,"RREEF America REIT II, Inc."
fund,FUND_0242,"Senior Housing Partnership Fund IV, L.P."
fund,FUND_0243,"Silverpeak Legacy Pension Partners II, L.P."
fund,FUND_0244,"Silverpeak Legacy Pension Partners III, L.P."
fund,FUND_0245,"Silverpeak Legacy/PSERS, L.P."
fund,FUND_0246,"Starwood Real Estate Income Trust, Inc."
fund,FUND_0247,Stockbridge Real Estate Fund II - Senior Note
fund,FUND_0248,"Stockbridge Real Estate Fund II, LP"
fund,FUND_0249,"Stockbridge Real Estate Fund III, LP"
fund,FUND_0250,"Stockbridge Real Estate Fund, L.P."
fund,FUND_0251,Strategic Partners Value Enhancement Fund LP
fund,FUND_0252,"UBS (US) Trumbull Property Fund, L.P."
fund,FUND_0253,"VERSA CAPITAL FUND II-A, L.P."
fund,FUND_0254,Westbrook Real Estate Fund I
fund,FUND_0255,Whitehall Street III & IV
fund,FUND_0256,Whitehall Street V & VI
fund,FUND_0257,Whitehall Street V-S & VI-S
fund,FUND_0258,Whitehall Street VII & VIII
fund,FUND_0259,William E Simon & Sons
fund,FUND_0260,A10 USD (Feeder) L.P.
fund,FUND_0261,A9 EUR (Feeder) L.P.
fund,FUND_0262,A9 USD (Feeder) L.P.
fund,FUND_0263,Abacus Multi-Family Partners VI LP
fund,FUND_0264,"ABRY Partners IX, L.P."
fund,FUND_0265,"ABRY Senior Equity V, L.P."
fund,FUND_0266,"ABS Capital Partners IX, L.P."
fund,FUND_0267,"ABS Capital Partners VII Offshore, L.P."
fund,FUND_0268,"ABS Capital Partners VII, L.P."
fund,FUND_0269,"Accel-KKR Capital Partners CV III, LP"
fund,FUND_0270,Accel-KKR Capital Partners VII LP
fund,FUND_0271,Accel-KKR Growth Capital Partners IV LP
fund,FUND_0272,Actis Energy 5 LP
fund,FUND_0273,Advent Global Technology II Limited Partnership
fund,FUND_0274,Advent International GPE VI-A Limited Partnership
fund,FUND_0275,Advent International GPE VII-B Limited Partnership
fund,FUND_0276,Advent International GPE VIII-B-2 Limited Partnership
fund,FUND_0277,Advent International GPE VIII-C Limited Partnership
fund,FUND_0278,AEA EXC CF LP
fund,FUND_0279,"Aerospace, Transportation and Logistics Fund II LP"
fund,FUND_0280,Aetos Capital Asia TE II
fund,FUND_0281,Aetos Capital Asia TE III
fund,FUND_0282,AEW Core Property Trust
fund,FUND_0283,"AEW Essential Housing Fund, L.P."
fund,FUND_0284,"AG Asia Realty Fund II, L.P."
fund,FUND_0285,Alpha Asia Macro Trends Fund
fund,FUND_0286,Alpha Asia Macro Trends Fund II
fund,FUND_0287,Alpha Private Equity Fund 7 (SCA) SICAR
fund,FUND_0288,Alterna Core Capital Assets Fund II
fund,FUND_0289,"American Industrial Partners Fund IV, L.P."
fund,FUND_0290,"American Securities Partners VI, L.P."
fund,FUND_0291,"American Securities Partners VII, L.P."
fund,FUND_0292,Antares Private Credit Fund (ABDC)
fund,FUND_0293,"AP VIII Private Investors Offshore (USD), L.P."
fund,FUND_0294,"AP VIII Private Investors, LLC"
fund,FUND_0295,"Apax Europe VI - A, L.P."
fund,FUND_0296,"Apax Europe VII - B, L.P."
fund,FUND_0297,Apax IX USD L.P.
fund,FUND_0298,Apax XI USD L.P.
fund,FUND_0299,"Apollo Investment Fund VI, L.P."
fund,FUND_0300,Appian Natural Resources Fund
fund,FUND_0301,Appian Natural Resources Fund II
fund,FUND_0302,ARA China Long Term Hold
fund,FUND_0303,Archer Capital Trust 5B
fund,FUND_0304,"Archmore International Infrastructure Fund II (B), L.P."
fund,FUND_0305,"Archmore International Infrastructure Fund II (C), L.P."
fund,FUND_0306,"Artiman Ventures III, L.P."
fund,FUND_0307,ASB Allegiance Real Estate Fund
fund,FUND_0308,Ascentris - OR Partners LLC
fund,FUND_0309,Ascentris Core
fund,FUND_0310,Astorg Normec Fund
fund,FUND_0311,Astorg VI SLP
fund,FUND_0312,Astorg VII SLP
fund,FUND_0313,Atlas Capital Resources LP
fund,FUND_0314,"Audax Mezzanine Fund III, L.P."
fund,FUND_0315,"Audax Private Equity Aspen CF, L.P."
fund,FUND_0316,"Audax Private Equity Fund III, L.P."
fund,FUND_0317,"Audax Private Equity Fund, L.P."
fund,FUND_0318,"Aurora Equity Partners V, L.P."
fund,FUND_0319,AUSTIN VENTURES IX LP
fund,FUND_0320,AUSTIN VENTURES X LP
fund,FUND_0321,"Avista Healthcare Partners (Offshore) I, L.P."
fund,FUND_0322,"Bain Capital Asia Fund II, L.P."
fund,FUND_0323,"Bain Capital Asia Fund III, L.P."
fund,FUND_0324,"Bain Capital Distressed and Special Situations 2013 (E), L.P."
fund,FUND_0325,"Bain Capital Empire Holdings, L.P."
fund,FUND_0326,"Bain Capital Europe Fund III, L.P."
fund,FUND_0327,"Bain Capital Europe Fund V, SCSp"
fund,FUND_0328,"Bain Capital Fund VII, L.P."
fund,FUND_0329,"Bain Capital Fund X, L.P."
fund,FUND_0330,"Bain Capital Fund XI, L.P."
fund,FUND_0331,"Bain Capital Fund XII, L.P."
fund,FUND_0332,"Bain Capital VII Coinvestment Fund, L.P."
fund,FUND_0333,Barley (No.1) Limited Partnership
fund,FUND_0334,"BC Asia III Private Investors, L.P."
fund,FUND_0335,"BC Europe IV Private Investors, L.P."
fund,FUND_0336,BC European Capital IX-8 LP
fund,FUND_0337,BC European Capital X-10 LP
fund,FUND_0338,BC European Capital X-2 LP
fund,FUND_0339,BC European Capital X-7 LP
fund,FUND_0340,"BC Life Sciences Private Investors, L.P."
fund,FUND_0341,BC Partners XI GD - 2 LP
fund,FUND_0342,"BC XI Private Investor, L.P."
fund,FUND_0343,"BC XII Private Investors, L.P."
fund,FUND_0344,BCP V-S L.P.
fund,FUND_0345,"Beacon Capital Strategic Partners VI, LP"
fund,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund
fund,FUND_0347,"Berkshire Fund VI, Limited Partnership"
fund,FUND_0348,"Berkshire Fund VII, L.P."
fund,FUND_0349,"Berkshire Fund VIII (IND), L.P."
fund,FUND_0350,BIF IV Co-Investment
fund,FUND_0351,Blackstone Capital Partners V L.P.
fund,FUND_0352,"Blackstone Capital Partners VII, L.P."
fund,FUND_0353,"Blackstone Capital Partners VIII (Lux), SCSp"
fund,FUND_0354,Blackstone Energy Partners III
fund,FUND_0355,Blackstone Energy Partners IV
fund,FUND_0356,Blackstone Mileway Logistics L.P.
fund,FUND_0357,"Blackstone Property Partners Europe, L.P."
fund,FUND_0358,Blackstone Property Partners Life Sciences L.P.
fund,FUND_0359,Blackstone RE Partners X LP
fund,FUND_0360,Blackstone Real Estate Partners IX
fund,FUND_0361,Blue Owl GP Stakes Nimbus Cayman (B) LP
fund,FUND_0362,Blue Owl GP Stakes Nimbus U.S. (A) LLC
fund,FUND_0363,Blue Owl GP Stakes US Investors LP
fund,FUND_0364,Blue Owl GP Stakes V Offshore Investors LP
fund,FUND_0365,Blue Owl Real Estate Capital Fund V
fund,FUND_0366,Blue Owl Real Estate Capital Fund VI
fund,FUND_0367,"Blue Road Capital, L.P."
fund,FUND_0368,Bolt Energy LLC
fund,FUND_0369,"Bowmark Capital Partners V, L.P."
fund,FUND_0370,"BP ACE EV, L.P."
fund,FUND_0371,"BP Natural Gas Opportunity Partners II, L.P."
fund,FUND_0372,"BP Natural Gas Opportunity Partners, L.P."
fund,FUND_0373,"BPEA EQT Mid-Market Growth Partnership, SCSp"
fund,FUND_0374,"BPEA Private Equity Fund VI, L.P."
fund,FUND_0375,Brazil Real Estate Opportunities II
fund,FUND_0376,"Brentwood Associates Private Equity V, L.P."
fund,FUND_0377,Bridgepoint Europe IV 'A' L.P.
fund,FUND_0378,Bridgepoint Europe IV 'E' L.P.
fund,FUND_0379,Bridgepoint Europe Portfolio IV LP
fund,FUND_0380,Brookfield Agriculture Fund II
fund,FUND_0381,Brookfield Infrastructure Fund III
fund,FUND_0382,Brookfield Infrastructure Fund IV
fund,FUND_0383,Brookfield Infrastructure Fund V
fund,FUND_0384,Brookfield Super Core Infrastructure Partners Project Aether
fund,FUND_0385,Brookfield Super-Core Infrastructure Partners
fund,FUND_0386,Brookfield Super-Core Infrastructure Partners Project Kepler
fund,FUND_0387,Brookfield Super-Core Infrastructure Partners Project Volta
fund,FUND_0388,Brookfield Timberlands Fund V
fund,FUND_0389,"BSV Opportunities B, FCRE"
fund,FUND_0390,Buchanan Fund V
fund,FUND_0391,CalEast Canada Limited Partnership
fund,FUND_0392,"CalEast Industrial Investors, LLC"
fund,FUND_0393,"CalEast Solstice, LLC"
fund,FUND_0394,CalWest CalPERS GIP
fund,FUND_0395,"Camden Partners Strategic Fund VI, L.P."
fund,FUND_0396,Cameron Village
fund,FUND_0397,"Canyon Catalyst Fund II, LLC"
fund,FUND_0398,Canyon Johnson Urban Fund III
fund,FUND_0399,Capiton VI GmbH & Co. Beteiligungs KG
fund,FUND_0400,Capvis Equity IV L.P.
fund,FUND_0401,Capvis Equity V L.P.
fund,FUND_0402,"Carlyle Credit Opportunities Fund (Parallel), L.P."
fund,FUND_0403,"Carlyle Europe Partners IV, L.P."
fund,FUND_0404,"Carlyle Europe Partners V - EU, S.C.Sp."
fund,FUND_0405,"Carlyle Infrastructure Partners, L.P."
fund,FUND_0406,"Carlyle Partners V, L.P."
fund,FUND_0407,"Carlyle Partners VII, L.P."
fund,FUND_0408,"Carlyle Partners VIII, L.P."
fund,FUND_0409,"Carlyle Property Investors, L.P."
fund,FUND_0410,"Carlyle US Equity Opportunity Fund II, L.P."
fund,FUND_0411,"CB Offshore CF I, Limited Partnership"
fund,FUND_0412,CBRE Strategic Partners US Value Fund 5
fund,FUND_0413,CBRE Strategic Partners US Value Fund 6
fund,FUND_0414,CCF II Industrial
fund,FUND_0415,CCF III Industrial
fund,FUND_0416,"CCF III, LLC"
fund,FUND_0417,CCP 2020
fund,FUND_0418,CCP Climb LP
fund,FUND_0419,CCP Strider LP
fund,FUND_0420,"CD&R Value Building Partners I, L.P."
fund,FUND_0421,"CDRF8 Private Investors, LLC"
fund,FUND_0422,"Centerbridge Seaport Acquisition Fund, L.P."
fund,FUND_0423,"Cerberus Institutional Partners, L.P. - Series Four"
fund,FUND_0424,"Charlesbank Equity Fund VIII, Limited Partnership"
fund,FUND_0425,Charterhouse Capital Partners IX
fund,FUND_0426,"CHP III, L.P."
fund,FUND_0427,"CI Capital Investors III, L.P."
fund,FUND_0428,"CIM Fund III, L.P."
fund,FUND_0429,"CIM Infrastructure Fund, L.P."
fund,FUND_0431,Clarion (Non Mandate)
fund,FUND_0432,Clarion Columbia Office Properties
fund,FUND_0433,Clarion Holding
fund,FUND_0434,"Clayton, Dubilier & Rice Fund IX, L.P."
fund,FUND_0435,"Clayton, Dubilier & Rice Fund X, L.P."
fund,FUND_0436,"Clearlake Capital Partners III, L.P."
fund,FUND_0437,"Clearlake Capital Partners IV, L.P."
fund,FUND_0438,"Clearlake Capital Partners VI, L.P."
fund,FUND_0439,"Clearlake Capital Partners VII (USTE), L.P."
fund,FUND_0440,"Clearlake Opportunities Partners (P-Offshore), L.P."
fund,FUND_0441,Cliffwood
fund,FUND_0442,Clift
fund,FUND_0443,Cohen & Steers
fund,FUND_0444,"Coller International Partners VI, L.P."
fund,FUND_0445,"Comvest Capital III International (Cayman), L.P."
fund,FUND_0446,"Concession Investment Holdings, LLC"
fund,FUND_0447,Core Property Index Trust
fund,FUND_0448,"Corsair IV Financial Services Capital Partners, L.P."
fund,FUND_0449,"Corsair V Financial Services Capital Partners, L.P."
fund,FUND_0450,"Court Square Capital Partners (Offshore) III, L.P."
fund,FUND_0451,"CP VII Investors, L.P."
fund,FUND_0452,"Crestview Partners II, L.P."
fund,FUND_0453,"Crow Holdings Realty Fund VII, LP"
fund,FUND_0454,"Crow Holdings Realty Partners IX, L.P."
fund,FUND_0455,"Crow Holdings Realty Partners VII, L.P."
fund,FUND_0456,"Crow Retail Fund II, L.P."
fund,FUND_0457,Cube Infrastructure Fund III
fund,FUND_0458,Cube Salem Co-Investment
fund,FUND_0459,CVC Capital Partners VI (A) L.P.
fund,FUND_0460,CVC Capital Partners VI (B) L.P.
fund,FUND_0461,CVC Capital Partners VII (A) L.P.
fund,FUND_0462,CVC European Equity Partners V (A) L.P.
fund,FUND_0463,CVC European Equity Partners V (C) L.P.
fund,FUND_0464,"DB SAF C Strategic Partners, LP"
fund,FUND_0465,"DCM V, L.P."
fund,FUND_0466,"DCM VI, L.P."
fund,FUND_0467,"DCP C Strategic Partners, LP"
fund,FUND_0468,Digital Colony Partners
fund,FUND_0469,"DigitalBridge Partners II, LP"
fund,FUND_0470,"DigitalBridge Strategic Assets Fund, LP"
fund,FUND_0471,"DivcoWest Fund IV REIT, L.P."
fund,FUND_0472,DivcoWest Fund V
fund,FUND_0473,DivcoWest Real Estate Fund VI
fund,FUND_0474,"DW Life Sciences Partners, LLC"
fund,FUND_0475,DW-Columbia Perfco LP
fund,FUND_0476,"Edgewood Partners, L.P."
fund,FUND_0477,EMR Capital Resources Fund II
fund,FUND_0478,EnCap Flatrock Midstream Fund III
fund,FUND_0479,EnCap Flatrock Midstream Fund IV
fund,FUND_0480,Endless Fund IV A LP
fund,FUND_0481,EnerVest Energy Institutional Fund XIV
fund,FUND_0482,"EnerVest Energy Institutional Fund XIV-A, L.P."
fund,FUND_0483,"EnerVest Fund XIV, L.P."
fund,FUND_0484,EQT Infrastructure Fund V
fund,FUND_0485,EQT Infrastructure Fund V Co-Investment
fund,FUND_0486,EQT Infrastructure III
fund,FUND_0487,EQT Infrastructure IV - USD Fund
fund,FUND_0488,EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP
fund,FUND_0489,EQT IX (No.2) EUR SCSp
fund,FUND_0490,EQT VII (No.1) Limited Partnership
fund,FUND_0491,EQT VIII (No.1) SCSp
fund,FUND_0492,EQT VIII (No.2) SCSp
fund,FUND_0493,"Equistone Partners Europe Fund IV ""E"" L.P."
fund,FUND_0494,ESCALATE CAPITAL I LP
fund,FUND_0495,Eurazeo Capital Secondary Fund 2025 SCSp
fund,FUND_0496,Europe Fund III
fund,FUND_0497,European Investors Global REIT
fund,FUND_0498,"Fidelity Government Portfolio, Class I"
fund,FUND_0499,Fifth Cinven Fund (No.3) Limited Partnership
fund,FUND_0500,Five Arrows Florence Continuation Fund SCSp
fund,FUND_0501,"Five Point Energy Fund I, L.P."
fund,FUND_0502,"Five Point Energy Fund II, L.P."
fund,FUND_0503,"Five Point Energy Fund III, L.P."
fund,FUND_0504,Fortress Fund III PIK Notes
fund,FUND_0505,Fortress II
