fund_id,standardized_fund_name,observation_rows,source_files,vintage_year,vintage_year_status,vintage_year_variants,vintage_year_filled_rows,vintage_year_blank_rows,vintage_year_source_files,strategy,strategy_status,strategy_variants,strategy_filled_rows,strategy_blank_rows,strategy_source_files,asset_class,asset_class_status,asset_class_variants,asset_class_filled_rows,asset_class_blank_rows,asset_class_source_files,geography,geography_status,geography_variants,geography_filled_rows,geography_blank_rows,geography_source_files,merge_note
FUND_0046,"Phoenix Venture Partners II, L.P.",7,SRC035,2016,unique,2016,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0047,"Phoenix Venture Partners III, L.P.",5,SRC035,2019,unique,2019,5,0,SRC035,Venture Capital,unique,Venture Capital,5,0,SRC035,,none,,0,5,,,none,,0,5,,
FUND_0048,"Phoenix Venture Partners, L.P.",7,SRC035,2011,unique,2011,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0049,Pioneer Square Ventures Fund II,5,SRC035,2020,unique,2020,5,0,SRC035,Venture Capital,unique,Venture Capital,5,0,SRC035,,none,,0,5,,,none,,0,5,,
FUND_0050,"Pivotal Investments Partners Fund I, L.P.",7,SRC035,2009,unique,2009,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0051,"Portland Seed Fund I, L.P.",7,SRC035,2011,unique,2011,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0052,"Portland Seed Fund II, L.P.",7,SRC035,2014,unique,2014,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0053,"Portland Seed Fund III, L.P.",7,SRC035,2018,unique,2018,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0054,"Portland Seed Fund III - Side Car, L.P.",7,SRC035,2018,unique,2018,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0055,Rethink Impact Fund II,5,SRC035,2020,unique,2020,5,0,SRC035,Venture Capital,unique,Venture Capital,5,0,SRC035,,none,,0,5,,,none,,0,5,,
FUND_0056,"Riverlake Equity Partners I, L.P.",7,SRC035,2004,unique,2004,7,0,SRC035,Buyout,unique,Buyout,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0057,"Riverlake Equity Partners II, L.P.",7,SRC035,2008,unique,2008,7,0,SRC035,Buyout,unique,Buyout,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0058,"Seven Peaks Ventures Fund II, L.P.",7,SRC035,2017,unique,2017,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0059,"Seven Peaks Ventures Fund, L.P.",7,SRC035,2014,unique,2014,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0060,"SmartForest Ventures I, L.P.",6,SRC035,2000,unique,2000,6,0,SRC035,Venture Capital,unique,Venture Capital,6,0,SRC035,,none,,0,6,,,none,,0,6,,
FUND_0061,Stellex Capital Partners II,5,SRC035,2021,unique,2021,5,0,SRC035,Buyout,unique,Buyout,5,0,SRC035,,none,,0,5,,,none,,0,5,,
FUND_0062,"Tamarack Mezzanine Partners, L.P.",6,SRC035,1999,unique,1999,6,0,SRC035,Mezzanine,unique,Mezzanine,6,0,SRC035,,none,,0,6,,,none,,0,6,,
FUND_0063,"Timberline Annex Fund, L.P.",7,SRC035,2003,unique,2003,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0064,"Timberline Venture Partners, L.P.",7,SRC035,1999,unique,1999,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0065,"Tiverton AgriFinance II, L.P.",5,SRC035,2021,unique,2021,5,0,SRC035,Natural Resources,unique,Natural Resources,5,0,SRC035,,none,,0,5,,,none,,0,5,,
FUND_0066,"TL Ventures VII, L.P.",7,SRC035,2008,unique,2008,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0067,"Updata Partners V, L.P.",7,SRC035,2016,unique,2016,7,0,SRC035,Growth Equity,unique,Growth Equity,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0068,"Updata Partners VI, L.P.",5,SRC035,2019,unique,2019,5,0,SRC035,Growth Equity,unique,Growth Equity,5,0,SRC035,,none,,0,5,,,none,,0,5,,
FUND_0069,"VamosVentures Fund I, L.P.",5,SRC035,2020,unique,2020,5,0,SRC035,Venture Capital,unique,Venture Capital,5,0,SRC035,,none,,0,5,,,none,,0,5,,
FUND_0070,"VFC - Burnside Fund, L.P.",5,SRC035,2019,unique,2019,5,0,SRC035,Growth Equity,unique,Growth Equity,5,0,SRC035,,none,,0,5,,,none,,0,5,,
FUND_0071,"Voyager Capital Fund IV, L.P.",7,SRC035,2013,unique,2013,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0072,"Voyager Capital Fund V, L.P.",7,SRC035,2018,unique,2018,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0073,"Women's VC Fund II, L.P.",7,SRC035,2017,unique,2017,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0074,"Women's Venture Capital Fund, L.P.",7,SRC035,2011,unique,2011,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0075,"Yaletown Ventures II (USA), L.P.",7,SRC035,2009,unique,2009,7,0,SRC035,Venture Capital,unique,Venture Capital,7,0,SRC035,,none,,0,7,,,none,,0,7,,
FUND_0119,"TA XI, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0173,"Blackstone Real Estate Partners VI, L.P.",6,SRC058,2007,unique,2007,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0174,"Blackstone Real Estate Partners VII, L.P.",6,SRC058,2012,unique,2012,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0201,Fortress Investment Fund IV LP,6,SRC058,2006,unique,2006,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0260,A10 USD (Feeder) L.P.,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0261,A9 EUR (Feeder) L.P.,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0262,A9 USD (Feeder) L.P.,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0263,Abacus Multi-Family Partners VI LP,6,SRC058,2022,unique,2022,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0264,"ABRY Partners IX, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0265,"ABRY Senior Equity V, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0266,"ABS Capital Partners IX, L.P.",2,SRC407,,none,,0,2,,Primary Investments,unique,Primary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0267,"ABS Capital Partners VII Offshore, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0268,"ABS Capital Partners VII, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0269,"Accel-KKR Capital Partners CV III, LP",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0270,Accel-KKR Capital Partners VII LP,2,SRC407,,none,,0,2,,Primary Investments,unique,Primary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0271,Accel-KKR Growth Capital Partners IV LP,2,SRC407,,none,,0,2,,Primary Investments,unique,Primary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0272,Actis Energy 5 LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0273,Advent Global Technology II Limited Partnership,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0274,Advent International GPE VI-A Limited Partnership,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0275,Advent International GPE VII-B Limited Partnership,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0276,Advent International GPE VIII-B-2 Limited Partnership,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0277,Advent International GPE VIII-C Limited Partnership,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0278,AEA EXC CF LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0279,"Aerospace, Transportation and Logistics Fund II LP",2,SRC407,,none,,0,2,,Early Secondary Investments,unique,Early Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0280,Aetos Capital Asia TE II,6,SRC058,2005,unique,2005,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0281,Aetos Capital Asia TE III,6,SRC058,2008,unique,2008,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0282,AEW Core Property Trust,6,SRC058,2021,unique,2021,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0283,"AEW Essential Housing Fund, L.P.",6,SRC058,2022,unique,2022,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0284,"AG Asia Realty Fund II, L.P.",6,SRC058,2010,unique,2010,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0285,Alpha Asia Macro Trends Fund,6,SRC058,2008,unique,2008,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0286,Alpha Asia Macro Trends Fund II,6,SRC058,2011,unique,2011,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0287,Alpha Private Equity Fund 7 (SCA) SICAR,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0288,Alterna Core Capital Assets Fund II,6,SRC060,2012,unique,2012,6,0,SRC060,,none,,0,6,,,none,,0,6,,,none,,0,6,,
FUND_0289,"American Industrial Partners Fund IV, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0290,"American Securities Partners VI, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0291,"American Securities Partners VII, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0292,Antares Private Credit Fund (ABDC),33,SRC606,,none,,0,33,,,none,,0,33,,,none,,0,33,,,none,,0,33,,
FUND_0293,"AP VIII Private Investors Offshore (USD), L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0294,"AP VIII Private Investors, LLC",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0295,"Apax Europe VI - A, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0296,"Apax Europe VII - B, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0297,Apax IX USD L.P.,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0298,Apax XI USD L.P.,2,SRC407,,none,,0,2,,Primary Investments,unique,Primary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0299,"Apollo Investment Fund VI, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0300,Appian Natural Resources Fund,6,SRC060,2011,unique,2011,6,0,SRC060,,none,,0,6,,,none,,0,6,,,none,,0,6,,
FUND_0301,Appian Natural Resources Fund II,6,SRC060,2019,unique,2019,6,0,SRC060,,none,,0,6,,,none,,0,6,,,none,,0,6,,
FUND_0302,ARA China Long Term Hold,5,SRC063,,none,,0,5,,,none,,0,5,,Real Assets,unique,Real Assets,5,0,SRC063,,none,,0,5,,
FUND_0303,Archer Capital Trust 5B,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Rest of World,unique,Rest of World,2,0,SRC407,
FUND_0304,"Archmore International Infrastructure Fund II (B), L.P.",4,SRC063,,none,,0,4,,,none,,0,4,,Real Assets,unique,Real Assets,4,0,SRC063,,none,,0,4,,
FUND_0305,"Archmore International Infrastructure Fund II (C), L.P.",4,SRC063,,none,,0,4,,,none,,0,4,,Real Assets,unique,Real Assets,4,0,SRC063,,none,,0,4,,
FUND_0306,"Artiman Ventures III, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0307,ASB Allegiance Real Estate Fund,6,SRC058,2017,unique,2017,6,0,SRC058,,none,,0,6,,Real Estate,unique,Real Estate,6,0,SRC058,,none,,0,6,,
FUND_0308,Ascentris - OR Partners LLC,4,SRC058,2013,unique,2013,4,0,SRC058,,none,,0,4,,Real Estate,unique,Real Estate,4,0,SRC058,,none,,0,4,,
FUND_0309,Ascentris Core,4,SRC058,2018,unique,2018,4,0,SRC058,,none,,0,4,,Real Estate,unique,Real Estate,4,0,SRC058,,none,,0,4,,
FUND_0310,Astorg Normec Fund,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0311,Astorg VI SLP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0312,Astorg VII SLP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,Europe,unique,Europe,2,0,SRC407,
FUND_0313,Atlas Capital Resources LP,2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0314,"Audax Mezzanine Fund III, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0315,"Audax Private Equity Aspen CF, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0316,"Audax Private Equity Fund III, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
FUND_0317,"Audax Private Equity Fund, L.P.",2,SRC407,,none,,0,2,,Secondary Investments,unique,Secondary Investments,2,0,SRC407,Private Equity Investments,unique,Private Equity Investments,2,0,SRC407,North America,unique,North America,2,0,SRC407,
