check_id,scope,record_id,fund_id,rule,status,actual_value,expected_value,difference,notes
REC_B7D82E06606353CF41F9,FUND_PERIOD,FPRINT_85E3B87612C23E5DC6AF,FUND_0008,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_3BCA41CE15346DA323B2,FUND_PERIOD,FPRINT_4AE7BFA2BBDCFED98E2B,FUND_0009,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_16A19920F0DAE837D2D9,FUND_PERIOD,FPRINT_8D6DD09AB6DA10227301,FUND_0010,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_AE81D0E6AA433FA8E9ED,FUND_PERIOD,FPRINT_E2505BDD1A047F874C8E,FUND_0011,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_CBAE4AF54013F8B5A8DB,FUND_PERIOD,FPRINT_C400995A22DEAB987D7E,FUND_0012,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_AEDD328BE3E82B3C767F,FUND_PERIOD,FPRINT_EDD28F29E6F2A3402D02,FUND_0013,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_6907E9B1B1635E6A233D,FUND_PERIOD,FPRINT_849835E8EABB4955A2CC,FUND_0014,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_27E8A6D19E0F5D0710F7,FUND_PERIOD,FPRINT_5C61160EAA30DF08913E,FUND_0015,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1A7B833E44A4F4877D43,FUND_PERIOD,FPRINT_22F0AFBB326D11B98882,FUND_0016,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_8D61D746CFB66399AD5B,FUND_PERIOD,FPRINT_25D0027E3F19DBE081FA,FUND_0017,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_EA3EBB0B251E7E643FAF,FUND_PERIOD,FPRINT_6A4EC7159597A8D3A285,FUND_0018,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4D80C43E4B3664BEC19B,FUND_PERIOD,FPRINT_2476D67EAE14756017FD,FUND_0019,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_3FED02EC5C76908EB9C2,FUND_PERIOD,FPRINT_E62ECA00A0724CE69C0B,FUND_0020,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_AC13805750F2F6A7E9B6,FUND_PERIOD,FPRINT_CE2F1CBB2488CA7E9DF6,FUND_0021,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_A170852FE11453FB486F,FUND_PERIOD,FPRINT_E66D16B2FEEE9D4B3CC2,FUND_0022,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_097D9F1060E607205967,FUND_PERIOD,FPRINT_0CA30C7860C51BE427A1,FUND_0023,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_7B344DC114F5CF438FB1,FUND_PERIOD,FPRINT_E1622704F56D178E5EA3,FUND_0024,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_C59697DF6707CA1F8467,FUND_PERIOD,FPRINT_C6AF61C17D3E2516CF60,FUND_0025,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_AEE5F803FFAD243C9FFC,FUND_PERIOD,FPRINT_50B91F27B497C1D8FBB0,FUND_0026,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1C28692CA54EFE20AAC7,FUND_PERIOD,FPRINT_1D8DAC18FD2D3A926C6D,FUND_0027,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_88A295FE3A04C5F0DBA6,FUND_PERIOD,FPRINT_3E32E78C239610246DCE,FUND_0028,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_6AC6061D24DB5B0C898C,FUND_PERIOD,FPRINT_2F324AC6F84757CB3F4C,FUND_0029,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_01F8800521DA52D16D9F,FUND_PERIOD,FPRINT_D11DBB3FE38DEEADFA4C,FUND_0030,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_3F7500A8967B331F6B89,FUND_PERIOD,FPRINT_6B64E617C6580A066903,FUND_0031,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4B20E58C8F341DC929E3,FUND_PERIOD,FPRINT_333CE4D1CB29FCFFE142,FUND_0032,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_BD2B1047CC86B23AE4AB,FUND_PERIOD,FPRINT_FA69F39556F27202BAB4,FUND_0033,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_330212D9F3A429DAFCC6,FUND_PERIOD,FPRINT_B4C1E72D32A87BF52FE3,FUND_0034,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B1F27C9B3B1014B100E6,FUND_PERIOD,FPRINT_9D69B1E390CBC849D2DE,FUND_0035,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_8CCC9039A11ECB6CE8BA,FUND_PERIOD,FPRINT_6ABCFB4C80C1C077D344,FUND_0036,FINANCIAL_IDENTITIES,PASS,0.0000000001,<=0.005,0.0000000001,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_185A7288471A517722D1,FUND_PERIOD,FPRINT_DB903508BB125D4C3F0A,FUND_0037,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_A02058030A2D8F083EF0,FUND_PERIOD,FPRINT_71120069308751463D42,FUND_0038,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F1E87348E0675D8C3EAE,FUND_PERIOD,FPRINT_1A1AD67EB9C053F18971,FUND_0039,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_5DCDC8FFE2AA69D61EAB,FUND_PERIOD,FPRINT_880D227514E7DD28D304,FUND_0040,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_60C34BE0B3766B1F990B,FUND_PERIOD,FPRINT_7E240A9546215C7AC2A1,FUND_0041,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_891D02BEA27BBBE5E964,FUND_PERIOD,FPRINT_6B0046ED15B000BAF20A,FUND_0042,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1DCF3EE945F167631ED5,FUND_PERIOD,FPRINT_E1B1687815A57B66FB47,FUND_0043,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_E713BB56765B20209073,FUND_PERIOD,FPRINT_EF83CF7C7B4BF4D22D8F,FUND_0044,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_5B25A18FCE9EBF439BE5,FUND_PERIOD,FPRINT_606A21C940E1AFE4597B,FUND_0045,FINANCIAL_IDENTITIES,PASS,0.0000000001,<=0.005,0.0000000001,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_855E4CD5BCB40C13C3EF,FUND_PERIOD,FPRINT_E96834D3647CD9C44A85,FUND_0046,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_A29B09E99123E8C964C0,FUND_PERIOD,FPRINT_5A6F723360428F364F90,FUND_0047,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_BEC249C79E7A5DA65C91,FUND_PERIOD,FPRINT_8392F7F57AB8FA217114,FUND_0048,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1B404893C96AC28D6D87,FUND_PERIOD,FPRINT_79C82BFD346A40B58521,FUND_0049,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4A0C0CF5CB8525B932D5,FUND_PERIOD,FPRINT_5143B75DEBF6E735D05B,FUND_0050,FINANCIAL_IDENTITIES,PASS,0.0000000001,<=0.005,0.0000000001,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_744FA570BBF6E4FA5A43,FUND_PERIOD,FPRINT_B497F1E374BAE92E7293,FUND_0051,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_973258DF7975B40FC469,FUND_PERIOD,FPRINT_B176FF36A8E58FCDFD14,FUND_0052,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_537CF6AD836BBFBCD456,FUND_PERIOD,FPRINT_818360CF9D82830BEDAE,FUND_0053,FINANCIAL_IDENTITIES,PASS,0.0000000001,<=0.005,0.0000000001,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_C2BE5B7400B78B3EB5E5,FUND_PERIOD,FPRINT_E4C1FFFEED2A3E4ABC03,FUND_0054,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_D83EF6E64901F5A6E363,FUND_PERIOD,FPRINT_66149679BBDC211B534D,FUND_0055,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_287E550FD3CB0D0D136C,FUND_PERIOD,FPRINT_0A8090A0594D31C2D25A,FUND_0056,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_EF6DC3C2D2681CD48E8D,FUND_PERIOD,FPRINT_FB28D47E2D0CCBB58A91,FUND_0057,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_714F2544C7502284CA66,FUND_PERIOD,FPRINT_F28DC679BE9A4EFC4F64,FUND_0058,FINANCIAL_IDENTITIES,PASS,0.0000000001,<=0.005,0.0000000001,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_E5BA177767AD5CB374C9,FUND_PERIOD,FPRINT_9D2834FF50BC57A46870,FUND_0059,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_7939A6A98EBB190D72DE,FUND_PERIOD,FPRINT_E61AAB6B658FC1755F44,FUND_0060,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_792816EACE128662D0DD,FUND_PERIOD,FPRINT_B72590EE14A94CD41C2C,FUND_0061,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_6BEE4F347BAF938B1069,FUND_PERIOD,FPRINT_96DF3037B8CFE5BC43A0,FUND_0062,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_752C93179B8578F3B184,FUND_PERIOD,FPRINT_D6BD1E4D8B3F8EE04950,FUND_0063,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_B941510E437066ADDDDA,FUND_PERIOD,FPRINT_D916D0DE830170461BF7,FUND_0064,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_79AF34FEADC7FF5B0C3A,FUND_PERIOD,FPRINT_5DF70F198A75BE0C0EAF,FUND_0065,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_D426D68DAC6EB6262E1B,FUND_PERIOD,FPRINT_AAA183E649A2319CA6BE,FUND_0066,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_714E0C18E4898528052E,FUND_PERIOD,FPRINT_4102CFE90BBFC36C10BB,FUND_0067,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_34648E00420971EE79DD,FUND_PERIOD,FPRINT_D479800DD73B8B67769C,FUND_0068,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_112EBDED9DA8493EDC82,FUND_PERIOD,FPRINT_03C6832E8E06B35A9B55,FUND_0069,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1870B0CAA9CE19D17D74,FUND_PERIOD,FPRINT_C6229658C12682330593,FUND_0070,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_399043BF85A630122841,FUND_PERIOD,FPRINT_596FDA28839425C29580,FUND_0071,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4411CDB9D121E5F76A18,FUND_PERIOD,FPRINT_F88085AE67DE7C0097A3,FUND_0072,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_DCD323908D4DC3064051,FUND_PERIOD,FPRINT_EB038EA2176A134B2B64,FUND_0073,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_C906DDFBE1BA308FB0AE,FUND_PERIOD,FPRINT_80E1AADA11E75C3D8421,FUND_0074,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_9894116706E7936C9714,FUND_PERIOD,FPRINT_6886DC571DD4103410F6,FUND_0075,FINANCIAL_IDENTITIES,PASS,0.0000000001,<=0.005,0.0000000001,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_1D8EF174B4D1B5C3EB05,FUND_PERIOD,FPRINT_6C4646D7759C99896527,FUND_0076,FINANCIAL_IDENTITIES,PASS,0.0000000009,<=0.005,0.0000000009,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_A1CC8ADA5793ABF7DB5A,FUND_PERIOD,FPRINT_A549C2600A8C4E5E7ACF,FUND_0077,FINANCIAL_IDENTITIES,PASS,0.0000000112,<=0.005,0.0000000112,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_09E6C3D5240FEBA0A7FE,FUND_PERIOD,FPRINT_82435F088DE6D128806A,FUND_0078,FINANCIAL_IDENTITIES,PASS,0.0000000102,<=0.005,0.0000000102,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_9F66308410ADA6754900,FUND_PERIOD,FPRINT_AF253073F891F66BC76C,FUND_0079,FINANCIAL_IDENTITIES,PASS,0.0000000298,<=0.005,0.0000000298,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_043E34F06D932013B641,FUND_PERIOD,FPRINT_8DCD1521A1852A222F0F,FUND_0080,FINANCIAL_IDENTITIES,PASS,0.0000000149,<=0.005,0.0000000149,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_748B45FB7BABB4C7A475,FUND_PERIOD,FPRINT_6AC2A331914202035F4F,FUND_0081,FINANCIAL_IDENTITIES,PASS,0.0000000102,<=0.005,0.0000000102,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_72D358EB41EF605BD98E,FUND_PERIOD,FPRINT_13A508269C4D33D7FFD4,FUND_0082,FINANCIAL_IDENTITIES,PASS,0.0000000261,<=0.005,0.0000000261,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F6122980281ECC27BDA9,FUND_PERIOD,FPRINT_79E57D978F808DD02C79,FUND_0083,FINANCIAL_IDENTITIES,PASS,0.0000000214,<=0.005,0.0000000214,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_5FD583321AED9AB546C8,FUND_PERIOD,FPRINT_F1E40AB7A4829A12904B,FUND_0084,FINANCIAL_IDENTITIES,PASS,0.0000000224,<=0.005,0.0000000224,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F386165F87A3851FF4C5,FUND_PERIOD,FPRINT_E3B92847BDC012B99CC8,FUND_0085,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_F0B8F9ACE278FB1EAD7F,FUND_PERIOD,FPRINT_D8A30851130B2E29F963,FUND_0086,FINANCIAL_IDENTITIES,PASS,0.0000000037,<=0.005,0.0000000037,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_D89BF2F3D457E73F69C6,FUND_PERIOD,FPRINT_5185CD87233BF2973A85,FUND_0087,FINANCIAL_IDENTITIES,PASS,0.0000000019,<=0.005,0.0000000019,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_9A00DFC448FEF28C3749,FUND_PERIOD,FPRINT_3D7EB36C87B5E87CAF7F,FUND_0088,FINANCIAL_IDENTITIES,PASS,0.0000000577,<=0.005,0.0000000577,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_72A1496B1879D2F648D5,FUND_PERIOD,FPRINT_4CE8A83138D058383838,FUND_0089,FINANCIAL_IDENTITIES,PASS,0.0000000084,<=0.005,0.0000000084,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_9C419FE9E7CF74932783,FUND_PERIOD,FPRINT_E496A13E50B65A6F80B6,FUND_0090,FINANCIAL_IDENTITIES,PASS,0.0000000056,<=0.005,0.0000000056,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_16F272F52410118FB136,FUND_PERIOD,FPRINT_198559594E8B7D94F1B9,FUND_0091,FINANCIAL_IDENTITIES,PASS,0.0000000214,<=0.005,0.0000000214,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_54756499E3B51A0C1CC6,FUND_PERIOD,FPRINT_BF162740AA22B5225DFD,FUND_0092,FINANCIAL_IDENTITIES,PASS,0.0000000140,<=0.005,0.0000000140,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_FEBE66DE6270CE96F825,FUND_PERIOD,FPRINT_D264F84BAC7D6EE60C7A,FUND_0093,FINANCIAL_IDENTITIES,PASS,0.0000000000,<=0.005,0.0000000000,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_ADC32D99FC89BB30D8B6,FUND_PERIOD,FPRINT_A59453CF041B3DE36E07,FUND_0094,FINANCIAL_IDENTITIES,PASS,0.0000000047,<=0.005,0.0000000047,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_7729FC3412CDC9E8A716,FUND_PERIOD,FPRINT_2DF6E882658764A6A52B,FUND_0095,FINANCIAL_IDENTITIES,PASS,0.0000000037,<=0.005,0.0000000037,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_C5DA8BEF9727E9099F8E,FUND_PERIOD,FPRINT_F0891F23E727B09A66D6,FUND_0096,FINANCIAL_IDENTITIES,PASS,0.0000000130,<=0.005,0.0000000130,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_897D2001B800FDC581DF,FUND_PERIOD,FPRINT_0C8130985122E59EC13D,FUND_0097,FINANCIAL_IDENTITIES,PASS,0.0000000200,<=0.005,0.0000000200,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_97D4BBA128236671BA27,FUND_PERIOD,FPRINT_EF635E38A2AE2F27F8ED,FUND_0098,FINANCIAL_IDENTITIES,PASS,0.0000000112,<=0.005,0.0000000112,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_7500EEBC3B7EFB8977CE,FUND_PERIOD,FPRINT_EE13DCF3B2412D307FDF,FUND_0099,FINANCIAL_IDENTITIES,PASS,0.0000000261,<=0.005,0.0000000261,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_2AC44F5546B4C6695855,FUND_PERIOD,FPRINT_89B5F26669F983DF1D5B,FUND_0100,FINANCIAL_IDENTITIES,PASS,0.0000000335,<=0.005,0.0000000335,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_177C088BFD3CE6D1CCE2,FUND_PERIOD,FPRINT_D16F6D2A7AF62EB5253C,FUND_0101,FINANCIAL_IDENTITIES,PASS,0.0000000373,<=0.005,0.0000000373,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4856DCDE3E7168459197,FUND_PERIOD,FPRINT_431BD265DE27BD9A0FFA,FUND_0102,FINANCIAL_IDENTITIES,PASS,0.0000000009,<=0.005,0.0000000009,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_DF498B159A197FDE1A4C,FUND_PERIOD,FPRINT_D8D8926207E06702815D,FUND_0103,FINANCIAL_IDENTITIES,PASS,0.0000000121,<=0.005,0.0000000121,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_BDE91F6BD8CD8DC9646D,FUND_PERIOD,FPRINT_C29D6A45B2F0C2BFED53,FUND_0104,FINANCIAL_IDENTITIES,PASS,0.0000000130,<=0.005,0.0000000130,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_00821361FC8362671268,FUND_PERIOD,FPRINT_35186F3804DF81DD264C,FUND_0105,FINANCIAL_IDENTITIES,PASS,0.0000000075,<=0.005,0.0000000075,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_0F0C02319A0717CEE567,FUND_PERIOD,FPRINT_CD050E9ADE63E30F02F0,FUND_0106,FINANCIAL_IDENTITIES,PASS,0.0000000689,<=0.005,0.0000000689,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_ED25371D6E4456838847,FUND_PERIOD,FPRINT_EE2C695BF76B4A60C823,FUND_0107,FINANCIAL_IDENTITIES,PASS,0.0000000019,<=0.005,0.0000000019,"DPI, RVPI, TVPI, and commitment identities are checked together."
REC_4E8A15A48E036EFC01B1,FUND_PERIOD,FPRINT_0B59B33D6664A150B331,FUND_0108,FINANCIAL_IDENTITIES,PASS,0.0000009499,<=0.005,0.0000009499,"DPI, RVPI, TVPI, and commitment identities are checked together."
