quality_result_id,run_id,record_table,record_id,fund_id,rule_id,severity,status,actual_value,expected_value,difference,tolerance,source_document_id,synthetic_parameter_set_id,checked_at,notes
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_9F6EE72E0AE003F5DA5E_R11_PROVENANCE_REQUIREMENTS,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_9F6EE72E0AE003F5DA5E,FUND_0001,R11_PROVENANCE_REQUIREMENTS,error,PASS,complete,complete,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,SYNTHETIC provenance evidence requirements
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_9F6EE72E0AE003F5DA5E_R12_SYNTHETIC_IDENTITY_SEPARATION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_9F6EE72E0AE003F5DA5E,FUND_0001,R12_SYNTHETIC_IDENTITY_SEPARATION,error,PASS,separated,separated,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"synthetic facts may complement a resolved real fund, while standalone synthetic identities remain isolated"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_9F6EE72E0AE003F5DA5E_R13_DUPLICATE_CASHFLOW,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_9F6EE72E0AE003F5DA5E,FUND_0001,R13_DUPLICATE_CASHFLOW,warning,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,each economic cash-flow signature must be unique within a fund
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_9F6EE72E0AE003F5DA5E_R14_CURRENCY_CONSISTENCY,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_9F6EE72E0AE003F5DA5E,FUND_0001,R14_CURRENCY_CONSISTENCY,error,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,cash-flow currencies must match the fund period or carry a reconciling FX conversion
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_9F6EE72E0AE003F5DA5E_R15_CASHFLOW_SIGN_CONVENTION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_9F6EE72E0AE003F5DA5E,FUND_0001,R15_CASHFLOW_SIGN_CONVENTION,error,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"calls, subscriptions, and fees must be negative; distributions must be positive"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R01_NONNEGATIVE_BALANCES,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R01_NONNEGATIVE_BALANCES,error,FAIL,-61408543.498,0,-61408543.498,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"minimum of paid-in capital, distributions, and NAV"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R02_TVPI_COMPONENTS,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R02_TVPI_COMPONENTS,error,PASS,1.2627100859,1.2627100859,0E-10,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,tvpi compared with dpi plus rvpi
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R03_DPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R03_DPI_RECOMPUTE,error,PASS,0.9881302576,0.988130257622,-2.2E-11,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,dpi compared with distributions divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R04_RVPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R04_RVPI_RECOMPUTE,error,FAIL,0.2745798283,-0.274579832723,0.549159661023,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,rvpi compared with nav divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R05_TVPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R05_TVPI_RECOMPUTE,error,FAIL,1.2627100859,0.713550424899,0.549159661001,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,tvpi compared with distributions plus nav divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R06_COMMITMENT_RECONCILIATION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R06_COMMITMENT_RECONCILIATION,warning,PASS,228209692.089,228209692.089,0.000,1,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,commitment compared with paid-in capital plus unfunded commitment minus recallable distributions
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R07_NAV_ROLLFORWARD,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R07_NAV_ROLLFORWARD,error,PASS,61408542.498,61408542.498,0.000,1,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,ending nav roll-forward
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R08_XIRR_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R08_XIRR_RECOMPUTE,error,PASS,0.0188614745,0.0188614745495,-4.95E-11,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,calculated IRR compared with XIRR of dated cash flows plus ending NAV
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R09_VINTAGE_DATE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R09_VINTAGE_DATE,error,PASS,2006,2026,-20,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,vintage year must fall on or before the as-of year
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R10_FUND_SIZE_BOUND,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R10_FUND_SIZE_BOUND,warning,SKIP,,,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,rule applies only to lp_position rows
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R11_PROVENANCE_REQUIREMENTS,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R11_PROVENANCE_REQUIREMENTS,error,PASS,complete,complete,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,SYNTHETIC provenance evidence requirements
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R12_SYNTHETIC_IDENTITY_SEPARATION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R12_SYNTHETIC_IDENTITY_SEPARATION,error,PASS,separated,separated,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"synthetic facts may complement a resolved real fund, while standalone synthetic identities remain isolated"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R13_DUPLICATE_CASHFLOW,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R13_DUPLICATE_CASHFLOW,warning,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,each economic cash-flow signature must be unique within a fund
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R14_CURRENCY_CONSISTENCY,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R14_CURRENCY_CONSISTENCY,error,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,cash-flow currencies must match the fund period or carry a reconciling FX conversion
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_DEE97DD8B438932F1E05_R15_CASHFLOW_SIGN_CONVENTION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_DEE97DD8B438932F1E05,FUND_0002,R15_CASHFLOW_SIGN_CONVENTION,error,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"calls, subscriptions, and fees must be negative; distributions must be positive"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R01_NONNEGATIVE_BALANCES,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R01_NONNEGATIVE_BALANCES,error,PASS,96541878.3559,0,96541878.3559,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"minimum of paid-in capital, distributions, and NAV"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R02_TVPI_COMPONENTS,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R02_TVPI_COMPONENTS,error,PASS,1.2426921301,1.2426921301,0E-10,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,tvpi compared with dpi plus rvpi
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R03_DPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R03_DPI_RECOMPUTE,error,PASS,0.8380763902,0.838076390188,1.2E-11,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,dpi compared with distributions divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R04_RVPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R04_RVPI_RECOMPUTE,error,PASS,0.4046157399,0.404615739875,2.5E-11,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,rvpi compared with nav divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R05_TVPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R05_TVPI_RECOMPUTE,error,PASS,1.2426921301,1.24269213006,4E-11,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,tvpi compared with distributions plus nav divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R06_COMMITMENT_RECONCILIATION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R06_COMMITMENT_RECONCILIATION,warning,PASS,243470807.146,243470807.146,0.000,1,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,commitment compared with paid-in capital plus unfunded commitment minus recallable distributions
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R07_NAV_ROLLFORWARD,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R07_NAV_ROLLFORWARD,error,PASS,96541878.3559,96541878.3559,0.0000,1,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,ending nav roll-forward
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R08_XIRR_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R08_XIRR_RECOMPUTE,error,PASS,0.019828897,0.0198288969736,2.64E-11,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,calculated IRR compared with XIRR of dated cash flows plus ending NAV
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R09_VINTAGE_DATE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R09_VINTAGE_DATE,error,FAIL,2027,2026,1,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,vintage year must fall on or before the as-of year
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R10_FUND_SIZE_BOUND,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R10_FUND_SIZE_BOUND,warning,SKIP,,,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,rule applies only to lp_position rows
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R11_PROVENANCE_REQUIREMENTS,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R11_PROVENANCE_REQUIREMENTS,error,PASS,complete,complete,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,SYNTHETIC provenance evidence requirements
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R12_SYNTHETIC_IDENTITY_SEPARATION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R12_SYNTHETIC_IDENTITY_SEPARATION,error,PASS,separated,separated,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"synthetic facts may complement a resolved real fund, while standalone synthetic identities remain isolated"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R13_DUPLICATE_CASHFLOW,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R13_DUPLICATE_CASHFLOW,warning,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,each economic cash-flow signature must be unique within a fund
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R14_CURRENCY_CONSISTENCY,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R14_CURRENCY_CONSISTENCY,error,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,cash-flow currencies must match the fund period or carry a reconciling FX conversion
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_12ED7303F66F0C5A05EE_R15_CASHFLOW_SIGN_CONVENTION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_12ED7303F66F0C5A05EE,FUND_0003,R15_CASHFLOW_SIGN_CONVENTION,error,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"calls, subscriptions, and fees must be negative; distributions must be positive"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R01_NONNEGATIVE_BALANCES,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R01_NONNEGATIVE_BALANCES,error,PASS,127927.15,0,127927.15,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"minimum of paid-in capital, distributions, and NAV"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R02_TVPI_COMPONENTS,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R02_TVPI_COMPONENTS,error,PASS,1.999525179,1.999525179,0E-9,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,tvpi compared with dpi plus rvpi
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R03_DPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R03_DPI_RECOMPUTE,error,PASS,1.949525179,1.94952517898,2E-11,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,dpi compared with distributions divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R04_RVPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R04_RVPI_RECOMPUTE,error,PASS,0.05,0.05,0.00,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,rvpi compared with nav divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R05_TVPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R05_TVPI_RECOMPUTE,error,PASS,1.999525179,1.99952517898,2E-11,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,tvpi compared with distributions plus nav divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R06_COMMITMENT_RECONCILIATION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R06_COMMITMENT_RECONCILIATION,warning,FAIL,3750000,3000000,750000,1,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,commitment compared with paid-in capital plus unfunded commitment minus recallable distributions
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R07_NAV_ROLLFORWARD,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R07_NAV_ROLLFORWARD,error,PASS,127927.15,127927.15,0.00,1,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,ending nav roll-forward
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R08_XIRR_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R08_XIRR_RECOMPUTE,error,PASS,0.0645646641,0.0645646641206,-2.06E-11,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,calculated IRR compared with XIRR of dated cash flows plus ending NAV
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R09_VINTAGE_DATE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R09_VINTAGE_DATE,error,PASS,2007,2026,-19,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,vintage year must fall on or before the as-of year
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R10_FUND_SIZE_BOUND,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R10_FUND_SIZE_BOUND,warning,SKIP,,,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,rule applies only to lp_position rows
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R11_PROVENANCE_REQUIREMENTS,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R11_PROVENANCE_REQUIREMENTS,error,PASS,complete,complete,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,SYNTHETIC provenance evidence requirements
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R12_SYNTHETIC_IDENTITY_SEPARATION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R12_SYNTHETIC_IDENTITY_SEPARATION,error,PASS,separated,separated,,,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"synthetic facts may complement a resolved real fund, while standalone synthetic identities remain isolated"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R13_DUPLICATE_CASHFLOW,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R13_DUPLICATE_CASHFLOW,warning,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,each economic cash-flow signature must be unique within a fund
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R14_CURRENCY_CONSISTENCY,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R14_CURRENCY_CONSISTENCY,error,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,cash-flow currencies must match the fund period or carry a reconciling FX conversion
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_CF2B4688F5681A644B25_R15_CASHFLOW_SIGN_CONVENTION,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_CF2B4688F5681A644B25,FUND_0004,R15_CASHFLOW_SIGN_CONVENTION,error,PASS,0,0,0,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"calls, subscriptions, and fees must be negative; distributions must be positive"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_90F094E455A743758BD9_R01_NONNEGATIVE_BALANCES,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_90F094E455A743758BD9,FUND_0005,R01_NONNEGATIVE_BALANCES,error,PASS,7500,0,7500,0,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,"minimum of paid-in capital, distributions, and NAV"
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_90F094E455A743758BD9_R02_TVPI_COMPONENTS,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_90F094E455A743758BD9,FUND_0005,R02_TVPI_COMPONENTS,error,PASS,1.031216,1.031216,0.000000,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,tvpi compared with dpi plus rvpi
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_90F094E455A743758BD9_R03_DPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_90F094E455A743758BD9,FUND_0005,R03_DPI_RECOMPUTE,error,PASS,0.01,0.01,0.00,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,dpi compared with distributions divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_90F094E455A743758BD9_R04_RVPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_90F094E455A743758BD9,FUND_0005,R04_RVPI_RECOMPUTE,error,PASS,1.021216,1.021216,0.000000,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,rvpi compared with nav divided by paid-in capital
QR_INTEGRATED_DEFECT_QC_V1_FPRINT_90F094E455A743758BD9_R05_TVPI_RECOMPUTE,INTEGRATED_DEFECT_QC_V1,fund_periods,FPRINT_90F094E455A743758BD9,FUND_0005,R05_TVPI_RECOMPUTE,error,PASS,1.031216,1.031216,0.000000,0.005,,INTEGRATED_COMPLETION_V1,2026-06-30T00:00:00Z,tvpi compared with distributions plus nav divided by paid-in capital
