target_id,target_kind,canonical_name,printed_name_primary,legal_name,company_entity_id,investee_fund_id,parent_target_id,sector,canonical_sector,sub_sector,country,identity_status,identity_confidence,identity_confidence_basis,identity_confidence_reason,provenance_type,synthetic_parameter_set_id,record_status,created_at
TARGET_COMPANY_SYNTH_000004_03,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000004-03,Synthetic Portfolio Company 000004-03,,COMPANY_SYNTH_000004_03,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000004_04,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000004-04,Synthetic Portfolio Company 000004-04,,COMPANY_SYNTH_000004_04,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000004_05,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000004-05,Synthetic Portfolio Company 000004-05,,COMPANY_SYNTH_000004_05,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000004_06,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000004-06,Synthetic Portfolio Company 000004-06,,COMPANY_SYNTH_000004_06,,,Business Services,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000004_07,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000004-07,Synthetic Portfolio Company 000004-07,,COMPANY_SYNTH_000004_07,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000004_08,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000004-08,Synthetic Portfolio Company 000004-08,,COMPANY_SYNTH_000004_08,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000005_01,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000005-01,Synthetic Portfolio Company 000005-01,,COMPANY_SYNTH_000005_01,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000005_02,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000005-02,Synthetic Portfolio Company 000005-02,,COMPANY_SYNTH_000005_02,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000005_03,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000005-03,Synthetic Portfolio Company 000005-03,,COMPANY_SYNTH_000005_03,,,Business Services,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000005_04,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000005-04,Synthetic Portfolio Company 000005-04,,COMPANY_SYNTH_000005_04,,,Consumer,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000005_05,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000005-05,Synthetic Portfolio Company 000005-05,,COMPANY_SYNTH_000005_05,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000005_06,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000005-06,Synthetic Portfolio Company 000005-06,,COMPANY_SYNTH_000005_06,,,Consumer,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000005_07,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000005-07,Synthetic Portfolio Company 000005-07,,COMPANY_SYNTH_000005_07,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000006_01,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000006-01,Synthetic Portfolio Company 000006-01,,COMPANY_SYNTH_000006_01,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000006_02,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000006-02,Synthetic Portfolio Company 000006-02,,COMPANY_SYNTH_000006_02,,,Business Services,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000006_03,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000006-03,Synthetic Portfolio Company 000006-03,,COMPANY_SYNTH_000006_03,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000006_04,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000006-04,Synthetic Portfolio Company 000006-04,,COMPANY_SYNTH_000006_04,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000006_05,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000006-05,Synthetic Portfolio Company 000006-05,,COMPANY_SYNTH_000006_05,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000006_06,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000006-06,Synthetic Portfolio Company 000006-06,,COMPANY_SYNTH_000006_06,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000007_01,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000007-01,Synthetic Portfolio Company 000007-01,,COMPANY_SYNTH_000007_01,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000007_02,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000007-02,Synthetic Portfolio Company 000007-02,,COMPANY_SYNTH_000007_02,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000007_03,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000007-03,Synthetic Portfolio Company 000007-03,,COMPANY_SYNTH_000007_03,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000007_04,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000007-04,Synthetic Portfolio Company 000007-04,,COMPANY_SYNTH_000007_04,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000007_05,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000007-05,Synthetic Portfolio Company 000007-05,,COMPANY_SYNTH_000007_05,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000007_06,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000007-06,Synthetic Portfolio Company 000007-06,,COMPANY_SYNTH_000007_06,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000007_07,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000007-07,Synthetic Portfolio Company 000007-07,,COMPANY_SYNTH_000007_07,,,Consumer,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000008_01,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000008-01,Synthetic Portfolio Company 000008-01,,COMPANY_SYNTH_000008_01,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000008_02,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000008-02,Synthetic Portfolio Company 000008-02,,COMPANY_SYNTH_000008_02,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000008_03,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000008-03,Synthetic Portfolio Company 000008-03,,COMPANY_SYNTH_000008_03,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000008_04,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000008-04,Synthetic Portfolio Company 000008-04,,COMPANY_SYNTH_000008_04,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000008_05,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000008-05,Synthetic Portfolio Company 000008-05,,COMPANY_SYNTH_000008_05,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000009_01,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000009-01,Synthetic Portfolio Company 000009-01,,COMPANY_SYNTH_000009_01,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000009_02,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000009-02,Synthetic Portfolio Company 000009-02,,COMPANY_SYNTH_000009_02,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000009_03,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000009-03,Synthetic Portfolio Company 000009-03,,COMPANY_SYNTH_000009_03,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000009_04,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000009-04,Synthetic Portfolio Company 000009-04,,COMPANY_SYNTH_000009_04,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000009_05,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000009-05,Synthetic Portfolio Company 000009-05,,COMPANY_SYNTH_000009_05,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000010_01,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000010-01,Synthetic Portfolio Company 000010-01,,COMPANY_SYNTH_000010_01,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000010_02,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000010-02,Synthetic Portfolio Company 000010-02,,COMPANY_SYNTH_000010_02,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000010_03,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000010-03,Synthetic Portfolio Company 000010-03,,COMPANY_SYNTH_000010_03,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000010_04,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000010-04,Synthetic Portfolio Company 000010-04,,COMPANY_SYNTH_000010_04,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000010_05,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000010-05,Synthetic Portfolio Company 000010-05,,COMPANY_SYNTH_000010_05,,,Consumer,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000010_06,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000010-06,Synthetic Portfolio Company 000010-06,,COMPANY_SYNTH_000010_06,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000010_07,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000010-07,Synthetic Portfolio Company 000010-07,,COMPANY_SYNTH_000010_07,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000011_01,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000011-01,Synthetic Portfolio Company 000011-01,,COMPANY_SYNTH_000011_01,,,Consumer,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000011_02,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000011-02,Synthetic Portfolio Company 000011-02,,COMPANY_SYNTH_000011_02,,,Business Services,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000011_03,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000011-03,Synthetic Portfolio Company 000011-03,,COMPANY_SYNTH_000011_03,,,Energy Transition,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000011_04,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000011-04,Synthetic Portfolio Company 000011-04,,COMPANY_SYNTH_000011_04,,,Business Services,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000011_05,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000011-05,Synthetic Portfolio Company 000011-05,,COMPANY_SYNTH_000011_05,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000012_01,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000012-01,Synthetic Portfolio Company 000012-01,,COMPANY_SYNTH_000012_01,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000012_02,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000012-02,Synthetic Portfolio Company 000012-02,,COMPANY_SYNTH_000012_02,,,Healthcare,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000012_03,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000012-03,Synthetic Portfolio Company 000012-03,,COMPANY_SYNTH_000012_03,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000012_04,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000012-04,Synthetic Portfolio Company 000012-04,,COMPANY_SYNTH_000012_04,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000012_05,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000012-05,Synthetic Portfolio Company 000012-05,,COMPANY_SYNTH_000012_05,,,Consumer,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000012_06,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000012-06,Synthetic Portfolio Company 000012-06,,COMPANY_SYNTH_000012_06,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000012_07,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000012-07,Synthetic Portfolio Company 000012-07,,COMPANY_SYNTH_000012_07,,,Software,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000012_08,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000012-08,Synthetic Portfolio Company 000012-08,,COMPANY_SYNTH_000012_08,,,Industrials,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
TARGET_COMPANY_SYNTH_000013_01,PORTFOLIO_COMPANY,Synthetic Portfolio Company 000013-01,Synthetic Portfolio Company 000013-01,,COMPANY_SYNTH_000013_01,,,Consumer,,,North America,RESOLVED,HIGH,generated holding identity,The generated holding supplies one explicit portfolio company identity or name.,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
