cashflow_id,fund_id,lp_id,lp_name,share_class_name,file_id,cashflow_event_id,date_role,date_raw,date_precision,cashflow_date,report_date,due_date,cashflow_type,amount,currency,amount_base_currency,base_currency,fx_rate,recallable_amount,provenance_type,source_page,source_anchor,synthetic_parameter_set_id,defect_expected,record_status
CF_FUND_SYNTH_000608_001,FUND_SYNTH_000608,,,,,CFE_FUND_SYNTH_000608_001,cashflow,2012-02-20,day,2012-02-20,2012-02-10,2012-02-20,capital_call,-66.99,USD,-66.99,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000608_LP_SYNTH_000608_01_001,FUND_SYNTH_000608,LP_SYNTH_000608_01,Synthetic Institutional LP 0608-01,,,CFE_FUND_SYNTH_000608_LP_SYNTH_000608_01_001,cashflow,2012-02-20,day,2012-02-20,2012-02-10,2012-02-20,capital_call,-9.38,USD,-9.38,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000608_LP_SYNTH_000608_02_001,FUND_SYNTH_000608,LP_SYNTH_000608_02,Synthetic Institutional LP 0608-02,,,CFE_FUND_SYNTH_000608_LP_SYNTH_000608_02_001,cashflow,2012-02-20,day,2012-02-20,2012-02-10,2012-02-20,capital_call,-6.03,USD,-6.03,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000186_001,FUND_SYNTH_000186,,,,,CFE_FUND_SYNTH_000186_001,cashflow,2012-02-23,day,2012-02-23,2012-02-13,2012-02-23,capital_call,-49.01,USD,-49.01,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000318_001,FUND_SYNTH_000318,,,,,CFE_FUND_SYNTH_000318_001,cashflow,2012-02-27,day,2012-02-27,2012-02-17,2012-02-27,capital_call,-39.38,USD,-39.38,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000787_001,FUND_SYNTH_000787,,,,,CFE_FUND_SYNTH_000787_001,cashflow,2012-02-28,day,2012-02-28,2012-02-18,2012-02-28,capital_call,-40.81,USD,-40.81,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000045_001,FUND_SYNTH_000045,,,,,CFE_FUND_SYNTH_000045_001,cashflow,2012-03-02,day,2012-03-02,2012-02-21,2012-03-02,capital_call,-93.12,USD,-93.12,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000779_001,FUND_SYNTH_000779,,,,,CFE_FUND_SYNTH_000779_001,cashflow,2012-03-03,day,2012-03-03,2012-02-22,2012-03-03,capital_call,-270.51,USD,-270.51,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000109_001,FUND_SYNTH_000109,,,,,CFE_FUND_SYNTH_000109_001,cashflow,2012-03-05,day,2012-03-05,2012-02-24,2012-03-05,capital_call,-95.55,USD,-95.55,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000555_001,FUND_SYNTH_000555,,,,,CFE_FUND_SYNTH_000555_001,cashflow,2012-03-06,day,2012-03-06,2012-02-25,2012-03-06,capital_call,-68.27,EUR,-68.27,EUR,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000186_002,FUND_SYNTH_000186,,,,,CFE_FUND_SYNTH_000186_002,cashflow,2012-04-18,day,2012-04-18,2012-04-08,2012-04-18,capital_call,-37.08,USD,-37.08,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000787_002,FUND_SYNTH_000787,,,,,CFE_FUND_SYNTH_000787_002,cashflow,2012-04-26,day,2012-04-26,2012-04-16,2012-04-26,capital_call,-35.53,USD,-35.53,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000373_002,FUND_SYNTH_000373,,,,,CFE_FUND_SYNTH_000373_002,cashflow,2012-05-03,day,2012-05-03,2012-04-23,2012-05-03,capital_call,-154.90,EUR,-154.90,EUR,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000608_002,FUND_SYNTH_000608,,,,,CFE_FUND_SYNTH_000608_002,cashflow,2012-05-04,day,2012-05-04,2012-04-24,2012-05-04,capital_call,-37.66,USD,-37.66,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000608_LP_SYNTH_000608_01_002,FUND_SYNTH_000608,LP_SYNTH_000608_01,Synthetic Institutional LP 0608-01,,,CFE_FUND_SYNTH_000608_LP_SYNTH_000608_01_002,cashflow,2012-05-04,day,2012-05-04,2012-04-24,2012-05-04,capital_call,-5.27,USD,-5.27,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000608_LP_SYNTH_000608_02_002,FUND_SYNTH_000608,LP_SYNTH_000608_02,Synthetic Institutional LP 0608-02,,,CFE_FUND_SYNTH_000608_LP_SYNTH_000608_02_002,cashflow,2012-05-04,day,2012-05-04,2012-04-24,2012-05-04,capital_call,-3.39,USD,-3.39,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000318_002,FUND_SYNTH_000318,,,,,CFE_FUND_SYNTH_000318_002,cashflow,2012-05-11,day,2012-05-11,2012-05-01,2012-05-11,capital_call,-23.60,USD,-23.60,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000168_002,FUND_SYNTH_000168,,,,,CFE_FUND_SYNTH_000168_002,cashflow,2012-05-13,day,2012-05-13,2012-05-03,2012-05-13,capital_call,-25.26,USD,-25.26,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000168_LP_SYNTH_000168_01_002,FUND_SYNTH_000168,LP_SYNTH_000168_01,Synthetic Institutional LP 0168-01,,,CFE_FUND_SYNTH_000168_LP_SYNTH_000168_01_002,cashflow,2012-05-13,day,2012-05-13,2012-05-03,2012-05-13,capital_call,-3.54,USD,-3.54,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000168_LP_SYNTH_000168_02_002,FUND_SYNTH_000168,LP_SYNTH_000168_02,Synthetic Institutional LP 0168-02,,,CFE_FUND_SYNTH_000168_LP_SYNTH_000168_02_002,cashflow,2012-05-13,day,2012-05-13,2012-05-03,2012-05-13,capital_call,-2.27,USD,-2.27,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000047_001,FUND_SYNTH_000047,,,,,CFE_FUND_SYNTH_000047_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-64.03,USD,-64.03,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000152_001,FUND_SYNTH_000152,,,,,CFE_FUND_SYNTH_000152_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-87.02,USD,-87.02,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000152_LP_SYNTH_000152_01_001,FUND_SYNTH_000152,LP_SYNTH_000152_01,Synthetic Institutional LP 0152-01,,,CFE_FUND_SYNTH_000152_LP_SYNTH_000152_01_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-12.18,USD,-12.18,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000152_LP_SYNTH_000152_02_001,FUND_SYNTH_000152,LP_SYNTH_000152_02,Synthetic Institutional LP 0152-02,,,CFE_FUND_SYNTH_000152_LP_SYNTH_000152_02_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-7.83,USD,-7.83,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000295_001,FUND_SYNTH_000295,,,,,CFE_FUND_SYNTH_000295_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-26.55,USD,-26.55,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000497_001,FUND_SYNTH_000497,,,,,CFE_FUND_SYNTH_000497_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-44.97,USD,-44.97,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000568_001,FUND_SYNTH_000568,,,,,CFE_FUND_SYNTH_000568_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-49.95,USD,-49.95,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000568_LP_SYNTH_000568_01_001,FUND_SYNTH_000568,LP_SYNTH_000568_01,Synthetic Institutional LP 0568-01,,,CFE_FUND_SYNTH_000568_LP_SYNTH_000568_01_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-6.99,USD,-6.99,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000568_LP_SYNTH_000568_02_001,FUND_SYNTH_000568,LP_SYNTH_000568_02,Synthetic Institutional LP 0568-02,,,CFE_FUND_SYNTH_000568_LP_SYNTH_000568_02_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-4.50,USD,-4.50,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000694_001,FUND_SYNTH_000694,,,,,CFE_FUND_SYNTH_000694_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-67.11,USD,-67.11,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000734_001,FUND_SYNTH_000734,,,,,CFE_FUND_SYNTH_000734_001,cashflow,2012-05-15,day,2012-05-15,2012-05-05,2012-05-15,capital_call,-61.13,USD,-61.13,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000109_002,FUND_SYNTH_000109,,,,,CFE_FUND_SYNTH_000109_002,cashflow,2012-05-18,day,2012-05-18,2012-05-08,2012-05-18,capital_call,-49.86,USD,-49.86,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000409_001,FUND_SYNTH_000409,,,,,CFE_FUND_SYNTH_000409_001,cashflow,2012-05-18,day,2012-05-18,2012-05-08,2012-05-18,capital_call,-48.50,USD,-48.50,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000093_002,FUND_SYNTH_000093,,,,,CFE_FUND_SYNTH_000093_002,cashflow,2012-05-22,day,2012-05-22,2012-05-12,2012-05-22,capital_call,-57.37,USD,-57.37,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000441_001,FUND_SYNTH_000441,,,,,CFE_FUND_SYNTH_000441_001,cashflow,2012-05-25,day,2012-05-25,2012-05-15,2012-05-25,capital_call,-83.19,USD,-83.19,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000779_002,FUND_SYNTH_000779,,,,,CFE_FUND_SYNTH_000779_002,cashflow,2012-05-26,day,2012-05-26,2012-05-16,2012-05-26,capital_call,-196.91,USD,-196.91,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000025_001,FUND_SYNTH_000025,,,,,CFE_FUND_SYNTH_000025_001,cashflow,2012-05-28,day,2012-05-28,2012-05-18,2012-05-28,capital_call,-44.24,USD,-44.24,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000091_002,FUND_SYNTH_000091,,,,,CFE_FUND_SYNTH_000091_002,cashflow,2012-05-29,day,2012-05-29,2012-05-19,2012-05-29,capital_call,-26.79,USD,-26.79,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000493_001,FUND_SYNTH_000493,,,,,CFE_FUND_SYNTH_000493_001,cashflow,2012-05-29,day,2012-05-29,2012-05-19,2012-05-29,capital_call,-118.44,USD,-118.44,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000493_CLASS_A_001,FUND_SYNTH_000493,,,Class A,,CFE_FUND_SYNTH_000493_CLASS_A_001,cashflow,2012-05-29,day,2012-05-29,2012-05-19,2012-05-29,capital_call,-73.43,USD,-73.43,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000493_CLASS_B_001,FUND_SYNTH_000493,,,Class B,,CFE_FUND_SYNTH_000493_CLASS_B_001,cashflow,2012-05-29,day,2012-05-29,2012-05-19,2012-05-29,capital_call,-45.01,USD,-45.01,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000785_001,FUND_SYNTH_000785,,,,,CFE_FUND_SYNTH_000785_001,cashflow,2012-05-29,day,2012-05-29,2012-05-19,2012-05-29,capital_call,-52.27,USD,-52.27,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000045_002,FUND_SYNTH_000045,,,,,CFE_FUND_SYNTH_000045_002,cashflow,2012-05-30,day,2012-05-30,2012-05-20,2012-05-30,capital_call,-94.68,USD,-94.68,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000418_001,FUND_SYNTH_000418,,,,,CFE_FUND_SYNTH_000418_001,cashflow,2012-06-02,day,2012-06-02,2012-05-23,2012-06-02,capital_call,-120.05,USD,-120.05,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000120_002,FUND_SYNTH_000120,,,,,CFE_FUND_SYNTH_000120_002,cashflow,2012-06-03,day,2012-06-03,2012-05-24,2012-06-03,capital_call,-52.32,USD,-52.32,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000120_LP_SYNTH_000120_01_002,FUND_SYNTH_000120,LP_SYNTH_000120_01,Synthetic Institutional LP 0120-01,,,CFE_FUND_SYNTH_000120_LP_SYNTH_000120_01_002,cashflow,2012-06-03,day,2012-06-03,2012-05-24,2012-06-03,capital_call,-7.32,USD,-7.32,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000120_LP_SYNTH_000120_02_002,FUND_SYNTH_000120,LP_SYNTH_000120_02,Synthetic Institutional LP 0120-02,,,CFE_FUND_SYNTH_000120_LP_SYNTH_000120_02_002,cashflow,2012-06-03,day,2012-06-03,2012-05-24,2012-06-03,capital_call,-4.71,USD,-4.71,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000177_001,FUND_SYNTH_000177,,,,,CFE_FUND_SYNTH_000177_001,cashflow,2012-06-03,day,2012-06-03,2012-05-24,2012-06-03,capital_call,-63.67,USD,-63.67,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000240_001,FUND_SYNTH_000240,,,,,CFE_FUND_SYNTH_000240_001,cashflow,2012-06-04,day,2012-06-04,2012-05-25,2012-06-04,capital_call,-61.89,USD,-61.89,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000240_LP_SYNTH_000240_01_001,FUND_SYNTH_000240,LP_SYNTH_000240_01,Synthetic Institutional LP 0240-01,,,CFE_FUND_SYNTH_000240_LP_SYNTH_000240_01_001,cashflow,2012-06-04,day,2012-06-04,2012-05-25,2012-06-04,capital_call,-8.66,USD,-8.66,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000240_LP_SYNTH_000240_02_001,FUND_SYNTH_000240,LP_SYNTH_000240_02,Synthetic Institutional LP 0240-02,,,CFE_FUND_SYNTH_000240_LP_SYNTH_000240_02_001,cashflow,2012-06-04,day,2012-06-04,2012-05-25,2012-06-04,capital_call,-5.57,USD,-5.57,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000555_002,FUND_SYNTH_000555,,,,,CFE_FUND_SYNTH_000555_002,cashflow,2012-06-04,day,2012-06-04,2012-05-25,2012-06-04,capital_call,-72.78,EUR,-72.78,EUR,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000120_003,FUND_SYNTH_000120,,,,,CFE_FUND_SYNTH_000120_003,cashflow,2012-07-17,day,2012-07-17,2012-07-07,2012-07-17,capital_call,-20.82,USD,-20.82,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000120_LP_SYNTH_000120_01_003,FUND_SYNTH_000120,LP_SYNTH_000120_01,Synthetic Institutional LP 0120-01,,,CFE_FUND_SYNTH_000120_LP_SYNTH_000120_01_003,cashflow,2012-07-17,day,2012-07-17,2012-07-07,2012-07-17,capital_call,-2.91,USD,-2.91,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000120_LP_SYNTH_000120_02_003,FUND_SYNTH_000120,LP_SYNTH_000120_02,Synthetic Institutional LP 0120-02,,,CFE_FUND_SYNTH_000120_LP_SYNTH_000120_02_003,cashflow,2012-07-17,day,2012-07-17,2012-07-07,2012-07-17,capital_call,-1.87,USD,-1.87,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000295_002,FUND_SYNTH_000295,,,,,CFE_FUND_SYNTH_000295_002,cashflow,2012-07-19,day,2012-07-19,2012-07-09,2012-07-19,capital_call,-46.15,USD,-46.15,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000240_002,FUND_SYNTH_000240,,,,,CFE_FUND_SYNTH_000240_002,cashflow,2012-07-21,day,2012-07-21,2012-07-11,2012-07-21,capital_call,-88.93,USD,-88.93,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000240_LP_SYNTH_000240_01_002,FUND_SYNTH_000240,LP_SYNTH_000240_01,Synthetic Institutional LP 0240-01,,,CFE_FUND_SYNTH_000240_LP_SYNTH_000240_01_002,cashflow,2012-07-21,day,2012-07-21,2012-07-11,2012-07-21,capital_call,-12.45,USD,-12.45,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000240_LP_SYNTH_000240_02_002,FUND_SYNTH_000240,LP_SYNTH_000240_02,Synthetic Institutional LP 0240-02,,,CFE_FUND_SYNTH_000240_LP_SYNTH_000240_02_002,cashflow,2012-07-21,day,2012-07-21,2012-07-11,2012-07-21,capital_call,-8.00,USD,-8.00,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000409_002,FUND_SYNTH_000409,,,,,CFE_FUND_SYNTH_000409_002,cashflow,2012-07-21,day,2012-07-21,2012-07-11,2012-07-21,capital_call,-42.83,USD,-42.83,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000734_002,FUND_SYNTH_000734,,,,,CFE_FUND_SYNTH_000734_002,cashflow,2012-07-21,day,2012-07-21,2012-07-11,2012-07-21,capital_call,-48.52,USD,-48.52,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000441_002,FUND_SYNTH_000441,,,,,CFE_FUND_SYNTH_000441_002,cashflow,2012-07-22,day,2012-07-22,2012-07-12,2012-07-22,capital_call,-73.40,USD,-73.40,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000785_002,FUND_SYNTH_000785,,,,,CFE_FUND_SYNTH_000785_002,cashflow,2012-07-25,day,2012-07-25,2012-07-15,2012-07-25,capital_call,-33.16,USD,-33.16,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000045_003,FUND_SYNTH_000045,,,,,CFE_FUND_SYNTH_000045_003,cashflow,2012-07-28,day,2012-07-28,2012-07-18,2012-07-28,capital_call,-95.22,USD,-95.22,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000497_002,FUND_SYNTH_000497,,,,,CFE_FUND_SYNTH_000497_002,cashflow,2012-08-02,day,2012-08-02,2012-07-23,2012-08-02,capital_call,-18.24,USD,-18.24,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000493_002,FUND_SYNTH_000493,,,,,CFE_FUND_SYNTH_000493_002,cashflow,2012-08-03,day,2012-08-03,2012-07-24,2012-08-03,capital_call,-180.62,USD,-180.62,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
