parameter_id,parameter_set_id,strategy,sub_strategy,parameter_name,value_numeric,value_text,unit,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_record_ids,assumption_basis,adjudication_status,active
PAR_ASSUMED_BUYOUT_HURDLE_RATE,SYNTH_ASSUMED_DEMO_V1,buyout,,hurdle_rate,0.08,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_BUYOUT_MANAGEMENT_FEE_RATE,SYNTH_ASSUMED_DEMO_V1,buyout,,management_fee_rate,0.018,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_BUYOUT_PAID_IN_RATIO,SYNTH_ASSUMED_DEMO_V1,buyout,,paid_in_ratio,0.85,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_BUYOUT_RVPI_MEAN,SYNTH_ASSUMED_DEMO_V1,buyout,,rvpi_mean,0.17,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_BUYOUT_RVPI_SD,SYNTH_ASSUMED_DEMO_V1,buyout,,rvpi_sd,0.11,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_BUYOUT_STRATEGY_WEIGHT,SYNTH_ASSUMED_DEMO_V1,buyout,,strategy_weight,0.22,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_BUYOUT_SUB_STRATEGY,SYNTH_ASSUMED_DEMO_V1,buyout,,sub_strategy,,middle_market,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_BUYOUT_VINTAGE_MAX,SYNTH_ASSUMED_DEMO_V1,buyout,,vintage_max,2025,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_BUYOUT_VINTAGE_MIN,SYNTH_ASSUMED_DEMO_V1,buyout,,vintage_min,2012,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_CARRY_RATE,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,carry_rate,0.2,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_COMMITMENT_RATIO,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,commitment_ratio,1,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_DOMICILE,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,domicile,,"Delaware, US",text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_DPI_MEAN,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,dpi_mean,1.44,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_DPI_SD,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,dpi_sd,0.24,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_EXTENSION_YEARS,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,extension_years,2,,years,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_FUND_SIZE_CV,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,fund_size_cv,0.45,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_FUND_SIZE_MEAN,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,fund_size_mean,700,,USD_millions,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_FUND_TERM_YEARS,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,fund_term_years,10,,years,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_GEOGRAPHY,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,geography,,North America,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_HURDLE_RATE,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,hurdle_rate,0.08,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_MANAGEMENT_FEE_RATE,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,management_fee_rate,0.018,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_PAID_IN_RATIO,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,paid_in_ratio,0.85,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_RVPI_MEAN,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,rvpi_mean,0.16,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_RVPI_SD,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,rvpi_sd,0.08,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_STRATEGY_WEIGHT,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,strategy_weight,0.06,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_SUB_STRATEGY,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,sub_strategy,,diversified,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_VINTAGE_MAX,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,vintage_max,2025,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_FUND_OF_FUNDS_VINTAGE_MIN,SYNTH_ASSUMED_DEMO_V1,fund_of_funds,,vintage_min,2012,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_CARRY_RATE,SYNTH_ASSUMED_DEMO_V1,growth,,carry_rate,0.2,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_COMMITMENT_RATIO,SYNTH_ASSUMED_DEMO_V1,growth,,commitment_ratio,1,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_DOMICILE,SYNTH_ASSUMED_DEMO_V1,growth,,domicile,,"Delaware, US",text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_DPI_MEAN,SYNTH_ASSUMED_DEMO_V1,growth,,dpi_mean,1.68,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_DPI_SD,SYNTH_ASSUMED_DEMO_V1,growth,,dpi_sd,0.46,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_EXTENSION_YEARS,SYNTH_ASSUMED_DEMO_V1,growth,,extension_years,2,,years,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_FUND_SIZE_CV,SYNTH_ASSUMED_DEMO_V1,growth,,fund_size_cv,0.45,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_FUND_SIZE_MEAN,SYNTH_ASSUMED_DEMO_V1,growth,,fund_size_mean,425,,USD_millions,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_FUND_TERM_YEARS,SYNTH_ASSUMED_DEMO_V1,growth,,fund_term_years,10,,years,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_GEOGRAPHY,SYNTH_ASSUMED_DEMO_V1,growth,,geography,,North America,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_HURDLE_RATE,SYNTH_ASSUMED_DEMO_V1,growth,,hurdle_rate,0.08,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_MANAGEMENT_FEE_RATE,SYNTH_ASSUMED_DEMO_V1,growth,,management_fee_rate,0.018,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_PAID_IN_RATIO,SYNTH_ASSUMED_DEMO_V1,growth,,paid_in_ratio,0.85,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_RVPI_MEAN,SYNTH_ASSUMED_DEMO_V1,growth,,rvpi_mean,0.22,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_RVPI_SD,SYNTH_ASSUMED_DEMO_V1,growth,,rvpi_sd,0.14,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_STRATEGY_WEIGHT,SYNTH_ASSUMED_DEMO_V1,growth,,strategy_weight,0.12,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_SUB_STRATEGY,SYNTH_ASSUMED_DEMO_V1,growth,,sub_strategy,,growth_equity,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_VINTAGE_MAX,SYNTH_ASSUMED_DEMO_V1,growth,,vintage_max,2025,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_GROWTH_VINTAGE_MIN,SYNTH_ASSUMED_DEMO_V1,growth,,vintage_min,2012,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_CARRY_RATE,SYNTH_ASSUMED_DEMO_V1,infrastructure,,carry_rate,0.2,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_COMMITMENT_RATIO,SYNTH_ASSUMED_DEMO_V1,infrastructure,,commitment_ratio,1,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_DOMICILE,SYNTH_ASSUMED_DEMO_V1,infrastructure,,domicile,,"Delaware, US",text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_DPI_MEAN,SYNTH_ASSUMED_DEMO_V1,infrastructure,,dpi_mean,1.38,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_DPI_SD,SYNTH_ASSUMED_DEMO_V1,infrastructure,,dpi_sd,0.23,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_EXTENSION_YEARS,SYNTH_ASSUMED_DEMO_V1,infrastructure,,extension_years,2,,years,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_FUND_SIZE_CV,SYNTH_ASSUMED_DEMO_V1,infrastructure,,fund_size_cv,0.45,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_FUND_SIZE_MEAN,SYNTH_ASSUMED_DEMO_V1,infrastructure,,fund_size_mean,900,,USD_millions,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_FUND_TERM_YEARS,SYNTH_ASSUMED_DEMO_V1,infrastructure,,fund_term_years,10,,years,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_GEOGRAPHY,SYNTH_ASSUMED_DEMO_V1,infrastructure,,geography,,North America,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_HURDLE_RATE,SYNTH_ASSUMED_DEMO_V1,infrastructure,,hurdle_rate,0.08,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_MANAGEMENT_FEE_RATE,SYNTH_ASSUMED_DEMO_V1,infrastructure,,management_fee_rate,0.018,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_PAID_IN_RATIO,SYNTH_ASSUMED_DEMO_V1,infrastructure,,paid_in_ratio,0.85,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_RVPI_MEAN,SYNTH_ASSUMED_DEMO_V1,infrastructure,,rvpi_mean,0.17,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_RVPI_SD,SYNTH_ASSUMED_DEMO_V1,infrastructure,,rvpi_sd,0.08,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_STRATEGY_WEIGHT,SYNTH_ASSUMED_DEMO_V1,infrastructure,,strategy_weight,0.1,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_SUB_STRATEGY,SYNTH_ASSUMED_DEMO_V1,infrastructure,,sub_strategy,,core_plus,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_VINTAGE_MAX,SYNTH_ASSUMED_DEMO_V1,infrastructure,,vintage_max,2025,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_INFRASTRUCTURE_VINTAGE_MIN,SYNTH_ASSUMED_DEMO_V1,infrastructure,,vintage_min,2012,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_CARRY_RATE,SYNTH_ASSUMED_DEMO_V1,private_credit,,carry_rate,0.2,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_COMMITMENT_RATIO,SYNTH_ASSUMED_DEMO_V1,private_credit,,commitment_ratio,1,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_DOMICILE,SYNTH_ASSUMED_DEMO_V1,private_credit,,domicile,,"Delaware, US",text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_DPI_MEAN,SYNTH_ASSUMED_DEMO_V1,private_credit,,dpi_mean,1.34,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_DPI_SD,SYNTH_ASSUMED_DEMO_V1,private_credit,,dpi_sd,0.16,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_EXTENSION_YEARS,SYNTH_ASSUMED_DEMO_V1,private_credit,,extension_years,2,,years,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_FUND_SIZE_CV,SYNTH_ASSUMED_DEMO_V1,private_credit,,fund_size_cv,0.45,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_FUND_SIZE_MEAN,SYNTH_ASSUMED_DEMO_V1,private_credit,,fund_size_mean,500,,USD_millions,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_FUND_TERM_YEARS,SYNTH_ASSUMED_DEMO_V1,private_credit,,fund_term_years,10,,years,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_GEOGRAPHY,SYNTH_ASSUMED_DEMO_V1,private_credit,,geography,,North America,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_HURDLE_RATE,SYNTH_ASSUMED_DEMO_V1,private_credit,,hurdle_rate,0.08,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_MANAGEMENT_FEE_RATE,SYNTH_ASSUMED_DEMO_V1,private_credit,,management_fee_rate,0.018,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_PAID_IN_RATIO,SYNTH_ASSUMED_DEMO_V1,private_credit,,paid_in_ratio,0.85,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_RVPI_MEAN,SYNTH_ASSUMED_DEMO_V1,private_credit,,rvpi_mean,0.11,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_RVPI_SD,SYNTH_ASSUMED_DEMO_V1,private_credit,,rvpi_sd,0.05,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_STRATEGY_WEIGHT,SYNTH_ASSUMED_DEMO_V1,private_credit,,strategy_weight,0.16,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_SUB_STRATEGY,SYNTH_ASSUMED_DEMO_V1,private_credit,,sub_strategy,,direct_lending,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_VINTAGE_MAX,SYNTH_ASSUMED_DEMO_V1,private_credit,,vintage_max,2025,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_PRIVATE_CREDIT_VINTAGE_MIN,SYNTH_ASSUMED_DEMO_V1,private_credit,,vintage_min,2012,,year,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_REAL_ESTATE_CARRY_RATE,SYNTH_ASSUMED_DEMO_V1,real_estate,,carry_rate,0.2,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_REAL_ESTATE_COMMITMENT_RATIO,SYNTH_ASSUMED_DEMO_V1,real_estate,,commitment_ratio,1,,decimal,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_REAL_ESTATE_DOMICILE,SYNTH_ASSUMED_DEMO_V1,real_estate,,domicile,,"Delaware, US",text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
PAR_ASSUMED_REAL_ESTATE_DPI_MEAN,SYNTH_ASSUMED_DEMO_V1,real_estate,,dpi_mean,1.44,,text,ASSUMED,,,,,,Demonstration-only private-markets range selected to exercise pipeline identities; replace with adjudicated source calibration.,NOT_APPLICABLE,true
