input_value,output_value,decided_by,evidence,note,context
USO,REAL_ASSET,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
VNQ,REAL_ASSET,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
DIA,US_EQUITY_BROAD,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
IJR,US_EQUITY_BROAD,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
IWM,US_EQUITY_BROAD,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
MDY,US_EQUITY_BROAD,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
QQQ,US_EQUITY_BROAD,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
RSP,US_EQUITY_BROAD,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
SPY,US_EQUITY_BROAD,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
VTI,US_EQUITY_BROAD,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
IBB,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
ITB,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
IYT,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
KRE,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
SMH,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XBI,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLB,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLC,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLE,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLF,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLI,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLK,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLP,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLRE,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLU,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLV,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XLY,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
XRT,US_EQUITY_SECTOR,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:361|src/market_data/curate_public_markets.py:474,,asset_class
EFA,DEVELOPED_EX_US,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EWA,DEVELOPED_EX_US,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EWC,DEVELOPED_EX_US,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EWG,DEVELOPED_EX_US,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EWH,DEVELOPED_EX_US,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EWJ,DEVELOPED_EX_US,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EWU,DEVELOPED_EX_US,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
IEV,DEVELOPED_EX_US,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EEM,EMERGING_MARKETS,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EPI,EMERGING_MARKETS,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EWT,EMERGING_MARKETS,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EWW,EMERGING_MARKETS,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
EWZ,EMERGING_MARKETS,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
FXI,EMERGING_MARKETS,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
INDA,EMERGING_MARKETS,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography
us_equity_prefix,UNITED_STATES,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,A US_EQUITY asset class with no geography row is domestic.,geography_default
*,MULTI_MARKET,"pipeline literal, public-market curation",src/market_data/curate_public_markets.py:375,,geography_default
