"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes","extractor_model"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","12","ELIGIBLE_DATA_EXTRACTED","YES","3. Additional Questions for Purchasers that are not Individuals","subscription_reference","1","1","Counted off page-012.png: question 3.1, 'Type of entity (please select only one)', is answered on the 'Other entity' line as 'state government pension plan', which is one subscriber_entity_type record. The date formed, the count of beneficiaries and the purchaser's own jurisdiction of formation are also completed but fall outside the seven categories, and the 3.2 answers are representations, so none of them produces a record. The completed answers on this form sit in an annotation layer the TXT does not carry, so the page reads as an empty form in text and only the image shows what was filled in. Both lanes worked from the TXT here and reported zero.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","13","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: completed accredited-investor and qualified-purchaser questions. The dollar thresholds printed here belong to the qualification tests themselves, and qualification questionnaires and representations are excluded for this document type; none of the seven subscription_reference categories covers them. Zero records, as both lanes found.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","14","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: completed accredited-investor and qualified-purchaser questions. The dollar thresholds printed here belong to the qualification tests themselves, and qualification questionnaires and representations are excluded for this document type; none of the seven subscription_reference categories covers them. Zero records, as both lanes found.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","15","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: completed accredited-investor and qualified-purchaser questions. The dollar thresholds printed here belong to the qualification tests themselves, and qualification questionnaires and representations are excluded for this document type; none of the seven subscription_reference categories covers them. Zero records, as both lanes found.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","16","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: completed accredited-investor and qualified-purchaser questions. The dollar thresholds printed here belong to the qualification tests themselves, and qualification questionnaires and representations are excluded for this document type; none of the seven subscription_reference categories covers them. Zero records, as both lanes found.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","17","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: completed accredited-investor and qualified-purchaser questions. The dollar thresholds printed here belong to the qualification tests themselves, and qualification questionnaires and representations are excluded for this document type; none of the seven subscription_reference categories covers them. Zero records, as both lanes found.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","18","REFERENCE_ONLY","YES","","","0","0","Section 4, the definitions of 'Investments' and related terms used by the qualified-purchaser questions. Definitions. Both lanes labelled every zero-count page NO_ELIGIBLE_DATA. The zeros are right on the pages that carry none of this document type's categories, but the label is not: a page of instructions, definitions, a divider, a contact or wire directory, or an inapplicable unfilled annex is REFERENCE_ONLY, and NO_ELIGIBLE_DATA is kept for pages that print substantive completed content falling outside the allowed categories.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","19","REFERENCE_ONLY","YES","","","0","0","Continuation of the Section 4 definitions, including the valuation rule and its dollar thresholds. Definitions, and the amounts printed are part of the definition rather than facts about this subscription. Both lanes labelled every zero-count page NO_ELIGIBLE_DATA. The zeros are right on the pages that carry none of this document type's categories, but the label is not: a page of instructions, definitions, a divider, a contact or wire directory, or an inapplicable unfilled annex is REFERENCE_ONLY, and NO_ELIGIBLE_DATA is kept for pages that print substantive completed content falling outside the allowed categories.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","20","REFERENCE_ONLY","YES","","","0","0","The Schedule K-1 electronic delivery consent and its disclosure list. The consent line is unsigned and unmarked, and the disclosures are boilerplate. Both lanes labelled every zero-count page NO_ELIGIBLE_DATA. The zeros are right on the pages that carry none of this document type's categories, but the label is not: a page of instructions, definitions, a divider, a contact or wire directory, or an inapplicable unfilled annex is REFERENCE_ONLY, and NO_ELIGIBLE_DATA is kept for pages that print substantive completed content falling outside the allowed categories.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","21","ELIGIBLE_DATA_EXTRACTED","YES","IN WITNESS WHEREOF","subscription_reference","1","1","Counted off page-021.png: the questionnaire is executed here and dated 6/25/14 on the Date rule, which is one execution_date record. The purchaser's name above it has no whitelisted category, and the bank and wire lines below it are unfilled and excluded in any case. Both lanes reported zero; the TXT for this scanned page OCRs the date as '125l1y', which is why.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","22","REFERENCE_ONLY","YES","","","0","0","Cover and instructions for Annex A-1, which applies only to a purchaser that selected question 3.3(k). This purchaser selected 3.3(h) and (i), so the annex does not apply and is unfilled. Both lanes labelled every zero-count page NO_ELIGIBLE_DATA. The zeros are right on the pages that carry none of this document type's categories, but the label is not: a page of instructions, definitions, a divider, a contact or wire directory, or an inapplicable unfilled annex is REFERENCE_ONLY, and NO_ELIGIBLE_DATA is kept for pages that print substantive completed content falling outside the allowed categories.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","23","REFERENCE_ONLY","YES","","","0","0","Annex A-1 equity-owner questions, unfilled because the annex does not apply to this purchaser, and asking for personal identifiers that are excluded in any case. Both lanes labelled every zero-count page NO_ELIGIBLE_DATA. The zeros are right on the pages that carry none of this document type's categories, but the label is not: a page of instructions, definitions, a divider, a contact or wire directory, or an inapplicable unfilled annex is REFERENCE_ONLY, and NO_ELIGIBLE_DATA is kept for pages that print substantive completed content falling outside the allowed categories.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC607","89188919c2905e70708febd40bfdf0e406a89a69abccd46310a15a437ac6ec7a","Subscription","05-fund-legal-docs","SECONDARY","ADJUDICATED","24","REFERENCE_ONLY","YES","","","0","0","Continuation of the unfilled Annex A-1 equity-owner questions. Both lanes labelled every zero-count page NO_ELIGIBLE_DATA. The zeros are right on the pages that carry none of this document type's categories, but the label is not: a page of instructions, definitions, a divider, a contact or wire directory, or an inapplicable unfilled annex is REFERENCE_ONLY, and NO_ELIGIBLE_DATA is kept for pages that print substantive completed content falling outside the allowed categories.","claude-sonnet-5+gpt-5+claude-opus-5"
