"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes","extractor_model"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","7","ELIGIBLE_DATA_EXTRACTED","YES","Asset Class by Exposed Market Value | Geography by Exposed Market Value | Risk Category by Total Exposure | US v Non-US by Exposed Market Value | Vintage Year by Commitment Amount","allocation_observation","36","36","Counted from page-007.png: the five Real Estate Diversification pie charts print 11, 7, 3, 2 and 13 slices. Both lanes reached 36.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","8","ELIGIBLE_DATA_EXTRACTED","YES","Asset Class by Exposed Market Value | Geography by Exposed Market Value | US v Non-US by Exposed Market Value | Vintage Year by Commitment Amount","allocation_observation","30","30","Counted from page-008.png: the four Natural Resources Diversification pie charts print 9, 9, 2 and 10 slices. Both lanes reached 30.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","9","ELIGIBLE_DATA_EXTRACTED","YES","Investment Detail","fund_economics_observation","558","558","Counted from page-009.png by column: Commitment 43, Unfunded 40, Market Value 42, Qtr 49, 1 Year 46, 3 Year 39, 5 Year 30, 7 Year 22, Since Inception 45, SI IRR 39, TVPI 40, RVPI 40, DPI 40, PIC 43. Dashes and N/A produce nothing, and the Initial CF Date column maps to no category this family allows. A's 432 is the same page with Commitment, Unfunded and PIC left unread, which is the 126-cell gap that follows from typing the table performance_observation.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","10","ELIGIBLE_DATA_EXTRACTED","YES","Investment Detail","fund_economics_observation","412","412","Counted from page-010.png the same way: the Natural Resources half of the Investment Detail schedule, with the same fourteen eligible columns and the same treatment of dashes, N/A and the Initial CF Date column. A's 327 again omits Commitment, Unfunded and PIC.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","11","ELIGIBLE_DATA_EXTRACTED","YES","Management Fees","fund_economics_observation","194","194","Counted from page-011.png: 24 Natural Resources funds and their total, then 44 Real Estate funds and the Active, Realized and Total subtotals, then the Portfolio Total, across three columns, less the dash and N/A cells. That is A's 194 exactly. B's 191 is the same page with the Edgewood Partners, L.P. row unread, and that row is printed with all three of its values.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","12","ELIGIBLE_DATA_EXTRACTED","YES","Summary of Portfolio Cash Flows – Private Investments","fund_economics_observation","365","365","Counted from page-012.png: 52 quarters against eight printed value columns, plus a Total row carrying three. The table is fund_economics_observation because it prints contributed, distributed and remaining value with the multiples and IRR beside them, so Contributions 53, Distributions 52, Reported Market Value 52, TVPI 52, IRR 52, DPI 52 and RVPI 52 are all eligible. Both lanes took only the three cash-flow columns and left 260 printed cells unread; those are recovered here, checked against the printed arithmetic that DPI plus RVPI equals TVPI on every row. Net Cash Flows has no category in this family and a category is never forced onto the wrong family, so its 53 cells produce no rows.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","13","REFERENCE_ONLY","YES","","","0","0","Glossary of Terms: definitions of Capital Committed, Capital Contributed, Capital Distributed, Cost Basis and the rest. Reference content, so the zero count both lanes reached is right and A's NO_ELIGIBLE_DATA label is not.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","14","REFERENCE_ONLY","YES","","","0","0","Important Disclosures: confidentiality, forward-looking-statement and performance-methodology boilerplate. Reference content, zero rows.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","15","REFERENCE_ONLY","YES","","","0","0","Disclosures Continued: the consent language between the general partner of Conservation Forestry Fund IV and NMERB. Reference content, zero rows.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","16","REFERENCE_ONLY","YES","","","0","0","Hamilton Lane Global Offices: an office and contact directory. Reference content, zero rows.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","1","ELIGIBLE_DATA_EXTRACTED","YES","DOCUMENT | HIGHLIGHTS","allocation_observation | document_context | performance_observation","5","5","Counted from page-001.png: the HIGHLIGHTS sidebar prints nine figures, of which four are eligible (ITD Annualized Total Net Return ~9.43%, Annualized Distribution Rate ~9.00%, Investments ~$2,057.7M, Senior Secured ~97.8%), plus the single document_context row. Inception Date is a date with no metric category; Portfolio Companies 420+ is a count with no allowed category; Fund Net Leverage 1.12x, Weighted Average LTV ~36.0% and Median LTM EBITDA $89.7M have no allowed category. The body prose restates the sidebar figures and is the same observation, not extra rows. Neither lane's count is right: A undercounted at 3, B overcounted at 6.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","2","ELIGIBLE_DATA_EXTRACTED","YES","Distribution Summary | Total Net Return Summary","fund_economics_observation | performance_observation","28","28","Counted from page-002.png: Total Net Return Summary is 4 rows by 4 period columns = 16 cells, and Distribution Summary is 4 rows by 3 columns = 12 cells. The NAV Per Share and Distribution Rate chart prints no data labels, only axis ticks, so it yields nothing. The four narrative figures B extracted restate table cells already counted here. A undercounted at 24 by skipping the Total Distribution Per Share column; B overcounted at 32 by double-counting the prose.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","3","ELIGIBLE_DATA_EXTRACTED","YES","ABDC Private Credit Portfolio Borrower Statistics | ABDC Summary Statistics | Borrower diversification | Industry Diversification | Risk Rating Distribution","allocation_observation | performance_observation","29","29","Counted from page-003.png: ABDC Summary Statistics yields 7 (Total investments plus six composition percentages; net leverage 1.12x and fund liquidity $1.6B have no allowed category); ABDC Private Credit Portfolio Borrower Statistics yields 1 (weighted average investment yield; EBITDA, cash spread, sr. net leverage and loan-to-value have no allowed category); Borrower diversification yields 5; Industry Diversification yields 11 legend buckets; Risk Rating Distribution yields 5 for the % Commits column, while the # Borrowers column is a count with no allowed category. The donut centre 40 Industries is a count with no allowed category, and the narrative restates figures already counted. A undercounted at 28, B overcounted at 40.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","4","ELIGIBLE_DATA_EXTRACTED","YES","Case Study: Software Borrower Example","fund_economics_observation","2","2","A declared the page NO_ELIGIBLE_DATA; that is wrong, because the case study prints Fund Commitment: $25.7M (1.4% of total) as a fact about the fund, which is two populated values. B overcounted at 7 by taking the ANTARES ADVANTAGE panel: originations volume, deals as lead lender, deals with existing borrowers, average selection rate and loss rate all measure the Antares platform rather than ABDC, and none maps to an allowed category. Initial Transaction Date, Latest Transaction and Antares Role print no value in an allowed category.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","5","ELIGIBLE_DATA_EXTRACTED","YES","Antares Private Credit Fund Fees and Expenses","fund_economics_observation","8","8","Counted from page-005.png: Antares Private Credit Fund Fees and Expenses is 3 rows by 3 share-class columns, with Class I N/A on the servicing row producing nothing, so 8 populated cells. Both lanes counted 8. The rest of the page is disclosure prose with no figures in an allowed category.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","6","REFERENCE_ONLY","YES","","","0","0","Both lanes agree the page yields nothing and both label it REFERENCE_ONLY. page-006.png is a RISK FACTORS bullet list and footnotes 1-16, all qualitative and definitional. The grid's 19 aligned cells on this page are the parenthetical numbers of footnote 10's industry enumeration bleeding across the two-column layout, not financial values.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","7","REFERENCE_ONLY","YES","","","0","0","Both lanes counted zero and the label is REFERENCE_ONLY, not NO_ELIGIBLE_DATA: page-007.png is the continuation of footnote 17, an award and ranking methodology note. Footnote and disclosure text is reference content by rule, so A's NO_ELIGIBLE_DATA label was wrong even though its zero count was right.","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","8","REFERENCE_ONLY","YES","","","0","0","Both lanes counted zero and the label is REFERENCE_ONLY, not NO_ELIGIBLE_DATA: page-008.png is the Antares Historical Default Rate and Loss Performance Disclosures plus a Defined Terms glossary. The $13.1B figure it prints is a definitional input inside the Invested Capital definition, not an ABDC observation. A's NO_ELIGIBLE_DATA label was wrong even though its zero count was right.","claude-sonnet-5+gpt-5+claude-opus-5"
