"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes","extractor_model"
"2026-09-01.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","3","ELIGIBLE_DATA_EXTRACTED","YES","Investment Performance of the Ten Largest Stock Holdings | Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","definition_context | performance_observation","21","21","NO_ELIGIBLE_REASON: counted from page-003.png, ten named holdings across three printed value columns is thirty printed cells, of which twenty are extracted. The Percentage of Fund June 30, 2025 column is excluded: the table is typed performance_observation, that family has no category for a percent-of-fund weight, and B filing it as aum would record a weight as assets under management. A extracted 20, B extracted 30; the difference is that one column, not a missed reading. Backfill 2026-09-01: expected count set to the 21 rows the final holds.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","4","ELIGIBLE_DATA_EXTRACTED","YES","Asset Allocation","allocation_observation","21","21","Counted from page-004.png: the Asset Class column prints 21 rows carrying a percentage under the 06/30/2025 column, being 6 under Global Equity, 7 under Stable Value, 5 under Real Return, plus Strategic Partnerships, Innovation & Disruption and Total All Asset Classes. The three group headings themselves print no value and produce no row. Both lanes reached 21.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","5","ELIGIBLE_DATA_EXTRACTED","YES","Economically Targeted Investments","definition_context | position_observation","27","27","Counted from page-005.png: 24 named investments each with one Market Value figure, plus the closing total, is 25. Both lanes reached 25. Backfill 2026-09-01: expected count set to the 27 rows the final holds.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","1","ELIGIBLE_DATA_EXTRACTED","YES","Annual Report 2025 Highlights | GRAPH 1 Investor Composition | Investor Composition | Long Term Pool Market Value | Serving the University","allocation_observation | definition_context | document_context | performance_observation","21","21","counted from PNG page-001. Graph 1 prints four donut slices, a 100% Short Term Pool slice and two donut-centre totals (7); Graph 2 prints four bars (4); the Serving the University narrative states two pool totals, four investor component amounts and the two endpoints of the AUM growth sentence (8); plus one document_context row. A counted 16 having skipped the narrative block; B counted 20 but its four component amounts duplicate A's rows for the same printed cells, which resolve to one row each. Backfill 2026-09-01: expected count set to the 21 rows the final holds.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","2","ELIGIBLE_DATA_EXTRACTED","YES","Long Term Pool Historical Asset Allocation | Long Term Pool Performance | Long Term Pool Relative Performance | Long Term Pool Strategy Allocation and Investment Returns | TABLE 1 Long Term Pool Strategy Allocation and Investment Returns","allocation_observation | definition_context | performance_observation","89","89","counted from PNG page-002. Table 1 prints 58 populated value cells: eight body rows of six, the Cash row of five (its 20YR cell prints a dash), and the Policy Benchmark row of five (no allocation printed). Graph 3 prints nine bar labels, three series across three period groups. Graph 4 prints seven 2025 stack labels plus two Policy Portfolio labels (9). The narrative states six eligible figures; a seventh, a dollar amount of value contributed over the year, has no allowed category and is excluded. Footnote (3) prints the Policy Benchmark as two weighted constituents, which both lanes missed (2); its prior-period policy portfolio weights are printed only as the compound tokens 65/10/25 and 60/10/30 and yield no per-bucket cell. Both lanes undercounted: A at 60 missed the Allocation column, two of Graph 3's three series and Fixed Income & Cash; B at 74 missed the Allocation column. Backfill 2026-09-01: expected count set to the 89 rows the final holds.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","1","REFERENCE_ONLY","YES","","","0","0","counted from PNG page-001. The page is the report cover: it prints the title USC Foundations Annual Endowment Report and the line FOR THE YEAR ENDING JUNE 30, 2025, and nothing else. Both lanes wrote zero, which is right, but labelled it NO_ELIGIBLE_DATA; a cover is reference content, so the status is REFERENCE_ONLY.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","2","ELIGIBLE_DATA_EXTRACTED","YES","Letter from the President & CEO | USC Foundations Annual Endowment Report","allocation_observation | definition_context | document_context | performance_observation","9","9","counted from PNG page-002. The letter states eight eligible figures: the consolidated portfolio total of $912 million, the Educational Foundation share of approximately 79%, the endowment at both June 30, 2024 and June 30, 2025, and the one, five and ten year rates of return, plus one document_context row. A counted 5, missing the three returns; B counted 7, missing the 79% share. The statement that the endowment exceeded $1 billion for two consecutive years is a rounded restatement of the $1.145 billion already recorded and is not a separate cell. Backfill 2026-09-01: expected count set to the 9 rows the final holds.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","3","ELIGIBLE_DATA_EXTRACTED","YES","Allocation Summary | Investment Summary","allocation_observation | performance_observation","11","11","counted from PNG page-003. The Investment Summary pie prints four slice labels plus the Total Investments line (5) and the Allocation Summary pie prints six slice labels (6). Both lanes counted 11; the resolution corrects which label belongs to which slice.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","4","ELIGIBLE_DATA_EXTRACTED","YES","Benchmark: Target Weighted Index is currently comprised of: | Investment Returns | INVESTMENT STRATEGY","allocation_observation | definition_context | performance_observation","15","15","counted from PNG page-004. The Investment Returns chart prints eight bar labels, two series across four period groups (8), and the benchmark note prints the four weighted constituents of the Target Weighted Index (4), which A skipped. The INVESTMENT STRATEGY prose below carries no figures. Backfill 2026-09-01: expected count set to the 15 rows the final holds.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","5","ELIGIBLE_DATA_EXTRACTED","YES","Endowment Composition | Historical Endowment Data","allocation_observation | performance_observation","16","16","counted from PNG page-005. The Endowment Composition pie prints four slice labels plus the Total Endowment line (5) and the historical bar chart prints eleven fiscal-year labels, 2015 through 2025 (11). The TXT reverses the rotated bar labels, so both lanes read them off the image and carry the IMAGE_ONLY note.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","6","ELIGIBLE_DATA_EXTRACTED","YES","Educational Foundation Endowment Payout | Educational Foundation Unrestricted Payout","fund_economics_observation","12","12","counted from PNG page-006. Two bar charts, each printing six fiscal-year labels FY20 through FY25 (12). The TXT lists both label sets in descending value order rather than fiscal-year order, and both lanes still assigned them correctly against the printed bar heights: the Endowment Payout peaks at FY23 with $18.4 million and falls to $17.4 million in FY24.","claude-fable-5-1+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","1","REFERENCE_ONLY","YES","Semi-Annual Private Equity Executive Summary (Open Session)","document_context","1","1","Cover slide: title block, presenter logo and date only. The document_context row is bookkeeping and does not make the page eligible. Both lanes agreed on the status and the count; only the structure name differed, and the page's own title block is 'Semi-Annual Private Equity Executive Summary (Open Session)'.","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","2","ELIGIBLE_DATA_EXTRACTED","YES","Why Invest in Private Equity?","definition_context | performance_observation","3","3","Meketa capital-markets return assumptions and the LP-survey allocation statistic are the asset manager's/peer-survey own figures, not a CalSTRS entity measure, so only the CalSTRS since-inception return figure and the two footnotes were taken.","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","3","ELIGIBLE_DATA_EXTRACTED","YES","Industry Trends","definition_context","2","2","Two printed footnotes, 'S&P Global Market Intelligence.' and 'State Street Private Equity Index.' The narrative figures on the page ($425 billion of industry fundraising, nearly $3 trillion raised 2019-2021, $565 million net cash flow, 7.6% and 8.7% trailing US PE returns) name industry aggregates or a net cash flow, none of which has an allowed category for this document type; both lanes excluded them. Only the structure name differed and the printed heading is 'Industry Trends', the superscript being a footnote marker.","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","4","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: narrative commentary contains no populated values in an allowed category | NO_ELIGIBLE_REASON: qualitative outlook commentary only, no printed figures, dates, or footnotes of any kind on this page.","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","5","ELIGIBLE_DATA_EXTRACTED","YES","Performance (as of March 31, 2025)","definition_context | performance_observation","26","26","","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","6","ELIGIBLE_DATA_EXTRACTED","YES","Performance by Strategy","allocation_observation | definition_context | performance_observation","52","52","Nine printed rows by five printed period columns is 45 value cells, plus four printed footnotes, plus three shares of NAV printed in the page's own narrative that neither lane extracted: 'Buyouts (77% of program NAV)' and 'Venture (8% of NAV) and Special Mandates (4% of NAV)'. Those three are stated as fact and the same shares are tabulated on page 10, so they are added.","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","7","ELIGIBLE_DATA_EXTRACTED","YES","Investment Structure (Fund / Co-Investment)","allocation_observation | performance_observation","17","17","Three printed rows by five printed period columns is 15 value cells, plus the two shares printed in 'Co-Investment exposure grew from 22% one year ago to 24% currently.' The '$1 billion of leverage' and 'approximately $480 million had been drawn on a credit facility' sentences have no allowed category and both lanes excluded them.","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","8","ELIGIBLE_DATA_EXTRACTED","YES","Geographic Exposures","definition_context | performance_observation","26","26","","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","9","ELIGIBLE_DATA_EXTRACTED","YES","Implementation","definition_context | fund_economics_observation","21","21","The chart prints twenty data labels, $6.9 through $5.3, over vintage years 2006 to 2025 under a printed axis reading 'Commitments ($B)', plus the printed bullet 'The Private Equity Team aims for one-fourth of 2025 deployment to be in co-investments.' B declared the page NO_ELIGIBLE_DATA; the printed labels are stated commitment amounts, so that zero is wrong and A's twenty rows stand.","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","10","ELIGIBLE_DATA_EXTRACTED","YES","Key Policy Parameters","allocation_observation | definition_context | fund_economics_observation","31","31","Seven printed rows by four printed value columns is 28 cells, less the 'NA' in Total Program / Target Range, is 27 value cells, plus four printed footnotes. A skipped the whole printed 'NAV ($M)' column and so counted 24; B's 31 matches the page.","gpt-5.5+claude-sonnet-5+claude-opus-5"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","11","ELIGIBLE_DATA_EXTRACTED","YES","Summary","allocation_observation | fund_economics_observation","3","3","One printed sentence carries three values: 'Current NAV ($56.2 billion) is 16.1% of the Total Fund, versus the long-term target of 14%.' Both lanes wrote three rows for it under different labels, so three rows publish, not six.","gpt-5.5+claude-sonnet-5+claude-opus-5"
