observation_id,document_id,route,canonical_doc_type,product_tier,page_id,source_page,source_structure_type,source_section,source_table,source_row_label,source_column_label,source_occurrence,record_family,metric_id,metric_category,metric_name,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,manager_alias_id,manager_entity_id,investor_alias_id,investor_entity_id,portfolio_name,asset_class,strategy,geography,vintage_year,horizon,date_precision,as_of_date_raw,as_of_date,period_start_raw,period_start,period_end_raw,period_end,value_kind,value_raw,value_numeric,value_text,value_sign,currency,unit,unit_scale,unit_scale_multiplier,currency_scale_raw,term_category,basis_raw,condition_raw,evidence_quote,evidence_class,adjudication_status,source_agents,extractor_model,contract_version,notes,definition_keys,method,fee_basis,value_scope,canonical_measure_id,mapping_rule_id,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector,is_monetary,lineage_pair_id,lineage_pair_status,lineage_a_row_number,lineage_b_row_number,lineage_difference_fields,lineage_resolution_decision,lineage_resolution_reason,lineage_source_sha256,effective_vintage_year,vintage_year_origin,vintage_year_source_observation_id,vintage_year_source_document_id,vintage_year_source_page,vintage_year_source_quote,effective_strategy,strategy_origin,strategy_source_observation_id,strategy_source_document_id,strategy_source_page,strategy_source_quote,effective_asset_class,asset_class_origin,asset_class_source_observation_id,asset_class_source_document_id,asset_class_source_page,asset_class_source_quote,effective_geography,geography_origin,geography_source_observation_id,geography_source_document_id,geography_source_page,geography_source_quote,promotion_status,fund_period_ids,quality_status,failed_quality_rules,analysis_result_ids
22bfe7004ddc0e2db5c1,SRC376,01-financials,Financials,CORE,35251395dbe47389f238,5,TABLE,Consolidated Statements of Activities,Consolidated Statements of Activities,Total impact of beneficial interest,2024,1,financial_statement_observation,financial_statement_observation.unrealized_gain_loss,unrealized_gain_loss,Total impact of beneficial interest,reporting_entity,ce6cc10ae9b137a90dc0,PLAN_0060,Gates Foundation,Gates Foundation,,,,,,,,,,,,day,"December 31, 2024",2024-12-31,,,,,number,"10,107,874",10107874,,positive,,,thousands,1000,(In thousands),,,,"Total impact of beneficial interest 10,107,874 15,645,836",actual,VERIFIED_ONE_SIDED,B,claude-sonnet-5,2026-09-01.2,Same fact as the Note 4 rollforward's Change in the net assets of the Trust before contributions to the Foundation (page 12).,,,,,,,,,,,,false,PAIR_D00E18B66D7FC285A9E33A86,B_ONLY,,33,,ACCEPT_B,"Same printed row in the 2024 column, 10,107,874; printed and allowed, and lane A missed it.",0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
ffdbbb2a4e10e52edf2d,SRC376,01-financials,Financials,CORE,37b60670444886a07a7a,6,TABLE,Consolidated Statements of Cash Flows,Consolidated Statements of Cash Flows,"Cash, beginning of year",2023,1,financial_statement_observation,financial_statement_observation.cash,cash,"Cash, beginning of year",reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,day,"December 31, 2023",2023-12-31,,,,,number,"173,396",173396,,positive,,,thousands,1000,(In thousands),,,,"Cash, beginning of year 194,354 173,396",actual,AGREED,A+B,gpt-5 (model identifier not exposed)+claude-sonnet-5,2026-09-01.2,,,,,,,,,,,,,false,PAIR_0B949D838F7BC98CF338C447,EXACT,34,34,,CONFIRM,"Page 6 prints Cash, beginning of year 194,354 173,396; the 2023 cell reads 173,396 and the sampled pair is source-correct.",0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
04f2a74bc87b05fdc305,SRC376,01-financials,Financials,CORE,37b60670444886a07a7a,6,TABLE,Consolidated Statements of Cash Flows,Consolidated Statements of Cash Flows,"Cash, beginning of year",2024,1,financial_statement_observation,financial_statement_observation.cash,cash,"Cash, beginning of year",reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,day,"December 31, 2024",2024-12-31,,,,,number,"194,354",194354,,positive,,,thousands,1000,(In thousands),,,,"Cash, beginning of year 194,354 173,396",actual,AGREED,A+B,gpt-5 (model identifier not exposed)+claude-sonnet-5,2026-09-01.2,,,,,,,,,,,,,false,PAIR_C3714FAB3F4A419655CF551A,EXACT,35,35,,CONFIRM,Automatic exact pair,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
077e9b813cc2192d876e,SRC376,01-financials,Financials,CORE,37b60670444886a07a7a,6,TABLE,Consolidated Statements of Cash Flows,Consolidated Statements of Cash Flows,"Cash, end of year",2023,1,financial_statement_observation,financial_statement_observation.cash,cash,"Cash, end of year",reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,day,"December 31, 2023",2023-12-31,,,,,number,"194,354",194354,,positive,,,thousands,1000,(In thousands),,,,"Cash, end of year $ 206,159 194,354",actual,AGREED,A+B,gpt-5 (model identifier not exposed)+claude-sonnet-5,2026-09-01.2,,,,,,,,,,,,,false,PAIR_537CBC0C5E1A956BB0B77037,EXACT,36,36,,CONFIRM,Automatic exact pair,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
aa48d91b33b079401d12,SRC376,01-financials,Financials,CORE,37b60670444886a07a7a,6,TABLE,Consolidated Statements of Cash Flows,Consolidated Statements of Cash Flows,"Cash, end of year",2024,1,financial_statement_observation,financial_statement_observation.cash,cash,"Cash, end of year",reporting_entity,ce6cc10ae9b137a90dc0,PLAN_0060,Gates Foundation,Gates Foundation,,,,,,,,,,,,day,"December 31, 2024",2024-12-31,,,,,currency,"$206,159",206159,,positive,USD,,thousands,1000,(In thousands),,,,"Cash, end of year $ 206,159 194,354",actual,RESOLVED,B,claude-sonnet-5,2026-09-01.2,,,,,,,,,,,,,true,PAIR_BE96F61119003151FF3752B7,VALUE_CONFLICT,37,37,metric_value_raw,ACCEPT_B,"Page 6 prints Cash, end of year $ 206,159 194,354; the printed form keeps the currency symbol on the 2024 cell.",0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
3ae0bde2aeaaa2707d1a,SRC376,01-financials,Financials,CORE,83d7df2ab0f882e99722,8,NARRATIVE,Notes to Consolidated Financial Statements,(a) Basis of Financial Presentation,Basis of Financial Presentation,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"The accompanying consolidated financial statements have been prepared on the accrual basis of accounting and include the accounts of its wholly owned subsidiaries GPP, Gates MRI, and Gates Ag One. All significant intercompany transactions and balances have been eliminated in consolidation. The Foundation recognizes unconditional promises to give as revenue in the period received. Contributions with associated conditions are recorded as revenue when the conditions are met. Contributions, net assets, and changes therein are classified and reported based on the existence or absence of donor-imposed restrictions. As of December 31, 2024 and 2023, certain of the Foundation’s net assets are classified as with donor-imposed restrictions. These amounts represent contributions that are limited in use in accordance with donor purpose restrictions.",,,,absolute,1,,,,,"The accompanying consolidated financial statements have been prepared on the accrual basis of accounting and include the accounts of its wholly owned subsidiaries GPP, Gates MRI, and Gates Ag One.",actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,BASIS_OF_FINANCIAL_PRESENTATION,,,,,,,,,,,false,PAIR_003B0F64F2B3F570D2137377,A_ONLY,38,,,ACCEPT_A,Page 8 prints (a) Basis of Financial Presentation as a lettered accounting-policy note under (2) Summary of Significant Accounting Policies. A printed policy note is a definition_context row; lane B declared the whole page reference-only.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
de0c4eaeeb95bf229b76,SRC376,01-financials,Financials,CORE,83d7df2ab0f882e99722,8,NARRATIVE,Notes to Consolidated Financial Statements,(b) Cash,Cash,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,Cash consists of U.S. and foreign currencies.,,,,absolute,1,,,,,Cash consists of U.S. and foreign currencies.,actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,CASH,,,,,,,,,,,false,PAIR_F22442B12C91CC8661378983,A_ONLY,39,,,ACCEPT_A,Page 8 prints (b) Cash: Cash consists of U.S. and foreign currencies.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
6543c923d6215959a664,SRC376,01-financials,Financials,CORE,83d7df2ab0f882e99722,8,NARRATIVE,Notes to Consolidated Financial Statements,(c) Program-Related Investments (PRIs),Program-Related Investments (PRIs),,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"The Foundation makes PRIs in other organizations to achieve charitable purposes in alignment with the Foundation’s strategies. These investments are primarily comprised of loans, equity investments and guarantees. Loan PRIs consist of loans outstanding bearing a below-market interest rate in either a senior or subordinated position. Loans are measured at fair value at inception to determine if a contribution element exists. Loans are recorded on a net basis to reflect a discount on loan receivable (if a contribution element exists) and a reasonable loss reserve. The loss reserve estimate is reviewed on an annual basis and adjusted if collectability risk has significantly changed based on the Foundation’s understanding of the borrower’s financial health, current market conditions, and payment history. Equity PRIs include both direct investments and investments in equity funds. Equity investments are recorded using one of the following methods of accounting: fair value, equity, or the measurement alternative, depending on the facts and circumstances of the agreement. To arrive at the recorded values under the fair value method, the Foundation utilizes readily determinable fair values, practical expedients, or industry benchmarks to estimate fair value.",,,,absolute,1,,,,,The Foundation makes PRIs in other organizations to achieve charitable purposes in alignment with the Foundation’s strategies.,actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,PROGRAM_RELATED_INVESTMENTS,,,,,,,,,,,false,PAIR_4B30181F7C4C475D0C30224F,A_ONLY,40,,,ACCEPT_A,Page 8 prints (c) Program-Related Investments (PRIs) as a lettered policy note.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
1fbaecea000ffb7d97ae,SRC376,01-financials,Financials,CORE,e8fdcba3822a4f4838de,9,NARRATIVE,Notes to Consolidated Financial Statements,(d) Fair Value,Fair Value,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"The Foundation applies fair value accounting for all financial assets and liabilities that are recognized at fair value in the consolidated financial statements. In determining the fair value of PRIs, the Foundation utilizes valuation techniques that maximize the use of observable inputs and minimize the use of unobservable inputs to the extent possible. The Foundation determines fair value based on assumptions that market participants would use in pricing an asset or a liability in the principal or most advantageous market. When considering market participant assumptions in fair value measurements, the following fair value hierarchy distinguishes between observable and unobservable inputs, which are characterized in one of the following levels:",,,,absolute,1,,,,,The Foundation applies fair value accounting for all financial assets and liabilities that are recognized at fair value in the consolidated financial statements.,actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,FAIR_VALUE,,,,,,,,,,,false,PAIR_DF57671BD5866D54102EDA76,A_ONLY,41,,,ACCEPT_A,Page 9 prints (d) Fair Value as its own policy note above the hierarchy levels; lane B took only the three levels.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
929b0db4bcdbd3d030b3,SRC376,01-financials,Financials,CORE,e8fdcba3822a4f4838de,9,NARRATIVE,Notes to Consolidated Financial Statements,(d) Fair Value,Level 1 Inputs,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,Unadjusted quoted prices in active markets for identical assets or liabilities accessible to the reporting entity at the measurement date,,,,absolute,1,,,,,Unadjusted quoted prices in active markets for identical assets or liabilities accessible to the reporting entity at the measurement date,actual,RESOLVED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,LEVEL_1_INPUTS,,,,,,,,,,,false,PAIR_61D4082531494441E51C9153,CLASSIFICATION_CONFLICT,42,38,source_section|subject_type|subject_name|as_of_date|evidence_quote|definition_keys,ACCEPT_A,"Page 9 heads the note GATES FOUNDATION, Notes to Consolidated Financial Statements, December 31, 2024 and 2023, so the populated subject_type, subject_name and as_of_date are right and the blanks are not.",0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
ba554dc7750165d12341,SRC376,01-financials,Financials,CORE,e8fdcba3822a4f4838de,9,NARRATIVE,Notes to Consolidated Financial Statements,(d) Fair Value,Level 2 Inputs,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"Valuations based on observable inputs (other than Level 1 prices) such as quoted prices for similar assets at the measurement date; quoted prices in markets that are not active; or other inputs that are observable, either directly or indirectly",,,,absolute,1,,,,,"Valuations based on observable inputs (other than Level 1 prices) such as quoted prices for similar assets at the measurement date; quoted prices in markets that are not active; or other inputs that are observable, either directly or indirectly",actual,RESOLVED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,LEVEL_2_INPUTS,,,,,,,,,,,false,PAIR_A7B740EAA1CA3E470B2B84B8,CLASSIFICATION_CONFLICT,43,39,source_section|subject_type|subject_name|as_of_date|evidence_quote|definition_keys,ACCEPT_A,Same page heading governs Level 2 Inputs; the populated subject and as_of_date are right and the blanks are not.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
6de8ce9b2c2f6bc4ae37,SRC376,01-financials,Financials,CORE,83b5be0c91ab5f416586,10,NARRATIVE,Notes to Consolidated Financial Statements,(d) Fair Value,Level 3 Inputs,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,Valuations based on inputs that are unobservable and significant to the overall fair value measurement and involve management judgment,,,,absolute,1,,,,,Valuations based on inputs that are unobservable and significant to the overall fair value measurement and involve management judgment,actual,RESOLVED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,LEVEL_3_INPUTS,,,,,,,,,,,false,PAIR_A47454281C84EE8ABCECAD15,CLASSIFICATION_CONFLICT,44,40,source_section|subject_type|subject_name|as_of_date|evidence_quote|definition_keys,ACCEPT_A,Page 10 carries the same printed heading over Level 3 Inputs; the populated subject and as_of_date are right and the blanks are not.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
a9c6b8c1ca3ba82f786f,SRC376,01-financials,Financials,CORE,83b5be0c91ab5f416586,10,NARRATIVE,Notes to Consolidated Financial Statements,(e) Property and Equipment,Property and Equipment,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"Property and equipment are recorded at cost and depreciated on a straight-line basis over the estimated useful lives of the respective assets or amortized over the terms of the respective leases, as follows: Computer hardware and software 3 years; Vehicles 5 years; Furniture and fixtures 7 years; Building components 3–30 years; Building 40 years; Leasehold improvements Over the life of the lease or the estimated useful life of the asset, whichever is shorter. The Foundation annually reviews the property and equipment records for impairment of value and records any adjustments necessary to reflect material impacts in value.",,,,absolute,1,,,,,"Property and equipment are recorded at cost and depreciated on a straight-line basis over the estimated useful lives of the respective assets or amortized over the terms of the respective leases, as follows:",actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,PROPERTY_AND_EQUIPMENT,,,,,,,,,,,false,PAIR_D5B09D1320CB2ECCD3AAD0A2,A_ONLY,45,,,ACCEPT_A,Page 10 prints (e) Property and Equipment as a lettered policy note; lane B took only Level 3 Inputs from this page.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
03c94fc8ba8783a75704,SRC376,01-financials,Financials,CORE,83b5be0c91ab5f416586,10,NARRATIVE,Notes to Consolidated Financial Statements,"(f) Programmatic Investment Losses, Net","Programmatic Investment Losses, Net",,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,is comprised of net realized and unrealized gains and losses on PRIs and interest income.,,,,absolute,1,,,,,"Programmatic investment losses, net is comprised of net realized and unrealized gains and losses on",actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,2f,,,,,,,,,,,false,PAIR_8E4D1E53BAADF52B65966C59,A_ONLY,46,,,ACCEPT_A,"Page 10 prints (f) Programmatic Investment Losses, Net, which defines the note-2f line used on page 5.",0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
089532c4468f7d7a45f7,SRC376,01-financials,Financials,CORE,83b5be0c91ab5f416586,10,NARRATIVE,Notes to Consolidated Financial Statements,(g) Grant Expense,Grant Expense,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"Grant expense is recognized in the period the grant is countersigned, provided the grant is not subject to future donor-imposed conditions. Conditional grants are recognized as grant expense and as a grant payable in the period in which the grantee meets the terms of the conditions. Grants payable that are expected to be paid in future years are recorded at the present value of expected future payments. On December 31, 2024 and 2023, grants payable were discounted using the year-end risk-free rate for each year grants were made, which ranged from 0.17% to 4.27%.",,,,absolute,1,,,,,"Grant expense is recognized in the period the grant is countersigned, provided the grant is not subject to future donor-imposed conditions.",actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,GRANT_EXPENSE,,,,,,,,,,,false,PAIR_F5BB94F1104BDE52AC0FF1C0,A_ONLY,47,,,ACCEPT_A,Page 10 prints (g) Grant Expense as a lettered policy note.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
c9cbe10566d6fb74ba17,SRC376,01-financials,Financials,CORE,83b5be0c91ab5f416586,10,NARRATIVE,Notes to Consolidated Financial Statements,(h) Self-Insurance,Self-Insurance,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"The Foundation uses a combination of insurance and self-insurance mechanisms to provide for potential liabilities. Liabilities associated with the risks that are retained by the Foundation are not discounted and are estimated, in part, by considering historical claims experience and evaluations of outside experts, demographic factors, severity factors, and other actuarial assumptions. The estimated accrual for these liabilities could be affected if future occurrences and claims differ from these assumptions and historical trends. As of December 31, 2024 and 2023, the self-insurance liability, which is specific to employee healthcare benefits, was $7,769 and $6,537, respectively, and is included in accrued and other liabilities in the consolidated statements of financial position.",,,,absolute,1,,,,,The Foundation uses a combination of insurance and self-insurance mechanisms to provide for potential liabilities.,actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,SELF_INSURANCE,,,,,,,,,,,false,PAIR_821853480252042A44430A37,A_ONLY,48,,,ACCEPT_A,Page 10 prints (h) Self-Insurance as a lettered policy note.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
01de592480868455ce65,SRC376,01-financials,Financials,CORE,8d3e0b627fe180c705c6,11,NARRATIVE,Notes to Consolidated Financial Statements,(3) Related Parties,Related Parties,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"The Foundation engages in charitable activities that are funded by a related party, the Trust. The Trust holds and manages investment assets, and makes grants to the Foundation as necessary, to carry out the Foundation’s charitable goals. Neither entity controls the other; however, they share the same Trustee. In 2024 and 2023, the Trust made grants to the Foundation totaling $8,096,000 and $7,751,200, respectively.",,,,absolute,1,,,,,"The Foundation engages in charitable activities that are funded by a related party, the Trust.",actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,3,,,,,,,,,,,false,PAIR_0421E879AB5E8D6CCEF4AA7C,A_ONLY,49,,,ACCEPT_A,"Page 11 prints (3) Related Parties, the note the beneficial-interest lines cite.",0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
406b5974819d4fc72743,SRC376,01-financials,Financials,CORE,8d3e0b627fe180c705c6,11,NARRATIVE,Notes to Consolidated Financial Statements,(i) Contributed Services,Contributed Services,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"Contributed services are recognized if the services received either create or enhance long-lived assets, or require specialized skills, are provided by individuals possessing those skills, and would typically need to be purchased if not provided by donation. For the years ended December 31, 2024 and 2023, contributed services totaled $10,473 and $8,984, respectively, and are included in contributions and other income in the consolidated statements of activities. Contributed services are valued at the fair market rates parties paid for the services they donated.",,,,absolute,1,,,,,"Contributed services are recognized if the services received either create or enhance long-lived assets, or require specialized skills, are provided by individuals possessing those skills, and would typically need to be purchased if not provided by donation.",actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,CONTRIBUTED_SERVICES,,,,,,,,,,,false,PAIR_C82067C2BC50BA045E50C35C,A_ONLY,50,,,ACCEPT_A,Page 11 prints (i) Contributed Services as a lettered policy note; lane B declared the whole page reference-only.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
dab5204138b141feb056,SRC376,01-financials,Financials,CORE,8d3e0b627fe180c705c6,11,NARRATIVE,Notes to Consolidated Financial Statements,(j) Contributions and Bequests from Unrelated Parties,Contributions and Bequests from Unrelated Parties,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"The Foundation accepts contributions and bequests from unrelated parties. From time to time, the Foundation is notified that it has been named as the beneficiary in the estate of certain individuals under revocable agreements. Such amounts are recorded as contributions upon the passing of the donor and become irrevocable.",,,,absolute,1,,,,,The Foundation accepts contributions and bequests from unrelated parties.,actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,CONTRIBUTIONS_AND_BEQUESTS,,,,,,,,,,,false,PAIR_C39872069EF346C2D99AAE79,A_ONLY,51,,,ACCEPT_A,Page 11 prints (j) Contributions and Bequests from Unrelated Parties.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
bd09c0c239bbc4607f48,SRC376,01-financials,Financials,CORE,8d3e0b627fe180c705c6,11,NARRATIVE,Notes to Consolidated Financial Statements,(k) Presentation of Expenses on the Consolidated Statements of Activities,Presentation of Expenses on the Consolidated Statements of Activities,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,"The costs of providing support to the various programs and other activities have been allocated between global programs, U.S. program, other charitable programs, and programmatic support. Other administrative costs related to operational support and activities have been allocated to management and general expenses.",,,,absolute,1,,,,,"The costs of providing support to the various programs and other activities have been allocated between global programs, U.S. program, other charitable programs, and programmatic support.",actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,PRESENTATION_OF_EXPENSES,,,,,,,,,,,false,PAIR_69A87FB5A57444267B6E1B99,A_ONLY,52,,,ACCEPT_A,Page 11 prints (k) Presentation of Expenses on the Consolidated Statements of Activities.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
245969f6cea3b1906bfa,SRC376,01-financials,Financials,CORE,8d3e0b627fe180c705c6,11,NARRATIVE,Notes to Consolidated Financial Statements,(l) Tax-Exempt Status,Tax-Exempt Status,,1,definition_context,definition_context,,,reporting_entity,8c62be258ce30efc12c8,PLAN_0060,GATES FOUNDATION,Gates Foundation,,,,,,,,,,,,unknown,"December 31, 2024 and 2023",,,,,,text,,,The Foundation is exempt from federal income taxes under Section 501(c)(3) and is classified as a private foundation under Section 509(a) of the Internal Revenue Code (IRS). The Foundation is subject to federal excise taxes.,,,,absolute,1,,,,,The Foundation is exempt from federal income taxes under Section 501(c)(3) and is classified as a private foundation under Section 509(a) of the Internal Revenue Code (IRS).,actual,VERIFIED_ONE_SIDED,A,gpt-5 (model identifier not exposed),2026-09-01.2,,TAX_EXEMPT_STATUS,,,,,,,,,,,false,PAIR_6A7A1ACD81FF6BC2F41524E9,A_ONLY,53,,,ACCEPT_A,Page 11 prints (l) Tax-Exempt Status.,0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,,MISSING,,,,,NON_FUND_GRAIN,,NOT_CHECKED,,
