quality_result_id,run_id,record_table,record_id,fund_id,rule_id,severity,status,actual_value,expected_value,difference,tolerance,source_document_id,synthetic_parameter_set_id,checked_at,notes
QR_DEMO_QC_V1_FP_SYNTH_DEMO_002_R10_FUND_SIZE_BOUND,DEMO_QC_V1,fund_periods,FP_SYNTH_DEMO_002,FUND_SYNTH_DEMO_002,R10_FUND_SIZE_BOUND,warning,PASS,400,100,300,1,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,fund size must be at least the LP commitment
QR_DEMO_QC_V1_FP_SYNTH_DEMO_002_R11_PROVENANCE_REQUIREMENTS,DEMO_QC_V1,fund_periods,FP_SYNTH_DEMO_002,FUND_SYNTH_DEMO_002,R11_PROVENANCE_REQUIREMENTS,error,PASS,complete,complete,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,SYNTHETIC provenance evidence requirements
QR_DEMO_QC_V1_FP_SYNTH_DEMO_002_R12_SYNTHETIC_IDENTITY_SEPARATION,DEMO_QC_V1,fund_periods,FP_SYNTH_DEMO_002,FUND_SYNTH_DEMO_002,R12_SYNTHETIC_IDENTITY_SEPARATION,error,PASS,separated,separated,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,synthetic identity must remain separate from real source identities
QR_DEMO_QC_V1_FP_SYNTH_DEMO_002_R13_DUPLICATE_CASHFLOW,DEMO_QC_V1,fund_periods,FP_SYNTH_DEMO_002,FUND_SYNTH_DEMO_002,R13_DUPLICATE_CASHFLOW,warning,PASS,0,0,0,0,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,each economic cash-flow signature must be unique within a fund
QR_DEMO_QC_V1_FP_SYNTH_DEMO_002_R14_CURRENCY_CONSISTENCY,DEMO_QC_V1,fund_periods,FP_SYNTH_DEMO_002,FUND_SYNTH_DEMO_002,R14_CURRENCY_CONSISTENCY,error,PASS,0,0,0,0,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,cash-flow currencies must match the fund period or carry a reconciling FX conversion
QR_DEMO_QC_V1_FP_SYNTH_DEMO_002_R15_CASHFLOW_SIGN_CONVENTION,DEMO_QC_V1,fund_periods,FP_SYNTH_DEMO_002,FUND_SYNTH_DEMO_002,R15_CASHFLOW_SIGN_CONVENTION,error,PASS,0,0,0,0,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,"calls, subscriptions, and fees must be negative; distributions must be positive"
QR_DEMO_QC_V1_CF_SYNTH_DEMO_001_01_R21_CASHFLOW_DATE_LINEAGE,DEMO_QC_V1,fund_cashflows,CF_SYNTH_DEMO_001_01,FUND_SYNTH_DEMO_001,R21_CASHFLOW_DATE_LINEAGE,error,PASS,complete,complete,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,"cash-flow date role, raw date, precision, and due-date order"
QR_DEMO_QC_V1_CF_SYNTH_DEMO_001_02_R21_CASHFLOW_DATE_LINEAGE,DEMO_QC_V1,fund_cashflows,CF_SYNTH_DEMO_001_02,FUND_SYNTH_DEMO_001,R21_CASHFLOW_DATE_LINEAGE,error,PASS,complete,complete,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,"cash-flow date role, raw date, precision, and due-date order"
QR_DEMO_QC_V1_CF_SYNTH_DEMO_001_03_R21_CASHFLOW_DATE_LINEAGE,DEMO_QC_V1,fund_cashflows,CF_SYNTH_DEMO_001_03,FUND_SYNTH_DEMO_001,R21_CASHFLOW_DATE_LINEAGE,error,PASS,complete,complete,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,"cash-flow date role, raw date, precision, and due-date order"
QR_DEMO_QC_V1_CF_SYNTH_DEMO_001_04_R21_CASHFLOW_DATE_LINEAGE,DEMO_QC_V1,fund_cashflows,CF_SYNTH_DEMO_001_04,FUND_SYNTH_DEMO_001,R21_CASHFLOW_DATE_LINEAGE,error,PASS,complete,complete,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,"cash-flow date role, raw date, precision, and due-date order"
QR_DEMO_QC_V1_CF_SYNTH_DEMO_001_05_R21_CASHFLOW_DATE_LINEAGE,DEMO_QC_V1,fund_cashflows,CF_SYNTH_DEMO_001_05,FUND_SYNTH_DEMO_001,R21_CASHFLOW_DATE_LINEAGE,error,PASS,complete,complete,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,"cash-flow date role, raw date, precision, and due-date order"
QR_DEMO_QC_V1_CF_SYNTH_DEMO_002_01_R21_CASHFLOW_DATE_LINEAGE,DEMO_QC_V1,fund_cashflows,CF_SYNTH_DEMO_002_01,FUND_SYNTH_DEMO_002,R21_CASHFLOW_DATE_LINEAGE,error,PASS,complete,complete,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,"cash-flow date role, raw date, precision, and due-date order"
QR_DEMO_QC_V1_CF_SYNTH_DEMO_002_02_R21_CASHFLOW_DATE_LINEAGE,DEMO_QC_V1,fund_cashflows,CF_SYNTH_DEMO_002_02,FUND_SYNTH_DEMO_002,R21_CASHFLOW_DATE_LINEAGE,error,PASS,complete,complete,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,"cash-flow date role, raw date, precision, and due-date order"
QR_DEMO_QC_V1_CF_SYNTH_DEMO_002_03_R21_CASHFLOW_DATE_LINEAGE,DEMO_QC_V1,fund_cashflows,CF_SYNTH_DEMO_002_03,FUND_SYNTH_DEMO_002,R21_CASHFLOW_DATE_LINEAGE,error,PASS,complete,complete,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,"cash-flow date role, raw date, precision, and due-date order"
QR_DEMO_QC_V1_FP_SYNTH_DEMO_001_R23_PERIOD_SOURCE_GRAIN,DEMO_QC_V1,fund_periods,FP_SYNTH_DEMO_001,FUND_SYNTH_DEMO_001,R23_PERIOD_SOURCE_GRAIN,error,PASS,unique,unique,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,fund-period source grain
QR_DEMO_QC_V1_FP_SYNTH_DEMO_002_R23_PERIOD_SOURCE_GRAIN,DEMO_QC_V1,fund_periods,FP_SYNTH_DEMO_002,FUND_SYNTH_DEMO_002,R23_PERIOD_SOURCE_GRAIN,error,PASS,unique,unique,,,,DEMO_ASSUMED_V1,2026-08-02T00:00:00Z,fund-period source grain
