"source_page","final_page_status","final_expected_observation_count","reason"
"24","ELIGIBLE_DATA_EXTRACTED","5","Counted from the page-24 PNG: three printed definitions (Investment Advisory and Management Agreement, net assets, Affiliate Administration Agreement) and two printed provisions in the PPM whitelist, the Fees and Expenses row read as organizational_expense and the Management Fee row. A counted 5 and B counted 2, but they are not the same five: A's organizational costs row duplicates B's Fees and Expenses row and is rejected, and B's Fees and Expenses row is published, so the total stays 5."
"25","ELIGIBLE_DATA_EXTRACTED","3","Counted from the page-25 PNG: two printed definitions (Excluded Expenses, Distribution and Servicing Fee) and the Expense Limitation Agreement extension provision, read as term_extension. The 0.50% expense cap and the thirty-six month repayment window sit inside that same printed provision and are not separate rows. B's NO_ELIGIBLE_DATA is wrong."
"26","ELIGIBLE_DATA_EXTRACTED","4","Counted from the page-26 PNG: four printed parenthetical definitions, Distribution and Servicing Plan, Administrator, Administration Fee and transfer. The Transfer Restrictions and Unlisted Closed-End Structure provisions are legal_clause subject matter, which PPM scope does not allow, so they are not counted. B's NO_ELIGIBLE_DATA is wrong."
"28","ELIGIBLE_DATA_EXTRACTED","5","Counted from the page-28 PNG: five printed rows. The Custodian and ERISA parenthetical definitions, the Transfer Agent summary row, and the two terms printed with the source of their meaning, fiduciary within the meaning of ERISA and benefit plan investor within the meaning of ERISA. Those two were excluded on a first pass and are restored: page 6 prints interested persons (as defined in the 1940 Act), page 20 accredited investor within the meaning of Rule 501 and page 72 a required majority (as defined in Section 57(o) of the 1940 Act), all published, so a term printed with the source of its meaning is a record throughout this document. The third quoted phrase, plan assets, is not counted because the page attaches no defining source to it. B's NO_ELIGIBLE_DATA is wrong."
"29","ELIGIBLE_DATA_EXTRACTED","7","Counted from the page-29 PNG, not from either lane's total. The page prints two tables and six footnote markers, four of whose footnotes begin here. Of the printed value cells only the Management Fee row is in the PPM legal_term whitelist, giving two cells, Class S2 and Class I2; Other Expenses, Distribution and Servicing Fee, Acquired Fund Fees and Expenses, Interest Payments on Borrowed Funds, Total Annual Expenses, Fee Waiver and/or Expense Reimbursement, Maximum Sales Load and Maximum Early Repurchase Fee have no PPM family and are not counted. Adding footnotes (1) to (4) and the fee-table basis note gives seven. A's 9 double-counted footnote (4) three times; B's 6 missed the basis note."
"30","ELIGIBLE_DATA_EXTRACTED","3","Counted from the page-30 PNG: footnotes (5) and (6), which begin on this page, plus the expense-example assumptions note neither lane recorded. The page-30 continuation of footnote (4) belongs to the page where that footnote begins and is not counted again here. Both lanes counted 2 and both missed the assumptions note."
"35","ELIGIBLE_DATA_EXTRACTED","10","Counted from the page-35 PNG: nine printed parenthetical defined terms (private market investments, Portfolio Funds, Traditional Secondary Investments, Non-Traditional Secondary Investments, Secondary Investments, Secondaries, Co-Investments, Primary Investments, Primaries) plus the sentence that restates what Liquid Assets includes. A's eleventh row, ETFs, is rejected because the page uses the abbreviation without defining it. The 80%, 20% and 33 1/3% policy limits are not in the PPM legal_term whitelist. B's NO_ELIGIBLE_DATA is wrong."
"36","ELIGIBLE_DATA_EXTRACTED","3","Counted from the page-36 PNG: the Private Credit Investments and RIC parenthetical definitions and the over-commit gloss that both lanes missed. The Subsidiary consolidation and borrowing narrative carries no whitelisted PPM term. B's NO_ELIGIBLE_DATA is wrong."
"37","ELIGIBLE_DATA_EXTRACTED","4","Counted from the page-37 PNG: the vintage years gloss, the underlined Private Equity and Private Credit strategy definitions, and the Fund Investment Team parenthetical that both lanes missed. The diligence-process narrative under Investment Selection and Diligence states no whitelisted term. B's NO_ELIGIBLE_DATA is wrong."
"9","NO_ELIGIBLE_DATA","0","The page-9 PNG is continuous Risks of Investing in Private Market Investments narrative under bold risk headings. Risk-factor transcription is excluded from PPM scope, the page prints no defined term, footnote, legend or methodology note, and no printed value falls in the PPM legal_term whitelist. Both lanes returned zero and the zero is correct."
"47","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-47 PNG: one printed definition, the over-commit gloss inside the over-commitment risk paragraph. The rest of the page is risk-factor narrative on Portfolio Fund drawdowns and Secondary Investment opportunities, excluded from PPM scope. B's NO_ELIGIBLE_DATA is wrong: a printed definition on a risk page is still a definition_context record."
"56","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-56 PNG: two printed definitions, non-diversified defined by a which means clause and valuation risk defined by a which is the risk that clause. The surrounding fair-value and NAV narrative is risk-factor text. B's NO_ELIGIBLE_DATA is wrong."
"61","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-61 PNG: one printed parenthetical definition, the European Union (""EU""). The remaining Other Risks narrative on market fluctuations, COVID-19 and trade tensions is risk-factor text. B's NO_ELIGIBLE_DATA is wrong."
"62","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-62 PNG: one printed parenthetical definition, Silicon Valley Bank (SVB) Financial Group (""SVB""). The rest is risk-factor narrative on tariffs, the Ukraine invasion and bank liquidity. B's NO_ELIGIBLE_DATA is wrong."
"63","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-63 PNG: two printed parenthetical definitions, UK and FTA. The quoted names Brexit, border tax adjustment and trade war are not counted: the page introduces them with commonly referred to as, which attributes the label to outside usage rather than defining a term for this document, and border tax adjustment carries no stated meaning at all. B's NO_ELIGIBLE_DATA is wrong."
"66","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-66 PNG: one printed parenthetical definition, Indemnitee. The indemnification and advancement provisions around it are Declaration of Trust terms outside the PPM legal_term whitelist, which covers fee, carry, waterfall, expense, term and period provisions only. B's NO_ELIGIBLE_DATA is wrong."
"70","ELIGIBLE_DATA_EXTRACTED","3","Counted from the page-70 PNG: three printed parenthetical definitions, Apollo Clients, AGM and AGM Allocations Committee. The Allocation of Investment Opportunities narrative states no whitelisted PPM term. B's NO_ELIGIBLE_DATA is wrong."
"71","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-71 PNG: one printed parenthetical definition, Allocations Sub-Committees. The seventeen numbered allocation factors are a conflicts-of-interest narrative, not definitions or whitelisted terms. B's NO_ELIGIBLE_DATA is wrong."
"72","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-72 PNG: the Order parenthetical and required majority, printed with the source of its meaning in Section 57(o) of the 1940 Act. The quoted word joint in the affiliate-transaction paragraph carries no stated meaning and is not counted. B's NO_ELIGIBLE_DATA is wrong."
"73","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-73 PNG: one printed definition, the parenthetical stating which portfolio company could be considered an Affiliated Service Provider. The Sharing of Services, Allocation of Expenses and Overhead Allocation paragraphs are conflicts narrative; the 90% insurance-premium allocation example is not a PPM whitelisted term. B's NO_ELIGIBLE_DATA is wrong."
"79","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-79 PNG: two printed parenthetical definitions, Code of Ethics and S3 Information Barrier Policy. The quoted words principals and soft dollars in the Brokerage Commissions paragraph carry no stated meaning and are not counted. B's NO_ELIGIBLE_DATA is wrong."
"82","ELIGIBLE_DATA_EXTRACTED","3","Counted from the page-82 PNG: three printed parenthetical definitions, AGS, AGF and MidCap. The affiliated-service-provider and loan-origination narrative states no whitelisted PPM term. B's NO_ELIGIBLE_DATA is wrong."
"85","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-85 PNG: one printed provision in the PPM whitelist, the Fees Paid to Apollo paragraph read as fee_offset. The valuation and GAAP paragraphs above it are methodology narrative about Apollo's valuations of other funds rather than a definition or a whitelisted term of this Fund. B's NO_ELIGIBLE_DATA is wrong."
"86","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-86 PNG: two printed parenthetical definitions, Athene and Athora. The quoted phrase most favored nations carries no stated meaning and is not counted, and the preferential-terms narrative describes arrangements with other Apollo Clients rather than a term of this Fund. B's NO_ELIGIBLE_DATA is wrong."
"88","ELIGIBLE_DATA_EXTRACTED","5","Counted from the page-88 PNG: the Audit Committee and Governance Committee parentheticals A found, plus three terms printed with the source of their meaning that both lanes missed, interested persons as defined in the 1940 Act, interested person as defined in Section 2(a)(19), and audit committee financial expert as defined in Item 3 of Form N-CSR. The committee membership counts and trustee names are not an allowed PPM category. B's NO_ELIGIBLE_DATA is wrong."
"91","ELIGIBLE_DATA_EXTRACTED","3","Counted from the page-91 PNG: the printed Management Fee provision under its bold sub-heading, and the net assets and GAAP definitions in the Reimbursement Arrangements paragraph. A's count of 3 is confirmed; B's 1 missed both definitions."
"92","ELIGIBLE_DATA_EXTRACTED","4","Counted from the page-92 PNG: three printed provisions in the PPM whitelist, the advisory agreement's two-year term and annual continuance as fund_term, the Expense Limitation Agreement extension as term_extension, and the organizational and initial offering cost paragraph as organizational_expense, plus the printed term assignment as defined by the 1940 Act. A counted 4 but two of its rows were the same sentence split into fund_term and term_extension; B counted 1. The liability and indemnification paragraph is outside the PPM whitelist."
"93","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-93 PNG: two printed parenthetical definitions, Determination Date and ASC 820. The Private Market Investments valuation paragraphs are continuous narrative describing how the Adviser values holdings; they state the basis of no printed disclosure on this page, unlike the fee-table basis note on page 29 and the expense-example assumptions note on page 30, so they are not counted as methodology notes. B's NO_ELIGIBLE_DATA is wrong."
"97","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-97 PNG: one printed definition, accredited investors as defined in Section 501(a) of Regulation D. The remaining two paragraphs point investors to the subscription documents and to their own advisers and define nothing. B's NO_ELIGIBLE_DATA is wrong."
"98","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-98 PNG: the printed retail customer definition and the Distribution Agreement term provision, which is in the PPM whitelist. The Distributor's address and the indemnification sentence are not an allowed category. B's NO_ELIGIBLE_DATA is wrong."
"99","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-99 PNG: one printed definition, Service fees as defined for purposes of FINRA rules. The 0.85% Distribution and Servicing Fee rate and the 0.25% FINRA service-fee limit are printed values with no PPM family: the legal_term whitelist has no distribution-fee category. B's NO_ELIGIBLE_DATA is wrong."
"101","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-101 PNG: one printed definition, Business Day. The subscription mechanics and the Share Class Considerations bullets state no whitelisted term. B's NO_ELIGIBLE_DATA is wrong."
"106","ELIGIBLE_DATA_EXTRACTED","4","Counted from the page-106 PNG: four printed parenthetical definitions, Valuation Date, Expiration Date, Repurchase Date and 1934 Act. The quoted phrase first in - first out carries no stated meaning and is not counted. B's NO_ELIGIBLE_DATA is wrong."
"108","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-108 PNG: one printed parenthetical definition, ERISA Plan. Unlike page 28, this page prints fiduciary without quotation marks and attaches no defining source to plan assets, so neither is counted. B's NO_ELIGIBLE_DATA is wrong."
"113","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-113 PNG: one printed parenthetical definition, DSTA. The derivative-action conditions and the exclusive-jurisdiction provision are legal_clause subject matter, which PPM scope does not allow. B's NO_ELIGIBLE_DATA is wrong."
"115","ELIGIBLE_DATA_EXTRACTED","4","Counted from the page-115 PNG: four printed definitions, REITs, CFCs, PFICs and U.S. Shareholder. B's NO_ELIGIBLE_DATA is wrong."
"116","ELIGIBLE_DATA_EXTRACTED","3","Counted from the page-116 PNG: three printed definitions, Annual Distribution Requirement, investment company taxable income and Excise Tax Distribution Requirements. The 4% excise tax rate is a printed value with no PPM family. B's NO_ELIGIBLE_DATA is wrong."
"117","ELIGIBLE_DATA_EXTRACTED","4","Counted from the page-117 PNG: four printed definitions, QPTP, 90% Gross Income Test, Diversification Tests and OID. The quoted phrases payment in kind, adjusted taxable income and floor plan financing interest expense carry no stated meaning and are not counted. B's NO_ELIGIBLE_DATA is wrong."
"118","ELIGIBLE_DATA_EXTRACTED","1","Counted from the page-118 PNG: one printed definition, controlled group. The quoted terms asset coverage and C corporation carry no stated meaning. B's NO_ELIGIBLE_DATA is wrong."
"120","ELIGIBLE_DATA_EXTRACTED","3","Counted from the page-120 PNG: three printed definitions, QEF, U.S. shareholder and CFC. The quoted phrases excess distribution, qualified dividend income and good income carry no stated meaning. B's NO_ELIGIBLE_DATA is wrong."
"125","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-125 PNG: two printed definitions, UBTI and Non-U.S. Shareholder. The quoted phrase extraordinary dividend carries no stated meaning. B's NO_ELIGIBLE_DATA is wrong."
"126","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-126 PNG: two printed glosses, qualified net interest income and qualified short-term capital gains. The quoted phrase branch profits tax names a tax without stating its meaning. B's NO_ELIGIBLE_DATA is wrong."
"127","ELIGIBLE_DATA_EXTRACTED","3","Counted from the page-127 PNG: three printed definitions, FATCA, net investment income and TINs. The quoted phrase portfolio securities carries no stated meaning, and the 3.8% surtax and the $200,000 and $250,000 thresholds have no PPM family. B's NO_ELIGIBLE_DATA is wrong."
"131","ELIGIBLE_DATA_EXTRACTED","2","Counted from the page-131 PNG: two printed definitions, the fiscal year ending March 31 and the taxable year ending September 30. The reporting undertaking that follows is a legal_clause reporting duty, which PPM scope does not allow. B's NO_ELIGIBLE_DATA is wrong."
"1","REFERENCE_ONLY","1","The page-1 PNG is the Form N-2 registration cover. It carries the document_context row, which sits on page 1 whatever status the page holds, so the count is 1 while the status stays REFERENCE_ONLY: the identity row is bookkeeping and does not make a cover page eligible. Both lanes agreed on this status and count."
"2","ELIGIBLE_DATA_EXTRACTED","23","Counted from the page-2 PNG: twenty printed parenthetical definitions in the prospectus front matter (Fund, 1940 Act, Adviser, private market investments, Portfolio Funds, Traditional Secondary Investments, Non-Traditional Secondary Investments, Secondary Investments, Secondaries, Co-Investments, Primary Investments, Primaries, Liquid Assets, ETFs, Prospectus, Shares, NAV, Board, Shareholder, Distributor) plus the three printed footnotes to the offering-price table. The table's own cells read Current NAV, None and Amount invested at NAV, which are not values in any PPM category. A counted 20 and missed the footnotes; B counted 3 and had only the footnotes."
"32","NO_ELIGIBLE_DATA","0","The page-32 PNG holds the FINANCIAL HIGHLIGHTS heading and one sentence stating that the Class I2 and Class S2 Shares have not previously been offered, so the Fund has no financial history. No table, no printed value, no defined term. Both lanes returned zero and the zero is correct."
"34","NO_ELIGIBLE_DATA","0","The page-34 PNG is the USE OF PROCEEDS narrative on how quickly proceeds are invested and where they sit meanwhile. The three-to-six month deployment window is not a category in the PPM legal_term whitelist, and the page prints no defined term or footnote. Both lanes returned zero and the zero is correct."
"40","ELIGIBLE_DATA_EXTRACTED","1","Both lanes returned zero. The page-40 PNG prints one definitional test, what the Fund considers below investment grade, added here. The remainder is portfolio-construction narrative and a bold no-guarantee statement, neither a definition nor a whitelisted term."
"41","ELIGIBLE_DATA_EXTRACTED","1","Both lanes returned zero. The page-41 PNG prints one definitional statement, what S3 is, added here. The $751 billion of assets under management as of December 31, 2024 is a printed value with no PPM family: aum is a performance_observation category and PPM scope allows only document_context, legal_term and definition_context. The quoted phrase against the grain carries no stated meaning."
"42","ELIGIBLE_DATA_EXTRACTED","1","Both lanes returned zero. The page-42 PNG prints one parenthetical definition, total net assets, added here. The 33 1/3% borrowing limit and the 50% preferred-share limit are printed values with no PPM family, since leverage is a ddq_quantitative_observation category and is not in the PPM legal_term whitelist, and the Credit Facility paragraph states no whitelisted term."
"43","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-43 PNG opens the RISKS section with an all-capitals suitability warning and the underlined risk headings Private Equity Investment Risks and Private Credit Investment Risks. Every numeric signal sits inside that risk prose; risk-factor transcription is excluded from PPM scope, and no printed row or column matches the PPM legal_term whitelist of fee, carry, waterfall, expense, term and period provisions. The page prints no defined term or footnote. Both lanes returned zero and the zero is correct."
"44","NO_ELIGIBLE_DATA","0","The page-44 PNG is continuous risk narrative under italic risk headings on private company information, market risks and competition for access. No defined term, footnote or whitelisted provision. Both lanes returned zero and the zero is correct."
"52","NO_ELIGIBLE_DATA","0","The page-52 PNG is risk narrative on refinancing, interest rates, governmental initiatives, the Fund's limited operating history and conflicts of interest. The commencement date of October 11, 2024 is a printed fact but not a category in the PPM legal_term whitelist, and no definition is printed. Both lanes returned zero and the zero is correct."
"54","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-54 PNG is risk narrative on due diligence, illiquidity and repurchase offers. The one printed figure, quarterly repurchase offers of no more than 5% of the Fund's net assets, is a repurchase_limit, which belongs to nav_observation; PPM scope allows only document_context, legal_term and definition_context, so that row has no family here. The parenthetical commonly known as mutual funds attributes a name to outside usage rather than stating a meaning. Both lanes returned zero and the zero is correct."
"68","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-68 PNG is risk narrative under the italic headings The Fund is subject to cyber security risk and Operational Risk. Its numeric signals are references to the 1940 Act and to service-provider categories inside that prose; no printed row or column states a fee, carry, waterfall, expense, term or period provision from the PPM legal_term whitelist, and the page defines no term. Both lanes returned zero and the zero is correct."
"75","ELIGIBLE_DATA_EXTRACTED","1","Both lanes returned zero. The page-75 PNG prints one definitional test, who counts as an affiliate of the Fund under the 1940 Act, added here. The rest is conflicts narrative on Apollo Clients holding securities at different levels of the capital structure, which states no whitelisted term."
"84","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-84 PNG carries the Selection of Service Providers and Valuation of Fund Assets conflicts paragraphs. The excluded content is the enterprise-value and market-multiple description, which reports how Apollo values other clients' holdings rather than stating a term of this Fund; valuation inputs belong to nav_observation and valuation_observation, neither allowed in PPM scope. The quoted phrase best execution states no meaning, so it is not a definition. Both lanes returned zero and the zero is correct."
"89","NO_ELIGIBLE_DATA","0","The page-89 PNG covers Board risk oversight, Board of Trustees and Officers, and Portfolio Management. It names the Adviser and its address and the portfolio managers, but prints no parenthetical definition and no whitelisted provision; personnel and address details are not an allowed PPM category. Both lanes returned zero and the zero is correct."
"90","NO_ELIGIBLE_DATA","0","The page-90 PNG is portfolio-manager biographies. The parenthesised abbreviations SLS, AIMS and S3 sit inside those biographies and name prior employers' businesses; the document does not use SLS or AIMS as terms anywhere, and S3 is already recorded where the document defines it on page 41. Both lanes returned zero and the zero is correct."
"95","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-95 PNG continues the NET ASSET VALUATION narrative into the Liquid Assets pricing paragraphs. The excluded content is the pricing description covering bid and ask prices, yield curves, option-adjusted spreads and NASDAQ closing prices: these are valuation methods, which belong to valuation_observation, a family PPM scope does not allow. The page prints no parenthetical definition and no whitelisted provision. Both lanes returned zero and the zero is correct."
"96","ELIGIBLE_DATA_EXTRACTED","1","Both lanes returned zero. The page-96 PNG prints one parenthetical definition, DCF, added here. The Other Fair Value Considerations narrative around it states the Adviser's process without defining another term."
"100","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-100 PNG carries PURCHASING SHARES and General Purchase Terms. The excluded printed values are the $25,000 minimum initial investment and the $5,000 minimum additional investment; minimum_investment is a ddq_quantitative_observation category and is not in the PPM legal_term whitelist, so neither has a family here. The aggregation and pricing paragraphs define no term. Both lanes returned zero and the zero is correct."
"102","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-102 PNG describes the Class S2 and Class I2 share terms. The excluded printed values are the 3.5% cap on NAV that intermediaries may charge and the 0.85% annual Distribution and Servicing Fee; the PPM legal_term whitelist has no distribution-fee or sales-charge category, and a fee rate is otherwise a fee_observation, which PPM scope does not allow. The parenthetical also known as wrap accounts attributes a name to outside usage rather than stating a meaning. Both lanes returned zero and the zero is correct."
"103","NO_ELIGIBLE_DATA","0","The page-103 PNG is one paragraph under CLOSED-END FUND STRUCTURE; NO RIGHT OF REDEMPTION, stating that closed-end funds do not redeem shares at an investor's request. No defined term, footnote or whitelisted provision. Both lanes returned zero and the zero is correct."
"104","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-104 PNG is the TRANSFER RESTRICTIONS provision, including the numbered limbs (i) transfer by operation of law and (ii) transfer with the Adviser's consent. Those limbs are transfer subject matter, a legal_clause category, and legal_clause is allowed only for LPA and Side_Letter, not for a PPM. The page prints no defined term or footnote. Both lanes returned zero and the zero is correct."
"105","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-105 PNG opens REPURCHASE OF SHARES. The excluded printed values are the 5% of net assets per repurchase offer, the 5% to 25% Rule 23c-3 range and the 65 calendar days to payment; repurchase_limit and request_satisfaction are nav_observation categories, which PPM scope does not allow, and none matches the PPM legal_term whitelist. The page uses Expiration Date but defers its definition to page 106, where it is recorded. Both lanes returned zero and the zero is correct."
"107","NO_ELIGIBLE_DATA","0","The page-107 PNG continues the repurchase process. The $10,000 minimum account balance is a printed value with no PPM family. No defined term or whitelisted provision is printed. Both lanes returned zero and the zero is correct."
"109","ELIGIBLE_DATA_EXTRACTED","1","Both lanes returned zero. The page-109 PNG prints one definitional statement, what a return of capital is, added here. The 90% distribution intention is a printed value with no PPM family."
"110","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-110 PNG is the DIVIDEND REINVESTMENT PLAN mechanics. The excluded printed values are the 30-day written-notice period for withdrawing from the plan and the administrator's address and toll-free number; a notice period is a legal_clause notice category and redemption_notice is a ddq_quantitative_observation category, neither allowed in PPM scope, and contact details are not an allowed category at all. The page uses DRIP and Plan Agent, both defined and recorded on page 22, and introduces no term. Both lanes returned zero and the zero is correct."
"111","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-111 PNG prints a share-class table with the columns Amount Authorized and Amount Outstanding as of March 24, 2025, whose cells read Unlimited, None, 8,360,834, None and None. Both columns are excluded because share counts are the shares_units category of nav_observation, which PPM scope does not allow; no cell matches the PPM legal_term whitelist. The page defines no term. Both lanes returned zero and the zero is correct."
"112","ELIGIBLE_DATA_EXTRACTED","3","Both lanes returned zero. The page-112 PNG prints three quoted terms with the source of their meaning, redeemable security, closed-end company and open-end company, all added. The 75% and two-thirds voting thresholds are printed values with no PPM family, and the anti-takeover and liability provisions are legal_clause subject matter that PPM scope does not allow."
"114","NO_ELIGIBLE_DATA","0","The page-114 PNG carries Amendment of the Declaration of Trust and Term, Dissolution, and Liquidation. Despite its heading the second paragraph states only how remaining assets are distributed on liquidation, not a term of the Fund; the Fund's perpetual term is printed on pages 27 and 33 and recorded there. No definition is printed. Both lanes returned zero and the zero is correct."
"121","ELIGIBLE_DATA_EXTRACTED","1","Both lanes returned zero. The page-121 PNG prints one gloss, net capital gains, added here. The quoted phrases capital gain dividends and deemed distribution carry no stated meaning and are not counted."
"128","NO_ELIGIBLE_DATA","0","The page-128 PNG is the CUSTODIAN paragraph. It uses the term Custodian, which is defined and recorded on page 28, and introduces no new term; the business address is not an allowed category. Both lanes returned zero and the zero is correct."
"129","NO_ELIGIBLE_DATA","0","NO_ELIGIBLE_REASON: The page-129 PNG is ADMINISTRATION AND ACCOUNTING SERVICES. The excluded content is the statement that the Fund pays tiered fees based on average monthly NAV subject to a minimum annual fee: no rate or amount is printed, and a fee level is a fee_observation, which PPM scope does not allow. The page uses Administrator and Administration Fee, both defined and recorded on page 26, and introduces no term. Both lanes returned zero and the zero is correct."
"130","NO_ELIGIBLE_DATA","0","The page-130 PNG is one sentence naming SS&C GIDS, Inc. as transfer agent and dividend paying agent, with its address. The Transfer Agent definition is printed and recorded on pages 21 and 28; this page introduces no term. Both lanes returned zero and the zero is correct."
"132","ELIGIBLE_DATA_EXTRACTED","1","Both lanes returned zero. The page-132 PNG prints one parenthetical definition, Deloitte, added here. The firm's address is not an allowed category."
"133","NO_ELIGIBLE_DATA","0","The page-133 PNG is the LEGAL COUNSEL paragraph naming Simpson Thacher & Bartlett LLP and Richards, Layton & Finger, P.A. with their addresses. Neither name is introduced as a defined term and addresses are not an allowed category. Both lanes returned zero and the zero is correct."
"134","REFERENCE_ONLY","0","The page-134 PNG is the back cover: the fund name, the two share classes, the word PROSPECTUS, the date April 11, 2025 and the dealer delivery legend. It repeats identity information already carried by the document_context row on page 1 and defines nothing. A called it NO_ELIGIBLE_DATA and B REFERENCE_ONLY; a cover is reference material, so REFERENCE_ONLY with zero rows."
"135","REFERENCE_ONLY","0","The page-135 PNG is blank. Both lanes agreed on REFERENCE_ONLY with zero rows and that is correct."
