"observation_id","route","file_id","source_page","source_table","source_row_label","source_column_label","source_occurrence","record_family","metric_category","metric_value_raw","unit","pair_id","pair_status","difference_fields","a_row_number","b_row_number","resolution_row_number","resolution_decision","resolution_reason","final_row_number","source_agents","adjudication_status","source_sha256","source_pdf_path","records_a_path","records_b_path","pair_index_path","resolution_path","records_final_path"
"d3b29abe7a965d72ce3c","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","% of Partners' Capital","2","position_observation","portfolio_weight","10.26%","%","PAIR_2B58B77B8E729D514B4F729B","A_ONLY","","11","","199","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped; one-sided row confirmed printed on page 4 from the page image.","11","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"391ce5f4fc89a7cc8fed","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","% of Partners' Capital","3","position_observation","portfolio_weight","20.53%","%","PAIR_9111DE7FF2F0E142D277527C","A_ONLY","","12","","200","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped; one-sided row confirmed printed on page 4 from the page image.","12","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"4fabe15ddc3855edbb47","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","% of Partners' Capital","4","position_observation","portfolio_weight","21.21%","%","PAIR_3319AA38F0EEDBCBB84A46C3","A_ONLY","","13","","201","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped; one-sided row confirmed printed on page 4 from the page image.","13","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"9f21df366069298c5133","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","% of Partners' Capital","5","position_observation","portfolio_weight","0.68%","%","PAIR_AF24208D72CDB6F33659B9E5","A_ONLY","","14","","202","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped; one-sided row confirmed printed on page 4 from the page image.","14","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"c928a37f2244812fddc0","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","% of Partners' Capital","6","position_observation","portfolio_weight","9.81%","%","PAIR_4B57CEC8F5398E0B5863F9B0","A_ONLY","","15","","203","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped; one-sided row confirmed printed on page 4 from the page image.","15","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"fe145196badce8ccf24c","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","% of Partners' Capital","7","position_observation","portfolio_weight","0.23%","%","PAIR_EA621C1D3C60D351CCCBFCCD","A_ONLY","","16","","204","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped; one-sided row confirmed printed on page 4 from the page image.","16","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"eeafbc0b5b57f6adcc5b","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","Cost","1","position_observation","cost","$89,000,000","","PAIR_DFFDEEF7A8C593B701633CE1","A_ONLY","","17","","205","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped; one-sided row confirmed printed on page 4 from the page image.","17","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"0e1a197ffe06bf47841b","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","Cost","2","position_observation","cost","3,073,705","","PAIR_E84157E33A86FAC3E6C6AB9D","CLASSIFICATION_CONFLICT","record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category","18","19","206","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.","18","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"2da4e73e6f300c12d17d","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","Cost","3","position_observation","cost","43,204,400","","PAIR_9F96514F60CB71E345AB7CF3","CLASSIFICATION_CONFLICT","record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category","19","9","207","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.","19","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"b1c88a180bffcf32a854","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","Cost","4","position_observation","cost","43,376,204","","PAIR_ED223123F9F43FC35A6E6050","CLASSIFICATION_CONFLICT","record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category","20","13","208","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.","20","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"3f2c9a09b40fb821a54b","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","Cost","5","position_observation","cost","49,457,930","","PAIR_52066D225C565391DB05B8E0","CLASSIFICATION_CONFLICT","record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category","21","17","209","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.","21","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"45953593086ec10d3a77","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","Cost","6","position_observation","cost","34,813,999","","PAIR_EFF61DDF54CE10919E024FF4","CLASSIFICATION_CONFLICT","record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category","22","15","210","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.","22","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"e00d41cf3b0bd16275fb","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","Cost","7","position_observation","cost","152,562,871","","PAIR_0C6F4B49DEED7814CB3493B4","CLASSIFICATION_CONFLICT","record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category","23","20","211","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.","23","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"55c71a354ce9583abfc3","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","Fair value","1","position_observation","fair_value","$150,000,000","","PAIR_B9F72E3F7E752BF3D1BEB504","CLASSIFICATION_CONFLICT","record_family|source_section|source_row_label|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category","24","12","212","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.","24","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
"9fe719ee5c6dcbc7cf62","01-financials","SRC034","4","Combined Schedule of Investments","REDACTED","Fair value","2","position_observation","fair_value","45,000,000","","PAIR_72AB0AA4582AF8716620CE75","CLASSIFICATION_CONFLICT","record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category","25","21","213","MERGE","source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.","25","A+B+ADJUDICATOR","RESOLVED","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","data/documents/pdf/Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-a.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-b.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/pair-index.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/resolution.csv","ledgers/working/pdf-extraction-csv/01-financials/SRC034/records-final.csv"
