"work_order","file_id","filename","page_count","canonical_doc_type","source_header_doc_type","route","product_tier","routing_status","routing_reason","issuer","source_sha256","txt_path","pdf_path","image_dir","grid_path"
"21","SRC017","Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.pdf","41","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Hamilton Lane / PSERS","4cea013d935981d0c8371444cf005958abfef3ef109412cf1c6c5b34c286c794","data/documents/txt/Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.txt","data/documents/pdf/Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.pdf","data/documents/images/Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA","data/documents/grids/Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.csv"
"22","SRC059","Performance_LACERS_Real_Estate_Portfolio_Q4_2021.pdf","43","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Los Angeles City Employees' Retirement System (LACERS)","2dfb397c43c8297c27c3d155e2d0f1373a3c92b7e9efd28c5e46c43e0b01c83c","data/documents/txt/Performance_LACERS_Real_Estate_Portfolio_Q4_2021.txt","data/documents/pdf/Performance_LACERS_Real_Estate_Portfolio_Q4_2021.pdf","data/documents/images/Performance_LACERS_Real_Estate_Portfolio_Q4_2021","data/documents/grids/Performance_LACERS_Real_Estate_Portfolio_Q4_2021.csv"
"23","SRC055","Quarterly_Report_JLLIPT_10Q_3Q2025.pdf","59","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","JLL Income Property Trust, Inc.","8dee0f65d3218e3621cbb8ef54271f2c0e05ce383bb7316abb8ea4b67480ad50","data/documents/txt/Quarterly_Report_JLLIPT_10Q_3Q2025.txt","data/documents/pdf/Quarterly_Report_JLLIPT_10Q_3Q2025.pdf","data/documents/images/Quarterly_Report_JLLIPT_10Q_3Q2025","data/documents/grids/Quarterly_Report_JLLIPT_10Q_3Q2025.csv"
"24","SRC161","Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.pdf","59","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania State Employees Retirement System (SERS)","b89538bc4e7831995c29c4a941c901f00fb0c09e935b8bc647bd7483411d86b3","data/documents/txt/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.txt","data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.pdf","data/documents/images/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015","data/documents/grids/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.csv"
"25","SRC600","Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.pdf","62","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Meketa Investment Group for Teachers' Retirement System of Oklahoma","2dedce871007e0d8eec4fb03284055ba2c46c5b727d062ab12d2f7a9f1f88ae5","data/documents/txt/Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.txt","data/documents/pdf/Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.pdf","data/documents/images/Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4","data/documents/grids/Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.csv"
"26","SRC599","Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.pdf","64","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Meketa Investment Group for Maryland State Retirement and Pension System","8954933787a430c7dc5ec058bcb326befb59de9d5a273e3c89091ed4e681f22e","data/documents/txt/Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.txt","data/documents/pdf/Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.pdf","data/documents/images/Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted","data/documents/grids/Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.csv"
"27","SRC162","Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.pdf","65","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania State Employees Retirement System (SERS)","83b5fdf3cf7fc8b54c3f81b7586152ad89badcc2f93d2230223eef241343ae4a","data/documents/txt/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.txt","data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.pdf","data/documents/images/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017","data/documents/grids/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.csv"
"28","SRC480","Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.pdf","66","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Marquette Associates for Pennsylvania Municipal Retirement System","c950f1c70ae06905dcd477ddf3a2a2d0c6d495d6543947875ffdb0d728e7833c","data/documents/txt/Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.txt","data/documents/pdf/Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.pdf","data/documents/images/Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021","data/documents/grids/Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.csv"
"29","SRC160","Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.pdf","69","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania State Employees Retirement System (SERS)","fcc31f95b2d23f3fa2696f7a998e3561233bc5f65b182c7a29edff1258be2266","data/documents/txt/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.txt","data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.pdf","data/documents/images/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013","data/documents/grids/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.csv"
"30","SRC178","Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.pdf","85","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Contra Costa County Employees' Retirement Association (CCCERA)","e9e4b798e9dd7a2e9e0e9cf9e3a9ff750e36294fae5998f83d906ea33206f987","data/documents/txt/Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.txt","data/documents/pdf/Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.pdf","data/documents/images/Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006","data/documents/grids/Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.csv"
"31","SRC454","Performance_Austin_Firefighters_Meketa_Report_4Q2024.pdf","107","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Meketa Investment Group for Austin Firefighters Retirement Fund","d8bd76495bbfc2952ae879855315cf92aca1fb7c7275126ef21bafcfb03b3246","data/documents/txt/Performance_Austin_Firefighters_Meketa_Report_4Q2024.txt","data/documents/pdf/Performance_Austin_Firefighters_Meketa_Report_4Q2024.pdf","data/documents/images/Performance_Austin_Firefighters_Meketa_Report_4Q2024","data/documents/grids/Performance_Austin_Firefighters_Meketa_Report_4Q2024.csv"
"32","SRC453","Performance_Austin_Firefighters_Meketa_Report_2Q2025.pdf","109","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Meketa Investment Group for Austin Firefighters Retirement Fund","d773e6b4d22154bb96d4932b03a4cb95d89605418f5019538786dd7380afd84e","data/documents/txt/Performance_Austin_Firefighters_Meketa_Report_2Q2025.txt","data/documents/pdf/Performance_Austin_Firefighters_Meketa_Report_2Q2025.pdf","data/documents/images/Performance_Austin_Firefighters_Meketa_Report_2Q2025","data/documents/grids/Performance_Austin_Firefighters_Meketa_Report_2Q2025.csv"
"33","SRC176","Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.pdf","118","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","San Diego County Employees Retirement Association (SDCERA)","fe5e91e7854de5a20ef458b45b1d42914a87b9299cc7ff198ff4f2d93fbb0f7e","data/documents/txt/Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.txt","data/documents/pdf/Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.pdf","data/documents/images/Performance_SDCERA_Quarterly_Investment_Report_Q1_2017","data/documents/grids/Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.csv"
"34","SRC165","Performance_LACERA_Total_Fund_Performance_3Q2022.pdf","177","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Los Angeles County Employees Retirement Association (LACERA)","8f2a4612bddd5414da20d757f29574bc2def15377e51d1b7b9ca5dc890246b76","data/documents/txt/Performance_LACERA_Total_Fund_Performance_3Q2022.txt","data/documents/pdf/Performance_LACERA_Total_Fund_Performance_3Q2022.pdf","data/documents/images/Performance_LACERA_Total_Fund_Performance_3Q2022","data/documents/grids/Performance_LACERA_Total_Fund_Performance_3Q2022.csv"
"35","SRC203","Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.pdf","216","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","New York City Employees' Retirement System / NYC Comptroller Bureau of Asset Management","8eae342a2d56cdb7bea5fa700183217e1a519c991ae9dc82297dc23815c73cfb","data/documents/txt/Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.txt","data/documents/pdf/Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.pdf","data/documents/images/Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026","data/documents/grids/Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.csv"
"36","SRC219","Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.pdf","488","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Kentucky Public Pensions Authority (KPPA)","bdf648da8f900784205235028a307429f1dd082f4bb067030dae9a899655c669","data/documents/txt/Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.txt","data/documents/pdf/Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.pdf","data/documents/images/Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025","data/documents/grids/Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.csv"
