"work_order","file_id","filename","page_count","canonical_doc_type","source_header_doc_type","route","product_tier","routing_status","routing_reason","issuer","source_sha256","txt_path","pdf_path","image_dir","grid_path"
"11","SRC187","Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.pdf","3","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","California Public Employees' Retirement System (CalPERS)","dd0160c92ca84002d7c4a66476337192da8be437f26116fb35321964776fb01e","data/documents/txt/Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.txt","data/documents/pdf/Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.pdf","data/documents/images/Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023","data/documents/grids/Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.csv"
"12","SRC323","Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.pdf","6","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Border to Coast Pensions Partnership Ltd","6632d3f1d10b7a1dad8aa8a08fd8b010c4cffb7f3a920e23af6086b95eb7ff93","data/documents/txt/Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.txt","data/documents/pdf/Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.pdf","data/documents/images/Fee_Report_Border_To_Coast_Assessment_Of_Value_2024","data/documents/grids/Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.csv"
"13","SRC164","Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.pdf","8","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","California State Teachers' Retirement System (CalSTRS)","23af4813be51d76827df6d0537bf6a4d7167316a197f655563ae52fcebbffd3a","data/documents/txt/Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.txt","data/documents/pdf/Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.pdf","data/documents/images/Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025","data/documents/grids/Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.csv"
"14","SRC146","Fee_Report_PSERS_Fees_By_Manager_FY2016.pdf","9","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania Public School Employees Retirement System (PSERS)","73e105baf516b7d27aa74cc48d900e96d0c62cf04071c39d1b51da9a9391df90","data/documents/txt/Fee_Report_PSERS_Fees_By_Manager_FY2016.txt","data/documents/pdf/Fee_Report_PSERS_Fees_By_Manager_FY2016.pdf","data/documents/images/Fee_Report_PSERS_Fees_By_Manager_FY2016","data/documents/grids/Fee_Report_PSERS_Fees_By_Manager_FY2016.csv"
"15","SRC469","Fee_Report_CalPERS_AIV_Fee_Expense_Disclosure_2019.pdf","9","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","California Public Employees' Retirement System","1c1d5d3dd04ffacd9e1c4144a38e329e87380c7b5ef88a1866c39610084b0bf8","data/documents/txt/Fee_Report_CalPERS_AIV_Fee_Expense_Disclosure_2019.txt","data/documents/pdf/Fee_Report_CalPERS_AIV_Fee_Expense_Disclosure_2019.pdf","data/documents/images/Fee_Report_CalPERS_AIV_Fee_Expense_Disclosure_2019","data/documents/grids/Fee_Report_CalPERS_AIV_Fee_Expense_Disclosure_2019.csv"
"16","SRC145","Fee_Report_PSERS_Fees_By_Manager_FY2013.pdf","10","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania Public School Employees Retirement System (PSERS)","081d83281f35e43a9292f07218724de9285e3748c5258209f55e2c2214e80200","data/documents/txt/Fee_Report_PSERS_Fees_By_Manager_FY2013.txt","data/documents/pdf/Fee_Report_PSERS_Fees_By_Manager_FY2013.pdf","data/documents/images/Fee_Report_PSERS_Fees_By_Manager_FY2013","data/documents/grids/Fee_Report_PSERS_Fees_By_Manager_FY2013.csv"
"17","SRC195","Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.pdf","11","Fee_Report","Fee_Report","06-statements-and-economics","REFERENCE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","California State Teachers' Retirement System (CalSTRS)","88dd3e63c9ccf26859545f3fa8459398c2521e299135108d7317e7d5dc34dc72","data/documents/txt/Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.txt","data/documents/pdf/Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.pdf","data/documents/images/Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023","data/documents/grids/Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.csv"
"18","SRC564","Fee_Report_INREV_Management_Fees_And_Terms_Study_2011.pdf","38","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","INREV","a5551e0fc312df9da3bc0ec25abe655509c757255825ca82e459bfc37e9b0de7","data/documents/txt/Fee_Report_INREV_Management_Fees_And_Terms_Study_2011.txt","data/documents/pdf/Fee_Report_INREV_Management_Fees_And_Terms_Study_2011.pdf","data/documents/images/Fee_Report_INREV_Management_Fees_And_Terms_Study_2011","data/documents/grids/Fee_Report_INREV_Management_Fees_And_Terms_Study_2011.csv"
"19","SRC468","Fee_Report_LACERA_Total_Fund_Investment_Cost_FY2023.pdf","40","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Los Angeles County Employees Retirement Association","30e3e8f7179522a0130f722bf45ad6858fb33c11bdad27ec231f6ce27381ad8a","data/documents/txt/Fee_Report_LACERA_Total_Fund_Investment_Cost_FY2023.txt","data/documents/pdf/Fee_Report_LACERA_Total_Fund_Investment_Cost_FY2023.pdf","data/documents/images/Fee_Report_LACERA_Total_Fund_Investment_Cost_FY2023","data/documents/grids/Fee_Report_LACERA_Total_Fund_Investment_Cost_FY2023.csv"
"20","SRC563","Fee_Report_INREV_Management_Fees_And_Terms_Study_2016.pdf","51","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","INREV","8231a76026598d315c5b4ae1dc826451e8d864e0e49ea3571ce2bfb3b13ab60f","data/documents/txt/Fee_Report_INREV_Management_Fees_And_Terms_Study_2016.txt","data/documents/pdf/Fee_Report_INREV_Management_Fees_And_Terms_Study_2016.pdf","data/documents/images/Fee_Report_INREV_Management_Fees_And_Terms_Study_2016","data/documents/grids/Fee_Report_INREV_Management_Fees_And_Terms_Study_2016.csv"
"21","SRC186","Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.pdf","142","Fee_Report","Fee_Report","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Fresno County Employees' Retirement Association (FCERA)","cc40ab9c553ae2dcc1bc1fb3c860a77d460694559f65e405bff0af82ded972e3","data/documents/txt/Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.txt","data/documents/pdf/Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.pdf","data/documents/images/Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021","data/documents/grids/Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.csv"
"22","SRC132","Valuation_JLLIPT_Institutional_Valuation_Methodology.pdf","3","Valuation","Valuation","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","JLL Income Property Trust","21face6058046d49fc7005fb8a2e7b63f7bf95ffb0e72cf05abbb350733d2e6d","data/documents/txt/Valuation_JLLIPT_Institutional_Valuation_Methodology.txt","data/documents/pdf/Valuation_JLLIPT_Institutional_Valuation_Methodology.pdf","data/documents/images/Valuation_JLLIPT_Institutional_Valuation_Methodology","data/documents/grids/Valuation_JLLIPT_Institutional_Valuation_Methodology.csv"
"23","SRC314","Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026.pdf","3","Valuation","Valuation","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Augmentum Fintech plc (independent valuation report)","1c5c98ac1422e0c451f7616487bb7a6ad10bbf7dbebc0b857cd8dd461547cc72","data/documents/txt/Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026.txt","data/documents/pdf/Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026.pdf","data/documents/images/Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026","data/documents/grids/Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026.csv"
"24","SRC587","Valuation_AIMA_Guide_To_Sound_Practices_Valuation_2018_Summary.pdf","4","Valuation","Valuation","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Alternative Investment Management Association (AIMA)","ede4be18fe47a208094d7005992e84049a56b2c260e3e2698ecd9be7ffa3c9a5","data/documents/txt/Valuation_AIMA_Guide_To_Sound_Practices_Valuation_2018_Summary.txt","data/documents/pdf/Valuation_AIMA_Guide_To_Sound_Practices_Valuation_2018_Summary.pdf","data/documents/images/Valuation_AIMA_Guide_To_Sound_Practices_Valuation_2018_Summary","data/documents/grids/Valuation_AIMA_Guide_To_Sound_Practices_Valuation_2018_Summary.csv"
"25","SRC556","Valuation_IPEV_Guidelines_December_2015.pdf","57","Valuation","Valuation","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","IPEV Board","009f8cb31e68003ac74b41609b7fcd9eb188966c3a7321100f19d7b2d46adfca","data/documents/txt/Valuation_IPEV_Guidelines_December_2015.txt","data/documents/pdf/Valuation_IPEV_Guidelines_December_2015.pdf","data/documents/images/Valuation_IPEV_Guidelines_December_2015","data/documents/grids/Valuation_IPEV_Guidelines_December_2015.csv"
"26","SRC555","Valuation_IPEV_Guidelines_December_2018.pdf","70","Valuation","Valuation","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","IPEV Board","b2c8d5e80cd23badf660024628ca0d6ad2617092e675fd21c68fceeba5675a07","data/documents/txt/Valuation_IPEV_Guidelines_December_2018.txt","data/documents/pdf/Valuation_IPEV_Guidelines_December_2018.pdf","data/documents/images/Valuation_IPEV_Guidelines_December_2018","data/documents/grids/Valuation_IPEV_Guidelines_December_2018.csv"
"27","SRC074","Valuation_IPEV_Guidelines_December_2022.pdf","81","Valuation","Valuation","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","International Private Equity and Venture Capital Valuation Guidelines Board (IPEV)","c037438a5b188f0a71a70636aaddb5997be9cb4f48923cde51e2d1d4d9417aa6","data/documents/txt/Valuation_IPEV_Guidelines_December_2022.txt","data/documents/pdf/Valuation_IPEV_Guidelines_December_2022.pdf","data/documents/images/Valuation_IPEV_Guidelines_December_2022","data/documents/grids/Valuation_IPEV_Guidelines_December_2022.csv"
"28","SRC247","NAV_Statement_SREIT_NAV_Supplement_May2024.pdf","4","NAV_Statement","NAV_Statement","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Starwood Real Estate Income Trust, Inc.","6fd8c243900f1595c3cdb0b4b5e44eacac39db50a5f75d39d13626fd3a8ed5e0","data/documents/txt/NAV_Statement_SREIT_NAV_Supplement_May2024.txt","data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_May2024.pdf","data/documents/images/NAV_Statement_SREIT_NAV_Supplement_May2024","data/documents/grids/NAV_Statement_SREIT_NAV_Supplement_May2024.csv"
"29","SRC248","NAV_Statement_SREIT_NAV_Supplement_Jun2024.pdf","4","NAV_Statement","NAV_Statement","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Starwood Real Estate Income Trust, Inc.","f85467d43c88fb8d331b6e29ec933572f72359d97d7db21a56b084c344da117a","data/documents/txt/NAV_Statement_SREIT_NAV_Supplement_Jun2024.txt","data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_Jun2024.pdf","data/documents/images/NAV_Statement_SREIT_NAV_Supplement_Jun2024","data/documents/grids/NAV_Statement_SREIT_NAV_Supplement_Jun2024.csv"
"30","SRC249","NAV_Statement_SREIT_NAV_Supplement_Aug2024.pdf","4","NAV_Statement","NAV_Statement","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Starwood Real Estate Income Trust, Inc.","c026b86f361d6a816ffaa2bdbf5493fce4d1dde270d84aef942f0360cfab2371","data/documents/txt/NAV_Statement_SREIT_NAV_Supplement_Aug2024.txt","data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_Aug2024.pdf","data/documents/images/NAV_Statement_SREIT_NAV_Supplement_Aug2024","data/documents/grids/NAV_Statement_SREIT_NAV_Supplement_Aug2024.csv"
"31","SRC250","NAV_Statement_SREIT_NAV_Supplement_Sep2024.pdf","4","NAV_Statement","NAV_Statement","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Starwood Real Estate Income Trust, Inc.","60fe245dac5aa0e41380046bc65b4732c3b151ed2f082ad4034eea279c2563cc","data/documents/txt/NAV_Statement_SREIT_NAV_Supplement_Sep2024.txt","data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_Sep2024.pdf","data/documents/images/NAV_Statement_SREIT_NAV_Supplement_Sep2024","data/documents/grids/NAV_Statement_SREIT_NAV_Supplement_Sep2024.csv"
"32","SRC251","NAV_Statement_SREIT_NAV_Supplement_Nov2024.pdf","4","NAV_Statement","NAV_Statement","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Starwood Real Estate Income Trust, Inc.","af70854b3612e976ca74c62e0e5c9af40b657f70f66137cc178e33c8e2024fcb","data/documents/txt/NAV_Statement_SREIT_NAV_Supplement_Nov2024.txt","data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_Nov2024.pdf","data/documents/images/NAV_Statement_SREIT_NAV_Supplement_Nov2024","data/documents/grids/NAV_Statement_SREIT_NAV_Supplement_Nov2024.csv"
"33","SRC051","NAV_Statement_SREIT_NAV_Supplement_May2025.pdf","54","NAV_Statement","NAV_Statement","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Starwood Real Estate Income Trust, Inc. (SREIT)","253c8af9f346bc7271753bf16717441cc9abc96999a0fdd635d771efc21fb5e8","data/documents/txt/NAV_Statement_SREIT_NAV_Supplement_May2025.txt","data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_May2025.pdf","data/documents/images/NAV_Statement_SREIT_NAV_Supplement_May2025","data/documents/grids/NAV_Statement_SREIT_NAV_Supplement_May2025.csv"
"34","SRC460","Capital_Call_ABC_Fund_LP_TrustAlta_Sample_Notice.pdf","1","Cash_Flow_Notice","Capital_Call","06-statements-and-economics","REFERENCE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Trust Alta","4d6bcf283b376ce1209c9c69b1792dbd6b0a3756e86593da6ff8000fa46b17de","data/documents/txt/Capital_Call_ABC_Fund_LP_TrustAlta_Sample_Notice.txt","data/documents/pdf/Capital_Call_ABC_Fund_LP_TrustAlta_Sample_Notice.pdf","data/documents/images/Capital_Call_ABC_Fund_LP_TrustAlta_Sample_Notice","data/documents/grids/Capital_Call_ABC_Fund_LP_TrustAlta_Sample_Notice.csv"
"35","SRC053","Performance_SREIT_Stockholder_Update_Apr2026.pdf","5","Cash_Flow_Notice","Performance","06-statements-and-economics","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Starwood Real Estate Income Trust, Inc. (SREIT)","87c9c964fe49de6b1c24db4c4a603faa3c79cb6811f992111c77ea1f404b92f8","data/documents/txt/Performance_SREIT_Stockholder_Update_Apr2026.txt","data/documents/pdf/Performance_SREIT_Stockholder_Update_Apr2026.pdf","data/documents/images/Performance_SREIT_Stockholder_Update_Apr2026","data/documents/grids/Performance_SREIT_Stockholder_Update_Apr2026.csv"
"36","SRC024","Capital_Call_Morgan_Lewis_Deskbook_Sample_Notice.pdf","6","Cash_Flow_Notice","Capital_Call","06-statements-and-economics","REFERENCE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Morgan Lewis","7718b401f194517e7f2f9eb298cd04c2d50ed3845bef2d9d80b0c5e3cc85a38e","data/documents/txt/Capital_Call_Morgan_Lewis_Deskbook_Sample_Notice.txt","data/documents/pdf/Capital_Call_Morgan_Lewis_Deskbook_Sample_Notice.pdf","data/documents/images/Capital_Call_Morgan_Lewis_Deskbook_Sample_Notice","data/documents/grids/Capital_Call_Morgan_Lewis_Deskbook_Sample_Notice.csv"
"37","SRC473","Distribution_CalPERS_Private_Equity_Cash_Flow_Examples_2015.pdf","13","Cash_Flow_Notice","Distribution","06-statements-and-economics","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","California Public Employees' Retirement System","4dda0aa7a494a69e7cdf2b0192fae6cc0fbafef014b6ea23bc5568dee5626c37","data/documents/txt/Distribution_CalPERS_Private_Equity_Cash_Flow_Examples_2015.txt","data/documents/pdf/Distribution_CalPERS_Private_Equity_Cash_Flow_Examples_2015.pdf","data/documents/images/Distribution_CalPERS_Private_Equity_Cash_Flow_Examples_2015","data/documents/grids/Distribution_CalPERS_Private_Equity_Cash_Flow_Examples_2015.csv"
"38","SRC462","PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.pdf","2","PCAP","PCAP","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Global Infrastructure Partners II-C / Northumberland County Council Pension Fund","781662bf1c5ba4799d5da223c17c18d29a6a475934548a84c926ba38be788feb","data/documents/txt/PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.txt","data/documents/pdf/PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.pdf","data/documents/images/PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017","data/documents/grids/PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.csv"
"39","SRC463","PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.pdf","2","PCAP","PCAP","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Antin Infrastructure Partners II LP / Northumberland County Council Pension Fund","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","data/documents/txt/PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.txt","data/documents/pdf/PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.pdf","data/documents/images/PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017","data/documents/grids/PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.csv"
"40","SRC011","PCAP_Invest_Europe_Individual_Capital_Account_Statement.pdf","3","PCAP","PCAP","06-statements-and-economics","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Invest Europe","500950f86e1a967d5da57b3a3b3386ad761c60cd3dc2cdf1300a1cf83c1adc0f","data/documents/txt/PCAP_Invest_Europe_Individual_Capital_Account_Statement.txt","data/documents/pdf/PCAP_Invest_Europe_Individual_Capital_Account_Statement.pdf","data/documents/images/PCAP_Invest_Europe_Individual_Capital_Account_Statement","data/documents/grids/PCAP_Invest_Europe_Individual_Capital_Account_Statement.csv"
