"work_order","file_id","filename","page_count","canonical_doc_type","source_header_doc_type","route","product_tier","routing_status","routing_reason","issuer","source_sha256","txt_path","pdf_path","image_dir","grid_path"
"11","SRC185","Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf","15","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","California State Teachers' Retirement System (CalSTRS)","70a686626584fe82f95a73323002e0c9d8edb76b36fe6a9a3cdbf51b386670d8","data/documents/txt/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.txt","data/documents/pdf/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf","data/documents/images/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25","data/documents/grids/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.csv"
"12","SRC038","Performance_MassVentures_Annual_Report_FY2015.pdf","17","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","MassVentures (Massachusetts Technology Development Corporation) / Commonwealth of Massachusetts Executive Office of Housing and Economic Development","c16a9bebd394302f82f7de0eb1c4a4026d6adf53e08a79759de7a762267e511e","data/documents/txt/Performance_MassVentures_Annual_Report_FY2015.txt","data/documents/pdf/Performance_MassVentures_Annual_Report_FY2015.pdf","data/documents/images/Performance_MassVentures_Annual_Report_FY2015","data/documents/grids/Performance_MassVentures_Annual_Report_FY2015.csv"
"13","SRC040","Financials_TEDCO_Maryland_Annual_Report_FY2021.pdf","17","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Maryland Technology Development Corporation (TEDCO)","19285aeb5632d72fab28652362d0c81a940894c064da04e935ea1cdfdbf3e5e3","data/documents/txt/Financials_TEDCO_Maryland_Annual_Report_FY2021.txt","data/documents/pdf/Financials_TEDCO_Maryland_Annual_Report_FY2021.pdf","data/documents/images/Financials_TEDCO_Maryland_Annual_Report_FY2021","data/documents/grids/Financials_TEDCO_Maryland_Annual_Report_FY2021.csv"
"14","SRC222","Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf","17","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Employees Retirement System of Texas (ERS)","716c4cd4fd7a858213434d9f93524c76887f038e85ab0bdae8af7a583ee165ab","data/documents/txt/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.txt","data/documents/pdf/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf","data/documents/images/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023","data/documents/grids/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.csv"
"15","SRC123","Performance_New_Mexico_SIC_Private_Equity_Program_2021.pdf","19","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Mercer (for New Mexico State Investment Council)","e6e12c0ed7e17603638e7bdcb87223cc6626c01cb4d0c86f9eb28b8cd409b2ab","data/documents/txt/Performance_New_Mexico_SIC_Private_Equity_Program_2021.txt","data/documents/pdf/Performance_New_Mexico_SIC_Private_Equity_Program_2021.pdf","data/documents/images/Performance_New_Mexico_SIC_Private_Equity_Program_2021","data/documents/grids/Performance_New_Mexico_SIC_Private_Equity_Program_2021.csv"
"16","SRC172","Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.pdf","19","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","New Mexico State Investment Council (presented to NM Legislature IPOC)","a2a50c0a39f5757c5c3293434165ca1685020835ab8f4e21d9dcc9d3cc6d96ab","data/documents/txt/Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.txt","data/documents/pdf/Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.pdf","data/documents/images/Performance_NMSIC_Private_Equity_Investment_Program_Nov2021","data/documents/grids/Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.csv"
"17","SRC173","Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.pdf","20","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","New Mexico State Investment Council (presented to NM Legislature IPOC)","a51fed7edde88d0dc9f544391d4cf95702b9d9cade79b227b957cabdfb39fc75","data/documents/txt/Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.txt","data/documents/pdf/Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.pdf","data/documents/images/Performance_NMSIC_Private_Equity_Investment_Program_Dec2020","data/documents/grids/Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.csv"
"18","SRC181","Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.pdf","20","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Colorado Public Employees' Retirement Association (Colorado PERA)","e7c3c5ceeb3eacdc186af9e734a28c1e8b7e73e70095d9c99f8ce8cf7c5ff868","data/documents/txt/Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.txt","data/documents/pdf/Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.pdf","data/documents/images/Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025","data/documents/grids/Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.csv"
"19","SRC061","Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.pdf","24","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","New Jersey Division of Investment","929576d838b369d272c0a18a107fa3e968419f1b7e9f1f063f88d6be101cefab","data/documents/txt/Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.txt","data/documents/pdf/Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.pdf","data/documents/images/Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026","data/documents/grids/Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.csv"
"20","SRC223","Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf","25","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Employees Retirement System of Texas (ERS)","dadb69f6b7d04dc2241c4bd733fd0284a3e614a6f24fdb7488ebb55c510f651d","data/documents/txt/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.txt","data/documents/pdf/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf","data/documents/images/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022","data/documents/grids/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.csv"
"21","SRC182","Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf","26","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Alaska Retirement Management Board (ARMB), Alaska Dept. of Revenue Treasury Division","6ceda55812963072741f213ae054a6922cb23187c8ebc6336ce5269968478ec9","data/documents/txt/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.txt","data/documents/pdf/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf","data/documents/images/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025","data/documents/grids/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.csv"
"22","SRC345","Performance_Aware_Super_Annual_Report_FY2025.pdf","27","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Aware Super","c41de7a599f490dc19873e220e53ccd3fbda7d9fd0c0361d6865a3e14ec1a263","data/documents/txt/Performance_Aware_Super_Annual_Report_FY2025.txt","data/documents/pdf/Performance_Aware_Super_Annual_Report_FY2025.pdf","data/documents/images/Performance_Aware_Super_Annual_Report_FY2025","data/documents/grids/Performance_Aware_Super_Annual_Report_FY2025.csv"
"23","SRC193","Reporting_LACERA_CIO_Monthly_Report_May2021.pdf","28","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Los Angeles County Employees Retirement Association (LACERA)","cb714c621a995ac1e577af43f6fd914857c3e98d676493c342d448215bbadab8","data/documents/txt/Reporting_LACERA_CIO_Monthly_Report_May2021.txt","data/documents/pdf/Reporting_LACERA_CIO_Monthly_Report_May2021.pdf","data/documents/images/Reporting_LACERA_CIO_Monthly_Report_May2021","data/documents/grids/Reporting_LACERA_CIO_Monthly_Report_May2021.csv"
"24","SRC174","Financials_Montana_Board_of_Investments_Annual_Report_FY2025.pdf","30","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Montana Board of Investments","137d821af62b751c5552237a50a0519d565fef4e686c5393ec98fa288c744310","data/documents/txt/Financials_Montana_Board_of_Investments_Annual_Report_FY2025.txt","data/documents/pdf/Financials_Montana_Board_of_Investments_Annual_Report_FY2025.pdf","data/documents/images/Financials_Montana_Board_of_Investments_Annual_Report_FY2025","data/documents/grids/Financials_Montana_Board_of_Investments_Annual_Report_FY2025.csv"
"25","SRC036","Performance_Ohio_Capital_Fund_Annual_Report_2022.pdf","32","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Buckeye Venture Partners LLC (program administrator) for The Ohio Capital Fund LLC / Ohio Venture Capital Authority","ec57a4e026707793b6eb6c5a78a63a7e4dcf6166c593587bd39841b4c942d797","data/documents/txt/Performance_Ohio_Capital_Fund_Annual_Report_2022.txt","data/documents/pdf/Performance_Ohio_Capital_Fund_Annual_Report_2022.pdf","data/documents/images/Performance_Ohio_Capital_Fund_Annual_Report_2022","data/documents/grids/Performance_Ohio_Capital_Fund_Annual_Report_2022.csv"
"26","SRC212","Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.pdf","33","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Indiana Public Retirement System (INPRS)","a18e7fee58a1a9815d879d7baaad6687bf7f0da815eff4adf507eac611712d29","data/documents/txt/Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.txt","data/documents/pdf/Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.pdf","data/documents/images/Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023","data/documents/grids/Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.csv"
"27","SRC383","Performance_University_of_California_Annual_Endowment_Report_FY2025.pdf","42","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of California Office of the Chief Investment Officer of the Regents","7c3dd566d3f86db1db433ab924390a45eb36f7dbbac7dc510558e9f4d31d499a","data/documents/txt/Performance_University_of_California_Annual_Endowment_Report_FY2025.txt","data/documents/pdf/Performance_University_of_California_Annual_Endowment_Report_FY2025.pdf","data/documents/images/Performance_University_of_California_Annual_Endowment_Report_FY2025","data/documents/grids/Performance_University_of_California_Annual_Endowment_Report_FY2025.csv"
"28","SRC318","Financials_NBIM_GPFG_Half_Year_Report_2025.pdf","45","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Norges Bank Investment Management","659f69307d243244846d965f07cfdb7ea61e9d72225af37e8b4a54a9847b5651","data/documents/txt/Financials_NBIM_GPFG_Half_Year_Report_2025.txt","data/documents/pdf/Financials_NBIM_GPFG_Half_Year_Report_2025.pdf","data/documents/images/Financials_NBIM_GPFG_Half_Year_Report_2025","data/documents/grids/Financials_NBIM_GPFG_Half_Year_Report_2025.csv"
"29","SRC068","Performance_San_Jose_Federated_Private_Markets_Q2_2017.pdf","47","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","San Jose Federated City Employees' Retirement System","e3a31eb81727380ac37ef76be19cf659dd79e5a4e38e2f745ac0422a3665cb44","data/documents/txt/Performance_San_Jose_Federated_Private_Markets_Q2_2017.txt","data/documents/pdf/Performance_San_Jose_Federated_Private_Markets_Q2_2017.pdf","data/documents/images/Performance_San_Jose_Federated_Private_Markets_Q2_2017","data/documents/grids/Performance_San_Jose_Federated_Private_Markets_Q2_2017.csv"
"30","SRC125","Performance_Texas_ERS_PRB_Annual_Report_2023.pdf","54","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Texas ERS (via Texas Pension Review Board)","bba64bb3a88cf3c6d5c0c5897df35e70a1cd8a51476dff97df03037573e91afb","data/documents/txt/Performance_Texas_ERS_PRB_Annual_Report_2023.txt","data/documents/pdf/Performance_Texas_ERS_PRB_Annual_Report_2023.pdf","data/documents/images/Performance_Texas_ERS_PRB_Annual_Report_2023","data/documents/grids/Performance_Texas_ERS_PRB_Annual_Report_2023.csv"
"31","SRC348","Performance_AustralianSuper_Annual_Report_FY2025.pdf","57","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","AustralianSuper","44c4a2ef7f0422270d4a2437b66ac3d9008515f12d682d36cc7feece17e92f75","data/documents/txt/Performance_AustralianSuper_Annual_Report_FY2025.txt","data/documents/pdf/Performance_AustralianSuper_Annual_Report_FY2025.pdf","data/documents/images/Performance_AustralianSuper_Annual_Report_FY2025","data/documents/grids/Performance_AustralianSuper_Annual_Report_FY2025.csv"
"32","SRC218","Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.pdf","58","Institutional_Report","Quarterly_Report","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Tennessee Consolidated Retirement System (TCRS) Board of Trustees","ce87d8216de9d467b96481752b62bdfdc02cee5aa43f4098fe2498ba390bfa00","data/documents/txt/Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.txt","data/documents/pdf/Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.pdf","data/documents/images/Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025","data/documents/grids/Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.csv"
"33","SRC342","Financials_Keva_Annual_Report_2024.pdf","62","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Keva","c9d7748bfb5027b2ff0060fee90e51a7c9e4a83971bb8beeb6d43f1de75eb0c9","data/documents/txt/Financials_Keva_Annual_Report_2024.txt","data/documents/pdf/Financials_Keva_Annual_Report_2024.pdf","data/documents/images/Financials_Keva_Annual_Report_2024","data/documents/grids/Financials_Keva_Annual_Report_2024.csv"
"34","SRC211","Performance_Florida_SBA_Annual_Investment_Report_FY2024.pdf","65","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","State Board of Administration of Florida","821c3f1bb9896cfd6052ee1fc964198dc5d4eb3c28186eb275856cd2f3451268","data/documents/txt/Performance_Florida_SBA_Annual_Investment_Report_FY2024.txt","data/documents/pdf/Performance_Florida_SBA_Annual_Investment_Report_FY2024.pdf","data/documents/images/Performance_Florida_SBA_Annual_Investment_Report_FY2024","data/documents/grids/Performance_Florida_SBA_Annual_Investment_Report_FY2024.csv"
"35","SRC124","Performance_SFERS_Private_Equity_Update_2025.pdf","68","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","San Francisco Employees' Retirement System (SFERS)","50fe042ee4d5d9e2d6181a33f1860fb5b50e0884ba37ec1b9c65ad81361b0b52","data/documents/txt/Performance_SFERS_Private_Equity_Update_2025.txt","data/documents/pdf/Performance_SFERS_Private_Equity_Update_2025.pdf","data/documents/images/Performance_SFERS_Private_Equity_Update_2025","data/documents/grids/Performance_SFERS_Private_Equity_Update_2025.csv"
"36","SRC322","Financials_Border_To_Coast_Annual_Report_FY2022.pdf","68","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Border to Coast Pensions Partnership Ltd","849b2e924a5b06911b571419b49a6af9e4e3fa4097d900f75b512d65c75e9be6","data/documents/txt/Financials_Border_To_Coast_Annual_Report_FY2022.txt","data/documents/pdf/Financials_Border_To_Coast_Annual_Report_FY2022.pdf","data/documents/images/Financials_Border_To_Coast_Annual_Report_FY2022","data/documents/grids/Financials_Border_To_Coast_Annual_Report_FY2022.csv"
"37","SRC603","Performance_Quincy_Retirement_System_Board_Meeting_Materials_May2025.pdf","69","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","City of Quincy Retirement System (Meketa performance update)","5712bd79350a4cb01037d019c451750a8344f8921b54fba7a02131e388de5af0","data/documents/txt/Performance_Quincy_Retirement_System_Board_Meeting_Materials_May2025.txt","data/documents/pdf/Performance_Quincy_Retirement_System_Board_Meeting_Materials_May2025.pdf","data/documents/images/Performance_Quincy_Retirement_System_Board_Meeting_Materials_May2025","data/documents/grids/Performance_Quincy_Retirement_System_Board_Meeting_Materials_May2025.csv"
"38","SRC171","Performance_SFERS_Private_Credit_Annual_Update_Jul2025.pdf","70","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","San Francisco Employees' Retirement System (SFERS)","c5840b24daf26e5be70a821b3ef73d5d3f97177047e1b7e9ab0ffdeda18129e0","data/documents/txt/Performance_SFERS_Private_Credit_Annual_Update_Jul2025.txt","data/documents/pdf/Performance_SFERS_Private_Credit_Annual_Update_Jul2025.pdf","data/documents/images/Performance_SFERS_Private_Credit_Annual_Update_Jul2025","data/documents/grids/Performance_SFERS_Private_Credit_Annual_Update_Jul2025.csv"
"39","SRC321","Financials_Border_To_Coast_Annual_Report_FY2023.pdf","76","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Border to Coast Pensions Partnership Ltd","5748c6388d4ae3799609e1e352c23744f0f6aeb2cd5f85fa8781f21ae4d699da","data/documents/txt/Financials_Border_To_Coast_Annual_Report_FY2023.txt","data/documents/pdf/Financials_Border_To_Coast_Annual_Report_FY2023.pdf","data/documents/images/Financials_Border_To_Coast_Annual_Report_FY2023","data/documents/grids/Financials_Border_To_Coast_Annual_Report_FY2023.csv"
