candidate_id,expansion_document_id,package_id,title,folder,priority,download_status,admission_status,admission_reason,proposed_doc_type,report_subtype,canonical_doc_type_if_admitted,dispatch_scope_if_admitted,license_note,source_format,native_file_ext,filename,native_path,source_url,resolved_url,bytes,native_sha256,magic_ok,page_count,has_text_layer,char_count_sample,n_tables_detected,max_table_cols,has_landscape_page,merge_size_ok,type_in_live_enum,canonical_merge_blocked,file_id
EXP-011,EXPDOC-011,PKG-ILPA-CCD,ILPA Capital Call and Distribution Suggested Guidance,ilpa,P0,DOWNLOADED,ADMITTED,admitted as SRC622,Cash_Flow_Notice,Capital_Call_Detail,Cash_Flow_Notice,UNSCHEDULED,freely_published,pdf,pdf,ilpa-capital-call-distribution-guidance.pdf,Expansion/Data/source-documents/ilpa/ilpa-capital-call-distribution-guidance.pdf,https://ilpa.org/wp-content/uploads/2025/09/ILPA-Suggested-Guidance-2025-Final.pdf,https://ilpa.org/wp-content/uploads/2025/09/ILPA-Suggested-Guidance-2025-Final.pdf,866758,5fe91c5f7859aae5cc3164ea205ff722e13d165b37fb40781fe692c2558ec18a,TRUE,26,TRUE,13218,1,4,FALSE,TRUE,TRUE,FALSE,SRC622
EXP-012,EXPDOC-012,PKG-ILPA-PORTCO,DRAFT ILPA Portfolio Company Template 2026,ilpa,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF; template or mock; dispatch would be REFERENCE if admitted,Portfolio_Company_Report,ILPA_PortCo_Template,,REFERENCE,model_template,xlsx,xlsx,ilpa-portfolio-company-template-2026-draft.xlsx,Expansion/Data/source-documents/ilpa/ilpa-portfolio-company-template-2026-draft.xlsx,https://ilpa.org/wp-content/uploads/2026/07/ILPA-Portfolio-Company-Template_Comment-PeriodvF.xlsx,https://ilpa.org/wp-content/uploads/2026/07/ILPA-Portfolio-Company-Template_Comment-PeriodvF.xlsx,150870,3a686db8d423ce8314551acf6fb0347460e7a0f6e3d278be8e450bf6ca330ff3,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-013,EXPDOC-013,PKG-ILPA-CCD,ILPA Capital Call and Distribution Template Examples,ilpa,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF; template or mock; dispatch would be REFERENCE if admitted,Cash_Flow_Notice,Capital_Call_Detail,Cash_Flow_Notice,REFERENCE,model_template,xlsx,xlsx,ilpa-ccd-template-examples.xlsx,Expansion/Data/source-documents/ilpa/ilpa-ccd-template-examples.xlsx,https://ilpa.org/wp-content/uploads/2025/09/ILPA-CCD-Template-Examples-1.xlsx,https://ilpa.org/wp-content/uploads/2025/09/ILPA-CCD-Template-Examples-1.xlsx,211829,8df11eea1455e3a3f69e86cc00c8177c50441a9a58386a21c8980d63bbd66f32,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-014,EXPDOC-014,PKG-ILPA-CONTINUATION,ILPA Continuation Fund Disclosure Template,ilpa,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF; template or mock; dispatch would be REFERENCE if admitted,Continuation_Fund,Continuation_Disclosure,,REFERENCE,model_template,docx,docx,ilpa-continuation-fund-disclosure-template.docx,Expansion/Data/source-documents/ilpa/ilpa-continuation-fund-disclosure-template.docx,https://go.ilpa.org/l/224412/2026-01-27/2b9x3n,https://ilpa.org/wp-content/uploads/2026/01/ILPA-Continuation-Fund-Disclosure-Template.docx,77501,69f1e89329d634b9ea32b131b45a691f8e63da7b846d8593ce5673254252621d,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-015,EXPDOC-015,PKG-ILPA-CCD,ILPA Capital Call and Distribution Template v2,ilpa,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF; template or mock; dispatch would be REFERENCE if admitted,Cash_Flow_Notice,Capital_Call_Detail,Cash_Flow_Notice,REFERENCE,model_template,xlsx,xlsx,ilpa-capital-call-distribution-template-v2.xlsx,Expansion/Data/source-documents/ilpa/ilpa-capital-call-distribution-template-v2.xlsx,https://go.ilpa.org/l/224412/2025-09-11/27t2sj,https://ilpa.org/wp-content/uploads/2025/09/ILPA-Capital-Call-Distribution-Template-v.-2.0.xlsx,70669,2900ed5cd6a4c1ad597b8501134da7bb00a378a87142626dde528d99550876a6,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-016,EXPDOC-016,PKG-CARLYLE-ALPINVEST,Carlyle AlpInvest Private Markets Secondaries Fund N-CSR 2026,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Financials,N_CSR,Financials,UNSCHEDULED,public_filing,html,html,carlyle-alpinvest-secondaries-ncsr-2026.html,Expansion/Data/source-documents/sec-filings/carlyle-alpinvest-secondaries-ncsr-2026.html,https://www.sec.gov/Archives/edgar/data/2058263/000205826326000005/caps_202603xn-csr.htm,https://www.sec.gov/Archives/edgar/data/2058263/000205826326000005/caps_202603xn-csr.htm,1283485,f53c4a2309f2323889b22be47f21049149cb0b325d0d78182f7929bf5d99a646,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-017,EXPDOC-017,PKG-CARLYLE-ALPINVEST,Carlyle AlpInvest Private Markets Secondaries Fund NPORT-EX 2025-12,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Schedule_Inv,NPORT_EX,Schedule_Inv,UNSCHEDULED,public_filing,html,html,carlyle-alpinvest-secondaries-nport-ex-2025-12.html,Expansion/Data/source-documents/sec-filings/carlyle-alpinvest-secondaries-nport-ex-2025-12.html,https://www.sec.gov/Archives/edgar/data/2058263/000104916926000693/CAPS_2025.12_N-PORT_PART_F.htm,https://www.sec.gov/Archives/edgar/data/2058263/000104916926000693/CAPS_2025.12_N-PORT_PART_F.htm,131494,c4a66a28478c1861fff90eb921d1d92380e24d4382f2fa38c8b5be45cd99e2ba,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-018,EXPDOC-018,PKG-CARLYLE-ALPINVEST,Carlyle AlpInvest Private Markets Secondaries Fund NPORT-P 2025-12,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Schedule_Inv,NPORT_P,Schedule_Inv,UNSCHEDULED,public_filing,xml,xml,carlyle-alpinvest-secondaries-nport-p-2025-12.xml,Expansion/Data/source-documents/sec-filings/carlyle-alpinvest-secondaries-nport-p-2025-12.xml,https://www.sec.gov/Archives/edgar/data/2058263/000104916926000693/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/2058263/000104916926000693/primary_doc.xml,50939,6b83584ac1dec615b478dd451fc1d7c40c93acec63646d591d9bed5c3376a751,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-019,EXPDOC-019,PKG-CARLYLE-ALPINVEST,Carlyle AlpInvest Private Markets Secondaries Fund Prospectus 2026-07,sec-filings,P1,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,PPM,N_2,PPM,UNSCHEDULED,public_filing,html,html,carlyle-alpinvest-secondaries-prospectus-2026-07.html,Expansion/Data/source-documents/sec-filings/carlyle-alpinvest-secondaries-prospectus-2026-07.html,https://www.sec.gov/Archives/edgar/data/2058263/000139834426013055/fp0100147-1_486bposixbrl.htm,https://www.sec.gov/Archives/edgar/data/2058263/000139834426013055/fp0100147-1_486bposixbrl.htm,1195863,bc6d35caa3e7a1793ad2d9cb38cb2209605a3f7f6a9f7d8b5870ccf91b93751e,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-020,EXPDOC-020,PKG-COLLER-SECONDARIES,Coller Secondaries Private Equity Opportunities Fund N-CSR 2026,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Financials,N_CSR,Financials,UNSCHEDULED,public_filing,html,html,coller-secondaries-ncsr-2026.html,Expansion/Data/source-documents/sec-filings/coller-secondaries-ncsr-2026.html,https://www.sec.gov/Archives/edgar/data/1969180/000110465926070882/tm266851d1_ncsr.htm,https://www.sec.gov/Archives/edgar/data/1969180/000110465926070882/tm266851d1_ncsr.htm,1322143,c0348de2ff762b9a3c43bd791cb6e2bda7d5f1bf8687eec9c6821815fd8c938c,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-021,EXPDOC-021,PKG-COLLER-SECONDARIES,Coller Secondaries Private Equity Opportunities Fund NPORT-EX 2025-12,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Schedule_Inv,NPORT_EX,Schedule_Inv,UNSCHEDULED,public_filing,html,html,coller-secondaries-nport-ex-2025-12.html,Expansion/Data/source-documents/sec-filings/coller-secondaries-nport-ex-2025-12.html,https://www.sec.gov/Archives/edgar/data/1969180/000141036826020768/NPORT_CZVC_38764804_1225.htm,https://www.sec.gov/Archives/edgar/data/1969180/000141036826020768/NPORT_CZVC_38764804_1225.htm,391560,c687cf6c45b036c288098600dd0d9008b77e0b0ff258fe8190b5b0222a12b5a8,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-022,EXPDOC-022,PKG-COLLER-SECONDARIES,Coller Secondaries Private Equity Opportunities Fund NPORT-P 2025-12,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Schedule_Inv,NPORT_P,Schedule_Inv,UNSCHEDULED,public_filing,xml,xml,coller-secondaries-nport-p-2025-12.xml,Expansion/Data/source-documents/sec-filings/coller-secondaries-nport-p-2025-12.xml,https://www.sec.gov/Archives/edgar/data/1969180/000141036826020768/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1969180/000141036826020768/primary_doc.xml,158960,13bcadce79d829d179a2506669be7c0a3cf9ee50c3a4a4488cdc3e5f56afa7d9,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-023,EXPDOC-023,PKG-COLLER-SECONDARIES,Coller Secondaries SC TO-I 2026,sec-filings,P1,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Institutional_Report,Secondary_Sale_RFP,Institutional_Report,UNSCHEDULED,public_filing,html,html,coller-secondaries-sc-to-i-2026.html,Expansion/Data/source-documents/sec-filings/coller-secondaries-sc-to-i-2026.html,https://www.sec.gov/Archives/edgar/data/1969180/000121390026057349/ea0289481-01_sctoi.htm,https://www.sec.gov/Archives/edgar/data/1969180/000121390026057349/ea0289481-01_sctoi.htm,169209,f63d2301d4bea1357e0f4c1b3b52378bb843e6f3bcc52e2a168f13c8032c5dab,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-024,EXPDOC-024,PKG-ARES-PMF,Ares Private Markets Fund N-CSR 2026,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Financials,N_CSR,Financials,UNSCHEDULED,public_filing,html,html,ares-private-markets-ncsr-2026.html,Expansion/Data/source-documents/sec-filings/ares-private-markets-ncsr-2026.html,https://www.sec.gov/Archives/edgar/data/1876006/000110465926070470/tm2616630d1_ncsr.htm,https://www.sec.gov/Archives/edgar/data/1876006/000110465926070470/tm2616630d1_ncsr.htm,1519830,d475b60990691533b47b7cabb01753ec2b51d3fa318a39e0c0743ccce130f839,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-025,EXPDOC-025,PKG-ARES-PMF,Ares Private Markets Fund NPORT-EX 2025-12,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Schedule_Inv,NPORT_EX,Schedule_Inv,UNSCHEDULED,public_filing,html,html,ares-private-markets-nport-ex-2025-12.html,Expansion/Data/source-documents/sec-filings/ares-private-markets-nport-ex-2025-12.html,https://www.sec.gov/Archives/edgar/data/1876006/000104916926000700/fp0097777_nportex.htm,https://www.sec.gov/Archives/edgar/data/1876006/000104916926000700/fp0097777_nportex.htm,392825,55feeaac338b7cd8d8411a25f5e1910751882097a94816c61f12202d95146d32,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-026,EXPDOC-026,PKG-ARES-PMF,Ares Private Markets Fund NPORT-P 2025-12,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Schedule_Inv,NPORT_P,Schedule_Inv,UNSCHEDULED,public_filing,xml,xml,ares-private-markets-nport-p-2025-12.xml,Expansion/Data/source-documents/sec-filings/ares-private-markets-nport-p-2025-12.xml,https://www.sec.gov/Archives/edgar/data/1876006/000104916926000700/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1876006/000104916926000700/primary_doc.xml,397110,2fcfebf6af589fc4f0ce48ff81ec9d546f7ecb7d081ffd031335632407ba2ae8,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-027,EXPDOC-027,PKG-ARES-PMF,Ares Private Markets Fund SC TO-I 2026,sec-filings,P1,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Institutional_Report,Secondary_Sale_RFP,Institutional_Report,UNSCHEDULED,public_filing,html,html,ares-private-markets-sc-to-i-2026.html,Expansion/Data/source-documents/sec-filings/ares-private-markets-sc-to-i-2026.html,https://www.sec.gov/Archives/edgar/data/1876006/000110465926022851/tm267622d1_sctoi.htm,https://www.sec.gov/Archives/edgar/data/1876006/000110465926022851/tm267622d1_sctoi.htm,94920,d6b9f17aae6eb3179e0d3ac9f1574191970801669cf37456f0548e0066ec2f16,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-028,EXPDOC-028,PKG-HL-PAF,Hamilton Lane Private Assets Fund N-CSR 2026,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Financials,N_CSR,Financials,UNSCHEDULED,public_filing,html,html,hamilton-lane-private-assets-ncsr-2026.html,Expansion/Data/source-documents/sec-filings/hamilton-lane-private-assets-ncsr-2026.html,https://www.sec.gov/Archives/edgar/data/1803491/000121390026066804/ea0291054-01_ncsr.htm,https://www.sec.gov/Archives/edgar/data/1803491/000121390026066804/ea0291054-01_ncsr.htm,7694523,f601ea04a192df1e8e74def1effbbe4ae4b33de0162ecda39172dbf7bd535eda,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-029,EXPDOC-029,PKG-HL-PAF,Hamilton Lane Private Assets Fund NPORT-EX 2026-06,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Schedule_Inv,NPORT_EX,Schedule_Inv,UNSCHEDULED,public_filing,html,html,hamilton-lane-private-assets-nport-ex-2026-06.html,Expansion/Data/source-documents/sec-filings/hamilton-lane-private-assets-nport-ex-2026-06.html,https://www.sec.gov/Archives/edgar/data/1803491/000119312526373881/hlpafsoi6302026.htm,https://www.sec.gov/Archives/edgar/data/1803491/000119312526373881/hlpafsoi6302026.htm,515753,22d8c60c5391827f0e754c45fca1bd59696ad90631a235e913c986953fb09eb4,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-030,EXPDOC-030,PKG-HL-PAF,Hamilton Lane Private Assets Fund NPORT-P 2026-06,sec-filings,P0,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Schedule_Inv,NPORT_P,Schedule_Inv,UNSCHEDULED,public_filing,xml,xml,hamilton-lane-private-assets-nport-p-2026-06.xml,Expansion/Data/source-documents/sec-filings/hamilton-lane-private-assets-nport-p-2026-06.xml,https://www.sec.gov/Archives/edgar/data/1803491/000119312526373881/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1803491/000119312526373881/primary_doc.xml,338803,f4b97047dc1343cbecc957d3d6df373d1b65d4f475ca6c41a6ab93ea49329a25,TRUE,,,,,,,TRUE,TRUE,TRUE,
EXP-031,EXPDOC-031,PKG-HL-PAF,Hamilton Lane Private Assets Fund SC TO-I 2026,sec-filings,P1,DOWNLOADED,HOLD,native is not PDF; merge and page pipeline require a canonical PDF,Institutional_Report,Secondary_Sale_RFP,Institutional_Report,UNSCHEDULED,public_filing,html,html,hamilton-lane-private-assets-sc-to-i-2026.html,Expansion/Data/source-documents/sec-filings/hamilton-lane-private-assets-sc-to-i-2026.html,https://www.sec.gov/Archives/edgar/data/1803491/000121390026013125/ea0274415-01_sctoi.htm,https://www.sec.gov/Archives/edgar/data/1803491/000121390026013125/ea0274415-01_sctoi.htm,83351,b27280cb870bba1e55c851ea08f95f5fa65ae7f7359af55fda080b644cb657f6,TRUE,,,,,,,TRUE,TRUE,TRUE,
