"file_id","filename","pages","gridded_pages","value_cells","named_columns","total_columns","text_layer","note"
"SRC070","Performance_WSIB_Private_Equity_Portfolio_Overview.pdf","7","6","3521","48","51","native",""
"SRC071","Performance_CalPERS_PERF_Partnership_Report.pdf","20","19","1926","94","94","native",""
"SRC074","Valuation_IPEV_Guidelines_December_2022.pdf","81","4","30","5","12","native",""
"SRC086","Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf","145","48","742","87","124","native",""
"SRC087","Financials_CohnReznick_Private_Equity_Illustrative_2025.pdf","31","12","148","26","41","native",""
"SRC088","Financials_PwC_Investment_Fund_Illustrative_2025.pdf","91","44","1327","86","139","native",""
"SRC089","Financials_Withum_Venture_Capital_Fund_Illustrative.pdf","28","6","158","14","31","native",""
"SRC090","Financials_EY_Good_Investment_Fund_Illustrative_2018.pdf","85","38","1477","86","177","native",""
"SRC091","Financials_KPMG_Private_Equity_Illustrative_2022.pdf","40","13","281","21","39","native",""
"SRC092","Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf","116","33","773","46","114","native",""
"SRC099","Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA.pdf","21","9","265","20","42","native",""
"SRC100","Performance_USS_Investment_Builder_Quarterly_Report.pdf","25","4","145","14","20","native",""
"SRC101","PCAP_Heritage_Fund_I_LP_PSERS_FOIA.pdf","6","0","0","0","0","ocr","no text layer to grid; read the page images"
"SRC102","PCAP_Jefferson_Partners_Fund_IV_PSERS_FOIA.pdf","14","0","0","0","0","ocr","no text layer to grid; read the page images"
"SRC103","DDQ_AIMA_CTA_Chesapeake_Capital.pdf","27","3","23","0","16","native",""
"SRC105","Financials_Tetragon_Financial_Group_Annual2025.pdf","88","36","1021","104","246","mixed",""
"SRC106","Financials_Tetragon_Financial_Group_Annual2022.pdf","136","59","1666","140","301","mixed",""
"SRC107","DDQ_AIMA_Bear_Stearns_HGSCS_FCIC.pdf","22","7","48","4","18","native",""
"SRC108","NAV_Statement_ThirdPoint_Monthly_Aug2025.pdf","6","4","83","19","23","native",""
"SRC109","Financials_PershingSquareHoldings_Annual2025.pdf","126","44","1029","35","201","native",""
"SRC110","Financials_BlueCrest_AllBlue_Fund_2013.pdf","110","49","1193","118","214","native",""
"SRC111","Financials_ThirdPoint_Investors_Annual2022.pdf","63","25","456","49","98","native",""
"SRC113","Financials_KPMG_HedgeFund_Illustrative_2025.pdf","118","44","750","75","143","native",""
"SRC114","NAV_Statement_BHMacro_Monthly_Apr2024.pdf","5","0","0","0","0","native","no numeric tables detected"
"SRC120","Performance_Oregon_OPERF_Private_Equity_Portfolio_2025Q3.pdf","9","9","2638","45","54","native",""
"SRC121","Performance_LACERA_Private_Equity_Holdings_2020Q3.pdf","4","4","2549","28","32","native",""
"SRC122","Performance_Florida_Growth_Fund_OPPAGA_Review_2025.pdf","12","3","80","7","12","native",""
"SRC123","Performance_New_Mexico_SIC_Private_Equity_Program_2021.pdf","19","1","56","8","8","mixed",""
"SRC124","Performance_SFERS_Private_Equity_Update_2025.pdf","68","24","250","50","193","native",""
"SRC125","Performance_Texas_ERS_PRB_Annual_Report_2023.pdf","54","7","131","8","29","native",""
"SRC126","Performance_NY_OSC_Pension_In_State_Investments.pdf","80","14","137","30","41","native",""
"SRC127","Quarterly_Report_ASKIA_PSERS_2017Q4_FOIA.pdf","23","8","305","23","46","native",""
"SRC129","Financials_EisnerAmper_Illustrative_2022.pdf","42","4","21","4","10","native",""
"SRC130","Financials_Deloitte_AIFM_Illustrative_2024.pdf","38","11","88","4","39","native",""
"SRC132","Valuation_JLLIPT_Institutional_Valuation_Methodology.pdf","3","0","0","0","0","native","no numeric tables detected"
"SRC134","Performance_PSERS_PEVCPD_Partnership_Data_20130331.pdf","7","7","1294","42","60","native",""
"SRC135","Performance_PSERS_PEVCPD_Partnership_Data_20141231.pdf","8","8","1371","48","57","native",""
"SRC136","Performance_PSERS_PEVCPD_Partnership_Data_20150930.pdf","16","8","1238","40","49","native",""
"SRC137","Performance_PSERS_Real_Estate_Partnership_Data_1Q2013.pdf","3","3","625","21","21","native",""
"SRC138","Performance_PSERS_PEVCSS_PEIP_Partnership_Data_4Q2016.pdf","7","7","1453","42","49","native",""
"SRC139","Performance_PSERS_Real_Estate_Partnership_Data_3Q2017.pdf","4","4","793","28","28","native",""
"SRC140","Performance_PSERS_PEVCPD_PEI_Partnership_Data_4Q2015.pdf","6","6","1524","36","53","native",""
"SRC145","Fee_Report_PSERS_Fees_By_Manager_FY2013.pdf","10","0","0","0","0","native","no numeric tables detected"
"SRC146","Fee_Report_PSERS_Fees_By_Manager_FY2016.pdf","9","0","0","0","0","native","no numeric tables detected"
"SRC147","Fee_Report_PSERS_Fee_Transparency_Response_Bullet2.pdf","1","1","7","3","3","native",""
"SRC148","Performance_PSERS_Adjusted_Ending_Value_TVPI_DPI_RVPI_Jun2018.pdf","5","4","1408","44","57","native",""
"SRC149","Performance_PSERS_Benchmarking_Direct_Alpha_PME_Jun2018.pdf","4","4","1446","43","55","native",""
"SRC151","Reporting_Glass_Lewis_Proxy_Season_Review_2017_PSERS.pdf","19","0","0","0","0","native","no numeric tables detected"
"SRC152","Financials_PSERS_Notes_To_Financial_Statements_Response002.pdf","5","5","169","13","22","native",""
"SRC160","Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.pdf","69","40","2883","125","305","native",""
"SRC161","Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.pdf","59","41","3072","154","305","native",""
"SRC162","Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.pdf","65","41","3074","185","310","native",""
"SRC163","Financials_PA_SERS_Budget_Book_2017.pdf","83","35","1752","89","146","native",""
"SRC164","Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.pdf","8","8","4789","28","123","native",""
"SRC165","Performance_LACERA_Total_Fund_Performance_3Q2022.pdf","177","140","6102","608","1110","native",""
"SRC166","Performance_WSIB_Quarterly_Investment_Report_Jun2025.pdf","25","17","881","49","115","native",""
"SRC167","Performance_WSIB_Quarterly_Investment_Report_Dec2024.pdf","25","20","1099","57","145","native",""
"SRC168","Performance_OPERF_Private_Equity_Portfolio_Q4_2023.pdf","9","9","2519","45","54","native",""
"SRC169","Performance_OCERS_Private_Equity_Portfolio_Q2_2025.pdf","13","11","2100","88","114","native",""
"SRC170","Performance_KCERA_Investment_Performance_Review_Q2_2023.pdf","41","21","2803","143","192","native",""
"SRC171","Performance_SFERS_Private_Credit_Annual_Update_Jul2025.pdf","70","12","142","24","99","mixed",""
"SRC172","Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.pdf","19","1","56","8","8","mixed",""
"SRC173","Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.pdf","20","3","55","10","14","mixed",""
"SRC174","Financials_Montana_Board_of_Investments_Annual_Report_FY2025.pdf","30","16","739","64","75","native",""
"SRC175","Financials_Arizona_PSPRS_ACFR_FY2025.pdf","160","109","9642","320","730","native",""
"SRC176","Performance_SDCERA_Quarterly_Investment_Report_Q1_2017.pdf","118","67","4214","219","652","native",""
"SRC177","Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.pdf","31","18","2774","142","177","mixed",""
"SRC178","Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.pdf","85","47","3195","184","290","native",""
"SRC179","Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.pdf","14","13","991","75","109","native",""
"SRC180","Reporting_Colorado_PERA_Investment_Committee_Materials_Nov2025.pdf","96","21","1261","70","142","native",""
"SRC181","Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.pdf","20","6","136","15","20","native",""
"SRC182","Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf","26","21","3166","113","149","native",""
"SRC183","Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.pdf","22","8","219","14","24","native",""
"SRC184","Financials_Hawaii_ERS_ACFR_FY2021.pdf","183","106","4102","234","545","mixed",""
"SRC185","Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf","15","10","97","8","41","native",""
"SRC186","Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.pdf","142","81","9311","319","497","native",""
"SRC187","Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.pdf","3","0","0","0","0","native","no numeric tables detected"
"SRC188","Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.pdf","16","6","96","13","24","native",""
"SRC189","Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.pdf","19","6","38","9","46","native",""
"SRC190","Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf","81","61","4819","227","581","native",""
"SRC191","Financials_Nevada_PERS_ACFR_FY2024.pdf","139","65","1994","125","334","native",""
"SRC192","Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf","5","5","285","12","32","native",""
"SRC193","Reporting_LACERA_CIO_Monthly_Report_May2021.pdf","28","4","149","6","13","native",""
"SRC194","Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.pdf","19","5","48","13","74","native",""
"SRC195","Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.pdf","11","8","877","66","81","native",""
"SRC196","Performance_SERS_Ohio_Quarterly_Alternative_Investment_Q2_2023.pdf","11","8","1741","62","78","native",""
"SRC197","Financials_NC_Dept_State_Treasurer_Investment_Programs_FY2020.pdf","54","27","1092","76","138","native",""
"SRC198","Performance_MOSERS_ACFR_Investment_Section_FY2025.pdf","24","15","783","36","95","mixed",""
"SRC199","Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.pdf","23","8","334","35","51","mixed",""
"SRC200","Financials_Massachusetts_PRIT_ACFR_FY2024.pdf","119","68","4081","267","399","native",""
"SRC201","Performance_Virginia_VRS_IAC_Materials_Aug2025.pdf","105","24","1043","98","121","native",""
"SRC202","Performance_Rhode_Island_ERSRI_SIC_Monthly_Feb2026.pdf","110","55","7014","400","493","native",""
"SRC203","Quarterly_Report_NYCERS_Investment_Meeting_Package_Jun2026.pdf","216","132","15843","628","1099","native",""
"SRC204","Performance_NYCERS_Monthly_Performance_Review_Apr2026.pdf","63","50","8492","434","478","native",""
"SRC205","Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.pdf","40","28","2922","153","221","native",""
"SRC206","Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.pdf","273","192","7798","844","1835","native",""
"SRC207","Financials_Michigan_MSERS_ACFR_FY2025.pdf","118","53","2956","152","291","native",""
"SRC208","Financials_Connecticut_Treasurer_Annual_Report_CY2025.pdf","195","101","6393","222","496","mixed",""
"SRC209","Financials_Kansas_KPERS_ACFR_FY2025.pdf","133","73","3751","162","420","mixed",""
"SRC210","Performance_Florida_SBA_IAC_Materials_Jun2026.pdf","278","92","6024","381","598","native",""
"SRC211","Performance_Florida_SBA_Annual_Investment_Report_FY2024.pdf","65","38","4104","117","217","native",""
"SRC212","Performance_INPRS_Indiana_ACFR_Investment_Section_FY2023.pdf","33","10","422","26","46","mixed",""
"SRC213","Performance_Texas_TRS_IMD_Board_Book_Apr2026.pdf","94","30","1004","102","237","native",""
"SRC214","Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2024.pdf","345","313","24687","633","649","native",""
"SRC215","Schedule_Inv_Wisconsin_SWIB_Schedule_Of_Investments_CY2023.pdf","350","320","25339","644","664","native",""
"SRC216","Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf","3","0","0","0","0","native","no numeric tables detected"
"SRC217","Performance_Tennessee_TCRS_ACFR_Investment_Section_FY2025.pdf","11","9","403","22","38","native",""
"SRC218","Quarterly_Report_Tennessee_TCRS_Board_Retirement_Report_Dec2025.pdf","58","12","458","24","42","native",""
"SRC219","Quarterly_Report_Kentucky_KPPA_Board_Materials_Dec2025.pdf","488","198","14351","680","1387","native",""
"SRC220","Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf","12","2","112","4","4","native",""
"SRC221","Financials_IMRF_Illinois_ACFR_2023.pdf","116","72","3731","147","444","native",""
"SRC222","Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf","17","9","348","16","48","native",""
"SRC223","Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf","25","15","988","50","78","native",""
"SRC224","Schedule_Inv_TPG_Twin_Brook_Capital_Income_Fund_ARS_FY2025.pdf","235","148","9669","473","664","native",""
"SRC225","Schedule_Inv_WTI_Fund_X_Venture_Debt_ARS_FY2025.pdf","68","43","2666","119","224","native",""
"SRC226","Schedule_Inv_WTI_Fund_XI_Venture_Debt_ARS_FY2025.pdf","58","30","1089","57","141","native",""
"SRC227","Schedule_Inv_CNL_Strategic_Capital_LLC_ARS_FY2025.pdf","179","100","3709","195","503","native",""
"SRC228","Financials_Sculptor_Diversified_Real_Estate_Income_Trust_ARS_FY2025.pdf","144","55","2471","164","288","native",""
"SRC229","Financials_JPMorgan_Real_Estate_Income_Trust_ARS_FY2025.pdf","156","54","1745","148","275","mixed",""
"SRC230","Financials_Strategic_Storage_Trust_VI_ARS_FY2025.pdf","148","66","1803","131","322","native",""
"SRC231","Financials_Starwood_Real_Estate_Income_Trust_ARS_FY2025.pdf","157","62","1895","127","245","native",""
"SRC232","Financials_Franklin_BSP_Realty_Trust_ARS_FY2025.pdf","149","0","0","0","0","native","no numeric tables detected"
"SRC233","Schedule_Inv_OFS_Capital_Corp_ARS_FY2024.pdf","168","0","0","0","0","mixed","no numeric tables detected"
"SRC234","Schedule_Inv_FS_KKR_Capital_Corp_ARS_FY2024.pdf","185","103","6886","252","520","mixed",""
"SRC235","Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2024.pdf","151","81","4667","97","392","native",""
"SRC236","Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2024.pdf","236","131","6648","369","624","native",""
"SRC237","Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf","233","141","6484","325","661","native",""
"SRC238","Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2024.pdf","181","98","5930","244","437","native",""
"SRC239","Schedule_Inv_Blackstone_Private_Credit_Fund_ARS_FY2024.pdf","476","228","16449","351","880","native",""
"SRC240","Schedule_Inv_OFS_Capital_Corp_ARS_FY2023.pdf","176","0","0","0","0","mixed","no numeric tables detected"
"SRC241","Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2022.pdf","208","105","5395","224","502","native",""
"SRC242","Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2022.pdf","113","37","531","20","155","native",""
"SRC243","Schedule_Inv_OFS_Capital_Corp_ARS_FY2022.pdf","174","0","0","0","0","mixed","no numeric tables detected"
"SRC244","Schedule_Inv_Monroe_Capital_Income_Plus_Corp_ARS_FY2023.pdf","188","102","7668","236","494","native",""
"SRC245","Schedule_Inv_Venture_Lending_and_Leasing_IX_ARS_FY2024.pdf","68","42","2533","106","204","native",""
"SRC246","Financials_JLL_Income_Property_Trust_ARS_FY2025.pdf","142","73","4205","138","379","native",""
"SRC247","NAV_Statement_SREIT_NAV_Supplement_May2024.pdf","4","4","91","8","19","native",""
"SRC248","NAV_Statement_SREIT_NAV_Supplement_Jun2024.pdf","4","4","100","8","21","native",""
"SRC249","NAV_Statement_SREIT_NAV_Supplement_Aug2024.pdf","4","3","58","5","14","native",""
"SRC250","NAV_Statement_SREIT_NAV_Supplement_Sep2024.pdf","4","3","91","13","19","native",""
"SRC251","NAV_Statement_SREIT_NAV_Supplement_Nov2024.pdf","4","2","34","4","9","native",""
"SRC252","NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.pdf","278","108","2562","134","527","native",""
"SRC253","Financials_SREIT_Annual_Report_FY2024.pdf","166","31","1426","69","116","native",""
"SRC254","Financials_SREIT_Annual_Report_FY2023.pdf","157","69","4851","165","356","native",""
"SRC255","Financials_SREIT_Annual_Report_FY2022.pdf","148","11","167","27","50","native",""
"SRC256","Financials_BREIT_Annual_Report_FY2024.pdf","221","90","9116","299","516","native",""
"SRC257","Financials_BREIT_Annual_Report_FY2022.pdf","212","19","187","34","79","native",""
"SRC258","Financials_JLLIPT_Annual_Report_FY2024.pdf","136","73","4370","153","376","mixed",""
"SRC259","Financials_JLLIPT_Annual_Report_FY2023.pdf","139","70","4136","150","374","mixed",""
"SRC260","Financials_JLLIPT_Annual_Report_FY2022.pdf","150","43","2075","113","248","mixed",""
"SRC261","Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2025.pdf","186","81","2787","195","399","native",""
"SRC262","Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2024.pdf","178","79","2426","194","362","native",""
"SRC263","Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2023.pdf","172","65","2781","198","297","native",""
"SRC264","Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2022.pdf","188","1","6","2","2","mixed",""
"SRC265","Financials_Brookfield_REIT_Annual_Report_FY2025.pdf","128","1","27","0","6","native",""
"SRC266","Financials_Brookfield_REIT_Annual_Report_FY2024.pdf","121","56","2329","143","295","native",""
"SRC267","Financials_Brookfield_REIT_Annual_Report_FY2023.pdf","122","2","24","5","9","native",""
"SRC268","Financials_Hines_Global_Income_Trust_Annual_Report_FY2024.pdf","158","77","2602","109","388","native",""
"SRC269","Financials_Hines_Global_Income_Trust_Annual_Report_FY2022.pdf","162","2","8","2","4","native",""
"SRC270","Financials_INREIT_Invesco_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf","200","1","60","5","5","native",""
"SRC271","Financials_RREEF_Property_Trust_Annual_Report_FY2025.pdf","140","1","28","0","8","native",""
"SRC272","Financials_RREEF_Property_Trust_Annual_Report_FY2023.pdf","148","74","2424","117","411","native",""
"SRC273","Financials_RREEF_Property_Trust_Annual_Report_FY2022.pdf","138","71","2297","110","363","native",""
"SRC274","Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.pdf","144","35","1149","92","139","native",""
"SRC275","Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.pdf","144","38","1189","108","154","native",""
"SRC276","Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.pdf","138","62","2391","156","324","native",""
"SRC277","Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.pdf","133","41","1428","103","209","native",""
"SRC278","Financials_Apollo_Realty_Income_Solutions_Annual_Report_FY2023.pdf","96","6","142","8","27","native",""
"SRC279","Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf","132","58","2431","88","275","native",""
"SRC280","Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.pdf","130","65","2335","148","358","native",""
"SRC281","Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.pdf","131","57","2294","133","330","native",""
"SRC282","Schedule_Inv_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2024.pdf","174","74","3070","142","344","native",""
"SRC283","Financials_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf","175","77","4636","138","404","native",""
"SRC284","Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2024.pdf","156","69","3914","155","344","native",""
"SRC285","Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2023.pdf","152","63","3383","107","325","native",""
"SRC286","Schedule_Inv_Apollo_Realty_Income_Solutions_Annual_Report_FY2024.pdf","113","51","1973","162","296","mixed",""
"SRC287","Financials_ICG_Enterprise_Trust_Annual_Report_FY2025_Jan_Statements.pdf","28","15","591","38","52","native",""
"SRC288","Financials_3i_Infrastructure_Annual_Report_FY2025_Mar.pdf","174","61","1090","86","225","native",""
"SRC289","Financials_HICL_Infrastructure_Annual_Report_FY2026_Mar.pdf","160","79","2108","164","392","native",""
"SRC290","Financials_3i_Group_Annual_Report_FY2025_Mar.pdf","220","121","5115","354","897","mixed",""
"SRC291","Financials_Oakley_Capital_Investments_Annual_Report_FY2024.pdf","207","51","1251","91","208","native",""
"SRC292","Financials_Pantheon_Infrastructure_Annual_Report_FY2024.pdf","140","43","899","80","220","native",""
"SRC293","Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.pdf","140","73","2349","142","347","native",""
"SRC294","Financials_Pantheon_Infrastructure_Financial_Statements_FY2024.pdf","31","17","425","35","99","native",""
"SRC295","Financials_Renewables_Infrastructure_Group_Annual_Report_FY2024.pdf","162","78","2029","135","330","native",""
"SRC296","Financials_Renewables_Infrastructure_Group_Annual_Report_FY2025.pdf","166","83","2096","134","415","native",""
"SRC297","Financials_International_Public_Partnerships_Annual_Report_FY2024_18M.pdf","65","33","1219","68","227","native",""
"SRC298","Financials_Princess_Private_Equity_Holding_Annual_Report_FY2023.pdf","104","30","790","31","83","native",""
"SRC299","Quarterly_Report_Partners_Group_Private_Equity_Interim_Jun2024.pdf","46","21","541","26","66","native",""
"SRC300","Financials_Molten_Ventures_VCT_Annual_Report_FY2025.pdf","74","38","1019","62","185","native",""
"SRC301","Performance_Pantheon_International_Annual_Results_May2023.pdf","41","13","115","19","69","mixed",""
"SRC302","Financials_Greencoat_UK_Wind_Annual_Report_FY2024.pdf","132","62","2252","175","282","native",""
"SRC303","Financials_Greencoat_UK_Wind_Annual_Report_FY2025.pdf","136","65","2205","180","290","native",""
"SRC304","Financials_Sofina_Annual_Report_FY2024.pdf","140","77","2097","121","408","native",""
"SRC305","Financials_Sofina_Half_Year_Report_Jun2024.pdf","55","36","1342","74","215","native",""
"SRC306","Financials_Gimv_Annual_Report_FY2023_2024_Mar.pdf","152","74","2744","138","338","native",""
"SRC307","Financials_Gimv_Half_Year_Report_Sep2024.pdf","52","36","1646","118","191","native",""
"SRC308","Financials_Brederode_Annual_Report_FY2024.pdf","60","22","750","27","78","native",""
"SRC309","Financials_Brederode_Half_Year_Report_Jun2025.pdf","23","11","601","15","42","native",""
"SRC310","Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.pdf","122","52","1218","100","300","native",""
"SRC311","Financials_Cordiant_Digital_Infrastructure_Interim_Report_Sep2025.pdf","64","26","540","38","143","native",""
"SRC312","Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun.pdf","143","41","915","96","198","native",""
"SRC313","Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2023_Jun.pdf","85","36","831","99","255","native",""
