observation_id,fund_id,document_id,source_page,source_table,field,printed_value,inherited_value,rule,source_observation_id,source_document_id,source_evidence_page,source_evidence_table,source_evidence_quote,source_printed_value
978435e43c7cf4010ea4,FUND_0720,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,1d2897460f8af99b3052,SRC457,9,Investment Detail,"Lone Star Fund VIII (U.S.), L.P. 50,000,000 4,991,318 12,321,186 0.52% (13.67%) (6.35%) (6.90%) 3.37% (7.07%) 9.30% 9/9/2013 1.19 0.25 0.94 0.98",Opportunistic
cad6fd433a15cfc1c0ac,FUND_0720,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,1d2897460f8af99b3052,SRC457,9,Investment Detail,"Lone Star Fund VIII (U.S.), L.P. 50,000,000 4,991,318 12,321,186 0.52% (13.67%) (6.35%) (6.90%) 3.37% (7.07%) 9.30% 9/9/2013 1.19 0.25 0.94 0.98",Opportunistic
0537336b80b25b69df99,FUND_0720,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,1d2897460f8af99b3052,SRC457,9,Investment Detail,"Lone Star Fund VIII (U.S.), L.P. 50,000,000 4,991,318 12,321,186 0.52% (13.67%) (6.35%) (6.90%) 3.37% (7.07%) 9.30% 9/9/2013 1.19 0.25 0.94 0.98",Opportunistic
983c6deaabeccd6a187c,FUND_0720,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,1d2897460f8af99b3052,SRC457,9,Investment Detail,"Lone Star Fund VIII (U.S.), L.P. 50,000,000 4,991,318 12,321,186 0.52% (13.67%) (6.35%) (6.90%) 3.37% (7.07%) 9.30% 9/9/2013 1.19 0.25 0.94 0.98",Opportunistic
128b79147c66d44231fa,FUND_0720,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,1d2897460f8af99b3052,SRC457,9,Investment Detail,"Lone Star Fund VIII (U.S.), L.P. 50,000,000 4,991,318 12,321,186 0.52% (13.67%) (6.35%) (6.90%) 3.37% (7.07%) 9.30% 9/9/2013 1.19 0.25 0.94 0.98",Opportunistic
a4eadfc29906314ba8d5,FUND_0720,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,1d2897460f8af99b3052,SRC457,9,Investment Detail,"Lone Star Fund VIII (U.S.), L.P. 50,000,000 4,991,318 12,321,186 0.52% (13.67%) (6.35%) (6.90%) 3.37% (7.07%) 9.30% 9/9/2013 1.19 0.25 0.94 0.98",Opportunistic
7104b8352ecaba864bbc,FUND_0730,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,05b579d6006ee08ac4df,SRC457,9,Investment Detail,"Lone Star Real Estate Fund V (U.S.), L.P. 21,126,398 11,176,527 3,367,612 (0.48%) (12.19%) (0.79%) N/A N/A (0.26%) (10.62%) 12/20/2017 0.86 0.34 0.52 0.47",Opportunistic
fb0d26638804caaa322a,FUND_0730,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,05b579d6006ee08ac4df,SRC457,9,Investment Detail,"Lone Star Real Estate Fund V (U.S.), L.P. 21,126,398 11,176,527 3,367,612 (0.48%) (12.19%) (0.79%) N/A N/A (0.26%) (10.62%) 12/20/2017 0.86 0.34 0.52 0.47",Opportunistic
e56e905e7cb1a88e2dda,FUND_0730,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,05b579d6006ee08ac4df,SRC457,9,Investment Detail,"Lone Star Real Estate Fund V (U.S.), L.P. 21,126,398 11,176,527 3,367,612 (0.48%) (12.19%) (0.79%) N/A N/A (0.26%) (10.62%) 12/20/2017 0.86 0.34 0.52 0.47",Opportunistic
422cdb7f87d60922b27a,FUND_0730,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,05b579d6006ee08ac4df,SRC457,9,Investment Detail,"Lone Star Real Estate Fund V (U.S.), L.P. 21,126,398 11,176,527 3,367,612 (0.48%) (12.19%) (0.79%) N/A N/A (0.26%) (10.62%) 12/20/2017 0.86 0.34 0.52 0.47",Opportunistic
0f6bb855073ad9dc66f2,FUND_0730,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,05b579d6006ee08ac4df,SRC457,9,Investment Detail,"Lone Star Real Estate Fund V (U.S.), L.P. 21,126,398 11,176,527 3,367,612 (0.48%) (12.19%) (0.79%) N/A N/A (0.26%) (10.62%) 12/20/2017 0.86 0.34 0.52 0.47",Opportunistic
ace5c5f54ecdaf8b69bc,FUND_0730,SRC058,2,Real Estate Portfolio,strategy,,Opportunistic,strategy_status=unique,05b579d6006ee08ac4df,SRC457,9,Investment Detail,"Lone Star Real Estate Fund V (U.S.), L.P. 21,126,398 11,176,527 3,367,612 (0.48%) (12.19%) (0.79%) N/A N/A (0.26%) (10.62%) 12/20/2017 0.86 0.34 0.52 0.47",Opportunistic
55418b9e56e20df64550,FUND_0868,SRC058,2,Real Estate Portfolio,strategy,,Value Add,strategy_status=unique,071d63bb58707d029271,SRC457,9,Investment Detail,"Rockpoint Real Estate Fund IV, L.P. 45,454,545 3,358,834 5,952,428 7.29% (18.89%) (6.64%) (2.55%) 5.04% N/A 12.21% 6/30/2012 1.26 0.12 1.14 1.06",Value Add
2551aaa156eb0f629b18,FUND_0868,SRC058,2,Real Estate Portfolio,strategy,,Value Add,strategy_status=unique,071d63bb58707d029271,SRC457,9,Investment Detail,"Rockpoint Real Estate Fund IV, L.P. 45,454,545 3,358,834 5,952,428 7.29% (18.89%) (6.64%) (2.55%) 5.04% N/A 12.21% 6/30/2012 1.26 0.12 1.14 1.06",Value Add
2481034713d68ee70d56,FUND_0868,SRC058,2,Real Estate Portfolio,strategy,,Value Add,strategy_status=unique,071d63bb58707d029271,SRC457,9,Investment Detail,"Rockpoint Real Estate Fund IV, L.P. 45,454,545 3,358,834 5,952,428 7.29% (18.89%) (6.64%) (2.55%) 5.04% N/A 12.21% 6/30/2012 1.26 0.12 1.14 1.06",Value Add
ba7e3061c1026db7ef94,FUND_0868,SRC058,2,Real Estate Portfolio,strategy,,Value Add,strategy_status=unique,071d63bb58707d029271,SRC457,9,Investment Detail,"Rockpoint Real Estate Fund IV, L.P. 45,454,545 3,358,834 5,952,428 7.29% (18.89%) (6.64%) (2.55%) 5.04% N/A 12.21% 6/30/2012 1.26 0.12 1.14 1.06",Value Add
51e3a4fe31522086d201,FUND_0868,SRC058,2,Real Estate Portfolio,strategy,,Value Add,strategy_status=unique,071d63bb58707d029271,SRC457,9,Investment Detail,"Rockpoint Real Estate Fund IV, L.P. 45,454,545 3,358,834 5,952,428 7.29% (18.89%) (6.64%) (2.55%) 5.04% N/A 12.21% 6/30/2012 1.26 0.12 1.14 1.06",Value Add
99537eb2a4b9b52a6d33,FUND_0868,SRC058,2,Real Estate Portfolio,strategy,,Value Add,strategy_status=unique,071d63bb58707d029271,SRC457,9,Investment Detail,"Rockpoint Real Estate Fund IV, L.P. 45,454,545 3,358,834 5,952,428 7.29% (18.89%) (6.64%) (2.55%) 5.04% N/A 12.21% 6/30/2012 1.26 0.12 1.14 1.06",Value Add
5611bd425e0c0fe41b3d,FUND_1026,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,289f7948b733f6c704c2,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Alinda Infrastructure Fund II, L.P. $ 1.3 NM NM NM NM",Real Assets
f21c7decb1a43313dd3e,FUND_1026,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,289f7948b733f6c704c2,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Alinda Infrastructure Fund II, L.P. $ 1.3 NM NM NM NM",Real Assets
9b164ef4c9d071cd960d,FUND_1026,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,289f7948b733f6c704c2,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Alinda Infrastructure Fund II, L.P. $ 1.3 NM NM NM NM",Real Assets
35c7bd0a4a61f663a9ec,FUND_1026,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,289f7948b733f6c704c2,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Alinda Infrastructure Fund II, L.P. $ 1.3 NM NM NM NM",Real Assets
62f6b0bc8f3a3f686b54,FUND_1026,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,289f7948b733f6c704c2,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Alinda Infrastructure Fund II, L.P. $ 1.3 NM NM NM NM",Real Assets
fa6d2720b1cb770e5ffa,FUND_1026,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,289f7948b733f6c704c2,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Alinda Infrastructure Fund II, L.P. $ 1.3 NM NM NM NM",Real Assets
166ae85c8427ffaab1aa,FUND_0524,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,0fd511e57f1e9363281e,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"GIP Aquarius Fund, SCSp $ 827.8 - - - 4.2 %",Real Assets
4305ee76799c2b4ad129,FUND_0524,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,0fd511e57f1e9363281e,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"GIP Aquarius Fund, SCSp $ 827.8 - - - 4.2 %",Real Assets
087e7f47f2ce23c6d274,FUND_0524,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,0fd511e57f1e9363281e,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"GIP Aquarius Fund, SCSp $ 827.8 - - - 4.2 %",Real Assets
534ceea62a66572508bb,FUND_0524,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,0fd511e57f1e9363281e,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"GIP Aquarius Fund, SCSp $ 827.8 - - - 4.2 %",Real Assets
21dc81e9fff2c5b5a61f,FUND_0524,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,0fd511e57f1e9363281e,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"GIP Aquarius Fund, SCSp $ 827.8 - - - 4.2 %",Real Assets
c134fc7e68d3485d8b38,FUND_0529,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24b8df2048ff6b420367,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Global Infrastructure Partners II, L.P. (GIP II) $ 125.7 14.7 % 9.4 % 13.8 % 4.6 %",Real Assets
9eff4939828babdcd300,FUND_0529,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24b8df2048ff6b420367,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Global Infrastructure Partners II, L.P. (GIP II) $ 125.7 14.7 % 9.4 % 13.8 % 4.6 %",Real Assets
2a0a1a8550f033217190,FUND_0529,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24b8df2048ff6b420367,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Global Infrastructure Partners II, L.P. (GIP II) $ 125.7 14.7 % 9.4 % 13.8 % 4.6 %",Real Assets
f394ad2a17667376a938,FUND_0529,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24b8df2048ff6b420367,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Global Infrastructure Partners II, L.P. (GIP II) $ 125.7 14.7 % 9.4 % 13.8 % 4.6 %",Real Assets
dea709039eee0a591a1d,FUND_0529,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24b8df2048ff6b420367,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Global Infrastructure Partners II, L.P. (GIP II) $ 125.7 14.7 % 9.4 % 13.8 % 4.6 %",Real Assets
762c0cf8a69f0611c3a0,FUND_0529,SRC060,1,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24b8df2048ff6b420367,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),"Global Infrastructure Partners II, L.P. (GIP II) $ 125.7 14.7 % 9.4 % 13.8 % 4.6 %",Real Assets
e1d20b7240fa49b15a3d,FUND_1050,SRC060,2,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24d54a277de19518a89c,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership),Stonepeak Infrastructure Fund IV LP $ 240.5 - - - 3.7 %,Real Assets
61a39462ea7fcb4ad03e,FUND_1050,SRC060,2,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24d54a277de19518a89c,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership),Stonepeak Infrastructure Fund IV LP $ 240.5 - - - 3.7 %,Real Assets
41501f8c97fe0266bede,FUND_1050,SRC060,2,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24d54a277de19518a89c,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership),Stonepeak Infrastructure Fund IV LP $ 240.5 - - - 3.7 %,Real Assets
ec45df202212e746e7ed,FUND_1050,SRC060,2,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24d54a277de19518a89c,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership),Stonepeak Infrastructure Fund IV LP $ 240.5 - - - 3.7 %,Real Assets
14bec97ca05df0b2f228,FUND_1050,SRC060,2,Alternatives Portfolio,asset_class,,Real Assets,asset_class_status=unique,24d54a277de19518a89c,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership),Stonepeak Infrastructure Fund IV LP $ 240.5 - - - 3.7 %,Real Assets
289f7948b733f6c704c2,FUND_1026,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2008,vintage_year_status=unique,35c7bd0a4a61f663a9ec,SRC060,1,Alternatives Portfolio,2008 Alinda Infrastructure Fund II $129.6 $255.3 $240.9 $37.3 1.09x -1.5% 1.9%,2008
138fa7c55962ea9a296a,FUND_0524,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2021,vintage_year_status=unique,087e7f47f2ce23c6d274,SRC060,1,Alternatives Portfolio,2021 GIP Aquarius Fund $50.0 $51.7 $0.0 $59.1 1.14x n.m. n.m.,2021
0fd511e57f1e9363281e,FUND_0524,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2021,vintage_year_status=unique,087e7f47f2ce23c6d274,SRC060,1,Alternatives Portfolio,2021 GIP Aquarius Fund $50.0 $51.7 $0.0 $59.1 1.14x n.m. n.m.,2021
e7c8ce7edbc32efe9dc6,FUND_0529,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2012,vintage_year_status=unique,2a0a1a8550f033217190,SRC060,1,Alternatives Portfolio,2012 Global Infrastructure Partners II $150.0 $173.8 $251.7 $71.2 1.86x 16.1% 15.9%,2012
e04625b0fad014633e9c,FUND_0529,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2012,vintage_year_status=unique,2a0a1a8550f033217190,SRC060,1,Alternatives Portfolio,2012 Global Infrastructure Partners II $150.0 $173.8 $251.7 $71.2 1.86x 16.1% 15.9%,2012
360aa0ae1c4e581e5b66,FUND_0529,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2012,vintage_year_status=unique,2a0a1a8550f033217190,SRC060,1,Alternatives Portfolio,2012 Global Infrastructure Partners II $150.0 $173.8 $251.7 $71.2 1.86x 16.1% 15.9%,2012
50b6a76f13c493e7973b,FUND_0529,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2012,vintage_year_status=unique,2a0a1a8550f033217190,SRC060,1,Alternatives Portfolio,2012 Global Infrastructure Partners II $150.0 $173.8 $251.7 $71.2 1.86x 16.1% 15.9%,2012
24b8df2048ff6b420367,FUND_0529,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2012,vintage_year_status=unique,2a0a1a8550f033217190,SRC060,1,Alternatives Portfolio,2012 Global Infrastructure Partners II $150.0 $173.8 $251.7 $71.2 1.86x 16.1% 15.9%,2012
24d54a277de19518a89c,FUND_1050,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2020,vintage_year_status=unique,14bec97ca05df0b2f228,SRC060,2,Alternatives Portfolio,2020 Stonepeak Infrastructure Fund IV $500.0 $183.6 $2.5 $193.8 1.07x n.m. n.m.,2020
d6a370410f3436fff31a,FUND_1050,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership),vintage_year,,2020,vintage_year_status=unique,14bec97ca05df0b2f228,SRC060,2,Alternatives Portfolio,2020 Stonepeak Infrastructure Fund IV $500.0 $183.6 $2.5 $193.8 1.07x n.m. n.m.,2020
7527f8db864bfceb824b,FUND_1051,SRC356,5,Economically Targeted Investments,strategy,,Secondary Investments,strategy_status=unique,2fdc9bc67d942e61f692,SRC407,6,Consolidated Schedule of Investments,"Vista Equity Partners Fund VII, L.P.(d)(f)(g) North America 03/28/2024 414,002 918,192",Secondary Investments
7527f8db864bfceb824b,FUND_1051,SRC356,5,Economically Targeted Investments,geography,,North America,geography_status=unique,2fdc9bc67d942e61f692,SRC407,6,Consolidated Schedule of Investments,"Vista Equity Partners Fund VII, L.P.(d)(f)(g) North America 03/28/2024 414,002 918,192",North America
beec2e4b1c1f8ad4e333,FUND_0454,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,17404ed2964027fa1c80,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
34d505a5ae1de644435e,FUND_0454,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,17404ed2964027fa1c80,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
f0ac231c6d1271bdc32b,FUND_0454,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,17404ed2964027fa1c80,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
61a6b0c4b5520d096847,FUND_0454,SRC457,9,Investment Detail,geography,,North America,geography_status=unique,17404ed2964027fa1c80,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",North America
85417fc75d153c053323,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
1ff90f2fd514113e9acd,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
4d95a2f8f78587d73e8b,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
d70c68ae9ed1301aa68e,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
d1841bb28ec24f74cdd0,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
87fd0c17990ad955b0c3,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
38a6a3236820654cb5de,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
12eaeaf9fe73898146c2,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
e19d7547c3771321e5cf,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
baad5180e2fda2c4e0b2,FUND_0718,SRC457,9,Investment Detail,vintage_year,,2010,vintage_year_status=unique,514d2355e618d5b73779,SRC058,1,Real Estate Portfolio,2010Lone Star Fund VII $200.0 $196.8 $339.8 $0.0 1.73x 47.67%,2010
