population,fund_id,manager_id,manager_name,strategy,sub_strategy,vintage_year,currency,as_of_date,current_status,v1_status,v1_fund_score,v1_tvpi_percentile,v1_dpi_percentile,dpi,rvpi,tvpi,xirr,xirr_status,xirr_basis,realized_share,nav_reliance,ks_pme,direct_alpha,benchmark_id,benchmark_status,distribution_recency_months,distribution_velocity_1y,cash_conversion_status,call_50_months,call_75_months,company_hhi,top_company_share,top3_company_share,sector_hhi,top_sector_share,top_sector,geography_hhi,geography_status,holdings_status,holdings_report_date_basis,economic_loss_status,management_fee_rate,waterfall_type,term_status,size_step_up,size_predecessor_fund_id,size_step_status,strict_20_10_eligible,reference_peer_count,reference_peer_manager_count,size_peer_count,size_peer_manager_count,tvpi_peer_median,tvpi_peer_q25,tvpi_peer_q75,tvpi_robust_z,tvpi_size_percentile,dpi_peer_median,dpi_peer_q25,dpi_peer_q75,dpi_robust_z,dpi_size_percentile,trailing_1y_xirr,trailing_1y_status,trailing_3y_xirr,trailing_3y_status,trailing_5y_xirr,trailing_5y_status,trailing_10y_xirr,trailing_10y_status,age_3_status,age_3_date,age_3_lag_days,age_3_tvpi,age_3_dpi,age_3_tvpi_percentile,age_3_dpi_percentile,age_5_status,age_5_date,age_5_lag_days,age_5_tvpi,age_5_dpi,age_5_tvpi_percentile,age_5_dpi_percentile,age_7_status,age_7_date,age_7_lag_days,age_7_tvpi,age_7_dpi,age_7_tvpi_percentile,age_7_dpi_percentile,age_10_status,age_10_date,age_10_lag_days,age_10_tvpi,age_10_dpi,age_10_tvpi_percentile,age_10_dpi_percentile,capital_recovery_status,paid_in,distributions,remaining_nav,capital_still_to_return,nav_needed_for_capital_multiple,nav_haircut_to_capital,benchmark_capital,benchmark_distributions,benchmark_excess_value,nav_needed_to_match_benchmark,nav_haircut_to_match_benchmark,benchmark_recomputed_pme,benchmark_terminal_id,benchmark_terminal_date,direct_alpha_continuous
fixture,FUND_SYNTH_000110,MANAGER_SYNTH_00028,Synthetic Alternatives Manager 0028,buyout,middle_market,2021,GBP,2026-06-30,AVAILABLE,PEERS_INSUFFICIENT,,,,0.589045,0.957595,1.54664,0.1087161095,AVAILABLE,unstated,0.3808543788660993,0.6191456211339008,,,,BENCHMARK_CURRENCY_UNSUPPORTED,0.5256673511293635,0.22045993970107128,AVAILABLE,6.373716632443532,11.696098562628336,0.30747906181316903,0.39056132509530694,0.8717910195496629,0.7678395870830512,0.8659505342823339,Healthcare,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,FUND_SYNTH_000111,FUND_SIZE_CURRENCY_MISMATCH,false,5,5,1,1,1.48796477005,1.43454403654,1.5565284365,0.5772120328341319,,0.31759562154,0.310532203932,0.40833379756,7.784212149581014,,0.07883890583603745,AVAILABLE,0.07975546640323296,AVAILABLE,0.11286084291851736,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2023-12-31,46,1.326757,0.142914,,,AVAILABLE,2025-12-31,46,1.505458,0.393314,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,DEPENDS_ON_REMAINING_VALUE,556.07,327.55,532.49,228.52000000000004,0.4291535991286222,0.5708464008713778,,,,,,,,,
fixture,FUND_SYNTH_000111,MANAGER_SYNTH_00028,Synthetic Alternatives Manager 0028,buyout,middle_market,2014,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,9.09090909091,9.09090909091,9.09090909091,1.379323,0.139576,1.518899,0.0616504154,AVAILABLE,unstated,0.9081073706470206,0.0918926293529793,1.0778756189,0.0109116813,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,0.9527720739219713,0.7421296529491764,AVAILABLE,30.521560574948666,41.39630390143737,0.5949717614152914,0.7179125528913964,1.0000000000000002,0.5949717614152914,0.7179125528913964,Business Services,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,1.5573389011969845,FUND_SYNTH_000109,AVAILABLE,false,11,11,3,3,2.00340547691,1.7230727999450002,2.283938912975,-0.9753725790861938,,1.81931271284,1.56473719745,2.074065013345,-0.9753798768389789,,0.11252145204779362,AVAILABLE,0.07947889921199382,AVAILABLE,0.05646820830942066,AVAILABLE,0.06019057160617618,AVAILABLE,AVAILABLE,2016-12-31,46,1.13382,0.0,28.0,50.0,AVAILABLE,2018-12-31,46,1.237055,0.059282,24.0,60.0,AVAILABLE,2020-12-31,46,1.322129,0.309064,20.0,56.0,AVAILABLE,2023-12-31,46,1.433678,0.915909,20.0,68.0,RETURNED_IN_CASH,965.14,1331.24,134.71,0.0,0.0,1.0,1557.3252227731427,1543.8928883101075,121.27766553696483,13.432334463035204,0.9002870279635127,1.0778756188903205,BMR_PUBLIC_EQUITY_Q0090,2026-06-30,0.010852578457833098
fixture,FUND_SYNTH_000112,MANAGER_SYNTH_00028,Synthetic Alternatives Manager 0028,real_estate,value_add,2018,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,38.5185185185,37.037037037,40.7407407407,1.055505,0.430762,1.486267,0.0692289336,AVAILABLE,unstated,0.710172128912203,0.28982787108779695,0.3223033579,-0.1773558442,BM_SYNTH_LISTED_REAL_ESTATE,AVAILABLE,4.205338809034908,0.46068246764162046,AVAILABLE,9.363449691991786,17.018480492813143,0.18722749940490904,0.24874079814025568,0.6536226268888028,0.28902536538220036,0.3558421431338905,Business Services,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,27,26,8,7,1.59221033817,1.311862932505,1.9395814904050002,-0.2277965298788231,,1.15065832074,0.9385193088674999,1.687790363515,-0.19790735690060798,,0.08558199230287192,AVAILABLE,0.05927711929719747,AVAILABLE,0.05490872326504257,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2021-03-31,45,1.200921,0.0,37.03703703703704,33.333333333333336,AVAILABLE,2023-03-31,45,1.321635,0.117901,37.03703703703704,22.22222222222222,AVAILABLE,2025-03-31,45,1.425635,0.604144,36.36363636363637,54.54545454545455,FUND_TOO_YOUNG,,,,,,,RETURNED_IN_CASH,419.42,442.7,180.67,0.0,0.0,1.0,2827.077527565636,730.5065801695782,-1915.9009473960577,2096.570947396058,-10.604422136470127,0.32230335789700887,BMR_LISTED_REAL_ESTATE_Q0090,2026-06-30,-0.19523154628946343
fixture,FUND_SYNTH_000113,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,private_credit,direct_lending,2019,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,27.0,40.0,7.5,0.783925,0.505033,1.288958,0.0454903725,AVAILABLE,unstated,0.6081849767856594,0.39181502321434064,0.5854829247,-0.0924364313,BM_SYNTH_HIGH_YIELD_CREDIT,AVAILABLE,0.29568788501026694,0.4711589580010632,AVAILABLE,8.542094455852157,13.963039014373717,0.27484442760754163,0.361374872479008,0.8530173428549006,0.27484442760754163,0.361374872479008,Business Services,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,40,38,13,13,1.35882505007,1.17869974942,1.588734702825,-0.23694007246670373,30.76923076923077,1.039202977765,0.8970836427715001,1.2663448839975,-0.832765713070941,7.6923076923076925,0.04449969490666014,AVAILABLE,0.0379700392475843,AVAILABLE,0.0405895842244657,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2021-12-31,46,1.121314,0.022075,45.0,67.5,AVAILABLE,2023-12-31,46,1.205414,0.203789,45.0,50.0,AVAILABLE,2025-12-31,46,1.273145,0.556991,47.36842105263158,50.0,FUND_TOO_YOUNG,,,,,,,DEPENDS_ON_REMAINING_VALUE,252.32,197.8,127.43,54.51999999999998,0.4278427371890448,0.5721572628109552,661.0844298216232,259.6236454669018,-274.0307843547214,401.4607843547214,-2.1504416884149835,0.5854829247322288,BMR_HIGH_YIELD_CREDIT_Q0090,2026-06-30,-0.09699166714211863
fixture,FUND_SYNTH_000114,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,buyout,middle_market,2020,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,46.6666666667,33.3333333333,66.6666666667,0.639058,0.676904,1.315962,0.0725394996,AVAILABLE,unstated,0.48562025425369443,0.5143797457463056,0.838696513,-0.0421682864,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,12.28747433264887,0.0,AVAILABLE,9.396303901437372,14.258726899383984,1.0,1.0,1.0,1.0,1.0,Software,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,39,35,13,13,1.5315586671,1.2665994279250001,1.776082459935,-0.5518683439452166,53.84615384615385,0.483142819019,0.3274675660035,0.7732218955805,0.5804447541056976,92.3076923076923,0.07060351002865312,AVAILABLE,0.06695881102650042,AVAILABLE,0.08431461020772782,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2023-06-30,46,1.165426,0.127579,22.22222222222222,50.0,AVAILABLE,2025-06-30,46,1.271322,0.639058,20.0,80.0,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,DEPENDS_ON_REMAINING_VALUE,353.27,225.76,239.13,127.50999999999999,0.5332246058629198,0.46677539413708025,525.1471185806839,201.30905718794952,-84.70806139273441,323.8380613927344,-0.35423435534117176,0.838696513042526,BMR_PUBLIC_EQUITY_Q0090,2026-06-30,-0.043083180742683184
fixture,FUND_SYNTH_000115,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,venture,early_stage,2022,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,72.0,80.0,60.0,0.608637,1.681661,2.290298,0.3108934773,AVAILABLE,unstated,0.26574571166688493,0.7342542883331151,2.2658747358,0.3024038811,BM_SYNTH_SMALL_CAP_EQUITY,AVAILABLE,0.5585215605749486,0.17887700534759357,AVAILABLE,2.0369609856262834,8.082135523613964,0.2681281378893348,0.3586268390548373,0.8239857333927776,0.44310861611564506,0.6025858225590727,Consumer,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,deal_by_deal,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,25,24,8,8,1.59578501338,1.25065387969,2.16130380276,1.298657714192323,,0.552636823853,0.34055185375,0.768491433347,0.174986237053678,,0.1844612013151397,AVAILABLE,0.29522981385849023,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2025-09-30,46,2.067776,0.365422,91.30434782608695,91.30434782608695,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,DEPENDS_ON_REMAINING_VALUE,66.69,40.59,112.15,26.099999999999994,0.2327240303165403,0.7672759696834597,67.1531157684168,40.01054845075544,85.00743268233865,27.14256731766136,0.757979783168423,2.2658747358126163,BMR_SMALL_CAP_EQUITY_Q0090,2026-06-30,0.26421169622177243
fixture,FUND_SYNTH_000116,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,venture,early_stage,2023,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,62.4,80.0,36.0,0.425003,1.87827,2.303273,0.4734478639,AVAILABLE,unstated,0.18452143142514696,0.815478568574853,2.4629589804,0.5202155054,BM_SYNTH_SMALL_CAP_EQUITY,AVAILABLE,1.1170431211498972,0.1939057494314152,AVAILABLE,6.669404517453799,9.659137577002053,0.3429011898409805,0.40607502799552075,1.0,0.5176438007320844,0.5939249720044792,Healthcare,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,deal_by_deal,AVAILABLE,4.027715889849389,FUND_SYNTH_000115,AVAILABLE,true,25,24,8,8,1.59578501338,1.25065387969,2.16130380276,1.322919249471604,,0.552636823853,0.34055185375,0.768491433347,-0.3988223451955066,,0.2546036027499107,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,DEPENDS_ON_REMAINING_VALUE,228.21,96.99,428.64,131.22000000000003,0.30613101903695417,0.6938689809630458,214.5685501101304,99.83353740914708,313.9049872990167,114.7350127009833,0.7323277979167055,2.4629589804186143,BMR_SMALL_CAP_EQUITY_Q0090,2026-06-30,0.4188521046767904
fixture,FUND_SYNTH_000117,MANAGER_SYNTH_00030,Synthetic Alternatives Manager 0030,infrastructure,core_plus,2025,USD,2026-06-30,AVAILABLE,,,,,0.068608,1.14713,1.215738,0.4069441316,AVAILABLE,unstated,0.05643335643335643,0.9435666435666435,1.3920595589,0.784879243,BM_SYNTH_LISTED_INFRASTRUCTURE,AVAILABLE,4.205338809034908,,AVAILABLE,2.7926078028747434,5.125256673511293,0.14870708297375576,0.19472666291282104,0.5195485592577178,0.2152891651768238,0.285639092222195,Healthcare,1.0000000000000004,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,DEPENDS_ON_REMAINING_VALUE,712.16,48.86,816.94,663.3,0.8119323328518617,0.18806766714813827,617.5251875564122,42.69184020365984,242.10665264724764,574.8333473527524,0.2963579365035959,1.3920595589068676,BMR_LISTED_INFRASTRUCTURE_Q0090,2026-06-30,0.5793507619627795
fixture,FUND_SYNTH_000118,MANAGER_SYNTH_00030,Synthetic Alternatives Manager 0030,secondaries,lp_led,2025,USD,2026-06-30,AVAILABLE,,,,,0.063569,1.046622,1.110191,0.2369936994,AVAILABLE,unstated,0.0572592899571764,0.9427407100428237,1.0857911937,0.1827978345,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,0.29568788501026694,,AVAILABLE,0.0,0.0,0.17616773177104006,0.23525533006081029,0.5988717122133489,0.26437670286525516,0.34449410213202425,Software,0.9999999999999996,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,DEPENDS_ON_REMAINING_VALUE,130.41,8.29,136.49,122.12,0.8947175617261337,0.1052824382738663,133.56530686452575,8.5340339735,11.458727108974244,125.03127289102575,0.08395286914040778,1.0857911936712483,BMR_PUBLIC_EQUITY_Q0090,2026-06-30,0.1678826781693485
fixture,FUND_SYNTH_000119,MANAGER_SYNTH_00030,Synthetic Alternatives Manager 0030,venture,early_stage,2015,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,51.4285714286,50.0,53.5714285714,1.935852,0.34748,2.283332,0.1177858236,AVAILABLE,unstated,0.847818871503082,0.15218112849691795,6.3352259212,0.2783835858,BM_SYNTH_SMALL_CAP_EQUITY,AVAILABLE,1.1827515400410678,0.6784399290876858,AVAILABLE,10.677618069815194,29.207392197125255,0.38602986280724616,0.5181492444305966,1.0,0.6076902188138544,0.7320454899517058,Consumer,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,deal_by_deal,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,28,25,8,8,2.24182386821,0.89342075730225,3.3195944448625,0.025790369345993172,,1.6638043211,0.7339221995115,2.412603814465,0.2214148045489819,,0.14547232773842142,AVAILABLE,0.10593941555530148,AVAILABLE,0.08478489559601876,AVAILABLE,0.11542213287371123,AVAILABLE,AVAILABLE,2018-03-31,58,1.399129,0.0,50.0,30.357142857142858,AVAILABLE,2020-03-31,58,1.654306,0.219943,50.0,60.714285714285715,AVAILABLE,2022-03-31,58,1.873058,0.343366,53.84615384615385,34.61538461538461,AVAILABLE,2025-03-31,58,2.167758,1.397228,,,RETURNED_IN_CASH,184.73,357.61,64.19,0.0,0.0,1.0,61.595123490507476,326.0290229568625,328.623899466355,0.0,1.0,6.335225921204619,BMR_SMALL_CAP_EQUITY_Q0090,2026-06-30,0.24559645630414012
fixture,FUND_SYNTH_000120,MANAGER_SYNTH_00030,Synthetic Alternatives Manager 0030,private_credit,direct_lending,2012,USD,,NO_COMMON_DATE_RECORD,,,,,,,,,RETURN_UNAVAILABLE,unstated,,,,,,NO_CURRENT_PERIOD,,,NO_CURRENT_PERIOD,,,,,,,,,,UNKNOWN,HOLDINGS_UNAVAILABLE,,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,AVAILABLE,2014-12-31,47,1.078507,0.0,30.0,50.0,AVAILABLE,2016-12-31,47,1.178315,0.042433,35.0,35.0,AVAILABLE,2018-12-31,47,1.25392,0.194408,35.0,25.0,AVAILABLE,2021-12-31,47,1.347225,0.714471,40.0,40.0,CURRENT_DATA_UNAVAILABLE,,,,,,,,,,,,,,,
fixture,FUND_SYNTH_000121,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,buyout,middle_market,2013,USD,,NO_COMMON_DATE_RECORD,,,,,,,,,RETURN_UNAVAILABLE,unstated,,,,,,NO_CURRENT_PERIOD,,,NO_CURRENT_PERIOD,,,,,,,,,,UNKNOWN,HOLDINGS_UNAVAILABLE,,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,AVAILABLE,2015-12-31,46,1.228438,0.0,65.38461538461539,50.0,AVAILABLE,2017-12-31,46,1.392199,0.067931,57.69230769230769,69.23076923076923,AVAILABLE,2019-12-31,46,1.529972,0.24662,57.69230769230769,46.15384615384615,AVAILABLE,2022-12-31,46,1.712552,0.721154,57.69230769230769,34.61538461538461,CURRENT_DATA_UNAVAILABLE,,,,,,,,,,,,,,,
fixture,FUND_SYNTH_000122,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,infrastructure,core_plus,2018,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,48.5714285714,57.1428571429,35.7142857143,1.050351,0.444719,1.495071,0.070424765,AVAILABLE,unstated,0.702543043944416,0.297456956055584,1.1640420544,0.0255898759,BM_SYNTH_LISTED_INFRASTRUCTURE,AVAILABLE,0.29568788501026694,0.49430266503437226,AVAILABLE,2.0369609856262834,15.671457905544148,0.5009111123337675,0.521343761779118,1.0,0.5009111123337675,0.521343761779118,Business Services,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,1.1673810036614258,FUND_SYNTH_000123,AVAILABLE,false,14,14,4,4,1.451853895335,1.3645367974525002,1.6798821919625,0.12988380135178484,,1.18314965911,1.0213107114125,1.485985280575,-0.32686792134181025,,0.07655453368104094,AVAILABLE,0.06159300288094144,AVAILABLE,0.06231035926852828,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2021-06-30,46,1.205182,0.019807,78.57142857142857,85.71428571428571,AVAILABLE,2023-06-30,46,1.334954,0.175685,64.28571428571429,50.0,AVAILABLE,2025-06-30,46,1.444174,0.665402,64.28571428571429,85.71428571428571,FUND_TOO_YOUNG,,,,,,,RETURNED_IN_CASH,954.49,1002.55,424.48,0.0,0.0,1.0,1085.1339378639825,838.6615382763468,178.00760041236435,246.47239958763566,0.419354505306173,1.1640420543502317,BMR_LISTED_INFRASTRUCTURE_Q0090,2026-06-30,0.025267935743190334
fixture,FUND_SYNTH_000123,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,infrastructure,core_plus,2015,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,60.0,57.1428571429,64.2857142857,1.312289,0.161654,1.473942,0.0564356943,AVAILABLE,unstated,0.8903255326528955,0.10967446734710444,0.9364312084,-0.0092179664,BM_SYNTH_LISTED_INFRASTRUCTURE,AVAILABLE,0.8213552361396304,0.6541617819460728,AVAILABLE,11.203285420944558,24.04928131416838,0.3945046360364405,0.4525267478635355,1.0,0.5045074193368247,0.5474732521364646,Industrials,1.0000000000000004,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,false,14,14,4,4,1.451853895335,1.3645367974525002,1.6798821919625,0.06638489268420845,,1.18314965911,1.0213107114125,1.485985280575,0.31786106594260344,,0.1246002006421258,AVAILABLE,0.07858940441276385,AVAILABLE,0.05643642019137047,AVAILABLE,0.05661184469363117,AVAILABLE,AVAILABLE,2017-12-31,59,1.139281,0.0,35.714285714285715,39.285714285714285,AVAILABLE,2019-12-31,59,1.235378,0.090602,35.714285714285715,21.428571428571427,AVAILABLE,2021-12-31,59,1.316128,0.354538,35.714285714285715,21.428571428571427,AVAILABLE,2024-12-31,59,1.423687,0.984521,,,RETURNED_IN_CASH,919.31,1206.4,148.61,0.0,0.0,1.0,1330.9166173578753,1097.7018562970293,-84.60476106084593,233.21476106084606,-0.5693073215856674,0.9364312084187493,BMR_LISTED_INFRASTRUCTURE_Q0090,2026-06-30,-0.009260714757017705
fixture,FUND_SYNTH_000124,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,buyout,middle_market,2019,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,56.6101694915,69.4915254237,37.2881355932,1.186307,0.798715,1.985022,0.1528684387,AVAILABLE,unstated,0.597628958477356,0.402371041522644,1.1733803948,0.0330644585,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,21.61806981519507,0.0,AVAILABLE,8.476386036960985,20.17248459958932,0.38054435280197274,0.5008224886679339,1.0,0.38054435280197274,0.5008224886679339,Industrials,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,0.9586556896357279,FUND_SYNTH_000121,AVAILABLE,true,59,53,19,19,1.82138279278,1.53796903383,2.03688900572,0.42622952926378377,63.1578947368421,1.30913183564,1.112296951295,1.6659367697,-0.3215824576821315,26.31578947368421,0.15655519384431807,AVAILABLE,0.13536264473475348,AVAILABLE,0.12603253492743485,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2021-12-31,57,1.446179,0.029926,76.27118644067797,74.57627118644068,AVAILABLE,2023-12-31,57,1.705591,0.46162,74.57627118644068,86.44067796610169,AVAILABLE,2025-12-31,57,1.93146,1.186307,76.92307692307692,90.38461538461539,FUND_TOO_YOUNG,,,,,,,RETURNED_IN_CASH,685.0,812.62,547.12,0.0,0.0,1.0,1066.9403833519746,704.8069282509338,184.9865448989592,362.1334551010408,0.338109637554758,1.1733803948049961,BMR_PUBLIC_EQUITY_Q0090,2026-06-30,0.03252958751310681
fixture,FUND_SYNTH_000125,MANAGER_SYNTH_00032,Synthetic Alternatives Manager 0032,buyout,middle_market,2021,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,28.2051282051,17.9487179487,43.5897435897,0.470011,0.764072,1.234083,0.0548678515,AVAILABLE,unstated,0.38085844093735055,0.6191415590626494,0.9321585067,-0.0170887619,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,0.459958932238193,0.22355712293075766,AVAILABLE,8.4435318275154,14.521560574948666,0.33964391865254695,0.38175469086929936,1.0,0.33964391865254695,0.38175469086929936,Energy Transition,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,39,35,12,12,1.5315586671,1.2797332583599998,1.776082459935,-0.7977234233564064,0.0,0.494120874814,0.3274675660035,0.7732218955805,-0.08989806486115115,25.0,0.04422088668502597,AVAILABLE,0.04810134012490914,AVAILABLE,0.07485273671767655,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2024-03-31,45,1.138903,0.042543,16.666666666666668,13.88888888888889,AVAILABLE,2026-03-31,45,1.224751,0.331895,6.666666666666667,20.0,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,DEPENDS_ON_REMAINING_VALUE,813.3,382.26,621.42,431.03999999999996,0.6936371536159119,0.30636284638408806,1036.2254303393438,344.5063497058126,-70.29908063353128,691.7190806335311,-0.11312651770707594,0.9321585066576588,BMR_PUBLIC_EQUITY_Q0090,2026-06-30,-0.017236459860103356
fixture,FUND_SYNTH_000126,MANAGER_SYNTH_00032,Synthetic Alternatives Manager 0032,fund_of_funds,diversified,2020,EUR,2026-06-30,AVAILABLE,PEERS_INSUFFICIENT,,,,0.584179,0.629618,1.213797,0.0429905404,AVAILABLE,unstated,0.48128244114717134,0.5187175588528286,,,,BENCHMARK_CURRENCY_UNSUPPORTED,3.9425051334702257,0.3089710728670816,AVAILABLE,6.505133470225872,14.620123203285422,0.2764406691613386,0.33628139687673725,0.8768383281952797,0.2764406691613386,0.33628139687673725,Healthcare,1.0,AVAILABLE_CONSTANT,AVAILABLE,MATCHING_FIXTURE_FUND_REPORT,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,FUND_SYNTH_000128,FUND_SIZE_CURRENCY_MISMATCH,false,1,1,0,0,1.51449490452,1.51449490452,1.51449490452,,,0.296650836054,0.296650836054,0.296650836054,,,0.04039178559715453,AVAILABLE,0.038396035338917604,AVAILABLE,0.05313636875002224,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2023-03-31,45,1.103192,0.06294,,,AVAILABLE,2025-03-31,45,1.177013,0.315684,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,DEPENDS_ON_REMAINING_VALUE,314.27,183.59,197.87,130.67999999999998,0.6604336180320411,0.33956638196795885,,,,,,,,,
