level,entity_id,status,primary_reason,additional_reasons,population
fund,FUND_SYNTH_000146,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000147,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000148,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000149,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000150,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000151,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000152,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000153,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000154,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000155,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000156,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000157,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000158,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000159,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000160,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000161,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000162,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000163,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000164,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000165,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000166,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000167,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000168,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000169,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000170,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000171,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000172,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000173,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000174,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000175,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000176,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000177,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000178,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000179,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000180,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000181,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000182,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000183,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000184,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000185,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000186,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000187,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000188,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000189,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000190,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000191,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000192,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000193,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000194,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000195,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000196,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000197,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000198,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000199,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000200,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000201,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000202,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000203,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000204,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000205,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000206,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000207,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000208,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000209,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000210,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000211,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000212,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000213,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000214,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000215,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000216,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000217,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000218,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000219,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000220,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000221,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000222,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000223,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000224,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000225,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000226,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000227,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000228,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000229,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000230,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000231,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000232,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000233,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000234,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000235,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000236,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000237,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000238,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000239,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000240,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000241,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000242,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000243,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000244,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000245,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000246,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000247,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000248,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000249,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000250,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000251,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000252,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000253,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000254,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000255,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000256,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000257,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000258,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000259,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000260,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000261,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000262,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000263,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000264,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000265,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000266,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000267,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000268,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000269,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000270,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000271,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000272,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000273,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000274,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000275,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000276,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000277,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000278,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000279,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000280,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000281,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000282,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000283,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000284,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000285,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000286,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
