entity_level,entity_id,strategy,sub_strategy,field_name,status,reason,population
fund,FUND_SYNTH_000006,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000007,growth,growth_equity,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000007,growth,growth_equity,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000007,growth,growth_equity,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000007,growth,growth_equity,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000007,growth,growth_equity,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000007,growth,growth_equity,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000007,growth,growth_equity,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000008,venture,early_stage,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000008,venture,early_stage,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000008,venture,early_stage,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000008,venture,early_stage,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000008,venture,early_stage,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000008,venture,early_stage,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000008,venture,early_stage,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000009,venture,early_stage,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000009,venture,early_stage,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000009,venture,early_stage,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000009,venture,early_stage,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000009,venture,early_stage,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000009,venture,early_stage,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000009,venture,early_stage,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000010,fund_of_funds,diversified,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000010,fund_of_funds,diversified,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000010,fund_of_funds,diversified,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000010,fund_of_funds,diversified,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000010,fund_of_funds,diversified,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000010,fund_of_funds,diversified,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000010,fund_of_funds,diversified,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000011,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000011,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000011,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000011,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000011,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000011,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000011,private_credit,direct_lending,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000012,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000012,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000012,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000012,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000012,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000012,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000012,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000013,buyout,middle_market,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000013,buyout,middle_market,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000013,buyout,middle_market,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000013,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000013,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000013,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000013,buyout,middle_market,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000014,fund_of_funds,diversified,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000014,fund_of_funds,diversified,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000014,fund_of_funds,diversified,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000014,fund_of_funds,diversified,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000014,fund_of_funds,diversified,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000014,fund_of_funds,diversified,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000014,fund_of_funds,diversified,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000015,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000015,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000015,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000015,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000015,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000015,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000015,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000016,growth,growth_equity,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000016,growth,growth_equity,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000016,growth,growth_equity,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000016,growth,growth_equity,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000016,growth,growth_equity,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000016,growth,growth_equity,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000016,growth,growth_equity,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000017,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000017,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000017,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000017,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000017,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000017,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000017,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000018,buyout,middle_market,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000018,buyout,middle_market,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000018,buyout,middle_market,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000018,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000018,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000018,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000018,buyout,middle_market,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000019,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000019,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000019,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000019,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000019,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000019,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000019,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000020,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000020,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000020,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000020,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000020,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000020,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000020,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000021,infrastructure,core_plus,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000021,infrastructure,core_plus,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000021,infrastructure,core_plus,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000021,infrastructure,core_plus,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000021,infrastructure,core_plus,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000021,infrastructure,core_plus,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000021,infrastructure,core_plus,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000022,growth,growth_equity,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000022,growth,growth_equity,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000022,growth,growth_equity,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000022,growth,growth_equity,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000022,growth,growth_equity,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000022,growth,growth_equity,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000022,growth,growth_equity,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000023,private_credit,direct_lending,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000023,private_credit,direct_lending,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000023,private_credit,direct_lending,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000023,private_credit,direct_lending,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000023,private_credit,direct_lending,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000023,private_credit,direct_lending,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000023,private_credit,direct_lending,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000024,growth,growth_equity,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000024,growth,growth_equity,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000024,growth,growth_equity,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000024,growth,growth_equity,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000024,growth,growth_equity,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000024,growth,growth_equity,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000024,growth,growth_equity,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000025,growth,growth_equity,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000025,growth,growth_equity,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000025,growth,growth_equity,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000025,growth,growth_equity,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000025,growth,growth_equity,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000025,growth,growth_equity,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000025,growth,growth_equity,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000026,secondaries,lp_led,current_period,UNKNOWN,NO_COMMON_DATE_RECORD,fixture
fund,FUND_SYNTH_000026,secondaries,lp_led,xirr,UNKNOWN,RETURN_UNAVAILABLE,fixture
fund,FUND_SYNTH_000026,secondaries,lp_led,holdings,UNKNOWN,HOLDINGS_UNAVAILABLE,fixture
fund,FUND_SYNTH_000026,secondaries,lp_led,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000026,secondaries,lp_led,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000026,secondaries,lp_led,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000026,secondaries,lp_led,strategy_pme,UNKNOWN,NO_CURRENT_PERIOD,fixture
fund,FUND_SYNTH_000027,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000027,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000027,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000027,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000027,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000027,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000027,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000028,growth,growth_equity,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000028,growth,growth_equity,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000028,growth,growth_equity,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000028,growth,growth_equity,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000028,growth,growth_equity,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000028,growth,growth_equity,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000028,growth,growth_equity,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000029,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000029,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000029,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000029,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000029,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000029,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000029,buyout,middle_market,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000030,venture,early_stage,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000030,venture,early_stage,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000030,venture,early_stage,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000030,venture,early_stage,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000030,venture,early_stage,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000030,venture,early_stage,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000030,venture,early_stage,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000031,venture,early_stage,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000031,venture,early_stage,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000031,venture,early_stage,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000031,venture,early_stage,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000031,venture,early_stage,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000031,venture,early_stage,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000031,venture,early_stage,strategy_pme,UNKNOWN,BENCHMARK_CURRENCY_UNSUPPORTED,fixture
fund,FUND_SYNTH_000032,real_estate,value_add,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000032,real_estate,value_add,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000032,real_estate,value_add,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000032,real_estate,value_add,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000032,real_estate,value_add,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000032,real_estate,value_add,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000032,real_estate,value_add,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000033,venture,early_stage,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000033,venture,early_stage,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000033,venture,early_stage,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000033,venture,early_stage,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000033,venture,early_stage,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000033,venture,early_stage,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000033,venture,early_stage,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000034,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000034,buyout,middle_market,xirr,AVAILABLE,,fixture
fund,FUND_SYNTH_000034,buyout,middle_market,holdings,AVAILABLE,,fixture
fund,FUND_SYNTH_000034,buyout,middle_market,base_terms,AVAILABLE,,fixture
fund,FUND_SYNTH_000034,buyout,middle_market,economic_loss,UNSUPPORTED_DEFINITION,SNAPSHOT_COST_IS_NOT_INVESTED_COST_LEDGER,fixture
fund,FUND_SYNTH_000034,buyout,middle_market,geography_concentration,AVAILABLE_CONSTANT,PARENT_FIXTURE_GEOGRAPHY_IS_NORTH_AMERICA,fixture
fund,FUND_SYNTH_000034,buyout,middle_market,strategy_pme,AVAILABLE,,fixture
fund,FUND_SYNTH_000035,buyout,middle_market,current_period,AVAILABLE,,fixture
fund,FUND_SYNTH_000035,buyout,middle_market,xirr,AVAILABLE,,fixture
