record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
quantitative_fact,share_class_or_structure,Class I; Class R; Class A; Lux Fund; Australian Unit Trust,"Printed share class, feeder, structure, or product variant to which metric applies",SRC412,3,3,2,66.7,15,7.50,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC412,"3,30-31",Backfilled: SRC107 has onshore/offshore feeder scope and SRC103 programme scope; this generalizes them.
service_provider,provider_role,Fund Administrator; Prime Broker; Custodian; Auditor; Legal Adviser; Promoter,Service-provider role,SRC107,3,3,3,100.0,15,5.00,high,manager/fund due diligence / risk / terms / operations,EXTENSION,,SRC107,9-11,
service_provider,provider_name,PFPC; Bear Stearns Securities; Deloitte & Touche; Sidley Austin; Walkers,Service-provider organization name,SRC107,3,3,3,100.0,18,6.00,high,manager/fund due diligence / risk / terms / operations,EXTENSION,,SRC107,9-11,
service_provider,provider_location,Delaware; Dublin; New York; Cayman,Printed provider location when relevant,SRC107,3,3,3,100.0,16,5.33,high,manager/fund due diligence / risk / terms / operations,EXTENSION,,SRC107,9-11,
service_provider,relationship_duration,since 1995; extensive working relationship,Printed relationship tenure/duration,SRC107,3,3,2,66.7,5,2.50,high,manager/fund due diligence / risk / terms / operations,EXTENSION,,SRC107,9-11,
personnel,person_name,Ralph Cioffi; Matthew Tannin; Ray McGarrigal; Heather Malloy,Named key personnel/contact,SRC107,3,3,3,100.0,68,22.67,high,manager/fund due diligence / risk / terms / operations,EXTENSION,,SRC107,"4,8-9,22",
personnel,title_or_role,portfolio manager; product manager; compliance officer,Printed title/role,SRC107,3,3,3,100.0,68,22.67,high,manager/fund due diligence / risk / terms / operations,EXTENSION,,SRC107,"4,8-9,22",
personnel,function,portfolio management; compliance; contact/preparer,Function tied to named person,SRC107,3,3,3,100.0,68,22.67,high,manager/fund due diligence / risk / terms / operations,EXTENSION,,SRC107,"4,8-9,22",
document,manager_address,Address,Manager/contact address,SRC107,3,3,3,100.0,6.0,2.00,high,manager/fund due diligence / risk / terms / operations,DROP,,SRC107,4,
document,manager_phone_email,Telephone; Email,Manager/personal contact details,SRC107,3,3,3,100.0,10.0,3.33,high,manager/fund due diligence / risk / terms / operations,DROP,,SRC107,4,
personnel,biography_text,career biography,Long-form personal biography,SRC107,3,3,2,66.7,6.0,3.00,high,manager/fund due diligence / risk / terms / operations,DROP,,SRC107,8-9,
personnel,personal_contact,phone; email,Individual contact details,SRC107,3,3,2,66.7,9.0,4.50,high,manager/fund due diligence / risk / terms / operations,DROP,,SRC107,"4,9",
service_provider,provider_contact,telephone; email; address,Provider contact details,SRC107,3,3,3,100.0,14.0,4.67,high,manager/fund due diligence / risk / terms / operations,DROP,,SRC107,9-11,
quantitative_fact,raw_table_dump,multi-column content,Unstructured table/prose dump rather than normalized facts,SRC107,3,3,1,33.3,0,0.00,high,manager/fund due diligence / risk / terms / operations,DROP,,SRC107,various,
question_response,copyright_or_disclaimer,AIMA copyright/disclaimer,Boilerplate publication/disclaimer text,SRC107,3,3,2,66.7,2.0,1.00,high,manager/fund due diligence / risk / terms / operations,DROP,,SRC107,1-2,
