allocation_id,portfolio_id,as_of_date,fund_id,strategy,sub_strategy,target_weight,minimum_weight,maximum_weight,commitment_amount,nav_amount,unfunded_amount,expected_return,expected_volatility,liquidity_score,provenance_type,source_document_id,synthetic_parameter_set_id,optimization_run_id,record_status
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000011,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000011,private_credit,direct_lending,0.0012500000,0.0000000000,1.0000000000,418.95,245.70,165.46,0.08965128,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000012,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000012,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,240.37,128.86,114.00,0.08791896,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000013,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000013,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,566.72,60.03,93.78,0.03876007,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000014,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000014,fund_of_funds,diversified,0.0012500000,0.0000000000,1.0000000000,1321.15,501.69,292.42,0.08273518,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000015,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000015,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,338.00,59.00,41.49,0.10509062,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000016,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000016,growth,growth_equity,0.0012500000,0.0000000000,1.0000000000,341.47,127.33,231.91,0.19778671,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000017,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000017,private_credit,direct_lending,0.0012500000,0.0000000000,1.0000000000,583.76,276.70,330.53,0.09291571,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000018,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000018,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,626.66,101.96,26.81,0.06949894,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000019,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000019,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,585.97,313.51,235.12,0.05092713,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000020,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000020,private_credit,direct_lending,0.0012500000,0.0000000000,1.0000000000,956.69,431.61,413.08,0.05278462,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000021,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000021,infrastructure,core_plus,0.0012500000,0.0000000000,1.0000000000,1025.07,265.15,228.90,0.01111112,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000022,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000022,growth,growth_equity,0.0012500000,0.0000000000,1.0000000000,993.10,132.12,163.43,0.03535548,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000023,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000023,private_credit,direct_lending,0.0012500000,0.0000000000,1.0000000000,225.12,84.17,71.42,0.05140715,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000024,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000024,growth,growth_equity,0.0012500000,0.0000000000,1.0000000000,205.38,41.57,26.81,0.09209190,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000025,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000025,growth,growth_equity,0.0012500000,0.0000000000,1.0000000000,331.93,49.91,35.52,0.04400834,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000026,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000026,secondaries,lp_led,0.0012500000,0.0000000000,1.0000000000,1011.73,129.40,57.45,0.04158834,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000027,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000027,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,406.57,99.62,34.57,0.14384558,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000028,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000028,growth,growth_equity,0.0012500000,0.0000000000,1.0000000000,553.94,252.76,111.50,0.10478317,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000029,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000029,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,596.14,91.69,114.92,0.08937413,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000030,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000030,venture,early_stage,0.0012500000,0.0000000000,1.0000000000,156.01,93.57,59.52,0.06871707,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000031,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000031,venture,early_stage,0.0012500000,0.0000000000,1.0000000000,107.80,89.66,51.89,0.23799643,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000032,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000032,real_estate,value_add,0.0012500000,0.0000000000,1.0000000000,1156.58,490.07,581.90,0.03090447,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000033,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000033,venture,early_stage,0.0012500000,0.0000000000,1.0000000000,210.92,92.39,125.88,0.13967985,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000034,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000034,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,879.72,193.64,84.85,0.13434967,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000035,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000035,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,522.50,399.26,204.94,0.17120100,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000036,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000036,real_estate,value_add,0.0012500000,0.0000000000,1.0000000000,1066.80,639.15,590.31,0.31915709,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000037,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000037,venture,early_stage,0.0012500000,0.0000000000,1.0000000000,328.48,52.60,87.70,-0.11962664,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000038,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000038,venture,early_stage,0.0012500000,0.0000000000,1.0000000000,197.97,8.25,19.28,-0.15369252,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000039,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000039,venture,early_stage,0.0012500000,0.0000000000,1.0000000000,307.07,162.16,198.61,0.44682349,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000040,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000040,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,833.55,175.08,82.32,0.12004188,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000041,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000041,fund_of_funds,diversified,0.0012500000,0.0000000000,1.0000000000,614.39,124.31,65.41,0.11568096,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000042,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000042,private_credit,direct_lending,0.0012500000,0.0000000000,1.0000000000,1355.08,496.86,421.51,0.00359659,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000043,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000043,private_credit,direct_lending,0.0012500000,0.0000000000,1.0000000000,388.79,40.33,16.37,0.04158111,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000044,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000044,growth,growth_equity,0.0012500000,0.0000000000,1.0000000000,791.59,262.49,77.71,0.10630677,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000045,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000045,infrastructure,core_plus,0.0012500000,0.0000000000,1.0000000000,944.44,151.20,135.81,0.05978162,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000046,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000046,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,830.56,221.11,220.52,0.14243221,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000047,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000047,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,634.65,90.39,75.91,0.06950039,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000048,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000048,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,364.77,226.13,152.82,0.18380643,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000049,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000049,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,367.61,201.41,102.78,0.19386284,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000050,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000050,growth,growth_equity,0.0012500000,0.0000000000,1.0000000000,408.30,127.28,29.59,0.15306853,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000051,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000051,buyout,middle_market,0.0012500000,0.0000000000,1.0000000000,668.24,345.98,416.86,0.23315347,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000052,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000052,real_estate,value_add,0.0012500000,0.0000000000,1.0000000000,276.50,137.81,57.82,0.12536108,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000053,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000053,real_estate,value_add,0.0012500000,0.0000000000,1.0000000000,548.04,97.13,75.68,0.09035180,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000054,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000054,venture,early_stage,0.0012500000,0.0000000000,1.0000000000,384.88,167.14,148.73,0.04645231,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000055,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000055,infrastructure,core_plus,0.0012500000,0.0000000000,1.0000000000,875.10,466.35,435.02,0.08746643,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000056,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000056,infrastructure,core_plus,0.0012500000,0.0000000000,1.0000000000,602.34,343.20,308.13,0.12218425,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000057,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000057,growth,growth_equity,0.0012500000,0.0000000000,1.0000000000,227.70,98.66,140.69,0.12668948,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000058,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000058,venture,early_stage,0.0012500000,0.0000000000,1.0000000000,200.61,69.38,28.27,0.13198631,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000059,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000059,infrastructure,core_plus,0.0012500000,0.0000000000,1.0000000000,425.83,234.47,116.81,0.07626386,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
ALLOC_PORTFOLIO_SYNTH_EQUAL_WEIGHT_20260630_FUND_SYNTH_000060,PORTFOLIO_SYNTH_EQUAL_WEIGHT,2026-06-30,FUND_SYNTH_000060,venture,early_stage,0.0012500000,0.0000000000,1.0000000000,112.74,110.89,46.62,0.23668046,,,DERIVED,,SYNTH_ASSUMED_DEMO_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=SYNTH_CLEAN_QC,ACTIVE
