fund_term_clause_id,fund_id,lp_id,lp_name,share_class_name,perspective,term_scope,overrides_fund_term_id,effective_date,effective_end_date,source_document_id,metric_id,clause_title,value_raw,value_text,currency,provenance_type,source_page,source_anchor,extractor_version,synthetic_parameter_set_id,record_status
FTC_FUND_SYNTH_000007_SPEC_02,FUND_SYNTH_000007,,,,fund_total,base_fund,,2012-09-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000008_LP_SYNTH_000008_01_SPECIAL_01,FUND_SYNTH_000008,LP_SYNTH_000008_01,Synthetic Institutional LP 0008-01,,lp_position,lp_override,FT_FUND_SYNTH_000008_V1,2022-03-31,,,terms.special_term,Synthetic fee discount,The LP receives a 25 basis point management-fee discount.,The LP receives a 25 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000008_LP_SYNTH_000008_02_SPECIAL_01,FUND_SYNTH_000008,LP_SYNTH_000008_02,Synthetic Institutional LP 0008-02,,lp_position,lp_override,FT_FUND_SYNTH_000008_V1,2022-03-31,,,terms.special_term,Synthetic fee discount,The LP receives a 50 basis point management-fee discount.,The LP receives a 50 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000008_RISK_01,FUND_SYNTH_000008,,,,fund_total,base_fund,,2022-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000008_RISK_02,FUND_SYNTH_000008,,,,fund_total,base_fund,,2022-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000008_SPEC_01,FUND_SYNTH_000008,,,,fund_total,base_fund,,2022-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000008_SPEC_02,FUND_SYNTH_000008,,,,fund_total,base_fund,,2022-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000009_RISK_01,FUND_SYNTH_000009,,,,fund_total,base_fund,,2014-09-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000009_RISK_02,FUND_SYNTH_000009,,,,fund_total,base_fund,,2014-09-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000009_SPEC_01,FUND_SYNTH_000009,,,,fund_total,base_fund,,2014-09-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000009_SPEC_02,FUND_SYNTH_000009,,,,fund_total,base_fund,,2014-09-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000010_RISK_01,FUND_SYNTH_000010,,,,fund_total,base_fund,,2015-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000010_RISK_02,FUND_SYNTH_000010,,,,fund_total,base_fund,,2015-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000010_SPEC_01,FUND_SYNTH_000010,,,,fund_total,base_fund,,2015-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000010_SPEC_02,FUND_SYNTH_000010,,,,fund_total,base_fund,,2015-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000011_RISK_01,FUND_SYNTH_000011,,,,fund_total,base_fund,,2022-12-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000011_RISK_02,FUND_SYNTH_000011,,,,fund_total,base_fund,,2022-12-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000011_SPEC_01,FUND_SYNTH_000011,,,,fund_total,base_fund,,2022-12-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000011_SPEC_02,FUND_SYNTH_000011,,,,fund_total,base_fund,,2022-12-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000012_RISK_01,FUND_SYNTH_000012,,,,fund_total,base_fund,,2022-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000012_RISK_02,FUND_SYNTH_000012,,,,fund_total,base_fund,,2022-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000012_SPEC_01,FUND_SYNTH_000012,,,,fund_total,base_fund,,2022-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000012_SPEC_02,FUND_SYNTH_000012,,,,fund_total,base_fund,,2022-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000013_RISK_01,FUND_SYNTH_000013,,,,fund_total,base_fund,,2012-12-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000013_RISK_02,FUND_SYNTH_000013,,,,fund_total,base_fund,,2012-12-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000013_SPEC_01,FUND_SYNTH_000013,,,,fund_total,base_fund,,2012-12-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000013_SPEC_02,FUND_SYNTH_000013,,,,fund_total,base_fund,,2012-12-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000014_RISK_01,FUND_SYNTH_000014,,,,fund_total,base_fund,,2018-12-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000014_RISK_02,FUND_SYNTH_000014,,,,fund_total,base_fund,,2018-12-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000014_SPEC_01,FUND_SYNTH_000014,,,,fund_total,base_fund,,2018-12-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000014_SPEC_02,FUND_SYNTH_000014,,,,fund_total,base_fund,,2018-12-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000015_RISK_01,FUND_SYNTH_000015,,,,fund_total,base_fund,,2014-09-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000015_RISK_02,FUND_SYNTH_000015,,,,fund_total,base_fund,,2014-09-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000015_SPEC_01,FUND_SYNTH_000015,,,,fund_total,base_fund,,2014-09-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000015_SPEC_02,FUND_SYNTH_000015,,,,fund_total,base_fund,,2014-09-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000016_LP_SYNTH_000016_01_SPECIAL_01,FUND_SYNTH_000016,LP_SYNTH_000016_01,Synthetic Institutional LP 0016-01,,lp_position,lp_override,FT_FUND_SYNTH_000016_V1,2025-03-31,,,terms.special_term,Synthetic fee discount,The LP receives a 25 basis point management-fee discount.,The LP receives a 25 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000016_LP_SYNTH_000016_02_SPECIAL_01,FUND_SYNTH_000016,LP_SYNTH_000016_02,Synthetic Institutional LP 0016-02,,lp_position,lp_override,FT_FUND_SYNTH_000016_V1,2025-03-31,,,terms.special_term,Synthetic fee discount,The LP receives a 50 basis point management-fee discount.,The LP receives a 50 basis point management-fee discount.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000016_RISK_01,FUND_SYNTH_000016,,,,fund_total,base_fund,,2025-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000016_RISK_02,FUND_SYNTH_000016,,,,fund_total,base_fund,,2025-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000016_SPEC_01,FUND_SYNTH_000016,,,,fund_total,base_fund,,2025-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000016_SPEC_02,FUND_SYNTH_000016,,,,fund_total,base_fund,,2025-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000017_RISK_01,FUND_SYNTH_000017,,,,fund_total,base_fund,,2023-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000017_RISK_02,FUND_SYNTH_000017,,,,fund_total,base_fund,,2023-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000017_SPEC_01,FUND_SYNTH_000017,,,,fund_total,base_fund,,2023-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000017_SPEC_02,FUND_SYNTH_000017,,,,fund_total,base_fund,,2023-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000018_RISK_01,FUND_SYNTH_000018,,,,fund_total,base_fund,,2013-03-31,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000018_RISK_02,FUND_SYNTH_000018,,,,fund_total,base_fund,,2013-03-31,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000018_SPEC_01,FUND_SYNTH_000018,,,,fund_total,base_fund,,2013-03-31,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000018_SPEC_02,FUND_SYNTH_000018,,,,fund_total,base_fund,,2013-03-31,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000019_RISK_01,FUND_SYNTH_000019,,,,fund_total,base_fund,,2022-06-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000019_RISK_02,FUND_SYNTH_000019,,,,fund_total,base_fund,,2022-06-30,,,terms.risk_factor,Synthetic valuation policy risk,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,Unquoted holdings carry a valuation estimate the manager reviews each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000019_SPEC_01,FUND_SYNTH_000019,,,,fund_total,base_fund,,2022-06-30,,,terms.special_term,Synthetic advisory committee right,An advisory committee reviews conflicts and valuation policy each quarter.,An advisory committee reviews conflicts and valuation policy each quarter.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000019_SPEC_02,FUND_SYNTH_000019,,,,fund_total,base_fund,,2022-06-30,,,terms.special_term,Synthetic key person suspension,Departure of two named principals suspends the investment period.,Departure of two named principals suspends the investment period.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
FTC_FUND_SYNTH_000020_RISK_01,FUND_SYNTH_000020,,,,fund_total,base_fund,,2021-09-30,,,terms.risk_factor,Synthetic concentration risk,Portfolio concentration can increase valuation volatility.,Portfolio concentration can increase valuation volatility.,,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE
