fund_id,fund_name,legal_name,fund_manager_id,fund_manager_name,strategy,sub_strategy,vintage_year,domicile,base_currency,fund_size,fund_size_currency,first_close_date,final_close_date,termination_date,fund_status,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
FUND_REAL_COLLISION_000617,Synthetic Buyout Fund 0617,"Synthetic Buyout Fund 0617, L.P.",MANAGER_SYNTH_00155,Synthetic Alternatives Manager 0155,buyout,middle_market,2017,"Delaware, US",USD,449.08,USD,2017-11-15,2021-09-30,2029-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_REAL_COLLISION_000759,Synthetic Growth Fund 0759,"Synthetic Growth Fund 0759, L.P.",MANAGER_SYNTH_00190,Synthetic Alternatives Manager 0190,growth,growth_equity,2014,"Delaware, US",USD,241.22,USD,2014-02-15,2019-06-30,2026-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000001,Synthetic Buyout Fund 0001,"Synthetic Buyout Fund 0001, L.P.",MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,buyout,middle_market,2018,"Delaware, US",USD,1257.04,USD,2018-08-15,2021-12-31,2030-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000002,Synthetic Infrastructure Fund 0002,"Synthetic Infrastructure Fund 0002, L.P.",MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,infrastructure,core_plus,2024,"Delaware, US",EUR,1140.27,EUR,2024-05-15,2025-03-31,2036-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000003,Synthetic Venture Fund 0003,"Synthetic Venture Fund 0003, L.P.",MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,venture,early_stage,2017,"Delaware, US",USD,131.60,USD,2017-11-15,2021-09-30,2029-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000004,Synthetic Venture Fund 0004,"Synthetic Venture Fund 0004, L.P.",MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,venture,early_stage,2016,"Delaware, US",USD,317.63,USD,2016-11-15,2021-03-31,2028-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000005,Synthetic Real Estate Fund 0005,"Synthetic Real Estate Fund 0005, L.P.",MANAGER_SYNTH_00002,Synthetic Alternatives Manager 0002,real_estate,value_add,2019,"Delaware, US",EUR,523.82,EUR,2019-11-15,2022-09-30,2031-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000006,Synthetic Buyout Fund 0006,"Synthetic Buyout Fund 0006, L.P.",MANAGER_SYNTH_00002,Synthetic Alternatives Manager 0002,buyout,middle_market,2016,"Delaware, US",USD,499.78,USD,2016-08-15,2020-12-31,2028-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000007,Synthetic Growth Fund 0007,"Synthetic Growth Fund 0007, L.P.",MANAGER_SYNTH_00002,Synthetic Alternatives Manager 0002,growth,growth_equity,2012,"Delaware, US",USD,262.48,USD,2012-08-15,2017-12-31,2024-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000008,Synthetic Venture Fund 0008,"Synthetic Venture Fund 0008, L.P.",MANAGER_SYNTH_00002,Synthetic Alternatives Manager 0002,venture,early_stage,2022,"Delaware, US",EUR,325.61,EUR,2022-02-15,2023-12-31,2034-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000009,Synthetic Venture Fund 0009,"Synthetic Venture Fund 0009, L.P.",MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,venture,early_stage,2014,"Delaware, US",USD,173.03,USD,2014-08-15,2019-12-31,2026-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000010,Synthetic Fund Of Funds Fund 0010,"Synthetic Fund Of Funds Fund 0010, L.P.",MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,fund_of_funds,diversified,2015,"Delaware, US",USD,491.60,USD,2015-02-15,2020-03-31,2027-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000011,Synthetic Private Credit Fund 0011,"Synthetic Private Credit Fund 0011, L.P.",MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,private_credit,direct_lending,2022,"Delaware, US",EUR,418.95,EUR,2022-11-15,2024-06-30,2034-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000012,Synthetic Buyout Fund 0012,"Synthetic Buyout Fund 0012, L.P.",MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,buyout,middle_market,2022,"Delaware, US",USD,240.37,USD,2022-02-15,2023-12-31,2034-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000013,Synthetic Buyout Fund 0013,"Synthetic Buyout Fund 0013, L.P.",MANAGER_SYNTH_00004,Synthetic Alternatives Manager 0004,buyout,middle_market,2012,"Delaware, US",USD,566.72,USD,2012-11-15,2018-03-31,2024-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000014,Synthetic Fund Of Funds Fund 0014,"Synthetic Fund Of Funds Fund 0014, L.P.",MANAGER_SYNTH_00004,Synthetic Alternatives Manager 0004,fund_of_funds,diversified,2018,"Delaware, US",USD,1321.15,USD,2018-11-15,2022-03-31,2030-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000015,Synthetic Buyout Fund 0015,"Synthetic Buyout Fund 0015, L.P.",MANAGER_SYNTH_00004,Synthetic Alternatives Manager 0004,buyout,middle_market,2014,"Delaware, US",USD,338.00,USD,2014-08-15,2019-12-31,2026-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000016,Synthetic Growth Fund 0016,"Synthetic Growth Fund 0016, L.P.",MANAGER_SYNTH_00004,Synthetic Alternatives Manager 0004,growth,growth_equity,2025,"Delaware, US",USD,341.47,USD,2025-02-15,2025-12-31,2037-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000017,Synthetic Private Credit Fund 0017,"Synthetic Private Credit Fund 0017, L.P.",MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,direct_lending,2023,"Delaware, US",USD,583.76,USD,2023-02-15,2024-06-30,2035-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000018,Synthetic Buyout Fund 0018,"Synthetic Buyout Fund 0018, L.P.",MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,buyout,middle_market,2013,"Delaware, US",USD,626.66,USD,2013-02-15,2018-09-30,2025-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000019,Synthetic Buyout Fund 0019,"Synthetic Buyout Fund 0019, L.P.",MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,buyout,middle_market,2022,"Delaware, US",USD,585.97,USD,2022-05-15,2024-03-31,2034-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000020,Synthetic Private Credit Fund 0020,"Synthetic Private Credit Fund 0020, L.P.",MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,direct_lending,2021,"Delaware, US",USD,956.69,USD,2021-08-15,2023-09-30,2033-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000021,Synthetic Infrastructure Fund 0021,"Synthetic Infrastructure Fund 0021, L.P.",MANAGER_SYNTH_00006,Synthetic Alternatives Manager 0006,infrastructure,core_plus,2018,"Delaware, US",EUR,1025.07,EUR,2018-11-15,2022-03-31,2030-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000022,Synthetic Growth Fund 0022,"Synthetic Growth Fund 0022, L.P.",MANAGER_SYNTH_00006,Synthetic Alternatives Manager 0006,growth,growth_equity,2013,"Delaware, US",USD,993.10,USD,2013-02-15,2018-09-30,2025-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000023,Synthetic Private Credit Fund 0023,"Synthetic Private Credit Fund 0023, L.P.",MANAGER_SYNTH_00006,Synthetic Alternatives Manager 0006,private_credit,direct_lending,2019,"Delaware, US",USD,225.12,USD,2019-02-15,2022-06-30,2031-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000024,Synthetic Growth Fund 0024,"Synthetic Growth Fund 0024, L.P.",MANAGER_SYNTH_00006,Synthetic Alternatives Manager 0006,growth,growth_equity,2016,"Delaware, US",USD,205.38,USD,2016-05-15,2020-09-30,2028-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000025,Synthetic Growth Fund 0025,"Synthetic Growth Fund 0025, L.P.",MANAGER_SYNTH_00007,Synthetic Alternatives Manager 0007,growth,growth_equity,2012,"Delaware, US",USD,331.93,USD,2012-05-15,2017-12-31,2024-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000026,Synthetic Secondaries Fund 0026,"Synthetic Secondaries Fund 0026, L.P.",MANAGER_SYNTH_00007,Synthetic Alternatives Manager 0007,secondaries,lp_led,2013,"Delaware, US",USD,1011.73,USD,2013-11-15,2019-03-31,2025-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000027,Synthetic Buyout Fund 0027,"Synthetic Buyout Fund 0027, L.P.",MANAGER_SYNTH_00007,Synthetic Alternatives Manager 0007,buyout,middle_market,2014,"Delaware, US",USD,406.57,USD,2014-05-15,2019-09-30,2026-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000028,Synthetic Growth Fund 0028,"Synthetic Growth Fund 0028, L.P.",MANAGER_SYNTH_00007,Synthetic Alternatives Manager 0007,growth,growth_equity,2018,"Delaware, US",GBP,553.94,GBP,2018-05-15,2021-12-31,2030-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000029,Synthetic Buyout Fund 0029,"Synthetic Buyout Fund 0029, L.P.",MANAGER_SYNTH_00008,Synthetic Alternatives Manager 0008,buyout,middle_market,2014,"Delaware, US",GBP,596.14,GBP,2014-02-15,2019-06-30,2026-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000030,Synthetic Venture Fund 0030,"Synthetic Venture Fund 0030, L.P.",MANAGER_SYNTH_00008,Synthetic Alternatives Manager 0008,venture,early_stage,2022,"Delaware, US",GBP,156.01,GBP,2022-08-15,2024-03-31,2034-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000031,Synthetic Venture Fund 0031,"Synthetic Venture Fund 0031, L.P.",MANAGER_SYNTH_00008,Synthetic Alternatives Manager 0008,venture,early_stage,2022,"Delaware, US",GBP,107.80,GBP,2022-05-15,2024-03-31,2034-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000032,Synthetic Real Estate Fund 0032,"Synthetic Real Estate Fund 0032, L.P.",MANAGER_SYNTH_00008,Synthetic Alternatives Manager 0008,real_estate,value_add,2022,"Delaware, US",USD,1156.58,USD,2022-02-15,2023-12-31,2034-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000033,Synthetic Venture Fund 0033,"Synthetic Venture Fund 0033, L.P.",MANAGER_SYNTH_00009,Synthetic Alternatives Manager 0009,venture,early_stage,2024,"Delaware, US",USD,210.92,USD,2024-11-15,2025-09-30,2036-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000034,Synthetic Buyout Fund 0034,"Synthetic Buyout Fund 0034, L.P.",MANAGER_SYNTH_00009,Synthetic Alternatives Manager 0009,buyout,middle_market,2014,"Delaware, US",USD,879.72,USD,2014-11-15,2019-12-31,2026-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000035,Synthetic Buyout Fund 0035,"Synthetic Buyout Fund 0035, L.P.",MANAGER_SYNTH_00009,Synthetic Alternatives Manager 0009,buyout,middle_market,2021,"Delaware, US",EUR,522.50,EUR,2021-08-15,2023-09-30,2033-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000036,Synthetic Real Estate Fund 0036,"Synthetic Real Estate Fund 0036, L.P.",MANAGER_SYNTH_00009,Synthetic Alternatives Manager 0009,real_estate,value_add,2024,"Delaware, US",USD,1066.80,USD,2024-11-15,2025-09-30,2036-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000037,Synthetic Venture Fund 0037,"Synthetic Venture Fund 0037, L.P.",MANAGER_SYNTH_00010,Synthetic Alternatives Manager 0010,venture,early_stage,2019,"Delaware, US",USD,328.48,USD,2019-02-15,2022-06-30,2031-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000038,Synthetic Venture Fund 0038,"Synthetic Venture Fund 0038, L.P.",MANAGER_SYNTH_00010,Synthetic Alternatives Manager 0010,venture,early_stage,2016,"Delaware, US",USD,197.97,USD,2016-02-15,2020-09-30,2028-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000039,Synthetic Venture Fund 0039,"Synthetic Venture Fund 0039, L.P.",MANAGER_SYNTH_00010,Synthetic Alternatives Manager 0010,venture,early_stage,2025,"Delaware, US",USD,307.07,USD,2025-02-15,2025-12-31,2037-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000040,Synthetic Buyout Fund 0040,"Synthetic Buyout Fund 0040, L.P.",MANAGER_SYNTH_00010,Synthetic Alternatives Manager 0010,buyout,middle_market,2013,"Delaware, US",GBP,833.55,GBP,2013-02-15,2018-09-30,2025-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000041,Synthetic Fund Of Funds Fund 0041,"Synthetic Fund Of Funds Fund 0041, L.P.",MANAGER_SYNTH_00011,Synthetic Alternatives Manager 0011,fund_of_funds,diversified,2015,"Delaware, US",GBP,614.39,GBP,2015-11-15,2020-06-30,2027-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000042,Synthetic Private Credit Fund 0042,"Synthetic Private Credit Fund 0042, L.P.",MANAGER_SYNTH_00011,Synthetic Alternatives Manager 0011,private_credit,direct_lending,2020,"Delaware, US",USD,1355.08,USD,2020-05-15,2022-12-31,2032-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000043,Synthetic Private Credit Fund 0043,"Synthetic Private Credit Fund 0043, L.P.",MANAGER_SYNTH_00011,Synthetic Alternatives Manager 0011,private_credit,direct_lending,2013,"Delaware, US",USD,388.79,USD,2013-05-15,2018-12-31,2025-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000044,Synthetic Growth Fund 0044,"Synthetic Growth Fund 0044, L.P.",MANAGER_SYNTH_00011,Synthetic Alternatives Manager 0011,growth,growth_equity,2017,"Delaware, US",USD,791.59,USD,2017-08-15,2021-06-30,2029-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000045,Synthetic Infrastructure Fund 0045,"Synthetic Infrastructure Fund 0045, L.P.",MANAGER_SYNTH_00012,Synthetic Alternatives Manager 0012,infrastructure,core_plus,2012,"Delaware, US",USD,944.44,USD,2012-02-15,2017-09-30,2024-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000046,Synthetic Buyout Fund 0046,"Synthetic Buyout Fund 0046, L.P.",MANAGER_SYNTH_00012,Synthetic Alternatives Manager 0012,buyout,middle_market,2017,"Delaware, US",USD,830.56,USD,2017-08-15,2021-06-30,2029-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000047,Synthetic Buyout Fund 0047,"Synthetic Buyout Fund 0047, L.P.",MANAGER_SYNTH_00012,Synthetic Alternatives Manager 0012,buyout,middle_market,2012,"Delaware, US",USD,634.65,USD,2012-05-15,2017-12-31,2024-12-31,liquidated,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000048,Synthetic Buyout Fund 0048,"Synthetic Buyout Fund 0048, L.P.",MANAGER_SYNTH_00012,Synthetic Alternatives Manager 0012,buyout,middle_market,2019,"Delaware, US",USD,364.77,USD,2019-05-15,2022-06-30,2031-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000049,Synthetic Buyout Fund 0049,"Synthetic Buyout Fund 0049, L.P.",MANAGER_SYNTH_00013,Synthetic Alternatives Manager 0013,buyout,middle_market,2018,"Delaware, US",USD,367.61,USD,2018-11-15,2022-03-31,2030-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000050,Synthetic Growth Fund 0050,"Synthetic Growth Fund 0050, L.P.",MANAGER_SYNTH_00013,Synthetic Alternatives Manager 0013,growth,growth_equity,2014,"Delaware, US",EUR,408.30,EUR,2014-11-15,2019-12-31,2026-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000051,Synthetic Buyout Fund 0051,"Synthetic Buyout Fund 0051, L.P.",MANAGER_SYNTH_00013,Synthetic Alternatives Manager 0013,buyout,middle_market,2024,"Delaware, US",USD,668.24,USD,2024-05-15,2025-03-31,2036-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000052,Synthetic Real Estate Fund 0052,"Synthetic Real Estate Fund 0052, L.P.",MANAGER_SYNTH_00013,Synthetic Alternatives Manager 0013,real_estate,value_add,2018,"Delaware, US",GBP,276.50,GBP,2018-02-15,2021-09-30,2030-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000053,Synthetic Real Estate Fund 0053,"Synthetic Real Estate Fund 0053, L.P.",MANAGER_SYNTH_00014,Synthetic Alternatives Manager 0014,real_estate,value_add,2014,"Delaware, US",EUR,548.04,EUR,2014-11-15,2019-12-31,2026-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000054,Synthetic Venture Fund 0054,"Synthetic Venture Fund 0054, L.P.",MANAGER_SYNTH_00014,Synthetic Alternatives Manager 0014,venture,early_stage,2020,"Delaware, US",USD,384.88,USD,2020-08-15,2023-03-31,2032-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000055,Synthetic Infrastructure Fund 0055,"Synthetic Infrastructure Fund 0055, L.P.",MANAGER_SYNTH_00014,Synthetic Alternatives Manager 0014,infrastructure,core_plus,2024,"Delaware, US",USD,875.10,USD,2024-05-15,2025-03-31,2036-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000056,Synthetic Infrastructure Fund 0056,"Synthetic Infrastructure Fund 0056, L.P.",MANAGER_SYNTH_00014,Synthetic Alternatives Manager 0014,infrastructure,core_plus,2024,"Delaware, US",USD,602.34,USD,2024-02-15,2024-12-31,2036-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000057,Synthetic Growth Fund 0057,"Synthetic Growth Fund 0057, L.P.",MANAGER_SYNTH_00015,Synthetic Alternatives Manager 0015,growth,growth_equity,2024,"Delaware, US",USD,227.70,USD,2024-05-15,2025-03-31,2036-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
FUND_SYNTH_000058,Synthetic Venture Fund 0058,"Synthetic Venture Fund 0058, L.P.",MANAGER_SYNTH_00015,Synthetic Alternatives Manager 0015,venture,early_stage,2014,"Delaware, US",GBP,200.61,GBP,2014-08-15,2019-12-31,2026-12-31,active,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,2026-06-30T00:00:00Z
