wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,stewardship_policy,observation_ids,observation_count,unparsed_values,scale_note,collision_note
e12ab5a8541258ea1038,SRC329,07-institutional-mission,Stewardship_Proxy_Report,9d62d7f7ceab87fd5a58,15,Remuneration Committee report,Remuneration Committee report,The principles that underpin our approach to remuneration are as follows,1,,other_printed_scope,afddbeff42b878a8e09a,,USS remuneration principles,,,,,,,,,,,,,absolute,1,The foundation of our remuneration approach is to promote alignment to our scheme’s interests,06441268097c52449469,1,,,
02b70e5bd15536911a28,SRC329,07-institutional-mission,Stewardship_Proxy_Report,9d62d7f7ceab87fd5a58,15,Remuneration Committee report,Remuneration Committee report,The principles that underpin our approach to remuneration are as follows,2,,other_printed_scope,afddbeff42b878a8e09a,,USS remuneration principles,,,,,,,,,,,,,absolute,1,"We focus on long term success, applying appropriate metrics and overlaying judgement",5e470d593e6849f57376,1,,,
52f70083f1747c7de451,SRC329,07-institutional-mission,Stewardship_Proxy_Report,9d62d7f7ceab87fd5a58,15,Remuneration Committee report,Remuneration Committee report,The principles that underpin our approach to remuneration are as follows,3,,other_printed_scope,afddbeff42b878a8e09a,,USS remuneration principles,,,,,,,,,,,,,absolute,1,"Remuneration outcomes for individuals reflect the importance we attach to adherence to our values, behavioural standards and organisational risk management culture",e0036fb5abc0dd1074b6,1,,,
694046410d7d7a8e4021,SRC329,07-institutional-mission,Stewardship_Proxy_Report,9d62d7f7ceab87fd5a58,15,Remuneration Committee report,Remuneration Committee report,The principles that underpin our approach to remuneration are as follows,4,,other_printed_scope,afddbeff42b878a8e09a,,USS remuneration principles,,,,,,,,,,,,,absolute,1,"Using external advice, we use remuneration market data of peer organisations with the aim of ensuring our approach is fair, for individuals and in aggregate",9da988f41f51f1b62f9e,1,,,
cf60c576cd48f863d9dd,SRC329,07-institutional-mission,Stewardship_Proxy_Report,9d62d7f7ceab87fd5a58,15,Remuneration Committee report,Remuneration Committee report,The principles that underpin our approach to remuneration are as follows,5,,other_printed_scope,afddbeff42b878a8e09a,,USS remuneration principles,,,,,,,,,,,,,absolute,1,"We differentiate pay outcomes based on individual performance and, for some areas, overall team performance",c6149152a8c59e04de2f,1,,,
56f8d10615823a5aa520,SRC329,07-institutional-mission,Stewardship_Proxy_Report,9d62d7f7ceab87fd5a58,15,Remuneration Committee report,Remuneration Committee report,The principles that underpin our approach to remuneration are as follows,6,,other_printed_scope,afddbeff42b878a8e09a,,USS remuneration principles,,,,,,,,,,,,,absolute,1,We endeavour to ensure a fair and transparent approach to remuneration,69ca1de2919e1008d153,1,,,
bf6ecd52bea9001f4550,SRC329,07-institutional-mission,Stewardship_Proxy_Report,613a87d76fab445f491e,5,Corporate governance statement,,"As part of their appointment to the Trustee Board, each trustee director is required to",1,,other_printed_scope,ab9a50355305db2a7833,,USS trustee directors,,,,,,,,,,,,,absolute,1,Complete TPR’s Trustee Toolkit to ensure that they have a good base level of understanding of the accountabilities and responsibilities that apply to pension trustees,ae2e283cd66a124511b8,1,,,
49d32ce6ecfea11a33fb,SRC329,07-institutional-mission,Stewardship_Proxy_Report,613a87d76fab445f491e,5,Corporate governance statement,,"As part of their appointment to the Trustee Board, each trustee director is required to",2,,other_printed_scope,ab9a50355305db2a7833,,USS trustee directors,,,,,,,,,,,,,absolute,1,Undergo a thorough induction programme,4627cf9430134b677b0d,1,,,
16612b6d2c269f4424ff,SRC339,07-institutional-mission,Stewardship_Proxy_Report,7447c80655152fbdf36a,10,Policies,CONFLICTS OF INTEREST,Completing the attestation is a prerequisite for staff to receive any performance-based incentive payment.,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,Completing the attestation is a prerequisite for staff to receive any performance-based incentive payment.,92fe6be9b5f429a70167,1,,,
7be3da61eaf3e5b44c5e,SRC339,07-institutional-mission,Stewardship_Proxy_Report,7447c80655152fbdf36a,10,Policies,CONFLICTS OF INTEREST,"Conflicts or potential conflicts of interest must be disclosed by advising the General Counsel or the Chief Executive, a line manager, member of the People & Culture team, or by emailing a conflicts email address.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Conflicts or potential conflicts of interest must be disclosed by advising the General Counsel or the Chief Executive, a line manager, member of the People & Culture team, or by emailing a conflicts email address.",b1c8175e98a880e7c767,1,,,
de306f3c266443d8d7a4,SRC339,07-institutional-mission,Stewardship_Proxy_Report,7447c80655152fbdf36a,10,Policies,CONFLICTS OF INTEREST,"Staff must complete a six-monthly attestation about their compliance with the Guardians’ policies, including conflicts of interest and securities trading policies.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Staff must complete a six-monthly attestation about their compliance with the Guardians’ policies, including conflicts of interest and securities trading policies.",5a6496ec2a780e67c66b,1,,,
76935edd1e32d22ddb89,SRC339,07-institutional-mission,Stewardship_Proxy_Report,7447c80655152fbdf36a,10,Policies,CONFLICTS OF INTEREST,"The policy also covers conflicts of interest, requiring all potential suppliers and external partners to consider and disclose any actual or perceived conflicts during the procurement process.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"The policy also covers conflicts of interest, requiring all potential suppliers and external partners to consider and disclose any actual or perceived conflicts during the procurement process.",bf0d6c954678caa3f37c,1,,,
46e0e15eb0497f63fa18,SRC339,07-institutional-mission,Stewardship_Proxy_Report,7447c80655152fbdf36a,10,Policies,CONFLICTS OF INTEREST,"There is a process for the disclosure of personal investments and trading-related conflicts of interest, including a Securities Trading Procedure that applies to all personal trading and related information.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"There is a process for the disclosure of personal investments and trading-related conflicts of interest, including a Securities Trading Procedure that applies to all personal trading and related information.",7a2857b858f08e967398,1,,,
446ebdea5508f9384b3a,SRC339,07-institutional-mission,Stewardship_Proxy_Report,7447c80655152fbdf36a,10,Policies,CONFLICTS OF INTEREST,This includes a requirement to disclose any actual or potential conflicts of interest due to close personal relationship or interest in a transaction.,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,This includes a requirement to disclose any actual or potential conflicts of interest due to close personal relationship or interest in a transaction.,2bd5c03b011c0cbed68a,1,,,
ffcccc078e84851ace1a,SRC339,07-institutional-mission,Stewardship_Proxy_Report,0b5b9c90480b425957c7,11,Incorporate,Incorporate,"Applying detailed ESG due diligence to all direct investments, using independent experts where required, to assess material ESG risks and opportunities and understand how they will be managed or mitigated. The focus continues post investment.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Applying detailed ESG due diligence to all direct investments, using independent experts where required, to assess material ESG risks and opportunities and understand how they will be managed or mitigated. The focus continues post investment.",9c7f8e1e6dba684ea3a9,1,,,
57dcc3cf38b4973fd588,SRC339,07-institutional-mission,Stewardship_Proxy_Report,0b5b9c90480b425957c7,11,Incorporate,Incorporate,"Considering ESG capability in the selection, due diligence, engagement and ongoing reviews of external investment managers, incorporating sustainable investment requirements into contracts where relevant. Once a manager is selected, sustainable investment requirements are incorporated into contractual arrangements where possible and relevant.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Considering ESG capability in the selection, due diligence, engagement and ongoing reviews of external investment managers, incorporating sustainable investment requirements into contracts where relevant. Once a manager is selected, sustainable investment requirements are incorporated into contractual arrangements where possible and relevant.",487c58d6f599841b0f2d,1,,,
6078fb251dd9a2929257,SRC339,07-institutional-mission,Stewardship_Proxy_Report,0b5b9c90480b425957c7,11,Incorporate,Incorporate,"Considering human rights (including indigenous rights), diversity and, for New Zealand investments, consideration of te ao Māori and Te Tiriti o Waitangi (Treaty of Waitangi) as part of our due diligence processes for direct investments",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Considering human rights (including indigenous rights), diversity and, for New Zealand investments, consideration of te ao Māori and Te Tiriti o Waitangi (Treaty of Waitangi) as part of our due diligence processes for direct investments",7fe07fbaa72b6e0369d0,1,,,
96a099ff3a42f7a5eac2,SRC339,07-institutional-mission,Stewardship_Proxy_Report,0b5b9c90480b425957c7,11,Incorporate,Incorporate,Developing guidelines to integrate ESG considerations across different types of investments,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,Developing guidelines to integrate ESG considerations across different types of investments,7f78db7457636c5caec1,1,,,
eee3f7c9e3fc61ee44e2,SRC339,07-institutional-mission,Stewardship_Proxy_Report,0b5b9c90480b425957c7,11,Incorporate,Incorporate,"Monitoring our listed equities portfolio for companies with poor ESG performance, addressing concerns through mechanisms such as ongoing monitoring or engagement, and escalation if necessary.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Monitoring our listed equities portfolio for companies with poor ESG performance, addressing concerns through mechanisms such as ongoing monitoring or engagement, and escalation if necessary.",2855d1e3cf885dfb9a9f,1,,,
69c515420880b61f63ac,SRC339,07-institutional-mission,Stewardship_Proxy_Report,0b5b9c90480b425957c7,11,Incorporate,Incorporate,"Seeking investments that provide measurable positive social or environmental outcomes in addition to the required financial returns. We continue to develop and evolve our Impact Investment Framework and approach, which includes a strict definition of impact investment.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Seeking investments that provide measurable positive social or environmental outcomes in addition to the required financial returns. We continue to develop and evolve our Impact Investment Framework and approach, which includes a strict definition of impact investment.",9b7107f0d511a91ead4a,1,,,
7e134ae3dae348fe4faf,SRC339,07-institutional-mission,Stewardship_Proxy_Report,bd8a4971f87387676f9c,13,Engage,Engage,"Our priority areas for engagement are climate change, severe environmental damage, human rights, and bribery and corruption.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Our priority areas for engagement are climate change, severe environmental damage, human rights, and bribery and corruption.",8138a1ca290a6403b9f6,1,,,
02c990d328d5f083b24a,SRC339,07-institutional-mission,Stewardship_Proxy_Report,bd8a4971f87387676f9c,13,Engage,Engage,our ability to engage directly with the company,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,our ability to engage directly with the company,888ebcb4e73d0221ff6f,1,,,
70a28b0dcefccd3f957f,SRC339,07-institutional-mission,Stewardship_Proxy_Report,bd8a4971f87387676f9c,13,Engage,Engage,the ability to participate in collaborative engagements through international initiatives,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,the ability to participate in collaborative engagements through international initiatives,18928d7f4d4619b47539,1,,,
922161c3d39c2be09ffa,SRC339,07-institutional-mission,Stewardship_Proxy_Report,bd8a4971f87387676f9c,13,Engage,Engage,the potential effectiveness of the engagement,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,the potential effectiveness of the engagement,71bbaa0c994de4830938,1,,,
1844a852b07faf519826,SRC339,07-institutional-mission,Stewardship_Proxy_Report,bd8a4971f87387676f9c,13,Engage,Engage,the resources required.,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,the resources required.,5d86fa561341b4235514,1,,,
4ae0261be0a559006b79,SRC339,07-institutional-mission,Stewardship_Proxy_Report,0682127b2633381f5d1b,19,Engage,Key policy activities in the 2024/25 financial year included,"In commenting on public policy issues, we adhere to strict political neutrality.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"In commenting on public policy issues, we adhere to strict political neutrality.",2877614bbb7664ed45cf,1,,,
0bee40a7bcb049183797,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,CONDUCT,We may exclude a company where there is evidence from credible sources of a serious risk of breaches of standards of good corporate practice and we believe that exclusion is the right course of action.,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,We may exclude a company where there is evidence from credible sources of a serious risk of breaches of standards of good corporate practice and we believe that exclusion is the right course of action.,4ba94b216d58f6df33fa,1,,,
ca70ed457ea0c512d065,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,CONDUCT,"While exclusion is considered a last resort and we prefer to engage first, we may move straight to exclusion in a limited number of cases taking account of factors such as where engagement is unlikely to be effective or is a poor use of resource, e.g. because of the company’s operating context.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"While exclusion is considered a last resort and we prefer to engage first, we may move straight to exclusion in a limited number of cases taking account of factors such as where engagement is unlikely to be effective or is a poor use of resource, e.g. because of the company’s operating context.",98bf3ba9776d5823e4d7,1,,,
3ea20ad2d98b6c80e50e,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,Exclusions,Companies may be excluded because of the products they make or due to their ESG practices.,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,Companies may be excluded because of the products they make or due to their ESG practices.,3c3f724ecbcff46ef286,1,,,
2917113a1bd4f0a4635c,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,Exclusions,"We disclose our exclusions every six months on our website, including the relevant category of exclusion.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"We disclose our exclusions every six months on our website, including the relevant category of exclusion.",9f225fecee173a30d5b3,1,,,
817910c9d2741cfd9765,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,Exclusions,We may decide to exclude the securities of a company from the NZ Super Fund. A decision to exclude a company is based on our Sustainable Investment Framework.,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,We may decide to exclude the securities of a company from the NZ Super Fund. A decision to exclude a company is based on our Sustainable Investment Framework.,6c673590f09a9a8fdb52,1,,,
ee3ed59e7ca440649891,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,PRODUCTS,"Companies that are directly involved in the following products or activities are excluded from the portfolio, based on specific criteria set out in the decision documents published on our website:",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Companies that are directly involved in the following products or activities are excluded from the portfolio, based on specific criteria set out in the decision documents published on our website:",51011e47ef9aa5112928,1,,,
0d30fa30c9b387448b4c,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,PRODUCTS,"Product exclusions apply to companies based on their products. This takes account of restrictions or prohibitions by international conventions New Zealand has signed, and of New Zealand law or significant actions by the Crown.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"Product exclusions apply to companies based on their products. This takes account of restrictions or prohibitions by international conventions New Zealand has signed, and of New Zealand law or significant actions by the Crown.",6cb95103caf463cbd7bc,1,,,
501b85b249acfba84c92,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,PRODUCTS,recreational cannabis,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,recreational cannabis,33b8914dd34c7a465788,1,,,
5caa914301d0a09890b5,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,PRODUCTS,the manufacture of anti-personnel mines,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,the manufacture of anti-personnel mines,f3b884e538a531b467f5,1,,,
c8e89c2fb2650cdfb51e,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,PRODUCTS,"the manufacture of civilian automatic and semi-automatic firearms, magazines or parts",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"the manufacture of civilian automatic and semi-automatic firearms, magazines or parts",6904f21e96cefa0f0658,1,,,
3bf8d57b83c800ea0717,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,PRODUCTS,the manufacture of cluster munitions,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,the manufacture of cluster munitions,8ab2e9468924aa726ff2,1,,,
064e425b8014004f6a1e,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,PRODUCTS,the manufacture of tobacco,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,the manufacture of tobacco,0c5b00d73f139c5d95cf,1,,,
8a4ed50a0aa7f7ecd0de,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,PRODUCTS,the manufacture or testing of nuclear explosive devices (NEDs),1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,the manufacture or testing of nuclear explosive devices (NEDs),7478a6ab23d9c4044be2,1,,,
99d1adc6d4183bd69d13,SRC339,07-institutional-mission,Stewardship_Proxy_Report,4f590ee05697fe854875,20,Exclusions,PRODUCTS,the processing of whale meat,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,the processing of whale meat,40d17a05ecf7b8a8814d,1,,,
e1f7c8310aef3e1d7961,SRC339,07-institutional-mission,Stewardship_Proxy_Report,699f434307947692beb1,21,Exclusions,HOW WE APPLY EXCLUSIONS,Collective Investment Vehicles (CIVs) are pooled funds with other investors. We endeavour to apply exclusions to CIVs to the extent that this is feasible.,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,Collective Investment Vehicles (CIVs) are pooled funds with other investors. We endeavour to apply exclusions to CIVs to the extent that this is feasible.,4cde8db53fa2f9d2bb17,1,,,
2f13f41dac02b865ceb4,SRC339,07-institutional-mission,Stewardship_Proxy_Report,699f434307947692beb1,21,Exclusions,HOW WE APPLY EXCLUSIONS,"For individual company exclusions, our exclusions policy applies to all investments where securities (i.e. shares, bonds) are held directly. The exclusions list is produced using International Securities Identification Numbers.",1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,"For individual company exclusions, our exclusions policy applies to all investments where securities (i.e. shares, bonds) are held directly. The exclusions list is produced using International Securities Identification Numbers.",49dc61c04864cbac0fc7,1,,,
e2fd18cda483157069b5,SRC339,07-institutional-mission,Stewardship_Proxy_Report,699f434307947692beb1,21,Exclusions,HOW WE APPLY EXCLUSIONS,Our portfolio is monitored on an ongoing basis to ensure compliance with our exclusion categories and list.,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,Our portfolio is monitored on an ongoing basis to ensure compliance with our exclusion categories and list.,aff944052536c7601158,1,,,
3a08c9a0838635929783,SRC339,07-institutional-mission,Stewardship_Proxy_Report,699f434307947692beb1,21,Exclusions,HOW WE APPLY EXCLUSIONS,The potential for indirect exposure to excluded securities through CIVs is factored into the selection of access points.,1,,investor,5cbab07013863a3cd883,LP_0011,Guardians of New Zealand Superannuation,Guardians of New Zealand Superannuation,,,,,,,,,,,,absolute,1,The potential for indirect exposure to excluded securities through CIVs is factored into the selection of access points.,5a8350a8c5cc383df9e9,1,,,
