wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,meeting_count,vote_count,engagement_count,coverage,score,target,aum,observation_ids,observation_count,unparsed_values,scale_note,collision_note
16224ebfdebab9014c32,SRC151,07-institutional-mission,Stewardship_Proxy_Report,f178fd71bd88044b640a,10,DIRECTOR ELECTIONS – VOTE RESULTS,Vote Results,4 resigned,1,,market_series,28a06b1b3b7ac35b7652,,directors,,,,,,,,,,,,,absolute,1,,4,,,,,,a9622a36ade92ab2a127,1,,,
c8ce8c158ef78f482dcb,SRC151,07-institutional-mission,Stewardship_Proxy_Report,f178fd71bd88044b640a,10,DIRECTOR ELECTIONS – VOTE RESULTS,Vote Results,48 failed directors (37),1,,market_series,a521629cd2ca973c3baf,,failed directors,,,,,,,,,,,,,absolute,1,,48,,,,,,d2aff81660af5e7f6a1e,1,,,
c31ef665ccacfb207e89,SRC151,07-institutional-mission,Stewardship_Proxy_Report,f178fd71bd88044b640a,10,DIRECTOR ELECTIONS – VOTE RESULTS,Vote Results,48 failed directors (37),2,,market_series,a521629cd2ca973c3baf,,failed directors,,,,,,,,,,,,,absolute,1,,37,,,,,,4504c546d5ed0593ac2d,1,,,
e8890c496bd959a3c82e,SRC151,07-institutional-mission,Stewardship_Proxy_Report,f178fd71bd88044b640a,10,DIRECTOR ELECTIONS – VOTE RESULTS,Vote Results,Avg. Support: 96%,1,,market_series,6ee5274c1a1f211d4247,,director elections,,,,,,,,,,,,,absolute,1,,,,,96,,,2dfec798173d8a8abb90,1,,,
9f8be0133b8b796a73fc,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Cynthia H. Milligan (25 years),1,,other_printed_scope,fd97bbc9635ac0c4bd8c,,Cynthia H. Milligan (25 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,98.1,,,181541f9b7d44a1c4e7b,1,,,
5da4a69f6189060308dd,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Cynthia H. Milligan (25 years),1,,other_printed_scope,fd97bbc9635ac0c4bd8c,,Cynthia H. Milligan (25 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,57,,,cc2926deae73745a7b18,1,,,
0b88be9b72a9ed2e0a72,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Donald M. James (8 years),1,,other_printed_scope,efe1efeb51587f1b794c,,Donald M. James (8 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,98.9,,,a8004a0a905f6b4d4e34,1,,,
c0eece8d60d18e73979a,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Donald M. James (8 years),1,,other_printed_scope,efe1efeb51587f1b794c,,Donald M. James (8 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,77,,,5dbd8218fe9909248678,1,,,
3f8835d2145b5c1237a7,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Elizabeth A. Duke (2 years),1,,other_printed_scope,fbe52ad336cdca7ebc45,,Elizabeth A. Duke (2 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,99.5,,,1c7762c9164a86531c0c,1,,,
e8fd85491088b96b0d92,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Elizabeth A. Duke (2 years),1,,other_printed_scope,fbe52ad336cdca7ebc45,,Elizabeth A. Duke (2 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,75,,,9dbe7780307a6a313569,1,,,
adb93afb72623dea5137,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Enrique Hernandez Jr. (14 years*),1,,other_printed_scope,c97aea4501045a46db32,,Enrique Hernandez Jr. (14 years*),,,,,,,,,,,2016-12-31,,absolute,1,,,,,98,,,90aea9ea360d492f7fed,1,,,
4ea88b0487dc1575ec3c,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Enrique Hernandez Jr. (14 years*),1,,other_printed_scope,c97aea4501045a46db32,,Enrique Hernandez Jr. (14 years*),,,,,,,,,,,2017-12-31,,absolute,1,,,,,53,,,9898a189187ca17d32a1,1,,,
558081c17760773bd138,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Federico F. Peña (6 years),1,,other_printed_scope,cff4feec04e8fe0a64a3,,Federico F. Peña (6 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,99.3,,,9794d3e24787c44e6c46,1,,,
c81dce0a0fa2c76987e3,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Federico F. Peña (6 years),1,,other_printed_scope,cff4feec04e8fe0a64a3,,Federico F. Peña (6 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,54,,,9b492fcc143ef32a8f33,1,,,
f77d3205c6b4aa38eeaa,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,James H. Quigley (4 years),1,,other_printed_scope,5cc556c48c1049ab3029,,James H. Quigley (4 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,99.5,,,c8692faa00851b05a905,1,,,
a82ed63b557438d765d8,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,James H. Quigley (4 years),1,,other_printed_scope,5cc556c48c1049ab3029,,James H. Quigley (4 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,65,,,cceb78a5c94bffb93343,1,,,
07fbb8d72d98eabcc24f,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,John D. Baker (8 years),1,,other_printed_scope,bd7bf55fb48cecb0228d,,John D. Baker (8 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,99.1,,,61a7c46a43373f5f4760,1,,,
92613825a6ecfeb11e94,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,John D. Baker (8 years),1,,other_printed_scope,bd7bf55fb48cecb0228d,,John D. Baker (8 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,70,,,30a154184e742c14a465,1,,,
d6b7b8d710bf75ba39db,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,John S. Chen (11 years),1,,other_printed_scope,694cae215471175965a8,,John S. Chen (11 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,96.8,,,1ccd4eb875b272cc3bdf,1,,,
6ebb73cf53e85433a52a,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,John S. Chen (11 years),1,,other_printed_scope,694cae215471175965a8,,John S. Chen (11 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,70,,,5899c07e15ef6f3792b4,1,,,
8d8817b8a5fe0a51aaff,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Lloyd H. Dean (12 years),1,,other_printed_scope,7b911bf8c723318e0e5e,,Lloyd H. Dean (12 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,98.8,,,c6de05a775eb0212fcc2,1,,,
c18610cb34b57c9b02af,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Lloyd H. Dean (12 years),1,,other_printed_scope,7b911bf8c723318e0e5e,,Lloyd H. Dean (12 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,62,,,136ff76d62133dcaf6dc,1,,,
ea0411db0483f3d8df6f,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Stephen W. Sanger (14 years),1,,other_printed_scope,959353417254c0824a13,,Stephen W. Sanger (14 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,98.5,,,64f2c159fc3b4477452a,1,,,
fff116fe8f0a8398ab32,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Stephen W. Sanger (14 years),1,,other_printed_scope,959353417254c0824a13,,Stephen W. Sanger (14 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,56,,,1bc37f41ca92585169e7,1,,,
e639da1320a781129e1c,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Susan G. Swenson (19 years),1,,other_printed_scope,cf311203c8ac5da46e79,,Susan G. Swenson (19 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,95.3,,,6cd70781f698d2d69ec6,1,,,
5be086c2c17ec1683fd9,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Susan G. Swenson (19 years),1,,other_printed_scope,cf311203c8ac5da46e79,,Susan G. Swenson (19 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,67,,,851be45579d825fbadd1,1,,,
b6ad8000de1bd6c4d28d,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Suzanne M. Vautrinot (2 years),1,,other_printed_scope,2867b5b52880468b78f1,,Suzanne M. Vautrinot (2 years),,,,,,,,,,,2016-12-31,,absolute,1,,,,,99.5,,,3a66c3aaf2a270d15974,1,,,
b0abcbd15d738303d335,SRC151,07-institutional-mission,Stewardship_Proxy_Report,1cad3f6200e41c48a029,11,A WELLS FARGO WAKE UP CALL!,Shareholder support for Wells Fargo board wanes,Suzanne M. Vautrinot (2 years),1,,other_printed_scope,2867b5b52880468b78f1,,Suzanne M. Vautrinot (2 years),,,,,,,,,,,2017-12-31,,absolute,1,,,,,80,,,dd7663a856f79a96edff,1,,,
e8a89da9658a0715e87d,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a3e538002f17b5511c32,12,EXECUTIVE COMPENSATION,High volume SOP year,"GL supported 84.1% of 2,000+ SOPs.",1,,service_provider,2ce3132ddee7f9b6dea6,MGR_0101,Glass Lewis,Glass Lewis,,,,,,,,,,,,absolute,1,,,,,84.1,,,8898b55f94b74868eff2,1,,,
cd9f18b3847c289fc731,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a3e538002f17b5511c32,12,EXECUTIVE COMPENSATION,High volume SOP year,"GL supported 84.1% of 2,000+ SOPs.",2,,market_series,a1ca33684e5c6df42a9b,,SOPs,,,,,,,,,,,,,absolute,1,,2000,,,,,,3b193ad00ea23949335b,1,,,
893a728018a29eb26a34,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a3e538002f17b5511c32,12,EXECUTIVE COMPENSATION,High volume SOP year,~ 94% of SOP companies will hold annual votes going forward.,1,,market_series,945fc4acdffa40fd31b5,,SOP companies,,,,,,,,,,,,,absolute,1,,,,94,,,,1a9aab8fff9bc371ae1b,1,,,
e312803698a7f4369392,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a3e538002f17b5511c32,12,EXECUTIVE COMPENSATION,Other Compensation Proposals,"GL supported 83.6% of approx. 1,000 equity grant and amendment proposals, with evergreen provisions and cost as top concerns.",1,,service_provider,2ce3132ddee7f9b6dea6,MGR_0101,Glass Lewis,Glass Lewis,,,,,,,,,,,,absolute,1,,,,,83.6,,,02dcd378272f2fffee2a,1,,,
c965a4f5593d3823fa5a,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a3e538002f17b5511c32,12,EXECUTIVE COMPENSATION,Other Compensation Proposals,"GL supported 83.6% of approx. 1,000 equity grant and amendment proposals, with evergreen provisions and cost as top concerns.",2,,market_series,e0d129f7403eb1c6c958,,equity grant and amendment proposals,,,,,,,,,,,,,absolute,1,,1000,,,,,,d1c457cf1a900a25e52e,1,,,
6a654273a1b2f531f95c,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a3e538002f17b5511c32,12,EXECUTIVE COMPENSATION,Say on Pay Votes in 2017,38 failed say on pay in 2017 (41 last year).,1,,market_series,6be801c5f7a4876c8248,,say on pay votes,,,,,,,,,,,2017-12-31,,absolute,1,,38,,,,,,e93ac23d89a9e7aa4f46,1,,,
daf6ef1b7b15ea6111be,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a3e538002f17b5511c32,12,EXECUTIVE COMPENSATION,Say on Pay Votes in 2017,38 failed say on pay in 2017 (41 last year).,2,,market_series,6be801c5f7a4876c8248,,say on pay votes,,,,,,,last year,,,,,,absolute,1,,41,,,,,,02a98cc7717da75026b2,1,,,
1af748a0f1897a91bd1b,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a3e538002f17b5511c32,12,EXECUTIVE COMPENSATION,Say on Pay Votes in 2017,Average shareholder support: ~ 92%. Highest since 2011.,1,,market_series,6be801c5f7a4876c8248,,say on pay votes,,,,,,,,,,,2017-12-31,,absolute,1,,,,,92,,,e075c23dfc2e9caeed9f,1,,,
83f32dc7b9f649c8b53e,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,Concerning pay practices,1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,5.83,,,,116a542a6f3d644981a6,1,,,
c17a7413ee667738ed88,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,"High compensation levels, benchmark or target",1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,3.37,,,,d004e9215ceffb9050f4,1,,,
c903d9131eb89eff8136,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,Insufficient response to previous shareholder concerns,1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,5.2,,,,a15d63b035570a63473c,1,,,
9448bf3700c6cb44b859,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,Large one-time awards,1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,7.66,,,,0ad33be65c7a6410c138,1,,,
e19afebd901699056a81,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,Negative changes to LTIP metrics or period,1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,2.44,,,,38dc4cae439719180ddf,1,,,
eca1d2e3988b6c552550,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,Not in shareholders' best interests,1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,5.21,,,,97ecfd485625f9b38a58,1,,,
2d467bddfa65e672ae9f,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,"Pay and performance disconnect, sometimes sustained",1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,58.28,,,,ef0f8a2c3fb5a68115b5,1,,,
89d4ceeab1ddf8c76fbb,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,Poor compensation structure/performance conditions,1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,3.07,,,,11157975ffa17f93c0fc,1,,,
55d2420a0e2db4dabb69,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,Poor overall compensation disclosure,1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,6.43,,,,a6c02a28d42d26b06398,1,,,
42c333708836fc2a7c5b,SRC151,07-institutional-mission,Stewardship_Proxy_Report,a66329c3092442a6ddf0,13,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,Poor overall design,1,,other_printed_scope,1d629dd131539a066f02,,SAY ON PAY - TOP 10 ISSUES FOR AN AGAINST REC IN 2017,,,,,,,,,,,2017-12-31,,absolute,1,,,,30.67,,,,09986944eac6a5a37fbb,1,,,
8c4c8c73db2ec97ac5de,SRC151,07-institutional-mission,Stewardship_Proxy_Report,2626f4a1f114b69dd996,3,GLASS LEWIS,Glass Lewis clients,"1,200+ clients with US$35 trillion in assets.",1,,service_provider,2ce3132ddee7f9b6dea6,MGR_0101,Glass Lewis,Glass Lewis,,,,,,,,,,,,absolute,1,,,,1200,,,,8dc9a346ab6fa565a6d9,1,,,
67f5a73bb5cfa536c541,SRC151,07-institutional-mission,Stewardship_Proxy_Report,2626f4a1f114b69dd996,3,GLASS LEWIS,Glass Lewis clients,"1,200+ clients with US$35 trillion in assets.",2,,service_provider,2ce3132ddee7f9b6dea6,MGR_0101,Glass Lewis,Glass Lewis,,,,,,,,,,,USD,trillions,1000000000000,,,,,,,35,360f0f63f583c8540143,1,,,
b16c2551de5b8745c7cb,SRC151,07-institutional-mission,Stewardship_Proxy_Report,2626f4a1f114b69dd996,3,GLASS LEWIS,Glass Lewis clients,"Majority of world’s largest pensions, mutual funds and asset managers including 9 of the 15 largest pensions in the United States.",1,,service_provider,2ce3132ddee7f9b6dea6,MGR_0101,Glass Lewis,Glass Lewis,,,,,,,,,,,,absolute,1,,,,9,,,,0b157e156dc1dfccbcc5,1,,,
a497ddb62c5aa464e439,SRC151,07-institutional-mission,Stewardship_Proxy_Report,2626f4a1f114b69dd996,3,GLASS LEWIS,Research and policy,"Guarantee recommendations on 20,000+ companies across 100 countries",1,,service_provider,2ce3132ddee7f9b6dea6,MGR_0101,Glass Lewis,Glass Lewis,,,,,,,,,,,,absolute,1,,,,20000,,,,6c7a24ced22b04895f20,1,,,
44bcdad4ac3839b1a195,SRC151,07-institutional-mission,Stewardship_Proxy_Report,2626f4a1f114b69dd996,3,GLASS LEWIS,Research and policy,"Guarantee recommendations on 20,000+ companies across 100 countries",2,,service_provider,2ce3132ddee7f9b6dea6,MGR_0101,Glass Lewis,Glass Lewis,,,,,,,,,,,,absolute,1,,,,100,,,,daa4a6ed4b514f60ddaa,1,,,
c875c1d7950cd3e7fa01,SRC151,07-institutional-mission,Stewardship_Proxy_Report,8e7cf1e452202e9fb95e,4,ENGAGEMENT & EMPHASIS ON STEWARDSHIP,Engagement is a growing focus for investors,"In last 18 months Glass Lewis analysts have engaged with over 4,500 companies, including formal meetings with approximately 1,500.",1,,service_provider,2ce3132ddee7f9b6dea6,MGR_0101,Glass Lewis,Glass Lewis,,,,,,last 18 months,,,,,,absolute,1,,,4500,,,,,36e0b38d527fb2b42382,1,,,
05e5c318c57126b909ce,SRC151,07-institutional-mission,Stewardship_Proxy_Report,8e7cf1e452202e9fb95e,4,ENGAGEMENT & EMPHASIS ON STEWARDSHIP,Engagement is a growing focus for investors,"In last 18 months Glass Lewis analysts have engaged with over 4,500 companies, including formal meetings with approximately 1,500.",2,,service_provider,2ce3132ddee7f9b6dea6,MGR_0101,Glass Lewis,Glass Lewis,,,,,,last 18 months,,,,,,absolute,1,1500,,,,,,,9d17e53381631a597573,1,,,
