wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,method_qualifier,fee_basis,definition_keys,value_scope,actual_allocation,target_allocation,market_value,observation_ids,observation_count,unparsed_values,scale_note,collision_note,qualifier_note
5813ea08f3ed3e784c85,SRC099,04-quarterly-report,Quarterly_Report,e14bb1566beb325143a0,17,Real Estate Portfolio Asset Allocation,Real Estate Portfolio Asset Allocation,Net Asset Value,1,2017 Q2 Final,other_printed_scope,0f454b4ba34661f7cee9,,Net Asset Value,,,Real Estate,,,,,real_estate,,,,,6/30/17,,,,,absolute,1,,,*,,11.73,,,6a4a32e0bd0b5b288a0d,1,,,,
5fde7d2de8a93d3a5b36,SRC099,04-quarterly-report,Quarterly_Report,e14bb1566beb325143a0,17,Real Estate Portfolio Asset Allocation,Real Estate Portfolio Asset Allocation,Net Asset Value,1,2017 Q3 Preliminary,other_printed_scope,0f454b4ba34661f7cee9,,Net Asset Value,,,Real Estate,,,,,real_estate,,,,,9/30/17,,,,,absolute,1,,,*,,11.59,,,e83dc738f8c15492b383,1,,,,
6e35ec7cd7b21844a9ba,SRC099,04-quarterly-report,Quarterly_Report,e14bb1566beb325143a0,17,Real Estate Portfolio Asset Allocation,Real Estate Portfolio Asset Allocation,Potential Exposure (NAV + Unfunded),1,2017 Q2 Final,other_printed_scope,59b469773002f598a5a9,,Potential Exposure (NAV + Unfunded),,,Real Estate,,,,,real_estate,,,,,6/30/17,,,,,absolute,1,,,*,,16.46,,,5fb111e8ef336b032fae,1,,,,
4534d2d4b52c58cd9de7,SRC099,04-quarterly-report,Quarterly_Report,e14bb1566beb325143a0,17,Real Estate Portfolio Asset Allocation,Real Estate Portfolio Asset Allocation,Potential Exposure (NAV + Unfunded),1,2017 Q3 Preliminary,other_printed_scope,59b469773002f598a5a9,,Potential Exposure (NAV + Unfunded),,,Real Estate,,,,,real_estate,,,,,9/30/17,,,,,absolute,1,,,*,,16.03,,,fa3e7e99d2138dd4f636,1,,,,
6f78721e2806ccd6e52b,SRC099,04-quarterly-report,Quarterly_Report,e14bb1566beb325143a0,17,Real Estate Portfolio Asset Allocation,Real Estate Portfolio Asset Allocation,Target,1,2017 Q2 Final,other_printed_scope,9cde2609bad2a9202e46,,Target,,,Real Estate,,,,,real_estate,,,,,6/30/17,,,,,absolute,1,,,*,,,10,,bcff368285d25cc681e9,1,,,,
2ef46da52dc0f17986d8,SRC099,04-quarterly-report,Quarterly_Report,e14bb1566beb325143a0,17,Real Estate Portfolio Asset Allocation,Real Estate Portfolio Asset Allocation,Target,1,2017 Q3 Preliminary,other_printed_scope,9cde2609bad2a9202e46,,Target,,,Real Estate,,,,,real_estate,,,,,9/30/17,,,,,absolute,1,,,*,,,10,,54996fe2c0e0f508c434,1,,,,
2703ad9b22a38adb9183,SRC099,04-quarterly-report,Quarterly_Report,e14bb1566beb325143a0,17,Real Estate Portfolio Asset Allocation,Real Estate Portfolio Asset Allocation,Unfunded Commitments,1,2017 Q2 Final,other_printed_scope,b875daa50263d0ec0c48,,Unfunded Commitments,,,Real Estate,,,,,real_estate,,,,,6/30/17,,,,,absolute,1,,,,,4.73,,,18d570ab546f64c7b772,1,,,,
ba958d4dc3d33497761a,SRC099,04-quarterly-report,Quarterly_Report,e14bb1566beb325143a0,17,Real Estate Portfolio Asset Allocation,Real Estate Portfolio Asset Allocation,Unfunded Commitments,1,2017 Q3 Preliminary,other_printed_scope,b875daa50263d0ec0c48,,Unfunded Commitments,,,Real Estate,,,,,real_estate,,,,,9/30/17,,,,,absolute,1,,,,,4.45,,,f6163d00d0c0daa5fa6c,1,,,,
d850a2ad1344aff0df76,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Asia,1,,other_printed_scope,4a7be5f697fd382af17a,,Asia,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,22,,,5c70a80a971afbacc219,1,,,,
82a95f819bfa1ab023db,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Australia/Pacific,1,,other_printed_scope,a0bf84ac26d167f89267,,Australia/Pacific,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,6.1,,,ae8542855b402c443677,1,,,,
a06905ba6900c779b029,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Canada,1,,other_printed_scope,8246f4405e267e8a9653,,Canada,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,1.4,,,b85f267cba31fae7064f,1,,,,
471e964c7f01a18866c7,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,East,1,,other_printed_scope,e98c7d905166dedd4df2,,East,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,*,,19.8,,,96b193fa9b27817d85dd,1,,,,
cb61bfd47ebae49f40d5,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Europe,1,,other_printed_scope,5a6085ad86efc58a0e8f,,Europe,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,66.9,,,bb834f4619f2b970a5cc,1,,,,
d1df95b861b7b9654024,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Global Other,1,,other_printed_scope,3bbabd47b38489756a04,,Global Other,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,0.3,,,37de5b2bd729ce6327ce,1,,,,
b81af57619ecfc20d167,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,International,1,,other_printed_scope,677a5f02bb9e32c6a2c2,,International,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,16.4,,,db5e62cbc7c961cccb0e,1,,,,
4fa607d8097252df88b1,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Latin America,1,,other_printed_scope,15691437e4a5ed25d473,,Latin America,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,3.3,,,087e81b63bfb9a29dea2,1,,,,
b1a82b1d586e5c5fede0,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Midwest,1,,other_printed_scope,c79d001220fcfd544793,,Midwest,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,7.8,,,f70b2e903c66176b9f50,1,,,,
d0e73b502a3e246c45fd,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Pennsylvania,1,,other_printed_scope,a39b21267bc516ecee24,,Pennsylvania,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,*,,5.8,,,eed48cf7db36a195a0bd,1,,,,
f3bc54139f3af480f79c,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Pennsylvania,2,,other_printed_scope,a39b21267bc516ecee24,,Pennsylvania,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,*,,1.2,,,4457c8523f8ce5edfdb8,1,,,,
4d30d38cf8ee7afb74ca,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,Pennsylvania,3,,other_printed_scope,a39b21267bc516ecee24,,Pennsylvania,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,*,,1,,,677fa5a57ab94dee4ac6,1,,,,
16c2340764f945926362,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,South,1,,other_printed_scope,afc6e163ebb91a877d5b,,South,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,29.2,,,089795635720d22393dc,1,,,,
2fe6617d6b2c912e1b9b,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,U.S.,1,,other_printed_scope,6010a616edbfe3707042,,U.S.,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,*,,83.6,,,bd12bd6b66dd1314ec73,1,,,,
4b01619e4a552ab67758,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,US Not Allocated,1,,other_printed_scope,cc6b09f0d09d64e70815,,US Not Allocated,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,9,,,559c8ee544f6a2084320,1,,,,
71c455df7dfe0b5223b5,SRC099,04-quarterly-report,Quarterly_Report,693c82ba3bd2c54f8054,18,Real Estate – Regional Distribution – 2Q17,Real Estate – Regional Distribution – 2Q17,West,1,,other_printed_scope,3982f74fbb4975a3cde1,,West,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,34.2,,,d8d4f094e9a2188e0112,1,,,,
36f12f0dd841b81fd042,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Agriculture,1,,other_printed_scope,5a14833c6af9ebb841d0,,Agriculture,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,0.9,,,c23deaf82a7daa620662,1,,,,
49c0e4ea8c0e77cd7546,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Healthcare,1,,other_printed_scope,5d896ac125764f84ef57,,Healthcare,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,0.2,,,8fb1f02949ddc64e2aab,1,,,,
4b5019ca00a81d781eee,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Hotel,1,,other_printed_scope,a40fde9e0ed17854dcdd,,Hotel,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,8.7,,,43d5d0f75aaf397bd84e,1,,,,
1c0f56a43dda50b60232,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Industrial,1,,other_printed_scope,b5f6dafc3ac7ffbf4bac,,Industrial,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,13.1,,,e15ede03fa3d8a496eb7,1,,,,
4c831c948fff40beecfa,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Land,1,,other_printed_scope,4ac88db157445878aead,,Land,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,0.4,,,63e47a086532e26757a7,1,,,,
da2e9931ae6ce03006d2,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Leisure,1,,other_printed_scope,d760fa6f5cc1b64314d0,,Leisure,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,0.3,,,1db977b226bf8f7a1b6d,1,,,,
6e00d8782b04aa0c2952,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Mixed Use,1,,other_printed_scope,7f8f342c9d3ac1da4c8d,,Mixed Use,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,11.3,,,c1298eee72ad0ad1c3e0,1,,,,
a1bf1fc2c255d4d180f5,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Office,1,,other_printed_scope,6c4078ffe579c779d792,,Office,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,20.8,,,fd943fe7dbc43d01544a,1,,,,
76dec0fb8dcd35a0d568,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Other,1,,other_printed_scope,14f8002c63454ccb8e2b,,Other,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,5.1,,,f23b59d0d62b016283c7,1,,,,
53acad64bc81e365e00e,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Residential For Rent,1,,other_printed_scope,16ba1fd4a6825db06de6,,Residential For Rent,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,19,,,109a63cda5dbbe413ec7,1,,,,
6914745f001f95524c20,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Residential For Sale,1,,other_printed_scope,71a6a2e2bd84d39bd2b5,,Residential For Sale,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,1.8,,,247410dde3c32ab77b99,1,,,,
78ebf2c06ecce6b88ad9,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Retail,1,,other_printed_scope,69c9b0978ee859e493d3,,Retail,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,13,,,c766797bde5e879384dc,1,,,,
ca90ed8d0d830949a485,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Senior Housing,1,,other_printed_scope,7bd10774902dbfb43329,,Senior Housing,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,3.4,,,b2dd96ee6d0b2377a1e1,1,,,,
fc0363715f16187dec20,SRC099,04-quarterly-report,Quarterly_Report,8ac958f6631903fb61ce,19,Real Estate-Asset Type Distribution – 2Q17,Real Estate-Asset Type Distribution – 2Q17,Storage,1,,other_printed_scope,e9a5be867fbc1942720b,,Storage,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,1.9,,,9d2665d92f6e47d65ce4,1,,,,
c8bb96c8a00afdf519f0,SRC099,04-quarterly-report,Quarterly_Report,3bf2ac1796e7fbcb010e,6,RE Performance by Investment Structure – 2Q17,RE Performance by Investment Structure – 2Q17,Direct Investments,1,,other_printed_scope,d95d04fb1ff43687367f,,Direct Investments,,,,,,,,,,,,,,,,,,absolute,1,,,,,6,,,d6113f78d5b3560898f8,1,,,,
506c8d9742cff0f27078,SRC099,04-quarterly-report,Quarterly_Report,3bf2ac1796e7fbcb010e,6,RE Performance by Investment Structure – 2Q17,RE Performance by Investment Structure – 2Q17,Funds (Closed-end),1,,other_printed_scope,d2b2e9d245b1807e276a,,Funds (Closed-end),,,,,,,,,,,,,,,,,,absolute,1,,,,,71,,,3292e2d00175ed720c4d,1,,,,
2100c42079f83e1ef406,SRC099,04-quarterly-report,Quarterly_Report,3bf2ac1796e7fbcb010e,6,RE Performance by Investment Structure – 2Q17,RE Performance by Investment Structure – 2Q17,Funds (Open-end),1,,other_printed_scope,4e8fcfa96cb508c598c5,,Funds (Open-end),,,,,,,,,,,,,,,,,,absolute,1,,,,,4,,,02a389e334b0d6236dea,1,,,,
00beb5573e2b9f407d39,SRC099,04-quarterly-report,Quarterly_Report,3bf2ac1796e7fbcb010e,6,RE Performance by Investment Structure – 2Q17,RE Performance by Investment Structure – 2Q17,Internal Program,1,,other_printed_scope,92307a3773ed2907eda2,,Internal Program,,,,,,,,,,,,,,,,,,absolute,1,,,,,2,,,3d96bd746ea52e2bc172,1,,,,
70ebc912b6b9a313af6b,SRC099,04-quarterly-report,Quarterly_Report,3bf2ac1796e7fbcb010e,6,RE Performance by Investment Structure – 2Q17,RE Performance by Investment Structure – 2Q17,PTRES,1,,other_printed_scope,07b76f27db874dfa757c,,PTRES,,,,,,,,,,,,,,,,,,absolute,1,,,,,8,,,ce9b7c685e0601b18521,1,,,,
e63fdce63a9bf866080b,SRC099,04-quarterly-report,Quarterly_Report,3bf2ac1796e7fbcb010e,6,RE Performance by Investment Structure – 2Q17,RE Performance by Investment Structure – 2Q17,Total Portfolio,1,,portfolio,4f56b6c53acad7eab59b,,Total Portfolio,,,,,,,,,,,,,,,,,,absolute,1,,,d,,91,,,1cc4fbfa7a7bfad89a78,1,,,,
91b600c20711dfb25991,SRC099,04-quarterly-report,Quarterly_Report,ef31aeb2d5ecd34515e1,8,Real Estate By Investment Structure – 2Q17,Real Estate By Investment Structure – 2Q17,Closed-End,1,,other_printed_scope,e4feae4b1b17948bff7c,,Closed-End,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,74,,,133a9bce2f2e666c9e79,1,,,,
136db4b501ab0705dc71,SRC099,04-quarterly-report,Quarterly_Report,ef31aeb2d5ecd34515e1,8,Real Estate By Investment Structure – 2Q17,Real Estate By Investment Structure – 2Q17,Direct,1,,other_printed_scope,a75194d47fcbfc361ae2,,Direct,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,6,,,9aab4ff7e7d5cfb7fe4f,1,,,,
9cec1f3eea39f5025988,SRC099,04-quarterly-report,Quarterly_Report,ef31aeb2d5ecd34515e1,8,Real Estate By Investment Structure – 2Q17,Real Estate By Investment Structure – 2Q17,Internal Program,1,,other_printed_scope,92307a3773ed2907eda2,,Internal Program,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,2,,,932454fd99c549ef3adc,1,,,,
20382595bee705080ce0,SRC099,04-quarterly-report,Quarterly_Report,ef31aeb2d5ecd34515e1,8,Real Estate By Investment Structure – 2Q17,Real Estate By Investment Structure – 2Q17,Open-End,1,,other_printed_scope,113c6994b356c4e931a1,,Open-End,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,4,,,2823ceabd6e33c1e6eb1,1,,,,
6250f95e407ccae5d695,SRC099,04-quarterly-report,Quarterly_Report,ef31aeb2d5ecd34515e1,8,Real Estate By Investment Structure – 2Q17,Real Estate By Investment Structure – 2Q17,PTRES,1,,other_printed_scope,07b76f27db874dfa757c,,PTRES,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,a|b,,14,,,099916d6762a6594506d,1,,,,
f8871b170eb2a5267feb,SRC099,04-quarterly-report,Quarterly_Report,ef31aeb2d5ecd34515e1,8,Real Estate By Investment Structure – 2Q17,Real Estate By Investment Structure – 2Q17,Total Portfolio,1,,portfolio,4f56b6c53acad7eab59b,,Total Portfolio,,,Real Estate,,,,,real_estate,,,,,,,,,,absolute,1,,,,,100,,,0c3859fc80d531f01850,1,,,,
3ca92d1676e2802889e3,SRC192,03-institutional-report,Institutional_Report,f5d98bc5cc36eee4b0e0,1,Defined Benefit Investments (Continued),2021 Investment Summary,Absolute return,1,,asset_class,b25c438bddf4d59392b3,,Absolute return,,,,,,,,,,,,,2021,2021-12-31,,,,absolute,1,,,,,15.1,,,1f9670e09de5566e2c7d,1,,,,
bc91c79ccec609065416,SRC192,03-institutional-report,Institutional_Report,f5d98bc5cc36eee4b0e0,1,Defined Benefit Investments (Continued),2021 Investment Summary,Debt securities,1,,asset_class,822b5600c8409b023ad6,,Debt securities,,,,,,,,,,,,,2021,2021-12-31,,,,absolute,1,,,,,11.98,,,c12e47ce2513c77c92ce,1,,,,
b6aac259fdc500b296e0,SRC192,03-institutional-report,Institutional_Report,f5d98bc5cc36eee4b0e0,1,Defined Benefit Investments (Continued),2021 Investment Summary,Equities,1,,asset_class,ce2bee17ea96f4cad636,,Equities,,,,,,,,,,,,,2021,2021-12-31,,,,absolute,1,,,,,37.14,,,99a33b399cf57d321a62,1,,,,
f75f8b38f7ec343cdeae,SRC192,03-institutional-report,Institutional_Report,f5d98bc5cc36eee4b0e0,1,Defined Benefit Investments (Continued),2021 Investment Summary,Private equity,1,,asset_class,78cb52e04005cbd7b8c8,,Private equity,,,,,,,,,,,,,2021,2021-12-31,,,,absolute,1,,,,,13.12,,,bb0ca3a2909b8d5491fa,1,,,,
cf314ed5ac1f9e9620e0,SRC192,03-institutional-report,Institutional_Report,f5d98bc5cc36eee4b0e0,1,Defined Benefit Investments (Continued),2021 Investment Summary,Real assets,1,,asset_class,b8a693f11ff71f527efc,,Real assets,,,,,,,,,,,,,2021,2021-12-31,,,,absolute,1,,,,,15.26,,,e5efcabe6b6e8f23927d,1,,,,
2cccaa4a9bc76253ef80,SRC192,03-institutional-report,Institutional_Report,f5d98bc5cc36eee4b0e0,1,Defined Benefit Investments (Continued),2021 Investment Summary,Short-term securities,1,,asset_class,2accf265b102f02d81fd,,Short-term securities,,,,,,,,,,,,,2021,2021-12-31,,,,absolute,1,,,,,7.4,,,d867a56243933aad5595,1,,,,
7bc1c63300377a7b7e08,SRC192,03-institutional-report,Institutional_Report,f5d98bc5cc36eee4b0e0,1,Defined Benefit Investments (Continued),2021 Investment Summary,Totals,1,,portfolio,c933368e7da92fcfd0b1,,Totals,,,,,,,,,,,,,2021,2021-12-31,,,,absolute,1,,,,,100,,,e207fed5780da74e7dc0,1,,,,
05f6cf7dc26cd438dfd6,SRC192,03-institutional-report,Institutional_Report,6ce83d66f45e6eeddc5b,2,Defined Benefit Investments (Continued),Defined Benefit Investments (Continued),Absolute return,1,,asset_class,b25c438bddf4d59392b3,,Absolute return,,,,,,,,,,,,,"December 31, 2021",2021-12-31,,,,absolute,1,,,,,15.7,,,92fe196b9cf83a4d7863,1,,,,
