wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,quantity,cost,fair_value,market_value,notional,portfolio_weight,interest_rate,maturity_date,observation_ids,observation_count,unparsed_values,scale_note,collision_note
8b338054f6ecc6c6197d,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Debt Securities Holdings,GNMA 2% 1/15/2051,1,,investment,a040c30947f300c9eb15,CO_0018,GNMA 2% 1/15/2051,GNMA 2% 1/15/2051,,Debt securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,,,40387308,,40006000,,,,8d990bcbef76479cf43a;01461f3ec45bbeae4466,2,,,
6d783124eeb98ee39921,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Debt Securities Holdings,Gate SME Ser 144A 12/15/2025,1,,investment,cba245078c27b8074fd7,CO_0017,Gate SME Ser 144A 12/15/2025,Gate SME Ser 144A 12/15/2025,,Debt securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,,,42563068,,38069496,,,,c4b53c24d9c3ed9ac465;6e6936d915929b7d004f,2,,,
76a218d3370cede32120,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Debt Securities Holdings,United States Treasury Bond 1.75% 8/15/2041,1,,investment,3432cf59480f511785ac,CO_0029,United States Treasury Bond 1.75% 8/15/2041,United States Treasury Bond 1.75% 8/15/2041,,Debt securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,,,52411582,,53885000,,,,7a75f7b8cb01b34af471;efe38236fddcc81eb2c0,2,,,
cdb5785f2a413379d614,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Debt Securities Holdings,United States Treasury Bond 3.125% 11/15/2041,1,,investment,9c3be5306e53974f5165,CO_0030,United States Treasury Bond 3.125% 11/15/2041,United States Treasury Bond 3.125% 11/15/2041,,Debt securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,,,34702071,,28790000,,,,dc4175398df4de2ff70a;91c3e7192d52207efecd,2,,,
f551c7656b2cc39a7c3b,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Debt Securities Holdings,United States Treasury Bond 3.125% 5/15/2048,1,,investment,50c9199f1d1da9c7f776,CO_0031,United States Treasury Bond 3.125% 5/15/2048,United States Treasury Bond 3.125% 5/15/2048,,Debt securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,,,37590438,,29960000,,,,79c377f8abfc157ad38a;3a81af8b411c028b1a16,2,,,
e27d83781fd0de5030b8,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Debt Securities Holdings,United States Treasury Note .625% 11/15/2024,1,,investment,87b5c7b560d3e4191850,CO_0032,United States Treasury Note .625% 11/15/2024,United States Treasury Note .625% 11/15/2024,,Debt securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,,,42678689,,42910000,,,,b4ff086ed3149452556a;2be7e07f2e02586d6eed,2,,,
2cf1a5606fc45dea6bbf,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,Alphabet,1,,investment,ac5fabc0166faef30b1f,CO_0001,Alphabet,Alphabet,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,59039,,171038345,,,,,,3532ed3dafb5a259fc5e;288f2b94e9a99535bdf3,2,,,
aecc0868ed090b099af3,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,Alphabet,2,,investment,ac5fabc0166faef30b1f,CO_0001,Alphabet,Alphabet,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,36169,,104658257,,,,,,4bec33b36dbdf86f73e3;2338ca407660af246576,2,,,
da6b5559a307260f8c7b,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,Amazon,1,,investment,5787c6858f0dc0a8f15d,CO_0002,Amazon,Amazon,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,55945,,186359651,,,,,,6670cfb43186eed6c117;6312b050c4e463390d6f,2,,,
68a18272dfc8a26a652c,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,Apple,1,,investment,d1e4ae2149a8bfdffe37,CO_0004,Apple,Apple,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,1994976,,354247888,,,,,,9934728139a9e044a952;c608dea9e9d97c3371ed,2,,,
505defacf62e69fd6f22,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,Embraer,1,,investment,826f6d1c471fd5382ee2,CO_0011,Embraer,Embraer,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,17813025,,79375095,,,,,,315df34b76713e83ff8a;e9fdf706f7798bab1903,2,,,
f3906408c9f1b0dc0ad1,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,Meta Platforms,1,,investment,dd8eaa15b400905fc017,CO_0033,Meta Platforms,Meta Platforms,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,305428,,102730708,,,,,,fbf802628508b9215ac0;ca75be76c2b00939d5ab,2,,,
0260aa92c7ddf7119ab3,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,Microsoft,1,,investment,0668e73d1795e601a21e,CO_0034,Microsoft,Microsoft,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,974041,,327589469,,,,,,304512a4078d7b2852a3;a37e37e9481db3f4af23,2,,,
4b4d31410ef1147e1a98,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,Nvidia,1,,investment,883452050f5def6984f0,CO_0035,Nvidia,Nvidia,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,308364,,90692936,,,,,,5219853bb09092178186;ef1776c65b5e47223707,2,,,
676ca45f95c0c2c593df,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,Tesla,1,,investment,f7c387d874f18bf0890c,CO_0027,Tesla,Tesla,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,104526,,110460986,,,,,,3029059e167d86c0fa79;36fafbf9af81b05967e0,2,,,
50718551a6ba3ec24715,SRC192,03-institutional-report,Institutional_Report,b8d5bf56addec5df8757,5,Defined Benefit Investments (Continued),Largest Equity Holdings,United Healthcare Group,1,,investment,0fefac2cb8a05ba422e4,CO_0028,United Healthcare Group,United Healthcare Group,,Equity securities,,,,,"December 31, 2021",2021-12-31,,,USD,absolute,1,177409,,89084155,,,,,,bb0a31feea7631132a06;2150c1bc2e521f5829e1,2,,,
a68daea0567e617eb554,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,AUSTIN VENTURES IX LP,1,,fund,f0abcc00bb31bc83d77f,FUND_0319,AUSTIN VENTURES IX LP,AUSTIN VENTURES IX LP,Austin Ventures,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,16094,,,,,ae8551a4d7325ce23847,1,,,
768a6e9ea8701823a861,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,AUSTIN VENTURES X LP,1,,fund,db7ed41728409be689b9,FUND_0320,AUSTIN VENTURES X LP,AUSTIN VENTURES X LP,Austin Ventures,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,152509,,,,,1b4625f860c3242983bc,1,,,
fe40ec5561ee6a76ac4e,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,DIRECT INVESTMENT #1,1,,investment,f8fa385369c28ca5d13f,CO_0008,DIRECT INVESTMENT #1,DIRECT INVESTMENT #1,,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,20773,,,,,f8c976d2b675d8e8cf88,1,,,
e44f587275048b52753f,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,DIRECT INVESTMENT #2,1,,investment,d704ea5039117ce1f6e1,CO_0009,DIRECT INVESTMENT #2,DIRECT INVESTMENT #2,,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,498658,,,,,ae4e4a0c053cd5f60e28,1,,,
0777873fb7079e8e5f72,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,DIRECT INVESTMENT #3,1,,investment,75fad123016a82502e8e,CO_0010,DIRECT INVESTMENT #3,DIRECT INVESTMENT #3,,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,17068007,,,,,78d8439fdf29f1f07397,1,,,
c022a06a437b1ab94626,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP,1,,fund,9ed1d03667642943c9ec,FUND_0488,EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP,EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP,EQT,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,26956271,,,,,13400e6c1b41d37e56df,1,,,
4045dea3e2387f53520f,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,ESCALATE CAPITAL I LP,1,,fund,31918c6cc629eb11d430,FUND_0494,ESCALATE CAPITAL I LP,ESCALATE CAPITAL I LP,Escalate Capital Partners,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,59353,,,,,54b882d3a044e8c31d98,1,,,
67bb70cb4bf22493b821,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,HANNATHON CIV LP,1,,fund,a02a374379c08c9c3ad7,FUND_0592,HANNATHON CIV LP,HANNATHON CIV LP,"Mountain Capital Management, LLC",Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,26895068,,,,,a033c68a9d57a38f947c,1,,,
5d4cfbb700668da555b1,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,NCV SELECT I LP,1,,fund,bb2304ea6df85d561574,FUND_0755,NCV SELECT I LP,NCV SELECT I LP,Next Coast Ventures,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,7465530,,,,,cb7aadee914d7c25c272,1,,,
b7bcd5b3277cdecfb8a8,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,NEW HORIZONS EL PASO LP,1,,fund,9bbfbe8dd93443f87b44,FUND_0759,NEW HORIZONS EL PASO LP,NEW HORIZONS EL PASO LP,"PCCP New Horizons GP, LLC",Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,18135791,,,,,d726f2c96474ccdd2af8,1,,,
edeeeaf1f32bd60389f4,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,NEXT COAST VENTURES III LP,1,,fund,d2e34b3366c9eb6b0c4b,FUND_0765,NEXT COAST VENTURES III LP,NEXT COAST VENTURES III LP,Next Coast Ventures,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,9569692,,,,,ea3aaa9120281fccb646,1,,,
bc03f550507855eb2b0f,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,PBC AUSTIN 2021 EQUITY I LP,1,,fund,d38b154562829e91aac4,FUND_0810,PBC AUSTIN 2021 EQUITY I LP,PBC AUSTIN 2021 EQUITY I LP,Pennybacker Capital Management LLC,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,11329393,,,,,7a259a7910ab848aab8d,1,,,
0c94e980e87ed7e150fd,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,PENNYBACKER IV LP,1,,fund,c00a1b4b196221c5223b,FUND_0812,PENNYBACKER IV LP,PENNYBACKER IV LP,"Pennybacker Capital Management, LLC",Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,11717776,,,,,4f3b922c742ac2a7dd9f,1,,,
c8684f99b689ebc2d351,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,PEP DEVELOPMENT OPPORTUNITIES FUND LP,1,,fund,e120fd3105a8dc23dd16,FUND_0813,PEP DEVELOPMENT OPPORTUNITIES FUND LP,PEP DEVELOPMENT OPPORTUNITIES FUND LP,Pickering Energy Partners LP,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,39235748,,,,,c7ae89356d9956cb8153,1,,,
ece165216cd4f671e3e5,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,ROX II MED CENTER LP,1,,fund,5cb5d893691d4623e09b,FUND_0872,ROX II MED CENTER LP,ROX II MED CENTER LP,The Roxborough Group LLC,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,4425256,,,,,bd37f806edf70ff02609,1,,,
1107f2d2e11401187ae2,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,SANTÉ HEALTH VENTURES II LP,1,,fund,912d329ff89314ddc236,FUND_0882,SANTÉ HEALTH VENTURES II LP,SANTÉ HEALTH VENTURES II LP,Santé Ventures,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,8279253,,,,,9451aa8360f94dab3087,1,,,
359cc08cd9f5c9a7cda8,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,SCF-IX LP,1,,fund,848f1056b8ed69f494ce,FUND_0885,SCF-IX LP,SCF-IX LP,"SCF Partners, Inc.",Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,57441706,,,,,d8aeb79cac4cf7dd251a,1,,,
4fa22b7e007821cc492a,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,SCF-VII LP,1,,fund,48e2cbf23358116cb65d,FUND_0886,SCF-VII LP,SCF-VII LP,"SCF Partners, Inc.",Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,3269994,,,,,964be37a18f53a111611,1,,,
c83537b147269955cfe1,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,SCF-VIII LP,1,,fund,dd0b0c64237c2e99bb2b,FUND_0887,SCF-VIII LP,SCF-VIII LP,"SCF Partners, Inc.",Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,21939508,,,,,c5a87ae1ac948e00650e,1,,,
a98c9f2e97157082d823,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,SERVE OPPORTUNITIES FUND I LP,1,,fund,1367bf75ba55097ccb70,FUND_0893,SERVE OPPORTUNITIES FUND I LP,SERVE OPPORTUNITIES FUND I LP,"Serve Capital Partners, LLC",Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,197439278,,,,,b284f4a05e2ae74a8ec9,1,,,
b05418531f8ccca11a9a,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,TEAKWOOD CAPITAL III (CO-INVESTMENT) LP,1,,fund,27934c8289f4df312f3d,FUND_0941,TEAKWOOD CAPITAL III (CO-INVESTMENT) LP,TEAKWOOD CAPITAL III (CO-INVESTMENT) LP,Teakwood Management LLC,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,6415987,,,,,2c502898787ca8ad25c4,1,,,
a91c50f9afca384756e5,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,TEAKWOOD CAPITAL III LP,1,,fund,f5f21554d350a0ef5354,FUND_0942,TEAKWOOD CAPITAL III LP,TEAKWOOD CAPITAL III LP,Teakwood Management LLC,Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,22032758,,,,,ba7a1b6782d6103ab5b6,1,,,
e6a8d4c72033b79ac0a7,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,Total,1,,portfolio,6e8e0d3968051636faf5,,Total,,,,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,673815236,,,,,c47de9309fb59ae68732,1,,,
a52862ef50bf585d6a8c,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,VISTA EQUITY ENDEAVOR FUND II LP,1,,fund,1fd7516ee1e70d5a0530,FUND_0984,VISTA EQUITY ENDEAVOR FUND II LP,VISTA EQUITY ENDEAVOR FUND II LP,"Vista Equity Partners Management, LLC",Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,56986795,,,,,4e7abce2ec9b7c5d9e8c,1,,,
2ae2f81140304b0a976e,SRC356,03-institutional-report,Institutional_Report,e636191f9f975db3ef73,5,Economically Targeted Investments,Economically Targeted Investments,VISTA EQUITY PARTNERS FUND VII LP,1,,fund,32568909aad67573438b,FUND_1051,VISTA EQUITY PARTNERS FUND VII LP,"Vista Equity Partners Fund VII, L.P.","Vista Equity Partners Management, LLC",Private Equity,,,,,"June 30, 2025",2025-06-30,,,USD,absolute,1,,,,126464038,,,,,7527f8db864bfceb824b,1,,,
7be68d797dd4ac2c0a90,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Forward contracts,1,"December 31, 2015 Purchases",asset_class,16de0842018362e4871a,,Forward contracts,,,,,,,,"December 31, 2015",2015-12-31,,,USD,thousands,1000,,,,,4638450,,,,aea527f1709566aec62a,1,,,
0bd94996dcce254852d0,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Forward contracts,1,"December 31, 2015 Sales",asset_class,16de0842018362e4871a,,Forward contracts,,,,,,,,"December 31, 2015",2015-12-31,,,USD,thousands,1000,,,,,8088566,,,,e6386e513dfe561e44e3,1,,,
fa97bf3eeb6e3d206ce2,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Forward contracts,1,"December 31, 2016 Purchases",asset_class,16de0842018362e4871a,,Forward contracts,,,,,,,,"December 31, 2016",2016-12-31,,,USD,thousands,1000,,,,,3518004,,,,e01813042a9c03022d07,1,,,
3224a76ab4052a966346,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Forward contracts,1,"December 31, 2016 Sales",asset_class,16de0842018362e4871a,,Forward contracts,,,,,,,,"December 31, 2016",2016-12-31,,,USD,thousands,1000,,,,,6942958,,,,7933fb7851e842c31229,1,,,
d4bc72001dec7b25997b,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Futures,1,"December 31, 2015 Purchases",asset_class,0cf85fad2a05f93a5b93,,Futures,,,,,,,,"December 31, 2015",2015-12-31,,,USD,thousands,1000,,,,,736186,,,,f12b3c3fc134f6e13b08,1,,,
23955f5660da1286f716,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Futures,1,"December 31, 2015 Sales",asset_class,0cf85fad2a05f93a5b93,,Futures,,,,,,,,"December 31, 2015",2015-12-31,,,USD,thousands,1000,,,,,5235082,,,,c01ecb1035beb9e39c9d,1,,,
eb2d420985f73a67cf23,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Futures,1,"December 31, 2016 Purchases",asset_class,0cf85fad2a05f93a5b93,,Futures,,,,,,,,"December 31, 2016",2016-12-31,,,USD,thousands,1000,,,,,319874,,,,96eecd78cb078a3edfd9,1,,,
6ab5b0edfbb1569f9273,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Futures,1,"December 31, 2016 Sales",asset_class,0cf85fad2a05f93a5b93,,Futures,,,,,,,,"December 31, 2016",2016-12-31,,,USD,thousands,1000,,,,,5676062,,,,4cb421a5e124b66432dc,1,,,
475982a746226806e0d6,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Options,1,"December 31, 2015 Purchases",asset_class,df332d348e043dd74f30,,Options,,,,,,,,"December 31, 2015",2015-12-31,,,USD,thousands,1000,,,,,11485,,,,f512ee3d87fe6feb93b7,1,,,
b9ca4b5080e45b110a45,SRC377,01-financials,Financials,6d555a6d7d847a4fe833,12,Notes to Financial Statements,Outstanding notional purchases and sales were as follows,Options,1,"December 31, 2015 Sales",asset_class,df332d348e043dd74f30,,Options,,,,,,,,"December 31, 2015",2015-12-31,,,USD,thousands,1000,,,,,7137,,,,bdb929c3518dbfa44d60,1,,,
