wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,staff_count,lockup,redemption_notice,position_limit,leverage,liquidity,minimum_investment,service_provider_count,ownership_percentage,aum,performance_fee,management_fee,observation_ids,observation_count,unparsed_values,scale_note,collision_note
a85f5950421db05cce55,SRC107,05-fund-legal-docs,DDQ,af4e3148bc6fc13365a4,14,INVESTMENT STRATEGY,INVESTMENT STRATEGY,Net Leverage,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,10,,,,,,,,b3d1359c3053241b947e,1,,,
0a887f9202a206008465,SRC107,05-fund-legal-docs,DDQ,993a164c2caf79a544a3,15,,INVESTMENT STRATEGY,How do you deal with redemptions?,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,60,,,,,,,,,,9c2e4b89b7484ad05277,1,,,
a8d0b03498737d707a68,SRC107,05-fund-legal-docs,DDQ,993a164c2caf79a544a3,15,,INVESTMENT STRATEGY,How do you deal with redemptions?,2,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,40,,,,,,,,,,6cc098a13af2443ee37e,1,,,
fb2eaecab2ba9a3bc03e,SRC107,05-fund-legal-docs,DDQ,cb2e8db122dda0a24077,16,RISK,LEVERAGE,Discuss your leverage exposure policy and its management over different market cycles,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,10,,,,,,,,3a290978d288c05bd908,1,,,
baa857482e739803cc41,SRC107,05-fund-legal-docs,DDQ,cb2e8db122dda0a24077,16,RISK,LEVERAGE,Discuss your leverage exposure policy and its management over different market cycles,2,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,2,,,,,,,,ed4d8b70e846722c2047,1,,,
756c0104dae33f96c063,SRC107,05-fund-legal-docs,DDQ,cb2e8db122dda0a24077,16,RISK,LEVERAGE,Discuss your leverage exposure policy and its management over different market cycles,3,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,3,,,,,,,,45aeae5d67c4b1f6ab35,1,,,
84a5975a51b6fe8c9aa9,SRC107,05-fund-legal-docs,DDQ,cb2e8db122dda0a24077,16,RISK,RISK MANAGEMENT,Discuss position and stop-loss limits and their management,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,5,,,,,,,,,d7489452d2158e1a058d,1,,,
1fb37628c803feecc44b,SRC107,05-fund-legal-docs,DDQ,cb2e8db122dda0a24077,16,RISK,RISK MANAGEMENT,Discuss position and stop-loss limits and their management,2,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,1,,,,,,,,,165e1be2b62dd55ba220,1,,,
76e27a072a28a200745e,SRC107,05-fund-legal-docs,DDQ,cb2e8db122dda0a24077,16,RISK,RISK MANAGEMENT,Discuss position and stop-loss limits and their management,3,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,1,,,,,,,,,3c0f054898777d6097f1,1,,,
029a006745ae732f25fa,SRC107,05-fund-legal-docs,DDQ,712ce6ef5c1c32ac6833,17,,RISK MANAGEMENT,Please describe the operational risk management policy,1,,service_provider,be6ab20e5b6e31cb51ae,MGR_0096,broker dealers,broker dealers,,,,,,,,,,,,absolute,1,,,,,,,,15,,,,,325fb2968e62e4469cc8,1,,,
e708570e1b61a6058dfc,SRC107,05-fund-legal-docs,DDQ,9a9dd3a1e7d2dc30f70a,4,INVESTMENT MANAGER INFORMATION,COMPANY,Please give a brief history of the company,1,,manager,83a351e57cd59e59c20c,MGR_0095,Bear Stearns Asset Management Inc.,Bear Stearns Asset Management Inc.,,,,,,,,,,,USD,billions,1000000000,,,,,,,,,,36,,,25825eb223a59bac1d6a,1,,,
8f3f7515295591b0dfe4,SRC107,05-fund-legal-docs,DDQ,9e93616156cf8278b259,5,,COMPANY,Please list the total assets under management by the company across its different categories of client including the fund,1,,manager,d3764236d007ddff2438,MGR_0097,BSAM,BSAM,,,,,,,"March 31, 2006",2006-03-31,,,USD,billions,1000000000,,,,,,,,,,36.1,,,9602c5bc457d6746242d,1,,,
e2a195499f03916b29bf,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,COMPANY,Please list the total assets under management by the company across its different categories of client including the fund,1,,asset_class,f25dacbd72a6ad2c8b72,,equity products,,,,,,,,,,,,USD,billions,1000000000,,,,,,,,,,15.7,,,e06f9f13030ee5b02047,1,,,
8914f8645397ba95be5d,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,COMPANY,Please list the total assets under management by the company across its different categories of client including the fund,2,,asset_class,6d994253d95fac91bfed,,fixed income products,,,,,,,,,,,,USD,billions,1000000000,,,,,,,,,,15,,,2c6bdf9f60dced5318db,1,,,
dcdb9a67063c15a68b71,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,COMPANY,Please list the total assets under management by the company across its different categories of client including the fund,3,,asset_class,d131055f9c78b332dc30,,alternative investments,,,,,,,,,,,,USD,billions,1000000000,,,,,,,,,,5.4,,,071a8646409544364117,1,,,
52515ba2847111fd0978,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,COMPANY,Please list the total assets under management by the company across its different categories of client including the fund,4,,manager,8cfd021b115691dc2492,MGR_0105,HGSCS team,HGSCS team,,,,,,,,,,,USD,billions,1000000000,,,,,,,,,,1.5,,,4a56765126621f634ba2,1,,,
c439a2dcdd6366c47379,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,ORGANISATION,How many full-time employees are there?,1,,manager,a2310ff4940130229000,MGR_0094,Bear Stearns,Bear Stearns,,,,,,,"March 31, 2006",2006-03-31,,,,absolute,1,12000,,,,,,,,,,,,19c8d1d6073c4a917508,1,,,
6576d0086a3e0f432e76,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,ORGANISATION,How many full-time employees are there?,2,,manager,d3764236d007ddff2438,MGR_0097,BSAM,BSAM,,,,,,,"March 31, 2006",2006-03-31,,,,absolute,1,331,,,,,,,,,,,,8f1d9e362183027123e2,1,,,
6470ab83fdfa2c5006a4,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,ORGANISATION,"How many investment professionals (portfolio managers, analysts, etc.) in the company?",1,,manager,d3764236d007ddff2438,MGR_0097,BSAM,BSAM,,,,,,,,,,,,absolute,1,125,,,,,,,,,,,,31001343c614d7812b04,1,,,
e11f077e9a0249de9efb,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,ORGANISATION,"How many investment professionals (portfolio managers, analysts, etc.) in the company?",2,,other_printed_scope,e64ad773e2cc95a4974a,,portfolio managers,,,,,,,,,,,,,absolute,1,30,,,,,,,,,,,,27c325957d84c2390166,1,,,
e0d3c2f7447eaf8bd11b,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,ORGANISATION,"How many investment professionals (portfolio managers, analysts, etc.) in the company?",3,,other_printed_scope,eb5c28271d546750c21c,,research analysts,,,,,,,,,,,,,absolute,1,43,,,,,,,,,,,,d18aa02780c6448afaed,1,,,
85f129b310d4c2c333ee,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,ORGANISATION,"How many investment professionals (portfolio managers, analysts, etc.) in the company?",4,,other_printed_scope,d4c2653c57ffd5563682,,other investment professionals,,,,,,,,,,,,,absolute,1,52,,,,,,,,,,,,63ed1c4493833890fdcb,1,,,
fe41b417507daac1ce37,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,OWNERSHIP,"Describe the company's ownership structure, name of its owners, their percentage ownership, and their role within the company",1,,investor,b14df34493878f0ce8e6,LP_0006,Bear Stearns employees,Bear Stearns employees,,,,,,,,,,,,absolute,1,,,,,,,,,40,,,,0a0939419125a455ea4b,1,,,
0e98054fcea38527cbeb,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,OWNERSHIP,"Describe the company's ownership structure, name of its owners, their percentage ownership, and their role within the company",2,,investor,4fb27b11da09a55083ca,LP_0019,"Private Capital Management, L.P.","Private Capital Management, L.P.",,,,,,,,,,,,absolute,1,,,,,,,,,6.1,,,,078e5f6dddbd31a27551,1,,,
027893b14b1b7f755844,SRC107,05-fund-legal-docs,DDQ,0168e43d8b9c0511a218,6,,OWNERSHIP,"Describe the company's ownership structure, name of its owners, their percentage ownership, and their role within the company",3,,investor,a9dd07249495528c3ade,LP_0012,James Cayne,James Cayne,,,,,,,,,,,,absolute,1,,,,,,,,,5.6,,,,51df2a1a98b6c6672aac,1,,,
dfee8b65a40bf1c1693a,SRC107,05-fund-legal-docs,DDQ,4291d8a226e95dc47231,7,,FEES,Incentive fee,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,,,,,,,20,,adc084d2ac26c8fb2338,1,,,
260bba171b0d0da86531,SRC107,05-fund-legal-docs,DDQ,4291d8a226e95dc47231,7,,FEES,Management fee,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,,,,,,,,2%,f38eddae6f1e52cb0fcf,1,,,
c570b4cd990590910f1b,SRC107,05-fund-legal-docs,DDQ,4291d8a226e95dc47231,7,,FEES,Redemption fee,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,60,,,,,,,,,,9d02ed1e5207b4f3e374,1,,,
4e324f50600b3eabf7bc,SRC107,05-fund-legal-docs,DDQ,4291d8a226e95dc47231,7,,FEES,Redemption fee,2,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,40,,,,,,,,,,64b8cfcc40cc63ec9105,1,,,
4dd074d815c51491157e,SRC107,05-fund-legal-docs,DDQ,4291d8a226e95dc47231,7,,FUND DETAILS,Fund structure,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,2,,,,,,,,226960b82727b323e6ef,1,,,
ce82b081cbf03b719b44,SRC107,05-fund-legal-docs,DDQ,4291d8a226e95dc47231,7,,FUND DETAILS,Fund structure,2,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,3,,,,,,,,c575324489cece211d81,1,,,
187e0c665a00054bec3c,SRC107,05-fund-legal-docs,DDQ,7d298914dcdceed05161,8,,INVESTMENT/REDEMPTION AND LOCK UP TERMS,Does the fund have any lock-up period or any other liquidity constraints?,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,1,,,,,,,,,,,f51397ff07c45bfd9882,1,,,
bd8c5112d147fc18c0fe,SRC107,05-fund-legal-docs,DDQ,7d298914dcdceed05161,8,,INVESTMENT/REDEMPTION AND LOCK UP TERMS,Minimum initial investment,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,USD,absolute,1,,,,,,,1000000,,,,,,6f19440898324cd5626e,1,,,
140e3bde5014f63daf49,SRC107,05-fund-legal-docs,DDQ,7d298914dcdceed05161,8,,INVESTMENT/REDEMPTION AND LOCK UP TERMS,Redemption cash proceeds time period,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,,90,,,,,,,721b32407d3248c8c64d,1,,,
7f2429e3f59decbac2f0,SRC107,05-fund-legal-docs,DDQ,7d298914dcdceed05161,8,,INVESTMENT/REDEMPTION AND LOCK UP TERMS,Redemption cash proceeds time period,2,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,,30,,,,,,,833790831f1a48020c8a,1,,,
f45ff9497741ada5e2f8,SRC107,05-fund-legal-docs,DDQ,7d298914dcdceed05161,8,,INVESTMENT/REDEMPTION AND LOCK UP TERMS,Redemption cash proceeds time period,3,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,,,,60,,,,,,,ebb042cec1db1a004f4d,1,,,
bcf0ca1f3642bd0dcd6a,SRC107,05-fund-legal-docs,DDQ,7d298914dcdceed05161,8,,INVESTMENT/REDEMPTION AND LOCK UP TERMS,Redemption notice period,1,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,60,,,,,,,,,,4adbd05d803b232ded0f,1,,,
44a5651994169cbea176,SRC107,05-fund-legal-docs,DDQ,7d298914dcdceed05161,8,,INVESTMENT/REDEMPTION AND LOCK UP TERMS,Redemption notice period,2,,fund,b1f3b0fc4ca76a5495ae,FUND_0346,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns High Grade Structured Credit Strategies Fund,Bear Stearns Asset Management,,,,,,,,,,,absolute,1,,,40,,,,,,,,,,f4cda2ff0c1125698688,1,,,
